@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute attr136 numeric
@attribute attr137 numeric
@attribute attr138 numeric
@attribute attr139 numeric
@attribute attr140 numeric
@attribute attr141 numeric
@attribute attr142 numeric
@attribute attr143 numeric
@attribute attr144 numeric
@attribute attr145 numeric
@attribute attr146 numeric
@attribute attr147 numeric
@attribute attr148 numeric
@attribute attr149 numeric
@attribute attr150 numeric
@attribute attr151 numeric
@attribute attr152 numeric
@attribute attr153 numeric
@attribute attr154 numeric
@attribute attr155 numeric
@attribute attr156 numeric
@attribute attr157 numeric
@attribute attr158 numeric
@attribute attr159 numeric
@attribute attr160 numeric
@attribute attr161 numeric
@attribute attr162 numeric
@attribute attr163 numeric
@attribute attr164 numeric
@attribute target {1,2}

@data
1.751128,1.2545,1.059098,0.919376,0.799338,0.691468,0.591214,0.50036,0.418403,0.346324,0.278353,0.219215,0.170265,0.130021,0.095765,0.063049,0.038176,0.023801,0.010675,-0.003749,-0.00206,0.020951,0.077132,0.188194,0.389339,0.786115,1.366773,1.358412,0.669985,0.223909,0.067644,0.053952,0.130702,0.255048,0.30967,0.170076,-0.027493,-0.146535,-0.200685,-0.224892,-0.242425,-0.262396,-0.282709,-0.308687,-0.336857,-0.357176,-0.36884,-0.37876,-0.39406,-0.40593,-0.411815,-0.415333,-0.416872,-0.416632,-0.412596,-0.406332,-0.398636,-0.391525,-0.385261,-0.378924,-0.372054,-0.365929,-0.361132,-0.356752,-0.35013,-0.338953,-0.321366,-0.297425,-0.276994,-0.281542,-0.299512,-0.310862,-0.312513,-0.308196,-0.298925,-0.286232,-0.276275,-0.268508,-0.264324,-0.266889,-0.280824,-0.299723,-0.315224,-0.324706,-0.324082,-0.31368,-0.275556,-0.218423,-0.188033,-0.189354,-0.202293,-0.201056,-0.187914,-0.175189,-0.171665,-0.184793,-0.207184,-0.238377,-0.268548,-0.270848,-0.236092,-0.21239,-0.280908,-0.341498,-0.371889,-0.383939,-0.380517,-0.387725,-0.406445,-0.411757,-0.40494,-0.39361,-0.377242,-0.359331,-0.341551,-0.31648,-0.282898,-0.24464,-0.211652,-0.164369,-0.100423,-0.03213,0.057551,0.152038,0.266886,0.401346,0.559637,0.746403,0.962342,1.213166,1.459929,1.732354,1.943656,2.124234,2.188795,2.226926,2.080686,1.922419,1.797081,1.578573,1.337891,1.082212,0.843527,0.55004,0.350129,0.130938,-0.09229,-0.264916,-0.408357,-0.564899,-0.673723,-0.779024,-0.888366,-0.967919,-1.043735,-1.117348,-1.171063,-1.221081,-1.264626,-1.30938,-1.346211,-1.38701,-1.436715,-1.528934,1
1.748136,1.255285,1.059251,0.918439,0.799817,0.691655,0.590821,0.500082,0.419074,0.345984,0.279783,0.220793,0.171808,0.131277,0.096438,0.064368,0.039794,0.024096,0.010225,-0.0034,-0.002763,0.019672,0.077,0.187663,0.387748,0.782528,1.361401,1.353395,0.666038,0.219077,0.061568,0.048685,0.124758,0.249809,0.305644,0.167771,-0.029309,-0.148332,-0.202037,-0.225888,-0.243481,-0.262458,-0.282177,-0.307673,-0.335888,-0.356628,-0.367942,-0.377857,-0.39273,-0.404853,-0.411488,-0.414135,-0.416111,-0.416017,-0.412535,-0.405561,-0.398327,-0.391652,-0.385639,-0.37981,-0.372991,-0.366607,-0.361574,-0.357671,-0.351478,-0.340261,-0.32316,-0.297888,-0.276937,-0.281127,-0.299533,-0.309988,-0.311727,-0.306998,-0.298322,-0.285406,-0.275319,-0.267991,-0.262999,-0.266105,-0.281003,-0.299504,-0.315449,-0.324566,-0.324153,-0.313347,-0.275496,-0.218849,-0.188794,-0.189241,-0.203191,-0.20158,-0.188927,-0.175695,-0.172057,-0.185215,-0.206992,-0.238105,-0.268066,-0.270338,-0.235506,-0.212686,-0.280933,-0.34094,-0.371803,-0.383429,-0.379621,-0.387174,-0.405494,-0.410998,-0.403931,-0.392704,-0.37729,-0.359362,-0.340999,-0.31688,-0.282011,-0.244851,-0.211383,-0.164844,-0.099592,-0.031482,0.059044,0.152094,0.268142,0.40265,0.560019,0.747059,0.963118,1.215028,1.461504,1.73355,1.945822,2.123561,2.187499,2.229384,2.082634,1.923417,1.799204,1.581624,1.340232,1.083887,0.845516,0.551549,0.351489,0.132144,-0.091395,-0.264598,-0.407925,-0.56398,-0.67292,-0.778794,-0.888243,-0.967705,-1.043743,-1.116865,-1.170065,-1.220813,-1.264314,-1.308834,-1.345685,-1.386478,-1.436208,-1.52823,1
1.737136,1.244985,1.051479,0.910908,0.791775,0.685622,0.586149,0.494922,0.415794,0.342319,0.27572,0.217488,0.168868,0.129056,0.094489,0.063408,0.03878,0.02611,0.012915,0.001044,0.002993,0.028079,0.089791,0.20778,0.420745,0.84135,1.450386,1.436585,0.713488,0.240269,0.074906,0.062398,0.143072,0.274978,0.332249,0.184053,-0.026133,-0.153099,-0.210527,-0.235282,-0.252428,-0.270974,-0.290663,-0.315166,-0.341505,-0.360052,-0.369679,-0.37824,-0.393486,-0.406688,-0.412874,-0.415565,-0.417071,-0.41629,-0.41258,-0.406128,-0.398199,-0.391961,-0.386196,-0.380368,-0.373722,-0.367856,-0.362405,-0.358218,-0.351139,-0.339284,-0.320349,-0.29402,-0.272016,-0.276264,-0.295326,-0.306631,-0.308316,-0.303171,-0.292839,-0.279764,-0.268549,-0.260666,-0.256542,-0.26031,-0.275647,-0.295454,-0.311464,-0.321842,-0.322029,-0.311512,-0.271508,-0.211676,-0.179742,-0.181424,-0.195964,-0.195317,-0.181394,-0.168836,-0.163964,-0.177435,-0.199288,-0.231895,-0.262376,-0.262839,-0.226836,-0.203209,-0.276314,-0.339193,-0.372684,-0.38519,-0.380502,-0.388682,-0.409227,-0.415213,-0.409018,-0.399631,-0.383387,-0.365359,-0.3475,-0.323199,-0.291616,-0.256207,-0.222602,-0.176025,-0.114269,-0.046941,0.042377,0.135847,0.251206,0.385276,0.543295,0.728886,0.943714,1.193831,1.441167,1.715536,1.928192,2.107497,2.17231,2.215971,2.067461,1.90986,1.791142,1.57522,1.332838,1.075538,0.837299,0.542454,0.342775,0.123901,-0.101229,-0.274124,-0.417125,-0.574468,-0.681644,-0.786109,-0.895173,-0.973762,-1.048427,-1.12161,-1.174043,-1.223981,-1.266622,-1.31126,-1.347599,-1.38812,-1.437724,-1.529701,1
1.739547,1.245319,1.05151,0.911801,0.793117,0.686018,0.586792,0.495517,0.415908,0.343263,0.276629,0.218851,0.169937,0.129145,0.094661,0.063398,0.039733,0.02624,0.013395,0.000662,0.003065,0.028599,0.089781,0.207496,0.421807,0.841844,1.452638,1.439459,0.715081,0.241206,0.074996,0.062028,0.143208,0.27553,0.333245,0.184704,-0.025831,-0.153768,-0.210452,-0.235756,-0.253107,-0.27094,-0.29062,-0.315606,-0.341857,-0.360419,-0.369843,-0.3788,-0.394024,-0.407287,-0.413109,-0.416374,-0.417476,-0.416781,-0.413222,-0.406349,-0.399288,-0.392217,-0.386446,-0.380624,-0.37377,-0.368194,-0.362873,-0.358338,-0.351643,-0.339478,-0.320512,-0.294523,-0.271714,-0.276237,-0.29562,-0.306943,-0.30843,-0.303273,-0.292946,-0.279431,-0.268751,-0.260726,-0.256214,-0.260254,-0.276102,-0.295046,-0.311391,-0.321808,-0.322197,-0.311261,-0.271301,-0.211032,-0.179164,-0.180534,-0.194885,-0.194978,-0.180629,-0.168063,-0.163665,-0.176603,-0.198354,-0.230902,-0.261826,-0.262689,-0.226662,-0.202572,-0.276263,-0.338944,-0.37216,-0.385205,-0.380532,-0.38846,-0.408534,-0.414927,-0.408739,-0.399379,-0.383213,-0.366541,-0.348288,-0.323925,-0.292189,-0.255476,-0.222482,-0.176317,-0.114117,-0.046152,0.041472,0.135021,0.250317,0.38435,0.541832,0.72831,0.942485,1.193285,1.44105,1.711905,1.924827,2.10641,2.170727,2.213683,2.067027,1.912668,1.790576,1.573603,1.333601,1.075525,0.837198,0.542716,0.343228,0.122989,-0.101231,-0.274293,-0.417345,-0.573902,-0.681432,-0.78646,-0.895529,-0.973753,-1.048453,-1.122121,-1.174544,-1.224053,-1.267232,-1.3117,-1.348098,-1.388645,-1.438274,-1.530294,1
1.74147,1.24751,1.052878,0.913066,0.794746,0.688454,0.588776,0.496841,0.417174,0.344424,0.27815,0.219796,0.171203,0.131201,0.096461,0.064332,0.040507,0.027007,0.013838,0.001595,0.003763,0.029085,0.089412,0.206643,0.419692,0.836779,1.443448,1.431568,0.711204,0.239707,0.074816,0.060995,0.142007,0.27234,0.32945,0.181389,-0.027165,-0.153473,-0.210055,-0.234805,-0.25201,-0.270571,-0.289458,-0.314971,-0.341299,-0.35898,-0.369,-0.377638,-0.392529,-0.406482,-0.412544,-0.415063,-0.417018,-0.416438,-0.411997,-0.405475,-0.398245,-0.391584,-0.385872,-0.379554,-0.373394,-0.366994,-0.362359,-0.35745,-0.350419,-0.33853,-0.320007,-0.293939,-0.271909,-0.276144,-0.294826,-0.306592,-0.308028,-0.302891,-0.292885,-0.279912,-0.269194,-0.261119,-0.257038,-0.260841,-0.276295,-0.294771,-0.31123,-0.321246,-0.321934,-0.311406,-0.271802,-0.212763,-0.18074,-0.182185,-0.197087,-0.196001,-0.18296,-0.170074,-0.165215,-0.178502,-0.200571,-0.231886,-0.262182,-0.263547,-0.227485,-0.203412,-0.276798,-0.339983,-0.372281,-0.385176,-0.380516,-0.388984,-0.408743,-0.414455,-0.408249,-0.398767,-0.381894,-0.365192,-0.347224,-0.322948,-0.290696,-0.255337,-0.221665,-0.174646,-0.113684,-0.04544,0.04281,0.136641,0.251845,0.386508,0.544048,0.730234,0.945607,1.196324,1.442893,1.715369,1.928757,2.106799,2.169957,2.215899,2.064575,1.908409,1.789227,1.57437,1.332083,1.075494,0.837104,0.542336,0.342325,0.123104,-0.102214,-0.275078,-0.4182,-0.574838,-0.682406,-0.78732,-0.896518,-0.974764,-1.049795,-1.122646,-1.174841,-1.224804,-1.267974,-1.312462,-1.348869,-1.389201,-1.438865,-1.530983,1
1.715375,1.229374,1.038335,0.900999,0.783684,0.679452,0.581861,0.490849,0.412026,0.339767,0.274494,0.216786,0.16895,0.128494,0.094445,0.063609,0.040344,0.026836,0.013062,-0.000453,0.000083,0.022962,0.08051,0.192229,0.394584,0.790746,1.369178,1.359777,0.673025,0.225405,0.067559,0.055119,0.131161,0.252256,0.30271,0.162026,-0.035329,-0.154917,-0.207567,-0.230529,-0.247587,-0.265772,-0.285438,-0.310265,-0.336504,-0.354043,-0.362694,-0.370715,-0.384822,-0.396949,-0.401751,-0.404024,-0.405964,-0.405685,-0.401722,-0.394692,-0.387289,-0.381552,-0.376277,-0.370909,-0.365532,-0.360506,-0.356481,-0.352096,-0.346012,-0.335375,-0.317504,-0.293094,-0.272799,-0.276867,-0.29502,-0.305891,-0.308085,-0.303907,-0.294885,-0.283364,-0.273131,-0.26629,-0.262193,-0.265807,-0.279386,-0.297777,-0.312924,-0.322602,-0.322662,-0.312872,-0.276415,-0.220566,-0.191453,-0.19305,-0.20664,-0.206924,-0.19438,-0.183302,-0.179082,-0.190797,-0.211709,-0.241219,-0.26913,-0.269235,-0.235125,-0.212459,-0.281805,-0.341377,-0.372762,-0.386245,-0.382807,-0.389244,-0.40819,-0.414295,-0.40767,-0.396067,-0.380637,-0.362372,-0.345069,-0.324239,-0.295369,-0.255465,-0.221846,-0.173305,-0.107902,-0.040484,0.049631,0.143979,0.260409,0.396609,0.557641,0.747985,0.966844,1.221605,1.472855,1.749398,1.962346,2.143604,2.203154,2.243619,2.089479,1.923332,1.80063,1.580416,1.336768,1.077746,0.839079,0.541211,0.341657,0.124992,-0.098845,-0.270881,-0.412252,-0.567457,-0.675333,-0.778972,-0.887162,-0.966188,-1.040786,-1.113961,-1.1667,-1.216768,-1.259184,-1.303658,-1.340227,-1.380505,-1.428887,-1.520144,1
1.719277,1.232156,1.041686,0.903473,0.786404,0.681029,0.58312,0.493941,0.414542,0.343025,0.277231,0.218591,0.1707,0.131135,0.096465,0.065314,0.041417,0.028386,0.014149,0.00061,0.001282,0.02425,0.081873,0.194167,0.395829,0.790828,1.369665,1.361228,0.67316,0.225947,0.068488,0.055249,0.131183,0.253085,0.303067,0.162274,-0.035585,-0.155012,-0.208452,-0.231813,-0.248449,-0.266027,-0.28541,-0.310102,-0.336002,-0.354349,-0.362671,-0.37147,-0.38495,-0.39687,-0.402107,-0.40457,-0.406533,-0.406454,-0.402569,-0.395667,-0.388063,-0.38244,-0.37736,-0.37204,-0.366541,-0.361175,-0.356717,-0.352812,-0.346333,-0.335749,-0.318312,-0.293537,-0.273099,-0.277622,-0.295885,-0.306758,-0.308942,-0.304299,-0.29512,-0.2834,-0.274259,-0.266852,-0.263188,-0.266951,-0.281377,-0.298986,-0.31433,-0.323929,-0.324338,-0.314082,-0.277675,-0.221887,-0.192666,-0.193792,-0.207514,-0.207474,-0.195009,-0.183632,-0.179775,-0.191981,-0.212776,-0.242273,-0.26995,-0.270506,-0.236421,-0.213598,-0.283871,-0.342363,-0.373394,-0.386516,-0.382288,-0.389538,-0.408147,-0.413914,-0.406751,-0.396875,-0.381347,-0.363981,-0.346468,-0.324835,-0.295476,-0.256205,-0.221752,-0.173264,-0.10838,-0.040647,0.050251,0.143955,0.259788,0.395883,0.557241,0.746117,0.964499,1.218782,1.469851,1.746357,1.958591,2.142034,2.204829,2.243057,2.087581,1.924725,1.802066,1.581131,1.337653,1.07635,0.838345,0.54119,0.343066,0.126085,-0.098724,-0.270428,-0.411592,-0.567432,-0.674851,-0.778448,-0.887304,-0.965321,-1.040185,-1.112861,-1.165244,-1.215207,-1.257903,-1.30221,-1.338294,-1.378782,-1.427558,-1.518811,1
1.717845,1.230624,1.038329,0.901209,0.785415,0.680223,0.582608,0.492876,0.4132,0.341619,0.275616,0.217517,0.169096,0.130117,0.095619,0.063579,0.040537,0.028327,0.014533,0.00097,0.001666,0.024769,0.082142,0.194122,0.39614,0.792091,1.369769,1.361926,0.675436,0.227635,0.070372,0.058829,0.134449,0.254972,0.305543,0.164048,-0.033979,-0.153211,-0.205904,-0.228383,-0.244896,-0.263874,-0.283521,-0.308767,-0.334785,-0.352748,-0.360645,-0.369026,-0.382194,-0.394477,-0.400078,-0.402029,-0.403472,-0.402832,-0.398314,-0.391186,-0.383288,-0.377653,-0.373046,-0.367712,-0.362685,-0.357315,-0.353147,-0.349438,-0.342873,-0.331971,-0.31447,-0.290273,-0.269907,-0.273884,-0.291583,-0.302508,-0.305194,-0.301408,-0.292964,-0.281343,-0.271294,-0.264065,-0.26036,-0.26418,-0.277776,-0.295023,-0.310771,-0.320435,-0.32162,-0.311698,-0.274808,-0.219663,-0.190369,-0.192325,-0.206505,-0.207516,-0.195819,-0.184586,-0.181118,-0.193169,-0.213107,-0.242562,-0.268624,-0.267859,-0.23336,-0.211303,-0.282761,-0.34244,-0.374141,-0.388441,-0.384638,-0.391844,-0.411395,-0.416582,-0.410028,-0.399383,-0.382535,-0.36549,-0.348386,-0.327487,-0.299522,-0.26126,-0.226549,-0.177511,-0.114124,-0.044847,0.046188,0.14042,0.258989,0.396368,0.558631,0.750396,0.971062,1.22611,1.476242,1.74885,1.964046,2.143167,2.202386,2.242283,2.082084,1.918053,1.795164,1.574778,1.330762,1.069892,0.831945,0.535679,0.337555,0.121406,-0.102809,-0.273304,-0.414041,-0.570042,-0.677862,-0.781553,-0.891337,-0.969668,-1.045068,-1.118066,-1.170332,-1.220527,-1.263056,-1.307669,-1.34385,-1.383947,-1.432789,-1.52404,1
1.706466,1.225202,1.03506,0.898589,0.781669,0.675474,0.579627,0.492295,0.415256,0.344202,0.279884,0.223274,0.175782,0.136172,0.10088,0.069938,0.044869,0.029986,0.016301,0.003827,0.00504,0.026619,0.079768,0.181925,0.367682,0.735145,1.278073,1.273323,0.62378,0.200655,0.052434,0.03973,0.109125,0.224183,0.272713,0.139163,-0.046355,-0.158712,-0.210487,-0.234788,-0.250553,-0.266334,-0.283139,-0.306755,-0.331331,-0.347739,-0.356593,-0.367401,-0.383406,-0.397137,-0.40443,-0.407312,-0.408338,-0.407298,-0.40365,-0.39792,-0.390758,-0.385195,-0.380726,-0.375502,-0.369938,-0.364656,-0.359976,-0.355053,-0.348261,-0.338095,-0.321366,-0.298715,-0.279774,-0.283248,-0.300334,-0.31064,-0.31284,-0.308686,-0.300088,-0.289034,-0.280233,-0.274287,-0.271986,-0.276155,-0.289542,-0.30488,-0.318452,-0.326934,-0.327108,-0.318334,-0.284834,-0.233393,-0.205124,-0.206777,-0.219035,-0.219245,-0.207778,-0.196707,-0.193654,-0.205889,-0.224669,-0.251906,-0.276942,-0.275783,-0.243383,-0.222244,-0.288485,-0.342161,-0.370427,-0.382059,-0.375793,-0.381623,-0.396906,-0.401676,-0.394803,-0.386569,-0.36902,-0.351208,-0.332207,-0.309378,-0.281659,-0.243622,-0.204971,-0.156402,-0.095065,-0.023464,0.067521,0.161361,0.280882,0.418035,0.579307,0.769108,0.989167,1.245491,1.498071,1.778178,1.992203,2.172578,2.229036,2.268891,2.105279,1.939892,1.815129,1.591081,1.344703,1.078948,0.842357,0.538993,0.343875,0.124052,-0.101545,-0.271879,-0.411357,-0.568803,-0.672597,-0.77451,-0.881756,-0.956582,-1.029126,-1.100967,-1.150414,-1.199347,-1.241398,-1.285388,-1.319799,-1.359855,-1.408481,-1.499108,1
1.713908,1.231425,1.040739,0.904622,0.787157,0.680919,0.584084,0.496276,0.417985,0.348092,0.283171,0.225494,0.178734,0.139707,0.104413,0.072895,0.048601,0.033133,0.018475,0.00462,0.005069,0.025218,0.078314,0.182755,0.368952,0.73678,1.278832,1.275272,0.626391,0.204178,0.055619,0.042138,0.112267,0.227064,0.274673,0.140456,-0.044246,-0.156539,-0.208344,-0.233245,-0.249086,-0.264612,-0.282196,-0.306598,-0.331761,-0.34905,-0.359379,-0.369619,-0.385135,-0.398811,-0.404369,-0.406122,-0.406251,-0.404112,-0.400371,-0.393854,-0.387365,-0.382195,-0.377911,-0.372656,-0.367697,-0.362832,-0.35802,-0.353301,-0.346467,-0.336244,-0.319502,-0.296674,-0.277229,-0.280547,-0.297002,-0.307331,-0.309988,-0.306275,-0.297476,-0.286344,-0.277531,-0.271583,-0.269286,-0.273452,-0.286852,-0.302207,-0.315817,-0.324483,-0.325365,-0.316192,-0.282968,-0.231994,-0.204716,-0.205775,-0.218811,-0.220557,-0.209173,-0.199598,-0.197048,-0.211102,-0.230603,-0.257311,-0.281435,-0.279885,-0.248039,-0.226519,-0.293435,-0.347338,-0.374468,-0.384775,-0.379711,-0.384663,-0.400693,-0.404751,-0.397381,-0.387898,-0.370388,-0.352617,-0.333749,-0.311392,-0.284134,-0.246562,-0.208392,-0.160383,-0.098212,-0.026329,0.06452,0.159561,0.279158,0.416819,0.57894,0.770546,0.991502,1.24874,1.500578,1.777747,1.991889,2.174063,2.231117,2.264056,2.097856,1.930461,1.807086,1.58423,1.336437,1.074191,0.837318,0.538024,0.340305,0.123525,-0.100125,-0.26992,-0.409897,-0.569478,-0.679672,-0.785049,-0.891007,-0.96445,-1.034244,-1.102894,-1.151928,-1.199956,-1.242086,-1.285764,-1.320214,-1.360072,-1.408778,-1.499236,1
1.71237,1.228134,1.037213,0.89981,0.782884,0.678081,0.581611,0.493544,0.415512,0.345312,0.281118,0.22373,0.176885,0.137669,0.10367,0.07105,0.046723,0.032527,0.01896,0.006027,0.007428,0.02924,0.082296,0.186029,0.373214,0.740494,1.285418,1.282186,0.630024,0.207067,0.057907,0.044344,0.114243,0.229019,0.276593,0.142771,-0.042594,-0.155074,-0.206995,-0.23121,-0.247749,-0.263817,-0.281227,-0.306541,-0.331142,-0.347117,-0.355671,-0.365165,-0.381347,-0.395552,-0.40241,-0.405044,-0.406096,-0.40558,-0.401651,-0.395286,-0.388899,-0.383622,-0.378273,-0.373878,-0.368198,-0.362852,-0.358042,-0.353292,-0.346378,-0.335661,-0.318856,-0.295781,-0.27669,-0.281049,-0.298341,-0.308748,-0.311667,-0.307973,-0.299301,-0.289015,-0.280105,-0.274157,-0.271389,-0.27534,-0.288744,-0.304471,-0.318102,-0.326627,-0.327138,-0.31831,-0.284471,-0.232407,-0.204729,-0.206153,-0.219022,-0.220042,-0.208992,-0.198575,-0.195983,-0.208602,-0.227554,-0.253473,-0.277837,-0.276258,-0.243996,-0.222471,-0.289052,-0.34395,-0.372691,-0.384865,-0.379843,-0.385529,-0.402611,-0.406287,-0.398518,-0.389749,-0.373205,-0.354572,-0.335251,-0.312365,-0.285046,-0.248437,-0.210415,-0.162053,-0.099199,-0.028486,0.062977,0.158049,0.277072,0.415235,0.577379,0.769233,0.99005,1.247309,1.498534,1.775418,1.991224,2.172113,2.227283,2.266024,2.098749,1.929827,1.807132,1.585915,1.338869,1.075186,0.836808,0.537075,0.340679,0.123355,-0.101089,-0.271013,-0.40973,-0.566521,-0.67227,-0.774092,-0.881155,-0.957601,-1.031754,-1.104266,-1.155183,-1.203948,-1.245775,-1.289515,-1.324934,-1.364847,-1.41365,-1.504393,1
1.70641,1.219612,1.028109,0.892378,0.775954,0.669493,0.572874,0.483401,0.405867,0.336134,0.270637,0.212767,0.165695,0.127099,0.093826,0.062718,0.040508,0.027812,0.0133,0.002174,0.005186,0.03176,0.093462,0.211143,0.424037,0.840263,1.445119,1.429587,0.715283,0.248191,0.083146,0.071085,0.150504,0.280119,0.333878,0.186476,-0.020457,-0.146721,-0.203528,-0.228938,-0.246547,-0.265494,-0.28553,-0.310788,-0.336769,-0.354347,-0.36432,-0.372459,-0.387085,-0.399929,-0.406971,-0.409979,-0.410638,-0.409557,-0.405643,-0.398338,-0.391105,-0.384938,-0.379429,-0.373591,-0.3679,-0.362415,-0.357626,-0.352582,-0.345557,-0.333695,-0.315723,-0.289926,-0.268092,-0.271828,-0.289949,-0.301764,-0.304673,-0.300492,-0.290788,-0.278691,-0.267874,-0.260699,-0.256544,-0.260312,-0.275186,-0.294137,-0.310096,-0.319692,-0.320367,-0.31038,-0.271486,-0.212343,-0.180684,-0.182223,-0.197087,-0.197263,-0.185114,-0.173146,-0.169577,-0.183576,-0.205401,-0.236331,-0.264779,-0.264365,-0.228664,-0.206389,-0.28004,-0.342211,-0.375814,-0.390354,-0.386584,-0.394666,-0.414724,-0.421394,-0.415163,-0.405063,-0.388962,-0.371104,-0.354501,-0.333343,-0.306153,-0.268323,-0.233063,-0.185488,-0.12311,-0.054868,0.035467,0.130294,0.246875,0.3828,0.544446,0.734212,0.953388,1.208707,1.458724,1.733543,1.948268,2.129529,2.200895,2.231718,2.076457,1.912433,1.785895,1.566583,1.324422,1.065903,0.826084,0.528872,0.330591,0.115025,-0.108735,-0.280519,-0.421688,-0.576043,-0.6831,-0.786492,-0.894135,-0.971936,-1.04557,-1.117957,-1.170538,-1.220328,-1.262458,-1.306402,-1.342182,-1.382532,-1.430873,-1.522205,1
