@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute target {1,2,3}

@data
-1.046197,-0.672431,-0.164447,0.231381,0.819244,1.320007,1.505129,1.428728,0.948486,0.550368,0.047316,-0.635398,-1.11749,-0.746233,-0.082058,0.655655,1.343829,1.691351,1.387908,1.551805,1.565104,1.057868,0.785558,0.069289,-0.654729,-0.102402,-0.138158,-0.781945,-1.283809,-1.621057,-1.162713,-0.63619,-0.134415,-0.078535,-0.460052,-1.021978,-1.496232,-1.44753,-1.068083,-0.406946,3
-0.983665,-0.745535,-0.117199,0.372346,0.879737,1.366289,1.575077,1.223265,0.87324,0.353186,-0.17935,-0.80546,-1.028883,-0.588205,0.075349,0.809812,1.445629,1.715656,1.543947,1.607083,1.690621,1.229286,0.562704,-0.133951,-0.746119,-0.142235,-0.220298,-0.711047,-1.200154,-1.594012,-1.247561,-0.737652,-0.271938,-0.282084,-0.673238,-1.184169,-1.381462,-1.195957,-0.752797,-0.400255,3
-0.955887,-0.598401,0.019063,0.595351,1.151293,1.477927,1.451663,1.07208,0.744118,0.29637,-0.26096,-0.817143,-0.729296,-0.328762,0.306392,1.01593,1.533593,1.534258,1.522122,1.62784,1.506847,0.977591,0.454313,0.131725,-0.613314,-0.334921,-0.595443,-0.98517,-1.30099,-1.406986,-1.092095,-0.659924,-0.165808,-0.201973,-0.640725,-1.062028,-1.440223,-1.451531,-1.118238,-0.658657,2
-0.720757,-0.433685,0.098418,0.414876,1.048421,1.31944,1.509305,1.398712,1.05114,0.712772,0.391189,-0.299195,-0.772942,-0.735764,-0.235977,0.406615,0.960731,1.4601,1.49001,1.406869,1.402476,1.373194,0.827287,0.157871,-0.434783,-0.443986,-0.768602,-1.130291,-1.600132,-1.486815,-1.058707,-0.564148,-0.032255,-0.078688,-0.50825,-1.02477,-1.500086,-1.569924,-1.214321,-0.815349,2
-0.769143,-0.438834,-0.035634,0.528156,0.986794,1.243122,1.398745,1.281957,0.971799,0.553273,0.084654,-0.389357,-0.744025,-0.659308,-0.065292,0.596649,1.270841,1.621962,1.440134,1.487531,1.716424,1.466813,0.757759,0.060672,-0.563616,-0.473601,-0.764933,-1.080767,-1.43747,-1.329778,-1.005226,-0.683905,-0.326067,-0.37966,-0.747857,-1.11875,-1.429509,-1.330459,-1.031242,-0.662856,2
-0.889909,-0.690109,-0.093843,0.454809,0.935517,1.260377,1.447172,1.38411,1.000595,0.42089,0.040029,-0.558998,-0.922926,-0.720791,-0.081793,0.615859,1.317493,1.444199,1.404016,1.477003,1.592668,1.50864,0.727596,-0.029879,-0.684217,-0.023987,-0.050475,-0.7244,-1.368971,-1.712845,-1.25113,-0.669036,-0.083014,-0.205102,-0.771908,-1.333035,-1.596001,-1.280856,-0.937948,-0.349803,2
-1.027598,-0.783598,-0.088059,0.530831,1.069611,1.487616,1.47367,1.130505,0.664967,0.24808,-0.312471,-0.878398,-0.951907,-0.422175,0.232058,0.876497,1.387865,1.620687,1.537118,1.548243,1.670722,1.20891,0.548343,-0.111586,-0.71472,-0.078212,-0.226453,-0.746072,-1.269735,-1.572026,-1.223745,-0.655849,-0.139318,-0.182806,-0.618962,-1.135386,-1.552581,-1.242269,-0.900594,-0.401203,2
-1.081294,-0.714585,-0.063441,0.437747,0.960288,1.325528,1.452858,1.285077,0.786239,0.379861,-0.153209,-0.77634,-1.063223,-0.629029,0.031419,0.703132,1.33165,1.617798,1.353051,1.501292,1.565789,1.404766,0.679625,0.046454,-0.685838,-0.085087,0.000077,-0.603465,-1.191679,-1.676755,-1.32704,-0.799602,-0.277698,-0.012705,-0.246943,-0.825753,-1.415338,-1.611896,-1.075074,-0.546657,2
-0.938529,-0.616062,0.05075,0.632324,1.117822,1.413344,1.467232,1.004728,0.577018,0.410492,0.001623,-0.578685,-0.945062,-0.782132,-0.122208,0.607153,1.263684,1.356367,1.406355,1.467789,1.635936,1.533832,0.762587,0.067666,-0.633738,-0.042592,0.028668,-0.467921,-1.155397,-1.687723,-1.42747,-0.860634,-0.232263,-0.037122,-0.491776,-1.094267,-1.556062,-1.53712,-1.11959,-0.479013,2
-1.076307,-0.833048,-0.228635,0.415673,0.996627,1.460583,1.605423,1.259859,0.837293,0.2924,-0.394892,-0.870104,-0.95398,-0.579927,0.088588,0.752471,1.40191,1.525133,1.51044,1.501724,1.609009,1.229327,0.666503,-0.001912,-0.664848,-0.060435,-0.056152,-0.648362,-1.147033,-1.580851,-1.326191,-0.76526,-0.198053,-0.122396,-0.671821,-1.141156,-1.381616,-1.211883,-0.854116,-0.383984,3
-0.962672,-0.673437,-0.061433,0.59122,1.317862,1.774482,1.974435,1.846682,1.567271,1.01232,0.504502,0.037672,-0.313745,-0.849388,-0.724926,-0.177088,0.475758,0.860759,1.019918,0.925264,1.007239,1.241162,0.733732,0.0278,-0.589043,-0.172104,-0.162184,-0.724732,-1.361368,-1.606755,-1.153624,-0.62945,-0.193735,-0.284711,-0.807336,-1.301266,-1.495827,-1.259552,-0.902231,-0.511472,3
-0.902676,-0.696512,-0.116003,0.545774,1.129595,1.449406,1.499754,1.327627,0.837733,0.43237,-0.087566,-0.616316,-0.909931,-0.592116,-0.058838,0.531946,1.249232,1.604004,1.410258,1.503893,1.588131,1.313409,0.610973,-0.078217,-0.705277,-0.128955,-0.112838,-0.684778,-1.274052,-1.617941,-1.267089,-0.72451,-0.116246,-0.282871,-0.677912,-1.201257,-1.446812,-1.309889,-0.97474,-0.450762,3
-0.770613,-0.520328,0.055368,0.493368,0.976561,1.365204,1.394078,1.1987,0.932425,0.451345,0.07149,-0.608205,-0.942205,-0.643686,-0.113515,0.591949,1.328732,1.460812,1.23656,1.39051,1.459226,1.514926,1.013629,0.220287,-0.435886,-0.16829,-0.394656,-0.895624,-1.344327,-1.653774,-1.366329,-0.677648,-0.123162,-0.173443,-0.679366,-1.189914,-1.587675,-1.464184,-0.978017,-0.424323,2
-0.940682,-0.650369,-0.387463,0.336252,0.996208,1.23737,1.465623,1.348071,1.118403,0.698477,0.118022,-0.573643,-1.068823,-0.832303,-0.210795,0.518525,1.2513,1.379724,1.36772,1.410471,1.699538,1.487197,0.610653,-0.13741,-0.73791,0.118815,-0.030334,-0.700652,-1.24566,-1.582461,-1.259986,-0.854387,-0.174669,0.016665,-0.55122,-1.190904,-1.562643,-1.353076,-0.870977,-0.262663,3
-0.987051,-0.627506,-0.003698,0.467711,0.983901,1.467824,1.469209,1.274398,0.922361,0.464672,0.03,-0.465587,-0.877288,-0.75738,-0.199716,0.516246,1.216701,1.507063,1.40463,1.494237,1.394038,1.553364,0.8673,0.112188,-0.60735,-0.032256,-0.388717,-0.809669,-1.22794,-1.639842,-1.254084,-0.894137,-0.273457,-0.149348,-0.616288,-1.172209,-1.635931,-1.391243,-0.894271,-0.240877,3
-1.040868,-0.661668,-0.069496,0.478711,1.088547,1.428122,1.466359,1.172443,0.7876,0.318211,-0.184771,-0.818348,-1.104886,-0.614751,0.030415,0.674452,1.370441,1.572042,1.499518,1.513233,1.718826,1.344704,0.664904,-0.001312,-0.654767,-0.111292,-0.367144,-0.799859,-1.312042,-1.406484,-1.2643,-0.784755,-0.269057,-0.088376,-0.468314,-1.004888,-1.391424,-1.385738,-0.966001,-0.357987,3
-0.914172,-0.592712,-0.00748,0.604603,0.779724,1.176192,1.288578,1.102368,0.882018,0.484492,0.047904,-0.576826,-0.907382,-0.465125,0.139607,0.803958,1.473294,1.529861,1.19837,1.303281,1.418595,1.610288,0.900023,0.175865,-0.495402,0.098552,-0.111331,-0.796117,-1.333254,-1.804891,-1.311325,-0.754875,-0.148087,-0.285643,-0.729582,-1.288898,-1.67432,-1.457365,-0.923143,-0.439644,2
-0.775451,-0.450191,-0.095273,0.55426,0.956871,1.322921,1.541028,1.377941,1.094105,0.773283,0.457534,-0.271957,-0.621733,-0.791725,-0.30542,0.33108,0.941373,1.614929,1.471637,1.362724,1.444162,1.50679,0.929538,0.257532,-0.441104,-0.353818,-0.579323,-0.90881,-1.276275,-1.519533,-1.216711,-0.815818,-0.526416,-0.555371,-0.828217,-1.220607,-1.493622,-1.333584,-0.958828,-0.597921,1
-0.773196,-0.424582,-0.289711,0.416248,0.991162,1.197473,1.362796,1.27649,0.871662,0.415238,0.008678,-0.625409,-0.974311,-0.505548,0.148023,0.863219,1.582818,1.556767,1.336746,1.295541,1.480131,1.764666,1.007687,0.239668,-0.540907,-0.329689,-0.497826,-0.784598,-1.25632,-1.387099,-1.17622,-0.776804,-0.509733,-0.54235,-0.899985,-1.216848,-1.239579,-1.294133,-1.149015,-0.621151,1
-0.637529,-0.20615,0.331665,0.728034,1.007598,1.116531,0.981613,0.713825,0.464086,0.190091,-0.176901,-0.515476,-0.377806,0.097095,0.807141,1.521476,1.555397,1.285306,0.925738,1.341436,1.751246,1.598407,0.885609,0.197643,-0.348813,-0.460945,-0.615384,-1.019754,-1.488011,-1.597737,-1.233907,-0.804,-0.443537,-0.56399,-0.911461,-1.250675,-1.501457,-1.444309,-1.12651,-0.775583,1
-0.854042,-0.6272,-0.022517,0.454034,1.03346,1.264465,1.445706,1.215657,0.877408,0.317165,-0.160889,-0.657441,-0.824688,-0.483095,0.145412,0.83761,1.396556,1.479088,1.286446,1.451645,1.453284,1.617459,0.866554,0.135582,-0.500502,-0.088324,-0.428893,-0.944287,-1.506872,-1.585205,-1.13884,-0.589314,-0.142594,-0.357216,-0.737174,-1.168603,-1.641079,-1.460937,-0.96108,-0.396741,2
-0.883169,-0.544809,0.076697,0.733133,1.173139,1.386837,1.346794,1.008377,0.536348,-0.167628,-0.529815,-0.359473,-0.500698,0.01672,0.712036,1.410142,1.063239,1.009074,1.475059,1.342668,1.357894,1.508012,0.97246,0.166605,-0.49355,-0.127236,-0.37348,-0.817554,-1.324337,-1.676255,-1.396694,-0.864687,-0.399749,-0.20337,-0.663834,-1.230304,-1.640595,-1.511359,-1.093612,-0.493027,2
-0.943698,-0.620568,-0.004654,0.650908,1.115651,1.422719,1.467043,1.261027,0.93195,0.533387,0.059291,-0.563536,-0.883718,-0.86486,-0.357164,0.233233,0.938964,1.537596,1.37875,1.459978,1.4338,1.518484,0.920564,0.15287,-0.601303,0.041703,-0.171582,-0.753083,-1.267692,-1.688493,-1.319234,-0.757251,-0.115821,-0.04232,-0.543204,-1.138277,-1.574658,-1.527589,-1.013641,-0.305571,2
-0.859738,-0.636184,-0.082877,0.545184,1.108717,1.362348,1.43415,1.10303,0.837696,0.253875,-0.417825,-0.521891,-0.811669,-0.49176,0.091788,0.684577,1.341349,1.522959,1.409377,1.429228,1.497038,1.558668,0.877945,0.217072,-0.448777,-0.242121,-0.61513,-1.047801,-1.456579,-1.524039,-1.059175,-0.553718,-0.144289,-0.053238,-0.60824,-1.047691,-1.477135,-1.502406,-1.098767,-0.573952,2
-0.910202,-0.561814,-0.040948,0.677702,1.169216,1.382521,1.320282,1.127006,0.814988,0.367375,-0.221059,-0.530259,-0.851651,-0.546037,0.03292,0.596765,1.128235,1.314954,1.349532,1.393637,1.491684,1.496397,0.820418,0.076104,-0.566015,0.134706,-0.17224,-0.759291,-1.463853,-1.815525,-1.272268,-0.659041,0.081585,0.002697,-0.604793,-1.254493,-1.716485,-1.584183,-0.974798,-0.27377,2
-0.711776,-0.413911,0.128,0.797615,1.152153,1.459433,1.454298,1.199222,0.88291,0.567215,0.026017,-0.340978,-0.749527,-0.623962,-0.029372,0.64747,1.281141,1.447784,1.453014,1.551479,1.452016,1.388449,0.688976,-0.027518,-0.641934,-0.227252,-0.51171,-0.946788,-1.278838,-1.440565,-1.357286,-0.937755,-0.539666,-0.378918,-0.844948,-1.216935,-1.502116,-1.330044,-1.001179,-0.524214,2
-0.852016,-0.53706,-0.124569,0.467483,1.008999,1.323247,1.365528,1.331031,0.973087,0.570385,0.074334,-0.51536,-0.705831,-0.689319,-0.220866,0.438057,1.128058,1.474268,1.481167,1.309566,1.418836,1.413647,0.89967,0.197698,-0.492774,-0.017658,0.116497,-0.553808,-1.125162,-1.731314,-1.747678,-1.1356,-0.576865,-0.02957,-0.140137,-0.851249,-1.415409,-1.70068,-1.237204,-0.59143,2
-0.947996,-0.674112,-0.10465,0.472665,1.047069,1.508724,1.663707,1.455726,0.939152,0.259412,-0.219487,-0.712171,-1.026202,-0.651815,-0.088065,0.671199,1.413164,1.270372,1.538106,1.608897,1.401026,1.399489,0.715959,0.028969,-0.615788,-0.356237,-0.591238,-1.082659,-1.437632,-1.378303,-0.984957,-0.454104,-0.078728,-0.049676,-0.555541,-1.00341,-1.333895,-1.413545,-1.009232,-0.62419,3
-1.002041,-0.847294,-0.397839,0.179759,0.784488,1.227292,1.422855,1.31792,1.019575,0.678883,0.317136,-0.235771,-0.81045,-0.914954,-0.300799,0.460782,1.280166,1.384431,1.26873,1.562816,1.48372,1.56607,0.796976,0.045396,-0.653789,0.157461,-0.038724,-0.806622,-1.296367,-1.833077,-1.413647,-0.655559,0.037453,0.128942,-0.374201,-1.154109,-1.613613,-1.531837,-1.004769,-0.235388,3
-0.952852,-0.588904,0.115466,0.552666,0.930542,1.172309,1.416023,0.944182,0.673043,0.053256,-0.332126,-0.862785,-0.769326,-0.312424,0.426081,1.182051,1.638953,1.430168,1.306759,1.418333,1.71437,1.43753,0.700323,-0.043595,-0.684456,0.043008,-0.203377,-0.854919,-1.533596,-1.769545,-1.240518,-0.622174,-0.097794,-0.651763,-1.078426,-1.190216,-1.073519,-0.851382,-0.857372,-0.583996,2
-0.900091,-0.635584,-0.021248,0.588518,1.051149,1.43423,1.495321,1.18704,0.759404,0.381374,-0.149804,-0.714293,-0.796729,-0.54948,0.039302,0.714187,1.385105,1.641674,1.503258,1.517568,1.553165,1.387149,0.671736,-0.084203,-0.656629,-0.152569,-0.476483,-0.837136,-1.333361,-1.467671,-1.174759,-0.709723,-0.271083,-0.36741,-0.764019,-1.107235,-1.427078,-1.320782,-0.930877,-0.461932,2
-0.932664,-0.659656,-0.120819,0.620434,1.143083,1.323259,1.311716,1.009993,0.724668,0.3204,-0.343434,-0.73975,-1.049144,-0.790776,-0.103012,0.648164,1.403352,1.585358,1.535528,1.294262,1.343458,1.478801,0.815108,-0.038684,-0.709626,0.291825,0.071955,-0.734682,-1.546457,-1.73044,-1.217777,-0.461393,0.1726,0.040846,-0.579422,-1.279783,-1.69653,-1.347208,-0.875866,-0.177687,2
-1.101494,-0.677896,0.072724,0.763132,1.124044,1.368212,1.419791,1.140387,0.839899,0.312223,-0.285004,-0.947041,-1.078075,-0.616411,0.063879,0.792778,1.341468,1.565472,1.411726,1.296186,1.055696,1.50512,0.836503,0.021215,-0.715112,0.097204,0.091898,-0.755087,-1.419954,-1.653722,-1.099513,-0.30906,0.124161,-0.400615,-0.598723,-1.187742,-1.487452,-1.379413,-1.069373,-0.462028,2
-0.893132,-0.617183,-0.047684,0.565332,1.037745,1.441192,1.351951,1.386774,1.047161,0.625985,0.067259,-0.537995,-0.880153,-0.678557,-0.098666,0.528644,1.174362,1.539127,1.400686,1.379394,1.451838,1.466513,0.813542,0.086388,-0.549999,-0.120552,-0.257,-0.656374,-1.192833,-1.660673,-1.394683,-0.889866,-0.331395,-0.262556,-0.72199,-1.244112,-1.519899,-1.284321,-1.010238,-0.514031,2
-0.896668,-0.757766,-0.142777,0.48521,1.077414,1.441768,1.43346,1.248428,0.865774,0.291359,-0.366855,-0.833206,-0.790746,-0.224895,0.32964,0.915523,1.46073,1.443043,1.363321,1.498145,1.603302,1.243229,0.549486,-0.073811,-0.661682,0.016972,-0.310631,-0.773517,-1.322751,-1.592979,-1.357361,-0.780144,-0.236364,-0.140484,-0.63115,-1.187978,-1.549779,-1.366333,-0.880815,-0.38811,2
-0.997972,-0.689791,-0.043056,0.487957,1.053728,1.37114,1.303944,1.042383,0.491,0.123875,-0.175899,-0.673547,-0.962647,-0.439988,0.285546,0.926093,1.61723,1.464584,1.310184,1.646264,1.581492,1.519402,0.80836,0.088756,-0.628836,-0.058011,-0.236958,-0.742702,-1.318735,-1.738858,-1.279284,-0.819231,-0.306732,-0.171,-0.538847,-1.096625,-1.455704,-1.405785,-0.952797,-0.388934,2
-0.897803,-0.700461,-0.091697,0.480368,1.01689,1.253143,1.241792,0.936665,0.48537,-0.038695,-0.670256,-0.945179,-0.662032,-0.107473,0.52606,1.209759,1.685631,1.453034,1.311292,1.467656,1.638015,1.339573,0.686608,-0.055096,-0.604123,-0.054951,-0.333337,-1.003761,-1.571661,-1.616863,-1.023433,-0.400384,0.139986,-0.00368,-0.490518,-1.064844,-1.520611,-1.485164,-1.111306,-0.418517,2
-1.05018,-0.721419,-0.095821,0.601374,1.158073,1.402972,1.489417,1.265293,0.87497,0.358471,-0.270707,-0.704869,-1.139501,-0.794542,-0.161433,0.556596,1.271455,1.587893,1.317818,1.532669,1.517058,1.550744,0.845451,-0.015421,-0.798885,-0.010022,-0.34653,-0.910565,-1.213211,-1.499319,-1.135041,-0.632215,-0.158557,-0.112371,-0.57347,-1.175475,-1.503075,-1.292672,-0.783098,-0.231856,2
-0.95346,-0.631415,-0.06074,0.547903,1.049015,1.383945,1.493724,1.356432,0.955011,0.578902,0.06142,-0.610184,-0.897607,-0.651729,-0.056567,0.616045,1.250092,1.460387,1.426362,1.459103,1.553153,1.347123,0.677171,0.041381,-0.619125,-0.105128,-0.170748,-0.709691,-1.204199,-1.704604,-1.327046,-0.838774,-0.288414,-0.133651,-0.688918,-1.232171,-1.515876,-1.286372,-1.00624,-0.564511,2
-0.889808,-0.631337,-0.055565,0.461293,1.184929,1.459082,1.542971,1.191899,0.611397,-0.137214,-0.442815,-0.676559,-0.89097,-0.419997,0.153452,0.841656,1.502147,1.54098,1.311717,1.431368,1.700792,1.437591,0.784237,0.097277,-0.580805,-0.169326,-0.425639,-0.848237,-1.379708,-1.550772,-1.161282,-0.623206,-0.165509,-0.355027,-0.7368,-1.113097,-1.477097,-1.304233,-0.813138,-0.404646,1
-0.632846,-0.311644,0.218284,0.803436,1.104052,1.248988,1.155069,0.878196,0.335044,-0.168737,-0.218101,-0.628939,-0.576194,-0.062721,0.575026,1.24726,1.728199,1.430138,1.234712,1.277389,1.700249,1.567561,0.999088,0.307394,-0.304806,-0.481674,-0.549522,-0.920539,-1.148055,-1.40513,-1.236625,-0.983036,-0.736007,-0.672367,-0.957468,-1.282803,-1.398511,-1.317057,-1.045083,-0.772222,1
-0.838024,-0.640886,0.023686,0.655382,1.01065,1.30176,1.295248,1.125243,0.824685,0.309625,-0.071052,-0.590133,-0.677147,-0.689404,-0.160108,0.544428,1.279416,1.791411,1.569504,1.252156,1.230706,1.571611,1.183082,0.410109,-0.418915,-0.145106,-0.469604,-0.953829,-1.502328,-1.618663,-1.168075,-0.710089,-0.250569,-0.342435,-0.711429,-1.253046,-1.554383,-1.362027,-0.887627,-0.363821,2
-0.973503,-0.607109,-0.083432,0.440245,0.977264,1.317038,1.449497,1.279513,0.938841,0.565135,-0.003508,-0.647071,-1.007884,-0.554767,0.129336,0.795093,1.436796,1.44924,1.34616,1.388495,1.338526,1.469125,0.795735,0.070772,-0.577346,-0.064381,-0.427632,-0.890564,-1.430495,-1.537834,-1.233032,-0.739567,-0.179136,-0.124292,-0.624556,-1.050348,-1.522363,-1.479277,-0.99172,-0.436997,2
-1.039823,-0.711812,-0.117099,0.525903,1.096361,1.518835,1.45686,1.232438,0.947376,0.408185,-0.082885,-0.726778,-1.074982,-0.671924,-0.044665,0.627822,1.276277,1.632048,1.464037,1.514384,1.547096,1.242953,0.539589,-0.046334,-0.702244,-0.072649,-0.305694,-0.776012,-1.249836,-1.56613,-1.151533,-0.571395,-0.077155,-0.201049,-0.586138,-1.114037,-1.507588,-1.282047,-0.943467,-0.40689,2
-0.935559,-0.526479,0.041388,0.559545,0.90472,1.316702,1.492007,1.370159,1.030578,0.535112,0.130571,-0.290857,-0.837141,-0.768539,-0.136766,0.580179,1.256174,1.460238,1.434908,1.579712,1.645095,1.501927,0.697436,-0.043415,-0.696612,-0.388061,-0.493445,-0.827326,-1.345272,-1.479363,-1.193925,-0.814502,-0.326055,-0.391438,-0.957037,-1.362106,-1.421051,-1.148753,-0.821838,-0.33091,2
-0.672856,-0.892617,-0.569289,0.149631,0.839462,1.240182,1.592599,1.518769,1.353624,0.878158,0.562817,-0.089667,-0.622665,-0.692231,-0.592334,0.015896,0.70141,1.34418,1.412127,1.401333,1.485147,1.421247,1.102777,0.347157,-0.320492,-0.12248,-0.052213,-0.557092,-1.052743,-1.589092,-1.480577,-1.005898,-0.523146,-0.212878,-0.5572,-1.016206,-1.592249,-1.477614,-1.081886,-0.59309,2
-0.738982,-0.33852,0.125103,0.649459,0.997744,1.341646,1.297866,1.32443,0.944247,0.530107,0.125948,-0.408705,-0.782603,-0.513481,0.062048,0.689912,1.370744,1.294539,1.203071,1.353211,1.502454,1.555634,0.813858,0.153463,-0.465899,-0.020495,-0.316973,-0.795014,-1.368747,-1.694778,-1.446642,-0.924875,-0.460829,-0.369308,-0.851838,-1.369803,-1.614838,-1.43608,-0.962634,-0.454439,2
