@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute attr136 numeric
@attribute attr137 numeric
@attribute attr138 numeric
@attribute attr139 numeric
@attribute attr140 numeric
@attribute attr141 numeric
@attribute attr142 numeric
@attribute attr143 numeric
@attribute attr144 numeric
@attribute attr145 numeric
@attribute attr146 numeric
@attribute attr147 numeric
@attribute attr148 numeric
@attribute attr149 numeric
@attribute attr150 numeric
@attribute attr151 numeric
@attribute attr152 numeric
@attribute attr153 numeric
@attribute attr154 numeric
@attribute attr155 numeric
@attribute attr156 numeric
@attribute attr157 numeric
@attribute attr158 numeric
@attribute attr159 numeric
@attribute attr160 numeric
@attribute attr161 numeric
@attribute attr162 numeric
@attribute attr163 numeric
@attribute target {1,2}

@data
0.277354,0.245474,0.215489,0.187215,0.160531,0.135363,0.111687,0.089488,0.068725,0.04936,0.031329,0.01454,-0.001075,-0.015618,-0.029151,-0.041678,-0.053295,-0.06412,-0.074245,-0.083753,-0.092694,-0.101066,-0.108821,-0.115946,-0.122485,-0.128493,-0.134101,-0.139517,-0.144976,-0.150647,-0.156649,-0.1631,-0.170243,-0.178516,-0.188474,-0.200976,-0.217672,-0.241043,-0.27243,-0.306744,-0.334096,-0.351727,-0.362751,-0.370562,-0.377244,-0.383963,-0.391606,-0.400833,-0.411858,-0.424061,-0.435622,-0.444487,-0.449859,-0.452342,-0.453022,-0.45271,-0.45208,-0.451387,-0.450539,-0.449347,-0.447706,-0.445585,-0.442983,-0.439951,-0.436695,-0.433407,-0.430256,-0.427399,-0.424822,-0.422426,-0.419881,-0.416886,-0.413224,-0.409243,-0.406055,-0.403759,-0.402218,-0.401152,-0.400397,-0.399823,-0.399299,-0.398893,-0.398781,-0.399012,-0.399436,-0.39996,-0.400447,-0.400883,-0.401245,-0.401407,-0.401382,-0.401189,-0.400808,-0.400197,-0.399324,-0.398207,-0.396872,-0.395443,-0.393696,-0.391238,-0.387669,-0.382822,-0.377013,-0.369888,-0.361584,-0.351702,-0.340366,-0.327395,-0.31259,-0.295652,-0.27628,-0.254157,-0.22902,-0.200434,-0.168409,-0.132773,-0.093131,-0.05035,-0.004245,0.043851,0.092833,0.14265,0.192075,0.23891,0.282944,0.323522,0.362104,0.397553,0.429977,0.459194,0.484991,0.507395,0.526374,0.541098,0.552821,0.56178,0.567738,0.570826,0.571843,0.570939,0.568505,0.564307,0.558168,0.550338,0.540499,0.529101,0.517028,0.504781,0.492172,0.479102,0.465314,0.450896,0.435754,0.420001,0.403898,0.387571,0.370826,0.353719,0.336125,0.318063,0.299577,0.280543,0.261021,1
0.276008,0.244178,0.214207,0.185932,0.159265,0.134126,0.11047,0.088274,0.067511,0.048146,0.030121,0.01333,-0.002314,-0.016872,-0.030408,-0.042978,-0.054637,-0.065499,-0.075668,-0.085226,-0.09421,-0.102621,-0.110421,-0.117616,-0.1242,-0.130223,-0.135829,-0.141228,-0.146684,-0.152351,-0.158312,-0.164721,-0.171842,-0.180084,-0.19001,-0.202474,-0.21909,-0.242359,-0.273633,-0.307832,-0.335072,-0.352605,-0.363535,-0.371235,-0.377794,-0.384403,-0.391935,-0.401038,-0.411955,-0.424064,-0.435555,-0.444365,-0.449702,-0.452158,-0.452819,-0.452495,-0.451853,-0.451154,-0.450313,-0.449128,-0.447513,-0.445424,-0.442849,-0.43985,-0.436627,-0.433354,-0.430217,-0.427374,-0.424806,-0.422424,-0.419892,-0.4169,-0.413233,-0.409268,-0.406107,-0.403825,-0.402291,-0.401231,-0.400483,-0.399916,-0.399386,-0.398974,-0.398849,-0.399061,-0.39946,-0.399959,-0.400421,-0.40082,-0.40115,-0.401306,-0.401269,-0.401044,-0.400626,-0.39999,-0.399074,-0.397902,-0.396549,-0.395109,-0.393356,-0.390912,-0.38734,-0.382483,-0.376678,-0.369545,-0.361253,-0.351395,-0.340054,-0.327067,-0.312265,-0.295343,-0.275971,-0.25385,-0.228717,-0.200117,-0.168063,-0.132406,-0.092745,-0.04993,-0.003779,0.044293,0.093249,0.143116,0.192584,0.239446,0.283502,0.32411,0.362748,0.398269,0.430759,0.460032,0.485888,0.508334,0.527376,0.542152,0.553911,0.562908,0.568906,0.572018,0.57304,0.572136,0.569698,0.565496,0.559367,0.551536,0.541691,0.530306,0.518241,0.505996,0.493383,0.480308,0.466529,0.452114,0.436975,0.421219,0.405115,0.388773,0.37202,0.354911,0.33731,0.319241,0.300748,0.281731,0.262222,1
0.285949,0.254275,0.224469,0.196347,0.169806,0.144801,0.121287,0.099222,0.078575,0.059307,0.041363,0.024662,0.009078,-0.005445,-0.018925,-0.031437,-0.043069,-0.053889,-0.064022,-0.07355,-0.082497,-0.090869,-0.098636,-0.10576,-0.112272,-0.118248,-0.123804,-0.129168,-0.134612,-0.140294,-0.146319,-0.152837,-0.160117,-0.168583,-0.178829,-0.191772,-0.209166,-0.23361,-0.266451,-0.302289,-0.330791,-0.349097,-0.360417,-0.368321,-0.375046,-0.381839,-0.389606,-0.39904,-0.410384,-0.422984,-0.434909,-0.443975,-0.449338,-0.451629,-0.452004,-0.451342,-0.45035,-0.449319,-0.448171,-0.446691,-0.444768,-0.442376,-0.439517,-0.436233,-0.432755,-0.429265,-0.425943,-0.422946,-0.420255,-0.417752,-0.415061,-0.411883,-0.408018,-0.403847,-0.400551,-0.398178,-0.396599,-0.395543,-0.394819,-0.39427,-0.393758,-0.393371,-0.393283,-0.393564,-0.394039,-0.394613,-0.395169,-0.395687,-0.396118,-0.396374,-0.396436,-0.39633,-0.396043,-0.395543,-0.394819,-0.393901,-0.392834,-0.391697,-0.390261,-0.388139,-0.384936,-0.380446,-0.375015,-0.368265,-0.360361,-0.350889,-0.339976,-0.327439,-0.313078,-0.296608,-0.277727,-0.256118,-0.2315,-0.203429,-0.171899,-0.136716,-0.097488,-0.055088,-0.009341,0.038373,0.086985,0.136565,0.18574,0.232273,0.275984,0.316187,0.354485,0.389698,0.421884,0.450854,0.476415,0.49858,0.517311,0.531771,0.543222,0.5519,0.557582,0.56036,0.561053,0.559842,0.557114,0.5526,0.546131,0.537977,0.527813,0.516112,0.503806,0.491369,0.478619,0.465464,0.451622,0.437162,0.421972,0.406175,0.390061,0.373752,0.357038,0.339975,0.322436,0.304467,0.286061,0.267118,0.247688,1
0.286463,0.254747,0.224916,0.196785,0.170233,0.145206,0.121665,0.09958,0.078906,0.059599,0.041636,0.02491,0.009314,-0.005214,-0.018718,-0.031247,-0.04289,-0.053751,-0.063907,-0.073438,-0.082395,-0.090777,-0.098541,-0.10568,-0.112219,-0.118209,-0.123768,-0.12914,-0.134592,-0.140288,-0.146328,-0.152855,-0.160144,-0.168614,-0.178863,-0.19183,-0.209237,-0.233696,-0.266587,-0.302489,-0.331032,-0.349364,-0.360707,-0.368633,-0.375353,-0.38213,-0.389894,-0.399331,-0.410693,-0.423322,-0.435258,-0.444327,-0.449698,-0.451966,-0.452315,-0.451641,-0.450629,-0.449561,-0.448387,-0.4469,-0.444964,-0.442553,-0.439674,-0.43637,-0.432872,-0.429356,-0.426008,-0.422991,-0.420268,-0.417744,-0.41504,-0.411848,-0.407976,-0.403785,-0.400468,-0.398088,-0.396496,-0.395421,-0.394684,-0.394141,-0.393616,-0.393204,-0.393104,-0.39336,-0.393823,-0.394385,-0.394928,-0.39544,-0.395865,-0.396109,-0.39619,-0.396096,-0.395815,-0.395322,-0.394609,-0.393698,-0.392611,-0.391462,-0.390037,-0.387926,-0.384716,-0.380206,-0.374754,-0.368021,-0.360126,-0.35067,-0.33977,-0.327247,-0.312913,-0.296467,-0.277592,-0.255994,-0.23141,-0.20336,-0.17183,-0.13666,-0.09751,-0.0552,-0.009487,0.038201,0.086782,0.136287,0.185423,0.231937,0.275677,0.315938,0.354219,0.38939,0.421563,0.450531,0.476089,0.49825,0.516975,0.531428,0.542883,0.551565,0.557224,0.559984,0.560671,0.559441,0.556687,0.552171,0.545713,0.537562,0.527393,0.51567,0.503353,0.490917,0.478163,0.464997,0.451143,0.436678,0.421481,0.405679,0.389552,0.373219,0.356493,0.339416,0.321865,0.303883,0.28547,0.26652,0.247102,1
0.286245,0.254522,0.224674,0.196526,0.169965,0.144923,0.121369,0.099264,0.078565,0.059235,0.041255,0.024525,0.00892,-0.00561,-0.019128,-0.031677,-0.043326,-0.054188,-0.064362,-0.073912,-0.082886,-0.091279,-0.099047,-0.106191,-0.112734,-0.118727,-0.124289,-0.12967,-0.135126,-0.140813,-0.146857,-0.153387,-0.160662,-0.169105,-0.179323,-0.192254,-0.20959,-0.233938,-0.266661,-0.30239,-0.330825,-0.349093,-0.360404,-0.368316,-0.375022,-0.381778,-0.389521,-0.39892,-0.410213,-0.422763,-0.434637,-0.443661,-0.449011,-0.451317,-0.451717,-0.451079,-0.450117,-0.449117,-0.447998,-0.446542,-0.444655,-0.442305,-0.439474,-0.436212,-0.432756,-0.429306,-0.426019,-0.423038,-0.420356,-0.417869,-0.415207,-0.412045,-0.408195,-0.404045,-0.400764,-0.398408,-0.396846,-0.395783,-0.395064,-0.394533,-0.394027,-0.39364,-0.393565,-0.393846,-0.394315,-0.394889,-0.395433,-0.395946,-0.396371,-0.396602,-0.396658,-0.396558,-0.396277,-0.395783,-0.395052,-0.394127,-0.393046,-0.391896,-0.390446,-0.388302,-0.38509,-0.38059,-0.375128,-0.368373,-0.360461,-0.350974,-0.34005,-0.327482,-0.313089,-0.29659,-0.277666,-0.256005,-0.231338,-0.203215,-0.17163,-0.13642,-0.09721,-0.054819,-0.00906,0.038618,0.087177,0.136742,0.185914,0.232405,0.276083,0.316311,0.354615,0.389831,0.422041,0.451027,0.476613,0.498799,0.517554,0.532034,0.543502,0.552189,0.55787,0.560651,0.561357,0.560132,0.557382,0.552857,0.546395,0.53824,0.528065,0.516347,0.504023,0.49158,0.478819,0.465632,0.451764,0.43729,0.422085,0.406274,0.390144,0.373801,0.357052,0.339953,0.322386,0.304387,0.285945,0.266958,0.247504,1
0.273931,0.24281,0.213519,0.185862,0.159763,0.135153,0.112009,0.090312,0.069998,0.051026,0.033364,0.016937,0.001621,-0.012664,-0.025937,-0.038273,-0.049745,-0.060442,-0.070456,-0.079855,-0.088683,-0.096965,-0.104657,-0.111728,-0.118228,-0.124213,-0.129781,-0.135158,-0.140584,-0.146214,-0.152156,-0.158556,-0.165677,-0.173928,-0.183873,-0.196401,-0.213132,-0.236519,-0.267895,-0.302177,-0.32953,-0.347198,-0.358249,-0.36604,-0.372683,-0.379388,-0.387018,-0.3962,-0.407145,-0.41922,-0.430605,-0.439315,-0.444561,-0.446914,-0.447485,-0.447107,-0.44643,-0.44571,-0.444859,-0.443711,-0.442134,-0.44011,-0.437633,-0.43474,-0.43163,-0.428507,-0.425552,-0.422895,-0.420505,-0.418288,-0.415898,-0.413042,-0.40956,-0.405791,-0.402842,-0.400781,-0.399459,-0.398621,-0.398112,-0.397814,-0.397565,-0.397423,-0.397541,-0.398,-0.398646,-0.399384,-0.400073,-0.400676,-0.401197,-0.40152,-0.40165,-0.401607,-0.401396,-0.401005,-0.400427,-0.399639,-0.398608,-0.397472,-0.395995,-0.393797,-0.390476,-0.385875,-0.380338,-0.373471,-0.365432,-0.355778,-0.344659,-0.331864,-0.317194,-0.300351,-0.281019,-0.258881,-0.233688,-0.204969,-0.172736,-0.136871,-0.096952,-0.053868,-0.007418,0.040994,0.090231,0.140337,0.190065,0.237098,0.281244,0.321821,0.360504,0.396065,0.428546,0.457799,0.483607,0.506037,0.52504,0.539747,0.551456,0.560421,0.566393,0.569466,0.570465,0.569522,0.567038,0.562786,0.556571,0.548668,0.538804,0.527424,0.515393,0.503193,0.490622,0.477622,0.463927,0.449629,0.434624,0.418998,0.403024,0.386833,0.370239,0.35329,0.335858,0.31796,0.299658,0.280828,0.261496,1
0.275359,0.244159,0.214801,0.187098,0.160932,0.136261,0.113041,0.091278,0.07091,0.0519,0.034191,0.01768,0.002291,-0.012057,-0.025412,-0.037819,-0.049346,-0.060072,-0.070135,-0.079597,-0.088488,-0.096815,-0.104553,-0.111677,-0.118219,-0.124239,-0.129844,-0.135251,-0.140714,-0.146381,-0.152364,-0.158812,-0.165974,-0.17427,-0.184265,-0.196826,-0.213567,-0.23698,-0.268384,-0.302709,-0.330102,-0.347792,-0.358872,-0.366722,-0.373412,-0.380139,-0.38779,-0.396998,-0.407979,-0.420088,-0.431503,-0.440233,-0.445497,-0.447878,-0.448473,-0.448101,-0.447419,-0.446687,-0.445844,-0.444697,-0.443134,-0.441113,-0.438645,-0.435775,-0.432699,-0.429593,-0.426654,-0.424019,-0.421644,-0.419443,-0.417081,-0.414259,-0.4108,-0.407048,-0.404141,-0.402101,-0.400786,-0.399943,-0.399434,-0.399124,-0.398845,-0.398684,-0.398796,-0.39923,-0.39985,-0.400563,-0.40122,-0.401822,-0.402349,-0.40269,-0.402832,-0.402801,-0.402603,-0.402218,-0.401629,-0.40083,-0.399794,-0.398653,-0.397171,-0.394964,-0.391634,-0.387028,-0.381472,-0.374571,-0.366505,-0.356857,-0.345746,-0.332967,-0.318303,-0.301451,-0.282137,-0.260039,-0.234878,-0.206201,-0.174022,-0.138159,-0.098266,-0.055236,-0.008808,0.039611,0.088897,0.13902,0.188753,0.23577,0.279948,0.320597,0.359336,0.394933,0.427466,0.45675,0.482568,0.505007,0.524017,0.53873,0.550474,0.559483,0.565503,0.568604,0.569627,0.568715,0.566272,0.562044,0.555856,0.547994,0.538166,0.526826,0.514847,0.502694,0.490163,0.477186,0.463527,0.44926,0.434274,0.418674,0.402733,0.386575,0.370007,0.353093,0.335688,0.317838,0.299578,0.280785,0.261514,1
0.276177,0.24506,0.215786,0.188173,0.162129,0.137585,0.114492,0.09283,0.072575,0.053677,0.036074,0.019672,0.00439,-0.009839,-0.023085,-0.035385,-0.046801,-0.057439,-0.067399,-0.076767,-0.085575,-0.093816,-0.101447,-0.108463,-0.114918,-0.120875,-0.126427,-0.131774,-0.137165,-0.142754,-0.148662,-0.155029,-0.162125,-0.170367,-0.180314,-0.192838,-0.209564,-0.232943,-0.264291,-0.298564,-0.325927,-0.343605,-0.354666,-0.362485,-0.369145,-0.375861,-0.383518,-0.392712,-0.403667,-0.415768,-0.42719,-0.435904,-0.441146,-0.443517,-0.444102,-0.443735,-0.443081,-0.442397,-0.441606,-0.440511,-0.438998,-0.437037,-0.434616,-0.431796,-0.428771,-0.425715,-0.42282,-0.420237,-0.417903,-0.415724,-0.413365,-0.410526,-0.407047,-0.403293,-0.400405,-0.398407,-0.39715,-0.39639,-0.395992,-0.395805,-0.395668,-0.39565,-0.395905,-0.39649,-0.397249,-0.398096,-0.398893,-0.399621,-0.400256,-0.400685,-0.400928,-0.401003,-0.400909,-0.400642,-0.400194,-0.399559,-0.398693,-0.39771,-0.396378,-0.394324,-0.39118,-0.386742,-0.381345,-0.37461,-0.366692,-0.35715,-0.346095,-0.333347,-0.3187,-0.301863,-0.282529,-0.260363,-0.235116,-0.206339,-0.174046,-0.138167,-0.098292,-0.055236,-0.008818,0.039528,0.088703,0.138762,0.188422,0.235288,0.279283,0.319762,0.358324,0.393755,0.426129,0.455254,0.480925,0.503222,0.522126,0.536754,0.5484,0.557339,0.563296,0.566333,0.567304,0.566352,0.563856,0.559549,0.553262,0.545282,0.535341,0.523887,0.511799,0.499549,0.486925,0.47386,0.460128,0.445805,0.430767,0.415112,0.399121,0.382918,0.366298,0.349323,0.331876,0.31398,0.295654,0.276781,0.257441,1
0.262134,0.231031,0.201726,0.17409,0.148009,0.123413,0.100274,0.078559,0.058252,0.039278,0.021564,0.005024,-0.010439,-0.02488,-0.038325,-0.050846,-0.062504,-0.073398,-0.083613,-0.09321,-0.102239,-0.110692,-0.118564,-0.125843,-0.132529,-0.1387,-0.144475,-0.150047,-0.155674,-0.161503,-0.167632,-0.17419,-0.181419,-0.189683,-0.199494,-0.211667,-0.227717,-0.249982,-0.279764,-0.31236,-0.338454,-0.355391,-0.366077,-0.373711,-0.380243,-0.386788,-0.394171,-0.402985,-0.413463,-0.425036,-0.435967,-0.444359,-0.449515,-0.451986,-0.452757,-0.452592,-0.452115,-0.451552,-0.450891,-0.449956,-0.448653,-0.44694,-0.444793,-0.442261,-0.439563,-0.436841,-0.43426,-0.431936,-0.429807,-0.427783,-0.425538,-0.422828,-0.419476,-0.415849,-0.413023,-0.410992,-0.40964,-0.408729,-0.408142,-0.407701,-0.407261,-0.4069,-0.406802,-0.40698,-0.407316,-0.407726,-0.408099,-0.408441,-0.408662,-0.408686,-0.408527,-0.408203,-0.407677,-0.406949,-0.406019,-0.404912,-0.403548,-0.401982,-0.400055,-0.397419,-0.393725,-0.388703,-0.382727,-0.375423,-0.366952,-0.356859,-0.345244,-0.331934,-0.316727,-0.299331,-0.27944,-0.25671,-0.230892,-0.201513,-0.168599,-0.132033,-0.091394,-0.047616,-0.000475,0.048581,0.098402,0.149122,0.199413,0.246898,0.291574,0.332678,0.371887,0.40792,0.440883,0.470513,0.496613,0.519361,0.538689,0.553645,0.565658,0.574968,0.581237,0.584546,0.585776,0.585048,0.582773,0.578638,0.572539,0.564838,0.555229,0.544133,0.532395,0.520443,0.508088,0.495273,0.481786,0.467711,0.452896,0.437452,0.421671,0.405614,0.389148,0.372339,0.355053,0.337364,0.319216,0.300517,0.281353,1
0.265037,0.233817,0.204421,0.176706,0.150564,0.12592,0.102725,0.080987,0.060655,0.041657,0.023925,0.007367,-0.008096,-0.022531,-0.036006,-0.048552,-0.060222,-0.071122,-0.081349,-0.090977,-0.100035,-0.108525,-0.116422,-0.123707,-0.130423,-0.136613,-0.142381,-0.147941,-0.153526,-0.1593,-0.165349,-0.171814,-0.178953,-0.187155,-0.196935,-0.209077,-0.225109,-0.247349,-0.277094,-0.309665,-0.335753,-0.352696,-0.363394,-0.371046,-0.377585,-0.384123,-0.3915,-0.400326,-0.410823,-0.422408,-0.433332,-0.441712,-0.446874,-0.449351,-0.450147,-0.450018,-0.449553,-0.449009,-0.448385,-0.44751,-0.446262,-0.444611,-0.442531,-0.440079,-0.437467,-0.434837,-0.432335,-0.430066,-0.427992,-0.426022,-0.42382,-0.421166,-0.4179,-0.414364,-0.411654,-0.409764,-0.408566,-0.407813,-0.407354,-0.407049,-0.406761,-0.406535,-0.406553,-0.406853,-0.407306,-0.407819,-0.408278,-0.408688,-0.408969,-0.409055,-0.408963,-0.408694,-0.408235,-0.407575,-0.406724,-0.405703,-0.404431,-0.402969,-0.401158,-0.398644,-0.395072,-0.390167,-0.384313,-0.377126,-0.368746,-0.358733,-0.347197,-0.333967,-0.318828,-0.301487,-0.281627,-0.258922,-0.233103,-0.203707,-0.170781,-0.13424,-0.093662,-0.049946,-0.002879,0.046152,0.095967,0.146563,0.196696,0.243983,0.288421,0.329347,0.368396,0.404301,0.437098,0.466562,0.492564,0.51522,0.534482,0.549443,0.561444,0.570753,0.577102,0.58054,0.581922,0.581341,0.579194,0.575163,0.569102,0.561352,0.551639,0.540427,0.528603,0.516596,0.504216,0.491408,0.477939,0.463883,0.449118,0.433728,0.41799,0.401989,0.385578,0.368812,0.351569,0.333904,0.315781,0.297113,0.27798,1
0.266082,0.23494,0.205627,0.177997,0.15192,0.127334,0.104215,0.082527,0.06222,0.043239,0.025523,0.008998,-0.006423,-0.020837,-0.034268,-0.046779,-0.058418,-0.069284,-0.079474,-0.089057,-0.098081,-0.10654,-0.114391,-0.121623,-0.128283,-0.13444,-0.140198,-0.145772,-0.151402,-0.157233,-0.163372,-0.169953,-0.177209,-0.185521,-0.195404,-0.207669,-0.223833,-0.246202,-0.276122,-0.308897,-0.335134,-0.352181,-0.362973,-0.370708,-0.377332,-0.383955,-0.391414,-0.400321,-0.410886,-0.422537,-0.433538,-0.441991,-0.447209,-0.449726,-0.450548,-0.450444,-0.450014,-0.449517,-0.448916,-0.448044,-0.44681,-0.445159,-0.443059,-0.440579,-0.43794,-0.435281,-0.432765,-0.430499,-0.428431,-0.42646,-0.424262,-0.421586,-0.418283,-0.414698,-0.411917,-0.409953,-0.408676,-0.407841,-0.407338,-0.407006,-0.406687,-0.406436,-0.406442,-0.406755,-0.407227,-0.407749,-0.408222,-0.408652,-0.408989,-0.40913,-0.409081,-0.408848,-0.408418,-0.407792,-0.406976,-0.405987,-0.404772,-0.403366,-0.401598,-0.399112,-0.395539,-0.390647,-0.384809,-0.37762,-0.369235,-0.359222,-0.347694,-0.334459,-0.319296,-0.301936,-0.282052,-0.259327,-0.233495,-0.20409,-0.171162,-0.134631,-0.094054,-0.050315,-0.0032,0.04583,0.095603,0.146229,0.196462,0.243817,0.288292,0.329206,0.368261,0.404197,0.437009,0.466524,0.492546,0.515192,0.534437,0.549366,0.561349,0.570643,0.576947,0.580312,0.581601,0.580925,0.578697,0.574621,0.568568,0.560876,0.551281,0.540207,0.528482,0.516542,0.504185,0.491361,0.477856,0.463749,0.448918,0.433461,0.417672,0.401631,0.385173,0.368347,0.351036,0.333307,0.315149,0.296444,0.277254,1
0.284941,0.253866,0.224631,0.197087,0.171111,0.146602,0.123543,0.101932,0.081733,0.062877,0.045303,0.028947,0.013692,-0.000537,-0.013795,-0.026103,-0.037533,-0.04818,-0.058155,-0.067527,-0.076339,-0.084591,-0.092234,-0.099274,-0.105742,-0.111681,-0.117178,-0.122471,-0.12785,-0.133472,-0.139448,-0.145947,-0.153235,-0.161718,-0.171985,-0.184964,-0.202358,-0.226743,-0.259467,-0.295144,-0.323552,-0.341904,-0.353359,-0.361425,-0.368291,-0.375225,-0.383123,-0.39265,-0.404062,-0.416686,-0.428608,-0.437712,-0.443179,-0.445604,-0.446127,-0.445617,-0.444771,-0.443882,-0.442868,-0.441537,-0.439783,-0.437563,-0.434877,-0.431786,-0.428521,-0.425256,-0.422153,-0.419354,-0.416842,-0.414497,-0.411966,-0.408944,-0.405237,-0.401245,-0.398135,-0.395953,-0.394566,-0.393695,-0.393179,-0.392887,-0.392632,-0.392489,-0.39265,-0.393166,-0.393882,-0.394709,-0.395492,-0.396226,-0.396867,-0.397321,-0.397588,-0.3977,-0.397669,-0.39747,-0.397109,-0.396581,-0.395841,-0.394995,-0.393844,-0.391991,-0.389056,-0.384846,-0.379659,-0.373135,-0.365412,-0.356096,-0.345312,-0.332868,-0.318552,-0.30206,-0.283098,-0.261332,-0.2365,-0.208136,-0.17627,-0.140748,-0.101183,-0.058422,-0.012322,0.035794,0.084905,0.134793,0.184195,0.230887,0.274693,0.314892,0.353094,0.388156,0.420165,0.448983,0.474375,0.496365,0.514929,0.529195,0.54047,0.549045,0.554673,0.557416,0.558088,0.55685,0.554095,0.54958,0.543113,0.534953,0.52481,0.513169,0.500955,0.48861,0.475955,0.462908,0.449201,0.434904,0.419891,0.40427,0.388343,0.372211,0.355694,0.338847,0.321521,0.303754,0.285563,0.266838,0.247622,1
0.285091,0.254025,0.224806,0.197277,0.171315,0.146826,0.123791,0.102179,0.081948,0.063084,0.045512,0.029128,0.01385,-0.000383,-0.01361,-0.025898,-0.037322,-0.047957,-0.057908,-0.067257,-0.076045,-0.084281,-0.091926,-0.098943,-0.10537,-0.111269,-0.116745,-0.12204,-0.127417,-0.13303,-0.139003,-0.145492,-0.152764,-0.161236,-0.171479,-0.184438,-0.201829,-0.226207,-0.258901,-0.294584,-0.323014,-0.341369,-0.352824,-0.360904,-0.367785,-0.374709,-0.382615,-0.392175,-0.403599,-0.416229,-0.428169,-0.437281,-0.442757,-0.445206,-0.445746,-0.445255,-0.444441,-0.443577,-0.442589,-0.441277,-0.439543,-0.437343,-0.434676,-0.431606,-0.428361,-0.425117,-0.422053,-0.419305,-0.416819,-0.414507,-0.412002,-0.408994,-0.40532,-0.401367,-0.398291,-0.396134,-0.394766,-0.393927,-0.393455,-0.393188,-0.392951,-0.39284,-0.393032,-0.393573,-0.394319,-0.395177,-0.395991,-0.396749,-0.397402,-0.397868,-0.398173,-0.398322,-0.398309,-0.398135,-0.397806,-0.397333,-0.396675,-0.395898,-0.394797,-0.392989,-0.390092,-0.385922,-0.380788,-0.374323,-0.366666,-0.357423,-0.346695,-0.334283,-0.320012,-0.303597,-0.284683,-0.262941,-0.238134,-0.20981,-0.177999,-0.142514,-0.102977,-0.060239,-0.014132,0.034001,0.083116,0.133027,0.182466,0.229194,0.27307,0.313353,0.351585,0.386665,0.418731,0.447602,0.47303,0.495064,0.513711,0.528063,0.539394,0.548027,0.553733,0.556549,0.557301,0.556157,0.553491,0.549059,0.542657,0.534558,0.524483,0.512897,0.500727,0.488426,0.475802,0.462781,0.449119,0.434861,0.419887,0.404305,0.388412,0.372307,0.355817,0.338998,0.3217,0.303961,0.285787,0.267072,0.247891,1
