@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute target {1,2}

@data
-3.396782,2.323184,-2.179271,-3.275585,-3.623839,2.340959,0.315787,0.012926,3.09708,5.731707,-1.035477,-0.650655,0.152131,-0.712749,2.35345,-1.380998,3.784166,-3.212034,-1.634305,3.355259,-1.832272,-1.577579,-0.114969,-0.343918,-0.973121,-3.347569,1.441177,0.145063,-1.614792,3.07465,2.244761,-0.95008,-0.616872,0.727478,0.139982,-2.002805,-1.321667,-1.927765,-4.392983,-3.104564,2.174189,1.307944,-2.358377,0.993058,3.006147,6.300092,-0.262074,1.75619,3.138738,-2.637068,0.564054,1
0.708388,-3.376508,0.223086,-0.51287,-0.421586,-1.632972,-4.014139,-0.181892,-3.231865,-2.714593,2.287014,-0.354435,-1.287303,0.422056,-1.989342,2.104694,-3.899063,5.370931,0.889784,0.278678,2.876291,-1.994092,-1.283327,-2.194545,3.438954,-2.65571,-3.15636,4.505499,1.396136,-2.075648,-2.051493,-2.774253,-1.778438,1.037277,0.111786,3.127894,1.229131,-0.560632,-1.899102,7.986347,5.355977,0.043118,2.754388,-1.546293,1.78284,-2.370761,-3.073579,-2.026803,0.004174,2.626975,4.496187,1
2.637102,-0.369724,-0.842485,-1.465081,0.250379,-0.546318,-0.706619,-0.776781,-0.800531,-0.732606,4.755679,4.336678,-1.902727,-2.177741,2.302848,-0.261978,-0.494721,-0.482149,0.128423,-1.545444,-1.101661,-0.982641,-0.870975,-0.611678,2.32047,-2.273357,-2.043497,3.934842,3.455781,-1.789059,-1.836003,-2.549274,0.042779,4.421863,3.767261,-0.220325,-0.522005,-0.860254,0.459162,2.211387,-1.453561,-0.874474,-0.437792,2.446361,0.561273,-2.836241,-1.94186,-1.993032,-2.189118,-3.053412,5.512833,1
-1.15386,-1.025545,-0.66031,4.58006,0.917853,-2.453872,0.877535,3.157363,6.437537,-0.662056,-0.085317,2.06366,-1.340287,3.267133,2.38189,-1.349249,-1.297791,-1.293169,-1.247736,-0.355746,1.246758,-1.215153,-1.351068,-1.409427,-1.460804,-1.535927,-1.742457,1.767754,-1.084945,-1.233243,-1.309334,3.267329,1.25205,-1.092948,-2.493887,-2.174285,-2.34098,0.535028,0.398166,-0.588043,4.398486,-0.40327,-0.693452,4.732977,1.835932,-1.674717,-1.359684,-1.296843,-1.270382,-1.247486,-1.214238,1
-2.845774,-0.178071,0.582099,0.269626,-2.887961,0.758823,1.446828,-1.981922,-3.083949,3.859902,-4.952303,5.284092,0.764038,1.189401,-4.004857,-4.134773,-1.914059,-0.964686,-0.674126,-1.817165,-1.414434,4.574182,-0.019088,-0.464503,-1.422079,0.701466,1.640914,1.902446,-0.35143,-2.985075,1.478064,-0.681089,-0.786122,0.881988,-1.523165,0.470799,1.019365,-0.588222,-0.077522,-2.689557,0.164037,1.563045,-1.979706,5.065199,5.113723,-2.306661,-2.519887,1.743804,6.564433,2.269893,-0.059985,1
-1.62474,10.178865,-0.757655,-0.034096,4.367505,0.998662,-1.952561,-0.989417,-1.018716,2.158726,-2.896693,1.452542,-1.490911,1.469061,1.184677,2.569908,4.050207,-2.353434,-2.16576,-1.707153,-1.628554,-2.352844,0.193994,-1.497511,0.702903,-1.800182,-1.94415,-1.667583,-0.018418,2.173539,-3.730911,5.570419,-1.204584,2.452488,0.542061,2.258386,-2.719634,-2.520727,-0.354862,-1.379624,-0.305637,-2.274509,3.300727,0.868615,2.164465,0.131578,-1.870473,-1.839153,-0.599291,-3.255701,1.166156,1
1.660812,-3.637018,-1.888743,-0.03735,2.342898,-1.827678,2.127031,0.513163,3.517845,2.364472,-2.533418,-1.834131,-3.842923,3.533985,-0.210758,-2.799707,2.153834,0.793061,0.797868,-0.17249,-2.83673,1.711277,-3.574344,1.064448,-1.987365,-2.28234,3.110262,0.158008,-1.874581,-0.283769,-0.846572,1.154427,-2.974905,1.285153,-1.028433,-2.679042,0.371035,0.078274,-0.801285,2.508624,-1.042337,-2.729426,3.981146,2.466216,1.678815,0.615376,0.694089,-2.403007,6.431656,-0.162303,-0.823115,1
-2.145505,-1.137038,-1.165781,-1.722997,-1.59346,1.941306,2.772261,-2.362527,-0.209679,-2.879228,-2.350984,-2.166441,-2.048228,-1.934604,-1.739204,0.642908,-2.452966,-2.19624,-2.105851,-2.046731,-1.957126,-0.543318,-1.351419,3.110654,1.368639,0.406578,1.043452,0.799011,3.626174,-3.356616,0.00861,8.265692,-1.568318,2.271497,-1.915412,0.970216,0.131422,0.240286,0.45547,2.146218,-1.0762,8.360287,-1.432822,1.111744,1.257869,0.569526,1.207078,-2.721244,-1.773364,1.38727,5.859132,1
1.601009,6.01809,-3.006467,1.960565,-0.086389,2.017257,0.139184,4.391024,-2.795587,-2.653421,0.266385,1.603529,-2.450581,-2.113756,1.084275,-2.178269,-2.420874,-2.556658,-2.015637,2.558473,4.465979,-0.407983,-0.204719,-0.028983,2.038952,-1.843234,-1.735469,3.620732,-2.727566,-0.220495,1.485588,-0.311733,2.556434,-2.187093,-3.612955,-1.257757,3.634531,1.946441,-1.769147,-2.297766,0.315123,1.008442,3.80128,2.76792,0.319065,-2.355211,-1.861642,0.225027,-2.081754,-2.833377,0.189218,1
1.322868,0.99977,-0.740452,-0.967645,0.01121,0.633063,-0.941359,-1.516717,-2.998237,-0.980002,-0.476481,3.144466,2.010141,-1.368404,-1.149993,1.936084,0.625475,3.079414,-2.771252,-0.928992,-0.870243,-0.915629,-0.052976,-1.4452,4.119415,-1.22823,0.824038,-0.30695,-3.09309,6.522597,0.076104,-0.786319,0.013886,0.457493,-2.104731,-1.11854,-3.161287,-0.239032,1.036896,3.087744,0.089846,2.718915,3.636134,-4.565074,-1.41949,-1.1479,-2.833046,2.174518,0.558791,-1.824618,2.873023,1
-0.081818,-3.339375,0.093022,-1.508728,0.682506,-0.209714,1.745605,4.512418,-4.245276,-1.458744,-2.154574,4.000914,-2.460849,0.418113,-0.114555,-2.58911,-0.292294,-2.160466,0.364751,-2.274444,-0.801758,2.665265,0.111674,-0.485825,4.224325,-0.783561,0.823382,-1.8378,-1.182567,-1.689816,0.065364,3.456622,-1.209037,2.005123,-1.274913,-1.462207,-1.405673,1.036279,6.116707,-0.321363,-1.404805,0.341525,-1.382351,5.468071,-1.117837,0.886306,-1.271501,-0.203044,-1.423368,2.19874,0.93066,1
-1.103485,-1.267061,-1.615798,-0.390858,-0.920764,-0.993098,-0.928765,2.792286,1.632713,-2.790153,3.005399,-1.846562,1.542886,3.449667,-1.442186,1.838373,2.260384,-0.327619,-0.538895,-0.508505,-0.106708,7.910883,-0.186618,-1.657576,-1.631738,-1.461342,0.863433,2.955962,-1.647577,-1.332254,0.05869,-3.130383,4.197177,-1.438956,-1.906477,-2.879555,2.112226,-1.023232,4.309112,0.534659,-0.478049,0.248474,-2.386217,1.645086,-0.956706,-1.205687,-1.398063,-1.826951,1.625684,-0.678547,-0.976709,1
-2.451656,0.449108,-0.832561,-0.483393,-2.030789,-2.579076,-0.607077,-0.827824,0.383883,1.511858,0.944708,1.150426,-1.455376,-2.981096,-1.758369,-0.607845,2.582525,4.901018,5.738054,1.749213,1.940576,1.880892,-0.668999,-2.798921,-0.443086,0.859237,-3.258055,-0.440891,1.175387,2.879061,-3.014193,1.307002,-2.151663,1.525509,1.842533,-0.716685,-2.939895,0.630639,-1.004184,2.78719,-1.718992,-0.120877,-1.652625,0.124807,1.522201,-2.37596,-2.455041,-1.354203,-1.614389,0.384874,7.073023,2
-0.670537,0.529547,-2.835804,-1.652732,-0.024928,0.37736,-0.82532,0.085453,-2.639841,0.336815,4.321485,9.763044,0.09671,4.313279,-0.798221,2.41343,-1.40802,0.973563,-1.673966,2.085884,-3.800678,-1.978721,-2.510918,-2.450167,-0.433647,-1.721991,2.133698,1.830105,-0.75581,-0.427582,4.395037,0.366461,0.666317,2.182993,-3.809711,0.642699,3.875947,-1.520594,-3.074344,0.571598,-0.178178,-0.918765,-3.330954,0.970999,0.76538,2.24339,-2.780009,-1.998456,1.422277,-1.316586,-1.826991,1
0.624243,-1.244223,2.942815,-2.491095,2.733656,0.051094,2.157383,-1.221515,2.409389,3.75114,-2.548528,-2.572733,-3.47254,-0.096342,0.28003,-1.644736,0.130328,-1.380245,2.321957,-0.623668,-0.990354,-1.376717,4.179591,-0.653243,-0.946432,-1.190367,-1.858095,1.609763,-0.255653,-0.496034,-0.57479,-0.590921,-0.557546,-0.446988,-0.094778,4.957528,-2.416927,-0.62504,-0.761876,-0.478909,1.8655,-1.743498,-0.93406,1.978627,-2.335746,-1.603651,2.847083,2.177528,-1.081843,-1.384863,3.6763,2
-3.649736,-1.111048,2.027364,-0.114353,-1.919881,-1.441497,-0.459583,1.730535,-1.58124,1.076433,-0.714679,-1.289105,0.249653,-1.077763,-2.65523,5.131048,0.16559,-3.899515,0.628448,-0.459208,-3.691507,-1.469488,-0.519603,4.4278,0.65381,-0.156774,-1.423713,-2.532409,2.240062,0.877097,-1.326717,7.332742,-0.821356,-3.946063,-3.390478,-3.319317,-3.504079,-2.717389,-0.835276,1.735879,1.586936,9.199767,3.473157,4.859876,-0.681487,0.505456,1.566761,-1.228102,-1.926815,2.962218,1.432773,1
-2.491044,2.931924,2.650847,-1.279797,0.316511,0.510934,-2.089097,0.751038,-0.077373,-1.278763,-1.117046,2.268054,-2.713485,1.902283,0.405224,-0.320418,-0.200463,-3.161102,-2.765275,0.318578,1.988078,-1.114162,-0.270559,2.355992,-1.48655,-3.9123,1.141216,-1.045,0.477061,0.116719,-0.739455,-1.795216,-1.642492,-2.953759,-0.414688,0.497507,1.874972,-1.045801,1.018229,0.548988,-0.729403,1.90743,1.424875,-1.150017,-3.661974,3.465502,2.655168,2.315913,1.217696,5.00841,-0.613908,1
4.32368,-2.115174,2.877926,-0.508726,-1.512609,-1.839127,-0.778161,-0.266319,-2.182453,-2.2946,-1.068312,-1.694136,-1.468516,-2.35865,-1.608181,3.172549,-0.833952,-0.121875,0.728066,-1.126992,1.076303,0.026963,-0.917668,-2.895951,-2.53162,-0.648886,2.260228,0.744375,-0.785929,-2.073439,-2.701679,-2.742514,-0.331527,-1.880625,-0.987371,-3.021798,0.863905,2.105183,-3.060943,-1.712727,-2.070651,1.243299,-0.840568,-2.472557,-1.386887,0.633594,-2.917102,4.608982,12.067659,9.453563,11.571949,2
-0.275024,-1.534903,0.366606,2.544362,-1.386184,-1.520628,-1.397616,-0.440165,-2.927814,-1.435807,0.162185,2.848349,-0.224277,-1.469571,-0.630615,1.306001,0.623352,1.490995,0.646244,-1.198436,4.252037,-2.684276,-2.161616,-1.928825,0.916253,4.514606,-2.748512,-0.709321,2.757294,1.012479,1.183091,-3.042684,-2.329031,3.741478,1.851316,-1.513904,-0.074046,1.106481,-2.179363,0.56988,-2.211688,-1.698467,2.652011,0.926114,1.122219,0.744195,-1.622965,-0.15083,1.245174,0.468098,0.445748,2
-1.747569,-0.784188,-0.637855,-0.507437,-1.848227,-1.531499,-1.354487,0.408845,0.219581,-1.802981,-1.984186,-1.625937,-0.246761,3.527308,6.368079,-3.463408,0.725668,3.026688,1.55521,-0.747257,0.16471,0.006202,2.532325,3.595274,3.65801,-0.372499,-1.661962,-2.949292,-2.614982,0.075502,1.483213,-2.197021,-2.00546,-2.019369,-2.277403,-1.019676,0.992981,1.099947,-1.592579,-2.41371,-0.650048,-1.201936,0.243458,3.143588,-0.205215,-2.020707,0.852763,0.949332,-0.030534,7.353504,1.531997,2
-3.244781,-0.94893,0.528239,-2.416596,1.111256,-0.920658,4.490459,2.057359,-2.850233,3.713047,-1.987874,1.063194,-0.391967,1.791122,4.930447,1.867873,1.789235,2.899625,-3.174618,0.042207,-0.143522,-0.926641,-1.42252,-2.52726,1.014859,-0.380867,5.820197,0.39852,1.680393,-2.564337,3.110475,-1.966641,0.74868,-0.176055,-2.206857,0.355873,-1.82494,-1.846617,-1.508203,-1.810727,-0.096494,1.40698,-1.873703,-1.123241,0.364039,0.407954,0.471986,-0.084319,2.920841,-3.574168,-2.992091,1
0.902693,-2.297375,2.601378,-0.352422,0.154962,-1.804219,-2.476729,-2.000574,1.924171,1.176046,-2.924232,-2.152952,0.195586,-2.025111,2.192601,1.905284,4.127079,0.270554,0.194251,1.792859,1.018617,0.619308,-1.323252,-2.184203,-0.550567,1.210262,0.048944,0.664112,4.406141,-2.781311,-2.817769,3.310913,-0.508109,-2.938908,3.345165,-0.559479,-1.356515,-3.039742,4.777639,4.606559,0.297744,0.968905,-1.468044,1.195908,-2.321194,-1.418155,-3.470266,2.581716,-1.181351,-0.265481,-2.271436,1
3.239644,3.463029,1.057677,-0.895733,1.787118,-2.401307,-2.475469,-0.157699,-2.983838,-1.250776,1.39923,2.937844,-1.881155,-2.296435,-0.143484,-1.395952,0.263554,0.603081,-1.285213,-1.569233,-1.214513,-1.41779,3.240319,-2.097685,1.284771,3.658594,-1.782374,-1.964782,-1.974807,-2.003703,-1.868235,-0.985554,-0.256912,-1.36305,-1.533582,-1.60619,-1.649715,-1.666295,-0.278096,2.953545,4.672763,3.674793,-0.438686,5.204166,5.261342,-2.801645,2.100537,1.282596,0.299603,0.128057,-2.872356,1
1.919479,3.574512,0.270914,-2.75245,-0.194603,-2.376313,-3.031015,-2.314338,-1.89156,0.934258,-0.266854,-0.642776,2.015289,2.55848,0.246177,3.509085,-0.898258,3.839609,1.927813,-1.358141,0.241763,-1.386403,-2.227095,6.684583,-3.343477,-1.27644,1.516297,-0.478948,-3.675553,3.47403,0.605259,0.565489,0.866413,-1.484192,3.526391,2.680441,-1.748978,-2.186306,-0.468749,-2.069716,-0.566626,-1.72356,3.114227,4.272163,-0.63916,0.903677,-3.669976,-2.173169,-0.439451,-2.81441,-1.147831,2
-3.421409,1.35477,0.894567,-1.01719,-3.898787,0.63323,-3.758339,-1.767357,2.466349,-0.390942,0.161854,4.742238,1.651874,2.173563,-0.773055,-3.604988,-1.017099,-0.749957,3.158094,2.972736,0.834284,0.163342,-0.793767,-2.034369,-1.606565,-3.162973,2.300196,0.134644,2.66532,5.150047,1.231933,2.091926,-0.313207,-1.000399,2.453158,-3.632375,3.382958,0.323056,-1.323874,-1.865559,-1.500635,-1.922664,-0.474732,-1.028874,-1.871688,0.459109,0.258155,1.993928,-2.363384,-1.939405,3.582262,1
-0.753486,-3.897448,1.204275,-2.84054,-0.865098,-1.408073,-1.023011,1.862775,-1.647325,-1.909408,5.638654,-1.188163,-1.797947,1.14986,-2.159278,-1.583707,-3.450515,-1.49399,-3.098372,-0.236366,1.566106,0.542749,1.692275,-2.602758,2.871945,-2.97491,1.759541,7.867349,-0.576922,1.117658,0.695018,-2.241643,-1.394652,1.494665,0.205542,2.648861,3.653527,-0.180751,0.342676,1.590243,-0.727984,1.057423,-0.085416,0.56811,1.396894,3.866585,-0.394479,0.217396,-3.253743,1.361503,-2.585649,1
-1.26614,-1.152935,2.351095,2.651491,-0.088544,6.631357,0.530496,1.65444,-1.688011,-1.57192,-1.462881,-1.308029,1.98528,2.224563,1.503625,-2.004133,1.603685,-3.739027,-3.93433,2.550292,3.57563,0.631232,-0.005603,8.864621,0.401381,-1.661801,-0.799336,4.581451,0.38051,-2.867487,-2.275945,-2.083383,-2.009959,-2.031331,-2.332379,8.176293,-1.570651,-1.52314,-1.568427,-1.699504,2.691893,-1.397791,-0.806948,-0.960656,-0.479117,-1.647142,-0.856331,-1.882406,-1.538336,-1.4274,-1.348311,1
4.000388,0.538087,-1.86679,0.415268,-3.032092,1.53091,-2.537165,-1.449855,0.738736,-0.560738,4.051678,-0.981674,-0.361788,-1.394441,3.973542,0.698675,-2.404168,0.492813,3.749315,0.410008,1.886407,0.355757,-2.689042,1.363366,-0.649062,-2.905767,1.108506,-1.602107,-2.659642,-1.134771,-1.591656,-0.131793,0.004407,0.700269,3.036654,-2.231165,-1.842806,-0.091202,-1.194303,-0.534751,4.028597,3.195598,-2.296566,5.136484,-3.345082,-2.438921,1.707608,0.935369,0.471768,-2.351825,-0.251039,1
-1.293169,-0.750362,-0.325928,0.645696,2.86693,0.643268,0.873325,-2.021535,-1.541878,3.814345,0.937266,-1.981858,-0.21026,-0.516108,0.628043,1.905257,-2.063144,0.164842,1.339794,-0.365023,-0.746715,-0.49385,-4.080004,-0.921552,-2.769156,2.197663,0.287188,0.157396,1.464389,-1.750564,-2.36918,0.672049,-0.159376,0.362342,-0.876427,2.889004,-3.055849,-3.207211,2.155393,5.727818,3.521942,2.495068,0.443482,-0.412464,-1.135982,-2.25251,-0.112717,-0.102013,-1.358161,-1.306564,1.987062,1
1.685744,0.554355,2.796887,-0.165676,-1.023014,3.757746,-3.023436,-2.638129,-3.184214,3.389545,0.345396,-1.568188,-0.176458,6.1098,-1.225613,2.471635,-2.122737,-0.673272,-1.880121,-2.611657,4.239076,3.019293,0.248567,7.141797,-0.616477,1.764834,-1.601011,-2.210209,-1.14161,0.348078,3.83824,-2.098972,0.408528,-1.153071,2.953552,-1.746753,-1.647266,-1.301649,1.025412,-2.412861,-2.62633,1.735355,2.88851,-2.600656,-2.171546,-1.698439,-0.038204,-0.724397,1.138097,-3.485077,-2.293409,2
-1.162374,1.085958,-0.64035,-1.217828,1.280323,-0.956254,-2.032591,-2.637592,0.444482,4.824182,-1.722364,1.160791,-2.583268,-0.386449,-2.355394,-1.439043,2.187824,-1.849096,1.66046,-0.462712,2.801314,0.081024,0.281409,-1.874972,-1.494177,-2.900965,1.982662,-2.475715,3.029147,1.898715,-2.305811,-1.499065,-0.199787,-2.362243,4.681802,-3.28522,8.69121,2.832921,4.17297,-0.799146,0.008616,2.184727,4.629268,-0.437012,0.379401,-0.952683,-2.431162,-2.921222,-2.702988,-2.795067,0.583346,1
6.418829,2.447639,1.991021,-3.021787,-0.951598,2.081384,-3.345026,-0.863963,-2.101666,1.743936,3.886327,4.272086,3.135274,0.86374,-2.506832,-3.639141,-2.651578,-1.852584,2.538802,-2.207829,0.58783,2.904681,-0.651916,-0.955127,-1.982152,1.406152,-2.852471,0.445869,-2.076922,-1.011663,-2.692001,-2.26996,1.04501,-3.6781,-1.421311,-1.407303,2.200772,-2.048334,2.68551,-0.023819,-1.163434,-2.7267,-0.328992,3.231529,-2.027677,3.591277,1.464076,-0.43226,0.436134,1.59928,1.914987,1
-3.590149,0.532132,-0.194838,2.27876,2.009719,-1.20909,-0.422086,-1.015376,-2.51074,-1.968198,-2.575811,-1.552677,1.005221,-3.726722,1.859909,2.401648,-3.638295,0.345215,0.739296,-1.897134,0.653728,3.834183,5.300808,3.1511,1.371756,-1.046623,-2.129282,0.865672,0.848464,-0.652069,4.000665,-0.719331,-0.582283,-0.862848,1.813537,-0.208245,-0.496247,-0.064893,0.036692,5.845574,-2.019305,-0.034382,0.424836,1.275099,1.065045,-0.510843,-3.581853,-1.849999,0.051957,-3.608357,0.956659,1
-2.811424,-2.087464,-0.45044,-1.965061,-1.992212,-2.012122,1.36938,-2.014569,-1.970097,-1.959701,-1.91735,-0.961032,0.004788,-0.943009,1.587265,-0.077718,7.711342,-2.194744,-1.994948,0.724894,0.292535,1.375435,-2.243018,-3.042759,9.900565,1.134542,3.305744,3.031045,3.779629,-1.105323,-1.636921,1.859669,-0.89275,1.603711,1.119617,-3.413726,-2.374874,-2.79629,-0.316444,-0.637347,0.534269,1.418741,1.207826,-1.462614,1.701819,-1.098014,0.402801,-1.799191,5.741743,-2.46544,0.829243,2
