@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute attr136 numeric
@attribute attr137 numeric
@attribute attr138 numeric
@attribute attr139 numeric
@attribute attr140 numeric
@attribute attr141 numeric
@attribute attr142 numeric
@attribute attr143 numeric
@attribute attr144 numeric
@attribute attr145 numeric
@attribute attr146 numeric
@attribute attr147 numeric
@attribute attr148 numeric
@attribute attr149 numeric
@attribute attr150 numeric
@attribute attr151 numeric
@attribute attr152 numeric
@attribute attr153 numeric
@attribute attr154 numeric
@attribute attr155 numeric
@attribute attr156 numeric
@attribute attr157 numeric
@attribute attr158 numeric
@attribute attr159 numeric
@attribute attr160 numeric
@attribute attr161 numeric
@attribute attr162 numeric
@attribute attr163 numeric
@attribute attr164 numeric
@attribute attr165 numeric
@attribute attr166 numeric
@attribute attr167 numeric
@attribute attr168 numeric
@attribute attr169 numeric
@attribute attr170 numeric
@attribute target {1,2,3,4}

@data
0.207585,0.206833,0.206075,0.205305,0.204521,0.203718,0.20289,0.202041,0.201173,0.20029,0.199394,0.19849,0.197574,0.196646,0.195702,0.194738,0.193757,0.192758,0.191738,0.190698,0.189638,0.188554,0.187444,0.186306,0.185141,0.18395,0.182733,0.181495,0.180248,0.178997,0.177746,0.176502,0.175268,0.174043,0.172824,0.171606,0.170387,0.169175,0.167978,0.166806,0.165677,0.164606,0.163573,0.162574,0.161605,0.160635,0.159638,0.158612,0.157556,0.156478,0.155401,0.154333,0.153278,0.152233,0.151197,0.150176,0.149166,0.148178,0.147219,0.146299,0.145421,0.144571,0.143767,0.143011,0.142305,0.141665,0.141104,0.140594,0.140172,0.139792,0.139445,0.139125,0.138815,0.138526,0.13827,0.138094,0.138035,0.138168,0.138474,0.139007,0.139911,0.141271,0.143185,0.145876,0.149443,0.153889,0.160353,0.167883,0.176409,0.185585,0.19526,0.204764,0.213886,0.221888,0.228972,0.234891,0.239755,0.243083,0.245314,0.246692,0.247203,0.247214,0.246873,0.246193,0.245304,0.244202,0.242923,0.24152,0.240006,0.238396,0.236692,0.234911,0.233048,0.23111,0.229095,0.227,0.224826,0.222592,0.220303,0.217965,0.215585,0.213174,0.21074,0.2083,0.205872,0.20347,0.201101,0.198759,0.196424,0.194067,0.191663,0.18919,0.186626,0.18396,0.181191,0.178327,0.175374,0.172339,0.169233,0.166071,0.162856,0.159582,0.156224,0.152748,0.149106,0.145249,0.141137,0.136746,0.132083,0.127168,0.122018,0.116637,0.111028,0.105196,0.099195,0.093113,0.087045,0.081063,0.075215,0.069531,0.063987,0.058501,0.052971,0.047288,0.041373,0.035225,0.028908,0.022532,0.016243,0.01018,2
0.207814,0.207084,0.20635,0.205609,0.204857,0.204089,0.203302,0.202495,0.201668,0.200823,0.199968,0.199102,0.198221,0.197326,0.196411,0.195474,0.194515,0.193537,0.192534,0.191508,0.190461,0.189386,0.188281,0.187144,0.185976,0.184782,0.183559,0.182318,0.181067,0.179809,0.178553,0.177302,0.176058,0.174819,0.173591,0.172364,0.171136,0.169916,0.16871,0.167524,0.166381,0.165293,0.164243,0.163228,0.162239,0.161249,0.160233,0.159187,0.158111,0.157015,0.155919,0.154837,0.153771,0.152717,0.151671,0.150634,0.149606,0.148596,0.147611,0.146659,0.145747,0.144862,0.144021,0.143227,0.142489,0.141821,0.141244,0.140726,0.140299,0.139917,0.139574,0.139263,0.138968,0.138701,0.138469,0.138317,0.13828,0.138432,0.13876,0.139318,0.140245,0.141624,0.143555,0.146265,0.149852,0.154338,0.160832,0.168368,0.176867,0.18599,0.195618,0.205103,0.214219,0.222232,0.229276,0.235129,0.239935,0.243221,0.245416,0.246766,0.247258,0.24725,0.246888,0.246196,0.245301,0.244192,0.24291,0.241507,0.239996,0.23839,0.236688,0.234911,0.233053,0.231118,0.229108,0.227025,0.224865,0.222642,0.220364,0.21804,0.215674,0.213271,0.210846,0.208414,0.205991,0.203587,0.20121,0.198852,0.196494,0.194115,0.191686,0.189188,0.186605,0.183921,0.181137,0.17826,0.175301,0.172265,0.169161,0.166003,0.162795,0.159531,0.156185,0.152725,0.149112,0.145294,0.14123,0.136893,0.132289,0.127431,0.122328,0.116981,0.111395,0.105589,0.099616,0.093548,0.087472,0.081467,0.075584,0.069848,0.064248,0.058712,0.053139,0.047429,0.041511,0.035372,0.029068,0.022714,0.016466,0.010446,2
0.209327,0.208571,0.207811,0.207034,0.206243,0.205439,0.204614,0.203771,0.202912,0.202034,0.201142,0.200239,0.199323,0.19839,0.19744,0.196473,0.195483,0.194474,0.193444,0.192391,0.191313,0.190211,0.189083,0.187921,0.186721,0.185494,0.184246,0.182974,0.181688,0.180401,0.179116,0.177839,0.176571,0.175308,0.174041,0.172785,0.171539,0.170302,0.169082,0.167877,0.166701,0.165594,0.164527,0.163469,0.162455,0.161458,0.160436,0.15938,0.158288,0.157181,0.156078,0.15498,0.153887,0.152811,0.151745,0.150691,0.149649,0.148625,0.147621,0.146635,0.145696,0.144796,0.14394,0.143137,0.142388,0.141694,0.141079,0.140514,0.14003,0.139605,0.139213,0.138848,0.138496,0.138168,0.137871,0.137645,0.137527,0.137601,0.137861,0.138355,0.139219,0.140541,0.142418,0.145073,0.148609,0.153041,0.159476,0.166976,0.175453,0.184531,0.194107,0.20357,0.212679,0.220696,0.227739,0.233601,0.238407,0.241693,0.243887,0.245233,0.245724,0.245713,0.245344,0.244639,0.243724,0.242593,0.241297,0.239883,0.23836,0.23674,0.235026,0.233237,0.231368,0.229422,0.227399,0.225291,0.223108,0.220868,0.218574,0.216235,0.213853,0.211441,0.20901,0.206572,0.204142,0.201736,0.199357,0.197007,0.194664,0.192297,0.189884,0.187399,0.184823,0.182146,0.179368,0.176496,0.17354,0.170505,0.167402,0.164241,0.161032,0.157763,0.154408,0.150936,0.147305,0.143465,0.139373,0.135002,0.130354,0.125453,0.120319,0.114952,0.109347,0.103517,0.097519,0.091438,0.085362,0.07937,0.073511,0.067809,0.062249,0.056763,0.051233,0.04555,0.039649,0.033519,0.027222,0.020866,0.014592,0.008539,2
0.207859,0.20711,0.206352,0.205584,0.204803,0.204003,0.203176,0.202326,0.201455,0.200564,0.199659,0.198747,0.197827,0.196893,0.195943,0.194977,0.193989,0.192981,0.191953,0.190906,0.189838,0.188747,0.187628,0.186476,0.185294,0.184085,0.182843,0.181575,0.180291,0.178996,0.177702,0.176418,0.175145,0.173882,0.172631,0.17139,0.170146,0.16891,0.167689,0.166492,0.165343,0.164256,0.163213,0.16221,0.161233,0.160253,0.159243,0.158202,0.157133,0.156048,0.154967,0.153902,0.152853,0.151818,0.150797,0.149793,0.148802,0.147837,0.146906,0.146024,0.145182,0.144369,0.143596,0.142865,0.142183,0.141559,0.141014,0.140514,0.140099,0.139723,0.139376,0.139049,0.138727,0.138426,0.138154,0.137962,0.137886,0.137992,0.138266,0.138767,0.139631,0.140941,0.142805,0.145445,0.148963,0.153396,0.159819,0.167306,0.175776,0.184905,0.194605,0.204159,0.213361,0.221487,0.228627,0.234578,0.239475,0.242841,0.245107,0.246516,0.247059,0.247096,0.246772,0.246109,0.245236,0.244152,0.242891,0.241504,0.240004,0.238405,0.236714,0.234946,0.233093,0.231165,0.229163,0.227083,0.224925,0.222705,0.220432,0.218113,0.215753,0.213357,0.210942,0.208524,0.206118,0.203745,0.201409,0.1991,0.196797,0.194476,0.192107,0.189667,0.187137,0.184499,0.181754,0.178912,0.175982,0.17297,0.169884,0.166737,0.163538,0.160278,0.156934,0.153469,0.149833,0.145976,0.141857,0.137456,0.132784,0.127865,0.122718,0.117342,0.111735,0.105917,0.099946,0.093903,0.087879,0.081949,0.076162,0.070536,0.065044,0.059604,0.0541,0.048419,0.042499,0.036338,0.029998,0.023605,0.017308,0.011239,3
0.207129,0.206397,0.205657,0.204906,0.204141,0.203358,0.202553,0.201727,0.200882,0.200018,0.199141,0.198255,0.197356,0.196438,0.195505,0.194553,0.193579,0.192584,0.191566,0.190524,0.189457,0.188367,0.187249,0.186098,0.184913,0.183701,0.182463,0.1812,0.179926,0.178647,0.177372,0.176107,0.174848,0.173597,0.17235,0.171109,0.169872,0.168645,0.167435,0.166251,0.165107,0.164023,0.162983,0.161977,0.161001,0.160028,0.159028,0.157994,0.156929,0.155844,0.154761,0.153684,0.152618,0.151567,0.150528,0.1495,0.148483,0.147488,0.14652,0.145588,0.144692,0.143825,0.143005,0.142234,0.141515,0.14086,0.140292,0.13978,0.139354,0.138971,0.138621,0.138293,0.137974,0.137678,0.137413,0.137222,0.13714,0.137242,0.137515,0.138014,0.138877,0.140191,0.142057,0.144702,0.148228,0.152657,0.159116,0.166649,0.175168,0.184339,0.19404,0.203579,0.212765,0.220847,0.22797,0.233918,0.238812,0.242175,0.244441,0.245851,0.246393,0.246429,0.24611,0.245454,0.244585,0.243501,0.242246,0.240867,0.239378,0.237795,0.236116,0.23436,0.232521,0.230605,0.228614,0.226543,0.224396,0.222186,0.219923,0.217615,0.215263,0.212881,0.210478,0.208071,0.205676,0.203307,0.200969,0.198658,0.196355,0.194033,0.191662,0.189223,0.186696,0.184064,0.181327,0.178492,0.17557,0.172571,0.169501,0.166373,0.163193,0.159951,0.156622,0.153176,0.149568,0.145749,0.141677,0.137328,0.132707,0.127837,0.122734,0.117403,0.111835,0.106042,0.100077,0.094029,0.087994,0.082041,0.076217,0.070549,0.065022,0.05956,0.054052,0.048394,0.04251,0.036388,0.030094,0.023745,0.017492,0.011462,3
0.207311,0.206477,0.205637,0.204785,0.203921,0.203039,0.202132,0.201206,0.200259,0.199298,0.198323,0.197338,0.196341,0.195332,0.194308,0.193267,0.192209,0.191132,0.190036,0.18892,0.187785,0.186629,0.185445,0.184232,0.182986,0.181717,0.180423,0.179105,0.17777,0.176427,0.175085,0.173752,0.172431,0.171123,0.169826,0.168535,0.167245,0.165966,0.164705,0.163467,0.162272,0.161138,0.160047,0.158991,0.157965,0.156941,0.155889,0.154803,0.153687,0.15256,0.15144,0.15034,0.149258,0.148189,0.147131,0.146091,0.145069,0.14407,0.143104,0.142182,0.141307,0.140466,0.139675,0.138936,0.138253,0.137645,0.13715,0.136727,0.136433,0.136216,0.136082,0.136041,0.136055,0.136124,0.136238,0.136418,0.136695,0.137127,0.13772,0.138533,0.139692,0.141283,0.143403,0.146269,0.149981,0.154544,0.161049,0.168601,0.177147,0.186337,0.19608,0.205688,0.214885,0.22297,0.230081,0.236001,0.240865,0.244184,0.246399,0.247764,0.248265,0.24826,0.2479,0.247207,0.246308,0.245192,0.243901,0.242486,0.240959,0.23933,0.237603,0.235797,0.233908,0.231943,0.229905,0.227792,0.225602,0.223355,0.221054,0.218707,0.216319,0.213901,0.211462,0.209015,0.206579,0.204169,0.201789,0.199431,0.197082,0.194715,0.192302,0.189822,0.187256,0.184591,0.181826,0.178967,0.176021,0.172996,0.1699,0.166747,0.163538,0.160267,0.156918,0.153453,0.149826,0.145985,0.141891,0.13752,0.132875,0.127977,0.122848,0.117488,0.111892,0.10608,0.100112,0.094069,0.088042,0.0821,0.076292,0.070634,0.065097,0.059604,0.054044,0.048316,0.042359,0.036175,0.029829,0.023434,0.017138,0.011076,3
0.204569,0.20375,0.202928,0.202096,0.201247,0.200378,0.19949,0.198584,0.197659,0.196717,0.195761,0.194796,0.193822,0.192832,0.191826,0.190804,0.189761,0.1887,0.18762,0.18652,0.185398,0.184253,0.183082,0.181883,0.180652,0.179393,0.178108,0.176801,0.175481,0.174153,0.172827,0.171509,0.170197,0.168898,0.167611,0.166334,0.16506,0.163796,0.162549,0.161328,0.160154,0.159039,0.157965,0.15693,0.155922,0.154914,0.153881,0.152814,0.151716,0.150605,0.149501,0.148412,0.14734,0.146288,0.14525,0.144229,0.143221,0.142241,0.141296,0.140398,0.13955,0.138735,0.13797,0.137262,0.136617,0.136054,0.135604,0.135233,0.135015,0.134886,0.134855,0.134936,0.135089,0.135302,0.135557,0.135869,0.136261,0.136792,0.137469,0.13836,0.139592,0.141247,0.143425,0.14634,0.150088,0.154705,0.161252,0.168848,0.177423,0.186637,0.196322,0.205907,0.215103,0.223179,0.230259,0.236161,0.241006,0.244336,0.246572,0.247955,0.248483,0.248511,0.248183,0.247519,0.246646,0.245563,0.244303,0.242916,0.241418,0.239823,0.238128,0.236353,0.234497,0.232564,0.230557,0.228475,0.22632,0.224107,0.221841,0.219528,0.217173,0.21479,0.212391,0.209985,0.207591,0.205223,0.202882,0.200565,0.198255,0.19593,0.19356,0.191123,0.188597,0.185969,0.183239,0.180415,0.177506,0.17452,0.171463,0.16835,0.165187,0.161965,0.158658,0.155231,0.151638,0.147834,0.143776,0.139442,0.134834,0.129971,0.124871,0.119541,0.113974,0.108192,0.102254,0.09624,0.090246,0.084338,0.078557,0.072927,0.067425,0.061964,0.05644,0.050754,0.044836,0.038689,0.032375,0.026013,0.019752,0.013726,3
0.20845,0.20769,0.206922,0.206142,0.205349,0.204536,0.203698,0.202836,0.201952,0.20105,0.200137,0.199216,0.198284,0.197341,0.196381,0.195402,0.194401,0.193379,0.192338,0.191271,0.190178,0.189062,0.18792,0.186742,0.18553,0.184289,0.183015,0.181716,0.180405,0.179084,0.177763,0.176449,0.175143,0.173847,0.172567,0.171293,0.17002,0.168756,0.167512,0.166291,0.165119,0.164012,0.16295,0.161926,0.160931,0.159937,0.158917,0.157863,0.156774,0.155668,0.154566,0.153478,0.152402,0.151341,0.150294,0.149263,0.148247,0.147256,0.146299,0.145386,0.144514,0.143673,0.142872,0.142117,0.141411,0.140764,0.140202,0.13969,0.139259,0.13887,0.138518,0.138192,0.137871,0.137572,0.137306,0.137119,0.137049,0.137166,0.137453,0.137963,0.138831,0.140143,0.142003,0.144632,0.148131,0.15253,0.158932,0.16636,0.174796,0.18392,0.193616,0.203183,0.212358,0.220406,0.227513,0.233458,0.238353,0.241712,0.243966,0.245365,0.245893,0.245917,0.245586,0.244916,0.244036,0.242939,0.241668,0.240273,0.238766,0.237162,0.235462,0.233685,0.231826,0.229892,0.227882,0.225791,0.223624,0.2214,0.219121,0.216796,0.214429,0.212032,0.209617,0.207199,0.204795,0.202422,0.200085,0.197778,0.195483,0.193172,0.190816,0.188387,0.185868,0.183244,0.180513,0.17768,0.174759,0.171758,0.168684,0.16555,0.162363,0.159113,0.155773,0.152307,0.148668,0.144808,0.140688,0.136287,0.131613,0.126691,0.121544,0.116171,0.110568,0.104761,0.098799,0.092764,0.086749,0.080826,0.075043,0.069418,0.063935,0.058509,0.053018,0.04736,0.041466,0.035323,0.028994,0.022605,0.016311,0.010236,4
0.210568,0.209823,0.20907,0.208307,0.20753,0.20673,0.205908,0.205067,0.204205,0.203322,0.202427,0.201522,0.200604,0.19967,0.198717,0.197739,0.19674,0.195721,0.194674,0.1936,0.1925,0.191374,0.190218,0.189029,0.187808,0.186556,0.185276,0.183972,0.182657,0.181335,0.180016,0.178704,0.177403,0.176115,0.174838,0.17357,0.172303,0.171045,0.169803,0.168587,0.167419,0.166312,0.165247,0.164219,0.163222,0.162225,0.161203,0.160149,0.159061,0.157952,0.156845,0.155751,0.154669,0.153597,0.152531,0.151477,0.150432,0.149408,0.148409,0.147447,0.146525,0.14563,0.144777,0.143972,0.143218,0.142529,0.141925,0.141374,0.14091,0.140483,0.140085,0.139707,0.13933,0.138965,0.138624,0.138345,0.13817,0.138168,0.138318,0.138676,0.139384,0.140529,0.142216,0.144683,0.148041,0.152344,0.158693,0.16612,0.174537,0.183622,0.193252,0.20275,0.211913,0.220026,0.227181,0.233137,0.238028,0.241377,0.243619,0.245004,0.245525,0.245538,0.245192,0.244508,0.243613,0.242507,0.241221,0.23981,0.238292,0.236679,0.23497,0.233182,0.231308,0.229354,0.227325,0.225221,0.223037,0.220789,0.218484,0.216134,0.213743,0.211319,0.208874,0.206424,0.203984,0.20157,0.199189,0.196838,0.194497,0.192137,0.189729,0.187251,0.184683,0.182011,0.179234,0.176362,0.173403,0.170363,0.167252,0.164082,0.16086,0.157581,0.154216,0.150726,0.147069,0.143195,0.139062,0.134648,0.129959,0.125022,0.11986,0.114469,0.108847,0.103012,0.097015,0.090937,0.084875,0.078901,0.073059,0.067377,0.061835,0.056361,0.050847,0.045184,0.039293,0.033165,0.026862,0.020495,0.014212,0.008146,4
0.210637,0.209879,0.209115,0.208339,0.207548,0.206736,0.205902,0.205046,0.204168,0.20327,0.202358,0.201434,0.2005,0.199551,0.198583,0.197592,0.196575,0.195537,0.194476,0.193388,0.192275,0.191134,0.189964,0.188763,0.187527,0.186264,0.18497,0.183655,0.182328,0.180995,0.179663,0.178341,0.177029,0.175728,0.174436,0.173151,0.17187,0.170598,0.169341,0.168112,0.166931,0.165812,0.164737,0.163706,0.162704,0.161699,0.160667,0.159604,0.158508,0.157391,0.156275,0.155168,0.154077,0.152999,0.15193,0.150875,0.14983,0.148806,0.147809,0.146852,0.145936,0.145048,0.144202,0.143402,0.142654,0.141971,0.141368,0.140815,0.140343,0.139908,0.139503,0.139113,0.138725,0.138351,0.138,0.137718,0.137537,0.137521,0.13766,0.138011,0.138707,0.139841,0.14152,0.143983,0.147331,0.151615,0.157972,0.165426,0.173891,0.183025,0.19268,0.202191,0.211404,0.219525,0.226682,0.232652,0.237552,0.240914,0.24317,0.244564,0.245091,0.245111,0.244774,0.244098,0.243212,0.242112,0.240834,0.239427,0.237911,0.2363,0.234596,0.232814,0.230948,0.229006,0.226986,0.224889,0.222716,0.220478,0.218186,0.215848,0.213464,0.211049,0.208617,0.206179,0.203755,0.201359,0.198998,0.196663,0.194335,0.191991,0.1896,0.187138,0.184585,0.181928,0.179166,0.176303,0.173353,0.170323,0.167219,0.164056,0.16084,0.157565,0.154205,0.150722,0.147071,0.143205,0.139076,0.134664,0.129978,0.125046,0.119886,0.114495,0.108871,0.103039,0.097047,0.090973,0.084919,0.078954,0.073123,0.067449,0.061914,0.056441,0.050922,0.045246,0.039338,0.033191,0.02687,0.020492,0.014199,0.008123,4
0.20918,0.208435,0.207682,0.206919,0.206142,0.205344,0.204521,0.203676,0.202811,0.201928,0.20103,0.200122,0.199201,0.198266,0.197312,0.196338,0.195342,0.194324,0.19328,0.192213,0.191122,0.190003,0.188853,0.187669,0.186452,0.185204,0.183926,0.18263,0.181322,0.180006,0.178693,0.177389,0.176093,0.174808,0.173536,0.172269,0.171004,0.169747,0.168508,0.167298,0.166142,0.165044,0.163988,0.162973,0.161988,0.161001,0.159988,0.158942,0.157861,0.156761,0.155663,0.154579,0.153507,0.152449,0.151401,0.150367,0.149345,0.148343,0.147371,0.146442,0.145552,0.144691,0.143874,0.143102,0.142379,0.141722,0.141144,0.140614,0.140169,0.139765,0.13939,0.139031,0.138674,0.13833,0.138008,0.137753,0.137602,0.137625,0.137804,0.138191,0.138924,0.140093,0.141808,0.144304,0.14769,0.152,0.158334,0.16577,0.174212,0.183341,0.193047,0.20262,0.211804,0.219889,0.227005,0.232949,0.237849,0.241226,0.243495,0.244899,0.245439,0.245471,0.245143,0.244482,0.243611,0.242524,0.241261,0.239875,0.238378,0.236783,0.235095,0.233329,0.23148,0.229554,0.227553,0.225476,0.223321,0.2211,0.218824,0.216501,0.214137,0.211742,0.209327,0.206907,0.204503,0.202128,0.199787,0.197478,0.195178,0.192862,0.190501,0.188069,0.185546,0.182915,0.180179,0.177342,0.174415,0.171409,0.168332,0.165195,0.162002,0.158748,0.15541,0.151948,0.148317,0.144466,0.140349,0.135951,0.131277,0.126352,0.121203,0.115826,0.110216,0.104393,0.098408,0.092346,0.086302,0.080352,0.074543,0.068901,0.063394,0.057947,0.052457,0.046811,0.040931,0.034809,0.02851,0.022147,0.01587,0.009812,4
0.210841,0.210086,0.209325,0.20855,0.207762,0.206955,0.206127,0.205278,0.204408,0.203521,0.202618,0.201705,0.200779,0.199835,0.198871,0.197887,0.196882,0.19585,0.194793,0.193711,0.192605,0.191474,0.19031,0.189111,0.187875,0.186612,0.185324,0.184012,0.182687,0.181357,0.18003,0.178714,0.177407,0.176109,0.174812,0.173527,0.172249,0.170984,0.169736,0.168511,0.167323,0.166201,0.165126,0.164077,0.16307,0.16207,0.161044,0.159987,0.158896,0.157785,0.156675,0.155572,0.154476,0.153396,0.152325,0.151265,0.150219,0.14919,0.148186,0.147212,0.14628,0.145382,0.144524,0.143713,0.142954,0.142252,0.141633,0.141064,0.14058,0.140145,0.139736,0.139346,0.13896,0.138589,0.138241,0.137957,0.13777,0.13775,0.137891,0.138245,0.138948,0.140089,0.141776,0.144251,0.14762,0.151907,0.158245,0.165682,0.174131,0.183238,0.192884,0.202408,0.211551,0.21958,0.226662,0.232591,0.237483,0.240839,0.243081,0.244464,0.244982,0.244997,0.244652,0.243968,0.243072,0.241958,0.240672,0.239264,0.237748,0.236137,0.234429,0.232642,0.230772,0.228825,0.226803,0.224699,0.222519,0.220278,0.217981,0.215635,0.213247,0.210828,0.208387,0.205939,0.203506,0.201101,0.198731,0.196391,0.194059,0.191709,0.189313,0.186848,0.18429,0.181628,0.178861,0.175994,0.173041,0.170008,0.166905,0.163743,0.160528,0.157251,0.153883,0.150395,0.146745,0.142878,0.13875,0.134341,0.129656,0.12472,0.119557,0.114166,0.108538,0.102694,0.096695,0.090618,0.084545,0.078557,0.072712,0.067028,0.061485,0.056008,0.050488,0.044821,0.038935,0.03281,0.026506,0.020136,0.013849,0.007773,4
0.209372,0.208624,0.207871,0.207107,0.206328,0.205529,0.204708,0.203865,0.203002,0.20212,0.201223,0.200316,0.199397,0.198461,0.197506,0.196528,0.195528,0.194504,0.193457,0.192387,0.191291,0.190168,0.189014,0.187829,0.18661,0.18536,0.184083,0.182784,0.181473,0.180156,0.17884,0.177534,0.176238,0.174951,0.173672,0.172402,0.171136,0.169882,0.168643,0.167428,0.166262,0.165155,0.164089,0.163059,0.162063,0.161069,0.160049,0.158996,0.157913,0.156813,0.155713,0.154623,0.153543,0.152471,0.151409,0.150362,0.149327,0.148311,0.147323,0.146375,0.145466,0.144584,0.143747,0.142958,0.142223,0.141553,0.140967,0.140432,0.139983,0.139575,0.139198,0.138839,0.138482,0.13814,0.137824,0.137576,0.13743,0.137453,0.137634,0.13803,0.138776,0.139958,0.141685,0.144193,0.147591,0.151919,0.158299,0.16575,0.174212,0.183355,0.193035,0.202594,0.21179,0.219849,0.226971,0.232927,0.237827,0.241185,0.243439,0.244835,0.245363,0.245386,0.245051,0.244378,0.243498,0.242405,0.241136,0.239744,0.238244,0.236647,0.234956,0.233186,0.231332,0.229402,0.227396,0.22531,0.223146,0.220921,0.218641,0.216313,0.213939,0.211534,0.209111,0.206686,0.204276,0.201894,0.199545,0.197225,0.194916,0.192589,0.190213,0.18777,0.185237,0.182601,0.179859,0.177017,0.174087,0.17108,0.168002,0.164863,0.161673,0.15842,0.155079,0.151618,0.14799,0.144146,0.140043,0.135656,0.130996,0.126086,0.120942,0.11557,0.109971,0.104156,0.098174,0.09212,0.086087,0.080133,0.074307,0.068642,0.06312,0.057665,0.052167,0.04652,0.040646,0.034533,0.028236,0.021878,0.015609,0.009555,4
0.209095,0.208352,0.2076,0.206836,0.206056,0.205255,0.204431,0.203586,0.202719,0.201834,0.200936,0.200027,0.199108,0.198175,0.197224,0.196249,0.195251,0.194229,0.193186,0.192116,0.191019,0.189895,0.18874,0.187554,0.186335,0.185086,0.183812,0.182514,0.181202,0.179882,0.178564,0.177256,0.175959,0.174673,0.173397,0.172131,0.170866,0.169611,0.168376,0.167169,0.166009,0.164906,0.163848,0.162831,0.161843,0.160859,0.159851,0.15881,0.157735,0.156638,0.155542,0.15446,0.153392,0.152334,0.151285,0.150248,0.149221,0.148215,0.14724,0.146308,0.145417,0.144551,0.143728,0.142951,0.142225,0.141562,0.14098,0.140449,0.140004,0.1396,0.139227,0.138873,0.138517,0.138175,0.13786,0.137615,0.137476,0.137503,0.137687,0.138086,0.138833,0.140019,0.141755,0.144271,0.147669,0.151975,0.158305,0.16574,0.174221,0.183384,0.193075,0.202657,0.211894,0.220013,0.227149,0.23311,0.238017,0.241391,0.243662,0.245073,0.245618,0.245651,0.245324,0.244659,0.243784,0.242695,0.241428,0.240039,0.238538,0.236942,0.23525,0.233481,0.231627,0.229696,0.22769,0.225604,0.223435,0.221206,0.218921,0.21659,0.21422,0.211815,0.209386,0.206952,0.204536,0.202152,0.199802,0.197482,0.195171,0.192842,0.190467,0.188026,0.185492,0.182851,0.180105,0.177258,0.174324,0.171311,0.168225,0.165082,0.161885,0.158627,0.155285,0.151819,0.148179,0.144313,0.140183,0.13577,0.13108,0.126137,0.120975,0.115589,0.109972,0.104147,0.098168,0.092121,0.086094,0.080151,0.074343,0.068696,0.063191,0.057753,0.052274,0.046639,0.040774,0.034671,0.028389,0.022038,0.015764,0.009698,4
