@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute target {1,2}

@data
-0.254769,-0.251157,-0.023891,-0.127186,-0.158969,-0.011973,-0.219555,0.196602,-0.228494,-0.216575,-0.188765,0.657453,-0.447994,-0.447994,0.62865,-0.210616,0.079403,-0.213595,0.148928,-0.447994,0.342604,-0.181812,0.284998,-0.237432,-0.23048,-0.154996,-0.248358,0.419082,-0.203663,-0.228494,-0.115267,0.38134,0.462783,-0.136125,-0.201677,0.696189,-0.178833,0.170778,0.420075,0.359489,-0.188765,0.094301,0.01683,-0.447994,0.112179,0.039674,0.783591,-0.447994,-0.217568,0.298903,0.32572,1
-0.041414,0.030213,-0.112891,0.011859,-0.496991,0.108704,0.188315,-0.325459,-0.524075,-0.513405,0.272029,-0.336129,-0.08827,0.046329,0.046329,-0.158852,-0.139155,-0.278678,0.134147,0.572414,-0.060365,-0.288526,0.120195,0.122657,-0.295913,-0.266367,-0.124382,-0.355005,-0.063648,0.335224,-0.236,-0.11125,0.186673,0.616733,0.006934,0.370516,-0.249952,0.068489,0.20555,-0.108788,-0.030819,-0.4855,0.271208,0.707013,-0.26965,0.820273,0.418118,-0.259801,0.344252,0.120195,0.098035,1
0.167185,-0.204049,-0.204049,-0.204049,-0.204049,-0.204049,-0.204049,0.284417,-0.204049,-0.204049,-0.204049,-0.204049,0.747482,-0.204049,-0.204049,0.344986,-0.204049,-0.204049,-0.204049,-0.204049,0.333263,-0.204049,0.362571,-0.204049,-0.204049,-0.204049,0.27074,0.661512,-0.204049,-0.204049,-0.204049,-0.204049,0.374294,-0.204049,0.307863,-0.204049,1.275024,0.217985,-0.204049,0.69082,-0.204049,-0.204049,0.495434,-0.204049,-0.204049,-0.204049,-0.204049,-0.204049,-0.204049,0.190631,0.421187,1
-0.266561,-0.266561,-0.266561,0.092636,-0.266561,0.184379,-0.266561,0.123735,-0.266561,-0.266561,0.101966,0.669528,-0.266561,-0.266561,0.077086,0.072421,0.12529,-0.266561,0.862344,-0.266561,-0.266561,0.605775,0.064647,0.047542,-0.266561,-0.266561,0.722397,-0.266561,-0.266561,0.454943,0.073976,0.142395,0.075531,0.106631,-0.266561,-0.266561,0.454943,0.059982,-0.266561,0.103521,0.126845,0.890334,-0.266561,0.263682,-0.266561,-0.266561,0.481377,-0.266561,-0.266561,-0.266561,-0.266561,1
-0.057179,-0.394595,-0.424109,0.504217,0.3871,0.195062,-0.195903,0.403462,0.493022,0.08225,-0.408608,-0.139067,-0.018505,0.145115,0.418101,0.151143,-0.338855,0.094307,-0.132177,0.163199,0.249315,-0.212265,0.767731,0.599805,0.104641,-0.036589,0.295817,-0.22346,0.404323,-0.415498,-0.184708,-0.139067,-0.200209,-0.242405,0.486994,-0.207959,-0.114093,-0.598924,-0.140789,-0.220876,-0.346605,-0.031422,0.176117,-0.236377,0.597222,0.017664,-0.397413,-0.181263,0.049527,-0.598924,0.09689,1
-0.384796,-0.384796,-0.151773,-0.150663,-0.139567,0.105662,-0.384796,-0.050796,-0.097401,0.549516,0.267669,0.161144,-0.019726,0.212187,-0.384796,0.438553,-0.075208,-0.384796,-0.146225,-0.384796,-0.106278,-0.127361,-0.150663,-0.020836,0.279875,0.259901,-0.072989,-0.117374,-0.384796,0.242147,-0.041919,-0.384796,0.332028,-0.384796,-0.13069,-0.089633,-0.075208,0.185556,0.648273,-0.384796,0.514008,0.674905,0.121197,0.543968,0.5362,-0.384796,0.225503,-0.16176,-0.09962,-0.110716,0.147828,1
-0.001318,-0.254644,0.301448,-0.188519,0.26188,-0.239873,0.223996,0.418467,0.120446,0.133074,-0.084128,-0.105174,0.078353,0.187796,-0.192728,-0.169998,-0.315641,0.07246,0.348592,-0.242399,0.026157,0.26188,0.22147,0.128865,0.389002,0.126339,0.22568,-0.041192,-0.216301,0.011845,-0.402354,0.251778,0.458877,0.628092,0.030366,-0.151477,0.232415,-0.165789,-0.249134,-0.382991,0.501812,-0.182626,-0.17084,0.134758,0.226522,-0.182626,-0.340897,-0.420875,-0.604402,-0.4234,-0.24745,1
-0.308364,-0.038529,-0.308364,0.838686,0.880296,0.697212,0.339365,0.038386,-0.008772,0.000937,0.002324,0.561286,-0.029577,-0.010159,-0.008772,-0.308364,-0.029577,-0.012933,-0.308364,-0.308364,0.030064,-0.025416,-0.010159,-0.308364,-0.308364,0.131315,0.335204,-0.308364,0.360171,-0.308364,0.025903,-0.308364,0.042547,-0.017094,0.024516,-0.019868,-0.025416,-0.308364,-0.308364,0.064739,-0.308364,-0.308364,0.046708,-0.308364,0.035612,0.371266,-0.011546,0.396233,-0.308364,-0.308364,0.301916,1
0.515604,-0.178518,-0.041904,0.13153,0.453018,0.067021,0.496376,-0.413096,-0.165635,-0.164578,0.197096,0.348323,0.392739,0.463593,-0.413096,0.74278,0.03741,0.177003,-0.165635,-0.108529,0.078654,-0.130737,0.133645,-0.17198,-0.413096,0.145278,-0.413096,-0.413096,-0.139197,-0.193131,0.086056,-0.413096,0.134702,-0.413096,0.177003,0.320827,-0.413096,0.431867,0.068078,0.088171,-0.413096,0.13576,-0.413096,-0.092666,0.354668,-0.183613,-0.413096,-0.413096,0.613762,0.065963,-0.197361,1
0.168663,-0.284209,0.032616,-0.251029,-0.261196,-0.019233,0.291862,-0.268312,0.590757,0.037699,0.472826,0.19833,0.122081,-0.473676,0.008217,0.203413,0.327445,-0.216463,0.280679,0.356928,0.171897,-0.034483,0.008217,-0.473676,0.277629,-0.473676,-0.473676,0.349811,-0.119881,-0.0233,0.309145,-0.20833,-0.130048,-0.18088,0.350828,0.226796,-0.149364,-0.154447,0.342695,-0.18393,-0.046683,0.262379,-0.210363,-0.254079,-0.243913,0.003133,-0.005,-0.009066,-0.039566,-0.187997,-0.006017,1
-0.17054,-0.433942,-0.146322,0.837529,0.318539,0.848142,-0.201511,0.044717,0.401323,-0.218493,0.100967,-0.174978,0.001202,-0.221677,0.028797,-0.433942,0.180567,0.346134,0.033042,-0.433942,0.161463,-0.433942,0.280332,0.701679,0.857694,-0.219554,0.457573,0.043655,-0.198327,-0.433942,0.060637,-0.20045,0.563706,-0.433942,-0.078397,0.255921,0.048962,0.081863,-0.433942,-0.212125,-0.204695,0.179505,-0.147384,0.450144,-0.433942,0.048962,-0.196205,-0.433942,-0.433942,-0.150568,-0.191959,1
0.055609,0.089579,0.440508,-0.251602,0.139944,0.152941,0.078206,0.105826,0.416138,0.255295,0.125322,-0.251602,-0.251602,0.172437,-0.251602,0.788187,-0.251602,-0.251602,-0.251602,0.154566,0.573731,0.115574,0.120448,-0.251602,0.336529,0.089579,0.102576,0.365773,0.149692,-0.251602,-0.251602,0.409639,-0.251602,-0.251602,0.154566,-0.251602,-0.251602,-0.251602,-0.251602,-0.251602,-0.251602,-0.251602,-0.251602,-0.251602,0.076582,-0.251602,-0.251602,0.703704,-0.251602,0.102576,-0.251602,1
0.005079,0.140551,0.04483,0.089927,0.000712,0.229142,-0.259089,-0.180659,0.064437,-0.053209,0.183064,0.028163,-0.001248,-0.063013,0.04581,0.033065,-0.15713,-0.024778,-0.480656,0.419336,-0.271834,-0.263991,0.537963,-0.480656,-0.277717,-0.480656,0.055614,0.130123,-0.267913,-0.037523,-0.228698,-0.043405,-0.284579,-0.023797,-0.013013,-0.012033,0.003653,0.496787,-0.480656,0.500708,0.078163,-0.017915,0.055614,-0.013993,0.451689,0.059535,0.221299,0.2762,-0.480656,0.725216,0.007575,2
-0.30964,-0.331276,-0.317775,0.432385,-0.076924,0.246749,-0.19497,0.166782,-0.041701,-0.059789,0.222949,-0.071213,0.248653,-0.3054,-0.066453,-0.320631,0.039217,0.10776,0.383834,-0.184498,0.018274,-0.314919,0.215333,-0.513883,-0.513883,0.08396,0.109664,0.025889,-0.061693,-0.273032,-0.319679,0.250557,0.204862,-0.513883,-0.296832,0.078248,-0.078828,0.337187,0.242941,0.228661,-0.046461,0.278164,0.256269,-0.297784,-0.116908,0.11252,0.238181,0.178206,0.083008,0.556142,0.345755,1
-0.198249,-0.198249,0.214653,-0.198249,1.310508,-0.198249,-0.198249,-0.198249,0.308584,-0.198249,0.296842,0.351635,-0.198249,0.294885,-0.198249,-0.198249,0.343807,-0.198249,-0.198249,-0.198249,-0.198249,-0.198249,0.377074,-0.198249,-0.198249,0.490574,0.696046,-0.198249,-0.198249,-0.198249,0.197041,-0.198249,-0.198249,-0.198249,-0.198249,0.230308,-0.198249,-0.198249,-0.198249,-0.198249,0.85064,-0.198249,0.271403,-0.198249,-0.198249,-0.198249,-0.198249,0.942614,-0.198249,-0.198249,-0.198249,2
-0.175078,-0.01256,-0.175172,-0.0016,-0.107614,0.910956,0.198996,-0.080591,0.036857,0.270712,-0.018229,0.439088,-0.19492,-0.195959,-0.444366,-0.111771,0.375687,0.244728,-0.151267,0.022306,-0.193881,0.194839,0.069077,0.061801,-0.165818,0.339309,0.343467,0.042053,-0.444366,0.056604,0.271751,-0.444366,-0.232337,-0.181408,-0.14711,0.391277,-0.444366,0.35386,-0.22714,-0.444366,0.019188,-0.444366,0.591873,0.165737,-0.173094,0.017109,0.085706,-0.209471,0.071155,0.060762,-0.19492,1
-0.240344,-0.262922,0.098602,0.845732,0.273484,-0.473646,0.00133,-0.051445,-0.222188,0.013748,-0.21391,0.415253,0.013748,0.046861,-0.202527,-0.176657,0.26624,-0.015227,-0.200457,0.499072,-0.254267,-0.146647,0.215535,0.414218,0.008574,0.502176,0.402835,-0.234606,-0.264615,-0.166309,-0.014192,-0.214945,0.384208,-0.006949,-0.473646,0.261066,-0.224258,-0.002809,-0.473646,-0.473646,0.898507,-0.004879,-0.473646,0.185525,0.441123,-0.222188,-0.258407,0.289006,-0.243919,0.040653,-0.254267,1
-0.210114,0.00307,-0.073631,-0.136767,-0.285176,-0.300755,-0.244179,0.204328,-0.492621,-0.322073,-0.492621,-0.270417,-0.039194,-0.119548,0.222367,-0.128567,0.232206,0.248605,0.151852,0.278943,0.619218,0.46097,0.32158,0.201049,-0.249098,-0.204822,0.0469,0.022302,-0.049853,0.231386,-0.083471,0.118235,-0.272877,0.305181,-0.003116,0.151032,0.143653,-0.178584,-0.279436,0.007543,-0.132667,-0.062152,-0.199902,0.160052,0.120695,0.18793,-0.026075,0.109215,0.076418,0.064119,0.18957,2
0.192957,0.293497,-0.18045,-0.174248,-0.199054,0.112055,-0.445048,-0.445048,-0.230062,-0.120502,-0.237297,0.374587,-0.230062,-0.22076,-0.445048,-0.144274,0.14513,0.051074,-0.009908,-0.445048,0.086216,0.100686,-0.09983,0.342545,-0.445048,0.06141,-0.178383,-0.178383,0.915153,-0.176315,-0.445048,0.969933,0.281564,0.278463,0.384922,-0.072957,0.093451,-0.445048,0.11619,-0.222827,-0.186651,-0.445048,0.493449,-0.19492,0.020066,0.012831,0.092417,0.757014,0.051074,0.339445,0.002495,2
0.2707,0.056847,0.084173,-0.148887,0.843252,-0.39066,0.121201,-0.136908,0.091796,-0.103147,0.211594,-0.132551,-0.120572,-0.39066,-0.153244,0.201792,1.12641,-0.39066,0.116845,-0.39066,-0.109681,0.136448,-0.142353,0.235553,0.103776,-0.39066,-0.39066,0.138626,-0.167401,0.183278,0.073282,-0.043248,-0.39066,0.022096,0.200703,-0.141264,-0.154333,0.16912,-0.036713,-0.120572,-0.070475,1.175418,0.641775,-0.39066,-0.130373,-0.39066,-0.39066,-0.39066,-0.166312,0.528512,-0.39066,2
0.048311,-0.143102,-0.414596,-0.414596,-0.158923,0.151537,0.065597,0.6038,0.198805,-0.152477,-0.195448,0.131127,0.304082,-0.089096,0.397543,-0.414596,-0.185779,0.488854,-0.146032,0.027998,-0.189002,0.121458,0.221364,0.082785,0.469518,-0.056869,-0.414596,-0.414596,0.680072,-0.414596,-0.414596,-0.175037,0.040889,0.449107,0.178394,0.09675,-0.158923,-0.072982,0.397543,-0.121324,0.498523,0.14724,-0.187928,0.035518,-0.192225,-0.183631,0.081711,0.327716,-0.414596,-0.414596,-0.096616,1
0.240217,-0.360535,0.161046,-0.088042,0.323697,-0.325047,-0.061088,0.139669,0.130375,-0.215374,-0.036923,0.431511,0.359015,-0.022052,0.12201,-0.326906,-0.12429,-0.134514,0.093197,-0.308318,-0.075959,-0.074101,-0.033205,0.195435,0.338568,-0.099195,0.492854,-0.095477,-0.330624,0.770754,-0.27207,0.119222,0.202871,0.587656,-0.127078,-0.336201,0.658293,-0.350142,-0.148455,-0.039711,-0.119643,0.479842,-0.2888,-0.332483,-0.327836,-0.148455,-0.027629,0.110857,-0.268352,-0.538817,0.092268,1
-0.138087,-0.100667,0.24734,0.501369,-0.35833,0.394347,-0.35833,0.45315,-0.35833,-0.096069,-0.097245,-0.103126,0.753045,0.127382,-0.35833,-0.35833,-0.121943,-0.070196,0.189713,0.244988,-0.071372,-0.078428,-0.070196,-0.35833,-0.094893,-0.35833,0.306143,0.300262,-0.35833,-0.35833,-0.35833,0.128558,0.33672,0.145023,-0.35833,0.509601,0.791855,0.152079,-0.35833,-0.35833,-0.35833,0.312023,-0.046675,0.667193,-0.35833,-0.111358,0.205002,-0.021978,-0.35833,-0.006689,0.22029,1
-0.051105,0.038677,-0.371381,-0.312125,-0.118196,-0.146927,0.297494,0.336998,-0.372279,-0.365994,-0.014049,-0.357016,0.041615,-0.154109,-0.115503,0.15923,0.110747,0.79309,0.112543,-0.172963,0.111645,0.264274,-0.374075,0.125112,-0.172066,0.452816,0.032637,-0.154109,0.30737,0.160127,-0.56531,-0.341753,-0.04278,-0.37587,-0.164883,0.627891,0.297494,0.079324,-0.373177,-0.34714,-0.125379,-0.109218,-0.191818,0.164616,-0.172963,0.184369,0.348669,0.752688,0.038922,-0.038291,0.263377,2
-0.41493,0.175172,0.164811,0.048407,0.180978,0.434803,-0.251495,0.069424,-0.16015,0.200378,0.116309,0.23918,-0.013028,-0.16015,-0.343648,-0.100331,0.420252,-0.122965,0.256964,0.299807,-0.179551,-0.374365,0.338608,-0.12539,-0.025962,0.020923,-0.11084,0.280406,0.007181,-0.057488,-0.561096,-0.109223,0.66761,-0.156108,0.259389,-0.09629,-0.228861,-0.140749,0.024964,-0.143983,0.063766,0.179361,0.309507,0.146218,0.013647,-0.565947,0.338608,0.117117,-0.227244,-0.333139,-0.346881,1
-0.096117,0.451007,0.125054,0.660266,-0.198072,0.08619,-0.159208,-0.143662,0.093963,-0.431255,-0.208065,-0.431255,-0.170312,0.034002,0.618071,0.556999,0.048437,0.129496,0.398212,0.47705,0.093963,-0.184747,0.08397,-0.431255,-0.169201,0.188347,0.156145,-0.142552,-0.055941,-0.152545,-0.431255,-0.186968,0.14171,-0.431255,0.088411,0.613629,0.30938,0.42042,-0.431255,-0.431255,-0.431255,-0.146993,-0.431255,0.139489,0.167249,-0.184747,0.329367,0.190568,0.055099,-0.180305,-0.431255,1
-0.258217,0.117818,-0.258217,-0.258217,-0.258217,-0.258217,-0.258217,0.08622,-0.258217,0.174295,0.334718,0.433803,-0.258217,-0.258217,-0.258217,-0.258217,-0.258217,0.172723,-0.258217,0.803405,0.436949,-0.258217,-0.258217,-0.258217,-0.258217,0.74993,0.130258,-0.258217,0.48885,0.152276,-0.258217,0.141267,-0.258217,-0.258217,-0.258217,0.083074,0.168004,-0.258217,0.163286,-0.258217,0.076783,0.175868,-0.258217,0.133403,1.036175,0.166431,0.424366,-0.258217,-0.258217,0.594226,-0.258217,1
0.728989,0.701746,0.066977,-0.322602,-0.125003,0.587664,-0.298253,-0.272968,-0.109083,-0.334776,-0.536121,-0.322602,0.645727,0.363844,-0.12032,-0.536121,0.016407,-0.139987,-0.288888,-0.536121,0.082897,0.110992,0.100691,-0.15778,-0.344141,-0.099718,0.731883,-0.102527,-0.285142,-0.063195,0.078215,0.171864,-0.251429,-0.08848,-0.536121,-0.133431,-0.536121,0.405986,-0.00045,-0.096908,0.205577,0.205577,-0.075369,-0.110955,0.159689,0.092262,0.061358,0.01828,0.374145,0.448128,0.322638,1
0.05367,-0.43575,0.097062,-0.120503,0.114823,-0.43575,-0.173784,0.044891,-0.127163,0.058211,0.044891,-0.43575,-0.43575,-0.43575,0.312407,-0.43575,0.099282,0.058211,-0.43575,-0.43575,0.029351,0.082632,0.059321,-0.190434,0.415639,-0.207085,-0.179334,0.327947,0.133693,0.073752,-0.177114,0.504441,-0.162684,0.300197,-0.43575,-0.43575,0.049331,0.319067,0.059321,0.596573,0.051551,0.059321,0.957332,0.325727,0.094842,-0.201535,0.100392,-0.43575,0.861869,-0.209305,0.294647,1
1.018842,0.077219,0.433078,0.369798,0.036748,-0.126446,-0.384005,-0.073158,-0.059836,-0.384005,-0.384005,-0.130887,-0.131997,-0.384005,0.436408,0.174409,-0.384005,-0.078709,0.186621,-0.384005,0.195502,-0.159751,0.414205,-0.098692,0.389781,-0.384005,0.188841,0.504128,-0.119785,-0.384005,-0.384005,0.304298,-0.079819,-0.384005,-0.384005,-0.384005,0.168858,0.11224,0.11446,-0.156421,-0.112014,-0.384005,0.31207,-0.1542,-0.122006,-0.013209,-0.384005,0.921551,0.266553,-0.075379,0.333163,2
-0.003153,-0.015849,0.130881,1.094507,0.2855,0.047087,0.418173,0.62666,-0.445699,0.359318,-0.216264,0.043097,0.166792,0.495981,-0.445699,0.234625,-0.221252,-0.001792,-0.191326,-0.240205,-0.445699,0.125893,-0.223247,0.246596,0.141854,-0.182348,0.075018,0.104945,0.198714,-0.163394,-0.239208,-0.445699,-0.445699,-0.168382,-0.445699,-0.445699,0.251583,0.692497,-0.201301,0.270537,0.274527,0.322409,-0.445699,-0.17337,0.020153,0.17577,-0.196313,-0.182348,-0.200304,-0.187335,-0.228235,1
0.73525,0.002661,0.535453,0.193257,0.024569,0.056379,0.194221,0.039028,-0.495954,-0.300276,-0.214486,-0.495954,0.432312,-0.07568,-0.082427,-0.273286,-0.255935,-0.495954,0.242418,-0.029411,0.948016,-0.147011,0.094936,-0.095923,0.170123,0.142169,0.150844,-0.495954,-0.0217,-0.299312,-0.265575,-0.004349,0.159519,0.444843,-0.292565,0.018785,0.000471,-0.073752,-0.495954,-0.058329,-0.25208,0.7186,-0.073752,0.387971,0.152772,-0.031339,-0.495954,-0.26943,0.212536,-0.088211,0.049631,1
-0.050724,-0.067955,-0.249146,-0.246153,-0.480578,0.006227,-0.281068,0.213717,-0.480578,-0.17832,0.635682,0.11097,-0.232188,0.198754,-0.480578,0.291526,0.008222,0.075058,-0.2272,-0.252139,0.207732,0.316465,-0.275082,-0.277078,-0.480578,0.496024,1.090565,-0.155376,-0.277078,-0.142408,0.02119,0.116955,-0.2681,-0.23518,0.214715,0.717481,0.067078,0.061092,0.057102,-0.019709,-0.020707,-0.480578,0.239654,0.477071,0.423203,0.353375,0.014207,0.227683,-0.238173,-0.052629,-0.480578,1
0.233344,-0.345975,-0.345975,0.39551,-0.345975,0.184673,0.197702,0.394326,0.153876,-0.023796,-0.023796,0.287722,-0.045117,-0.345975,0.531725,-0.345975,-0.098418,-0.091311,0.540017,-0.345975,-0.345975,0.009369,0.338655,-0.068806,-0.345975,0.342208,-0.052224,0.170459,-0.05933,0.497375,-0.345975,-0.09368,0.134924,0.011738,0.181119,0.021214,0.098205,0.195333,0.935633,-0.345975,-0.07236,-0.345975,-0.345975,-0.068806,-0.088942,-0.345975,0.230867,-0.05933,-0.345975,-0.039194,-0.345975,2
