@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute attr136 numeric
@attribute attr137 numeric
@attribute attr138 numeric
@attribute attr139 numeric
@attribute attr140 numeric
@attribute attr141 numeric
@attribute attr142 numeric
@attribute attr143 numeric
@attribute attr144 numeric
@attribute attr145 numeric
@attribute attr146 numeric
@attribute attr147 numeric
@attribute attr148 numeric
@attribute attr149 numeric
@attribute attr150 numeric
@attribute attr151 numeric
@attribute attr152 numeric
@attribute attr153 numeric
@attribute attr154 numeric
@attribute target {1,2}

@data
0.071163,0.023147,-0.003197,-0.035576,-0.070386,-0.103538,-0.109522,-0.089101,-0.091974,-0.085905,-0.078775,-0.080425,-0.068055,-0.02398,0.0127,0.053273,0.094668,0.144658,0.184654,0.227099,0.24495,0.244817,0.260202,0.249317,0.258506,0.277129,0.275018,0.261191,0.263829,0.260117,0.263161,0.259722,0.263058,0.273738,0.279535,0.270298,0.255471,0.249638,0.293248,0.318791,0.32261,0.324059,0.331932,0.318187,0.315741,0.303567,0.303228,0.320823,0.361224,0.372258,-0.327989,-0.302218,-0.284282,-0.256249,-0.276202,-0.24089,-0.26938,-0.294754,-0.336909,-0.352124,-0.391968,-0.430159,-0.449404,-0.472869,-0.500392,-0.534608,-0.581617,-0.579997,-0.588515,-0.619134,-0.634966,-0.675626,-0.712062,-0.751211,-0.78579,-0.835913,-0.86575,-0.878254,-0.851362,-0.824243,-0.761781,-0.678023,-0.605336,-0.531551,-0.416574,-0.346944,-0.272009,-0.189959,-0.155104,-0.097508,-0.037998,0.021356,0.053696,0.100363,0.110494,0.087757,0.086837,0.096602,0.104314,0.094896,0.074106,0.05881,0.046421,-0.003882,-0.04007,-0.0753,-0.104835,-0.13381,-0.148149,-0.114843,-0.099071,-0.07049,-0.056025,-0.022638,0.00306,0.028558,0.040029,0.072895,0.075361,0.097258,0.181145,0.266401,0.334074,0.418266,0.479799,0.48491,0.532488,0.567333,0.597267,0.622903,0.66787,0.711395,0.683988,0.676655,0.644541,0.625665,0.552928,0.485855,0.460382,0.386261,0.329137,0.258795,0.182067,0.121644,0.029195,-0.035784,-0.115452,-0.202959,-0.265227,-0.321723,-0.422426,-0.492927,-0.577704,-0.674559,2
-0.545194,-0.522779,-0.542377,-0.532317,-0.49981,-0.478446,-0.448564,-0.429534,-0.40491,-0.386882,-0.378503,-0.352886,-0.328927,-0.299826,-0.275115,-0.231725,-0.211887,-0.188446,-0.159475,-0.128057,-0.110602,-0.085402,-0.070858,-0.111191,-0.147562,-0.202877,-0.26721,-0.332213,-0.417785,-0.47624,-0.547618,-0.613334,-0.660977,-0.726012,-0.756144,-0.795952,-0.808034,-0.872138,-0.870338,-0.882932,-0.858415,-0.822216,-0.788328,-0.744231,-0.681962,-0.635052,-0.586831,-0.523755,-0.458151,-0.425108,-0.577086,-0.549344,-0.52073,-0.480467,-0.462208,-0.455435,-0.445343,-0.432636,-0.442193,-0.39823,-0.30811,-0.225771,-0.148292,-0.097216,-0.058597,-0.023556,-0.00586,0.024072,0.037568,0.06116,0.074818,0.102022,0.115959,0.145528,0.227641,0.282046,0.374961,0.455074,0.515904,0.585963,0.666512,0.73862,0.823683,0.886301,0.972258,1.035109,1.098063,1.155482,1.204572,1.245664,1.296972,1.330339,1.374122,1.402941,1.420391,1.466801,1.483687,1.470054,1.491844,1.494961,1.498723,1.4884,1.479337,1.466532,1.434723,1.410888,1.398121,1.34995,1.315637,1.281181,1.23646,1.171357,1.102195,1.024819,0.935409,0.8437,0.766849,0.691791,0.639662,0.577974,0.505282,0.426746,0.341932,0.249807,0.160049,0.07363,-0.01704,-0.102992,-0.143989,-0.190983,-0.25589,-0.287948,-0.321323,-0.387456,-0.436379,-0.482136,-0.507365,-0.501409,-0.50246,-0.517426,-0.562112,-0.590163,-0.622402,-0.637805,-0.684864,-0.713924,-0.732948,-0.754054,-0.780707,-0.818944,-0.836975,-0.818601,-0.798445,-0.794264,2
0.10605,0.11107,0.11967,0.098925,0.103492,0.14172,0.207838,0.245658,0.276655,0.273298,0.287889,0.294305,0.302866,0.280404,0.275131,0.253622,0.220659,0.181346,0.136113,0.075173,0.017224,-0.051969,-0.091765,-0.13782,-0.176913,-0.238912,-0.284933,-0.340961,-0.407426,-0.472533,-0.5152,-0.498902,-0.494667,-0.473738,-0.434411,-0.442494,-0.398676,-0.337604,-0.286836,-0.221617,-0.17902,-0.122682,-0.05551,-0.00868,0.063666,0.124829,0.179922,0.222761,0.276138,0.326602,-0.229422,-0.204033,-0.19075,-0.128298,-0.043178,0.042906,0.148403,0.276472,0.393334,0.488189,0.610632,0.674542,0.738574,0.828862,0.910843,0.978196,1.004916,1.028348,1.023743,1.024556,0.992076,0.953046,0.932667,0.886048,0.853814,0.823284,0.738505,0.631804,0.520084,0.413466,0.302521,0.185128,0.076768,-0.02626,-0.151907,-0.257205,-0.37301,-0.484204,-0.612342,-0.719345,-0.823732,-0.87147,-0.906935,-0.941653,-0.931976,-0.867637,-0.754761,-0.689649,-0.600969,-0.535702,-0.445224,-0.363962,-0.267267,-0.187443,-0.1205,-0.031161,0.068271,0.177953,0.281705,0.38602,0.482623,0.585959,0.682111,0.741552,0.779683,0.824497,0.892532,0.903993,0.845794,0.766489,0.639394,0.498963,0.38949,0.260664,0.129148,0.026944,-0.10182,-0.198633,-0.317037,-0.363501,-0.363584,-0.385377,-0.41703,-0.429168,-0.430274,-0.449593,-0.448347,-0.482636,-0.507812,-0.510902,-0.522536,-0.521172,-0.541809,-0.560026,-0.609657,-0.647967,-0.673556,-0.699539,-0.685515,-0.67855,-0.684236,-0.66204,-0.633994,-0.598875,2
0.540736,0.513731,0.476914,0.45005,0.401532,0.374799,0.308974,0.262474,0.208377,0.16279,0.116381,0.083937,0.064117,0.043059,0.013782,-0.015355,-0.043376,-0.079386,-0.126019,-0.164196,-0.193236,-0.231214,-0.265243,-0.326533,-0.385468,-0.404795,-0.40186,-0.426173,-0.435694,-0.447961,-0.438911,-0.441233,-0.426406,-0.414133,-0.409746,-0.403395,-0.382299,-0.354339,-0.315092,-0.269306,-0.224406,-0.209561,-0.190649,-0.151271,-0.105392,-0.060165,-0.031572,0.014679,0.025255,0.022621,-0.328023,-0.353271,-0.332584,-0.283583,-0.254865,-0.217542,-0.180213,-0.16116,-0.118748,-0.075532,-0.03162,-0.010958,-0.009998,0.018136,0.021347,0.018459,0.039638,0.044895,0.055025,0.077739,0.086337,0.131605,0.182053,0.223305,0.255561,0.288657,0.321778,0.370923,0.399896,0.410088,0.443524,0.473585,0.486622,0.511793,0.514373,0.533015,0.522526,0.523884,0.514018,0.449938,0.402326,0.3578,0.297829,0.230466,0.172099,0.103066,0.037937,-0.026176,-0.103872,-0.155301,-0.204064,-0.195376,-0.162692,-0.153686,-0.150758,-0.150221,-0.144212,-0.151768,-0.126557,-0.136704,-0.135106,-0.137214,-0.15898,-0.191469,-0.211163,-0.247745,-0.273486,-0.309472,-0.357021,-0.379857,-0.397742,-0.389488,-0.403596,-0.387354,-0.346207,-0.311354,-0.298821,-0.27171,-0.237529,-0.177129,-0.13402,-0.058267,-0.005529,0.02609,0.080352,0.118928,0.126035,0.172346,0.210108,0.248613,0.273918,0.296171,0.322702,0.336899,0.36919,0.407242,0.432978,0.47322,0.485817,0.49928,0.502447,0.496073,0.466292,0.428367,2
1.080302,1.07949,1.067993,1.066748,1.051849,1.059119,1.056189,1.027683,0.990233,0.934412,0.888909,0.846298,0.86906,0.903373,0.919015,0.890146,0.877314,0.825533,0.779724,0.72484,0.685299,0.686972,0.682809,0.679078,0.662432,0.634933,0.598521,0.522177,0.408334,0.282165,0.163555,0.074607,0.021487,-0.012399,-0.021187,-0.033733,-0.003939,0.067304,0.142361,0.212867,0.300721,0.40094,0.489343,0.574258,0.658948,0.729755,0.783872,0.804805,0.773541,0.732633,0.187949,0.165897,0.120698,0.08068,0.032291,-0.014506,-0.057247,-0.092401,-0.142572,-0.216951,-0.349644,-0.421793,-0.509316,-0.608641,-0.724106,-0.829019,-0.874804,-0.903788,-0.891871,-0.873415,-0.840314,-0.807529,-0.758293,-0.715969,-0.678036,-0.644141,-0.609441,-0.57693,-0.545287,-0.505366,-0.472376,-0.42626,-0.323613,-0.192541,-0.095225,0.006848,0.053877,0.092222,0.10025,0.079216,0.034424,-0.022102,-0.059124,-0.105415,-0.151668,-0.187007,-0.221943,-0.24681,-0.278941,-0.341643,-0.423828,-0.543255,-0.645442,-0.776543,-0.884236,-0.974854,-1.035689,-1.052097,-1.091052,-1.115841,-1.12662,-1.177506,-1.207287,-1.189353,-1.135332,-1.116553,-1.055081,-1.028408,-0.985931,-0.931588,-0.880211,-0.832545,-0.797321,-0.750034,-0.725032,-0.663408,-0.55221,-0.423455,-0.295331,-0.165924,-0.07141,-0.060529,-0.078678,-0.10571,-0.163102,-0.192482,-0.230504,-0.263451,-0.289635,-0.320857,-0.335986,-0.351921,-0.307676,-0.236241,-0.20349,-0.120031,-0.00881,0.116096,0.257196,0.39709,0.496987,0.553557,0.611569,0.664097,2
0.956468,1.040958,1.126613,1.186225,1.236471,1.239632,1.25091,1.277173,1.282322,1.251754,1.22624,1.167747,1.095416,1.028775,0.969144,0.900264,0.844571,0.805953,0.767534,0.734563,0.685973,0.626386,0.549518,0.466122,0.377017,0.308981,0.232856,0.187988,0.129174,0.078888,0.048006,0.074579,0.126982,0.205236,0.272631,0.332448,0.407815,0.520124,0.64221,0.74584,0.808747,0.815011,0.78229,0.739081,0.684132,0.617996,0.552448,0.494985,0.428394,0.36596,-0.396175,-0.505419,-0.626684,-0.763418,-0.885404,-0.986137,-1.032637,-1.056158,-1.061505,-1.018388,-0.976699,-0.93279,-0.891856,-0.841192,-0.810062,-0.754515,-0.644673,-0.520904,-0.374428,-0.258056,-0.116389,-0.053673,-0.030861,-0.011135,0.019234,0.038861,0.073329,0.093394,0.128137,0.157896,0.18388,0.223093,0.232631,0.223871,0.167247,0.124558,0.01648,-0.067064,-0.21665,-0.341961,-0.455057,-0.563281,-0.69287,-0.834952,-0.946706,-1.072469,-1.131157,-1.164615,-1.205286,-1.236338,-1.276686,-1.327841,-1.357599,-1.372199,-1.358612,-1.310294,-1.23744,-1.138431,-1.05937,-0.962018,-0.866756,-0.722117,-0.580852,-0.464918,-0.338125,-0.21304,-0.099394,0.026535,0.140442,0.2456,0.335827,0.378292,0.384204,0.342108,0.274094,0.171102,0.055795,-0.076231,-0.188115,-0.322921,-0.444704,-0.550216,-0.616181,-0.673673,-0.713696,-0.751963,-0.778021,-0.820289,-0.84508,-0.808226,-0.695876,-0.571232,-0.438284,-0.309798,-0.205154,-0.133112,-0.084595,-0.036983,0.003207,0.045702,0.079029,0.15137,0.263596,0.386026,2
0.625303,0.571286,0.520399,0.474186,0.416756,0.344203,0.297904,0.236605,0.179011,0.127573,0.066596,0.017541,-0.055758,-0.14805,-0.278346,-0.398976,-0.524504,-0.595811,-0.674516,-0.690871,-0.667199,-0.619057,-0.569053,-0.516927,-0.450534,-0.385167,-0.306887,-0.231503,-0.166035,-0.099859,-0.000849,0.098001,0.1986,0.296666,0.422388,0.552245,0.694207,0.822126,0.960154,1.104083,1.224787,1.320466,1.413654,1.467514,1.514636,1.575088,1.616529,1.660254,1.696525,1.714607,1.742806,1.645972,1.542383,1.422947,1.323185,1.208858,1.098203,0.976674,0.855566,0.733328,0.61511,0.484577,0.355797,0.225891,0.10465,-0.024951,-0.15467,-0.296923,-0.376,-0.476029,-0.587547,-0.719702,-0.836606,-0.956705,-1.020196,-1.067293,-1.10658,-1.138143,-1.127152,-1.100847,-1.05295,-1.021571,-0.978441,-0.940168,-0.903426,-0.845815,-0.797388,-0.70852,-0.599731,-0.501653,-0.384887,-0.286779,-0.180604,-0.062866,0.039846,0.151526,0.282082,0.369713,0.407392,0.471577,0.467274,0.437985,0.382409,0.343665,0.307729,0.261283,0.229113,0.184427,0.092496,0.003319,-0.088764,-0.207871,-0.328097,-0.444907,-0.573016,-0.701306,-0.768756,-0.798226,-0.848958,-0.865815,-0.916794,-0.947777,-0.992106,-1.024279,-1.080244,-1.126865,-1.164227,-1.135036,-1.083521,-1.073117,-1.032878,-0.973838,-0.874424,-0.755099,-0.638988,-0.52418,-0.422584,-0.316247,-0.270627,-0.238705,-0.19798,-0.149681,-0.101332,-0.056253,-0.024711,0.019953,0.085321,0.119093,0.166695,0.201455,0.220061,0.268816,0.324479,0.361041,2
1.055984,0.973578,0.851998,0.734376,0.608213,0.470672,0.348478,0.211665,0.097254,-0.028931,-0.161043,-0.275722,-0.386473,-0.51381,-0.615804,-0.698363,-0.752369,-0.816759,-0.873768,-0.877665,-0.860519,-0.858053,-0.839803,-0.78448,-0.671006,-0.534361,-0.391919,-0.265469,-0.141361,-0.019374,0.120004,0.237869,0.382075,0.504047,0.629085,0.766796,0.888296,0.996961,1.121644,1.236114,1.346036,1.448401,1.501195,1.515472,1.475577,1.445864,1.387151,1.333177,1.275768,1.224391,0.818869,0.697239,0.566889,0.431569,0.289953,0.169317,0.046499,-0.089137,-0.210687,-0.319974,-0.407162,-0.495528,-0.595522,-0.64071,-0.702537,-0.746743,-0.80447,-0.839724,-0.897428,-0.919883,-0.923301,-0.884463,-0.836978,-0.793123,-0.744432,-0.698892,-0.621099,-0.512302,-0.379768,-0.284553,-0.206023,-0.191397,-0.147377,-0.105275,-0.095454,-0.072609,-0.063065,-0.069281,-0.03695,-0.065514,-0.129524,-0.139844,-0.164424,-0.213798,-0.279054,-0.323424,-0.340442,-0.355987,-0.394051,-0.440499,-0.475136,-0.515827,-0.548614,-0.603501,-0.620294,-0.648906,-0.683939,-0.699028,-0.722453,-0.783646,-0.832358,-0.874779,-0.922151,-0.940903,-0.995411,-0.979088,-0.949778,-0.907931,-0.874921,-0.836065,-0.771777,-0.720755,-0.683776,-0.634143,-0.609211,-0.570303,-0.521616,-0.483831,-0.509956,-0.469771,-0.43496,-0.308047,-0.191499,-0.076032,0.047896,0.16522,0.271127,0.395447,0.527871,0.644508,0.769361,0.883153,1.008364,1.105594,1.23937,1.330471,1.410103,1.396899,1.349114,1.275288,1.170593,1.056305,0.934401,0.819944,2
0.845347,0.874348,0.898587,0.901341,0.925155,0.920698,0.892688,0.845003,0.79287,0.712399,0.587416,0.499892,0.378479,0.244635,0.132729,0.022474,-0.077212,-0.205577,-0.331683,-0.429752,-0.495371,-0.533354,-0.537482,-0.531548,-0.512002,-0.462889,-0.418316,-0.346185,-0.267928,-0.156175,-0.030655,0.096342,0.238103,0.366609,0.502217,0.613245,0.68921,0.775996,0.821616,0.827659,0.844041,0.846344,0.834455,0.819451,0.825113,0.81888,0.813127,0.795258,0.785801,0.779154,0.379294,0.302127,0.243224,0.155679,0.036592,-0.065428,-0.191819,-0.293866,-0.411087,-0.527047,-0.656079,-0.727656,-0.765856,-0.777442,-0.796901,-0.7911,-0.752183,-0.737474,-0.717852,-0.639784,-0.573774,-0.521244,-0.483202,-0.444115,-0.420462,-0.396175,-0.348888,-0.320247,-0.288272,-0.261144,-0.227142,-0.19131,-0.16109,-0.093889,-0.017597,0.035679,0.062104,0.082053,0.106145,0.116009,0.076571,0.037334,0.008228,-0.023981,-0.061159,-0.103294,-0.126688,-0.161581,-0.200601,-0.221171,-0.242395,-0.228919,-0.225443,-0.191078,-0.197249,-0.234997,-0.264805,-0.307913,-0.35963,-0.360995,-0.325672,-0.289867,-0.253615,-0.199914,-0.179846,-0.140732,-0.113677,-0.068124,-0.062151,-0.104438,-0.156902,-0.209459,-0.268831,-0.327385,-0.386603,-0.419317,-0.448591,-0.480695,-0.524793,-0.564301,-0.596056,-0.627495,-0.602569,-0.558351,-0.508292,-0.476771,-0.436884,-0.400372,-0.363427,-0.324394,-0.295664,-0.24833,-0.142346,-0.060618,0.024096,0.069365,0.115308,0.158892,0.20881,0.257127,0.307819,0.358798,0.39466,0.43519,2
-0.338436,-0.384597,-0.449408,-0.505469,-0.514675,-0.529521,-0.532405,-0.54259,-0.553771,-0.534806,-0.548078,-0.529764,-0.53551,-0.528474,-0.534156,-0.520023,-0.51748,-0.549782,-0.590231,-0.65081,-0.706068,-0.723011,-0.736361,-0.723266,-0.719108,-0.663153,-0.584851,-0.519864,-0.449259,-0.396837,-0.340592,-0.271879,-0.265519,-0.264127,-0.228039,-0.190953,-0.124661,-0.063988,0.015275,0.070317,0.131134,0.212995,0.267274,0.340158,0.407377,0.47454,0.530411,0.574965,0.565406,0.586606,0.244458,0.138298,0.068364,0.036317,0.018788,-0.023831,-0.073427,-0.114496,-0.163687,-0.225192,-0.251101,-0.296264,-0.334169,-0.393662,-0.399802,-0.396803,-0.363348,-0.272162,-0.147414,-0.0267,0.066643,0.193032,0.319989,0.432069,0.546763,0.675872,0.800212,0.906154,1.018501,1.125445,1.252429,1.356288,1.425404,1.493855,1.544223,1.532913,1.483067,1.458304,1.434865,1.384213,1.337045,1.316118,1.266292,1.245371,1.209809,1.143713,1.039538,0.927506,0.806287,0.670874,0.549755,0.417162,0.270908,0.152557,0.013947,-0.110488,-0.20329,-0.268089,-0.298624,-0.314995,-0.333568,-0.346727,-0.286655,-0.252659,-0.208587,-0.139354,-0.065065,0.010744,0.066383,0.111732,0.157686,0.218614,0.266148,0.315458,0.327028,0.350641,0.375584,0.334768,0.27963,0.207666,0.119677,0.045406,0.015715,-0.049301,-0.095427,-0.151631,-0.201779,-0.259463,-0.297107,-0.376858,-0.427981,-0.496221,-0.559872,-0.597169,-0.637961,-0.705411,-0.754139,-0.807233,-0.800091,-0.769204,-0.786434,-0.807607,-0.833831,-0.88793,2
