@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute target {1,2,3,4}

@data
-0.611314,-0.366462,-0.451005,-0.179337,-0.161625,0.086737,0.039545,0.433106,1.462427,1.221273,1.576083,1.24182,1.472249,2.59859,3.235006,3.139251,1.740906,0.982553,0.859286,1.047179,0.632758,0.372598,0.136814,-0.112969,0.127076,0.257124,-0.33108,-0.393947,-0.150778,-0.205684,0.486995,1.052563,0.979369,0.821201,-0.312708,-0.469473,-0.69764,-0.813977,-0.917936,-0.81441,-0.476547,-0.072881,0.292599,0.863522,1.594976,2.412742,2.845527,3.245435,3.699076,3.465265,1.766066,1.155288,0.719009,0.034711,-0.426551,-0.635938,-0.900201,-0.982269,2
-0.62228,-0.378446,-0.445519,-0.183294,-0.150489,0.083069,0.050154,0.427837,1.459541,1.24328,1.567368,1.234844,1.463569,2.588198,3.240279,3.132033,1.732357,0.987886,0.871582,1.045432,0.643865,0.374886,0.139557,-0.11156,0.130137,0.263171,-0.32203,-0.39536,-0.146927,-0.202274,0.481589,1.040623,0.974495,0.818887,-0.313035,-0.469136,-0.697486,-0.814364,-0.922141,-0.817253,-0.462938,-0.056005,0.307388,0.875999,1.6155,2.428366,2.850652,3.237996,3.683557,3.466583,1.748997,1.14562,0.710944,0.03233,-0.428266,-0.636527,-0.904498,-0.980715,2
-0.610725,-0.366563,-0.4429,-0.172841,-0.147474,0.087351,0.044459,0.431498,1.460938,1.22309,1.568019,1.244149,1.472756,2.59906,3.246502,3.038779,1.632044,0.981285,0.865087,1.052251,0.636299,0.3732,0.135869,-0.110098,0.130526,0.259781,-0.326834,-0.391978,-0.149819,-0.202231,1.045852,0.971913,0.816034,-0.316147,-0.471665,-0.697258,-0.816987,-0.932705,-0.806877,-0.48564,-0.079783,0.287514,0.857313,1.595883,2.407814,2.839235,3.231846,3.666635,3.466002,1.751452,1.147794,0.712598,0.033608,-0.429916,-0.582447,-0.793655,-0.899248,-0.980917,2
-0.613267,-0.364217,-0.459496,-0.188261,-0.15464,0.086336,0.032108,0.436025,1.42577,1.445889,1.209543,1.588804,1.237984,1.461253,2.605704,3.141768,3.237238,3.041615,1.635411,0.978933,0.860193,1.070875,0.630795,0.135702,-0.110744,0.135619,0.26653,-0.334339,-0.392491,-0.149995,-0.204709,1.064093,0.990903,0.830964,-0.305125,-0.462871,-0.69226,-0.80901,-0.920829,-0.81932,-0.487883,-0.094126,0.264785,0.833792,1.58108,2.38734,2.818756,3.213674,3.700753,3.488886,1.77509,1.168017,0.730616,0.045033,-0.420463,-0.629047,-0.892974,-0.975336,3
-0.61759,-0.370767,-0.451751,-0.18298,-0.156251,0.082454,0.033758,0.429133,1.45725,1.220262,1.573488,1.234485,1.46468,2.599632,3.244627,3.040503,1.73546,0.977312,0.858821,1.065666,0.630545,0.36878,0.131621,-0.111591,0.132625,0.265138,-0.327442,-0.391596,-0.145753,-0.19868,1.059887,0.989066,0.830486,-0.310209,-0.466714,-0.69463,-0.812017,-0.916648,-0.81838,-0.48165,-0.089556,0.271795,0.841239,1.585191,2.406733,2.842206,3.239229,3.705491,3.487354,1.776875,1.168016,0.731108,0.045116,-0.419228,-0.570762,-0.786271,-0.879404,-0.97373,3
-0.590921,-0.35787,-0.440825,0.070312,0.026308,0.412339,1.429243,1.206479,1.564366,1.206581,1.421862,2.560387,3.179936,3.220238,3.026683,1.641071,0.992584,0.873005,1.050873,0.645695,0.146535,-0.110966,0.133223,0.268364,-0.316761,-0.374719,-0.136687,-0.195166,0.500109,0.864675,1.075527,1.001211,0.84215,-0.313477,-0.472153,-0.704508,-0.823196,-0.930999,-0.818303,-0.614422,-0.219468,0.043498,0.386546,0.929315,1.635802,2.42251,3.244748,3.718777,3.487934,1.760783,1.147831,0.708193,0.025676,-0.436222,-0.586755,-0.806326,-0.908995,-1.001061,3
-0.602538,-0.368897,-0.443268,-0.188704,-0.164765,0.063517,0.018208,0.405143,1.427266,1.202991,1.560864,1.205378,1.425661,2.552778,3.113718,3.215305,2.920989,1.645624,0.996828,0.875108,1.049691,0.646807,0.147242,-0.113082,0.13089,0.267022,-0.318128,-0.373468,-0.134068,-0.19188,0.501994,0.867215,1.076113,1.001331,0.840377,-0.315656,-0.475773,-0.708111,-0.826542,-0.935836,-0.82322,-0.594475,0.07264,0.410225,0.947304,1.654978,2.436783,3.254755,3.69202,3.483753,1.747756,1.145602,0.710572,0.030348,-0.431015,-0.639925,-0.917748,-0.990219,3
-0.611566,-0.363755,-0.454721,-0.172712,-0.150759,0.087806,0.026773,0.435598,1.422015,1.442358,1.203193,1.587068,1.243654,1.472297,2.611172,3.227596,3.028397,1.730895,0.971514,0.850643,1.048236,0.629296,0.374175,0.137205,-0.107712,0.135364,0.267415,-0.330873,-0.389825,-0.148305,-0.20266,1.067949,0.832084,-0.306211,-0.463658,-0.693565,-0.810667,-0.918237,-0.823472,-0.480295,-0.083645,0.273887,0.839018,1.580449,2.39438,2.813128,3.219155,3.716943,3.493811,1.782898,1.172432,0.732736,0.04577,-0.419406,-0.570009,-0.750763,-0.880181,-0.975591,4
-0.614661,-0.363563,-0.440121,-0.174229,-0.147614,0.095028,0.044379,0.44165,1.465254,1.219986,1.57465,1.253928,1.488853,2.608055,3.236145,3.038381,1.731813,0.97462,0.85505,1.0462,0.625559,0.368578,0.130194,-0.111644,0.133797,0.264839,-0.32619,-0.389928,-0.142067,-0.194469,0.852316,1.05097,0.976448,0.817144,-0.31022,-0.466963,-0.694146,-0.810319,-0.918884,-0.822193,-0.506813,-0.138494,0.21121,0.777282,1.542628,2.371761,2.808426,3.206451,3.685714,3.485885,1.783304,1.171499,0.731892,0.044864,-0.422227,-0.63198,-0.896047,-0.978659,4
-0.609322,-0.360371,-0.445442,-0.175506,-0.15674,0.092235,0.038399,0.440574,1.286886,1.463237,1.219652,1.58041,1.253604,1.483723,2.611045,3.239256,3.022623,1.727195,0.971282,0.853591,1.045434,0.626125,0.368331,0.131847,-0.110971,0.13328,0.265278,-0.329632,-0.390878,-0.145481,-0.195091,1.056672,0.982038,0.822281,-0.305957,-0.462519,-0.691835,-0.808633,-0.916335,-0.824184,-0.508354,-0.142968,0.206549,0.774733,1.533924,2.37357,2.817865,3.224502,3.693985,3.504968,1.786203,1.174651,0.735303,0.045918,-0.420073,-0.63086,-0.894987,-0.978387,4
-0.615447,-0.364592,-0.45144,-0.179538,-0.152293,0.089762,0.031635,0.437947,1.46479,1.21554,1.580144,1.255847,1.488096,2.617132,3.143015,3.24095,3.027127,1.627489,0.97131,0.852723,1.06608,0.624442,0.369132,0.130397,-0.111364,0.13355,0.26531,-0.329616,-0.390943,-0.145981,-0.195696,1.05777,0.981297,0.820012,-0.30605,-0.462873,-0.691611,-0.808722,-0.918518,-0.820329,-0.501462,-0.132465,0.216677,0.78437,1.540456,2.360193,2.807067,3.212312,3.712179,3.490684,1.782441,0.736924,0.048687,-0.417605,-0.567331,-0.784779,-0.884193,-0.971597,4
-0.611827,-0.36142,-0.438868,-0.17437,-0.155451,0.09453,0.041007,0.442164,1.464771,1.222532,1.577687,1.258105,1.491458,2.606567,3.13997,3.239772,3.038455,1.624825,0.971985,0.854233,1.06733,0.626899,0.368888,0.131312,-0.110048,0.133139,0.265498,-0.325797,-0.389358,-0.145537,-0.194063,1.054734,0.818774,-0.309795,-0.465346,-0.692898,-0.811395,-0.925032,-0.814867,-0.507388,-0.138493,0.211591,0.781961,1.536811,2.367242,2.811806,3.218806,3.69237,3.478296,1.784851,1.174152,0.731183,0.044177,-0.421984,-0.573784,-0.789458,-0.888962,-0.977182,4
-0.614663,-0.36568,-0.447651,-0.176682,-0.15014,0.086316,0.035136,0.43441,1.431553,1.216792,1.576636,1.253469,1.486534,2.610859,3.241194,3.13424,1.731268,0.976389,0.856811,1.047797,0.627299,0.370579,0.131224,-0.111119,0.133848,0.266473,-0.326743,-0.38996,-0.145217,-0.193898,1.055025,0.980951,0.819557,-0.308864,-0.464276,-0.692298,-0.809823,-0.918192,-0.813587,-0.497735,-0.126905,0.223663,0.791525,1.550293,2.381428,2.816053,3.221488,3.702493,3.496526,1.78454,1.172783,0.733011,0.04446,-0.419986,-0.568776,-0.750132,-0.879995,-0.973432,4
-0.6169,-0.364599,-0.451084,-0.180254,-0.151095,0.092988,0.035934,0.439354,1.431471,1.450093,1.210786,1.574726,1.255209,1.491895,2.612631,3.232808,3.133982,1.730457,0.971978,0.854652,1.067285,0.62384,0.369495,0.129113,-0.111257,0.135915,0.266752,-0.327726,-0.388661,-0.14471,-0.193879,0.85827,1.057338,0.97936,0.817665,-0.308257,-0.464353,-0.692741,-0.809169,-0.919412,-0.821417,-0.499093,-0.127096,0.223382,0.791897,1.538174,2.357936,3.226371,3.704588,3.510698,1.786102,1.176923,0.737608,0.050043,-0.417676,-0.627116,-0.885297,-0.972803,4
-0.609603,-0.36053,-0.444477,-0.184601,-0.155472,0.088993,0.035244,0.437223,1.460557,1.209195,1.574672,1.26009,1.495678,2.607628,3.202138,3.232073,3.038559,1.631353,0.972032,0.851559,1.050402,0.625107,0.372811,0.129786,-0.112325,0.132739,0.26591,-0.323201,-0.387245,-0.142616,-0.192115,1.059943,0.821531,-0.308416,-0.465802,-0.693577,-0.811831,-0.923751,-0.814697,-0.488184,-0.115831,0.233337,0.797549,1.544944,2.358305,2.797946,3.200407,3.699237,3.477184,1.770719,1.164209,0.726474,0.042273,-0.422529,-0.574601,-0.753926,-0.87631,-0.976613,4
-0.611809,-0.361385,-0.447569,-0.186447,-0.148262,0.087772,0.033393,0.437424,1.288048,1.458841,1.21007,1.580255,1.255897,1.49154,2.60611,3.135466,3.231682,3.036154,1.628086,0.971944,0.852888,1.049393,0.625478,0.369514,0.130748,-0.110415,0.134086,0.26739,-0.327787,-0.389135,-0.143024,-0.195126,1.061681,0.823058,-0.307356,-0.463847,-0.69247,-0.808947,-0.918802,-0.815235,-0.500266,-0.132358,0.215533,0.784461,1.534133,2.368536,3.228302,3.707896,3.491265,1.783905,1.175157,0.736068,0.045317,-0.42135,-0.57132,-0.752459,-0.882631,-0.97824,4
-0.609103,-0.358997,-0.445657,-0.184569,-0.147323,0.091114,0.039341,0.443878,1.436116,1.456954,1.213854,1.58105,1.260004,1.496955,2.614714,3.2337,3.129826,1.730567,0.969808,0.851007,1.064867,0.624675,0.369946,0.13108,-0.110741,0.133948,0.265723,-0.327876,-0.389882,-0.143991,-0.194753,1.058116,0.981259,0.819197,-0.306905,-0.463017,-0.691015,-0.808408,-0.916939,-0.825185,-0.507608,-0.141242,0.206413,0.773713,1.529928,2.358128,3.218557,3.711418,3.483015,1.787913,1.174424,0.734212,0.043658,-0.422471,-0.572413,-0.754415,-0.884661,-0.981672,4
-0.614344,-0.364689,-0.446637,-0.186484,-0.148137,0.090408,0.036954,0.43896,1.289474,1.463775,1.211126,1.574506,1.265457,1.499474,2.605658,3.223609,3.048338,1.73355,0.974485,0.853295,1.050644,0.627774,0.372191,0.127463,-0.111556,0.133517,0.26691,-0.324907,-0.389114,-0.143762,-0.193802,1.060821,0.819901,-0.310046,-0.466615,-0.694614,-0.811873,-0.924,-0.823984,-0.486461,-0.110682,0.23935,0.803343,1.559261,2.381569,2.813213,3.213126,3.663199,3.478415,1.770128,1.166389,0.72916,0.044224,-0.422767,-0.573679,-0.789132,-0.88923,-0.976499,4
-0.611069,-0.360657,-0.444694,-0.183424,-0.153305,0.09442,0.044395,0.443304,1.290399,1.461471,1.205556,1.570551,1.262854,1.500263,2.610146,3.142637,3.231266,3.02871,1.731321,0.970199,0.852609,1.049377,0.622926,0.342466,0.125908,-0.111706,0.132829,0.265597,-0.328568,-0.388989,-0.145901,-0.194673,1.057366,0.815485,-0.3071,-0.464803,-0.693212,-0.808818,-0.918921,-0.816485,-0.508608,-0.136973,0.214913,0.782866,1.536521,2.369873,2.816245,3.229413,3.701027,3.487369,1.781596,1.171102,0.73211,0.044323,-0.420741,-0.630443,-0.894592,-0.977633,4
-0.607492,-0.364653,-0.443364,-0.171503,-0.150353,0.089107,0.043488,0.432101,1.280442,1.458515,1.223083,1.56895,1.245628,1.477835,2.598794,3.242075,3.139297,1.733332,0.974261,0.856648,1.06543,0.632817,0.36763,0.127631,-0.114329,0.126037,0.258083,-0.327985,-0.390233,-0.146962,-0.203167,1.049542,0.976931,0.819298,-0.3125,-0.46926,-0.698148,-0.814098,-0.915466,-0.80712,-0.498952,-0.090215,0.27886,0.854268,1.594533,2.404425,2.841171,3.231521,3.672826,3.499633,1.764857,1.155332,0.715165,0.031924,-0.430173,-0.638746,-0.897457,-0.985825,4
