@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute target {1,2}

@data
-0.41095,-0.371083,-0.209578,-0.005751,0.218171,0.422502,0.610812,0.750901,0.778698,0.826758,0.698652,0.55348,0.410648,0.247571,0.051778,-0.103349,-0.306597,-0.412433,-0.438871,-0.278457,-0.073386,0.121768,0.358484,0.596653,0.822595,1.074996,1.202179,1.029199,0.854033,0.804252,0.795808,0.811101,0.90393,0.977393,0.928529,0.672715,0.404792,0.196636,-0.014458,-0.29623,-0.383137,-0.455817,-0.454514,-0.550802,-0.652016,-0.715062,-0.798749,-0.845874,-0.809389,-0.726365,-0.631749,-0.533772,-0.416846,-0.353749,-0.351076,-0.429292,-0.501912,-0.605577,-0.702148,-0.770861,-0.819741,-0.818277,-0.716757,-0.620371,-0.540035,1
-0.779712,-0.574981,-0.350582,-0.09755,0.107549,0.311008,0.54669,0.65087,0.767412,0.859288,0.804194,0.736493,0.632919,0.551713,0.460595,0.211136,-0.018954,-0.207789,-0.405547,-0.602381,-0.55384,-0.429527,-0.186081,0.063279,0.324073,0.597608,0.818739,0.938277,0.87774,0.807307,0.92375,0.962299,0.999796,1.011541,0.944491,0.722984,0.44699,0.169358,-0.083401,-0.284684,-0.614907,-0.073874,-0.15952,-0.400457,-0.576187,-0.801323,-0.971168,-1.095056,-0.904656,-0.684473,-0.476024,-0.270928,-0.096338,0.104531,-0.04919,-0.322275,-0.524021,-0.771102,-0.974183,-1.011829,-0.847492,-0.619909,-0.40948,-0.167084,0.043876,2
-0.672768,-0.544536,-0.341749,-0.270954,0.047683,0.254084,0.521948,0.639038,0.790925,0.96717,0.924008,0.889459,0.794558,0.547424,0.450634,0.249395,0.001458,-0.245624,-0.486067,-0.567453,-0.445249,-0.263891,-0.018475,0.205717,0.433332,0.338317,0.479431,0.788748,0.939609,0.887716,0.912286,0.91502,0.966406,0.99342,0.993732,0.642202,0.426846,0.144636,-0.118852,-0.413377,-0.573561,-0.096152,-0.160421,-0.359115,-0.550321,-0.784332,-1.010008,-1.060928,-0.892475,-0.665887,-0.474824,-0.287944,-0.051372,0.084242,-0.059756,-0.265505,-0.469776,-0.665595,-0.880923,-0.988158,-0.908527,-0.734375,-0.525079,-0.308314,-0.067105,2
-0.727067,-0.555852,-0.343436,-0.24547,-0.053817,0.154775,0.412891,0.497427,0.548032,0.758043,0.933206,0.938215,0.840099,0.760068,0.528536,0.356046,0.133543,-0.040292,-0.30597,-0.523136,-0.618023,-0.542458,-0.299131,-0.061881,0.205371,0.481172,0.755388,0.950389,0.932756,0.855756,0.917675,0.9725,1.034547,1.129726,0.979276,0.685508,0.416401,0.110936,-0.160866,-0.429232,-0.675642,-0.052804,-0.097898,-0.28494,-0.525808,-0.750603,-0.952224,-1.000641,-0.923796,-0.700265,-0.449362,-0.185916,0.027465,-0.041543,-0.188443,-0.417298,-0.616978,-0.795192,-0.913244,-0.916918,-0.782099,-0.574679,-0.371951,-0.174135,-0.016742,2
-0.417025,-0.320546,-0.115286,0.108632,0.249643,0.406169,0.481479,0.5672,0.601251,0.586694,0.533216,0.414453,0.347964,0.168024,-0.030996,-0.209116,-0.357042,-0.511557,-0.440387,-0.22698,0.02615,0.279946,0.561534,0.748142,0.975992,1.109617,0.986504,0.801008,0.640336,0.585112,0.768393,0.982096,1.076808,1.138804,0.978659,0.724272,0.470544,0.215692,-0.049461,-0.325945,-0.378063,-0.344004,-0.454243,-0.589836,-0.725031,-0.847444,-0.929648,-0.828009,-0.727787,-0.613749,-0.459195,-0.321397,-0.25805,-0.262081,-0.391435,-0.568147,-0.674935,-0.816666,-0.961093,-0.887414,-0.75604,-0.582016,-0.495598,-0.36421,-0.293905,1
-0.572236,-0.521483,-0.295992,-0.061839,0.189438,0.39545,0.562483,0.689171,0.799191,0.832336,0.855481,0.796966,0.73725,0.617721,0.468276,0.328511,0.162566,-0.026,-0.257837,-0.450818,-0.48836,-0.364572,-0.16478,0.020747,0.26036,0.495969,0.768598,0.904599,0.880916,0.873743,0.873315,0.968844,0.938638,0.99215,0.872643,0.744845,0.461332,0.190323,-0.067101,-0.279051,-0.500102,-0.149219,-0.210169,-0.232035,-0.406604,-0.620577,-0.828664,-0.960361,-1.086745,-0.92045,-0.757243,-0.557692,-0.387145,-0.147162,-0.218849,-0.375456,-0.500372,-0.705646,-0.878882,-0.933964,-0.840022,-0.714341,-0.573627,-0.393508,-0.232953,2
-0.655185,-0.532642,-0.31809,-0.086879,0.114113,0.345876,0.498287,0.677083,0.737036,0.782855,0.743964,0.686941,0.601969,0.380591,0.31406,0.11845,-0.074245,-0.291048,-0.378919,-0.529542,-0.475427,-0.309889,-0.095951,0.142113,0.409693,0.667904,0.937917,0.994906,0.850167,0.79118,0.88994,0.824668,0.90968,1.045782,1.038162,0.774566,0.495099,0.167391,-0.098289,-0.390602,-0.623078,-0.180808,-0.329596,-0.588632,-0.740442,-0.990785,-1.061444,-0.947828,-0.702857,-0.501918,-0.273283,-0.020854,0.233986,0.055171,-0.130392,-0.371356,-0.591138,-0.848968,-1.060306,-0.942467,-0.73085,-0.663704,-0.460319,-0.226184,-0.005634,1
-0.769016,-0.611235,-0.405809,-0.172163,0.08276,0.312231,0.559826,0.687339,0.8195,0.804263,0.832955,0.824477,0.735703,0.620505,0.47857,0.304742,0.08692,-0.143914,-0.416299,-0.565078,-0.581138,-0.437362,-0.244585,-0.004848,0.245251,0.47932,0.748361,0.965027,0.938593,0.920903,0.855746,0.934193,0.949233,1.00148,0.982596,0.721364,0.41705,0.123946,-0.159966,-0.375783,-0.622904,-0.082267,-0.121043,-0.394566,-0.540592,-0.738816,-0.94931,-1.009014,-0.889028,-0.725657,-0.499985,-0.255635,-0.108566,0.035621,-0.074595,-0.268716,-0.47134,-0.719022,-0.880307,-0.943585,-0.898493,-0.691893,-0.469455,-0.225542,-0.000946,2
-0.72428,-0.680967,-0.428385,-0.186048,0.069695,0.339638,0.528696,0.67953,0.816493,0.885871,0.899664,0.832113,0.741136,0.591379,0.479376,0.265832,0.094475,-0.153513,-0.393524,-0.5937,-0.650062,-0.491521,-0.260796,0.006343,0.27479,0.519649,0.75186,1.014584,1.015608,1.05157,0.947653,0.923832,0.908425,1.052346,0.966914,0.695489,0.428899,0.129064,-0.156441,-0.417728,-0.695489,-0.189011,-0.283562,-0.495153,-0.576034,-0.593168,-0.720583,-0.873901,-0.962909,-0.791222,-0.593416,-0.434889,-0.17183,-0.050733,-0.11144,-0.276181,-0.447258,-0.652359,-0.819879,-0.852111,-0.762578,-0.563824,-0.526965,-0.289851,-0.03961,2
-0.4976,-0.434494,-0.261357,-0.039432,0.206934,0.420191,0.62434,0.761848,0.895948,1.011502,0.905648,0.775261,0.642078,0.488831,0.301286,0.161405,-0.010992,-0.248014,-0.429997,-0.485632,-0.480201,-0.341491,-0.101465,0.075178,0.32543,0.547834,0.799736,1.003606,0.924358,0.853852,0.880416,0.987565,1.072043,1.095814,0.904166,0.638949,0.411554,0.147974,-0.063622,-0.319323,-0.501138,-0.371368,-0.471566,-0.588217,-0.749165,-0.798585,-0.849191,-0.90489,-0.779669,-0.654974,-0.557439,-0.457191,-0.347936,-0.153204,-0.119561,-0.269058,-0.396747,-0.567351,-0.690917,-0.812018,-0.892594,-0.778962,-0.644906,-0.46706,-0.326421,1
-0.85485,-0.599857,-0.376331,-0.11496,0.151734,0.195748,0.434542,0.58121,0.777025,0.958615,0.953889,0.880671,0.768939,0.651129,0.391953,0.288776,0.091826,-0.029882,-0.109505,-0.358871,-0.553214,-0.588627,-0.423115,-0.179301,0.088098,0.354895,0.611032,0.881625,0.965445,0.985147,0.977055,0.967762,1.007415,0.996897,0.88941,0.644659,0.422876,0.129945,-0.126221,-0.406525,-0.646548,-0.087931,-0.055265,-0.337923,-0.491335,-0.720769,-0.953706,-1.034196,-0.88411,-0.687096,-0.461052,-0.255477,-0.049555,0.064888,-0.066226,-0.288043,-0.511431,-0.732925,-0.885433,-0.912062,-0.835736,-0.642941,-0.523675,-0.289145,-0.039374,2
-0.833285,-0.6053,-0.38376,-0.19455,-0.140173,0.12905,0.402868,0.601568,0.792166,0.865582,0.91588,0.897372,0.752535,0.551793,0.470327,0.270075,0.089287,-0.177131,-0.421675,-0.606875,-0.633866,-0.485781,-0.248457,0.011121,0.286537,0.541773,0.816489,0.968319,0.986114,0.877785,0.986603,0.952931,1.003199,0.837772,0.677771,0.773825,0.485268,0.19745,-0.084582,-0.374236,-0.638895,-0.096319,-0.088952,-0.332716,-0.545384,-0.711711,-0.917348,-1.009957,-0.865276,-0.647907,-0.455132,-0.276569,-0.048694,0.039387,-0.043703,-0.202249,-0.382135,-0.61959,-0.815233,-0.921568,-0.838744,-0.697493,-0.537693,-0.270495,-0.027413,2
-0.753256,-0.58793,-0.407369,-0.149532,0.131252,0.230651,0.42037,0.640583,0.801245,0.9087,0.951445,0.829154,0.724574,0.54825,0.371002,0.162353,-0.04304,-0.283421,-0.498458,-0.650398,-0.556027,-0.399609,-0.138683,0.116775,0.387992,0.649051,0.903433,0.961528,1.027574,0.976552,1.060412,1.012133,1.002571,0.968676,0.786114,0.526085,0.286782,0.024786,-0.220319,-0.462873,-0.664768,-0.142527,-0.150635,-0.27657,-0.491669,-0.671463,-0.851291,-1.007117,-0.916354,-0.720209,-0.516801,-0.298403,-0.160947,-0.073182,-0.187049,-0.346768,-0.536274,-0.733926,-0.805696,-0.803413,-0.728299,-0.550654,-0.373928,-0.221365,-0.029821,2
-0.517523,-0.355872,-0.266409,-0.179726,0.090063,0.374887,0.619085,0.798586,0.936507,1.009716,1.110591,1.063141,1.019738,0.79714,0.609019,0.382705,0.277214,0.173681,0.035635,-0.049798,-0.186159,-0.347522,-0.529547,-0.338701,-0.119192,0.139444,0.409038,0.680431,0.78849,0.789303,0.676436,0.647957,0.668327,0.781504,0.817859,0.792773,0.616546,0.331542,0.056887,-0.209137,-0.374163,-0.345625,-0.374367,-0.494322,-0.587348,-0.787968,-0.952036,-1.074481,-0.910811,-0.734876,-0.519253,-0.33805,-0.165885,0.003437,-0.152129,-0.326358,-0.492708,-0.646291,-0.776811,-0.828589,-0.782752,-0.869502,-0.797842,-0.640841,-0.425087,1
-0.692522,-0.518193,-0.315068,-0.068764,0.160206,0.358593,0.636092,0.752974,0.927985,0.900488,0.883459,0.735118,0.621228,0.493848,0.219663,0.111375,-0.100224,-0.270984,-0.528783,-0.532282,-0.422063,-0.23019,0.025545,0.258217,0.530711,0.776514,0.952393,1.019517,0.949077,0.954973,1.086485,1.020102,0.953426,0.858261,0.613857,0.487168,0.228494,0.149399,-0.123743,-0.402015,-0.632599,-0.309879,-0.357139,-0.471283,-0.640172,-0.785306,-0.888218,-0.870485,-0.829903,-0.639959,-0.475506,-0.321236,-0.08644,0.025326,-0.141746,-0.321111,-0.455784,-0.641676,-0.8056,-0.880437,-0.875861,-0.74468,-0.603434,-0.433061,-0.274148,2
-0.481806,-0.386657,-0.204277,-0.005066,-0.041751,0.25008,0.502805,0.666301,0.788005,0.940763,0.932733,0.899264,0.81171,0.635722,0.552583,0.401003,0.297402,0.028633,-0.213173,-0.443632,-0.530759,-0.466052,-0.301456,-0.084875,0.15964,0.423429,0.566715,0.75011,0.895563,0.919176,0.845812,0.850399,0.88832,0.84385,0.892819,0.732966,0.448346,0.196134,-0.081097,-0.269866,-0.428732,-0.334981,-0.453586,-0.59141,-0.703773,-0.907458,-0.998727,-0.916367,-0.728658,-0.596024,-0.405552,-0.189833,-0.006782,0.081202,-0.074461,-0.243652,-0.492713,-0.631061,-0.814434,-0.93491,-0.95314,-0.826806,-0.671813,-0.50819,-0.277957,2
-0.544964,-0.434431,-0.254887,-0.07974,0.150952,0.337394,0.536441,0.660262,0.7482,0.873753,0.868707,0.820219,0.731535,0.611964,0.38872,0.268998,0.090787,-0.088183,-0.256088,-0.449353,-0.516978,-0.422163,-0.225101,0.022673,0.271044,0.522494,0.779128,0.978516,0.989621,0.91885,0.910365,0.934033,1.0588,1.110319,0.914976,0.641142,0.389103,0.129625,-0.119429,-0.372595,-0.496454,-0.356324,-0.457587,-0.541219,-0.676984,-0.837832,-0.893538,-0.824233,-0.698961,-0.582239,-0.463357,-0.331308,-0.182961,-0.166103,-0.264707,-0.405288,-0.53715,-0.681809,-0.840655,-0.894321,-0.799437,-0.674568,-0.574912,-0.428401,-0.284358,2
-0.692501,-0.618495,-0.395877,-0.156191,0.120804,0.268996,0.504356,0.684534,0.7305,0.804133,0.88724,0.86546,0.767762,0.62801,0.378297,0.200989,0.068399,-0.129898,-0.37123,-0.562095,-0.579062,-0.475004,-0.238545,0.018238,0.286946,0.567224,0.850424,0.867106,0.892718,0.882872,0.915633,0.939173,0.97104,1.01467,0.98251,0.657962,0.377422,0.091666,-0.158705,-0.437158,-0.612078,-0.06182,-0.049638,-0.243252,-0.526579,-0.733581,-0.952548,-1.08519,-0.924003,-0.70983,-0.47066,-0.176876,-0.032212,-0.004639,-0.157645,-0.390137,-0.553007,-0.805913,-0.941628,-0.91172,-0.752615,-0.612968,-0.477316,-0.232253,0.007787,2
-0.786734,-0.665609,-0.43557,-0.164902,0.087541,0.312059,0.602395,0.775964,0.89383,0.943953,0.877891,0.74521,0.559377,0.39732,0.313827,0.100184,-0.124981,-0.339361,-0.547196,-0.601769,-0.466306,-0.297681,-0.045769,0.208539,0.460426,0.707799,0.865786,0.877189,0.975625,0.953509,0.930859,0.955391,0.997016,0.937538,0.780096,0.55052,0.282214,0.039673,-0.194448,-0.441003,-0.676011,-0.11291,-0.162164,-0.322405,-0.515162,-0.712073,-0.913757,-0.968998,-0.864142,-0.70072,-0.460322,-0.225384,-0.070045,0.006704,-0.127406,-0.298053,-0.436975,-0.682411,-0.860958,-0.891942,-0.710925,-0.576191,-0.444415,-0.252931,-0.040809,2
-0.824086,-0.663873,-0.397883,-0.124011,0.136631,0.254515,0.510517,0.669085,0.797485,0.913866,0.896863,0.821009,0.658884,0.472583,0.365562,0.18868,-0.033312,-0.259409,-0.480893,-0.650859,-0.592135,-0.407278,-0.185419,0.090287,0.34557,0.61336,0.820545,0.967784,0.976194,0.877654,0.962355,0.992643,0.945488,0.960231,0.942271,0.684955,0.37771,0.145502,-0.146034,-0.400175,-0.68759,-0.088601,-0.017534,-0.248783,-0.428663,-0.648405,-0.866491,-1.048185,-1.045638,-0.765691,-0.556076,-0.337475,-0.145878,-0.082353,-0.003208,-0.099484,-0.259211,-0.521125,-0.76106,-0.937639,-0.970048,-0.807924,-0.539849,-0.3196,-0.03635,2
-0.726136,-0.576834,-0.33847,-0.069926,0.148236,0.390082,0.582797,0.749652,0.828231,0.877977,0.857895,0.673483,0.434308,0.321541,0.456188,0.231708,0.084079,-0.211897,-0.332203,-0.576501,-0.579931,-0.497474,-0.247222,0.015293,0.294442,0.578352,0.814786,0.907704,0.87066,0.907544,0.92743,0.954768,0.99246,1.096844,0.976628,0.687488,0.402687,0.147461,-0.104109,-0.401611,-0.622993,-0.07024,-0.014646,-0.126771,-0.351826,-0.6139,-0.890869,-1.040214,-1.064726,-0.839087,-0.615796,-0.392212,-0.125126,-0.015617,-0.044079,-0.231935,-0.40958,-0.691855,-0.841808,-0.968628,-0.909372,-0.711955,-0.569229,-0.322347,-0.0636,2
-0.834413,-0.657783,-0.475244,-0.234433,0.02593,0.267961,0.5074,0.72144,0.873218,0.940535,0.976319,0.849211,0.764088,0.50966,0.272885,0.071806,-0.178648,-0.43963,-0.525292,-0.635785,-0.561669,-0.373418,-0.12587,0.132893,0.385869,0.642955,0.902041,0.978924,0.973597,0.956054,1.00623,0.947809,0.943468,0.945677,0.773832,0.623699,0.370152,0.106109,-0.141846,-0.400701,-0.668363,-0.087792,-0.057572,-0.248646,-0.471988,-0.652677,-0.873548,-0.979873,-0.888186,-0.771093,-0.544344,-0.296493,-0.121589,-0.009745,-0.116873,-0.330253,-0.464769,-0.691031,-0.81012,-0.840985,-0.700983,-0.571776,-0.426243,-0.225924,-0.03416,2
-0.733667,-0.590168,-0.380836,-0.129033,0.108774,0.370459,0.666024,0.902385,1.058722,1.176287,1.207312,1.172082,1.10747,0.964927,0.78927,0.549544,0.353311,0.098757,-0.011036,-0.12123,-0.334839,-0.509334,-0.556767,-0.403605,-0.186671,0.039218,0.309329,0.557475,0.60777,0.650222,0.599448,0.597155,0.606343,0.696628,0.81951,0.57236,0.403194,0.129979,-0.118557,-0.351581,-0.566203,-0.129209,-0.116808,-0.256522,-0.505081,-0.744668,-0.949495,-1.003071,-0.863972,-0.650057,-0.456149,-0.271744,-0.100875,-0.061751,-0.209949,-0.416098,-0.629248,-0.785902,-0.877944,-0.853047,-0.753658,-0.636811,-0.468229,-0.305595,-0.074543,2
-0.683204,-0.594396,-0.398035,-0.166736,0.084831,0.344029,0.593932,0.766992,0.875557,0.926745,0.91507,0.833316,0.671391,0.491606,0.40522,0.208218,0.000699,-0.181198,-0.389285,-0.535861,-0.515184,-0.384375,-0.182395,0.018797,0.248224,0.513663,0.777896,0.953296,0.982961,0.9054,0.934009,0.970706,1.015835,1.058602,0.826174,0.56005,0.315447,0.053916,-0.205852,-0.429164,-0.654306,-0.136713,-0.073712,-0.294962,-0.475498,-0.690732,-0.900132,-1.002362,-0.941426,-0.721733,-0.523015,-0.305947,-0.016436,-0.017655,-0.173696,-0.346419,-0.568089,-0.73036,-0.857096,-0.879359,-0.771989,-0.637722,-0.503407,-0.291186,-0.072947,2
