@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute target {1,2,3}

@data
-1.118365,-1.187297,-1.130327,-0.914324,-0.847983,-0.82551,-0.539393,-0.222843,-0.387508,-0.824767,-1.022471,-1.016911,-0.880956,-1.15219,-1.350658,-1.264699,-1.219244,-1.267427,-1.442297,-1.546002,-1.510723,-1.38803,-1.179471,-0.959992,-0.788682,-0.815637,-0.959324,-1.044441,-1.091296,-1.031465,-0.930294,-0.773998,-0.78219,-1.099589,-1.219002,-1.276524,-1.290258,-1.223733,-1.080912,-0.54672,0.324004,0.28513,-0.16971,-0.582269,-0.880563,-0.792742,-0.436186,-0.42476,-0.642783,-1.020399,-0.765548,-0.150608,0.967944,2.191227,3.433172,4.852119,6.188541,5.965928,5.087724,4.923745,5.267235,6.223438,7.871834,10.533724,13.78629,16.177341,16.015527,14.066861,11.284163,7.796462,4.701755,1.847962,-0.546192,-2.261015,-3.454047,-4.262945,-4.869823,-5.413391,-5.919594,-6.253883,-6.502052,-6.655966,-6.805327,-6.931181,-7.027989,-7.089955,-7.15176,-7.183751,-7.208113,-7.236127,1
-1.069054,-1.154862,-1.091923,-0.883823,-0.788628,-0.762042,-0.477449,-0.162676,-0.334321,-0.79174,-1.040496,-1.04824,-0.929278,-1.22248,-1.396365,-1.280835,-1.201339,-1.222986,-1.411221,-1.500893,-1.444784,-1.320463,-1.122816,-0.92033,-0.778833,-0.839593,-0.955128,-1.04407,-1.059482,-1.031513,-0.92242,-0.75246,-0.777316,-1.08755,-1.222594,-1.28157,-1.301155,-1.250399,-1.082686,-0.536335,0.305557,0.305918,-0.184787,-0.593489,-0.898158,-0.786749,-0.455667,-0.458561,-0.65948,-1.031793,-0.795958,-0.168795,0.931882,2.190184,3.428653,4.899593,6.242698,5.938095,4.996097,4.884717,5.221093,6.206012,7.870859,10.59778,13.787006,16.06421,16.174919,14.096114,11.190115,7.747101,4.621837,1.801664,-0.570789,-2.284934,-3.446015,-4.251105,-4.845229,-5.402694,-5.924637,-6.270042,-6.516768,-6.689409,-6.826852,-6.942791,-7.031785,-7.099579,-7.159739,-7.208453,-7.231137,-7.264563,1
-1.214386,-1.292748,-1.227831,-1.013581,-0.867442,-0.802608,-0.475802,-0.16591,-0.319499,-0.782793,-1.057993,-1.096473,-0.988695,-1.28037,-1.434391,-1.304723,-1.218612,-1.243625,-1.448913,-1.557839,-1.488241,-1.353039,-1.132128,-0.904045,-0.741756,-0.808986,-0.936865,-1.023241,-1.036274,-0.995715,-0.881994,-0.708399,-0.746321,-1.083513,-1.223077,-1.293954,-1.30482,-1.253768,-1.055949,-0.471144,0.438685,0.437323,-0.113923,-0.555638,-0.869294,-0.732666,-0.387438,-0.406578,-0.626608,-1.042464,-0.772619,-0.098568,1.094172,2.485559,3.807839,5.353848,6.784881,6.345314,5.138821,4.884988,5.108973,6.025206,7.665597,10.379675,13.636754,16.02849,16.248974,13.94872,11.002776,7.599964,4.408123,1.613858,-0.793135,-2.456024,-3.580249,-4.330858,-4.8941,-5.415264,-5.948287,-6.288303,-6.530683,-6.690596,-6.828906,-6.935117,-7.021741,-7.084624,-7.146452,-7.192098,-7.211405,-7.247442,1
-1.212536,-1.299718,-1.228939,-1.011764,-0.874894,-0.799208,-0.4873,-0.170087,-0.323974,-0.788892,-1.045257,-1.088583,-0.991137,-1.289428,-1.452041,-1.329348,-1.246707,-1.260135,-1.464833,-1.561113,-1.489139,-1.35674,-1.127939,-0.904882,-0.743477,-0.801642,-0.927995,-1.018675,-1.019347,-0.981814,-0.855897,-0.692485,-0.735072,-1.070495,-1.220594,-1.282878,-1.297933,-1.246585,-1.050857,-0.458624,0.473619,0.461815,-0.102377,-0.539765,-0.85961,-0.727715,-0.386307,-0.400259,-0.628034,-1.028155,-0.764438,-0.07561,1.138854,2.521654,3.849429,5.381759,6.846009,6.423736,5.142626,4.900627,5.104544,6.053757,7.681956,10.457117,13.674014,15.951743,16.177119,13.856579,10.962044,7.558436,4.398815,1.583878,-0.804778,-2.474406,-3.598406,-4.361121,-4.942849,-5.457001,-5.968935,-6.300902,-6.537602,-6.701839,-6.834096,-6.945726,-7.030983,-7.090755,-7.153225,-7.197553,-7.224472,-7.254249,1
-1.177335,-1.25346,-1.178033,-0.950916,-0.797167,-0.706953,-0.363266,-0.032212,-0.17555,-0.628284,-0.910371,-0.94361,-0.863922,-1.161705,-1.317154,-1.201185,-1.12938,-1.169778,-1.37873,-1.494253,-1.434477,-1.296873,-1.06388,-0.840492,-0.669931,-0.732896,-0.907625,-1.024449,-1.033997,-0.999727,-0.879698,-0.720776,-0.769837,-1.111639,-1.256161,-1.321287,-1.334942,-1.278557,-1.089664,-0.5191,0.38475,0.367181,-0.18631,-0.60957,-0.903128,-0.768324,-0.41248,-0.41053,-0.63802,-1.090566,-0.850307,-0.194541,0.993771,2.366883,3.643839,5.20797,6.659496,6.214392,5.066081,4.817156,5.045099,5.977019,7.636518,10.360837,13.705805,16.044783,16.266646,13.966559,11.036136,7.603043,4.436639,1.602941,-0.793848,-2.460479,-3.574254,-4.310455,-4.83331,-5.349939,-5.96688,-6.342141,-6.595911,-6.759183,-6.894135,-7.003316,-7.091733,-7.155476,-7.218856,-7.265726,-7.287037,-7.317816,1
-1.147197,-1.233483,-1.1789,-0.968524,-0.832249,-0.768651,-0.44239,-0.114752,-0.269456,-0.733626,-1.006417,-1.038723,-0.946592,-1.232645,-1.386238,-1.256906,-1.170352,-1.203651,-1.401318,-1.504742,-1.44566,-1.314547,-1.098119,-0.88116,-0.724036,-0.801659,-0.93572,-1.033891,-1.043633,-1.012432,-0.897648,-0.731737,-0.776466,-1.1027,-1.247882,-1.319157,-1.339557,-1.2822,-1.092089,-0.526245,0.358499,0.336834,-0.191015,-0.602555,-0.900114,-0.781587,-0.436172,-0.439598,-0.657334,-1.064417,-0.823523,-0.181575,0.973646,2.29305,3.586646,5.103899,6.522651,6.127294,5.047072,4.819384,5.105354,6.050809,7.72928,10.459269,13.727604,16.010688,16.310559,14.066697,11.11602,7.737433,4.528634,1.728115,-0.68557,-2.362085,-3.501903,-4.265409,-4.827667,-5.350134,-5.922997,-6.276259,-6.530731,-6.695605,-6.837176,-6.948329,-7.037891,-7.101628,-7.163339,-7.211161,-7.234778,-7.265534,1
-1.111867,-1.19375,-1.12773,-0.915359,-0.813134,-0.800364,-0.50717,-0.183338,-0.367758,-0.838909,-1.100207,-1.101392,-0.985746,-1.270859,-1.423152,-1.273522,-1.168039,-1.176119,-1.372892,-1.478799,-1.424247,-1.308756,-1.103022,-0.902924,-0.760663,-0.842206,-0.954623,-1.027584,-1.044671,-1.021261,-0.921997,-0.735608,-0.772913,-1.098795,-1.246666,-1.308344,-1.330258,-1.263294,-1.079443,-0.525364,0.335638,0.311881,-0.208652,-0.600643,-0.90755,-0.777316,-0.457373,-0.448473,-0.667,-1.068177,-0.833504,-0.185381,0.922823,2.243493,3.499285,5.014433,6.37664,6.058809,5.043608,4.890953,5.182058,6.154171,7.763445,10.522727,13.73919,16.090912,16.292047,14.035056,11.171964,7.763826,4.606206,1.770917,-0.626549,-2.31507,-3.44926,-4.221487,-4.781093,-5.327525,-5.897002,-6.264208,-6.510657,-6.68586,-6.820081,-6.935013,-7.019491,-7.085364,-7.147992,-7.196206,-7.2221,-7.248306,1
-1.096691,-1.18018,-1.118385,-0.909149,-0.819379,-0.803387,-0.507953,-0.185211,-0.367309,-0.828898,-1.07602,-1.088871,-0.959518,-1.250521,-1.400008,-1.262981,-1.163966,-1.185335,-1.376069,-1.487717,-1.431431,-1.323918,-1.120765,-0.918531,-0.775855,-0.841164,-0.949973,-1.026742,-1.049702,-1.025708,-0.91754,-0.735869,-0.761074,-1.101455,-1.237547,-1.309152,-1.3276,-1.265523,-1.072114,-0.52824,0.33452,0.310092,-0.203446,-0.59992,-0.901937,-0.784474,-0.46221,-0.453473,-0.665212,-1.053795,-0.824796,-0.184707,0.904814,2.23801,3.476855,4.965943,6.354965,6.059393,5.054307,4.911189,5.220444,6.162493,7.810207,10.553974,13.733508,16.111681,16.293554,13.981363,11.129479,7.761508,4.593027,1.789024,-0.612527,-2.313084,-3.456648,-4.226076,-4.802329,-5.350103,-5.906204,-6.262859,-6.516082,-6.682974,-6.824113,-6.935196,-7.022465,-7.088097,-7.153343,-7.198412,-7.223053,-7.255363,1
-1.142913,-1.210795,-1.136565,-0.917497,-0.80201,-0.765179,-0.455333,-0.138139,-0.300768,-0.765595,-1.020192,-1.03858,-0.930887,-1.226468,-1.389296,-1.253635,-1.161419,-1.187048,-1.394893,-1.503135,-1.448517,-1.32239,-1.113431,-0.899089,-0.740164,-0.80644,-0.937674,-1.022984,-1.03796,-1.014857,-0.898988,-0.722946,-0.753253,-1.09457,-1.230768,-1.293605,-1.315254,-1.263706,-1.076232,-0.519683,0.369274,0.350174,-0.164326,-0.578483,-0.886951,-0.767781,-0.421818,-0.417496,-0.651167,-1.055486,-0.815584,-0.156802,0.981461,2.3386,3.609472,5.124171,6.54263,6.170208,5.029142,4.863369,5.135629,6.103235,7.706334,10.450285,13.678031,16.051339,16.177826,14.071679,11.113952,7.685815,4.505764,1.692489,-0.701425,-2.392873,-3.526265,-4.285069,-4.847725,-5.378836,-5.945252,-6.301534,-6.549663,-6.717276,-6.854995,-6.967921,-7.054184,-7.118293,-7.179032,-7.227237,-7.252162,-7.282388,1
-1.136228,-1.212673,-1.136798,-0.919187,-0.810635,-0.767787,-0.47018,-0.154825,-0.318169,-0.797306,-1.056597,-1.07992,-0.969965,-1.26244,-1.416241,-1.27497,-1.182821,-1.19915,-1.40968,-1.512488,-1.448637,-1.324166,-1.112784,-0.902039,-0.750137,-0.827005,-0.954151,-1.027184,-1.043621,-1.021628,-0.907243,-0.727091,-0.762451,-1.093656,-1.232356,-1.301052,-1.327429,-1.260807,-1.076024,-0.508274,0.371875,0.356442,-0.169092,-0.575334,-0.889825,-0.766187,-0.430283,-0.433767,-0.665434,-1.045146,-0.803008,-0.131822,0.990254,2.348324,3.636304,5.168272,6.539064,6.161481,5.047402,4.885807,5.114955,6.109631,7.690515,10.463951,13.678474,16.169578,16.114544,14.050715,11.153516,7.663857,4.529541,1.685762,-0.700783,-2.393104,-3.514536,-4.29257,-4.848982,-5.385812,-5.930766,-6.28665,-6.52491,-6.699283,-6.831208,-6.947873,-7.029592,-7.095669,-7.155839,-7.202049,-7.226296,-7.258649,1
-0.993742,-1.025169,-0.921925,-0.683951,-0.663387,-0.680444,-0.4343,-0.093268,-0.212742,-0.635646,-0.848586,-0.829626,-0.785321,-1.052302,-1.08592,-0.888039,-0.768939,-0.757596,-1.055079,-1.308967,-1.309095,-1.280369,-1.09252,-0.934687,-0.754287,-0.821814,-0.947844,-1.045645,-1.092125,-1.090699,-0.998339,-0.828725,-0.863091,-1.183698,-1.302961,-1.346808,-1.365677,-1.309517,-1.136489,-0.632873,0.159809,0.107246,-0.322044,-0.65502,-0.95134,-0.797441,-0.453682,-0.359297,-0.613405,-1.170552,-0.998153,-0.394394,0.667091,1.928108,3.107491,4.522735,5.879075,5.634297,4.751646,4.714604,5.042856,6.048034,7.723432,10.513288,13.757188,16.196596,16.272312,14.300244,11.320137,7.929442,4.74252,1.879717,-0.545339,-2.267998,-3.415788,-3.879672,-4.264814,-5.051487,-5.900435,-6.402994,-6.669269,-6.857265,-6.991952,-7.117067,-7.203897,-7.273765,-7.335148,-7.385403,-7.41267,-7.445364,2
-0.966597,-1.012571,-0.892761,-0.669821,-0.641306,-0.678058,-0.428957,-0.084107,-0.20675,-0.61158,-0.837628,-0.814208,-0.783978,-1.0381,-1.063844,-0.849778,-0.729351,-0.711819,-1.026974,-1.293657,-1.297718,-1.281234,-1.094068,-0.950306,-0.782534,-0.8503,-0.969372,-1.062927,-1.114676,-1.108445,-1.015587,-0.845195,-0.872294,-1.207253,-1.322715,-1.371054,-1.381652,-1.319761,-1.158118,-0.660327,0.132583,0.083101,-0.347804,-0.666922,-0.971274,-0.820246,-0.476768,-0.378112,-0.625446,-1.196552,-1.016407,-0.422183,0.624082,1.861764,3.042726,4.47262,5.778927,5.582058,4.714062,4.692318,5.057184,6.066623,7.748295,10.537531,13.794132,16.18246,16.35989,14.262229,11.350395,7.981451,4.768023,1.92426,-0.504282,-2.230369,-3.380473,-3.82002,-4.184713,-4.98784,-5.877957,-6.394877,-6.665204,-6.854648,-6.992302,-7.117985,-7.205458,-7.275512,-7.341059,-7.391134,-7.418162,-7.445626,2
