@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute target {1,2}

@data
-1.634278,-0.338394,1.46338,2.847631,3.273303,2.357124,1.116963,-0.313063,-1.637416,-1.281642,0.536381,2.189464,4.235416,4.039119,3.169822,3.371432,3.942775,2.677796,0.652257,-1.131287,-1.824166,-2.140508,-2.993321,-3.294974,-2.80829,-1.905505,-1.380759,-1.895219,-2.650656,-3.238349,-3.119131,-2.285903,1
-2.187993,-0.629757,1.256866,2.613861,3.33612,3.093491,2.315332,1.016553,-0.873169,-2.334412,-1.732051,0.213553,2.414355,3.711098,3.21867,3.772903,3.90364,2.810529,0.383085,-1.284576,-0.338077,-1.52955,-3.474934,-4.008136,-2.610195,-0.633991,0.01303,-1.779649,-3.815505,-4.005494,-2.369481,-0.466116,2
-1.993637,-0.871195,0.750048,2.592391,3.408225,3.722103,2.439133,1.169296,-1.121688,-2.205263,-1.232934,1.064689,1.892624,3.135509,3.814516,3.538923,3.941119,2.695027,0.312217,-1.470109,-0.384624,-1.405183,-3.519405,-4.078324,-2.522307,-0.776613,-0.069476,-1.611145,-3.330203,-4.046469,-2.870063,-0.967184,2
-2.014194,-0.76996,0.57923,1.982086,2.882058,3.873114,2.951516,1.58657,-0.212485,-2.052118,-2.28677,-0.335188,1.898233,3.700018,3.359449,3.721713,4.287377,2.776247,0.111582,-1.711568,-0.17117,-1.174044,-3.391647,-3.995718,-2.626333,-0.453495,-0.446935,-2.107574,-3.663672,-3.597841,-2.169375,-0.529106,2
-1.386835,0.143042,1.483973,2.229419,2.479809,1.814466,0.779662,-0.71549,-1.899791,-1.065608,1.082249,3.026605,4.407057,3.316591,2.462874,3.869915,4.490797,2.953098,0.668857,-1.062494,-1.456478,-2.435008,-3.628757,-3.370384,-2.265156,-1.173273,-1.340709,-2.612603,-3.795872,-3.427524,-2.223367,-1.349068,1
-1.943102,-0.518795,1.423147,2.707225,3.440656,3.310462,2.624492,1.410435,-0.088091,-1.737076,-1.562885,0.074805,2.068618,3.491324,3.460224,3.635202,3.778407,2.846387,0.502477,-1.201768,-0.532368,-1.03238,-2.747133,-3.983322,-3.538089,-1.810714,-0.869614,-1.79351,-3.463352,-3.822178,-2.764457,-1.365025,2
-1.928931,-0.519655,1.184658,2.592332,3.284685,2.92523,1.997127,0.627127,-0.908048,-2.099631,-1.298963,0.52149,2.8097,3.751135,3.093597,3.359045,4.05961,3.234003,0.353663,-1.358332,-0.837609,-2.300457,-4.327113,-3.542112,-1.835468,0.180256,-0.160695,-2.120848,-4.200925,-3.669883,-2.261423,-0.603564,1
-2.281571,-0.944941,1.102467,2.681879,3.323971,3.392531,2.64644,1.348077,-0.510736,-2.288707,-1.896405,-0.095151,2.022317,3.637775,3.57754,3.55972,3.941554,2.800636,0.202104,-1.635588,-0.243607,-1.299281,-3.330142,-3.984853,-2.710222,-0.756403,-0.143511,-1.580385,-3.388644,-3.882634,-2.598486,-0.665742,2
-2.369504,-0.970753,1.128176,2.581193,3.583457,3.451968,2.527059,1.175911,-0.430803,-2.450914,-2.188299,-0.076548,2.106288,3.745734,3.935095,3.499002,4.040103,2.890269,0.23062,-1.687243,-0.720727,-1.711214,-2.534631,-3.527061,-3.014748,-1.15862,-0.431754,-1.500198,-3.230333,-3.403075,-2.584628,-0.90382,2
-1.791319,-0.458241,1.505257,2.972142,3.83251,3.245256,2.044321,0.751794,-0.788284,-2.0571,-1.443742,0.316939,2.349921,3.83807,3.352587,3.896879,4.261694,2.542926,0.398588,-1.319564,-1.55215,-2.510705,-3.211474,-3.344901,-2.502539,-1.599877,-0.510772,-1.371107,-2.621188,-3.52819,-3.043401,-1.654329,1
-2.427752,-0.704628,0.989032,2.264933,3.648466,3.690236,2.599435,1.30024,0.098191,-1.423524,-2.447286,-0.82531,1.398306,3.457591,3.806872,3.919272,3.944293,2.527792,0.230452,-1.705738,-0.270787,-1.048203,-3.236816,-3.977791,-2.538956,-0.669224,-0.102246,-1.663633,-3.535297,-3.709715,-2.688232,-0.899972,2
-2.369328,-0.850908,0.39125,2.284463,3.500528,3.755878,2.600883,1.222134,-0.552383,-2.452801,-2.112316,0.068012,2.252113,4.044707,3.597838,4.046235,3.398615,2.353404,0.439704,-1.754192,-0.310288,-1.203498,-3.220538,-3.854809,-2.520279,-0.753358,-0.13457,-1.256541,-3.13699,-3.839433,-2.812234,-0.8213,2
-2.351324,-0.915486,0.884963,2.316911,3.772263,3.480831,2.29572,0.766586,-1.076681,-2.616559,-1.615642,0.375205,2.65053,4.047293,3.970238,4.060856,3.862983,2.025956,-0.131143,-1.905271,-0.447433,-1.16543,-2.954707,-3.836497,-2.714292,-0.977871,-0.597149,-1.850186,-3.257616,-3.219073,-2.095185,-0.782792,2
-1.621649,-0.660687,1.066984,3.12602,4.092629,4.450762,3.339322,1.682187,0.479028,0.021652,-1.442683,-1.416105,0.611182,2.705939,3.117548,2.567359,3.179313,3.128046,1.107194,-0.956513,-1.411033,-1.897205,-3.40762,-4.021102,-2.730491,-0.896817,-0.426603,-1.724851,-3.056041,-3.434051,-3.442184,-2.12953,1
-2.164132,-0.574389,1.395875,2.999948,3.674777,3.111652,1.850074,0.569326,-1.181341,-2.134686,-0.946788,0.974514,3.16515,3.954431,3.789004,4.146764,3.290414,1.788556,0.438491,-1.551089,-1.284643,-1.991257,-3.313807,-3.441475,-2.432344,-0.800153,-0.358951,-1.686439,-3.088684,-3.701236,-2.959456,-1.53811,2
-1.632044,-0.306062,0.898241,2.663383,3.573069,3.750997,2.778106,1.727162,0.288983,-1.641332,-1.962172,-0.353448,1.577102,3.246315,3.674081,3.554275,3.481627,2.7654,0.556319,-1.129628,-1.44718,-2.431096,-3.915632,-3.568504,-2.188363,-0.466417,-0.035953,-1.491685,-3.074787,-3.941316,-3.236942,-1.712501,2
-1.730816,-0.525937,1.16271,2.589091,3.324304,3.4044,2.477711,1.226332,-0.227994,-1.689009,-1.782151,0.048721,2.125893,3.922918,3.649579,3.860176,4.322902,2.628752,0.314264,-1.38041,-1.498796,-2.325636,-3.557511,-3.204241,-2.255192,-1.089955,-0.89399,-1.951056,-3.217748,-3.561318,-2.664574,-1.501416,2
-2.212262,-0.825787,1.063696,2.534728,3.387464,3.539665,2.620247,0.904216,-0.413635,-2.208453,-1.881846,-0.057407,2.291452,3.528969,3.524556,3.687987,4.024562,2.62026,0.088564,-1.672718,-0.116383,-0.938829,-3.348841,-4.045539,-2.659065,-0.536138,-0.392356,-1.995152,-3.799989,-3.595264,-2.445623,-0.671083,2
-2.502286,-0.918314,1.210488,2.927615,3.832916,3.17475,1.815221,0.538493,-1.388544,-2.476939,-1.244545,0.796435,2.722969,3.831353,3.819661,3.952132,3.792057,2.013963,-0.07996,-1.821184,-0.339685,-1.215233,-3.188878,-3.817272,-2.553315,-0.6385,-0.405625,-1.598865,-3.429171,-3.55295,-2.388845,-0.867941,2
-2.531176,-0.800785,1.088508,2.545359,3.564263,3.389264,2.189981,0.861552,-0.921948,-2.649736,-1.74525,0.243316,2.458975,3.863749,3.630911,3.634537,3.840357,2.46483,0.29685,-1.835159,-0.195579,-0.802953,-2.903572,-4.095028,-2.914628,-1.108963,-0.148347,-0.667345,-2.712984,-3.994072,-3.033201,-1.011726,2
-2.187938,-0.55057,1.440181,2.886896,3.770252,2.92977,1.661987,0.987385,-0.683639,-2.255322,-2.022383,-0.116187,2.265483,3.428612,3.406247,3.715991,4.21415,2.754336,0.314674,-1.562461,-0.13068,-0.42687,-2.836646,-4.171086,-3.165148,-1.078699,-0.134431,-1.272038,-3.267375,-3.960249,-2.983336,-0.970905,2
-2.559061,-1.174811,0.861366,2.684975,3.894363,3.561151,2.296896,0.422983,-1.553014,-2.566245,-1.600986,0.390561,2.565403,3.833748,3.824517,3.820576,3.755205,2.258085,0.154827,-1.730211,-0.208957,-0.861253,-2.916395,-3.823151,-2.851961,-0.853261,-0.30136,-1.729371,-3.218971,-3.347009,-2.24986,-0.77878,2
-2.266834,-0.806815,1.30606,3.455749,4.733636,4.848261,4.029943,2.417904,0.706869,-0.421238,-1.980841,-1.728089,0.227663,1.938639,2.559905,2.231787,2.801317,2.381715,0.24756,-1.538732,-0.408118,-1.040819,-3.354932,-3.837805,-2.482775,-0.776145,-0.606501,-2.169149,-3.599363,-3.402954,-2.459612,-1.00629,2
-2.193878,-0.894165,1.192509,2.968524,3.75468,3.458846,2.333595,0.963651,-0.684098,-2.163146,-1.622155,0.047685,2.038862,3.83521,3.660081,3.770395,4.020891,2.232617,-0.039862,-1.797565,-0.477236,-1.023488,-3.12489,-3.914469,-2.821338,-0.796642,-0.463697,-1.871099,-3.397287,-3.503818,-2.564768,-0.923945,2
-2.114487,-0.601878,1.254033,3.006354,3.980409,3.22156,2.192161,0.573154,-1.162714,-2.187024,-1.323857,0.592007,2.506996,3.927372,3.85834,3.900444,4.115693,2.443792,0.32615,-1.662354,-1.341401,-1.984699,-2.964113,-3.13045,-2.297995,-1.56744,-1.497354,-1.971552,-2.86506,-2.918522,-2.619542,-1.688023,1
-1.090424,-0.323502,1.450534,2.786201,2.988139,2.786921,1.730399,0.71936,-0.735289,-1.536662,-0.284307,1.654393,3.116582,3.327891,3.006519,3.938008,4.376402,2.91027,0.829114,-0.666494,-1.429387,-2.26468,-3.025677,-3.701784,-3.034956,-2.194787,-1.884168,-2.58165,-3.440222,-3.34452,-2.550757,-1.531467,1
-1.85306,-0.435081,1.187726,2.627946,3.5746,3.234339,2.408225,1.090631,-0.470131,-2.212554,-1.678934,-0.110469,2.230075,3.701747,3.346563,3.414109,3.774244,3.168484,0.731809,-1.176872,-0.68777,-1.757974,-3.418632,-4.073268,-2.84894,-0.641732,-0.340516,-1.765243,-3.487314,-3.958638,-2.606601,-0.966766,2
-2.181978,-1.119832,0.576964,2.548855,3.344941,3.657361,2.79208,1.562406,-0.424045,-2.39007,-2.282681,-0.316916,2.025046,3.601767,3.394115,3.73183,4.097325,2.46,-0.203409,-1.813983,0.097405,-0.982399,-3.098604,-3.776045,-2.983272,-0.933332,0.107993,-1.590959,-3.554059,-3.623176,-2.373034,-0.350292,2
-2.265944,-0.6132,1.143675,2.620193,3.738482,3.429274,2.515882,1.029788,-0.384976,-1.911846,-2.020996,-0.283135,1.975861,3.587604,3.598878,3.564271,3.834198,3.039904,0.35693,-1.44472,-0.593281,-1.539678,-3.07266,-3.88872,-2.798301,-1.219157,-0.33848,-1.695001,-3.486542,-3.887872,-2.38776,-0.60267,2
-2.37566,-0.710933,1.091056,2.856213,3.754375,3.227654,2.055569,0.667597,-1.035547,-2.704436,-1.755891,0.272754,2.365201,3.899751,3.713907,3.854113,4.22389,2.312939,0.133752,-1.674308,-0.611464,-1.502822,-3.159333,-3.582774,-2.744658,-1.172595,-0.106421,-1.377828,-2.964417,-3.558815,-2.583084,-0.807782,2
-2.088651,-0.566977,1.265033,2.123912,3.088627,3.097926,2.303118,1.173948,-0.414595,-2.177224,-1.330125,0.542249,2.768392,3.909528,3.156084,3.210755,3.889147,3.189079,0.603633,-1.179958,-0.085343,-1.156483,-3.465587,-4.192988,-2.948563,-0.852058,-0.626601,-1.979156,-3.765491,-4.030759,-2.569829,-0.891041,2
-2.677351,-0.915729,1.193649,2.617014,2.543842,1.330037,0.121473,-1.669026,-2.633538,-1.04181,1.318664,3.68522,4.861165,2.905342,2.536521,3.777242,4.820118,3.015849,0.310928,-1.79931,-1.249603,-1.464342,-3.247954,-3.354452,-1.542996,-0.993237,-1.51398,-1.64232,-1.399578,-2.888032,-3.153255,-1.850552,1
-1.614453,-0.235659,1.303895,2.440766,2.631845,1.910784,0.627987,-0.290597,-1.699931,-1.389311,0.64641,2.797409,4.587384,3.402153,2.581731,3.412135,4.6037,3.10668,0.440342,-1.366632,-1.107344,-2.394522,-3.534738,-3.397505,-2.196466,-0.632707,-0.971589,-2.671671,-4.08403,-3.183521,-2.365381,-1.357165,1
-2.10153,-0.6767,1.309206,2.568492,2.816497,1.649825,-0.261601,-1.265653,-1.934773,-1.617383,0.510287,2.564393,4.864594,4.62888,2.919277,2.973402,4.3222,2.812276,0.252298,-1.521081,-0.753741,-1.577118,-3.041457,-3.841456,-2.54771,-1.060188,-0.45686,-1.65075,-3.339035,-3.450793,-2.288288,-0.805507,1
-1.779874,-0.160032,1.477424,2.300233,3.332733,2.742491,1.871749,0.292708,-1.474076,-1.959188,-0.152306,1.635042,3.86033,3.935328,3.199128,3.23686,3.80317,3.015937,0.763203,-1.243232,-1.682408,-1.9559,-3.210488,-3.619663,-2.783406,-1.551918,-0.639119,-1.389143,-2.456862,-3.384649,-3.580894,-2.443179,1
-1.182334,0.362998,2.311584,2.08695,2.513527,3.831085,3.459779,2.539723,1.234068,-0.534951,-1.344479,0.150999,2.007197,3.401193,2.347751,2.267194,3.329141,3.496746,1.408258,-0.771276,-2.36117,-2.639225,-3.041647,-2.899234,-2.900521,-2.68524,-2.508778,-2.877856,-2.930768,-2.863292,-2.805906,-2.401516,1
0.028388,0.989698,3.189952,2.617559,2.302377,1.688481,1.819148,1.283427,0.901385,0.759332,1.2759,0.73057,0.932444,1.68318,3.120601,3.18152,3.441551,2.626244,0.570912,-0.390506,-1.958179,-0.9019,-2.479924,-4.928408,-4.384838,-1.287766,0.099819,-2.58074,-2.91176,-4.013757,-4.614497,-2.790211,1
-1.133852,0.209461,1.710295,2.611584,3.07801,2.366964,0.777833,-0.917039,-0.966953,-0.890952,1.035357,2.482489,3.67073,3.923618,2.759891,3.204252,4.323334,3.10822,0.9676,-0.946341,-2.182203,-2.334062,-2.935605,-3.294376,-2.802347,-2.357204,-2.303602,-2.692904,-3.133412,-2.890221,-2.351285,-2.097281,1
-1.77747,-0.539372,1.083421,2.51765,3.582395,3.765517,2.724371,1.889298,0.386931,-1.398946,-1.908841,-0.546873,1.397693,3.440802,3.918372,3.372511,3.798102,2.982178,0.734467,-1.194879,-1.212641,-1.810536,-3.187947,-3.656424,-2.680984,-1.460772,-1.285567,-2.202073,-3.370809,-3.594252,-2.483917,-1.281409,2
-1.683789,-0.944757,0.75119,2.642246,3.229401,3.376188,2.262325,1.045883,-0.471996,-2.31851,-1.430646,0.536984,2.960643,4.183666,3.38857,3.189827,4.0629,3.420286,0.68367,-1.352184,-1.120106,-1.492007,-3.023018,-3.48701,-2.569391,-1.513005,-1.316249,-2.336473,-3.043344,-3.149682,-2.947826,-1.533784,2
-1.125866,0.291711,1.647656,2.706043,3.055475,2.751524,1.970975,1.099921,0.102081,-1.357875,-0.983225,0.788823,2.78263,4.50102,3.640006,2.895753,3.5306,2.934986,0.784531,-0.923941,-1.826671,-2.17652,-3.481682,-3.647811,-2.791405,-1.611285,-1.28615,-1.969517,-2.988422,-3.644326,-3.364917,-2.304122,1
-1.288989,0.34972,1.668767,2.595956,2.64617,2.125102,1.192677,0.443749,-0.86584,-1.249989,0.113164,2.343456,4.011637,3.477655,2.464788,3.41302,4.508705,2.966684,0.622361,-1.014485,-1.239261,-2.056499,-3.659269,-3.906052,-2.733895,-1.388241,-1.313718,-2.43048,-3.380022,-3.709206,-3.030574,-1.677093,2
-0.267655,0.602233,1.608182,2.453583,2.741745,2.53076,1.792285,0.784041,0.393494,-0.327212,-0.001938,1.252797,2.715893,4.152048,3.997786,4.053819,3.10856,1.411081,1.245907,0.042051,-2.762266,-2.873437,-2.866292,-2.863136,-2.867652,-2.863424,-2.867017,-2.864102,-2.866368,-2.86471,-2.865796,-2.865259,1
-1.689027,-0.054865,1.623746,2.96998,3.467767,3.136549,2.517804,1.014195,-1.134586,-1.895102,-0.78876,0.934561,2.851812,3.632521,3.585049,3.132273,3.459975,2.766345,0.500049,-1.20667,-1.664479,-0.322766,-1.036543,-2.713361,-3.713369,-3.084674,-2.263565,-1.776558,-2.297379,-3.574571,-3.767038,-2.609312,1
-2.025713,-0.687786,1.230684,2.585522,3.447314,3.313698,2.279825,0.742799,-0.999244,-2.075817,-1.336309,0.557382,2.71001,3.7573,3.348906,3.473903,3.954847,3.055422,0.438092,-1.227074,-0.772996,-1.642908,-3.711989,-3.788065,-2.352272,-0.688513,-0.857932,-1.930549,-3.421456,-3.943059,-2.571005,-0.863019,2
-1.268132,0.013163,1.925829,2.806962,3.154839,2.941914,2.120355,1.302114,0.201858,-1.446689,-0.928591,0.771246,2.902397,3.778725,3.157151,3.477011,3.987985,2.991704,0.738068,-0.989025,-2.317827,-2.212283,-2.899108,-2.945375,-2.648247,-2.16204,-2.388429,-2.675199,-3.006079,-2.949434,-2.850476,-2.584386,1
-1.968778,-0.411486,1.632518,3.074915,3.595285,2.889472,1.499255,-0.60583,-1.140577,-1.182554,-0.294951,2.163971,3.330182,2.360477,3.569101,3.39462,3.576844,3.065212,0.672555,-1.298496,-0.642726,-1.510988,-3.23729,-4.109269,-3.116602,-1.350113,-0.554591,-1.790427,-3.588435,-4.009607,-2.96026,-1.051425,2
-2.732225,-0.697635,1.530521,3.099202,4.072355,3.396799,1.845839,-0.157486,-1.620437,-2.791282,-1.945506,0.615847,2.669833,4.186153,3.597276,3.992896,3.061929,1.229016,0.454601,-1.442334,-0.541345,-1.836213,-3.812918,-3.49131,-1.657797,-0.195418,-0.147837,-1.583186,-3.267341,-3.564945,-1.993244,-0.273806,1
-2.207157,-0.638886,1.374828,2.905979,3.682768,3.380105,2.438165,1.234809,-0.501941,-1.907546,-2.139312,-0.793483,1.210276,3.389912,3.671732,3.510864,3.786286,3.033021,0.554337,-1.540314,-0.175239,-1.162824,-3.176197,-4.087287,-2.81578,-0.793013,-0.052915,-1.540402,-3.319121,-4.029844,-2.777719,-0.514102,2
-2.114095,-0.804895,1.246791,2.823075,3.581713,3.07761,2.161968,0.363236,-1.117822,-1.88322,-1.443746,0.421793,2.355294,3.913297,3.487039,3.718296,3.915005,3.011518,0.678233,-1.224631,-1.08293,-2.120473,-3.686981,-3.639352,-2.226111,-0.622435,-0.070847,-1.632397,-3.081083,-3.83234,-2.930681,-1.240828,2
-2.127323,-0.666447,1.41304,3.031407,3.478661,3.01211,2.134442,0.689924,-0.746204,-1.993903,-1.65015,0.27599,1.953801,3.358931,3.32521,3.486262,3.951339,2.869907,0.309727,-1.358743,0.00272,-1.196687,-3.614778,-4.278347,-2.638211,-0.447464,0.175069,-1.722893,-3.746221,-4.256047,-2.671736,-0.353389,2
-1.623212,-0.224842,1.702817,3.001868,3.727795,3.28492,2.36111,1.212929,-0.188078,-1.574604,-1.695173,0.137877,2.305862,3.559554,3.617933,3.882277,3.61541,2.479578,0.059907,-1.514687,-0.856243,-1.927026,-3.10276,-3.533385,-3.17259,-1.557781,-1.018813,-2.087397,-3.432641,-3.585884,-2.67471,-1.180012,2
-1.717395,-0.294323,1.345549,2.898397,3.684276,3.425556,2.430745,1.125575,-0.259706,-1.846879,-0.957615,0.784219,2.914984,2.905371,3.502285,3.440785,3.431086,3.069773,0.648475,-1.0221,-1.467624,-2.473891,-3.778227,-3.465129,-2.303526,-1.694834,-0.981399,-2.000249,-3.316539,-3.764526,-2.732962,-1.530154,1
-1.948411,-0.635244,0.874855,2.614599,3.399346,3.415716,2.632649,1.19592,-0.431772,-1.70472,-1.789506,-0.40947,1.826252,3.469056,3.656793,3.286555,3.710291,2.806832,0.779705,-1.421007,0.187555,-0.681287,-2.603235,-4.447778,-3.947292,-1.89831,-0.238226,-0.405943,-2.697685,-4.048951,-3.430184,-1.117101,2
-2.219654,-0.868824,1.060197,2.859447,3.95166,3.860631,2.531208,0.478354,-0.883268,-2.410681,-1.784207,0.00985,2.587767,3.334134,3.607273,3.950597,3.566379,2.582876,0.161232,-1.548883,-1.156612,-2.20237,-3.627143,-3.249584,-2.011309,-0.392918,-0.131221,-1.472015,-2.878438,-3.556977,-2.74352,-1.403981,2
-2.384295,-1.556119,0.286117,2.025616,3.326181,3.453349,2.733229,1.536915,0.409089,-1.568397,-2.267137,-0.570318,2.017763,3.461679,3.216685,3.683234,3.952307,2.823964,0.298268,-1.599619,0.178404,-1.109156,-3.209693,-4.349228,-2.962416,-0.477413,0.402789,-1.180015,-3.48871,-4.026832,-2.705049,-0.351195,2
-1.765455,-0.33799,1.591779,2.297858,3.651683,3.426943,1.956989,0.431051,-1.135633,-2.201737,-0.753184,1.006376,3.151432,4.246444,3.390478,2.988787,3.573691,3.068357,0.592101,-1.043675,-2.022767,-2.297647,-3.221053,-3.678693,-2.609526,-1.454285,-0.284622,-1.187582,-2.401426,-3.370387,-3.401274,-2.207034,1
-1.980724,-0.004839,1.584272,2.928532,3.736596,3.159919,2.439551,1.325433,-0.086642,-1.774519,-1.059405,0.822742,1.778209,3.802474,3.569699,4.343169,3.915447,1.987401,-0.176462,-1.829464,-1.473008,-2.044365,-3.171449,-3.500427,-2.727084,-1.600819,-1.54847,-2.422534,-3.105279,-2.951658,-2.371692,-1.564604,1
-1.449986,-0.120432,1.281825,2.295583,3.253992,3.326416,2.028362,0.990981,-0.587292,-1.323407,-0.953982,0.701355,2.542391,4.537936,4.031798,3.445609,3.86735,2.38706,0.75782,-0.920756,-1.563983,-2.167729,-3.1193,-3.391683,-2.931414,-1.807146,-1.719426,-2.485416,-3.151033,-3.278948,-2.744764,-1.731784,1
-3.693535,-1.059706,1.279412,2.881337,2.558234,0.989664,-1.287543,-3.067665,-1.557714,0.495103,2.292476,1.750524,2.439488,4.370342,2.786033,2.677707,2.514587,-0.487819,-1.146732,-3.41998,-2.868497,-3.930271,-0.175788,-0.156356,-2.001757,-1.900664,2.891578,3.750082,-1.170136,-4.961196,-0.949421,0.158213,1
-1.007921,0.311626,2.184591,3.248376,3.822135,3.420761,2.653516,1.576094,0.061095,-1.361132,-0.565878,0.884789,2.493548,3.085003,2.659798,3.031366,3.378098,2.634982,0.97338,-0.673821,-2.396611,-2.684897,-2.993461,-2.956061,-2.691283,-2.439947,-2.680135,-2.755631,-3.053599,-2.92185,-2.772247,-2.464684,1
-1.458663,-0.377321,1.333032,2.705945,3.647923,3.486103,2.338515,0.608836,-0.596671,-1.3321,-0.833478,0.569086,2.735173,3.710732,3.254602,3.505668,3.925484,2.992702,0.948486,-0.839318,-1.784774,-2.368438,-3.142765,-3.358926,-2.587025,-1.925334,-1.69564,-2.24647,-3.343888,-3.382256,-2.64722,-1.842,1
-1.104036,-0.359294,0.634642,1.759378,2.967844,3.600171,3.468331,2.59679,1.126049,0.038843,-1.30242,-1.146922,0.808193,3.008393,3.837379,3.301583,3.859538,3.455433,1.325915,-0.577706,-1.747815,-2.338067,-3.062798,-2.793573,-2.874235,-2.475465,-2.777033,-2.700642,-2.814573,-2.948222,-2.688323,-2.077358,1
