@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute target {1,2}

@data
-0.025018,-0.028722,-0.028234,-0.032711,0.138525,0.124018,0.105616,0.084169,0.072215,0.063394,0.046649,0.043156,0.044768,0.079916,0.114078,0.112735,0.036664,-0.057764,-0.125104,-0.163744,-0.192489,-0.200772,-0.199877,1
-0.021665,-0.026678,-0.027123,-0.031328,0.140483,0.126474,0.108061,0.086535,0.07555,0.067055,0.046952,0.041749,0.040548,0.074571,0.106149,0.105571,0.032409,-0.059788,-0.124054,-0.161369,-0.19179,-0.199706,-0.197927,1
-0.021772,-0.026922,-0.027409,-0.031668,0.140157,0.125837,0.1071,0.084705,0.075024,0.067083,0.046785,0.041163,0.039959,0.075425,0.10768,0.106743,0.033133,-0.058901,-0.123231,-0.160705,-0.191532,-0.199696,-0.198179,1
-0.0224,-0.02761,-0.028014,-0.032173,0.139255,0.125529,0.106827,0.086038,0.075865,0.067425,0.047613,0.042149,0.041349,0.075288,0.106827,0.106428,0.032865,-0.059133,-0.123634,-0.160771,-0.191022,-0.199596,-0.198085,1
-0.021473,-0.026397,-0.025945,-0.02972,0.144126,0.128554,0.109191,0.086804,0.075204,0.065906,0.045595,0.040404,0.040133,0.075249,0.108288,0.107295,0.031919,-0.061377,-0.126508,-0.164241,-0.193895,-0.20062,-0.198138,1
-0.021777,-0.026638,-0.026311,-0.030438,0.142531,0.128285,0.109724,0.087254,0.075255,0.066761,0.047077,0.041549,0.04047,0.074895,0.107162,0.106084,0.031482,-0.061096,-0.12617,-0.163605,-0.193266,-0.200637,-0.198075,1
-0.0219,-0.027203,-0.027162,-0.030957,0.142385,0.127755,0.108772,0.087006,0.076056,0.06717,0.046527,0.040962,0.040648,0.074889,0.107605,0.107022,0.03248,-0.060641,-0.125983,-0.163097,-0.19303,-0.200525,-0.198056,1
-0.016995,-0.022802,-0.025066,-0.031078,0.14181,0.126048,0.106299,0.084512,0.071965,0.061683,0.04515,0.041028,0.041843,0.074728,0.107386,0.106118,0.031878,-0.059573,-0.124391,-0.161669,-0.190069,-0.199174,-0.200034,2
-0.01752,-0.023326,-0.024932,-0.031273,0.141451,0.125644,0.105715,0.083793,0.071428,0.061282,0.044931,0.040991,0.042304,0.075323,0.108342,0.107708,0.0332,-0.059017,-0.124331,-0.161924,-0.190368,-0.199427,-0.200288,2
-0.017363,-0.023112,-0.024878,-0.031325,0.141053,0.125785,0.10582,0.083912,0.071717,0.061689,0.045021,0.04082,0.041769,0.074969,0.108169,0.10722,0.033096,-0.059051,-0.124457,-0.161813,-0.189908,-0.199168,-0.200297,2
-0.026902,-0.030777,-0.030652,-0.036568,0.137529,0.121809,0.101369,0.078958,0.0686,0.060167,0.044585,0.043118,0.048572,0.087849,0.12575,0.124559,0.043531,-0.055554,-0.12572,-0.166005,-0.195291,-0.203448,-0.20299,2
-0.027241,-0.031152,-0.031111,-0.036936,0.136286,0.120359,0.100725,0.078482,0.06768,0.059717,0.044568,0.043332,0.049373,0.089054,0.126995,0.125988,0.045025,-0.054244,-0.125047,-0.16578,-0.195529,-0.204179,-0.203721,2
-0.026863,-0.030816,-0.030733,-0.036558,0.13685,0.121197,0.101515,0.078996,0.06792,0.059635,0.044668,0.04302,0.04833,0.088242,0.126414,0.125087,0.044165,-0.054654,-0.125232,-0.165739,-0.195444,-0.203958,-0.203546,2
-0.01927,-0.024377,-0.026011,-0.031853,0.141158,0.128349,0.110417,0.08889,0.077744,0.067587,0.048757,0.042869,0.040892,0.070554,0.098553,0.095631,0.024712,-0.062251,-0.123822,-0.159371,-0.186966,-0.19564,-0.196404,2
-0.019213,-0.024564,-0.025953,-0.03159,0.141228,0.128153,0.110629,0.08996,0.078188,0.067359,0.048083,0.041928,0.040894,0.070729,0.098543,0.095891,0.024943,-0.062226,-0.123828,-0.159684,-0.187362,-0.19563,-0.196349,2
-0.019076,-0.024305,-0.025734,-0.030922,0.141887,0.128451,0.110657,0.089717,0.078213,0.067564,0.048691,0.042175,0.040557,0.070305,0.09812,0.095603,0.024381,-0.062794,-0.124131,-0.15963,-0.18722,-0.195937,-0.196567,2
-0.020239,-0.025071,-0.026005,-0.030797,0.141168,0.127275,0.108647,0.087339,0.075679,0.065182,0.046777,0.041997,0.041997,0.073714,0.103778,0.102125,0.0294,-0.06039,-0.124226,-0.161482,-0.189804,-0.198425,-0.198425,2
-0.020445,-0.02548,-0.026089,-0.030839,0.141668,0.127822,0.108841,0.086956,0.075746,0.066233,0.047519,0.04207,0.041758,0.073155,0.103302,0.102007,0.029118,-0.060654,-0.124253,-0.161189,-0.189862,-0.198571,-0.198527,2
-0.020402,-0.025476,-0.025922,-0.030672,0.141498,0.127477,0.108947,0.087648,0.075681,0.065635,0.047104,0.042103,0.041433,0.072957,0.103499,0.10216,0.029199,-0.060775,-0.124449,-0.161421,-0.189641,-0.198214,-0.198124,2
-0.021135,-0.025485,-0.026095,-0.031055,0.141122,0.127035,0.108297,0.086831,0.075428,0.06541,0.04712,0.042156,0.042245,0.074444,0.10539,0.103736,0.029992,-0.060701,-0.125142,-0.162081,-0.190076,-0.198662,-0.198394,2
-0.020941,-0.02565,-0.026259,-0.03109,0.140385,0.126943,0.1085,0.086306,0.074741,0.065408,0.047545,0.042678,0.042588,0.074875,0.105464,0.103767,0.030129,-0.060745,-0.124827,-0.161891,-0.190426,-0.198777,-0.19833,2
-0.020896,-0.025324,-0.02573,-0.030523,0.140834,0.126894,0.108798,0.08686,0.075154,0.065324,0.046872,0.042046,0.041912,0.074305,0.105269,0.103392,0.029938,-0.060987,-0.125192,-0.162143,-0.190291,-0.198334,-0.197932,2
-0.023295,-0.027436,-0.027355,-0.031902,0.139448,0.125381,0.106715,0.084253,0.072999,0.064068,0.045982,0.041829,0.043169,0.077912,0.110778,0.109796,0.034416,-0.058736,-0.12447,-0.162115,-0.191097,-0.199894,-0.199447,2
-0.024051,-0.0279,-0.02786,-0.032357,0.138797,0.125024,0.106571,0.084953,0.073988,0.064762,0.046799,0.042832,0.043278,0.077554,0.110404,0.109111,0.034141,-0.058837,-0.124225,-0.161933,-0.191307,-0.199642,-0.198884,2
-0.024131,-0.028138,-0.028138,-0.032428,0.138617,0.125081,0.106826,0.084965,0.073834,0.06484,0.046496,0.042623,0.043602,0.077886,0.11021,0.108964,0.034119,-0.058491,-0.123941,-0.161876,-0.191173,-0.199543,-0.19892,2
-0.020141,-0.024849,-0.025412,-0.029757,0.1409,0.127536,0.110144,0.089079,0.07744,0.067748,0.048586,0.04208,0.040089,0.069607,0.098018,0.096115,0.025396,-0.06205,-0.123697,-0.159366,-0.186981,-0.1953,-0.195168,2
-0.020295,-0.024835,-0.025196,-0.029535,0.141174,0.128048,0.110238,0.089864,0.077975,0.067766,0.048541,0.042575,0.04063,0.069711,0.097642,0.095211,0.024853,-0.062256,-0.123908,-0.159839,-0.187593,-0.195637,-0.19515,2
-0.019439,-0.024437,-0.025122,-0.029515,0.141256,0.127778,0.110399,0.089562,0.077592,0.06744,0.048731,0.042435,0.039598,0.068814,0.096611,0.09435,0.024524,-0.062282,-0.123817,-0.159506,-0.186638,-0.19453,-0.193954,2
-0.025644,-0.029304,-0.028653,-0.033086,0.138186,0.123826,0.105216,0.084101,0.07247,0.063344,0.04621,0.042676,0.04527,0.080701,0.115595,0.115013,0.038158,-0.057398,-0.125575,-0.164271,-0.193081,-0.201536,-0.200551,2
-0.025785,-0.029405,-0.028958,-0.03335,0.137992,0.1239,0.105289,0.084218,0.072587,0.063013,0.046013,0.043105,0.045297,0.080997,0.115758,0.114594,0.037916,-0.057195,-0.124926,-0.164026,-0.192926,-0.201426,-0.200934,2
-0.025609,-0.029025,-0.028334,-0.032807,0.13844,0.123902,0.105293,0.084179,0.07228,0.063244,0.046468,0.043024,0.045037,0.080511,0.115492,0.114508,0.037611,-0.057671,-0.125576,-0.164226,-0.193034,-0.201489,-0.200639,2
-0.022766,-0.027528,-0.027447,-0.032209,0.139747,0.125688,0.107018,0.085078,0.073482,0.065333,0.046617,0.041916,0.041692,0.077646,0.111943,0.111182,0.035379,-0.058915,-0.125001,-0.163149,-0.194088,-0.201699,-0.198923,2
-0.022653,-0.027833,-0.027874,-0.032116,0.140297,0.125851,0.106693,0.084485,0.073897,0.065552,0.04626,0.041908,0.041863,0.077531,0.11127,0.111045,0.035806,-0.058904,-0.125036,-0.163171,-0.193769,-0.201127,-0.198929,2
-0.022595,-0.027339,-0.027012,-0.031755,0.140747,0.126308,0.106876,0.083755,0.073499,0.065672,0.045565,0.040752,0.041382,0.078087,0.112363,0.111959,0.035849,-0.059378,-0.125547,-0.163737,-0.19383,-0.201342,-0.199408,2
