@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute attr136 numeric
@attribute attr137 numeric
@attribute attr138 numeric
@attribute attr139 numeric
@attribute attr140 numeric
@attribute attr141 numeric
@attribute attr142 numeric
@attribute attr143 numeric
@attribute attr144 numeric
@attribute target {1,2}

@data
-1.146295,-1.237208,-1.243519,-1.246181,-1.247885,-1.249195,-1.250301,-1.25129,-1.252205,-1.25307,-1.253901,-1.254708,-1.255498,-1.256275,-1.257045,-1.257809,-1.258572,-1.259335,-1.2601,-1.26087,-1.261645,-1.262429,-1.263222,-1.264027,-1.264845,-1.265679,-1.26653,-1.267402,-1.268295,-1.269214,-1.27016,-1.271137,-1.27215,-1.273201,-1.274296,-1.275439,-1.276638,-1.277898,-1.279229,-1.280641,-1.282144,-1.283753,-1.285486,-1.287363,-1.289411,-1.291665,-1.294168,-1.29698,-1.30018,-1.30388,-1.308242,-1.313514,-1.320089,-1.328642,-1.34044,-1.358182,-1.388831,-1.457279,-1.74979,7.025455,5.519251,5.479681,6.06606,5.836057,5.570686,6.058258,5.429459,5.449535,5.449582,4.715973,3.09529,-0.741618,-0.840762,-0.822003,-0.922414,-0.984422,-0.918597,-0.944548,-1.07111,-1.111809,-1.363581,6.31972,5.863962,5.502361,5.753182,6.209883,-1.08818,-1.075338,-1.002998,-0.925319,-0.998571,-1.048174,-0.988085,-1.008478,-0.970374,-1.087569,-1.225678,-1.533171,7.077691,6.315125,5.656245,5.608525,6.140492,4.940522,2.007253,-0.681574,-0.728284,-0.764809,-0.788038,-0.809276,-0.885631,-0.935751,-0.871749,-0.883265,-0.831719,-0.834469,-0.844504,-0.937764,-0.904053,-0.945644,-0.861397,-0.864837,-0.956665,-0.925042,-0.940669,-0.911002,-0.844846,-0.916817,-0.849694,-0.920452,-0.852491,-0.923891,-0.963949,-0.877103,-0.877854,-0.966095,-0.92702,-0.855418,-0.92044,-0.918292,-0.992144,-0.955748,-0.970094,-0.943585,1
-0.902263,-0.640206,-0.802247,-0.938055,-0.63633,-0.932462,-0.739755,-0.853334,-0.976426,-0.67296,-0.978746,-0.85812,-0.747336,-0.943456,-0.651889,-0.960538,-0.837611,-0.713792,-1.018969,-0.716595,-0.84352,-0.970363,-0.667722,-0.972356,-0.84751,-0.722573,-1.026823,-0.722925,-0.844204,-0.845575,-0.727057,-1.033773,-0.732443,-0.86046,-0.988624,-0.687672,-0.994584,-0.873077,-0.753827,-1.071178,-0.839416,-0.729809,-1.038528,-0.735092,-1.010217,-0.817839,-0.937813,-1.071925,-0.785284,-1.117366,-1.042038,-1.026809,-1.521125,9.797445,7.907403,8.114133,7.058685,6.477251,6.67587,6.660791,6.815419,6.790305,6.731109,6.581237,8.91791,3.188165,-0.532178,-0.431812,-0.788213,-0.702058,-0.615522,-0.832835,-0.577346,-0.896926,-0.604094,-0.894791,-0.776443,-0.671305,-0.877043,-0.614692,-0.932882,-0.658642,-0.945812,-0.642189,-0.766148,-0.772612,-0.668159,-0.865138,-0.571252,-0.870202,-0.679479,-0.795646,-0.92442,-0.645203,-0.952376,-0.651304,-0.775424,-0.781979,-0.678807,-0.881052,-0.613,-0.921695,-0.618883,-0.899804,-0.771073,-0.653622,-0.841734,-0.538592,-0.826153,-0.619663,-0.709377,-0.678678,-0.511791,-0.555602,5.990177,-1.252615,-1.039062,-0.947328,-0.783682,-1.062089,-0.739001,-0.844019,-0.829394,-0.692067,-0.97123,-0.61824,-0.746938,1.830905,5.292071,-0.627514,-0.999276,-0.70942,-0.99349,-0.863791,-0.73647,-1.03946,-0.735744,-0.86208,-0.989195,-0.688037,-0.996219,-0.879338,-0.776064,-0.992842,1
-0.453646,-0.64305,-0.379306,-0.144159,-0.714301,-0.286923,-0.089353,-0.672823,-0.250751,-0.053952,-0.633611,-0.198758,0.050137,-0.504133,-0.264629,0.008232,-0.550649,-0.546566,0.018741,-0.541825,-0.539972,0.024443,-0.5365,-0.534936,0.033153,-0.215853,-0.665986,-0.207091,0.052986,-0.493685,-0.247247,0.034399,-0.505792,-0.257037,0.024597,-0.518398,-0.279206,-0.042213,-0.590124,-0.02914,-0.251846,-0.473571,0.090647,-0.450524,-0.198695,0.093009,-0.424872,-0.052234,-0.239812,-0.442591,0.139698,-0.373163,0.007462,-0.167574,-0.355432,0.220896,-0.235087,0.506812,0.480397,8.297261,-1.988699,-1.288435,-0.472635,-0.902335,-0.598482,-0.318326,-0.834133,-0.244641,-0.427181,-0.837358,-0.247527,-0.456261,-0.669071,-0.096945,-0.622942,-0.260202,-0.459746,-0.680023,-0.123453,-0.393493,-0.63069,-0.080231,-0.645979,-0.648278,-0.086845,-0.356716,-0.592597,-0.037228,-0.586322,-0.34333,-0.063735,-0.605137,-0.356766,-0.074194,-0.61341,-0.362441,-0.074679,-0.597748,-0.228811,-0.406585,-0.829308,-0.258257,-0.491888,-0.739899,-0.225218,-0.87106,-0.839727,19.31631,18.163263,1.968779,0.170819,-0.512279,-0.007182,-0.26478,-0.515183,0.021764,-0.262216,-0.509392,0.035226,-0.526182,-0.302101,-0.077478,-0.637106,-0.088752,-0.327222,-0.573597,-0.074609,-0.657805,-0.236776,-0.037445,-0.603779,-0.056372,-0.292437,-0.53291,-0.021994,-0.576863,-0.017697,-0.522494,-0.269304,0.015509,-0.517783,-0.721741,-0.241644,0.036566,1
-0.800534,-0.700134,-0.591616,-0.851609,-0.589228,-0.696114,-0.80297,-0.540472,-0.800109,-0.690234,-0.579946,-0.838088,-0.571791,-0.666607,-0.867068,-0.595725,-0.700372,-0.808068,-0.548277,-0.677292,-0.791041,-0.533293,-0.662464,-0.77462,-0.514057,-0.774373,-0.664524,-0.553816,-0.811117,-0.543345,-0.63487,-0.572965,-0.671674,-0.77504,-0.510922,-0.770571,-0.663645,-0.565846,-0.734594,-0.499932,-0.762164,-0.498886,-0.602676,-0.706668,-0.454449,-0.700762,-0.416751,-0.621687,-0.409276,-0.430345,-0.260445,1.293389,-1.32976,-0.916971,-0.76351,-0.625462,-0.371281,2.885895,7.562604,8.607967,8.098273,9.014292,-1.820235,-1.237948,-1.079002,-0.991962,-0.919225,-0.950808,-0.977289,-0.983336,-0.985823,-0.987786,-0.990252,-0.993811,-0.999095,-1.007174,-1.020535,-1.04791,-0.984835,-0.934847,-0.910399,-0.893031,-0.878766,-0.866007,-0.853841,-0.841546,-0.828324,-0.812946,-0.79278,-0.75896,-0.815822,-0.859697,-0.877992,-0.889024,-0.896679,-0.90288,-0.911982,-0.972623,6.987469,8.018658,7.920319,6.669854,6.466845,6.20125,7.106707,7.575435,7.910288,0.407736,-0.737618,-0.801975,-0.813034,-0.81017,-0.939066,-0.952348,-0.956825,-0.956601,-0.948584,-0.8275,-0.843946,-0.86151,-0.884168,-0.931138,-0.990289,-0.958203,-0.939356,-0.924951,-0.912363,-0.900275,-0.887638,-0.873032,-0.853176,-0.812018,-0.776538,-0.819432,-0.745241,-0.77085,-0.785784,-0.797827,-0.810158,-0.828312,-0.958862,-0.952191,-0.945659,-0.935113,1
-2.274143,-2.433314,-2.381401,-2.045284,2.024794,2.642866,2.834337,2.595774,2.253099,2.3077,2.337916,2.412048,2.281273,2.466839,2.333192,2.330561,2.397841,2.379676,2.383869,2.399874,2.486501,2.356146,2.41504,2.445282,2.241591,2.212511,2.373189,2.36585,2.367129,2.370234,2.372367,2.242555,2.469102,2.332676,2.353393,2.362477,2.36897,2.375346,2.383764,2.40041,2.488486,2.493785,2.373283,2.389396,2.477256,2.480864,2.355881,2.359117,2.363144,2.367544,2.376391,2.445064,2.255984,2.455669,2.441116,2.350698,2.527677,2.536966,2.528226,2.396701,2.377792,2.437985,2.467278,2.535849,2.468149,2.417236,2.573958,2.550717,2.434149,2.682804,2.452878,4.210242,3.597367,2.324023,-2.438598,-2.364522,-2.49171,-2.300244,-2.490436,-2.363324,-2.535128,-2.4492,-2.372982,-2.495752,-2.30259,-2.492927,-2.36667,-2.43612,-2.435923,-2.36654,-2.495126,-2.319981,-2.51717,-2.317954,-2.491138,-2.360931,-2.430968,-2.507937,-2.309612,-2.505077,-2.425044,-2.351321,-2.475785,-2.284944,-2.48163,-2.398986,-2.314954,-2.506535,-2.303289,-2.473309,-2.339659,-2.403366,-2.396069,-2.312611,-2.503624,-2.299934,-2.366971,-2.512586,-2.302569,-2.373422,-2.444118,-2.234862,-2.311343,-2.364833,-2.12097,-2.154542,-0.404625,-2.635328,-0.142808,-2.082041,-1.292201,-2.372769,-2.513106,-2.329369,-2.527757,-2.445947,-2.364358,-2.564468,-2.409929,-2.335466,-2.536068,-2.379052,-2.298676,-2.485928,1
-0.322401,-1.715719,-1.63097,-1.76421,-1.866897,-1.687591,-1.888621,-1.814951,-1.739763,-1.935808,-1.746376,-1.828929,-1.911824,-1.722758,-1.819291,-1.903304,-1.712397,-1.904799,-1.822463,-1.728228,-1.922466,-1.921055,-1.722986,-1.807527,-1.957832,-1.756872,-1.826822,-1.979244,-1.818649,-1.727979,-1.917784,-1.832568,-1.735335,-1.923566,-1.838236,-1.74215,-1.935126,-1.932738,-1.735068,-1.925394,-1.844158,-1.762889,-1.953181,-1.758054,-1.934125,-1.850172,-1.768419,-1.959427,-1.76527,-1.84067,-1.839998,-1.763069,-1.954983,-1.761115,-1.938788,-1.857815,-1.78478,-1.906138,-1.716838,-1.902485,-1.774731,-1.830122,-1.773299,-0.528972,0.168887,-1.740921,-1.709297,-1.798399,-1.765909,-1.849624,-1.93943,-1.776947,-1.91198,-1.756136,-1.890507,-1.725399,-1.925141,-1.736671,-1.815926,-1.818417,-1.74483,-1.941762,-1.758801,-1.901759,4.209764,4.630702,4.33929,0.214164,-1.429837,-1.741758,-1.693238,-1.619275,-1.802415,-1.584682,-1.709387,-1.479661,1.19829,3.947496,4.519443,4.438258,3.43068,3.984778,3.134185,3.12182,3.146979,3.202337,3.110126,3.064278,2.946709,3.201418,3.04673,3.112652,2.773689,3.176199,2.834603,2.695666,2.695869,2.833654,2.803362,2.91118,3.279741,3.095416,3.09812,3.29044,2.954841,3.060759,2.769764,2.767522,2.91567,3.263881,3.077881,2.759506,3.107758,2.889729,3.267841,3.094468,3.174915,3.03325,3.085417,3.078401,3.011202,3.135481,3.065069,2.594029,1
-0.359938,-0.365074,-0.27102,-0.341187,-0.331955,-0.396506,-0.360498,-0.278235,-0.296524,-0.386077,-0.384853,-0.404387,-0.422975,-0.225857,-0.465052,-0.35166,-0.392666,-0.544814,-0.465715,-0.321962,-0.363976,-0.443723,-0.252427,-0.38971,-0.35747,-0.484091,-0.374291,-0.369766,-0.369045,-0.356131,-0.420379,-0.382356,-0.472734,-0.382116,-0.400689,-0.513148,-0.275886,-0.233884,-0.295766,-0.30725,-0.268305,-0.500017,-0.374533,-0.460275,-0.532823,-1.155402,17.364069,18.069575,16.938943,-0.974472,-0.555166,-0.463882,-0.334762,-0.393969,-0.389015,-0.385623,-0.386863,-0.293273,-0.26094,-0.407123,-0.287697,-0.356951,-0.356797,-0.331311,-0.473802,-0.368482,-0.366961,-0.368599,-0.378716,-0.307178,-0.259342,-0.282501,-0.371853,-0.365609,-0.361728,-0.355035,-0.276464,-0.295523,-0.384332,-0.37959,-0.382442,-0.384786,-0.389289,-0.433086,-0.304244,-0.353081,-0.271828,-0.422592,-0.232218,-0.260632,-0.461025,-0.413434,-0.393452,-0.395657,-0.44046,-0.384823,-0.333406,-0.339555,-0.337864,-0.307509,-0.371484,-0.357211,-0.335591,-0.317719,-0.30304,-0.319621,-0.446972,-0.306949,-0.342399,-0.317124,-0.38178,-0.301026,-0.422157,-0.35164,-0.362706,-0.365609,-0.367864,-0.372624,-0.279755,-0.352883,-0.354435,-0.328793,-0.408267,-0.332365,-0.363795,-0.380451,-0.317412,-0.352354,-0.26253,-0.332719,-0.262098,-0.351227,-0.316058,-0.307406,-0.388475,-0.384594,-0.28523,-0.356918,-0.359974,-0.359952,-0.357563,-0.334779,-0.430951,-0.349993,1
-0.202759,0.103107,-0.165894,0.116774,-0.113753,-0.223723,0.073334,-0.204946,-0.23441,-0.136291,-0.214285,0.030277,-0.175543,0.065832,0.155992,-0.162987,-0.060078,-0.102007,-0.065316,-0.175701,0.126144,0.135724,-0.126236,-0.071494,-0.156921,0.061528,0.001971,-0.069567,-0.292843,-0.019779,-0.211101,0.041953,-0.125927,-0.095302,-0.20518,-0.168888,0.005976,-0.161075,-0.206339,-0.2533,-0.114069,-0.248805,0.013087,-0.008105,-0.21173,-0.12248,-0.041219,-0.436566,0.032306,-0.150125,0.062252,0.191265,-0.061373,-0.150575,0.064514,-0.035096,0.023473,-0.278999,-0.053947,-0.171041,0.144691,-0.022799,0.269018,0.013591,-0.03174,-0.128724,0.064859,-0.132154,-0.188407,-0.116681,0.103557,0.084212,-0.22457,0.075575,-0.366472,-0.11537,-0.065722,-0.10229,0.119136,-0.093713,-0.360188,-0.224222,-0.26507,-0.02528,-0.250719,-0.173616,0.027003,-0.070769,-0.172205,0.075592,0.052991,0.025613,-0.276716,-0.039601,-0.508541,-0.034075,-0.638312,-2.077654,34.133377,-2.072953,-0.753132,-0.669223,-0.437655,-0.506762,-0.493917,-0.48125,-0.357515,-0.511228,-0.506875,-0.512122,-0.537617,-0.450785,-0.394012,-0.451753,-0.456744,-0.339935,-0.400009,-0.460263,-0.393664,-0.446688,-0.447535,-0.32682,-0.476252,-0.454068,-0.553091,-0.535225,-0.498811,-0.440102,-0.544889,-0.527854,-0.522039,-0.51462,-0.51423,-0.51661,-0.525367,-0.376588,-0.518175,-0.415787,-0.466809,-0.627889,-0.501677,-0.48791,-0.363632,-0.513257,1
-0.385789,-0.396163,-0.336927,-0.360996,-0.357363,-0.416419,-0.473669,-0.376353,-0.376016,-0.376927,-0.397776,-0.270447,-0.444737,-0.378964,-0.377952,-0.402003,-0.289999,-0.32755,-0.378691,-0.322917,-0.333073,-0.334623,-0.239358,-0.357465,-0.326356,-0.3031,-0.285431,-0.414,-0.327611,-0.273182,-0.395093,-0.362673,-0.346222,-0.258963,-0.382072,-0.377528,-0.305161,-0.289533,-0.211572,-0.219324,-0.289047,-0.284985,-0.276163,-0.116453,-0.166388,-0.067144,-0.021495,0.111016,0.46841,5.04027,17.082406,16.692029,-2.107533,-1.10794,-0.795316,-0.78835,-0.661555,-0.638097,-0.552187,-0.560523,-0.465298,-0.518617,-0.515401,-0.425648,-0.483899,-0.485118,-0.483217,-0.486848,-0.424983,-0.448797,-0.451069,-0.455526,-0.394004,-0.333179,-0.426323,-0.421909,-0.415214,-0.385223,-0.43967,-0.425174,-0.418622,-0.414981,-0.4063,-0.45457,-0.44031,-0.421017,-0.412069,-0.40259,-0.370157,-0.420028,-0.340105,-0.414985,-0.404653,-0.395285,-0.447781,-0.443114,-0.363275,-0.375508,-0.275877,-0.372093,-0.472599,-0.429386,-0.425069,-0.359392,-0.379746,-0.37702,-0.371777,-0.272828,-0.281031,-0.347844,0.695977,16.145206,-0.921243,-0.47413,-0.441441,-0.471261,-0.382031,-0.4544,-0.4535,-0.388483,-0.409411,-0.405601,-0.337736,-0.510461,-0.381946,-0.401888,-0.402049,-0.40037,-0.397664,-0.392445,-0.364465,-0.421934,-0.41354,-0.327985,-0.391373,-0.397515,-0.40091,-0.461717,-0.377483,-0.376776,-0.35091,-0.409175,-0.315951,-0.381225,1
-0.918031,-0.880721,-0.882746,-0.906657,-0.876885,-0.851178,-0.857463,-0.858272,-0.859675,-0.862367,-0.863355,-0.864245,-0.865355,-0.867306,-0.87394,-0.838339,-0.852938,-0.820206,-0.872496,-0.823563,-0.862886,-0.867926,-0.878023,-0.883375,-0.852053,-0.857514,-0.859279,-0.915438,-0.843495,-0.82257,-0.880265,-0.855048,-0.82932,-0.875188,-0.798176,-0.909617,-0.88914,-0.828833,-0.755773,-0.803233,-0.833647,-0.89419,-0.871614,-0.860277,-0.859401,-0.89325,-0.795622,-0.839854,-0.873502,-0.819412,-0.854486,-0.852919,-0.83629,-0.867839,-0.823148,-0.869952,-0.866963,-0.832751,-0.856237,-0.832386,-0.822707,-0.844939,-0.850458,-0.800972,-0.837748,-0.836091,-0.817353,-0.834097,-0.859852,-0.850572,-0.794382,-0.811214,-0.840856,-0.827641,-0.812552,-0.786864,-0.738756,-0.539374,4.539062,6.837364,9.231679,7.643151,6.877586,6.788559,6.827538,7.029056,7.007285,6.876799,6.726374,6.869271,6.78363,6.939305,7.358143,3.130984,-0.546952,-0.70895,-0.715354,-0.778125,-0.755513,-0.811868,-0.778453,-0.79363,-0.845023,-0.795902,-0.833724,-0.834029,-0.867481,-0.86067,-0.815035,-0.863109,-0.866828,-0.832044,-0.848735,-0.848838,-0.832249,-0.866681,-0.860817,-0.860198,-0.862032,-0.813735,-0.852064,-0.856015,-0.856691,-0.855301,-0.856739,-0.856313,-0.853817,-0.852144,-0.848391,-0.807039,-0.844484,-0.909884,-0.896064,-0.769395,-0.831359,-0.895085,-0.857045,-0.850002,-0.794008,-0.873109,-0.854967,-0.847708,-0.878159,-0.870966,1
-0.062148,-0.083074,-0.037638,-1.156047,-0.273432,-0.212138,0.588778,0.080042,0.78435,0.200506,0.113856,-0.988989,-1.374605,-0.487527,0.677673,-0.311438,0.652897,0.429142,0.944784,-0.570613,0.1034,-0.396825,-1.105705,-0.837084,0.192094,0.499024,-0.252687,-0.041965,0.096866,0.373626,-0.100344,0.805318,-0.542506,0.978829,-1.662251,0.023882,0.352163,-1.247867,-0.058642,0.332083,-0.401165,0.62972,-0.475362,-0.547445,0.273715,-0.065521,-0.064438,0.791961,-0.379924,0.789781,-0.061391,0.632879,0.301334,0.020896,0.323982,-0.527576,-0.52906,0.099701,0.798459,0.238178,0.149837,0.161328,0.506697,-0.298176,-0.181528,-0.284118,0.540852,0.243061,0.57601,-0.200358,0.00337,0.409493,-0.365452,-0.243521,0.940279,0.13806,0.999819,-0.079899,0.312152,-0.539947,-0.891802,0.731068,0.244844,0.183434,0.155476,0.227921,0.678916,-0.005374,1.114475,0.280662,0.5436,-0.072824,-1.00937,0.873644,0.025276,-0.631481,-1.306076,-0.278457,0.018926,0.193161,0.564803,-1.084476,0.080792,0.155621,0.70403,-0.823324,-1.374335,-0.270526,0.245867,-0.175751,-1.705903,-0.386448,-0.344808,-0.367248,0.79554,0.239918,-0.762986,0.1442,-0.385288,0.160741,0.550447,0.105441,-0.00885,-0.345177,1.355179,0.967924,1.023566,0.489479,-0.476989,0.461011,0.115022,0.142049,0.555896,-0.208083,-0.060803,0.011002,0.280166,-0.332756,-0.537365,-1.147765,-0.538896,-0.378827,-0.363381,0.79281,1
-1.845174,-3.39296,-3.515195,-3.5582,-3.580094,-3.59346,-3.602609,-3.609432,-3.6149,-3.619488,-3.62224,-3.550103,-3.603559,-3.614528,-3.619915,-3.623545,-3.626457,-3.629094,-3.631751,-3.634759,-3.63871,-3.645144,-3.660409,-3.605866,-3.617267,-3.623233,-3.626937,-3.62972,-3.632145,-3.634558,-3.63731,-3.641003,-3.647184,-3.662209,-3.607452,-3.618699,-3.624656,-3.628734,-3.633048,-3.641573,-3.69086,-3.612324,-3.619678,1.045566,1.163403,1.074349,1.186228,1.09157,1.287764,1.044793,0.972593,1.91412,1.15791,1.375211,1.227932,1.073087,0.81295,0.742058,1.054884,1.148022,1.232928,0.998426,1.698145,0.990089,0.711458,0.661689,0.941945,1.209216,1.027942,1.015681,1.289343,1.403737,1.41025,1.3995,1.022024,1.405981,1.323988,1.341054,1.303513,1.263174,1.434698,0.949424,1.090193,1.189134,1.149885,0.740192,1.161235,1.361134,1.456686,0.913204,1.761669,0.968526,0.789952,0.617682,1.230496,1.032046,0.639097,1.409022,1.054038,0.670651,0.472174,1.187765,1.029597,1.064031,1.43219,1.400412,1.00936,0.972614,0.918776,0.845834,1.554182,1.129311,1.00229,0.986645,1.453876,1.841784,3.744817,1.514696,2.395191,2.324675,1.177465,1.50394,2.63722,2.419317,3.58283,4.055889,3.621482,0.835,0.918232,1.112991,2.276032,1.930105,1.820788,2.247335,2.238896,3.594255,2.579584,3.100954,3.013189,3.590242,3.602087,3.072923,3.013987,2.799731,1
-2.341916,-2.213782,-2.195504,-2.178562,-2.232014,-2.214213,-2.206017,-2.200461,-2.195382,-2.188849,-2.177381,-2.234831,-2.220882,-2.217415,-2.219386,-2.231711,-2.172346,-2.181344,-2.18434,-2.18355,-2.176449,-2.125523,-2.205252,-2.208952,-2.214012,-2.228261,-2.170265,-2.180245,-2.183805,-2.18288,-2.175606,-2.23646,-2.22533,-2.223907,-2.225989,-2.230496,-2.237666,-2.248736,-2.266807,-2.300555,-2.386285,-2.692639,4.160175,2.646691,3.429463,3.281387,2.238139,2.985599,3.257454,2.840759,2.50822,2.787929,3.123749,3.113452,2.939547,2.588191,2.60567,3.361266,3.304753,2.636151,2.589909,2.7561,2.357425,2.359735,2.181325,2.321458,3.0635,3.095104,2.75912,2.896045,2.743699,2.695026,2.665027,2.640656,2.390272,2.309011,2.397424,2.927765,2.505127,2.906612,2.657278,2.606696,2.811704,2.548583,2.954657,3.114183,2.73522,2.58074,2.933425,2.61993,3.318191,2.811787,2.417149,2.708228,2.952721,3.398567,3.534908,3.069327,3.035802,1.266029,-1.98796,-2.068282,-2.098754,-2.114814,-2.124769,-2.131546,-2.136438,-2.140108,-2.142925,-2.145111,-2.146799,-2.148064,-2.148939,-2.149409,-2.14939,-2.148672,-2.14673,-2.142031,-2.128058,-2.186231,-2.176115,-2.171623,-2.169531,-2.168531,-2.168165,-2.16828,-2.168884,-2.170132,-2.172395,-2.17649,-2.184351,-2.201381,-2.248235,-2.491142,4.276854,2.96475,3.103306,3.056449,3.055841,-2.448658,-2.437399,-2.381606,-2.355814,-2.341488,1
-0.891904,-3.524482,-3.454336,-3.433881,-3.424249,-3.418696,-3.415088,-3.41254,-3.410621,-3.4091,-3.407838,-3.406751,-3.405782,-3.404894,-3.404059,-3.403256,-3.40247,-3.401688,-3.400899,-3.400094,-3.399263,-3.398397,-3.397488,-3.396525,-3.395498,-3.394395,-3.393201,-3.391899,-3.390468,-3.388883,-3.387111,-3.385109,-3.382822,-3.380174,-3.37706,-3.373328,-3.368748,-3.362962,-3.355362,-3.344852,-3.329234,-3.30372,-3.266119,2.365892,1.971264,1.908969,1.57291,1.39021,1.806573,2.672964,2.514855,2.172896,2.023863,1.868569,1.520017,1.402691,1.318448,1.786104,1.212667,2.028087,1.974009,2.371657,2.340854,1.674722,2.476464,1.808738,1.795787,1.805494,1.85236,1.47015,1.749778,1.830747,1.494229,1.37193,2.078233,2.124134,2.182529,1.622741,1.323894,2.446976,1.702181,1.605532,1.70686,1.489241,1.745524,1.772835,1.617809,1.307239,1.315736,1.317097,2.140978,1.678673,1.614667,1.769284,2.194728,2.444737,2.06813,2.360667,1.283404,1.269364,1.399062,1.485092,1.758697,1.884541,1.576537,1.538939,1.520811,1.487665,2.131308,2.419911,1.367253,1.196996,2.023982,2.315952,1.748392,1.9965,2.059289,2.121529,2.223724,2.349222,2.329729,1.960779,1.852637,1.583602,1.516274,1.694517,1.45119,1.613302,1.574073,1.414086,1.408321,1.388688,1.27164,1.414581,1.371995,1.420473,0.014373,-3.071125,-3.133723,-3.220515,-3.219846,-3.215539,-3.202907,-3.163855,1
