@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute target {1,2}

@data
1.07916,-1.104315,-2.98427,-3.811143,-2.951403,-2.059983,-0.329192,2.277012,3.824504,3.860543,3.293118,1.794143,0.121286,-0.970038,-2.154039,-3.338735,-4.528732,-5.734599,-5.515766,-4.140581,-2.340005,-0.780951,0.777814,2.13303,3.476791,4.741074,5.815001,6.690672,7.066695,6.286115,4.926205,4.537889,4.668496,4.798495,4.928298,5.057934,5.187419,5.316739,5.448086,5.57295,5.677888,6.525849,8.728666,8.147333,7.728322,7.300986,6.871299,6.440844,6.010063,5.579307,5.143931,4.712882,4.281574,3.850169,3.418702,2.983893,2.552443,2.121042,1.669157,0.043683,-1.546469,-3.142433,-4.747395,-6.371191,-6.953135,-6.492756,-6.144197,-5.050857,-5.1926,-4.757126,-4.506631,-3.669375,-3.968035,-5.26914,-5.106209,-6.756682,-6.804009,-8.034871,-9.470258,-9.618014,-7.916944,-6.230472,-5.539228,-5.473905,-4.762825,-4.249067,-4.220133,-4.146548,-3.148221,-1.435028,1
-1.23937,-8.346672,-8.071325,-7.66512,-7.560032,-7.947749,-8.812291,-8.953245,-8.408581,-7.101703,-6.957354,-7.332256,-6.886674,-5.085387,-4.545124,-3.692961,-1.699947,-0.73118,-0.62373,1.542856,1.731669,2.591484,4.072464,3.754979,4.855188,5.090461,3.888849,2.732434,1.891129,1.454578,0.222535,-0.305852,0.450445,0.716418,0.32209,0.491471,0.367185,0.404969,0.965658,0.090231,0.106379,1.019183,1.900096,1.659461,1.473436,1.680967,0.934909,-0.507515,-1.773957,-3.20179,-3.054407,-2.91724,-3.392392,-2.991457,-2.952931,-2.582845,-1.87778,-1.472188,-1.573068,-1.45049,-1.484824,-1.348721,-1.435953,-1.454011,-1.293027,-0.840006,-0.836296,-1.657527,-1.274868,-0.289203,-1.659353,-2.00285,-0.700937,0.724179,1.091803,1.046821,2.325047,2.187144,4.299518,5.84765,5.333326,5.434431,7.460101,9.056556,9.65234,10.891002,10.549427,12.095753,12.782839,10.802731,1
-0.515929,2.09398,0.758384,-2.398968,-4.293783,-3.97365,-1.971705,0.682087,2.340872,2.109791,1.284084,-0.197506,-0.154744,-1.949634,-0.881028,1.997006,2.725708,5.372469,4.865174,0.971732,-0.986435,-3.535684,-4.967442,-4.276257,-2.508414,0.423686,2.105647,3.842552,4.825293,5.500639,7.103461,6.388596,5.511384,6.367032,5.909652,4.966134,0.14676,-4.229437,-4.753229,-4.63336,-4.314454,-1.529132,2.307125,4.439748,6.247383,8.232684,9.306454,8.780989,6.994422,5.517902,2.582476,0.915614,0.400725,0.949032,2.198716,2.361909,3.906632,3.97108,5.346327,5.454486,4.404375,2.850124,1.841357,-0.535969,-3.061419,-4.714952,-6.751004,-7.855357,-6.519056,-3.750376,-2.645764,0.340515,2.876832,3.047242,2.5554,0.287402,-0.631394,2.952561,1.295724,-2.567959,-6.104359,-7.509674,-9.052999,-11.620345,-13.174832,-11.949147,-9.803619,-8.531377,-6.328174,-5.478794,1
-1.132188,1.017939,1.149922,1.608313,3.097154,3.789664,3.317539,4.236019,4.329395,4.243993,4.495356,4.46857,4.282797,4.046154,3.793752,1.17107,0.289793,-0.00665,-1.900998,-5.93209,-7.463713,-8.333177,-7.992902,-7.605645,-7.138848,-6.918694,-6.804362,-7.079919,-7.040811,-6.981454,-7.10733,-6.985393,-7.229777,-7.126161,-6.810767,-6.822336,-7.041927,-6.958798,-6.545918,-3.167441,-0.388401,0.653796,1.559422,2.734076,3.191589,3.10613,3.651831,4.478792,4.193067,4.049085,5.12529,4.384858,4.348709,3.803153,4.188439,5.14404,6.353553,6.658019,6.412819,6.35793,6.538602,5.928177,5.603986,6.140618,6.610654,6.069756,5.326289,4.584739,5.130518,4.699709,3.975669,4.09711,2.884876,2.425524,1.004579,0.417013,0.549345,-0.480206,-1.15931,-2.741959,-3.568124,-4.192451,-5.968166,-6.25132,-6.045909,-5.57716,-5.08279,-4.966741,-3.697727,-3.471633,1
1.948513,7.18477,3.75504,-1.063263,-4.046375,-5.839139,-1.77782,3.583512,4.206413,0.601156,-3.931121,-6.656012,-8.351936,-6.011866,-4.479662,-2.162973,3.410026,7.392466,5.990193,2.625257,-2.018335,-3.744131,-5.054902,-6.311974,-2.654615,3.629922,5.826384,4.254938,0.153413,-4.088493,-5.221563,-6.528486,-3.864355,1.600173,6.676633,8.343417,5.609626,1.131389,-2.111073,-4.58096,-1.964813,3.454179,8.29131,7.635606,2.458656,-3.517194,-4.067322,-0.275355,4.277933,6.409991,2.823427,-2.642262,-7.730918,-7.688626,-1.055152,5.045929,6.179099,2.118719,-3.317372,-5.985776,-5.126265,-1.579844,1.638596,5.09875,4.789174,2.849852,-0.848994,-5.162473,-7.676253,-7.691088,-3.570477,4.969081,8.573228,5.306453,-1.595911,-6.635659,-7.255421,-6.038458,-2.307951,3.668647,6.419107,4.965923,-0.593675,-4.949627,-6.868276,-3.793237,3.875441,8.609664,9.165671,3.88978,1
-3.140938,-4.962619,-5.663977,-5.477435,-6.516849,-7.226177,-7.029461,-7.051278,-6.797015,-6.698629,-6.348552,-6.303469,-6.204736,-6.117032,-5.986788,-5.913986,-7.84722,-7.855264,-7.011662,-6.369272,-4.140834,-1.176345,0.879194,2.338447,2.908769,1.192181,0.204414,-0.062689,0.386687,0.871962,3.427068,4.449799,5.775722,7.942075,8.696286,8.849731,9.559389,9.380889,9.917189,9.683432,9.117716,7.914578,7.769707,8.116104,7.15557,4.853285,2.423622,1.50759,1.384941,-0.097987,-0.737418,0.210849,1.673897,1.668393,3.34993,2.837399,2.374064,2.628924,2.045412,1.708805,0.581356,1.438999,3.290617,4.445902,4.439236,4.303054,2.925056,1.112981,-0.437913,-2.627962,-4.143888,-4.69046,-6.164563,-5.939547,-5.067641,-3.792071,-2.202522,-0.871075,1.02645,1.468056,2.399202,2.592735,2.069423,0.83692,-0.584426,-2.020631,-3.089447,-4.293456,-5.227966,-4.242807,1
6.096431,3.756477,4.994231,4.13892,2.381547,-1.156578,-5.369507,-7.489965,-9.559012,-10.304529,-7.218792,-3.447134,-2.000327,-2.612105,-2.115693,1.755615,5.313509,7.150995,6.733033,5.561953,1.897998,-1.682752,-3.069928,-4.642095,-4.68299,-2.125394,-0.049184,2.402446,3.09082,3.889215,3.050448,0.788798,-3.137462,-5.081038,-7.994745,-7.345353,-4.345462,-1.332147,1.948463,4.193675,2.64214,1.993952,-0.515036,-3.343422,-6.318619,-6.639703,-3.401898,0.586827,3.821184,5.470186,7.386048,6.113416,3.284484,0.481485,-1.049838,-4.452484,-4.314528,-2.724975,0.336829,3.349491,4.730634,5.31864,3.813467,2.342262,-0.028394,-4.126518,-5.998733,-7.680791,-6.787396,-4.064725,-0.266296,1.589098,3.708473,5.293538,7.627674,6.823551,4.099382,0.094045,-3.924842,-7.695723,-7.121114,-5.934993,-4.966676,-2.959683,0.705886,3.687682,5.321068,9.482397,11.168196,10.661968,1
-2.778534,-5.467546,-5.464687,-5.516058,-5.703495,-5.435518,-6.546694,-5.676677,-4.710419,-4.694126,-5.774422,-5.268693,-4.532698,-5.440519,-5.585119,-4.925353,-4.112508,-4.636835,-5.491479,-5.278209,-4.060367,-3.573639,-1.070086,1.047517,3.322951,3.229661,3.332543,6.284037,7.344063,8.4414,9.264128,8.165464,5.794304,5.08998,2.883004,-1.096277,-0.861964,0.000289,-2.549375,-5.024844,-4.681139,-3.542763,-2.5634,-1.329599,-1.692895,-2.42603,-1.738238,-1.592346,-2.115564,-2.249831,-2.733012,-2.278643,-1.569125,-2.895471,-4.963491,-5.52617,-4.669189,-1.854719,2.187744,4.244885,6.787469,6.651643,8.226029,10.11281,12.331609,11.162629,11.228704,11.578252,10.527353,6.63733,5.455747,2.908209,0.754888,1.534557,-2.997556,-2.881689,-1.342053,-1.016219,-0.9704,-0.435861,0.574571,0.234241,0.48568,0.741548,1.017792,0.434905,0.645961,0.275222,0.02697,0.375453,1
2.193013,-2.527292,-3.249198,-5.219843,-5.567315,-3.780276,-1.306172,1.347659,4.424841,7.797689,8.735298,6.994719,4.95618,1.421281,-2.377995,-3.111227,-2.370059,-0.526082,2.063373,2.862889,3.979955,4.377636,4.211702,4.730097,5.132194,3.07506,-0.5916,-5.001795,-6.800692,-6.321515,-4.288177,-1.717973,1.701821,3.437192,3.217419,2.363415,1.436207,-0.906876,-1.343514,-4.7225,-6.380029,-8.025272,-7.872705,-6.187663,-4.082786,-4.342543,-4.294815,-3.743893,-2.490378,0.099875,0.71038,3.853564,4.836193,5.727576,5.580698,5.651563,5.317723,6.412903,4.827481,5.437624,5.413169,3.124282,2.000853,3.340664,2.038988,-1.508376,-2.288855,-5.010135,-6.406825,-9.863325,-11.268401,-11.270468,-9.731195,-5.457193,-3.451568,-1.883268,0.658793,1.212879,-0.588064,-4.514744,-5.774653,-3.567423,-1.252248,3.193936,5.082285,8.665713,8.905821,7.68811,6.626541,6.119676,1
-2.860881,-0.897925,-1.441515,-6.485236,-6.515364,-3.688925,-0.567433,-2.517204,-3.250583,-6.114834,-6.962402,-4.79072,-3.544665,-4.199941,-3.005193,-0.366018,-1.061754,-1.907103,-2.984119,-3.70999,3.90771,10.552208,4.46385,3.907875,2.900992,4.02786,5.672329,-1.949152,-5.463165,-11.466353,-14.009585,-9.846382,-8.415524,-6.439294,-4.4925,-0.955169,0.80747,2.217434,3.092725,2.583652,1.669001,1.144335,3.215819,5.306558,8.351552,4.997956,0.487718,-1.099476,7.765064,16.310117,14.139675,9.209477,2.61751,-0.618106,3.719655,7.905408,2.508763,0.565746,-0.406938,0.281124,1.434372,0.789477,0.506191,-1.236379,-1.172984,0.230184,0.581369,1.225876,1.518317,0.411579,0.094373,0.417915,1.660717,-0.928564,-2.14855,-2.154697,1.894669,3.416583,3.94616,1.238742,0.392842,1.760936,0.202212,-0.750459,3.291292,0.569684,-2.110153,-4.779898,-5.962527,-6.635419,1
-0.189275,-4.285504,-2.220506,2.978027,5.253513,4.344135,0.827328,-2.556907,-4.920168,-5.302145,-3.29291,0.6175,3.908521,6.191729,3.584947,0.612227,-2.102415,-1.050806,2.584521,4.56083,-0.181993,-4.621941,-6.510028,-7.273926,-4.418421,-0.699848,2.389137,3.359328,2.542928,0.748564,0.079995,-1.089972,-1.326075,-2.71318,-4.625689,-5.018536,-5.433941,-6.373795,-5.445164,-5.174373,-5.358489,-5.005057,-3.440395,-0.921347,1.847444,2.459242,3.568718,4.201495,2.880965,1.007882,-0.795576,-1.149801,-2.215859,-2.78087,-3.555682,-4.684027,-3.220647,-2.271181,-3.224607,-3.06102,0.898871,1.980633,-1.397904,-4.110713,-4.767139,-4.066106,-1.071572,3.104699,6.329146,6.541602,5.013733,1.998287,-0.991842,-2.977801,-2.675667,-5.814842,-7.045799,-4.895252,-4.301787,-4.908546,0.398595,4.267668,5.546797,8.616926,12.972282,14.202568,14.404933,12.398292,10.838224,7.474813,1
-2.400087,0.100272,0.450993,2.139493,3.926266,-0.733071,-2.714281,-1.872088,-1.432961,-0.979566,-0.942529,-0.02435,0.379506,-0.489031,-4.734639,-6.706584,-5.2382,-0.378773,0.00804,1.419866,5.290892,6.984792,7.519577,6.401162,1.327384,-2.269458,-2.885442,-6.440608,-7.803308,-6.387541,-3.901965,-3.042167,-1.860024,2.012216,2.053367,5.621374,5.246098,4.559351,6.910195,4.165519,3.275957,-0.689174,-4.906523,-9.342701,-10.534263,-9.028628,-8.880122,-7.164052,-3.51029,-3.004331,-1.53343,-0.783855,0.493017,1.759074,4.813072,5.924611,6.293114,5.334231,4.359366,1.455198,-1.215712,-4.518436,-7.736266,-6.54205,-4.088357,-3.244782,1.560492,3.451803,6.100133,7.088126,9.133782,10.665976,11.475295,10.535663,7.103306,2.221154,-1.501481,-4.249925,-3.924845,-2.70077,-0.245649,1.893499,3.226652,4.68328,3.015744,0.374203,-2.855109,-3.7644,-6.029301,-7.521987,1
0.279621,0.089467,0.337617,-1.169555,-2.514998,-5.282598,-7.195942,-7.530723,-6.500687,-5.535036,-3.992029,-1.902387,-0.591019,0.883674,0.735797,0.138824,-0.790519,-2.820417,-4.842984,-5.299346,-2.4547,1.805909,4.207616,6.646107,4.841708,2.86594,-1.623401,-2.884526,-5.184349,-6.535851,-3.680882,0.366437,2.906533,3.816844,2.363577,-0.488257,-3.879127,-6.280044,-6.612428,-4.093609,-2.87267,-0.487831,2.87932,4.910902,8.268539,8.130389,7.114723,5.855747,6.616499,3.996263,-4.384572,-6.787403,-6.690955,-5.715401,-0.290205,3.520601,7.40014,8.74322,6.020482,4.354817,0.706914,-6.079076,2.479305,5.90213,2.275929,-2.241461,2.305949,9.378294,9.68405,9.858206,10.026651,8.688169,7.792611,-0.058924,-2.863585,-2.192605,-1.366923,0.111872,-0.47764,-1.782763,-2.613426,-5.324753,-6.188037,-9.267381,-9.813692,-6.850551,-1.995345,1.795849,3.338623,1.58875,1
