@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute target {1,2,3}

@data
0.300489,0.303029,0.309123,0.318946,0.329462,0.347461,0.377146,0.407444,0.437741,0.468032,0.492224,0.498766,0.49723,0.498646,0.499282,0.508641,0.523066,0.53491,0.544684,0.567356,0.587989,0.602674,0.617637,0.631256,0.641615,0.649349,0.684561,0.713816,0.725363,0.709157,0.666457,0.599907,0.509002,0.393338,0.265435,0.140292,0.034441,-0.058109,-0.145178,-0.223762,-0.295646,-0.358436,-0.411361,-0.46197,-0.52506,-0.584956,-0.642412,-0.697174,-0.745226,-0.782577,-0.803513,-0.849987,-0.892116,-0.916337,-0.913126,-0.888239,3
0.263397,0.270265,0.282783,0.302374,0.323079,0.344071,0.367663,0.398124,0.431709,0.459021,0.48068,0.48957,0.491166,0.493981,0.50017,0.515185,0.538835,0.564125,0.587856,0.609142,0.627094,0.642765,0.657598,0.671942,0.684467,0.687956,0.714745,0.735074,0.736493,0.716393,0.671647,0.601024,0.507664,0.392933,0.266671,0.138607,0.025162,-0.075876,-0.171202,-0.253548,-0.328371,-0.402315,-0.473817,-0.540283,-0.602627,-0.662287,-0.71815,-0.765131,-0.802515,-0.825167,-0.835339,-0.868654,-0.895567,-0.909452,-0.908376,-0.887352,3
0.304868,0.31924,0.338717,0.362643,0.387146,0.413001,0.440955,0.469851,0.492154,0.5111,0.522062,0.521642,0.523793,0.533024,0.548156,0.567467,0.5907,0.61358,0.635962,0.655051,0.67099,0.700589,0.725944,0.748392,0.758682,0.753248,0.763715,0.755651,0.731844,0.689069,0.623044,0.534917,0.430167,0.310462,0.189185,0.07469,-0.027691,-0.123573,-0.217266,-0.300612,-0.369438,-0.430258,-0.490982,-0.545917,-0.602489,-0.653589,-0.71523,-0.772159,-0.81953,-0.854301,-0.877756,-0.916,-0.939515,-0.953308,-0.949134,-0.929754,2
0.483626,0.478114,0.474115,0.47089,0.467265,0.466368,0.479426,0.492965,0.50141,0.507878,0.519524,0.524587,0.524345,0.520164,0.516114,0.518626,0.523893,0.534694,0.552803,0.571276,0.584436,0.59005,0.594976,0.599186,0.607044,0.613273,0.629855,0.636737,0.626565,0.597584,0.549333,0.476773,0.382634,0.278731,0.170854,0.062666,-0.037524,-0.12901,-0.207767,-0.274809,-0.33456,-0.387036,-0.44303,-0.5098,-0.577114,-0.643085,-0.705337,-0.762578,-0.814824,-0.860648,-0.898756,-0.93739,-0.963413,-0.973091,-0.967285,-0.942679,2
0.400851,0.398507,0.398861,0.400796,0.410289,0.422248,0.435353,0.451538,0.470194,0.492554,0.512154,0.523039,0.525117,0.526893,0.532645,0.547403,0.570312,0.602527,0.633228,0.655051,0.671782,0.685106,0.693791,0.699153,0.703036,0.70432,0.718486,0.721786,0.706806,0.673599,0.619834,0.543692,0.448882,0.340087,0.225063,0.113675,0.012856,-0.078824,-0.163907,-0.243711,-0.32279,-0.402857,-0.489129,-0.570426,-0.644294,-0.711554,-0.773014,-0.829127,-0.876095,-0.912829,-0.937571,-0.965241,-0.983418,-0.9864,-0.977094,-0.95365,2
0.336906,0.336857,0.344278,0.355283,0.366721,0.38117,0.39612,0.417057,0.43935,0.457141,0.465969,0.471679,0.474046,0.474033,0.476303,0.481378,0.496618,0.520662,0.553906,0.581267,0.60192,0.613778,0.622004,0.630488,0.637013,0.639754,0.67444,0.706406,0.720986,0.710206,0.670535,0.605506,0.511617,0.395515,0.271789,0.153209,0.04704,-0.046229,-0.130865,-0.200807,-0.264567,-0.329692,-0.401964,-0.478701,-0.553773,-0.62318,-0.689961,-0.750995,-0.80096,-0.833511,-0.85057,-0.893702,-0.934354,-0.957967,-0.957907,-0.932993,2
0.249147,0.264059,0.287094,0.314458,0.339746,0.366007,0.391914,0.418303,0.437091,0.451886,0.462489,0.46534,0.465119,0.466794,0.475882,0.495216,0.527053,0.558271,0.585307,0.611372,0.632453,0.654566,0.674211,0.692974,0.704539,0.704944,0.728006,0.745568,0.74049,0.712057,0.659476,0.58398,0.485569,0.36834,0.24788,0.125676,0.014371,-0.081701,-0.168557,-0.244105,-0.314233,-0.382485,-0.447613,-0.510966,-0.571713,-0.626466,-0.681496,-0.733145,-0.778874,-0.810359,-0.822378,-0.86167,-0.898368,-0.917849,-0.914747,-0.892583,2
0.27105,0.278402,0.293311,0.308818,0.326525,0.343632,0.361574,0.386313,0.40866,0.431909,0.449788,0.455608,0.451339,0.451694,0.457706,0.463862,0.485209,0.512432,0.543698,0.571566,0.590222,0.612137,0.632729,0.649693,0.664218,0.66757,0.700067,0.72585,0.738929,0.724289,0.68558,0.621398,0.531482,0.419336,0.290606,0.15966,0.047738,-0.048917,-0.13937,-0.220101,-0.288769,-0.358054,-0.417234,-0.475279,-0.528219,-0.57481,-0.623626,-0.671653,-0.714177,-0.751342,-0.77664,-0.829323,-0.872948,-0.905711,-0.914193,-0.898747,2
0.320408,0.320976,0.324126,0.33024,0.336723,0.344255,0.355401,0.36894,0.383901,0.395025,0.396182,0.391463,0.388731,0.387554,0.395912,0.415668,0.453072,0.500287,0.533638,0.563147,0.58764,0.604422,0.621962,0.634545,0.646493,0.649769,0.685039,0.719519,0.739194,0.737444,0.709165,0.652471,0.567424,0.455473,0.332127,0.210138,0.101223,-0.000509,-0.092447,-0.173773,-0.243009,-0.310934,-0.382714,-0.451383,-0.516982,-0.577262,-0.63788,-0.692929,-0.744606,-0.785377,-0.812335,-0.86254,-0.910518,-0.945667,-0.958189,-0.947711,2
0.237159,0.246085,0.262547,0.285793,0.310308,0.336262,0.362311,0.389092,0.415976,0.437018,0.446713,0.450711,0.449072,0.447317,0.44954,0.45873,0.476902,0.503049,0.530907,0.559224,0.589359,0.616552,0.645311,0.666716,0.682141,0.682908,0.714617,0.73922,0.74705,0.729691,0.686948,0.621124,0.531836,0.416554,0.292412,0.172478,0.057008,-0.044065,-0.137137,-0.214434,-0.281941,-0.347972,-0.412506,-0.476646,-0.543531,-0.604603,-0.661647,-0.714482,-0.756348,-0.786466,-0.797549,-0.836608,-0.872179,-0.893851,-0.895395,-0.877004,3
0.718757,0.73134,0.732883,0.723909,0.710836,0.695496,0.678441,0.659859,0.639683,0.618641,0.58944,0.558852,0.522907,0.481802,0.439978,0.402587,0.372618,0.354657,0.350935,0.348879,0.348457,0.342571,0.335976,0.322736,0.302872,0.282825,0.301864,0.334538,0.363962,0.377221,0.366029,0.331092,0.271571,0.189108,0.093166,0.00177,-0.084767,-0.162191,-0.225241,-0.278316,-0.322542,-0.368012,-0.424131,-0.494705,-0.565435,-0.638173,-0.704517,-0.763806,-0.811907,-0.844329,-0.862113,-0.899444,-0.934232,-0.956788,-0.961509,-0.942141,3
0.350049,0.354554,0.366392,0.381191,0.394986,0.409783,0.422727,0.436953,0.451598,0.466449,0.477493,0.479931,0.47596,0.474106,0.479288,0.488637,0.509221,0.542643,0.567246,0.587853,0.603452,0.616955,0.627383,0.635217,0.640801,0.640139,0.666582,0.6838,0.692348,0.677795,0.640248,0.579996,0.492977,0.382064,0.257311,0.131961,0.020863,-0.077437,-0.164553,-0.24278,-0.309884,-0.377019,-0.455266,-0.523969,-0.588987,-0.652308,-0.710359,-0.763077,-0.804131,-0.834637,-0.849974,-0.890369,-0.922891,-0.947483,-0.948607,-0.930051,3
0.366098,0.36682,0.37071,0.375399,0.380399,0.388333,0.398796,0.415939,0.438612,0.459972,0.46741,0.46964,0.462977,0.462126,0.46261,0.47042,0.486555,0.509107,0.539591,0.576198,0.606377,0.626144,0.645371,0.664392,0.681133,0.691456,0.714827,0.731407,0.731745,0.708379,0.662405,0.589997,0.499347,0.382545,0.255972,0.134526,0.023034,-0.066836,-0.148854,-0.218218,-0.278902,-0.338577,-0.405363,-0.480401,-0.562237,-0.639025,-0.709247,-0.775363,-0.833563,-0.882096,-0.913298,-0.954607,-0.98456,-0.997296,-0.986362,-0.9616,2
0.334393,0.330613,0.331956,0.335746,0.343451,0.365005,0.386558,0.408345,0.429871,0.449631,0.460863,0.466908,0.465318,0.465087,0.461615,0.469087,0.487367,0.507097,0.530819,0.544734,0.553785,0.55947,0.564349,0.568802,0.576172,0.580843,0.627003,0.668175,0.689188,0.680581,0.6465,0.587903,0.502839,0.394386,0.271479,0.156378,0.050439,-0.048518,-0.141087,-0.216409,-0.284791,-0.347845,-0.411645,-0.47973,-0.543634,-0.60563,-0.663673,-0.716168,-0.760181,-0.789668,-0.805709,-0.854005,-0.896724,-0.917743,-0.911211,-0.880756,3
0.372712,0.374827,0.378994,0.384577,0.389911,0.396224,0.404906,0.420082,0.437199,0.454575,0.467475,0.466048,0.461985,0.460446,0.464218,0.470249,0.478505,0.506196,0.539506,0.571535,0.59536,0.613102,0.628221,0.636426,0.638703,0.639186,0.675263,0.700446,0.704415,0.68499,0.646439,0.587632,0.50463,0.395101,0.272775,0.153235,0.045786,-0.048745,-0.141739,-0.226207,-0.294153,-0.353417,-0.423977,-0.500663,-0.575931,-0.647066,-0.712897,-0.773722,-0.828741,-0.869159,-0.8902,-0.934321,-0.96498,-0.974404,-0.956626,-0.929866,3
0.27427,0.279431,0.291212,0.305698,0.32167,0.338303,0.354693,0.376373,0.400463,0.417231,0.426073,0.430851,0.431601,0.429769,0.437139,0.454723,0.485589,0.523086,0.555197,0.582257,0.605338,0.62394,0.643651,0.662996,0.679247,0.685829,0.71785,0.736138,0.733433,0.70776,0.661913,0.59317,0.499859,0.385564,0.268994,0.151049,0.038574,-0.062222,-0.150435,-0.235231,-0.310476,-0.380323,-0.452859,-0.514828,-0.573349,-0.632433,-0.683839,-0.732269,-0.774537,-0.805742,-0.823558,-0.866907,-0.899245,-0.912068,-0.901931,-0.878683,3
0.313589,0.32104,0.334135,0.351631,0.36897,0.388834,0.408627,0.430932,0.462022,0.495242,0.518459,0.522379,0.52056,0.521038,0.52141,0.529389,0.54311,0.572248,0.608707,0.64356,0.665172,0.685875,0.703528,0.722116,0.735405,0.741219,0.774277,0.795914,0.797674,0.772694,0.721286,0.645085,0.545265,0.419224,0.28262,0.15768,0.05426,-0.037147,-0.119364,-0.191523,-0.24952,-0.311625,-0.387469,-0.473613,-0.557028,-0.632163,-0.706338,-0.776709,-0.839196,-0.886622,-0.914435,-0.967299,-1.007257,-1.031596,-1.029787,-1.006293,2
0.489066,0.489661,0.486764,0.482557,0.480037,0.485138,0.489931,0.493172,0.50091,0.514833,0.535593,0.545704,0.544052,0.541268,0.535227,0.535449,0.544298,0.560315,0.584078,0.604494,0.619457,0.621647,0.62792,0.63446,0.63967,0.634759,0.651029,0.665088,0.66413,0.648259,0.610618,0.553847,0.477386,0.380581,0.267601,0.148296,0.0366,-0.062346,-0.153836,-0.234113,-0.31051,-0.384656,-0.466652,-0.554749,-0.639225,-0.717216,-0.786532,-0.8515,-0.906907,-0.948186,-0.971749,-1.002901,-1.023644,-1.028725,-1.024554,-1.004632,1
0.316495,0.317188,0.32262,0.33145,0.357472,0.389102,0.420391,0.452659,0.4868,0.517651,0.533004,0.541476,0.540679,0.537663,0.536341,0.537008,0.553616,0.584672,0.630105,0.669315,0.696153,0.719366,0.73978,0.758331,0.772457,0.778438,0.795486,0.801579,0.78982,0.759301,0.707875,0.635182,0.536012,0.414752,0.288771,0.172801,0.069382,-0.021586,-0.104153,-0.185514,-0.25763,-0.334298,-0.421914,-0.523117,-0.614935,-0.694787,-0.767021,-0.826098,-0.869217,-0.897181,-0.915954,-0.952422,-0.984254,-1.002347,-1.002595,-0.992279,1
0.306285,0.326485,0.348107,0.375841,0.404839,0.440154,0.481643,0.517681,0.543006,0.559977,0.569977,0.567578,0.562383,0.566649,0.585074,0.618056,0.66371,0.718248,0.769312,0.812847,0.845688,0.873322,0.896772,0.911063,0.919478,0.913052,0.899916,0.878035,0.833932,0.770382,0.681011,0.569035,0.444354,0.31709,0.195906,0.085898,-0.00572,-0.084016,-0.159706,-0.238442,-0.317719,-0.405679,-0.50134,-0.594961,-0.682557,-0.762952,-0.833537,-0.894872,-0.948602,-0.99415,-1.030384,-1.065347,-1.09241,-1.10604,-1.105799,-1.08601,1
0.313579,0.320203,0.332229,0.349806,0.370061,0.390496,0.410541,0.437847,0.460948,0.480179,0.493485,0.498793,0.493731,0.488578,0.493925,0.502384,0.517549,0.547203,0.587165,0.624593,0.654293,0.680976,0.707553,0.725337,0.738042,0.740746,0.76475,0.772144,0.7625,0.732196,0.67489,0.593222,0.48748,0.364482,0.240504,0.127367,0.025927,-0.058704,-0.134953,-0.20915,-0.27194,-0.338909,-0.417948,-0.507631,-0.587232,-0.657544,-0.724536,-0.786068,-0.843198,-0.887565,-0.915718,-0.959208,-0.985721,-0.997668,-0.98905,-0.959612,2
0.294846,0.317886,0.347716,0.383923,0.422385,0.46094,0.500839,0.526766,0.530323,0.517498,0.503782,0.501985,0.502385,0.506128,0.513502,0.527176,0.548195,0.583503,0.639282,0.69556,0.748603,0.793014,0.817962,0.825829,0.827396,0.815968,0.823165,0.814538,0.785184,0.732837,0.658511,0.558691,0.450465,0.345669,0.244518,0.138828,0.029284,-0.076676,-0.168878,-0.249238,-0.319237,-0.381148,-0.446044,-0.523782,-0.599909,-0.67661,-0.74904,-0.815192,-0.874303,-0.919424,-0.948422,-0.998891,-1.034677,-1.052759,-1.048614,-1.027131,2
0.389795,0.392507,0.393013,0.39171,0.391133,0.38633,0.383569,0.380184,0.383898,0.390232,0.399695,0.403464,0.400071,0.396222,0.39993,0.408313,0.422251,0.443185,0.473561,0.504627,0.529794,0.547933,0.566264,0.578502,0.581359,0.581084,0.617788,0.653422,0.672685,0.668452,0.643317,0.594018,0.520659,0.418951,0.300452,0.175852,0.062404,-0.032283,-0.117406,-0.193975,-0.257432,-0.313294,-0.373199,-0.445783,-0.519913,-0.590799,-0.65684,-0.716877,-0.76956,-0.812556,-0.838037,-0.892037,-0.933623,-0.954372,-0.948075,-0.918892,2
0.292657,0.298969,0.314712,0.331236,0.349617,0.36814,0.385683,0.405105,0.424111,0.443254,0.453788,0.457246,0.457404,0.455687,0.46165,0.482303,0.503959,0.531822,0.57165,0.611846,0.650627,0.691407,0.717151,0.731235,0.745966,0.747442,0.765834,0.769977,0.754295,0.717212,0.660092,0.580466,0.480973,0.362491,0.238039,0.125654,0.025335,-0.064877,-0.142674,-0.212221,-0.282767,-0.340622,-0.404123,-0.47771,-0.55239,-0.622895,-0.68887,-0.747394,-0.799688,-0.843239,-0.872345,-0.915954,-0.944377,-0.952669,-0.942216,-0.915068,2
0.329482,0.333023,0.345032,0.354603,0.370035,0.386437,0.39757,0.400903,0.40913,0.420294,0.419794,0.416986,0.414825,0.416945,0.423527,0.434866,0.454945,0.490252,0.527985,0.560462,0.587489,0.614948,0.630638,0.641375,0.650352,0.652548,0.690804,0.719954,0.725965,0.703686,0.65855,0.591057,0.502061,0.386004,0.255451,0.141725,0.038341,-0.052198,-0.133492,-0.202112,-0.255268,-0.308512,-0.376311,-0.44588,-0.517244,-0.588725,-0.657522,-0.722552,-0.780738,-0.828083,-0.85958,-0.916019,-0.962319,-0.978794,-0.968782,-0.93579,2
0.467606,0.463717,0.464179,0.46713,0.471832,0.479543,0.488428,0.495672,0.508418,0.519726,0.525585,0.522168,0.520812,0.524903,0.532569,0.546121,0.561869,0.582983,0.609267,0.627654,0.641362,0.652848,0.657021,0.656743,0.65328,0.653487,0.676757,0.688592,0.681729,0.654575,0.603872,0.53084,0.440538,0.339135,0.224119,0.10655,-0.002702,-0.108712,-0.208485,-0.298458,-0.381566,-0.454367,-0.525954,-0.603969,-0.678842,-0.746855,-0.80806,-0.862197,-0.908365,-0.942125,-0.965553,-1.005072,-1.031995,-1.043455,-1.036095,-1.012509,2
0.378372,0.378905,0.381955,0.383731,0.385278,0.394173,0.406732,0.419493,0.437301,0.452985,0.464847,0.468751,0.473766,0.473707,0.469284,0.47102,0.482186,0.501583,0.52471,0.550898,0.578689,0.59796,0.615438,0.629577,0.63428,0.632719,0.66556,0.699482,0.723848,0.723758,0.697694,0.646039,0.569572,0.471709,0.346413,0.207641,0.0809,-0.036246,-0.136232,-0.222523,-0.300575,-0.369261,-0.428763,-0.481111,-0.535719,-0.589245,-0.645539,-0.696635,-0.746775,-0.791849,-0.830082,-0.890696,-0.946533,-0.988194,-1.002927,-0.99043,2
0.33611,0.337239,0.346097,0.358508,0.371975,0.389209,0.409393,0.433166,0.456129,0.468315,0.466019,0.456417,0.456463,0.454203,0.456586,0.456902,0.465048,0.48628,0.51943,0.550455,0.577855,0.600774,0.618696,0.63419,0.644734,0.651522,0.674064,0.684566,0.675469,0.642766,0.586412,0.505811,0.405625,0.29083,0.18163,0.083803,-0.006342,-0.09692,-0.179372,-0.253459,-0.315153,-0.369702,-0.430487,-0.499653,-0.563276,-0.621695,-0.675971,-0.725845,-0.766207,-0.79874,-0.821022,-0.856931,-0.88173,-0.891337,-0.880078,-0.85558,3
0.330354,0.331996,0.331217,0.340282,0.357721,0.377335,0.399187,0.42583,0.460009,0.484083,0.499361,0.501093,0.49928,0.495515,0.501165,0.508843,0.519815,0.542274,0.570058,0.589682,0.602512,0.607475,0.605008,0.60255,0.596843,0.594027,0.638765,0.682881,0.706159,0.701269,0.665303,0.607383,0.521695,0.407429,0.278652,0.155511,0.048141,-0.04486,-0.124232,-0.200597,-0.259492,-0.311289,-0.369373,-0.433969,-0.495716,-0.559501,-0.623313,-0.682663,-0.735319,-0.774902,-0.800942,-0.85855,-0.906258,-0.928566,-0.921059,-0.887503,3
0.217944,0.232361,0.253532,0.278895,0.305514,0.333008,0.371693,0.413046,0.449549,0.477513,0.49171,0.498208,0.495319,0.495053,0.505001,0.530061,0.565092,0.608561,0.652384,0.693324,0.725673,0.751715,0.774289,0.792952,0.801555,0.798134,0.823552,0.838107,0.828165,0.789638,0.723329,0.624905,0.500102,0.366491,0.230523,0.112189,0.009178,-0.0809,-0.162163,-0.230712,-0.297451,-0.381317,-0.477778,-0.571263,-0.65747,-0.738507,-0.798872,-0.841267,-0.868359,-0.884346,-0.884208,-0.920618,-0.956971,-0.982193,-0.984069,-0.956429,2
0.321478,0.327293,0.336861,0.351975,0.366957,0.382859,0.400357,0.418641,0.441819,0.468615,0.479306,0.482421,0.481471,0.482878,0.490909,0.508132,0.533008,0.569379,0.602702,0.628608,0.656915,0.673611,0.684316,0.697239,0.705131,0.699688,0.723773,0.734866,0.726116,0.698035,0.649497,0.575964,0.480805,0.369006,0.241458,0.122466,0.014991,-0.084043,-0.173652,-0.252704,-0.328253,-0.396179,-0.477622,-0.555852,-0.627574,-0.692342,-0.747336,-0.796537,-0.837971,-0.867301,-0.88282,-0.922094,-0.948442,-0.957272,-0.949241,-0.924622,2
