@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute target {1,2}

@data
-1.42772,-1.369856,-1.356406,-1.356638,-1.258315,-1.001266,-0.981829,-1.085476,-0.994964,-0.907615,-0.817108,-0.488807,0.295375,1.23784,1.874732,2.251669,2.341643,2.375663,2.40092,2.356421,2.351008,2.338257,2.35057,2.355838,2.334088,2.326338,2.267944,1.872409,1.096279,0.202755,-0.569934,-1.054713,-1.143773,-1.16302,-1.153419,-1.201208,-1.280879,-1.649613,-1.900118,-1.856731,-1.786018,-1.729376,-1.708384,-1.696443,-1.690119,1
-1.885674,-1.877475,-1.853618,-1.85646,-1.861294,-1.761538,-1.41137,-1.214685,-1.143463,-1.110092,-1.092804,-1.016711,-0.235216,0.734325,1.451073,1.924923,2.034731,2.027271,2.036255,2.027747,2.014531,2.006257,2.012057,2.007559,1.994136,1.998847,2.005483,2.00393,1.990866,1.935976,1.730816,1.255088,0.517632,-0.266796,-0.944195,-1.32329,-1.390716,-1.391713,-1.416104,-1.427396,-1.538446,-1.982388,-1.981014,-1.86738,-1.859663,1
-1.847115,-2.258078,-2.263729,-2.204382,-2.2219,-2.157605,-2.102037,-1.659566,-1.387577,-1.360039,-1.345012,-1.307945,-1.187249,-0.598657,0.34469,1.043145,1.51704,1.759484,1.828377,1.830274,1.831438,1.826893,1.814844,1.808287,1.80282,1.805681,1.805236,1.803755,1.798685,1.791458,1.795429,1.788461,1.77582,1.698605,1.396556,0.811846,0.111581,-0.601305,-1.308852,-1.637892,-1.675537,-1.652102,-1.65104,-1.665132,-1.697652,1
-1.960398,-1.984058,-1.939277,-1.931232,-1.928489,-1.924725,-1.666347,-1.161411,-1.10545,-1.058048,-0.902081,-0.457941,0.500674,1.246439,1.769228,1.989516,2.011656,2.003538,1.997601,1.986679,1.981844,1.985108,1.980859,1.955466,1.977279,1.970688,1.989201,1.96233,1.917003,1.818646,1.483151,0.86231,0.178958,-0.567936,-1.058192,-1.321547,-1.363365,-1.36369,-1.37007,-1.410345,-1.451436,-1.527473,-1.805816,-2.243329,-2.065515,1
-1.007535,-1.012674,-0.979138,-0.970229,-0.960668,-0.945078,-0.936985,-0.935765,-0.955141,-0.991304,-1.021861,-1.023235,-0.998042,-0.938779,-0.894659,-0.827731,-0.587036,0.33703,1.223099,2.416568,3.204491,3.296374,3.355574,3.366771,3.386056,3.368217,3.127694,2.277263,1.539124,0.83709,-0.320491,-1.107461,-1.457086,-1.357827,-1.262643,-1.140514,-1.072268,-1.052396,-1.015853,-0.975504,-0.95181,-0.980832,-0.996303,-1.012727,-1.045775,2
-1.919823,-1.935762,-1.932259,-1.930377,-1.930703,-1.729365,-1.293633,-1.239097,-1.22831,-1.221349,-1.173648,-1.065128,-0.366661,0.567484,1.260767,1.735609,1.988534,2.04097,2.057784,2.094968,2.093532,2.076615,2.082858,2.06641,2.062169,2.041154,2.043053,2.046985,2.025921,1.968941,1.757371,1.235884,0.397846,-0.353954,-0.953645,-1.251825,-1.325703,-1.331817,-1.367387,-1.36428,-1.422961,-1.663076,-1.877507,-1.886213,-1.880373,1
-1.296647,-1.332054,-1.321115,-1.309366,-1.307385,-1.301044,-1.300521,-1.299023,-1.293982,-1.28749,-1.277398,-1.2703,-1.272512,-1.255892,-0.907657,0.320144,1.087974,1.666239,2.411986,2.578492,2.641522,2.702188,2.717258,2.717536,2.723255,2.720634,2.720127,2.638276,2.167179,1.450822,0.813031,-0.04442,-0.881269,-1.290493,-1.207675,-1.195807,-1.189848,-1.127716,-1.146363,-1.163988,-1.178302,-1.176152,-1.160932,-1.150411,-1.130901,2
-1.048289,-1.017754,-1.012331,-1.02002,-1.037499,-1.043396,-1.046653,-1.050272,-1.05659,-1.064081,-1.070779,-1.070708,-1.064664,-1.060796,-1.000848,-0.744679,-0.12427,0.640361,1.532874,2.624064,3.010607,3.076149,3.092056,3.102914,3.10955,3.099556,3.047928,2.73877,1.882341,1.106447,0.375025,-0.837697,-1.531742,-1.583482,-1.477112,-1.298407,-1.161786,-1.052567,-1.009795,-1.005856,-0.964597,-0.950588,-0.978624,-1.008839,-1.043921,2
-1.758844,-1.746423,-1.746098,-1.745344,-1.744958,-1.675803,-1.423012,-1.411876,-1.289411,-1.226574,-1.167364,-0.776462,0.115892,0.821774,1.429052,1.902304,2.025659,2.059393,2.055717,2.063485,2.061741,2.063032,2.066552,2.078561,2.081982,2.089258,2.107424,2.113664,2.115155,2.044084,1.541943,0.761454,-0.077247,-0.779893,-1.248412,-1.34786,-1.361739,-1.349418,-1.352882,-1.389583,-1.653115,-1.959359,-1.805927,-1.780189,-1.780335,1
-1.826382,-1.810435,-1.807575,-1.808355,-1.810605,-1.812343,-1.514172,-0.33029,0.928805,1.517818,1.680793,1.693804,1.697887,1.711377,1.718025,1.705813,1.658842,1.66646,1.666208,1.664828,1.656013,1.646956,1.647665,1.653119,1.651542,1.660059,1.671812,1.663786,1.601615,1.296491,0.751455,-0.021427,-0.829811,-1.51671,-1.951654,-1.990065,-1.923409,-1.905798,-1.901564,-1.902994,-1.906648,-1.909484,-1.909895,-1.909272,-1.912284,2
-1.400674,-1.40883,-1.387451,-1.384484,-1.385552,-1.386708,-1.389144,-1.386439,-1.386488,-1.383765,-1.338707,-1.109842,-1.106371,-1.073334,-0.977196,-0.831448,-0.181017,0.765158,1.874177,2.44315,2.507236,2.551765,2.560247,2.560547,2.561601,2.557606,2.511855,2.487029,2.499548,2.490018,2.224574,1.301057,0.34005,-0.442309,-0.857411,-1.01353,-1.057274,-1.0066,-1.009013,-1.182806,-1.417675,-1.473873,-1.472628,-1.426832,-1.358222,1
-1.36076,-1.261904,-1.157357,-1.144151,-1.369839,-1.878332,-1.910548,-1.85894,-1.389974,-1.091327,-1.029023,-0.891983,-0.01545,1.104651,1.738595,2.077354,2.182917,2.203036,2.212092,2.226479,2.222129,2.221721,2.206761,2.206795,2.184133,2.166425,2.112186,2.0088,1.813157,1.423933,0.835094,0.136833,-0.581508,-1.142723,-1.374921,-1.396225,-1.417157,-1.456296,-1.454126,-1.515438,-1.720108,-1.797503,-1.74203,-1.670889,-1.654582,1
-2.040065,-1.87009,-1.894858,-1.873518,-1.858467,-1.838851,-1.690432,-1.242258,-1.146285,-1.06496,-1.027318,-0.853772,-0.088693,0.792858,1.464835,1.919777,2.060008,2.042937,2.032245,2.028235,2.022676,2.017209,2.004896,2.010017,2.020705,2.014036,2.001427,2.007021,1.997577,1.945849,1.691179,1.1248,0.36311,-0.445105,-0.970138,-1.21979,-1.311338,-1.355971,-1.374038,-1.385489,-1.439812,-1.52444,-1.728174,-2.129702,-2.187834,1
-2.972163,-2.883586,-2.872297,-2.868689,-2.868978,-2.861537,-2.864048,-2.818425,-2.061679,-0.538968,0.653256,1.037434,1.109981,1.145013,1.151917,1.164046,1.153148,1.153641,1.138386,1.129829,1.135886,1.120983,1.114607,1.1156,1.112163,1.108339,1.105075,1.091353,1.093785,1.088327,1.088842,1.08368,1.080709,1.083037,1.065382,1.064815,1.059188,1.030841,0.92993,0.815831,0.544722,-0.165716,-1.355307,-2.549593,-3.088765,2
-1.142738,-1.175459,-1.175649,-1.176869,-1.178795,-1.180643,-1.178059,-1.173069,-1.166094,-1.156561,-0.969423,-0.941951,-0.951682,-0.788123,-0.604794,0.031386,1.239697,2.539974,3.257406,3.387502,3.400057,3.406256,3.398624,3.375058,3.105959,2.26147,1.274298,0.382631,-0.325104,-0.753192,-0.887934,-0.885992,-0.840927,-0.806245,-0.772092,-0.791504,-0.987924,-1.10139,-1.085518,-1.083082,-1.012168,-0.932898,-0.924578,-0.950305,-0.959556,1
-1.603889,-1.620808,-1.628504,-1.630002,-1.635505,-1.604902,-1.009706,0.425649,1.63009,2.066417,2.060324,2.033317,2.040419,2.043703,2.0182,2.006143,2.004523,1.997109,1.985226,1.979114,1.978356,1.972757,1.917315,1.826889,1.631132,1.422528,1.023666,0.219444,-0.76183,-1.497605,-1.725408,-1.668258,-1.561045,-1.525058,-1.516241,-1.514018,-1.513874,-1.517901,-1.522263,-1.528973,-1.535059,-1.537174,-1.540085,-1.54091,-1.543304,2
-1.684929,-1.816496,-1.815233,-1.781948,-1.75992,-1.733802,-1.432077,-1.252992,-1.245615,-1.200735,-1.139933,-0.505498,0.422941,1.176026,1.749614,1.997281,2.031722,2.05259,2.046409,2.034885,2.002647,2.00587,1.993268,1.987454,1.9828,1.977319,1.981762,1.974051,1.958327,1.879071,1.514459,0.854328,0.091353,-0.634998,-1.20228,-1.425112,-1.444153,-1.435292,-1.443095,-1.450779,-1.488155,-1.850405,-2.116148,-1.938362,-1.916222,1
-1.830078,-1.805465,-1.800593,-1.802001,-1.79677,-1.625208,-1.299691,-1.253338,-1.206943,-1.162161,-1.136252,-0.875282,0.006864,0.88444,1.525204,1.961688,2.036027,2.062865,2.036211,2.05266,2.038913,2.039728,2.022227,2.050767,2.067505,2.06773,2.060775,2.062975,2.020893,1.88673,1.538758,0.954351,0.201697,-0.604658,-1.200382,-1.383876,-1.41005,-1.395572,-1.402806,-1.422491,-1.457103,-1.730152,-1.999954,-1.997108,-1.981074,1
-1.717267,-1.691442,-1.692472,-1.700702,-1.704833,-1.651619,-0.667488,0.760754,1.513524,1.689093,1.725803,1.726441,1.719969,1.706284,1.698837,1.701718,1.69929,1.689716,1.680035,1.658561,1.65793,1.640272,1.640788,1.659194,1.669079,1.654227,1.630966,1.567651,1.337533,0.90541,0.086857,-0.971029,-1.775035,-1.967126,-1.976729,-1.940812,-1.933189,-1.928587,-1.904155,-1.887144,-1.871553,-1.856842,-1.855002,-1.863157,-1.86375,2
-2.324728,-2.593047,-2.3605,-2.267762,-2.231944,-2.202142,-2.181814,-2.139163,-1.757697,-1.55125,-1.643957,-1.562864,-1.246016,-0.498631,0.35156,0.975249,1.419223,1.551427,1.569603,1.581398,1.595992,1.604399,1.605127,1.598284,1.597589,1.594328,1.596515,1.592509,1.591865,1.58515,1.586472,1.58622,1.576524,1.555557,1.547717,1.529214,1.462287,1.098617,0.369134,-0.442522,-1.203928,-1.724825,-1.893465,-1.934069,-1.961639,1
-1.584815,-1.603132,-1.602408,-1.590727,-1.579886,-1.458755,-1.046776,-1.048696,-0.941124,-0.810022,-0.676997,-0.250666,0.754165,1.574063,2.14641,2.362331,2.358769,2.386885,2.387709,2.37538,2.384763,2.390949,2.411573,2.404384,2.387766,2.340295,2.073385,1.485004,0.525874,-0.346874,-0.88355,-0.992963,-0.994786,-1.019538,-1.077567,-1.229347,-1.563296,-1.755297,-1.659846,-1.536565,-1.517992,-1.50582,-1.495011,-1.489363,-1.487886,1
-2.433859,-2.462607,-2.464879,-2.465351,-2.468975,-2.473778,-2.477643,-2.371564,-1.249057,0.305185,1.071154,1.289923,1.337997,1.358856,1.375049,1.380767,1.345329,1.306785,1.304623,1.311918,1.3081,1.313398,1.324157,1.313345,1.324769,1.325648,1.329539,1.334745,1.337981,1.331759,1.328835,1.310444,1.315562,1.353143,1.296051,1.074237,0.643018,-0.086037,-0.963063,-1.697975,-2.164682,-2.317161,-2.280737,-2.279363,-2.295588,2
-1.630936,-1.62535,-1.631261,-1.637542,-1.644534,-1.650486,-1.325851,-0.02093,1.24491,1.747689,1.822516,1.821688,1.828386,1.827909,1.835841,1.839758,1.840243,1.837324,1.835917,1.843394,1.842417,1.848146,1.845133,1.825429,1.821976,1.817798,1.740595,1.47601,0.853269,-0.215299,-1.342033,-1.953399,-1.973983,-1.788226,-1.674507,-1.653156,-1.659053,-1.647386,-1.628352,-1.616983,-1.61677,-1.617224,-1.618917,-1.609471,-1.614698,2
-1.212107,-1.222657,-1.229868,-1.251631,-1.28044,-1.299196,-1.297744,-1.302998,-1.296371,-1.297962,-1.250128,-1.005905,-0.955802,-0.936385,-0.809965,-0.40981,0.578932,1.969177,2.682916,2.868779,2.841665,2.842871,2.858465,2.8591,2.846896,2.820941,2.776026,2.494564,1.797079,0.865557,0.015956,-0.666896,-0.944286,-1.00285,-0.986663,-0.908325,-0.758111,-0.917591,-1.215112,-1.31109,-1.309455,-1.262132,-1.261076,-1.264036,-1.25233,1
-1.057037,-1.057653,-1.048197,-1.030205,-1.017558,-1.008853,-1.002891,-1.003385,-1.008753,-1.01732,-1.025857,-1.02609,-1.027083,-1.024835,-0.860323,-0.327801,0.61115,1.317576,2.364957,3.143765,3.241687,3.293402,3.31409,3.313537,3.297741,3.096131,2.410259,1.629762,0.969079,-0.227394,-1.048207,-1.272998,-1.2005,-1.127379,-1.092538,-1.068558,-1.054528,-1.055321,-1.056333,-1.06125,-1.062329,-1.05522,-1.03806,-1.026536,-1.012142,2
-1.019093,-1.02687,-1.031507,-1.038642,-1.053879,-1.066292,-1.082588,-1.099539,-1.108724,-1.118356,-1.047756,-0.901727,-0.937734,-0.862034,-0.701323,0.252534,1.517214,2.678839,3.173815,3.243404,3.285071,3.302058,3.311388,3.269964,3.057875,2.416944,1.509941,0.614308,-0.179316,-0.740745,-0.937306,-0.948232,-0.946447,-0.906814,-0.748894,-0.758793,-1.062579,-1.310064,-1.314971,-1.268812,-1.131571,-1.067814,-1.075908,-1.072656,-1.066371,1
-2.107536,-2.149386,-2.162195,-2.170727,-2.181922,-2.161873,-2.166939,-1.886495,-0.904835,0.469112,1.17754,1.563853,1.550788,1.537888,1.430181,1.468243,1.509898,1.512337,1.508048,1.514896,1.529995,1.554407,1.497789,1.555349,1.559323,1.482803,1.443038,1.445977,1.423291,1.50907,1.592594,1.465967,1.322209,0.976817,0.285557,-0.617924,-1.442892,-1.907748,-2.031832,-2.02191,-1.995978,-1.991595,-1.993445,-1.992296,-1.999441,2
-0.945951,-0.921034,-0.935627,-0.948604,-0.952426,-0.950581,-0.948656,-0.952068,-0.953502,-0.952203,-0.956467,-0.964119,-0.961352,-0.960203,-0.92438,-0.543218,0.138938,1.0943,1.987988,3.010611,3.266397,3.3567,3.373441,3.381612,3.360855,3.201828,2.53696,1.692621,1.031693,0.131259,-0.707033,-1.215684,-1.229039,-1.141652,-1.135987,-1.162648,-1.179955,-1.172439,-1.143433,-1.140952,-1.143708,-1.139131,-1.115817,-1.088473,-1.07886,2
-2.754294,-2.711131,-2.707445,-2.705537,-2.701865,-2.698895,-2.696537,-2.579957,-1.789794,-0.355755,0.741717,1.067527,1.121545,1.119747,1.153488,1.155739,1.156598,1.146476,1.154501,1.157414,1.160143,1.169639,1.157244,1.158751,1.164115,1.161098,1.168268,1.169388,1.170213,1.161855,1.15816,1.170881,1.163583,1.169347,1.177446,1.164075,1.156518,1.070732,0.923878,0.600059,-0.123297,-1.242959,-2.338585,-2.941171,-3.02292,2
-1.876817,-1.862042,-1.864037,-1.870151,-1.870843,-1.873838,-1.870897,-1.800377,-0.925013,0.498525,1.40329,1.633513,1.642345,1.602415,1.609991,1.608705,1.604062,1.604299,1.60192,1.604736,1.593234,1.606584,1.606711,1.587248,1.60208,1.595312,1.600325,1.609914,1.606957,1.611107,1.578163,1.374628,0.878148,0.035498,-0.95695,-1.690845,-2.014124,-2.041377,-2.001449,-1.973571,-1.971221,-1.96449,-1.956457,-1.958653,-1.956558,2
-1.224641,-1.194438,-1.157189,-1.155953,-1.160494,-1.160922,-1.162906,-1.165143,-1.166229,-1.142654,-1.131511,-1.13298,-1.123621,-1.122973,-0.981294,-0.08665,0.919735,1.540356,2.555279,2.799928,2.850685,2.867478,2.872177,2.871724,2.854272,2.824619,2.777857,2.565944,1.74168,1.026097,0.453885,-0.3838,-1.121345,-1.419842,-1.384827,-1.28433,-1.23702,-1.207404,-1.169399,-1.148,-1.163212,-1.179558,-1.18902,-1.186385,-1.177974,2
-1.933736,-1.916556,-1.908944,-1.9064,-1.902947,-1.855492,-1.479529,-1.227748,-1.22699,-1.210691,-1.181091,-1.138933,-1.193687,-0.957812,0.052484,0.842044,1.477312,1.835994,1.948302,1.996856,2.02116,2.043857,2.054527,2.052448,2.053436,2.064315,2.050679,2.063216,2.061004,2.060182,2.044145,1.973052,1.656341,1.016657,0.179684,-0.577489,-1.127589,-1.380865,-1.438131,-1.450506,-1.443616,-1.465754,-1.572782,-1.976042,-2.074364,1
-1.628885,-1.619643,-1.609694,-1.598695,-1.583214,-1.386237,-1.108517,-1.092393,-1.038297,-0.929891,-0.775336,-0.328809,0.682124,1.507186,1.995424,2.185157,2.254942,2.263796,2.25118,2.230826,2.230268,2.233828,2.241502,2.245655,2.234044,2.222752,2.170072,1.967153,1.438837,0.742942,-0.055781,-0.61462,-1.005511,-1.201096,-1.282363,-1.31528,-1.328104,-1.42229,-1.823455,-1.849012,-1.751831,-1.695915,-1.691963,-1.683443,-1.677414,1
-1.913509,-2.014145,-1.706844,-1.749664,-1.71876,-1.70829,-1.626703,-1.170965,-1.024891,-1.058836,-0.946351,-0.788641,0.013413,0.920136,1.534752,1.954116,2.143109,2.167397,2.165596,2.169744,2.153665,2.148119,2.148065,2.137491,2.133931,2.131146,2.131499,2.108573,2.043531,1.734419,1.061028,0.228148,-0.532701,-1.020869,-1.192218,-1.206757,-1.251796,-1.284296,-1.293077,-1.309483,-1.364763,-1.692048,-2.063131,-1.853188,-1.735951,1
-1.76702,-1.736948,-1.734689,-1.741114,-1.751417,-1.741863,-1.250781,0.157944,1.293467,1.669004,1.648184,1.639683,1.663015,1.668265,1.656779,1.673709,1.675785,1.685827,1.692376,1.695469,1.681803,1.686163,1.672312,1.665449,1.640452,1.615876,1.588555,1.564911,1.448619,1.164605,0.669534,-0.13768,-1.13604,-1.918433,-2.060835,-2.044484,-1.938524,-1.900885,-1.900451,-1.905016,-1.902758,-1.90503,-1.913167,-1.917663,-1.912988,2
-0.995189,-0.953485,-0.947029,-0.939844,-0.943361,-0.961508,-0.984886,-1.010039,-1.069469,-1.100726,-1.099183,-1.08976,-1.077305,-0.974378,-0.491874,0.495285,1.510005,2.267052,2.993395,3.112418,3.150748,3.174876,3.173417,3.165172,3.04326,2.618182,1.978386,1.369011,0.737763,-0.423488,-1.167153,-1.344616,-1.259664,-1.144833,-1.11782,-1.120439,-1.119919,-1.129548,-1.147809,-1.166677,-1.189901,-1.200942,-1.207224,-1.208836,-1.202068,2
-1.091109,-1.034733,-1.021998,-1.010088,-1.02463,-1.011913,-0.980312,-0.997198,-0.993272,-0.953184,-0.881127,-0.852124,-0.98032,-0.923522,-0.751463,0.262854,1.514674,2.546358,3.009837,3.022671,3.040116,3.066711,3.076033,3.071461,3.046844,2.915082,2.255187,1.22029,0.290104,-0.466183,-0.808367,-0.941943,-1.014438,-1.043991,-1.043563,-1.039489,-1.053815,-1.150995,-1.286364,-1.357191,-1.373209,-1.311443,-1.289323,-1.33433,-1.316586,1
-1.210532,-1.281633,-1.273959,-1.253453,-1.234196,-1.216754,-1.201323,-1.206006,-1.217305,-1.228674,-1.23369,-1.229512,-1.217392,-1.252994,-1.277115,-1.386608,0.075282,1.522738,2.37918,2.964251,2.989838,2.992313,3.007657,2.986376,2.970497,2.923821,2.833931,2.339279,1.675128,1.069703,0.013626,-0.869974,-1.206346,-1.109393,-0.953511,-0.926814,-0.89095,-0.869851,-0.847629,-0.853983,-0.859782,-0.856859,-0.857284,-0.860977,-0.859121,2
-1.15066,-1.164452,-1.166398,-1.168639,-1.167688,-1.163582,-1.164507,-1.157465,-1.151949,-1.149394,-1.119497,-0.995866,-1.055794,-0.974639,-0.81876,0.136383,1.50645,2.780945,3.058942,3.072711,3.075195,3.076506,3.06812,3.060727,3.035593,2.844033,2.138092,1.165354,0.247991,-0.510024,-0.903975,-0.998812,-1.010892,-1.007866,-0.894373,-0.701307,-0.762082,-1.032763,-1.202992,-1.212522,-1.162937,-1.094088,-1.067111,-1.065299,-1.070709,1
-2.387983,-2.385111,-2.386811,-2.380157,-2.375286,-2.372874,-2.226704,-1.085841,0.277269,1.03993,1.223042,1.252067,1.289883,1.313633,1.309616,1.312943,1.310016,1.320603,1.320999,1.324114,1.308624,1.300879,1.311737,1.309043,1.296825,1.311396,1.309965,1.31165,1.301795,1.297125,1.297857,1.297502,1.312457,1.260976,1.098675,0.854693,0.280454,-0.628041,-1.637016,-2.420693,-2.647409,-2.571608,-2.462453,-2.396629,-2.391153,2
