@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute target {1,2}

@data
0.207849,0.211159,0.2113,0.205542,0.19401,0.175029,0.14933,0.119842,0.086717,0.050895,0.01402,-0.021035,-0.054027,-0.084465,-0.115067,1
0.197503,0.203724,0.207891,0.206625,0.199466,0.18461,0.162129,0.131492,0.095182,0.056042,0.016351,-0.021534,-0.056655,-0.09125,-0.123785,2
0.233638,0.227338,0.219901,0.208907,0.192805,0.170847,0.144506,0.114256,0.079073,0.042894,0.007734,-0.026569,-0.059883,-0.091003,-0.119107,2
0.210833,0.210839,0.208197,0.202407,0.191048,0.174664,0.152698,0.126398,0.094521,0.059621,0.02253,-0.013495,-0.048975,-0.084302,-0.118913,1
0.220894,0.218632,0.214863,0.206624,0.192991,0.174032,0.15009,0.121653,0.088272,0.051958,0.013943,-0.023338,-0.058138,-0.091612,-0.123266,1
0.220729,0.217711,0.213552,0.205393,0.193236,0.175422,0.152891,0.12587,0.094585,0.059405,0.021853,-0.016377,-0.055065,-0.094292,-0.132048,1
0.220491,0.218185,0.214538,0.207001,0.194913,0.177012,0.15295,0.123727,0.089581,0.052626,0.013978,-0.023911,-0.059247,-0.093488,-0.127506,1
0.205052,0.208819,0.210589,0.207367,0.196813,0.179037,0.153524,0.123113,0.087843,0.051364,0.01258,-0.02425,-0.05627,-0.08495,-0.111646,2
0.206356,0.212255,0.214306,0.209161,0.196454,0.176067,0.148767,0.115534,0.078168,0.039573,-0.000287,-0.035518,-0.066856,-0.094527,-0.120226,2
0.223387,0.22094,0.216317,0.208176,0.195077,0.176953,0.153702,0.125637,0.09311,0.058295,0.020207,-0.017011,-0.052388,-0.086405,-0.11971,1
0.206531,0.211313,0.212691,0.208781,0.197641,0.179422,0.154881,0.12427,0.089516,0.051242,0.012104,-0.026032,-0.061494,-0.094841,-0.126829,2
0.200291,0.204986,0.207547,0.205563,0.1961,0.179219,0.155193,0.125534,0.09084,0.053581,0.014941,-0.022169,-0.057242,-0.090534,-0.1233,2
0.20802,0.21058,0.210367,0.206046,0.195452,0.17939,0.157796,0.130692,0.097325,0.060741,0.020671,-0.018714,-0.056431,-0.09342,-0.130823,1
0.218008,0.218822,0.216436,0.209099,0.196015,0.177301,0.152715,0.122254,0.088094,0.048473,0.008097,-0.03119,-0.06774,-0.102304,-0.134106,2
0.222721,0.220472,0.215874,0.207291,0.19386,0.17396,0.148975,0.117594,0.081892,0.044296,0.005583,-0.032668,-0.068689,-0.102424,-0.132728,2
0.212961,0.216842,0.21748,0.213061,0.202546,0.185974,0.162541,0.133722,0.100789,0.063063,0.023051,-0.016099,-0.051676,-0.084417,-0.114533,1
0.210706,0.21406,0.213513,0.207894,0.194145,0.173721,0.147856,0.11524,0.07717,0.037927,0.000081,-0.036208,-0.06991,-0.100593,-0.127647,1
0.202138,0.205492,0.204964,0.197529,0.183607,0.161735,0.133217,0.100203,0.064879,0.026879,-0.009143,-0.041405,-0.071046,-0.098802,-0.125347,2
0.234785,0.22271,0.210979,0.198296,0.182359,0.163226,0.140255,0.11359,0.083481,0.049816,0.012931,-0.026313,-0.064152,-0.101898,-0.140075,1
0.201126,0.207266,0.211605,0.209698,0.19947,0.182575,0.159366,0.131475,0.097867,0.060874,0.020727,-0.016086,-0.049868,-0.080389,-0.108859,2
0.219271,0.216844,0.213069,0.205948,0.19459,0.178168,0.156316,0.129151,0.096967,0.061508,0.023543,-0.017064,-0.056025,-0.093486,-0.130353,1
0.207774,0.21102,0.211543,0.205465,0.192607,0.173091,0.146759,0.115526,0.081304,0.044221,0.006363,-0.029693,-0.062295,-0.091375,-0.119495,2
0.215989,0.216463,0.214143,0.206208,0.192121,0.17191,0.145985,0.114885,0.079436,0.041066,0.003452,-0.032367,-0.066781,-0.09966,-0.131914,1
0.214228,0.216462,0.215418,0.208768,0.19532,0.176111,0.148397,0.115924,0.07928,0.040209,0.000433,-0.036204,-0.069618,-0.101687,-0.13207,1
0.204167,0.20617,0.204138,0.195481,0.179744,0.157132,0.128496,0.095865,0.060239,0.022448,-0.012179,-0.044358,-0.073982,-0.101918,-0.126603,1
0.212321,0.213522,0.211878,0.205518,0.19365,0.175769,0.151369,0.12284,0.090079,0.054707,0.016893,-0.020643,-0.056054,-0.08956,-0.121964,2
0.224461,0.217183,0.208715,0.196896,0.181446,0.161339,0.137821,0.110397,0.079998,0.046354,0.009962,-0.026289,-0.061135,-0.09607,-0.131429,1
0.239542,0.233383,0.225111,0.213498,0.19532,0.173213,0.147263,0.116475,0.081738,0.044602,0.006119,-0.031827,-0.066645,-0.099845,-0.130407,2
0.233041,0.225097,0.216534,0.204884,0.188603,0.167424,0.142072,0.113227,0.081434,0.045896,0.009306,-0.027048,-0.061978,-0.096424,-0.128448,2
0.235023,0.23266,0.227212,0.216341,0.200961,0.180476,0.155072,0.124316,0.08996,0.052724,0.014794,-0.021697,-0.056524,-0.090536,-0.12151,2
0.219101,0.217536,0.213127,0.204831,0.191981,0.172852,0.149879,0.12128,0.089087,0.054361,0.017617,-0.018918,-0.054,-0.08783,-0.119311,2
0.222577,0.220155,0.214729,0.205386,0.190189,0.168913,0.142425,0.112173,0.077288,0.041271,0.005279,-0.028602,-0.061484,-0.091844,-0.119326,2
0.232658,0.225106,0.215842,0.202614,0.184866,0.162094,0.134722,0.104155,0.071672,0.037026,0.002579,-0.031541,-0.064092,-0.095344,-0.125332,1
0.227416,0.222664,0.215615,0.204406,0.18804,0.166369,0.139193,0.109395,0.075763,0.041063,0.00557,-0.030544,-0.06451,-0.097001,-0.126974,2
0.219554,0.219175,0.216734,0.209379,0.196162,0.17659,0.150766,0.120674,0.086875,0.049833,0.011263,-0.026444,-0.063255,-0.097009,-0.128545,2
0.224509,0.220492,0.215037,0.206174,0.192066,0.17375,0.150103,0.12191,0.088021,0.052798,0.016716,-0.017916,-0.052147,-0.085166,-0.11581,1
0.215744,0.215931,0.21326,0.205744,0.19157,0.171262,0.145865,0.114941,0.080323,0.044489,0.00796,-0.027279,-0.06143,-0.094222,-0.124118,2
0.226212,0.222708,0.217306,0.207475,0.193177,0.173748,0.147176,0.116867,0.082503,0.046041,0.009646,-0.025275,-0.059031,-0.091792,-0.12136,2
0.223135,0.219062,0.212436,0.201666,0.184105,0.160313,0.131779,0.099815,0.0653,0.030435,-0.003812,-0.037131,-0.068422,-0.096297,-0.120742,2
0.222064,0.220203,0.216166,0.207685,0.193224,0.173452,0.148111,0.118249,0.083559,0.045457,0.007944,-0.028949,-0.064292,-0.09732,-0.129511,1
0.223934,0.224006,0.220872,0.213205,0.199225,0.178912,0.153456,0.124225,0.089553,0.052086,0.01289,-0.024741,-0.060624,-0.09495,-0.127452,2
0.235977,0.226518,0.215147,0.200727,0.181941,0.159756,0.133581,0.103707,0.070258,0.033377,-0.003709,-0.039745,-0.074444,-0.107914,-0.140807,1
0.213502,0.213468,0.21036,0.202806,0.188988,0.169029,0.143121,0.112755,0.077921,0.041215,0.004238,-0.031972,-0.065833,-0.098396,-0.12799,2
0.214919,0.215771,0.215154,0.209227,0.196965,0.17858,0.155182,0.127599,0.095523,0.059232,0.021643,-0.015144,-0.049955,-0.083172,-0.115043,2
0.211676,0.215913,0.218024,0.215218,0.205542,0.189697,0.167127,0.138709,0.104139,0.064074,0.022649,-0.017119,-0.054776,-0.091131,-0.125224,2
0.198564,0.205715,0.208473,0.204051,0.19271,0.173638,0.147286,0.114508,0.078686,0.040898,0.00502,-0.028246,-0.0581,-0.085529,-0.112059,2
0.217101,0.214948,0.211449,0.202511,0.188759,0.169282,0.144293,0.114366,0.080902,0.043941,0.005415,-0.03062,-0.065511,-0.100027,-0.134251,1
0.227335,0.224305,0.21883,0.209281,0.195375,0.176084,0.151,0.121612,0.088023,0.051242,0.0149,-0.019954,-0.053025,-0.085146,-0.116369,1
0.212853,0.215707,0.215809,0.209855,0.197432,0.1786,0.152143,0.120008,0.08346,0.043701,0.003672,-0.034045,-0.066731,-0.09579,-0.122768,2
0.199318,0.203993,0.204911,0.201221,0.190246,0.171574,0.146344,0.115632,0.07993,0.04151,0.004666,-0.0289,-0.058071,-0.086747,-0.115415,2
0.196249,0.203507,0.206443,0.204007,0.194963,0.178918,0.156204,0.127419,0.094584,0.058673,0.019084,-0.018233,-0.051479,-0.082833,-0.113527,2
0.221657,0.214262,0.205329,0.193917,0.178486,0.158694,0.134045,0.10573,0.074864,0.042002,0.006507,-0.030365,-0.065006,-0.098825,-0.132707,1
0.250394,0.233351,0.21666,0.199712,0.179273,0.155966,0.129957,0.101751,0.07148,0.038132,0.002893,-0.033462,-0.069634,-0.105537,-0.140917,1
0.244924,0.238494,0.23208,0.221936,0.206134,0.185796,0.159023,0.128156,0.095478,0.059651,0.02471,-0.010252,-0.044146,-0.075127,-0.103636,2
0.242827,0.237264,0.229884,0.218567,0.201752,0.180124,0.153454,0.123194,0.090298,0.054479,0.016376,-0.021013,-0.056215,-0.090052,-0.121283,2
0.220864,0.216162,0.211003,0.204825,0.192277,0.175175,0.152242,0.125609,0.095093,0.062246,0.027022,-0.009654,-0.044463,-0.07812,-0.10957,2
0.231676,0.227301,0.221221,0.211415,0.197235,0.176828,0.150905,0.120973,0.088536,0.052568,0.015125,-0.021871,-0.057778,-0.092692,-0.125873,2
0.212944,0.215171,0.214211,0.2088,0.197426,0.179269,0.155425,0.126747,0.092942,0.055815,0.018579,-0.019075,-0.054089,-0.087896,-0.11975,1
0.213858,0.215754,0.21565,0.2101,0.198945,0.181639,0.158788,0.130586,0.098233,0.062722,0.025547,-0.01224,-0.049235,-0.083888,-0.116111,2
0.222015,0.22084,0.216402,0.208301,0.193894,0.175035,0.149213,0.118443,0.082171,0.04475,0.007514,-0.02851,-0.061916,-0.093211,-0.121284,1
0.225694,0.224219,0.220199,0.211268,0.197073,0.177446,0.152857,0.124331,0.092494,0.057355,0.020235,-0.017801,-0.054365,-0.08936,-0.12276,2
0.213123,0.211446,0.207492,0.199077,0.184799,0.164191,0.138888,0.110394,0.079412,0.045556,0.010025,-0.02505,-0.059274,-0.091758,-0.122213,2
0.206368,0.207961,0.207211,0.201515,0.18908,0.169133,0.143279,0.110675,0.073947,0.035647,-0.002602,-0.038469,-0.071565,-0.102098,-0.129309,2
0.211253,0.212172,0.21032,0.203806,0.190258,0.170352,0.145936,0.116727,0.083171,0.046767,0.007527,-0.02963,-0.064169,-0.096956,-0.128098,2
0.208286,0.206339,0.200628,0.190274,0.173907,0.151761,0.125639,0.096052,0.062749,0.027585,-0.008055,-0.042433,-0.07421,-0.104333,-0.131902,2
0.215287,0.216057,0.213938,0.205584,0.192272,0.172043,0.145953,0.113625,0.077483,0.039507,0.002701,-0.03276,-0.064349,-0.093567,-0.121116,2
0.217636,0.217774,0.214879,0.208289,0.195277,0.176093,0.151266,0.120694,0.085111,0.046312,0.007623,-0.029006,-0.064449,-0.097635,-0.127249,1
0.206348,0.214713,0.218,0.214298,0.202866,0.183455,0.156775,0.123519,0.085482,0.043464,0.003792,-0.032411,-0.065099,-0.095321,-0.12439,2
0.213504,0.217211,0.216086,0.209754,0.19538,0.174616,0.147358,0.115746,0.079875,0.042873,0.004956,-0.029638,-0.061554,-0.090452,-0.117349,2
0.20697,0.208863,0.20862,0.202731,0.190928,0.172209,0.146251,0.114745,0.079842,0.042706,0.003972,-0.032115,-0.066092,-0.099292,-0.1322,1
0.209622,0.213446,0.213601,0.208842,0.198229,0.181191,0.158444,0.130382,0.096825,0.059555,0.01946,-0.017954,-0.05319,-0.087036,-0.120851,1
0.211761,0.214224,0.214636,0.209889,0.199458,0.1819,0.157058,0.127156,0.092262,0.053908,0.015497,-0.022071,-0.057211,-0.091113,-0.122967,1
0.197157,0.200146,0.200523,0.195151,0.183804,0.165721,0.142833,0.114113,0.080477,0.045277,0.009703,-0.024658,-0.05736,-0.087856,-0.117251,2
0.215306,0.213604,0.209423,0.202524,0.190542,0.17379,0.151076,0.123029,0.089578,0.053586,0.014897,-0.022783,-0.057884,-0.091957,-0.126279,1
0.217791,0.214955,0.210514,0.202623,0.189844,0.172713,0.150072,0.123652,0.093479,0.059273,0.022165,-0.016386,-0.054589,-0.091796,-0.128514,1
0.232786,0.226425,0.217665,0.205119,0.187916,0.166354,0.139946,0.109454,0.075048,0.038387,0.002196,-0.034448,-0.069903,-0.10475,-0.137424,2
0.241203,0.23611,0.230257,0.220335,0.204255,0.184263,0.156557,0.12596,0.092299,0.054717,0.016607,-0.020996,-0.056173,-0.08931,-0.119566,2
0.229796,0.224107,0.217378,0.206718,0.191815,0.170813,0.145898,0.117112,0.084855,0.050606,0.014117,-0.020754,-0.054645,-0.086941,-0.117578,2
0.234088,0.226847,0.217951,0.206634,0.190382,0.169761,0.143558,0.113978,0.080789,0.045571,0.011089,-0.023742,-0.057599,-0.090298,-0.120168,2
0.217999,0.217522,0.213823,0.206019,0.192537,0.172881,0.148242,0.120042,0.087253,0.052157,0.016649,-0.018087,-0.052555,-0.084081,-0.113827,2
0.206375,0.212788,0.215914,0.21458,0.207557,0.195414,0.177405,0.153876,0.123842,0.088413,0.050506,0.01081,-0.031093,-0.0739,-0.11393,1
0.22519,0.21932,0.211537,0.200296,0.183326,0.161698,0.134933,0.103505,0.070567,0.03559,0.00063,-0.033891,-0.067303,-0.098925,-0.127474,2
0.225778,0.222865,0.21794,0.208367,0.194019,0.174196,0.149432,0.120106,0.086772,0.050205,0.013121,-0.024015,-0.05915,-0.093116,-0.12473,1
0.216921,0.217489,0.215758,0.209282,0.196461,0.178121,0.154614,0.127206,0.095058,0.059018,0.021498,-0.015469,-0.050956,-0.08466,-0.114989,2
0.222427,0.219987,0.215521,0.206335,0.191923,0.171745,0.146088,0.115311,0.082097,0.046069,0.007564,-0.029886,-0.064957,-0.098645,-0.131024,2
0.215535,0.214983,0.211687,0.205005,0.193573,0.177561,0.154826,0.127883,0.098268,0.06383,0.026887,-0.010046,-0.046067,-0.079446,-0.110593,1
0.230883,0.229181,0.225372,0.216848,0.202445,0.181228,0.156229,0.126649,0.092225,0.052629,0.012445,-0.025512,-0.061122,-0.093138,-0.123145,2
0.218331,0.219867,0.218172,0.212664,0.201501,0.184387,0.161409,0.133889,0.100871,0.063587,0.023529,-0.016755,-0.055211,-0.091806,-0.12705,2
0.223094,0.223617,0.221879,0.215672,0.203756,0.185991,0.163009,0.134411,0.100616,0.061379,0.020983,-0.018177,-0.055377,-0.092985,-0.129149,2
0.219079,0.217781,0.214185,0.205499,0.192486,0.174468,0.15034,0.121103,0.088484,0.052042,0.013773,-0.023103,-0.058901,-0.093395,-0.126003,1
0.209956,0.213187,0.213518,0.208073,0.19555,0.176827,0.151545,0.12143,0.085584,0.046536,0.007945,-0.02861,-0.063128,-0.096691,-0.126697,2
0.209093,0.21106,0.209392,0.202288,0.188303,0.167956,0.141412,0.109745,0.075025,0.038232,0.001237,-0.032874,-0.062879,-0.091219,-0.118921,1
0.200391,0.206601,0.209402,0.205274,0.193705,0.174481,0.148866,0.117527,0.083525,0.047051,0.009856,-0.025609,-0.05893,-0.090329,-0.120208,2
0.204875,0.20873,0.210766,0.207199,0.196266,0.179109,0.156789,0.127355,0.094417,0.059553,0.023293,-0.013855,-0.048774,-0.081811,-0.113902,1
0.215146,0.21286,0.208461,0.200306,0.187124,0.169041,0.145942,0.118267,0.087109,0.052369,0.015192,-0.019877,-0.052747,-0.084424,-0.115402,1
0.222011,0.218183,0.212555,0.202799,0.188303,0.169316,0.145164,0.115868,0.082249,0.045968,0.008055,-0.028366,-0.063869,-0.099963,-0.135641,1
0.208626,0.21139,0.212282,0.207392,0.196243,0.178649,0.154414,0.124577,0.089452,0.050871,0.01286,-0.023008,-0.056656,-0.08816,-0.118795,1
0.200569,0.205677,0.208613,0.206172,0.195632,0.177499,0.152282,0.12109,0.086019,0.047693,0.006921,-0.030166,-0.064748,-0.09565,-0.122809,2
0.222496,0.216959,0.210241,0.199908,0.184809,0.164981,0.140729,0.112101,0.080163,0.045151,0.007319,-0.029167,-0.065428,-0.099799,-0.133494,1
0.214075,0.21221,0.208748,0.20024,0.186327,0.167728,0.145167,0.119172,0.088604,0.054242,0.016657,-0.021502,-0.059987,-0.098586,-0.13636,1
0.233325,0.227833,0.220939,0.209599,0.193305,0.173154,0.149001,0.119225,0.085202,0.050593,0.015576,-0.0199,-0.053767,-0.084511,-0.113378,2
0.222542,0.218573,0.213666,0.204467,0.191074,0.171472,0.145866,0.117782,0.087046,0.055029,0.021648,-0.011243,-0.044178,-0.075869,-0.104721,1
0.233138,0.226316,0.217691,0.204818,0.188572,0.167492,0.143001,0.114422,0.082343,0.047041,0.011048,-0.02534,-0.061867,-0.096597,-0.130002,1
0.232317,0.227332,0.221647,0.211736,0.196964,0.178374,0.153483,0.125165,0.093525,0.059172,0.023873,-0.011028,-0.044634,-0.075439,-0.10332,2
0.23624,0.232042,0.224617,0.213772,0.196825,0.17452,0.148047,0.116935,0.08226,0.045725,0.009578,-0.025266,-0.0587,-0.089364,-0.117184,2
0.225807,0.217615,0.208377,0.195409,0.178811,0.157676,0.132348,0.103718,0.072257,0.038077,0.002993,-0.031463,-0.063595,-0.09405,-0.12045,1
0.228541,0.222966,0.215432,0.203377,0.186239,0.163851,0.136028,0.104777,0.070708,0.036154,0.001232,-0.03304,-0.065464,-0.095508,-0.123002,2
0.221504,0.219976,0.216372,0.209012,0.195795,0.176766,0.15155,0.121153,0.087139,0.049721,0.010779,-0.027086,-0.06208,-0.095632,-0.126253,2
0.223259,0.223722,0.22077,0.21275,0.198686,0.178666,0.15158,0.118704,0.079682,0.040508,0.003256,-0.033134,-0.067057,-0.09911,-0.12945,2
0.234232,0.22907,0.222936,0.212545,0.197456,0.176667,0.150418,0.120212,0.087994,0.052784,0.015885,-0.020352,-0.055371,-0.088634,-0.119541,2
0.218001,0.21856,0.217621,0.211232,0.19881,0.179605,0.155952,0.128313,0.095745,0.060583,0.023628,-0.011377,-0.044258,-0.075504,-0.103472,2
0.218683,0.219472,0.216916,0.209485,0.197257,0.178557,0.15484,0.126703,0.09377,0.056897,0.019086,-0.01891,-0.054384,-0.088756,-0.120092,2
0.222197,0.221359,0.218214,0.210175,0.196492,0.176719,0.151199,0.119749,0.083705,0.04418,0.005737,-0.030614,-0.067152,-0.101151,-0.134148,1
0.206354,0.208676,0.208931,0.203432,0.192235,0.174971,0.151216,0.121909,0.087291,0.050061,0.012061,-0.024746,-0.058229,-0.089247,-0.11928,2
0.223332,0.221466,0.216721,0.206556,0.190881,0.1695,0.142389,0.11081,0.074715,0.035099,-0.005135,-0.042815,-0.078978,-0.113713,-0.146376,1
0.225113,0.225625,0.223015,0.215548,0.202285,0.182635,0.158294,0.12952,0.094078,0.055541,0.018437,-0.016645,-0.050018,-0.083038,-0.114283,1
0.214893,0.215556,0.212567,0.20426,0.188975,0.16773,0.141608,0.110589,0.075047,0.037494,-0.00061,-0.036005,-0.068193,-0.097942,-0.124781,2
0.222215,0.219065,0.212756,0.202503,0.18772,0.167232,0.142073,0.112873,0.078716,0.043693,0.007981,-0.027457,-0.060727,-0.092286,-0.122276,2
0.206883,0.214221,0.218306,0.21583,0.205666,0.187649,0.162675,0.130712,0.093666,0.052029,0.013012,-0.022322,-0.054439,-0.08299,-0.110256,1
0.204581,0.215137,0.220107,0.220572,0.214158,0.200456,0.178231,0.149132,0.115497,0.075908,0.033301,-0.00828,-0.045438,-0.079038,-0.11159,2
0.229039,0.224458,0.221799,0.216704,0.205886,0.189341,0.166193,0.136122,0.099606,0.059956,0.018472,-0.021761,-0.060031,-0.096353,-0.131697,1
0.216485,0.216909,0.2178,0.215169,0.206052,0.190408,0.168396,0.139471,0.105632,0.065409,0.022197,-0.018255,-0.056341,-0.093535,-0.130435,1
0.218629,0.219399,0.216715,0.210454,0.19746,0.179096,0.155537,0.126508,0.093558,0.056935,0.019827,-0.015021,-0.047128,-0.077796,-0.107144,2
0.231171,0.226092,0.218067,0.207492,0.192147,0.17207,0.147026,0.117373,0.08266,0.045787,0.007415,-0.029648,-0.065744,-0.100737,-0.133487,1
0.21968,0.218762,0.214053,0.204733,0.18883,0.166811,0.139267,0.107433,0.071165,0.032714,-0.004874,-0.039901,-0.07435,-0.10849,-0.140834,2
0.223411,0.219065,0.213551,0.204474,0.190378,0.170953,0.146154,0.11761,0.086441,0.052105,0.016166,-0.019881,-0.054619,-0.087916,-0.120245,2
0.202717,0.208566,0.211825,0.209318,0.199049,0.18034,0.1563,0.125488,0.090194,0.053362,0.014884,-0.022772,-0.058736,-0.091694,-0.123192,2
0.225099,0.21957,0.212813,0.203007,0.188596,0.169462,0.145156,0.116738,0.085221,0.049923,0.010569,-0.027315,-0.063709,-0.09966,-0.135891,1
0.211722,0.213909,0.21236,0.205904,0.193699,0.176389,0.152979,0.124515,0.090686,0.054211,0.015333,-0.023673,-0.059871,-0.095045,-0.128123,1
0.240933,0.233531,0.222915,0.209725,0.190159,0.165995,0.137258,0.106192,0.072495,0.037596,0.002832,-0.032929,-0.066662,-0.099001,-0.127902,2
0.23585,0.229456,0.221052,0.208406,0.189153,0.164312,0.135236,0.101174,0.065599,0.028208,-0.009531,-0.047118,-0.082809,-0.11567,-0.145339,1
0.221696,0.223336,0.222187,0.215883,0.203678,0.185036,0.159966,0.129207,0.093252,0.053146,0.01386,-0.02351,-0.060128,-0.097548,-0.13375,1
0.209417,0.213178,0.212814,0.209407,0.198967,0.180632,0.156707,0.127267,0.093346,0.055914,0.017889,-0.018619,-0.051561,-0.082443,-0.111821,2
0.202515,0.209101,0.212341,0.210697,0.201746,0.185582,0.162631,0.132662,0.097803,0.058896,0.01823,-0.019977,-0.053846,-0.084108,-0.112637,2
0.208705,0.209655,0.207223,0.199806,0.188219,0.171424,0.149192,0.123116,0.094329,0.061465,0.027028,-0.009708,-0.042648,-0.071084,-0.096989,2
0.191083,0.199819,0.20518,0.205035,0.199104,0.185041,0.162478,0.133144,0.097169,0.058124,0.016956,-0.020675,-0.05305,-0.083636,-0.114497,1
0.223345,0.222179,0.216836,0.206996,0.191605,0.17144,0.146048,0.114497,0.079821,0.043936,0.007092,-0.028054,-0.061977,-0.09276,-0.122139,2
0.221268,0.220691,0.217901,0.211149,0.197624,0.177641,0.153289,0.123301,0.087936,0.049411,0.011324,-0.025781,-0.061759,-0.095194,-0.124445,2
0.216934,0.218115,0.216432,0.209935,0.197049,0.17809,0.154541,0.126782,0.093883,0.058649,0.021486,-0.015815,-0.051486,-0.085657,-0.117059,2
0.216461,0.21701,0.214774,0.206625,0.193488,0.17415,0.148603,0.118955,0.085134,0.048278,0.009884,-0.027157,-0.062514,-0.096684,-0.128111,2
0.223266,0.222844,0.219546,0.211506,0.19805,0.178332,0.152481,0.121016,0.085135,0.047068,0.008728,-0.027785,-0.06295,-0.09722,-0.131337,1
0.205017,0.212139,0.215739,0.213349,0.203417,0.186918,0.162739,0.131713,0.09546,0.053908,0.012636,-0.026047,-0.062024,-0.097238,-0.130987,2
0.214108,0.217015,0.215897,0.208926,0.19575,0.175228,0.148876,0.116148,0.078833,0.038943,0.000775,-0.035151,-0.069407,-0.102402,-0.133536,1
0.220798,0.21895,0.215195,0.206921,0.194204,0.17525,0.150543,0.121628,0.087544,0.049516,0.010137,-0.026696,-0.062266,-0.096104,-0.129664,1
0.211242,0.216788,0.219393,0.216348,0.206935,0.190407,0.166457,0.137306,0.101529,0.060787,0.019747,-0.019901,-0.057804,-0.093926,-0.129817,1
