@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute target {1,2,3,4,5,6}

@data
-0.758892,-0.80275,-0.696898,-0.578657,-0.427945,-0.27497,-0.127939,0.01429,0.347991,0.432627,0.449113,0.486879,0.551301,0.575926,0.671024,0.712272,0.699296,0.640842,0.478457,0.247782,-0.006737,-0.265349,-0.47403,-0.675715,3
-0.557307,-0.544178,-0.608317,-0.494413,-0.36045,-0.236238,-0.114292,-0.005627,0.478026,0.563515,0.5658,0.573768,0.607247,0.594955,0.53053,0.451959,0.403965,0.341967,0.180755,0.027821,-0.135837,-0.304226,-0.44669,-0.539128,6
-0.567753,-0.582661,-0.685541,-0.584189,-0.469205,-0.337901,-0.215337,-0.087365,0.384067,0.528089,0.588208,0.550128,0.553824,0.607597,0.633193,0.576421,0.482685,0.419253,0.299523,0.13314,-0.02324,-0.193033,-0.343018,-0.490234,6
-0.525128,-0.533094,-0.66028,-0.556893,-0.440368,-0.318639,-0.196783,-0.077554,0.412355,0.55247,0.547485,0.501108,0.536644,0.588006,0.570325,0.512587,0.432007,0.403428,0.275719,0.136729,-0.026047,-0.202793,-0.340253,-0.488119,6
-0.538274,-0.54313,-0.64101,-0.533861,-0.406327,-0.294558,-0.16827,-0.079015,0.433043,0.529336,0.536396,0.478365,0.505263,0.559192,0.559864,0.506338,0.455435,0.404398,0.290803,0.121451,-0.032066,-0.209097,-0.366238,-0.499891,6
-0.509674,-0.494868,-0.618847,-0.513048,-0.389147,-0.267004,-0.146461,-0.036203,0.463987,0.558902,0.54576,0.532131,0.549585,0.591653,0.572183,0.48151,0.39779,0.344449,0.183086,0.028927,-0.112577,-0.282652,-0.398623,-0.489109,5
-0.5194,-0.523065,-0.642323,-0.52368,-0.404917,-0.27642,-0.154142,-0.030484,0.477031,0.577688,0.55789,0.534292,0.540625,0.545157,0.527693,0.457633,0.434369,0.381107,0.233309,0.073385,-0.092711,-0.255982,-0.398747,-0.493498,6
-0.965057,-1.008489,-0.744373,-0.563521,-0.425029,-0.271487,-0.115016,0.034184,0.319539,0.447923,0.58179,0.60083,0.574665,0.659237,0.764696,0.809477,0.823676,0.719273,0.504718,0.252714,-0.009547,-0.285779,-0.553317,-0.798177,3
-0.551005,-0.54182,-0.624468,-0.510234,-0.398552,-0.274902,-0.158354,-0.043925,0.43662,0.568616,0.571164,0.549702,0.570293,0.595578,0.578274,0.4886,0.408719,0.35861,0.24123,0.066054,-0.107592,-0.271258,-0.409035,-0.507897,6
-0.505704,-0.517078,-0.637297,-0.530431,-0.413391,-0.288451,-0.159311,-0.048634,0.427139,0.547348,0.522406,0.520468,0.533158,0.57104,0.542285,0.449143,0.421325,0.370691,0.247894,0.100218,-0.044739,-0.220077,-0.372704,-0.481867,6
-0.566758,-0.557811,-0.652192,-0.534673,-0.407027,-0.278928,-0.160114,-0.040988,0.436008,0.580153,0.586823,0.547364,0.563794,0.599251,0.56906,0.500814,0.423019,0.364356,0.240011,0.073742,-0.092205,-0.229848,-0.391238,-0.506449,6
-0.546626,-0.577086,-0.675552,-0.578345,-0.461616,-0.337215,-0.204135,-0.077626,0.403936,0.532334,0.580115,0.520167,0.54039,0.604839,0.613729,0.545224,0.489109,0.430216,0.299262,0.140706,-0.019099,-0.198073,-0.366291,-0.505634,6
-0.573206,-0.576935,-0.657357,-0.537642,-0.413243,-0.282752,-0.163594,-0.046281,0.423396,0.569723,0.616333,0.586166,0.553347,0.594056,0.583447,0.5074,0.456216,0.386937,0.253619,0.086467,-0.076859,-0.251543,-0.407788,-0.546238,6
-0.550272,-0.560837,-0.660249,-0.55739,-0.439452,-0.320212,-0.198545,-0.078735,0.411163,0.54994,0.616826,0.574186,0.575421,0.616176,0.589916,0.534795,0.461019,0.395433,0.257318,0.096895,-0.068221,-0.243009,-0.384484,-0.495785,6
-0.537617,-0.541749,-0.642982,-0.531769,-0.405825,-0.283166,-0.171473,-0.056155,0.422812,0.536863,0.538613,0.552069,0.541751,0.565647,0.570716,0.514415,0.467889,0.384011,0.244869,0.088402,-0.074262,-0.233812,-0.39303,-0.499303,6
-0.527845,-0.535184,-0.613502,-0.50072,-0.376539,-0.251939,-0.126909,-0.025603,0.473461,0.572674,0.56962,0.543431,0.533475,0.558986,0.5367,0.473857,0.402077,0.335445,0.222368,0.051426,-0.114793,-0.283281,-0.417745,-0.513378,6
-0.831221,-0.857509,-0.668213,-0.545808,-0.398479,-0.246085,-0.085609,0.07537,0.331477,0.400878,0.438148,0.452517,0.507951,0.596254,0.706865,0.730378,0.732523,0.675073,0.485174,0.231072,-0.007263,-0.268289,-0.523447,-0.745906,3
-0.859995,-0.869456,-0.665031,-0.52519,-0.39846,-0.246183,-0.098598,0.049795,0.296613,0.391129,0.477211,0.539019,0.599303,0.718392,0.765929,0.777481,0.757743,0.655402,0.473198,0.178513,-0.105548,-0.345229,-0.586046,-0.775617,4
-0.853558,-0.871757,-0.627341,-0.483569,-0.358849,-0.217745,-0.075523,0.087672,0.345508,0.441736,0.414944,0.420838,0.509999,0.66672,0.713041,0.672184,0.62296,0.656854,0.541332,0.26941,-0.036689,-0.327535,-0.600329,-0.776744,4
-0.635955,-0.56241,-0.503925,-0.362081,-0.224757,-0.094918,0.036617,0.176167,0.523143,0.519429,0.477021,0.465435,0.477033,0.464875,0.419439,0.474293,0.459347,0.395362,0.165547,-0.060308,-0.261823,-0.42045,-0.562181,-0.641146,3
-0.800117,-0.805933,-0.598987,-0.472165,-0.323373,-0.188129,-0.035102,0.090597,0.447431,0.442421,0.382776,0.484446,0.57148,0.654034,0.695348,0.673114,0.679637,0.602891,0.354097,0.111452,-0.14317,-0.404724,-0.613059,-0.760562,5
-0.561587,-0.565099,-0.636353,-0.519937,-0.398218,-0.275799,-0.150202,-0.022357,0.469514,0.588866,0.585697,0.539693,0.566216,0.614156,0.585991,0.516926,0.448155,0.349869,0.213049,0.054301,-0.114229,-0.286573,-0.428129,-0.530769,6
-0.882914,-0.894618,-0.661637,-0.544486,-0.392691,-0.251208,-0.074864,0.065227,0.351576,0.453879,0.517458,0.60088,0.661759,0.733296,0.771882,0.763424,0.764132,0.63959,0.416215,0.148456,-0.130211,-0.393942,-0.644719,-0.804087,3
-0.555237,-0.538434,-0.636077,-0.526605,-0.403957,-0.289353,-0.162712,-0.05033,0.438398,0.56161,0.538135,0.535633,0.550898,0.605994,0.57463,0.527872,0.461808,0.366176,0.233722,0.082295,-0.083461,-0.251193,-0.406693,-0.518886,6
-0.528587,-0.526846,-0.598035,-0.489004,-0.365967,-0.240064,-0.126626,-0.020592,0.481956,0.591586,0.54049,0.51595,0.531801,0.565725,0.546608,0.485363,0.42411,0.329246,0.170287,0.045154,-0.12652,-0.28947,-0.430737,-0.520589,5
-0.509937,-0.512801,-0.627955,-0.531928,-0.42258,-0.299824,-0.183616,-0.068049,0.432485,0.55314,0.525322,0.516333,0.557798,0.585157,0.562522,0.506754,0.447247,0.377832,0.23628,0.08551,-0.081853,-0.228818,-0.386398,-0.48039,6
-0.526331,-0.547892,-0.660828,-0.567419,-0.458878,-0.332364,-0.214974,-0.089468,0.383986,0.536523,0.601775,0.565596,0.570486,0.592845,0.579807,0.523942,0.471597,0.422576,0.275019,0.118831,-0.041601,-0.211641,-0.369263,-0.489605,6
-0.823842,-0.82701,-0.608973,-0.476453,-0.338983,-0.187229,-0.047931,0.104695,0.413142,0.433545,0.44415,0.449599,0.485698,0.589319,0.705711,0.740857,0.754711,0.622534,0.399261,0.13239,-0.138756,-0.386301,-0.613874,-0.757685,1
-0.52977,-0.550507,-0.672992,-0.574997,-0.461773,-0.33431,-0.217862,-0.095127,0.357409,0.494354,0.540601,0.528806,0.533271,0.558794,0.586849,0.556795,0.490155,0.430113,0.305038,0.16115,0.015442,-0.167876,-0.331962,-0.475824,6
-0.545894,-0.527331,-0.610147,-0.497235,-0.375249,-0.255089,-0.136806,-0.021731,0.469404,0.566889,0.562599,0.559761,0.578439,0.594609,0.538376,0.470064,0.435545,0.338893,0.186033,0.024362,-0.127119,-0.281483,-0.430476,-0.526587,6
-0.587862,-0.607072,-0.666848,-0.556113,-0.431115,-0.312164,-0.187831,-0.066175,0.413778,0.537861,0.621529,0.567204,0.574193,0.602359,0.605681,0.535577,0.468726,0.41582,0.294319,0.127468,-0.038698,-0.231369,-0.393126,-0.547748,6
-0.515797,-0.516946,-0.637516,-0.527849,-0.410687,-0.294216,-0.168434,-0.060208,0.432423,0.570446,0.583208,0.54513,0.520716,0.574747,0.561014,0.460652,0.393443,0.348679,0.246104,0.081835,-0.075152,-0.218995,-0.366535,-0.482177,6
-0.551196,-0.566934,-0.654937,-0.545776,-0.428795,-0.297756,-0.180946,-0.05222,0.424051,0.535382,0.595444,0.588943,0.610429,0.636683,0.600522,0.525599,0.461079,0.371047,0.236676,0.064155,-0.095814,-0.260644,-0.403158,-0.518979,6
-0.776127,-0.742283,-0.551569,-0.433874,-0.271122,-0.113565,0.034565,0.212017,0.487735,0.388456,0.38915,0.435309,0.466577,0.592256,0.641784,0.606735,0.588047,0.534224,0.320452,0.060885,-0.19205,-0.436225,-0.623679,-0.737045,2
-0.459589,-0.478316,-0.655979,-0.567278,-0.460903,-0.350104,-0.239859,-0.116808,0.354511,0.499158,0.544814,0.530296,0.533895,0.572952,0.582551,0.518057,0.435204,0.391288,0.299556,0.148417,-0.015129,-0.185304,-0.335333,-0.436485,6
-0.707324,-0.715187,-0.564991,-0.441792,-0.307999,-0.165405,-0.033355,0.116683,0.474876,0.514781,0.479481,0.495425,0.525071,0.555507,0.561041,0.52346,0.497191,0.466094,0.345185,0.096255,-0.13678,-0.356706,-0.566963,-0.714756,2
-0.521362,-0.51417,-0.629697,-0.525618,-0.409106,-0.292284,-0.173338,-0.063751,0.42595,0.543203,0.544478,0.522609,0.522545,0.554935,0.535807,0.463632,0.421041,0.392094,0.259399,0.104292,-0.054544,-0.220942,-0.375437,-0.466625,6
-0.790925,-0.74252,-0.462028,-0.320276,-0.163692,-0.005745,0.163461,0.28719,0.524752,0.441701,0.413922,0.444225,0.449286,0.518899,0.579975,0.538415,0.529885,0.427079,0.19354,-0.065518,-0.297209,-0.522308,-0.699085,-0.764846,3
-0.709636,-0.692742,-0.538081,-0.398089,-0.28781,-0.148431,-0.02216,0.132416,0.352785,0.331236,0.407037,0.381232,0.473277,0.563083,0.577762,0.629269,0.631508,0.557604,0.3479,0.088775,-0.157315,-0.387783,-0.56201,-0.681651,2
-0.772259,-0.776711,-0.672893,-0.532755,-0.39132,-0.230029,-0.107774,0.025264,0.417621,0.509088,0.537469,0.571358,0.615039,0.661295,0.665501,0.639743,0.602018,0.528036,0.343619,0.164582,-0.081426,-0.313621,-0.525372,-0.723647,3
-0.74823,-0.739376,-0.581865,-0.457715,-0.315401,-0.168716,-0.027059,0.137082,0.473176,0.430075,0.381478,0.434536,0.53245,0.633992,0.659041,0.67225,0.633846,0.510255,0.298094,0.072826,-0.195587,-0.404152,-0.569787,-0.69412,2
-0.591992,-0.626739,-0.690531,-0.584177,-0.462484,-0.340142,-0.215549,-0.095506,0.368646,0.512197,0.600005,0.573445,0.564037,0.599877,0.621957,0.580613,0.528965,0.448453,0.301478,0.14688,-0.005868,-0.178507,-0.348202,-0.504483,6
-0.733845,-0.781717,-0.708736,-0.601023,-0.452147,-0.30981,-0.189755,-0.024563,0.36002,0.434631,0.496736,0.539372,0.582823,0.640998,0.710115,0.715591,0.699379,0.632449,0.480321,0.216784,-0.014961,-0.299461,-0.479017,-0.646989,3
-0.662292,-0.672675,-0.59849,-0.489165,-0.343384,-0.194522,-0.041335,0.098951,0.421301,0.448846,0.483401,0.485163,0.519756,0.525758,0.536598,0.572189,0.556596,0.531525,0.338042,0.100603,-0.116566,-0.337621,-0.550792,-0.644248,1
-0.54445,-0.582677,-0.683324,-0.590503,-0.47017,-0.344421,-0.212719,-0.097717,0.375338,0.526652,0.599647,0.55716,0.53155,0.583142,0.591288,0.539643,0.465051,0.429698,0.314429,0.169345,0.010114,-0.169609,-0.345249,-0.47689,6
-0.746858,-0.726191,-0.617916,-0.442062,-0.310066,-0.18133,-0.04815,0.063963,0.44838,0.535062,0.515691,0.46513,0.551032,0.635564,0.647873,0.638683,0.586602,0.456123,0.319758,0.075352,-0.191048,-0.395002,-0.571858,-0.705861,1
-0.914704,-0.904434,-0.618192,-0.479901,-0.316748,-0.156074,0.019564,0.163746,0.382207,0.425256,0.436253,0.462369,0.523505,0.65083,0.763956,0.811071,0.811744,0.636258,0.38386,0.138411,-0.161896,-0.442512,-0.688587,-0.857067,4
-0.876852,-0.867635,-0.655432,-0.533589,-0.391517,-0.263868,-0.102288,0.053456,0.361733,0.443362,0.509642,0.529674,0.605884,0.69186,0.739756,0.785178,0.79957,0.68531,0.438129,0.17303,-0.096867,-0.377049,-0.619833,-0.819078,5
-0.845146,-0.833889,-0.673705,-0.514765,-0.375979,-0.233218,-0.099407,0.043183,0.397401,0.491271,0.52218,0.507266,0.595163,0.729737,0.765911,0.800029,0.818524,0.637934,0.38751,0.108952,-0.184063,-0.454929,-0.646755,-0.765562,1
-0.751038,-0.742693,-0.604939,-0.435781,-0.297209,-0.168888,-0.052992,0.133255,0.473183,0.45481,0.408508,0.449287,0.544411,0.585028,0.654531,0.661289,0.597676,0.485326,0.342436,0.120705,-0.159631,-0.392602,-0.597568,-0.733677,2
-0.826472,-0.825448,-0.648328,-0.527624,-0.383364,-0.223577,-0.062125,0.07911,0.390569,0.464029,0.495303,0.488504,0.571335,0.676202,0.702221,0.693923,0.678318,0.656782,0.448705,0.161956,-0.115661,-0.374868,-0.614833,-0.765379,3
-0.78854,-0.780798,-0.618352,-0.499189,-0.398051,-0.229183,-0.070192,0.049534,0.438036,0.53972,0.562938,0.586529,0.612289,0.628184,0.67595,0.679273,0.588381,0.552086,0.34591,0.092493,-0.165564,-0.37709,-0.591907,-0.720864,1
-0.868705,-0.865045,-0.62097,-0.505541,-0.358751,-0.19031,-0.038252,0.096548,0.422906,0.436603,0.405002,0.468207,0.557694,0.673566,0.706551,0.716556,0.685811,0.649593,0.449616,0.186995,-0.092372,-0.374922,-0.627923,-0.795848,2
-0.517187,-0.515539,-0.622657,-0.510115,-0.389618,-0.25706,-0.143118,-0.026995,0.451125,0.591331,0.602086,0.567546,0.582682,0.596965,0.533917,0.483445,0.433314,0.329183,0.172322,0.005348,-0.163338,-0.290696,-0.414316,-0.504529,5
-0.708783,-0.665577,-0.558477,-0.417676,-0.259322,-0.129345,-0.005772,0.120463,0.470574,0.470729,0.473874,0.534628,0.556055,0.599961,0.632828,0.606148,0.571517,0.43087,0.205689,-0.015092,-0.244444,-0.454258,-0.619844,-0.719916,2
-0.975393,-0.952677,-0.684273,-0.50473,-0.336492,-0.157334,-0.005894,0.160556,0.463459,0.566352,0.561184,0.543809,0.620594,0.709714,0.723497,0.77158,0.772423,0.595063,0.368822,0.10807,-0.164147,-0.451338,-0.705089,-0.875677,4
-0.71157,-0.707309,-0.608416,-0.485328,-0.369528,-0.208729,-0.078584,0.056115,0.436163,0.476026,0.471943,0.505891,0.573783,0.612538,0.646169,0.634688,0.617324,0.53195,0.291354,0.063272,-0.148927,-0.348703,-0.534331,-0.678007,2
-0.505979,-0.498162,-0.607074,-0.490033,-0.363598,-0.238796,-0.118796,-0.009151,0.4647,0.570562,0.51514,0.512,0.527903,0.5679,0.539438,0.472276,0.374073,0.327701,0.194463,0.032948,-0.125285,-0.273006,-0.422741,-0.502619,6
-0.525586,-0.526383,-0.614702,-0.514889,-0.390405,-0.252225,-0.131757,-0.026883,0.480781,0.593835,0.545543,0.530666,0.561955,0.587695,0.524822,0.462716,0.44412,0.339744,0.185974,0.048922,-0.117777,-0.279488,-0.423104,-0.509297,5
-0.730351,-0.727636,-0.661529,-0.527975,-0.397393,-0.267344,-0.124274,0.000949,0.412349,0.49218,0.485169,0.530654,0.544199,0.600984,0.621406,0.622255,0.614713,0.559399,0.391017,0.168297,-0.055475,-0.292557,-0.495435,-0.61842,1
-0.54313,-0.522604,-0.61982,-0.511328,-0.389241,-0.255353,-0.12396,-0.014615,0.468374,0.572445,0.549947,0.539708,0.543817,0.570828,0.538967,0.458809,0.429103,0.355512,0.211092,0.045912,-0.114526,-0.278023,-0.411975,-0.506589,6
-0.552303,-0.55046,-0.652094,-0.541376,-0.422397,-0.298277,-0.173405,-0.063113,0.406869,0.545977,0.539833,0.526317,0.549598,0.594028,0.580835,0.504458,0.433902,0.411525,0.282358,0.124049,-0.054967,-0.219316,-0.375277,-0.51229,6
-0.673734,-0.643285,-0.587328,-0.485299,-0.338915,-0.206083,-0.094704,0.067154,0.406494,0.444566,0.478503,0.547063,0.577825,0.578175,0.61361,0.640735,0.605442,0.498984,0.29532,0.054938,-0.196901,-0.385226,-0.566875,-0.643063,1
-0.86676,-0.882932,-0.613765,-0.438474,-0.328748,-0.187274,-0.023991,0.092128,0.309768,0.410916,0.426113,0.394136,0.459743,0.566854,0.6925,0.789415,0.786639,0.693155,0.470052,0.19044,-0.094144,-0.374925,-0.605748,-0.781828,5
-0.555504,-0.56725,-0.6795,-0.572573,-0.455741,-0.336121,-0.210927,-0.091821,0.396554,0.563474,0.572485,0.563297,0.573428,0.61289,0.620134,0.537323,0.476657,0.425356,0.279699,0.116036,-0.050288,-0.207854,-0.35754,-0.495734,6
-0.49853,-0.513209,-0.640833,-0.534935,-0.412841,-0.298736,-0.169559,-0.039951,0.450366,0.586706,0.579462,0.515884,0.530307,0.568337,0.553397,0.483934,0.403022,0.35824,0.251652,0.085665,-0.082431,-0.244855,-0.405287,-0.489606,6
-0.587552,-0.597887,-0.678881,-0.563715,-0.441844,-0.314524,-0.184108,-0.047084,0.441324,0.579866,0.598763,0.591585,0.592934,0.631895,0.596616,0.544831,0.470407,0.42169,0.253367,0.092418,-0.077574,-0.243744,-0.401239,-0.539013,6
-0.610799,-0.606161,-0.54474,-0.442852,-0.294918,-0.159102,-0.07321,0.013662,0.335315,0.394655,0.438708,0.462107,0.507437,0.55453,0.595284,0.608184,0.556095,0.373057,0.284427,0.083388,-0.148237,-0.33292,-0.488092,-0.599778,1
-0.630759,-0.596719,-0.527332,-0.394907,-0.252861,-0.128584,0.000436,0.129278,0.479506,0.501567,0.507795,0.494101,0.46199,0.4845,0.501348,0.462993,0.495833,0.412333,0.196614,-0.01066,-0.222412,-0.39593,-0.533439,-0.63421,2
-0.841324,-0.849084,-0.68041,-0.533382,-0.403037,-0.266153,-0.116225,0.006662,0.360097,0.44568,0.472086,0.517278,0.588115,0.679303,0.782476,0.775176,0.778974,0.676472,0.460114,0.15898,-0.089122,-0.357101,-0.594628,-0.743296,1
