@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute target {1,2}

@data
-1.43726,-1.437717,-1.438191,-1.438774,-1.439597,-1.44089,-1.443083,-1.446987,-1.452365,-1.224988,2.455188,2.341441,2.330906,2.354375,2.4624,-1.697101,-1.516629,-1.477469,-1.459047,-1.445621,-1.429877,-1.393556,-0.314206,0.66832,0.702214,0.724708,0.757869,0.776138,0.788541,0.797864,0.807165,0.815214,0.828536,0.834407,0.847465,0.854077,0.855463,0.860882,0.864539,0.869799,0.869881,0.870683,0.867556,0.866082,0.852336,0.696642,0.597179,0.576897,0.571098,0.566676,0.565975,0.558123,0.541048,0.359954,-1.423369,-1.427551,-1.431551,-1.433799,-1.435177,-1.436091,-1.436746,2
-2.021796,-2.118529,-2.134808,-2.14653,-1.271084,0.952435,1.877658,2.073349,2.15603,2.146261,2.129264,2.121353,2.087622,2.008617,-1.009049,-1.94083,-2.061473,-2.169557,-0.609014,0.213239,0.258765,0.373772,0.383879,0.384177,0.380031,0.376004,0.379902,0.375826,0.370149,0.372796,0.371143,0.364942,0.363669,0.362348,0.361062,0.35981,0.358555,0.358685,0.361039,0.359509,0.364818,0.362337,0.360191,0.354213,0.355736,0.355843,0.349719,0.348592,0.344253,0.338002,0.321919,0.280557,-0.394699,-1.362156,-1.395391,-1.407787,-1.415254,-1.420884,-1.42601,-1.431805,-1.441414,2
1.07688,1.121955,1.117493,1.146781,1.137021,1.06588,0.116782,-0.518833,-0.293832,-0.130408,0.502108,1.097946,1.111388,1.077122,1.02736,0.85831,0.468564,-1.075007,-1.206209,-1.265072,-1.294814,-1.352202,-1.357663,-1.364083,-1.404777,-1.39931,-1.377472,-1.337899,-1.34324,-1.299312,-1.302118,-1.303069,-1.303768,-1.33425,-1.323925,-1.302978,-1.30025,-1.296391,-1.290204,-1.27952,-1.257311,-1.193028,-0.342735,1.023143,1.130313,1.152655,1.163717,1.168748,1.173111,1.175832,1.177116,1.177953,1.178908,1.179297,1.178746,1.178034,1.177578,1.176847,1.174898,1.171822,1.165377,1
-1.30706,-1.31152,-1.320999,-1.32564,-1.33808,-1.359369,-1.406186,-1.611484,1.643118,1.470829,1.416855,1.351455,-0.717142,-1.184059,-1.231561,-1.255776,-1.276261,-1.301813,-1.353361,-1.541219,1.482994,1.306236,1.273033,1.247914,1.230295,1.222583,1.219517,1.215305,1.214806,1.21175,1.20647,1.208186,1.203486,1.201994,1.200894,1.200882,1.203319,1.202534,1.19966,1.198886,1.196578,1.201694,1.204121,1.208972,1.218739,1.247112,1.36702,-1.413415,-1.332423,-1.311459,-1.302714,-1.298364,-1.296113,-1.295062,-1.294794,-1.295104,-1.295887,-1.297104,-1.298758,-1.300896,-1.30361,2
-1.394435,-1.393921,-1.392814,-1.390792,-1.387149,-1.380152,-1.364448,-1.313672,1.660137,2.067918,2.101242,2.090888,2.019313,0.995122,-1.265602,-1.324683,-1.344994,-1.352059,-1.35115,-1.34008,-1.298578,-0.77875,0.662675,0.72439,0.756915,0.778753,0.79336,0.8078,0.821483,0.831613,0.841248,0.855205,0.863187,0.871303,0.881257,0.888594,0.893041,0.896539,0.893864,0.891991,0.889368,0.889525,0.875593,0.759013,0.60386,0.578154,0.572121,0.567635,0.559276,0.544852,0.51853,0.27151,-1.338901,-1.371087,-1.381946,-1.387274,-1.390349,-1.392264,-1.393475,-1.394192,-1.394507,2
-1.498437,-1.502696,-1.501951,-1.501746,-1.498319,-1.496115,-1.48811,-1.478818,-1.450091,-0.130122,0.785639,0.196321,-0.102918,-0.251162,-0.380693,-1.53432,-1.529294,-1.528767,-1.532458,-1.537189,-1.54717,-1.610462,0.421044,1.049158,1.126429,1.165308,1.176236,1.158358,1.145165,1.12964,1.109212,1.107682,1.100516,1.098184,1.094578,1.090419,1.084154,1.073234,1.071709,1.07201,1.073261,1.069564,1.072255,1.082469,1.096195,1.169651,1.153338,1.148292,1.135218,1.123662,1.111573,1.106009,1.078187,0.844827,-1.483403,-1.490572,-1.496477,-1.494964,-1.49015,-1.484529,-1.478563,2
-1.462655,-1.46658,-1.47136,-1.477474,-1.485776,-1.498021,-1.518552,-1.562054,-1.727048,2.524705,2.297396,2.239188,2.195882,2.115754,-0.708483,-1.288888,-1.349455,-1.372637,-1.384441,-1.389788,-1.384243,-1.172681,0.737884,0.758604,0.778106,0.795794,0.812026,0.818919,0.828891,0.837668,0.847914,0.859,0.858168,0.862631,0.86531,0.867951,0.870628,0.87553,0.883512,0.884764,0.884843,0.883997,0.880533,0.854107,0.718366,0.598619,0.572606,0.569264,0.566104,0.565493,0.56297,0.558573,0.558461,-1.331422,-1.43033,-1.44192,-1.446976,-1.450432,-1.45339,-1.456264,-1.459289,2
-1.498112,-1.492735,-1.492104,-1.49127,-1.489419,-1.485204,-1.474596,-1.437639,0.831045,1.106305,1.123418,1.110793,1.035588,0.105789,-1.338666,-1.421801,-1.450057,-1.464503,-1.473849,-1.482222,-1.463669,1.018596,1.002522,1.001218,0.997579,1.000146,0.998357,0.998329,0.99438,0.993747,0.992908,0.992121,0.991495,0.986107,0.988556,0.985331,0.982231,0.986886,0.986124,0.985343,0.984524,0.983838,0.977208,0.976228,0.974708,0.972728,0.970065,0.966233,0.960094,0.948367,0.916429,0.626582,-1.429773,-1.461998,-1.471845,-1.488039,-1.502946,-1.516631,-1.529554,-1.54188,-1.553405,2
-1.842577,-1.932877,-1.955317,-1.969413,-1.138964,1.10136,2.103848,2.214335,2.212963,2.182385,2.161958,2.12217,2.01459,0.73741,-1.631208,-1.796975,-1.89088,-0.719553,0.454122,0.541338,0.528865,0.522289,0.51288,0.51391,0.51028,0.496415,0.499828,0.507086,0.494407,0.497311,0.49776,0.490115,0.494229,0.487834,0.486208,0.487611,0.485436,0.481823,0.468788,0.471428,0.475842,0.469541,0.466216,0.463075,0.461494,0.451098,0.42181,0.184652,-1.196556,-1.229049,-1.240055,-1.24629,-1.25068,-1.254222,-1.257368,-1.260379,-1.263452,-1.266795,-1.270727,-1.275977,-1.285393,2
-1.451507,-1.454275,-1.458025,-1.46354,-1.47252,-1.489426,-1.530586,-1.728663,1.568155,1.414626,1.38745,1.403033,1.50716,-1.617902,-1.477757,-1.444895,-1.42511,-1.401525,-1.345655,-0.707609,0.934477,0.978531,0.991296,1.003309,1.010963,1.012956,1.015283,1.022037,1.023407,1.019689,1.023703,1.020611,1.021454,1.023267,1.023868,1.020801,1.020928,1.021148,1.020803,1.020381,1.019884,1.018504,1.017298,1.020803,1.018385,1.015171,1.0062,0.995527,0.959238,0.644155,-1.377872,-1.413563,-1.42626,-1.432815,-1.436898,-1.439778,-1.442018,-1.443918,-1.445668,-1.447416,-1.449304,2
1.595925,1.586205,1.626378,1.605706,1.620572,1.635882,1.631703,1.625558,1.665626,0.338612,-0.01649,0.175663,0.301239,0.375681,0.476291,1.594059,1.573311,1.568591,1.560926,1.5781,1.511379,1.349808,-0.62236,-1.007063,-1.029279,-1.034159,-1.03682,-1.068083,-1.068431,-1.099731,-1.099904,-1.100669,-1.102031,-1.111781,-1.11372,-1.123566,-1.124459,-1.122918,-1.157819,-1.155639,-1.154989,-1.154488,-1.15392,-1.152992,-1.139073,-1.033323,-1.00029,-0.89253,-0.891565,-0.921926,-0.916036,-0.939473,-0.943519,-0.92891,-0.896363,-0.619427,1.523695,1.587287,1.602203,1.609321,1.614024,2
1.295434,1.34742,1.384528,1.382288,1.377277,1.4205,1.437204,1.626777,-0.704776,0.080619,0.237731,0.30617,0.336706,1.400859,1.371536,1.370768,1.361504,1.353475,1.384466,1.452801,-1.026104,-1.234338,-1.285557,-1.30678,-1.345207,-1.367483,-1.364896,-1.387136,-1.431608,-1.417738,-1.41941,-1.426742,-1.427496,-1.427562,-1.427236,-1.425504,-1.453854,-1.444257,-1.44336,-1.383537,-1.354039,-1.352888,-1.372953,-1.356222,-1.367601,-1.395683,-1.531636,1.506468,1.426886,1.384576,1.352825,1.290324,1.22968,1.170253,1.111659,1.053706,0.996322,0.939543,0.883567,0.829026,0.778704,2
1.288375,1.293931,1.279179,1.271593,1.259924,1.237462,1.175425,0.446745,0.685872,0.817496,0.86119,0.877076,0.864018,1.377757,1.34894,1.359724,1.342606,1.312423,1.325879,1.056456,-1.070255,-1.130811,-1.192493,-1.233057,-1.264453,-1.276593,-1.292238,-1.293713,-1.294521,-1.295029,-1.295054,-1.320141,-1.319999,-1.320144,-1.3203,-1.320434,-1.320554,-1.320717,-1.321224,-1.326574,-1.313647,-1.257224,-1.163428,-1.15539,-1.152422,-1.145462,-1.122053,-1.110252,-1.077852,-0.773064,1.248278,1.273559,1.302812,1.308255,1.311077,1.312554,1.313187,1.313197,1.31267,1.311594,1.309846,2
-1.373443,-1.368454,-1.363571,-1.353634,-1.338385,-1.308933,-1.22632,-0.179297,1.125245,1.216716,1.239964,1.251288,1.183241,-1.429114,-1.411364,-1.403457,-1.395607,-1.38518,-1.366992,-1.317839,0.295643,0.963473,1.007305,1.0301,1.033099,1.038874,1.04283,1.045823,1.048172,1.055459,1.054435,1.057211,1.058659,1.05988,1.060974,1.057509,1.058406,1.059269,1.060087,1.060879,1.061715,1.058671,1.06254,1.063195,1.063666,1.063738,1.067192,1.065933,1.070307,-1.292088,-1.380187,-1.386994,-1.388424,-1.388453,-1.387872,-1.386916,-1.385658,-1.384104,-1.382217,-1.379918,-1.377072,2
-1.462044,-1.465378,-1.477185,-1.501507,-1.589417,1.053576,0.569346,0.061222,-0.159616,-0.286906,-0.411042,-1.447527,-1.452646,-1.459157,-1.469694,-1.483492,-1.512693,-1.643825,1.042756,1.153344,1.18496,1.210685,1.209719,1.214087,1.19473,1.182073,1.166255,1.159005,1.158964,1.155675,1.145684,1.13624,1.133412,1.133858,1.136027,1.139874,1.137975,1.140069,1.139534,1.156065,1.271129,1.212951,1.166676,1.142052,1.121043,1.103016,1.077786,0.995349,-0.366595,-1.300015,-1.375442,-1.401053,-1.415059,-1.423987,-1.430381,-1.435376,-1.43957,-1.443329,-1.446923,-1.4506,-1.454675,2
1.316237,1.376393,1.398797,1.390226,1.38701,1.397193,1.426153,1.541952,-0.094848,0.527075,0.644381,0.698535,0.707942,1.42529,1.36912,1.384603,1.373769,1.389465,1.392988,1.516181,-0.974893,-1.267281,-1.296328,-1.320279,-1.334041,-1.336904,-1.33677,-1.343517,-1.328058,-1.354704,-1.354038,-1.352063,-1.380971,-1.37762,-1.407129,-1.378349,-1.409004,-1.414143,-1.401878,-1.43485,-1.380123,-1.251259,-1.191629,-1.195874,-1.200186,-1.206508,-1.217046,-1.247582,-1.400131,1.541788,1.401218,1.42592,1.373641,1.308741,1.246245,1.185144,1.124977,1.065555,1.006902,0.949408,0.89516,2
-1.394381,-1.395981,-1.397407,-1.39878,-1.40024,-1.401988,-1.404365,-1.40789,-1.411046,-1.15796,2.440858,2.333112,2.323014,2.344956,2.441621,-1.632155,-1.483188,-1.447842,-1.431965,-1.42071,-1.403189,-1.175115,0.696047,0.733591,0.767371,0.791791,0.812787,0.826806,0.836469,0.841986,0.85825,0.862553,0.875236,0.884869,0.893978,0.901844,0.905251,0.909145,0.912542,0.908575,0.907888,0.902539,0.896341,0.874316,0.70423,0.599871,0.574532,0.567327,0.557358,0.548288,0.527466,0.461615,-0.537443,-1.284658,-1.344357,-1.365439,-1.37615,-1.382625,-1.386969,-1.390097,-1.392478,2
1.367158,1.363019,1.37317,1.389152,1.39087,1.417344,1.421159,1.637222,-0.367462,0.486478,0.64245,0.711413,0.71525,1.387947,1.329729,1.366614,1.353283,1.358072,1.382486,1.448027,-0.95429,-1.199662,-1.214214,-1.250229,-1.246062,-1.275997,-1.273087,-1.304177,-1.301952,-1.300205,-1.298225,-1.330912,-1.330137,-1.302151,-1.322642,-1.322132,-1.320962,-1.319565,-1.318031,-1.316438,-1.315207,-1.284471,-1.11002,-1.084714,-1.079258,-1.07298,-1.064059,-1.049328,-1.005967,-0.919105,0.320545,1.182365,1.27706,1.289189,1.301739,1.31025,1.316621,1.321841,1.326484,1.330966,1.335736,2
1.231882,1.24085,1.220885,1.222425,1.249025,1.23192,1.285977,1.404424,-0.2776,0.320078,0.451278,0.505536,0.530587,1.257956,1.227549,1.216261,1.191715,1.201644,1.155515,0.779102,-1.234681,-1.28111,-1.312304,-1.341191,-1.37174,-1.36928,-1.39926,-1.398485,-1.414608,-1.420036,-1.421089,-1.426732,-1.442391,-1.441535,-1.47204,-1.444453,-1.444783,-1.445029,-1.446368,-1.34306,-1.282107,-1.279199,-1.278218,-1.254266,-1.254243,-1.280213,-1.258945,1.133123,1.203832,1.228961,1.229164,1.229613,1.230009,1.230381,1.230757,1.231158,1.2316,1.232096,1.232654,1.233257,1.233748,2
-1.897111,-2.045927,-2.05899,-2.071638,-1.206288,1.021058,2.022046,2.23087,2.319782,2.252393,2.263381,2.277289,2.340977,2.573321,-2.22528,-2.124677,-2.070855,-1.727146,-0.207468,0.234537,0.332152,0.343198,0.34649,0.357989,0.365621,0.363906,0.366909,0.364628,0.370018,0.372889,0.374218,0.374364,0.375388,0.382467,0.380012,0.3825,0.383337,0.389562,0.390208,0.385283,0.385718,0.386056,0.386048,0.391286,0.38414,0.388511,0.388223,0.388654,0.392098,0.389908,0.388159,-1.206456,-1.362731,-1.369617,-1.371966,-1.373119,-1.3739,-1.374677,-1.3758,-1.377972,-1.383975,2
0.081938,0.079369,0.015558,0.006705,-0.051785,-0.137704,-0.2826,-0.58419,-1.615268,9.751517,0.7479,0.179722,-0.038909,-0.154899,-0.211202,0.475819,0.430596,0.394947,0.36308,0.246373,0.27802,0.046845,1.428114,-0.150942,-0.248589,-0.255269,-0.296202,-0.318543,-0.350337,-0.311215,-0.322091,-0.330715,-0.338345,-0.345369,-0.352162,-0.363022,-0.370859,-0.398927,-0.371301,-0.409827,-0.398172,-0.387025,-0.407214,-0.4148,-0.433021,-0.445631,-0.436312,-0.475267,-0.447394,-0.485153,-0.478548,-0.502396,-0.513431,-0.529846,-0.581664,0.233779,0.191718,0.172851,0.157046,0.140983,0.123266,2
-1.369101,-1.362798,-1.354434,-1.342332,-1.322658,-1.284211,-1.175184,0.219047,1.971722,2.083551,2.118961,2.127093,1.986316,-1.450067,-1.438695,-1.438254,-1.441828,-1.451696,-1.478763,-1.61143,0.873028,0.808051,0.807828,0.81312,0.824502,0.829783,0.841053,0.850248,0.858216,0.875607,0.881811,0.895997,0.900597,0.903743,0.907737,0.911534,0.91365,0.916036,0.91825,0.921154,0.920989,0.874147,0.694407,0.635903,0.630895,0.634223,0.641401,0.654891,0.685877,0.807926,-1.608745,-1.459899,-1.426381,-1.411265,-1.402277,-1.395984,-1.391027,-1.386735,-1.382701,-1.378621,-1.374205,2
-1.473452,-1.473091,-1.480874,-1.486516,-1.491625,-1.50228,-1.516848,-1.547346,-1.668243,1.493829,1.317229,1.274647,1.241666,1.181485,-0.942503,-1.347457,-1.395581,-1.416902,-1.432649,-1.456737,-1.517282,1.018825,1.064943,1.060713,1.055027,1.053089,1.050353,1.04564,1.046695,1.046187,1.047716,1.036897,1.035806,1.034641,1.033461,1.037061,1.035988,1.03497,1.033973,1.032975,1.031946,1.03079,1.027033,1.025115,1.023357,1.026196,1.026757,1.024764,1.022765,1.020247,1.018657,-1.332977,-1.437528,-1.448716,-1.453243,-1.45612,-1.45842,-1.460519,-1.462597,-1.464775,-1.467159,2
-1.958153,-2.054156,-2.069458,-2.087592,-1.241199,1.000518,2.017562,2.194483,2.204339,2.175874,2.13865,2.101103,1.9993,0.68906,-1.731252,-1.910071,-2.006282,-0.772367,0.363912,0.484495,0.474872,0.463916,0.45575,0.453583,0.453326,0.455608,0.450488,0.451511,0.447031,0.443422,0.432378,0.431988,0.43122,0.427126,0.429654,0.435615,0.434638,0.430372,0.429061,0.422707,0.414629,0.429848,0.427963,0.423409,0.416188,0.413514,0.413085,0.407926,0.407989,0.423289,-0.945382,-1.328735,-1.341497,-1.356489,-1.360155,-1.36328,-1.366289,-1.369505,-1.373298,-1.378429,-1.387812,2
-1.382793,-1.378616,-1.379701,-1.385878,-1.392244,-1.403304,-1.435631,-1.584016,1.360708,0.613274,0.227439,0.031118,-0.055858,-1.427309,-1.371693,-1.360976,-1.35341,-1.343648,-1.318611,-1.004727,0.915372,1.164561,1.225228,1.260939,1.245945,1.221604,1.194212,1.182033,1.171955,1.183669,1.162425,1.153837,1.157398,1.149754,1.172983,1.166379,1.153741,1.161408,1.175955,1.182275,1.198524,1.323095,1.326396,1.310068,1.295575,1.283554,1.271591,1.262581,1.262195,-1.265097,-1.356387,-1.364123,-1.369266,-1.377527,-1.385364,-1.393014,-1.40059,-1.408154,-1.41574,-1.423346,-1.430765,2
