@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute target {1,2,3,4,5,6}

@data
0.219092,0.212488,0.204649,0.19394,0.179572,0.161998,0.140421,0.115298,0.086365,0.054348,0.01942,-0.018851,-0.056732,-0.093351,-0.131177,6
0.220914,0.213988,0.205737,0.19474,0.18006,0.161729,0.139534,0.113175,0.083083,0.049722,0.012647,-0.027298,-0.065355,-0.102055,-0.140385,6
0.218969,0.212684,0.205129,0.194801,0.18058,0.162602,0.140729,0.114669,0.084886,0.051498,0.015069,-0.022758,-0.060968,-0.098376,-0.134571,6
0.219601,0.212694,0.204744,0.19397,0.179522,0.161337,0.139208,0.1131,0.08274,0.048927,0.011634,-0.026081,-0.063413,-0.101534,-0.138351,6
0.179914,0.185216,0.185871,0.180157,0.166933,0.146377,0.119605,0.091803,0.062481,0.031889,0.000003,-0.028714,-0.054746,-0.082288,-0.11381,4
0.193224,0.19882,0.201719,0.198989,0.189559,0.172944,0.149709,0.120616,0.086164,0.049602,0.011441,-0.026046,-0.059432,-0.090145,-0.123023,4
0.219676,0.213731,0.206226,0.195445,0.180779,0.161993,0.139578,0.113306,0.083416,0.04995,0.012839,-0.027033,-0.064805,-0.102486,-0.142216,6
0.220162,0.213679,0.205857,0.194892,0.180103,0.161472,0.138737,0.112344,0.082334,0.049437,0.012857,-0.025899,-0.063351,-0.099535,-0.137004,6
0.223652,0.215586,0.206336,0.194428,0.179098,0.160169,0.137644,0.111235,0.080965,0.047687,0.010718,-0.02751,-0.064836,-0.102397,-0.140255,6
0.217646,0.212075,0.204955,0.194432,0.180833,0.162977,0.141423,0.115782,0.086698,0.05398,0.01751,-0.021654,-0.059878,-0.097243,-0.135315,6
0.221199,0.21405,0.205506,0.194597,0.180052,0.162058,0.140616,0.114845,0.084929,0.0512,0.013779,-0.025462,-0.063237,-0.101591,-0.140346,6
0.189819,0.195226,0.197404,0.195183,0.186161,0.169801,0.146764,0.117672,0.083854,0.048684,0.01181,-0.024334,-0.057118,-0.086883,-0.116163,4
0.218755,0.212726,0.205217,0.194694,0.180276,0.161557,0.13899,0.112558,0.082208,0.048445,0.010847,-0.02654,-0.063958,-0.102472,-0.140301,6
0.222458,0.215033,0.206377,0.194964,0.180788,0.162655,0.140321,0.114046,0.08408,0.050898,0.013864,-0.024798,-0.062249,-0.099468,-0.136755,6
0.190891,0.195486,0.197401,0.194188,0.184757,0.16865,0.145776,0.117434,0.085341,0.050428,0.015033,-0.020416,-0.053502,-0.085204,-0.116755,4
0.187115,0.1928,0.195659,0.193467,0.184273,0.16758,0.143555,0.112878,0.078381,0.041932,0.004273,-0.03075,-0.061951,-0.090638,-0.119884,4
0.222227,0.215014,0.206539,0.195035,0.180769,0.162379,0.139869,0.113434,0.084026,0.051512,0.015161,-0.022989,-0.059793,-0.096414,-0.133782,6
0.21895,0.212906,0.20564,0.195213,0.181051,0.163037,0.140805,0.114773,0.085475,0.05288,0.016322,-0.021453,-0.058164,-0.095365,-0.132631,6
0.192041,0.197608,0.200102,0.196366,0.185696,0.167272,0.14118,0.109049,0.073267,0.036915,-0.001209,-0.037505,-0.068874,-0.097017,-0.124873,4
0.219977,0.213148,0.205025,0.193936,0.17917,0.160455,0.137554,0.110836,0.080177,0.045945,0.008132,-0.030825,-0.067456,-0.105169,-0.144245,6
0.219247,0.212363,0.204277,0.193367,0.179589,0.161923,0.140246,0.114379,0.084758,0.050884,0.012992,-0.025855,-0.064247,-0.103284,-0.141582,6
0.217338,0.211547,0.204333,0.19424,0.180817,0.163471,0.142016,0.116583,0.087421,0.054396,0.017267,-0.022043,-0.060388,-0.098897,-0.137662,6
0.192035,0.195055,0.194919,0.189873,0.17882,0.16097,0.136971,0.107427,0.074622,0.038964,0.001377,-0.034449,-0.066299,-0.096997,-0.128052,3
0.188688,0.191288,0.190334,0.185134,0.173512,0.15531,0.130876,0.101938,0.070067,0.036155,0.00028,-0.033752,-0.064334,-0.092867,-0.122558,3
0.216724,0.211175,0.204007,0.193767,0.180533,0.163257,0.142069,0.117068,0.088123,0.056,0.019622,-0.017723,-0.054591,-0.092628,-0.13154,6
0.215012,0.209148,0.202354,0.19225,0.179095,0.162075,0.141249,0.116482,0.087723,0.055476,0.01958,-0.018066,-0.056143,-0.095461,-0.134107,6
0.189069,0.193984,0.196063,0.192633,0.182625,0.165781,0.142095,0.112709,0.079616,0.045377,0.009707,-0.026416,-0.059374,-0.088666,-0.11707,3
0.219871,0.213571,0.206035,0.19569,0.181487,0.163972,0.142321,0.116816,0.087431,0.054815,0.01895,-0.019656,-0.056665,-0.093876,-0.13231,5
0.221777,0.214709,0.206395,0.194987,0.179936,0.161057,0.137934,0.110583,0.07969,0.045624,0.007529,-0.030424,-0.066922,-0.103916,-0.142742,6
0.218406,0.212493,0.204977,0.19445,0.180209,0.161923,0.139922,0.113873,0.084232,0.051443,0.015002,-0.023144,-0.060243,-0.09759,-0.13646,6
0.218077,0.212103,0.204749,0.19446,0.180394,0.162479,0.140753,0.115101,0.085974,0.053025,0.017241,-0.020654,-0.058649,-0.097066,-0.134596,6
0.198886,0.202945,0.204285,0.200506,0.190616,0.174664,0.15202,0.123368,0.089,0.051696,0.011809,-0.026442,-0.061423,-0.093957,-0.126681,3
0.184033,0.187575,0.186873,0.180497,0.167606,0.14838,0.123973,0.09769,0.06871,0.036588,0.00327,-0.027855,-0.055412,-0.082379,-0.111176,3
0.217582,0.211544,0.204647,0.195039,0.181521,0.16409,0.142548,0.116915,0.087389,0.054749,0.017912,-0.020073,-0.057433,-0.095235,-0.131347,5
0.223862,0.216188,0.207201,0.196178,0.18125,0.163115,0.140763,0.114248,0.0839,0.050752,0.014134,-0.024111,-0.060513,-0.09689,-0.134431,6
0.216863,0.211037,0.203974,0.193734,0.180048,0.162836,0.141902,0.116919,0.088455,0.056437,0.021009,-0.016523,-0.054179,-0.091814,-0.128368,6
0.184037,0.188214,0.189359,0.184801,0.173731,0.155786,0.131378,0.102008,0.070038,0.035605,-0.000885,-0.035727,-0.066044,-0.09538,-0.126198,3
0.216387,0.210193,0.202901,0.19284,0.17933,0.162115,0.140997,0.116184,0.087615,0.055865,0.02067,-0.018175,-0.05725,-0.095634,-0.135579,6
0.216265,0.210552,0.203307,0.193151,0.179984,0.162791,0.141714,0.116467,0.087722,0.055436,0.018951,-0.020087,-0.059218,-0.098378,-0.137226,6
0.22239,0.215581,0.207462,0.196224,0.18114,0.162572,0.140015,0.11355,0.08359,0.051068,0.01491,-0.024066,-0.061674,-0.097494,-0.13448,6
0.217615,0.211419,0.20393,0.193599,0.180144,0.163087,0.141994,0.116999,0.088337,0.056026,0.02021,-0.018325,-0.056698,-0.095652,-0.134367,6
0.195305,0.197361,0.197466,0.193602,0.184278,0.168813,0.147144,0.119806,0.088556,0.054014,0.017017,-0.020174,-0.05482,-0.086975,-0.118879,2
0.204445,0.202727,0.198788,0.191058,0.179126,0.162144,0.139213,0.111308,0.081321,0.048958,0.013515,-0.022097,-0.056576,-0.089519,-0.120289,2
0.222071,0.214474,0.205718,0.19423,0.179335,0.161135,0.138776,0.112666,0.08296,0.049623,0.012638,-0.026434,-0.064208,-0.100689,-0.138851,6
0.219696,0.213374,0.20563,0.194722,0.180066,0.162014,0.139661,0.113383,0.083296,0.05014,0.01336,-0.025077,-0.061219,-0.098229,-0.136749,6
0.182417,0.186966,0.188404,0.183809,0.172595,0.154356,0.129747,0.100882,0.068233,0.033558,-0.000738,-0.032755,-0.061953,-0.090523,-0.121076,3
0.22044,0.213944,0.206172,0.19548,0.181051,0.162834,0.140468,0.114315,0.084748,0.051801,0.015873,-0.022963,-0.060856,-0.098364,-0.137075,6
0.196446,0.199028,0.199597,0.195303,0.184639,0.167892,0.144649,0.115624,0.081735,0.044962,0.007595,-0.029377,-0.063224,-0.094564,-0.123684,3
0.217909,0.211833,0.204449,0.194185,0.180337,0.16258,0.140763,0.115284,0.086596,0.054321,0.018607,-0.018855,-0.055646,-0.093286,-0.129485,6
0.185708,0.189303,0.190132,0.186071,0.175206,0.156977,0.131868,0.101877,0.069502,0.035357,0.000663,-0.032268,-0.061825,-0.090122,-0.119164,3
0.219506,0.213237,0.205997,0.195447,0.181305,0.164116,0.142541,0.116984,0.08793,0.055434,0.018852,-0.019675,-0.056643,-0.094383,-0.132261,6
0.218542,0.21318,0.206404,0.196223,0.182007,0.163534,0.141112,0.114729,0.084788,0.051138,0.013722,-0.025198,-0.061707,-0.098244,-0.135566,6
0.198604,0.200014,0.199499,0.194779,0.184217,0.167327,0.144007,0.115221,0.082634,0.047378,0.010158,-0.027348,-0.061701,-0.093999,-0.125412,2
0.219286,0.213528,0.206255,0.195397,0.18058,0.162185,0.139546,0.113144,0.083847,0.05099,0.014312,-0.024359,-0.061774,-0.098631,-0.136117,5
0.197142,0.201601,0.202765,0.197817,0.186369,0.167764,0.143501,0.114278,0.082544,0.048111,0.011935,-0.02341,-0.055198,-0.085635,-0.114147,2
0.222503,0.215023,0.206456,0.195094,0.180633,0.162963,0.141378,0.115631,0.086709,0.054484,0.018671,-0.019604,-0.056724,-0.09381,-0.131323,6
0.193293,0.197046,0.200345,0.199307,0.191718,0.17708,0.154806,0.126909,0.093305,0.056201,0.017932,-0.019968,-0.054753,-0.086877,-0.117159,2
0.202346,0.205638,0.207055,0.203401,0.194741,0.17954,0.157859,0.130038,0.097147,0.061796,0.024097,-0.013672,-0.05021,-0.084272,-0.117399,2
0.222783,0.215632,0.207584,0.197238,0.182889,0.16441,0.141676,0.115054,0.0852,0.052568,0.016444,-0.021603,-0.059885,-0.096425,-0.134211,6
0.217122,0.210659,0.203212,0.193608,0.180138,0.163401,0.143139,0.119116,0.090901,0.059258,0.02449,-0.013806,-0.052825,-0.091161,-0.130245,6
0.219954,0.213056,0.204669,0.19401,0.179896,0.162336,0.141093,0.115646,0.08623,0.053482,0.017128,-0.02189,-0.060019,-0.097519,-0.134764,6
0.201131,0.200852,0.197888,0.192064,0.181158,0.164544,0.142061,0.114447,0.082481,0.046908,0.01022,-0.026666,-0.062496,-0.097295,-0.128975,1
0.222464,0.215183,0.206558,0.194786,0.180028,0.161985,0.139834,0.113209,0.083337,0.04975,0.01264,-0.024377,-0.060539,-0.097573,-0.13399,6
0.218845,0.211985,0.203922,0.192953,0.178357,0.159992,0.138221,0.112627,0.083629,0.051263,0.015268,-0.023147,-0.06138,-0.099256,-0.137227,6
0.194084,0.196958,0.197526,0.193632,0.184649,0.169943,0.148786,0.121475,0.089895,0.0552,0.018318,-0.018921,-0.054125,-0.087358,-0.119622,3
0.215319,0.210252,0.203446,0.193363,0.179295,0.161125,0.138671,0.112739,0.08305,0.049899,0.012889,-0.024916,-0.062371,-0.100719,-0.137176,6
0.204914,0.20812,0.208841,0.205547,0.196168,0.179839,0.157066,0.128188,0.094283,0.05683,0.018378,-0.019862,-0.054679,-0.087768,-0.116545,2
0.198939,0.201199,0.202095,0.198004,0.188704,0.172921,0.150972,0.122883,0.092092,0.058847,0.023507,-0.012128,-0.047027,-0.078865,-0.110643,2
0.191699,0.196301,0.198104,0.194885,0.185059,0.168195,0.144228,0.115094,0.083106,0.049853,0.015094,-0.020087,-0.052185,-0.081529,-0.110631,3
0.205624,0.2065,0.204821,0.200068,0.189455,0.172444,0.148614,0.119626,0.086844,0.052626,0.016813,-0.020118,-0.054485,-0.0873,-0.116736,2
0.210911,0.211544,0.210379,0.204298,0.193294,0.17609,0.153191,0.124618,0.092151,0.057384,0.020217,-0.017864,-0.054624,-0.089639,-0.122174,2
0.183971,0.189429,0.191901,0.189222,0.178949,0.161245,0.135875,0.104872,0.071355,0.03602,0.002538,-0.026819,-0.053189,-0.079931,-0.105162,3
0.222807,0.215344,0.206484,0.195395,0.181491,0.163527,0.141275,0.114879,0.084781,0.052118,0.015734,-0.021369,-0.057721,-0.093877,-0.129871,6
0.193608,0.194298,0.192349,0.185646,0.173093,0.15472,0.131385,0.104358,0.073974,0.041164,0.00731,-0.027059,-0.059974,-0.091129,-0.121192,2
0.200628,0.20378,0.204357,0.199624,0.189584,0.173337,0.150241,0.121018,0.088184,0.052197,0.01421,-0.023662,-0.058252,-0.090913,-0.12226,3
0.188001,0.192247,0.193996,0.192209,0.184844,0.170906,0.150622,0.124508,0.093583,0.059299,0.021934,-0.013835,-0.046441,-0.077487,-0.107023,3
0.222128,0.214704,0.206895,0.196302,0.182081,0.163705,0.141476,0.115282,0.085743,0.051892,0.014306,-0.023691,-0.060382,-0.097249,-0.135667,6
0.203154,0.204372,0.202085,0.196339,0.184511,0.16639,0.141831,0.112069,0.079529,0.043543,0.005855,-0.03048,-0.06368,-0.095879,-0.126729,2
0.203246,0.20587,0.206853,0.202151,0.191865,0.175365,0.153368,0.124227,0.092768,0.057426,0.020489,-0.016883,-0.053014,-0.086292,-0.116434,2
0.216494,0.21102,0.20389,0.193515,0.17952,0.161498,0.139316,0.113042,0.08292,0.049752,0.013268,-0.024535,-0.062514,-0.10055,-0.13696,6
0.217372,0.211486,0.204111,0.194053,0.180865,0.163965,0.143372,0.118803,0.090582,0.058741,0.023051,-0.015368,-0.054032,-0.091922,-0.130706,6
0.195988,0.198302,0.198296,0.193057,0.183329,0.168236,0.147109,0.121068,0.090267,0.056456,0.020456,-0.015894,-0.051513,-0.085177,-0.118806,2
0.19325,0.195723,0.1954,0.190295,0.179337,0.162055,0.138136,0.109181,0.078053,0.045491,0.01146,-0.022326,-0.053464,-0.083999,-0.114166,2
0.192883,0.196889,0.198058,0.195653,0.186864,0.171537,0.149256,0.119972,0.086416,0.049765,0.012035,-0.024443,-0.057239,-0.087034,-0.116249,3
0.199049,0.202271,0.203129,0.199525,0.18984,0.173653,0.151405,0.122961,0.091461,0.057669,0.021348,-0.015407,-0.049604,-0.080864,-0.111379,3
0.222718,0.215589,0.207218,0.195771,0.180549,0.161602,0.138513,0.111912,0.081921,0.048357,0.011846,-0.02624,-0.062994,-0.100369,-0.139186,6
0.186555,0.192968,0.196914,0.196482,0.189497,0.175817,0.154811,0.127133,0.094826,0.059043,0.019881,-0.019286,-0.05424,-0.086329,-0.119563,5
0.187104,0.189711,0.189608,0.184019,0.172064,0.153365,0.129659,0.101972,0.072949,0.041885,0.008539,-0.025505,-0.057239,-0.086145,-0.116709,2
0.197,0.198811,0.198973,0.194846,0.185075,0.168586,0.145357,0.11628,0.083639,0.049627,0.01396,-0.021753,-0.056318,-0.089113,-0.119869,2
0.197479,0.199423,0.198802,0.193902,0.183345,0.166153,0.141996,0.112678,0.080132,0.045326,0.008599,-0.027368,-0.059588,-0.089737,-0.120115,3
0.196347,0.199593,0.199573,0.195993,0.185913,0.169636,0.146224,0.116404,0.083134,0.048761,0.013325,-0.022718,-0.057166,-0.08978,-0.120006,2
0.198006,0.201193,0.201176,0.197559,0.188228,0.172556,0.150553,0.123102,0.0916,0.058196,0.02203,-0.01386,-0.048106,-0.080413,-0.111805,2
0.20223,0.203977,0.204131,0.200002,0.189837,0.173527,0.15137,0.123079,0.090243,0.054863,0.017389,-0.020523,-0.056709,-0.090069,-0.121649,2
0.220402,0.213068,0.205262,0.195003,0.181231,0.163886,0.142615,0.117715,0.089166,0.057155,0.02232,-0.015979,-0.054346,-0.091878,-0.130632,6
0.218607,0.212556,0.205,0.194264,0.179655,0.161028,0.138261,0.111291,0.081557,0.048848,0.012447,-0.02567,-0.063129,-0.101009,-0.137688,6
0.196092,0.201092,0.203733,0.200472,0.190741,0.174462,0.15066,0.120049,0.085256,0.049565,0.012671,-0.023335,-0.055718,-0.083856,-0.111462,3
0.21911,0.212858,0.204919,0.193881,0.178971,0.160705,0.138246,0.111583,0.081038,0.04721,0.010379,-0.027759,-0.065144,-0.102744,-0.139476,6
0.199362,0.199022,0.197083,0.190778,0.178927,0.160905,0.137085,0.108775,0.078882,0.046258,0.011947,-0.023087,-0.057451,-0.089565,-0.120662,2
0.189126,0.192913,0.193902,0.188645,0.176502,0.157834,0.132333,0.102451,0.069643,0.034819,0.000042,-0.031854,-0.061814,-0.090593,-0.118485,2
0.200259,0.20101,0.199676,0.194564,0.183509,0.165879,0.141909,0.114301,0.084232,0.050823,0.016413,-0.017638,-0.049485,-0.080084,-0.110927,2
0.193688,0.198508,0.20091,0.198077,0.188862,0.172658,0.149599,0.119992,0.086114,0.05022,0.012551,-0.025859,-0.060995,-0.092274,-0.123344,4
0.2133,0.207938,0.201637,0.192042,0.179042,0.161998,0.140992,0.116036,0.087501,0.056176,0.021713,-0.01678,-0.056988,-0.096328,-0.135403,6
0.194715,0.200781,0.203617,0.201315,0.19214,0.175961,0.15266,0.122381,0.087847,0.050367,0.012125,-0.022431,-0.055252,-0.088502,-0.120524,5
0.208413,0.207139,0.203888,0.196312,0.18288,0.16332,0.137969,0.108155,0.076437,0.043597,0.010004,-0.024121,-0.057954,-0.090027,-0.120174,2
0.217701,0.211548,0.203777,0.1929,0.179107,0.161452,0.139655,0.113823,0.084374,0.051056,0.013636,-0.025582,-0.064252,-0.102962,-0.141624,6
0.219108,0.211574,0.203687,0.193267,0.179902,0.163443,0.142899,0.118259,0.089981,0.057686,0.021714,-0.017145,-0.05568,-0.093284,-0.132319,6
0.194463,0.195181,0.193923,0.187266,0.175383,0.157014,0.132503,0.105076,0.074819,0.042853,0.010444,-0.021417,-0.050795,-0.080221,-0.108971,2
0.221231,0.214462,0.206392,0.195094,0.180287,0.16214,0.139785,0.113521,0.083708,0.051392,0.015441,-0.023603,-0.061115,-0.098126,-0.134662,6
0.18735,0.190303,0.190639,0.185293,0.174235,0.156993,0.134117,0.106865,0.077438,0.047106,0.013569,-0.019988,-0.050901,-0.081125,-0.112093,2
0.205234,0.204881,0.202265,0.196035,0.186036,0.170302,0.148584,0.12089,0.088694,0.054198,0.018074,-0.01796,-0.052762,-0.086448,-0.117534,1
0.193042,0.195356,0.194598,0.188857,0.177053,0.158825,0.134259,0.104655,0.072416,0.03759,0.001487,-0.032562,-0.063317,-0.093666,-0.125605,2
0.183502,0.189496,0.192602,0.19087,0.182469,0.167211,0.144971,0.116514,0.085653,0.053479,0.020214,-0.013454,-0.043725,-0.072483,-0.102184,4
0.220786,0.214094,0.206038,0.19525,0.180881,0.163075,0.141355,0.115497,0.086248,0.053257,0.016883,-0.021772,-0.059028,-0.095857,-0.133352,6
0.191965,0.193253,0.191316,0.183917,0.170368,0.150935,0.126451,0.098077,0.068202,0.03625,0.002605,-0.030886,-0.061609,-0.091117,-0.122183,3
0.191612,0.193124,0.190842,0.183166,0.169948,0.150906,0.126311,0.097539,0.066302,0.032994,-0.001834,-0.035647,-0.066088,-0.095019,-0.124699,2
0.218842,0.212845,0.205301,0.19491,0.18094,0.163139,0.141196,0.115492,0.086471,0.05449,0.019276,-0.018531,-0.05559,-0.092188,-0.128948,6
0.216186,0.210974,0.204156,0.193945,0.179785,0.161301,0.138842,0.11239,0.083005,0.049961,0.013422,-0.024678,-0.061802,-0.099427,-0.13504,6
0.218797,0.212762,0.205339,0.1949,0.18066,0.162339,0.140101,0.114279,0.084502,0.05102,0.013976,-0.024196,-0.061216,-0.099728,-0.138015,6
0.201967,0.202183,0.200162,0.193783,0.181658,0.163423,0.138843,0.10915,0.076445,0.040946,0.003059,-0.033798,-0.066853,-0.097342,-0.128538,2
0.19781,0.197518,0.194957,0.187458,0.174419,0.155181,0.130461,0.103554,0.074077,0.042969,0.009344,-0.024209,-0.055547,-0.0866,-0.115249,2
0.191548,0.19507,0.196661,0.192941,0.183453,0.167146,0.144526,0.117151,0.085208,0.051167,0.015724,-0.020951,-0.05423,-0.083707,-0.114197,3
0.221634,0.214979,0.206844,0.195494,0.180256,0.160857,0.137487,0.11055,0.080074,0.0461,0.008638,-0.029086,-0.065524,-0.103095,-0.140842,6
0.219466,0.212825,0.20491,0.194041,0.179528,0.161089,0.138585,0.111945,0.082022,0.048669,0.011978,-0.025842,-0.063466,-0.101383,-0.138419,6
0.200469,0.201533,0.200204,0.193787,0.182988,0.166067,0.143087,0.115512,0.085919,0.054499,0.021013,-0.013587,-0.046361,-0.077958,-0.110054,2
0.205703,0.205501,0.20267,0.19551,0.183957,0.166844,0.143981,0.116957,0.086596,0.053247,0.018235,-0.0181,-0.054473,-0.089641,-0.122277,2
0.196342,0.197931,0.197377,0.191697,0.180649,0.163171,0.13961,0.111742,0.080842,0.049409,0.016711,-0.016373,-0.04767,-0.076791,-0.106609,3
0.22174,0.215218,0.207248,0.196515,0.182037,0.163579,0.141073,0.11468,0.084552,0.050771,0.013429,-0.022836,-0.057814,-0.094957,-0.134401,6
0.219298,0.212378,0.204666,0.194146,0.179957,0.162572,0.140898,0.115867,0.086806,0.054312,0.017633,-0.021087,-0.059177,-0.097366,-0.136585,6
0.191669,0.195236,0.195818,0.191454,0.181261,0.164449,0.141481,0.112797,0.079888,0.044811,0.007538,-0.029023,-0.063021,-0.093853,-0.12232,3
0.214131,0.209182,0.203294,0.194485,0.182706,0.167504,0.148468,0.125449,0.098608,0.068056,0.034639,-0.003076,-0.042441,-0.080525,-0.118531,6
0.216567,0.210423,0.202919,0.19266,0.178891,0.16118,0.139397,0.113706,0.084037,0.050182,0.013082,-0.025162,-0.062501,-0.100514,-0.137657,6
0.218726,0.212321,0.204956,0.194501,0.180829,0.163693,0.142552,0.117434,0.088278,0.055433,0.01883,-0.019408,-0.05654,-0.093975,-0.132906,6
0.189182,0.192349,0.191727,0.185915,0.174008,0.155761,0.131859,0.103629,0.072854,0.039727,0.004586,-0.02985,-0.061502,-0.0914,-0.12251,3
0.191842,0.192573,0.191942,0.188523,0.179138,0.163897,0.142922,0.118081,0.090102,0.059428,0.026008,-0.008636,-0.041882,-0.073284,-0.103452,2
0.190059,0.194808,0.19715,0.194127,0.184447,0.167874,0.144591,0.11624,0.083438,0.048146,0.011835,-0.022913,-0.054808,-0.085588,-0.113424,3
0.197838,0.199436,0.199003,0.194094,0.183702,0.167306,0.14477,0.116504,0.084014,0.049044,0.011457,-0.025877,-0.060676,-0.093889,-0.125666,2
0.218899,0.212053,0.204486,0.193958,0.180355,0.162641,0.140688,0.115307,0.086104,0.053229,0.017116,-0.021787,-0.060916,-0.099746,-0.139111,6
0.219403,0.212834,0.205071,0.194371,0.179958,0.161571,0.139316,0.113197,0.083103,0.0502,0.013801,-0.025294,-0.062246,-0.099542,-0.137975,6
0.187329,0.193402,0.195534,0.191989,0.182299,0.165764,0.142024,0.112544,0.081207,0.047667,0.013058,-0.020157,-0.053162,-0.084647,-0.114911,3
0.188506,0.192643,0.193716,0.190072,0.180682,0.164938,0.142258,0.11349,0.081709,0.046529,0.009279,-0.026968,-0.05989,-0.090844,-0.120913,3
0.219289,0.212313,0.204101,0.193667,0.179672,0.162196,0.140667,0.115387,0.086347,0.053972,0.018082,-0.020218,-0.05892,-0.097452,-0.135139,6
0.221418,0.214904,0.207183,0.196527,0.182003,0.163342,0.140313,0.113465,0.083308,0.050294,0.014065,-0.024843,-0.06205,-0.097218,-0.134239,6
0.193892,0.194296,0.194089,0.190408,0.181416,0.166209,0.144948,0.118159,0.088366,0.056021,0.021678,-0.013597,-0.047617,-0.079544,-0.108642,2
0.19271,0.19571,0.196299,0.191966,0.181302,0.164722,0.142192,0.114564,0.08381,0.051055,0.015367,-0.020647,-0.054971,-0.087832,-0.119595,2
0.194388,0.199704,0.20166,0.199508,0.190562,0.174936,0.152368,0.12331,0.089105,0.05276,0.014571,-0.022787,-0.058191,-0.09024,-0.120407,4
0.221235,0.214169,0.205899,0.194672,0.179943,0.161396,0.138873,0.112221,0.081696,0.04753,0.00955,-0.028204,-0.064465,-0.102208,-0.141084,6
0.219286,0.212843,0.205211,0.19461,0.180325,0.161823,0.139502,0.113448,0.083863,0.05102,0.014625,-0.023463,-0.060525,-0.097198,-0.13417,6
0.221236,0.213703,0.204961,0.193314,0.17807,0.159588,0.137391,0.111167,0.081516,0.048236,0.011696,-0.026308,-0.063728,-0.10191,-0.138559,6
0.218442,0.212383,0.204972,0.194436,0.18029,0.162291,0.140367,0.114832,0.085038,0.051498,0.014072,-0.024356,-0.061652,-0.099284,-0.138346,6
0.179517,0.186151,0.189683,0.188539,0.1806,0.165618,0.143693,0.116069,0.083826,0.049338,0.013236,-0.020873,-0.051729,-0.079802,-0.109784,3
0.184725,0.189752,0.19204,0.188418,0.178116,0.160797,0.136564,0.106727,0.073181,0.03833,0.002863,-0.030256,-0.060098,-0.087865,-0.114989,4
0.197466,0.201043,0.202387,0.199722,0.19165,0.176672,0.154789,0.126498,0.093093,0.056275,0.017555,-0.020923,-0.057441,-0.091431,-0.122559,2
0.192692,0.194772,0.194187,0.18831,0.176567,0.158488,0.135378,0.10682,0.076398,0.044147,0.009151,-0.026531,-0.060229,-0.091915,-0.123509,2
0.195864,0.198596,0.199122,0.195098,0.185138,0.168796,0.146278,0.118082,0.08541,0.050718,0.013756,-0.023188,-0.058441,-0.090801,-0.122121,2
