@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute target {1,2,3}

@data
-1.331489,-0.421825,1.336466,2.626376,2.555116,1.141909,-0.536685,-1.569855,-0.35958,1.234695,2.570539,2.661381,2.658474,1.137834,-0.422576,-0.839111,-1.374633,-2.248724,-1.588614,-0.783588,-1.057202,-1.828966,-2.189257,-1.370685,3
-1.354445,-0.330118,1.350808,2.737816,2.693868,1.334869,-0.350276,-1.557397,-0.480009,1.068755,2.453091,2.416851,2.682802,1.244872,-0.32929,-0.908391,-1.525036,-2.272674,-1.550247,-0.937661,-1.205655,-2.023039,-2.019495,-1.14,3
-1.527879,-0.43561,1.285338,2.839652,2.78156,1.721742,0.086049,-1.415642,-1.025903,0.649917,2.311389,2.413211,2.808113,1.252179,-0.463229,-1.026431,-1.459095,-2.104477,-1.601609,-0.972465,-1.057259,-1.655374,-2.08174,-1.322433,3
-1.2011,-0.294299,1.236773,2.580685,2.575729,1.456085,-0.088647,-1.373225,-0.520329,1.055927,2.57152,2.594147,2.69982,1.236398,-0.405281,-0.973519,-1.542691,-2.268977,-1.758809,-1.15721,-1.132915,-1.807278,-2.129928,-1.352876,2
-1.480026,-0.481325,1.200042,2.498795,2.485467,1.262018,-0.431535,-1.647722,-0.477362,1.247008,2.92158,2.49145,2.727131,1.287626,-0.410436,-1.076519,-1.168133,-1.947802,-1.929168,-1.073645,-1.080772,-1.879997,-2.020606,-1.016068,2
-1.397696,-0.462146,1.286623,2.698949,2.734275,1.626621,0.072093,-1.371753,-0.95783,0.622183,2.204001,2.491983,2.815505,1.396175,-0.363607,-0.838525,-1.41705,-2.207723,-1.729645,-0.970155,-1.081375,-1.761559,-2.135651,-1.253695,2
-1.418582,-0.34557,1.310519,2.754869,2.689884,1.474338,-0.097528,-1.485316,-0.708986,0.783391,2.309717,2.620081,2.742592,1.231692,-0.406593,-0.98412,-1.516621,-2.189451,-1.550536,-0.932656,-1.119392,-1.775107,-2.084528,-1.302096,3
-1.276242,-0.379081,1.174346,2.506958,2.54551,1.434119,-0.275352,-1.437233,-0.557245,1.220318,2.575059,2.409571,2.801308,1.34724,-0.397189,-0.831772,-1.50356,-2.278954,-1.716903,-1.027538,-0.959863,-1.885994,-2.247734,-1.239769,2
-1.286795,-0.404473,1.262981,2.596269,2.575856,1.292399,-0.363316,-1.387944,-0.432875,1.192474,2.658236,2.570164,2.696832,1.19492,-0.415389,-1.023879,-1.610587,-2.232262,-1.479339,-1.043732,-1.131134,-1.940353,-2.091565,-1.196487,2
-1.403207,-0.351648,1.383004,2.59517,2.419523,1.038898,-0.591252,-1.527518,-0.251856,1.409837,2.716126,2.538074,2.725675,1.228848,-0.436745,-0.962301,-1.617183,-2.054416,-1.658976,-0.93083,-1.162888,-1.951557,-2.016699,-1.138079,3
-1.302785,-0.424418,1.2537,2.71167,2.716489,1.660221,0.068804,-1.264403,-0.848351,0.783858,2.460182,2.493666,2.601423,1.238581,-0.356917,-0.990535,-1.548149,-2.294504,-1.637988,-0.999649,-1.127512,-1.903047,-2.102001,-1.188334,3
-1.368476,-0.334484,1.383833,2.457046,2.339356,0.963667,-0.700355,-1.489707,-0.092753,1.533186,2.741948,2.358523,2.822833,1.307603,-0.331339,-0.926973,-1.494977,-2.203219,-1.796363,-1.020368,-1.1135,-1.938407,-2.060897,-1.03618,2
-1.340506,-0.303133,1.331456,2.560189,2.485484,1.263815,-0.350333,-1.378381,-0.329854,1.287127,2.639141,2.556664,2.722647,1.166931,-0.476713,-1.133503,-1.782938,-2.130413,-1.50718,-0.984552,-1.43605,-2.143624,-1.753743,-0.96253,2
-1.05118,-0.192009,1.316534,2.532858,2.277685,1.095036,-0.392845,-1.173582,-0.172564,1.330291,2.516344,2.740603,2.768968,1.305461,-0.290499,-1.066568,-1.479322,-1.879594,-1.883228,-1.567663,-1.473347,-1.861388,-1.948254,-1.451738,1
-1.103089,-0.215792,1.116901,2.30704,2.366487,1.239002,0.038024,-0.951156,-0.161266,1.4823,2.650144,2.464522,2.636944,1.412967,-0.15005,-0.979487,-1.573667,-2.162463,-1.945358,-1.437969,-1.627673,-2.213096,-1.961837,-1.23143,1
-1.258457,-0.27808,1.136698,2.475366,2.375597,1.207844,-0.353864,-1.218005,-0.205285,1.281632,2.686099,2.616474,2.81544,1.291146,-0.323629,-1.2685,-1.490303,-1.961112,-1.696111,-1.400364,-1.290943,-1.803647,-1.964346,-1.373649,1
-1.151188,-0.234878,1.350036,2.489616,2.541992,1.278568,-0.209809,-1.2925,-0.469607,1.132349,2.511194,2.564315,2.680787,1.330868,-0.194794,-1.115662,-1.661766,-2.138423,-1.567175,-1.153163,-1.268971,-1.933184,-2.121551,-1.367056,1
-1.193469,-0.31661,1.219531,2.469238,2.358003,1.192616,-0.378308,-1.29548,-0.222227,1.398717,2.697973,2.644379,2.700998,1.216911,-0.325372,-1.066059,-1.520995,-2.117143,-1.578726,-1.24483,-1.267959,-1.911762,-2.090619,-1.368808,1
-1.190714,-0.307252,1.169692,2.433608,2.278248,0.832139,-0.787204,-1.292991,0.026923,1.748333,2.759043,2.442442,2.849623,1.278291,-0.341689,-1.059769,-1.449099,-1.939528,-1.769301,-1.179397,-1.427778,-2.130485,-1.839717,-1.10342,1
-1.249239,-0.300475,1.351079,2.588887,2.379166,0.780358,-0.834506,-1.135287,0.138337,1.604123,2.726201,2.452843,2.72892,1.253208,-0.354336,-1.032233,-1.605947,-2.095174,-1.672435,-1.183371,-1.234092,-1.954438,-2.054051,-1.297538,2
-1.208629,-0.428986,1.186536,2.588697,2.577633,1.312281,-0.267771,-1.195394,-0.499501,0.989248,2.511753,2.613003,2.806165,1.340172,-0.254093,-1.127602,-1.690882,-2.131749,-1.5498,-1.121717,-1.346944,-2.017515,-1.932782,-1.152123,2
-1.169706,-0.259751,1.28524,2.531663,2.388582,1.098722,-0.460596,-1.274041,-0.184668,1.414449,2.698711,2.473268,2.770518,1.276582,-0.298014,-1.003033,-1.546306,-2.181985,-1.739061,-1.184955,-1.155212,-1.841493,-2.179649,-1.459264,2
-1.290665,-0.366986,1.239033,2.637231,2.5214,1.104378,-0.515806,-1.442355,-0.193436,1.411663,2.724101,2.594353,2.648089,1.165632,-0.418773,-1.047495,-1.550218,-2.002832,-1.62418,-1.16559,-1.181096,-1.848995,-2.053435,-1.344017,2
-1.178175,-0.267343,1.215366,2.458967,2.375019,1.054784,-0.333065,-1.229154,-0.150299,1.478028,2.734306,2.587811,2.728434,1.279242,-0.298028,-1.088004,-1.550928,-2.090327,-1.637656,-1.239648,-1.184684,-1.863072,-2.220613,-1.580961,2
-1.289493,-0.369886,1.114569,2.512043,2.62009,1.32292,-0.244254,-1.282108,-0.289952,1.255052,2.706188,2.498968,2.706053,1.201099,-0.386291,-1.024808,-1.571924,-2.181978,-1.674785,-1.100006,-1.306739,-2.077518,-2.000624,-1.136614,2
-1.194782,-0.241938,1.271265,2.454321,2.333442,1.05224,-0.530473,-1.26321,-0.033173,1.581714,2.558649,2.495376,2.756851,1.285892,-0.371919,-0.913058,-1.496784,-2.204324,-1.83336,-1.086838,-1.121222,-1.869538,-2.278763,-1.350369,2
-1.239499,-0.342086,1.246656,2.576073,2.559753,1.213579,-0.426494,-1.405894,-0.380164,1.258635,2.686395,2.500491,2.711361,1.271086,-0.304647,-1.005128,-1.57399,-2.214643,-1.647522,-1.124896,-1.209045,-1.885861,-2.01912,-1.245041,2
-1.239417,-0.44205,1.258761,2.605053,2.609403,1.315702,-0.236275,-1.349768,-0.346208,1.208738,2.665108,2.502566,2.627578,1.216759,-0.356694,-0.973901,-1.591258,-2.268162,-1.624278,-1.014702,-1.270204,-2.026665,-2.116119,-1.153964,2
-1.36067,-0.381725,1.429227,2.694296,2.608133,1.392726,-0.264593,-1.45395,-0.534832,1.064031,2.618194,2.432521,2.654305,1.178146,-0.434427,-1.019362,-1.598369,-2.103399,-1.567953,-1.022688,-1.294265,-2.002584,-1.964141,-1.068623,2
-1.318983,-0.318894,1.277907,2.64154,2.620903,1.208081,-0.373217,-1.43176,-0.348133,1.219151,2.664634,2.595208,2.635191,1.13876,-0.422694,-0.969994,-1.460438,-2.137563,-1.694755,-1.135532,-1.065104,-1.7981,-2.15243,-1.373781,2
-1.397699,-0.377953,1.316552,2.551951,2.396974,1.001712,-0.697101,-1.486358,-0.182426,1.453131,2.759673,2.42432,2.801419,1.344526,-0.354885,-1.001344,-1.808457,-2.220932,-1.432111,-0.852417,-1.367249,-2.251269,-1.711237,-0.908817,2
-1.321106,-0.292447,1.27799,2.567101,2.552486,1.194902,-0.394054,-1.412468,-0.187652,1.45723,2.627066,2.491452,2.694247,1.283231,-0.321916,-1.020477,-1.599901,-2.248967,-1.72293,-1.235979,-1.019339,-1.706414,-2.206032,-1.456026,2
-1.229077,-0.402513,1.286861,2.632761,2.643754,1.410455,-0.20571,-1.454326,-0.505069,1.129229,2.5156,2.371879,2.741552,1.214296,-0.423817,-0.929951,-1.657081,-2.152075,-1.702863,-1.012488,-1.268333,-2.088155,-1.969437,-0.945492,2
-1.374864,-0.47531,1.178952,2.653233,2.528651,1.160438,-0.435689,-1.472873,-0.302055,1.308394,2.788975,2.545611,2.662458,1.185296,-0.411523,-1.017439,-1.578237,-2.154584,-1.595438,-0.953006,-1.262282,-1.960126,-1.880117,-1.138464,3
-1.481031,-0.372813,1.370538,2.703158,2.65148,1.818803,0.196409,-1.481901,-1.036591,0.666028,2.350055,2.267268,2.714808,1.368374,-0.402964,-0.878263,-1.59269,-2.201152,-1.65593,-0.799009,-1.017429,-1.709149,-2.263088,-1.214912,3
-1.208619,-0.322941,1.288909,2.380652,2.221041,1.040406,-0.29197,-1.097493,-0.043959,1.601565,2.751482,2.398179,2.788423,1.370224,-0.237463,-1.315648,-1.777641,-1.937573,-1.660463,-1.387551,-1.367189,-1.936357,-1.965855,-1.29016,1
-1.154642,-0.358016,1.079583,2.470697,2.511775,1.288313,-0.232725,-1.145077,-0.17473,1.425372,2.690154,2.441049,2.692936,1.276542,-0.337659,-1.080876,-1.478224,-2.141947,-1.828383,-1.363481,-1.180904,-1.747926,-2.156138,-1.495693,1
-1.281757,-0.322116,1.292507,2.4748,2.073537,0.754041,-0.813424,-1.083507,0.313724,1.979739,2.814329,2.57949,2.665022,1.114002,-0.379213,-1.196967,-1.664333,-1.986789,-1.583776,-1.189972,-1.111874,-1.788894,-2.13747,-1.521098,1
-1.246662,-0.190808,1.23476,2.374011,2.328386,1.079995,-0.438771,-1.278042,-0.001306,1.511421,2.772627,2.533583,2.782556,1.253507,-0.368337,-1.100018,-1.608339,-2.044668,-1.782345,-1.283106,-1.190108,-1.772727,-2.12472,-1.440889,1
-1.260707,-0.374882,1.181451,2.47972,2.376865,1.065572,-0.496406,-1.251265,-0.104269,1.479994,2.754601,2.610172,2.76556,1.229904,-0.369587,-1.130942,-1.601806,-1.968423,-1.654339,-1.267938,-1.296405,-1.893434,-1.978307,-1.295128,2
-1.295491,-0.303093,1.308794,2.602948,2.498188,1.156534,-0.346485,-1.320496,-0.379315,1.179377,2.734879,2.525058,2.772462,1.294061,-0.309401,-1.18174,-1.613544,-2.062834,-1.589323,-1.172757,-1.254806,-1.859542,-2.009803,-1.373672,2
-1.237717,-0.341802,1.3127,2.534041,2.372792,0.924206,-0.5784,-1.391711,-0.193545,1.362895,2.734721,2.659369,2.749762,1.272607,-0.300044,-1.109264,-1.503072,-2.06702,-1.585468,-1.238564,-1.159544,-1.792952,-2.017762,-1.40623,2
-1.260174,-0.248581,1.303671,2.589583,2.301257,1.010189,-0.562601,-1.392473,-0.136124,1.498313,2.736178,2.567437,2.777359,1.184949,-0.391693,-0.99693,-1.569749,-2.142422,-1.725469,-1.224283,-1.115992,-1.798958,-2.122563,-1.280927,2
-1.256155,-0.385294,1.21845,2.659458,2.622408,1.400322,-0.122666,-1.314183,-0.485403,1.125579,2.51214,2.588204,2.586264,1.20237,-0.348471,-0.881949,-1.52652,-2.318562,-1.67807,-1.006926,-1.139529,-1.904918,-2.21911,-1.327441,2
-1.233639,-0.324056,1.257765,2.601831,2.357467,1.049474,-0.470194,-1.318224,-0.181122,1.485734,2.687505,2.633305,2.716543,1.117902,-0.400653,-1.035102,-1.530199,-2.164743,-1.756582,-1.193606,-1.13118,-1.812457,-2.062677,-1.293094,2
-1.370172,-0.450584,1.259249,2.556697,2.635956,1.549984,-0.103029,-1.361127,-0.75593,0.795494,2.39633,2.61318,2.799459,1.298683,-0.356378,-0.913819,-1.524087,-2.187016,-1.66239,-0.908478,-1.13614,-1.933639,-2.063747,-1.178495,2
-1.38368,-0.300515,1.335339,2.60185,2.897925,2.07394,0.472561,-1.116457,-1.216241,0.388415,2.062392,2.446481,2.619583,1.15199,-0.488329,-0.94088,-1.601401,-2.099238,-1.564017,-0.957421,-1.024263,-1.794114,-2.223359,-1.340562,2
-1.340361,-0.333762,1.316105,2.616064,2.668409,1.356066,-0.207741,-1.425588,-0.540893,1.10387,2.627959,2.544975,2.631471,1.109279,-0.454046,-1.000758,-1.618085,-2.138879,-1.60406,-1.091674,-1.310145,-2.046766,-1.849493,-1.011947,2
-1.30992,-0.350624,1.320097,2.741021,2.670887,1.507906,-0.141848,-1.417532,-0.655659,0.933385,2.498847,2.523762,2.577957,1.1801,-0.429025,-0.890742,-1.442554,-2.276276,-1.777838,-0.894995,-1.003789,-1.83293,-2.206755,-1.323476,2
-1.392518,-0.47,1.183067,2.623133,2.640137,1.272557,-0.345225,-1.522079,-0.410904,1.19601,2.601281,2.560259,2.733352,1.176545,-0.405,-0.945454,-1.510961,-2.145672,-1.645866,-0.871917,-1.086231,-1.786305,-2.129831,-1.318378,2
-1.127335,-0.379319,1.243608,2.402502,2.422006,1.377504,-0.166439,-1.102959,-0.249398,1.27372,2.645478,2.46381,2.581048,1.463903,-0.184604,-1.066545,-1.473693,-2.122706,-1.869221,-1.425239,-1.278914,-1.876019,-2.085446,-1.465742,1
-1.107581,-0.233396,1.204369,2.464065,2.141133,0.896524,-0.567929,-1.068764,0.19134,1.834376,2.473898,2.545509,2.673632,1.371971,-0.23634,-0.876617,-1.584365,-2.056868,-2.103346,-1.318501,-1.042025,-1.810087,-2.278203,-1.512795,1
-1.183294,-0.22072,1.244221,2.463733,2.298317,1.074094,-0.407399,-1.222941,-0.096503,1.522759,2.68256,2.503795,2.844317,1.342526,-0.301974,-1.107947,-1.617184,-2.119622,-1.661445,-1.481049,-1.169236,-1.667298,-2.160817,-1.558891,1
-1.168739,-0.148944,1.331421,2.473868,2.153753,1.082301,-0.375853,-1.063751,-0.0215,1.420102,2.605283,2.59098,2.72455,1.38771,-0.214857,-1.274617,-1.757201,-2.036928,-1.748381,-1.250835,-1.46799,-2.064139,-1.907587,-1.268648,1
-1.279842,-0.301863,1.243436,2.628496,2.476232,1.021101,-0.522394,-1.371194,-0.253066,1.335931,2.677797,2.611972,2.831487,1.188602,-0.478632,-1.117636,-1.623876,-2.126009,-1.5958,-1.072615,-1.228066,-1.962217,-1.934016,-1.147829,1
-1.356005,-0.355505,1.186864,2.31169,1.964804,0.54347,-1.001693,-1.106311,0.456396,2.126935,2.681655,2.394838,3.008843,1.352878,-0.427735,-1.155153,-1.733699,-2.000946,-1.740115,-1.144184,-1.196228,-1.98629,-1.91139,-0.913119,1
-1.373762,-0.321239,1.24907,2.50139,2.278366,0.952037,-0.624296,-1.283344,-0.19275,1.422416,2.766963,2.591755,2.901335,1.342814,-0.304128,-1.18544,-1.780362,-1.955161,-1.584451,-1.131588,-1.1044,-1.821117,-2.113647,-1.230462,2
-1.348027,-0.374947,1.351564,2.514503,2.366336,0.85177,-0.732973,-1.463135,-0.089455,1.617111,2.68532,2.488589,2.771668,1.171282,-0.457707,-0.884561,-1.471902,-2.108766,-1.714836,-1.018191,-1.15153,-2.018837,-2.028049,-0.955224,2
-1.303311,-0.389048,1.242107,2.649315,2.621665,1.324963,-0.355423,-1.401504,-0.482184,1.175597,2.616026,2.599969,2.671908,1.136732,-0.507156,-0.92871,-1.512827,-2.21924,-1.685708,-1.040856,-0.960996,-1.812251,-2.183679,-1.255389,2
-1.430998,-0.363244,1.418277,2.560717,2.417213,1.16519,-0.494283,-1.601187,-0.496637,1.312292,2.630765,2.562376,2.830559,1.203323,-0.482229,-0.909047,-1.566908,-2.23298,-1.447363,-0.847666,-1.200834,-2.071306,-1.844754,-1.111276,2
-1.191324,-0.212712,1.255864,2.416285,2.160685,0.986128,-0.689133,-1.172497,0.126416,1.626839,2.591589,2.654258,2.794696,1.375099,-0.255296,-1.183959,-1.490844,-2.018321,-1.849144,-1.315819,-1.258603,-1.828605,-2.055026,-1.466578,1
-1.169078,-0.181848,1.331198,2.510977,2.283492,1.199047,-0.405695,-1.142339,-0.050417,1.398851,2.592406,2.581851,2.731359,1.269169,-0.387215,-1.116448,-1.551443,-2.194402,-1.756712,-1.206367,-1.319495,-1.976261,-2.090951,-1.349678,1
-1.14428,-0.292038,1.321653,2.396893,2.263574,1.186887,-0.364016,-1.113574,0.000933,1.568873,2.594211,2.479388,2.743253,1.291964,-0.249375,-1.133267,-1.736561,-2.212263,-1.650667,-1.130368,-1.427967,-2.122045,-1.999746,-1.271463,2
-1.152447,-0.318693,1.207038,2.340878,2.3773,1.234204,-0.266703,-1.145782,-0.311397,1.328387,2.698344,2.460183,2.892851,1.405321,-0.222366,-1.155935,-1.743836,-2.068969,-1.709287,-1.320597,-1.268828,-1.954794,-2.063574,-1.241298,2
-1.232457,-0.350718,1.232059,2.536445,2.481773,1.206835,-0.419327,-1.283623,-0.078548,1.536499,2.577777,2.548737,2.631978,1.190371,-0.440266,-0.979931,-1.673611,-2.297005,-1.642766,-1.192853,-0.928742,-1.66003,-2.329268,-1.433329,2
-1.318777,-0.288791,1.345043,2.578223,2.317573,0.836028,-0.791978,-1.357541,-0.047929,1.541161,2.668003,2.604425,2.732655,1.258293,-0.382245,-0.940648,-1.537983,-2.237469,-1.677577,-1.002261,-1.124905,-1.864875,-2.096946,-1.211481,2
-1.115966,-0.433042,1.326874,2.542003,2.485087,1.038984,-0.604335,-1.143318,-0.241039,1.286454,2.650796,2.552561,2.700537,1.325672,-0.258805,-0.902816,-1.54491,-2.163549,-1.709762,-1.22627,-1.198588,-1.905113,-2.164357,-1.297096,2
-1.363158,-0.427936,1.391044,2.548313,2.424333,0.881079,-0.738343,-1.37131,0.046971,1.69849,2.527419,2.581877,2.689162,1.09399,-0.581663,-0.971338,-1.657472,-2.24995,-1.515044,-0.890726,-1.227071,-2.080232,-1.936746,-0.871686,2
-1.35768,-0.425386,1.228417,2.576781,2.536773,1.26804,-0.322884,-1.527642,-0.413851,1.197963,2.618488,2.660917,2.725151,1.237627,-0.364459,-1.068706,-1.546436,-2.117396,-1.4369,-1.120613,-1.121705,-1.858552,-2.117587,-1.250362,2
-1.253233,-0.377137,1.254433,2.521434,2.521539,1.64165,0.026134,-1.30229,-0.619625,0.978156,2.414229,2.374794,2.76559,1.392368,-0.326302,-0.811447,-1.571725,-2.418609,-1.712198,-0.938176,-0.98824,-1.915975,-2.395913,-1.259457,2
-1.24233,-0.306741,1.329146,2.535065,2.523493,1.416318,-0.156144,-1.368799,-0.452503,1.177355,2.512068,2.346657,2.786185,1.344563,-0.388761,-1.018909,-1.606235,-2.174505,-1.783161,-1.088995,-1.193008,-2.110298,-2.039062,-1.041399,2
-1.488527,-0.356174,1.356477,2.678054,2.721265,1.618407,0.05148,-1.508243,-0.89763,0.762258,2.40874,2.505373,2.55425,1.216755,-0.440588,-0.822377,-1.524527,-2.444183,-1.42356,-0.6232,-0.917135,-1.930405,-2.281128,-1.21538,3
-1.327752,-0.362971,1.445448,2.659329,2.541334,1.162436,-0.563017,-1.485141,-0.298809,1.308219,2.496138,2.44445,2.633908,1.172433,-0.450684,-0.793135,-1.579964,-2.457247,-1.438387,-0.682256,-1.058861,-2.072805,-2.175359,-1.117306,3
-1.252302,-0.409443,1.176751,2.536961,2.313778,0.943077,-0.594479,-1.274761,-0.04982,1.542207,2.76366,2.512704,2.766619,1.237529,-0.40253,-1.102964,-1.823565,-2.106921,-1.531609,-1.056605,-1.497482,-2.198511,-1.65793,-0.834364,2
-1.241578,-0.433261,1.15021,2.449936,2.484395,1.157979,-0.332115,-1.292046,-0.144546,1.494897,2.597094,2.52963,2.824775,1.335305,-0.284716,-1.121736,-1.673369,-2.104781,-1.648189,-1.284533,-1.11707,-1.85451,-2.121725,-1.370045,2
-1.211202,-0.289171,1.264513,2.490511,2.420939,1.482713,-0.007261,-1.175565,-0.347559,1.249929,2.580183,2.58601,2.622054,1.157333,-0.374629,-1.212947,-1.640178,-2.086184,-1.637836,-1.229398,-1.390984,-1.895599,-2.028226,-1.327447,1
-1.110044,-0.218016,1.359413,2.33018,2.310453,1.197708,-0.14372,-1.035892,-0.253271,1.348661,2.644221,2.491239,2.704378,1.473906,-0.144291,-1.066841,-1.760674,-2.082334,-1.888846,-1.341119,-1.281491,-1.889544,-2.181585,-1.462489,1
-1.194695,-0.218386,1.322561,2.317394,2.121564,0.965802,-0.590941,-1.1534,0.133153,1.903818,2.703385,2.329516,2.761373,1.359141,-0.238839,-1.030564,-1.650512,-2.176338,-1.685778,-1.200899,-1.375183,-2.100196,-2.080642,-1.221334,2
-1.331089,-0.454528,1.341858,2.5749,2.54733,1.07569,-0.688773,-1.413383,-0.186716,1.444592,2.595108,2.393218,2.763938,1.282257,-0.401006,-0.872939,-1.583943,-2.190661,-1.652288,-0.930743,-1.171628,-2.102056,-2.112177,-0.92696,2
-1.368136,-0.431659,1.266171,2.591731,2.598046,1.726631,0.036272,-1.437089,-0.749775,0.984104,2.538063,2.44214,2.679483,1.212287,-0.395345,-0.95321,-1.688522,-2.178685,-1.619538,-0.975746,-1.193747,-1.975949,-2.032935,-1.074595,2
-1.479006,-0.38126,1.279141,2.427608,2.572286,1.245695,-0.483802,-1.593747,-0.275819,1.438327,2.633595,2.347155,2.812524,1.303316,-0.47434,-1.238376,-2.106381,-1.975829,-1.479347,-0.743405,-1.251225,-2.323421,-1.647549,-0.606142,3
-1.267724,-0.395596,1.389845,2.539122,2.318458,1.09518,-0.425524,-1.260025,-0.11474,1.520819,2.716193,2.641848,2.577343,1.146847,-0.52845,-1.146252,-1.700866,-2.107464,-1.46917,-1.210421,-1.120149,-1.853402,-2.07674,-1.269131,1
-1.199012,-0.399454,1.287499,2.560703,2.312585,1.062508,-0.42566,-1.309226,-0.177337,1.430244,2.790766,2.560694,2.778449,1.185005,-0.315201,-1.173524,-1.686319,-2.117481,-1.572268,-1.22123,-1.134943,-1.88228,-2.101379,-1.253137,1
-1.366724,-0.303716,1.326959,2.474399,2.386256,0.721231,-0.866254,-1.445507,0.023423,1.630194,2.746598,2.561949,2.768768,1.26654,-0.362622,-1.052185,-1.61944,-1.950241,-1.678773,-1.158713,-1.315925,-1.995692,-1.796396,-0.994132,2
-1.383555,-0.495723,1.15403,2.734805,2.64668,1.281409,-0.494963,-1.425927,-0.299032,1.285549,2.32474,2.475861,2.866732,1.227931,-0.492428,-1.168881,-1.707901,-2.108963,-1.561909,-0.957521,-1.119264,-1.958577,-1.980185,-0.842907,2
-1.380797,-0.354286,1.46214,2.72272,2.435418,1.294623,-0.338611,-1.50993,-0.432187,1.136822,2.456236,2.504601,2.655204,1.304451,-0.330271,-0.942202,-1.610878,-2.352034,-1.559567,-0.776075,-0.885948,-1.732606,-2.384338,-1.382484,2
-1.256013,-0.531722,1.097852,2.627717,2.666964,1.834326,0.162529,-1.233689,-0.833126,0.735358,2.328613,2.512808,2.675769,1.25655,-0.301704,-0.998911,-1.55835,-2.146329,-1.637403,-1.128299,-1.426767,-2.107316,-1.797369,-0.941486,2
