@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute target {1,2,3,4,5}

@data
-0.047668,-0.812312,-1.181903,-1.11359,-0.894446,-0.338599,-0.078855,-0.05702,0.211978,0.311559,0.272438,0.255756,0.452234,0.062414,0.164018,0.240859,0.401941,0.433392,0.481234,0.499932,0.641528,0.678616,0.542632,0.565938,0.496825,0.399768,0.393261,0.221439,0.068119,-0.079085,-0.170473,-0.12215,-0.183389,-0.164916,-0.239881,-0.22854,-0.199939,-0.203734,-0.205588,-0.165226,-0.179678,-0.142882,1
-0.058302,-0.624229,-0.850862,-0.922504,-0.60443,-0.37287,-0.107679,0.023431,0.124277,0.31021,0.289243,0.229552,0.389575,0.141835,0.090364,0.109553,0.186965,0.233767,0.253785,0.35404,0.463344,0.457442,0.39659,0.382732,0.384182,0.355785,0.241468,0.151791,0.078126,-0.038402,-0.094189,-0.10113,-0.089517,-0.084834,-0.118846,-0.142704,-0.137493,-0.131869,-0.116901,-0.121602,-0.133716,-0.118399,1
-0.337645,-0.832695,-0.927289,-0.813368,-0.669982,-0.436759,-0.086681,-0.007683,0.027535,0.159935,0.328639,0.44097,0.482407,-0.044479,0.382615,0.493276,0.63701,0.719338,0.762673,0.732575,0.592526,0.553297,0.453292,0.377836,0.206385,0.095848,-0.060563,-0.114464,-0.138785,-0.134418,-0.153424,-0.165799,-0.176422,-0.20486,-0.187234,-0.176565,-0.186371,-0.166314,-0.154715,-0.140257,-0.120364,-0.103326,1
0.654735,0.137564,-0.292988,-0.873595,-1.139101,-1.138042,-0.553773,-0.182531,0.140376,0.158275,0.498983,0.23967,-0.043322,-0.064925,0.387178,0.372298,0.402908,0.403439,0.387,0.303457,0.254207,0.370298,0.525387,0.695219,0.599117,0.597035,0.416393,0.388874,0.243286,0.360615,0.272859,0.107886,-0.08489,-0.269344,-0.305238,-0.402056,-0.421275,-0.370275,-0.42788,-0.543111,-0.505909,-0.479248,1
-0.162302,-0.682471,-0.855849,-0.88813,-0.678694,-0.496752,-0.209037,0.056579,0.128768,0.161141,0.191411,0.274114,0.366415,0.010398,0.183535,0.219322,0.342923,0.41295,0.498368,0.432428,0.494074,0.444921,0.415829,0.334452,0.283501,0.195382,0.118504,0.060755,-0.027485,-0.038095,-0.10207,-0.068269,-0.070881,-0.060332,-0.034926,-0.040094,-0.074939,-0.030312,-0.059364,-0.065597,-0.027814,-0.02422,1
-0.119351,-0.722127,-1.003518,-0.929605,-0.691686,-0.455968,-0.200059,-0.056266,0.081803,0.208843,0.2808,0.432079,0.619938,0.205105,0.208094,0.278275,0.377347,0.432835,0.550293,0.605275,0.600618,0.54066,0.539975,0.451812,0.381986,0.323713,0.188408,0.062094,-0.069728,-0.113638,-0.125317,-0.154844,-0.168522,-0.236175,-0.244553,-0.188275,-0.232148,-0.235802,-0.201477,-0.16633,-0.143811,-0.127414,1
0.181893,-0.262473,-0.615936,-0.699632,-0.727403,-0.680087,-0.48682,-0.14952,-0.06187,-0.081085,0.235286,0.424245,0.310309,-0.180175,0.354978,0.454422,0.512772,0.588965,0.628841,0.574188,0.541825,0.494556,0.433623,0.3501,0.248469,0.120613,0.010126,-0.079068,-0.105711,-0.114253,-0.080945,-0.101364,-0.159605,-0.150128,-0.101007,-0.133088,-0.087463,-0.070138,-0.089865,-0.144281,-0.094962,-0.07724,1
-0.143243,-0.508951,-0.590367,-0.677558,-0.567641,-0.48599,-0.386868,-0.301876,-0.37926,-0.406267,-0.260648,-0.0864,0.095803,-0.030586,0.334927,0.416081,0.515602,0.574095,0.597188,0.553393,0.572125,0.564169,0.462573,0.4649,0.340337,0.277542,0.233606,0.090621,0.016605,0.03575,-0.011987,-0.004721,-0.008824,-0.012143,0.011177,0.014912,0.005356,0.100568,0.031836,0.039149,0.02753,0.064102,1
0.41844,-0.275443,-0.854338,-0.937211,-0.844938,-0.779048,-0.425044,-0.089357,0.00342,0.124888,0.473579,0.742252,0.639715,-0.174458,0.491481,0.544891,0.660572,0.709985,0.812415,0.791611,0.682071,0.694403,0.562468,0.452497,0.276297,0.231137,0.0972,-0.085889,-0.183089,-0.209361,-0.191871,-0.244474,-0.305393,-0.346434,-0.32106,-0.322096,-0.397172,-0.340262,-0.327103,-0.37899,-0.372477,-0.344633,1
0.360622,0.307133,-0.06781,-0.464044,-0.917846,-0.998087,-0.612623,-0.303884,-0.151795,0.07748,0.620499,0.644097,0.475713,0.487579,0.077861,0.083593,0.183084,0.071812,0.096604,0.051776,0.176474,0.144089,0.20868,0.365749,0.402551,0.486595,0.385058,0.305962,0.264908,0.139138,0.181309,0.161644,0.033967,-0.150763,-0.38384,-0.315479,-0.336719,-0.376944,-0.380357,-0.40851,-0.369509,-0.374776,1
-0.298266,-0.713882,-0.721639,-0.669939,-0.575523,-0.356145,-0.017492,0.070792,0.032903,0.123219,0.316613,0.268771,0.047512,-0.377155,0.258387,0.334599,0.445032,0.49069,0.460986,0.445301,0.382099,0.357233,0.394299,0.267263,0.248714,0.114552,0.049933,-0.015302,-0.03952,-0.089526,-0.076959,-0.064243,-0.096771,-0.041248,-0.067249,-0.075675,-0.020366,-0.009565,0.01738,0.054324,0.042805,0.059798,1
0.317864,-0.350081,-0.749972,-0.910597,-0.942905,-0.860786,-0.484438,-0.055757,-0.002954,0.083026,0.302297,0.519881,0.700119,-0.040977,0.470083,0.44538,0.501554,0.60033,0.640291,0.852644,0.815688,0.697648,0.609877,0.616396,0.51763,0.402665,0.332063,0.081647,-0.107392,-0.144424,-0.209361,-0.327792,-0.277805,-0.364611,-0.347157,-0.334318,-0.366814,-0.337726,-0.374169,-0.429103,-0.34129,-0.321562,1
-0.36443,-0.693269,-0.735571,-0.722736,-0.493633,-0.362583,-0.162297,-0.189652,-0.319322,-0.212389,-0.190826,-0.10609,0.069855,-0.009357,0.277308,0.362948,0.420406,0.489535,0.557823,0.545693,0.574681,0.49398,0.487251,0.387509,0.260365,0.237075,0.265046,0.13245,-0.04293,0.000643,0.000171,-0.017106,-0.020755,0.066029,-0.051171,-0.007578,0.089199,0.050928,0.088715,0.087292,0.136066,0.118158,1
-0.113786,-0.52873,-0.570486,-0.525988,-0.380002,-0.204332,-0.057607,-0.00995,0.124424,0.146485,0.221111,0.281728,0.281558,0.123083,-0.054473,0.029837,0.053847,0.105349,0.146273,0.153014,0.190655,0.138368,0.127493,0.136605,0.095924,0.087443,0.065337,-0.000549,-0.027846,-0.023161,-0.047742,-0.032567,-0.028342,-0.02031,0.016302,0.007858,-0.014971,0.053828,0.066636,0.062114,0.158468,0.171267,1
-0.199078,-0.613,-0.884844,-0.888835,-0.600492,-0.394473,-0.129574,0.073299,0.206266,0.371118,0.378943,0.358271,0.509594,0.442305,0.224174,0.257691,0.336979,0.420459,0.551813,0.482888,0.506096,0.441051,0.349019,0.348586,0.292068,0.194939,0.062722,-0.046866,-0.119428,-0.20239,-0.181969,-0.211971,-0.191229,-0.153531,-0.235003,-0.190523,-0.206523,-0.196912,-0.18131,-0.199812,-0.149969,-0.173717,1
-0.037635,0.043312,-0.396344,-0.837546,-0.938908,-1.100017,-0.75857,-0.280598,-0.171865,0.015414,0.212487,0.055823,-0.093298,0.085201,0.045067,0.125963,0.147089,0.209557,0.246963,0.315732,0.443632,0.436006,0.55324,0.682169,0.810506,0.796813,0.797755,0.630284,0.595644,0.484618,0.310071,0.102846,-0.102188,-0.155329,-0.245938,-0.261338,-0.235697,-0.210173,-0.245751,-0.208431,-0.249679,-0.216039,1
-0.273082,-0.559467,-0.658914,-0.876989,-0.866907,-0.60109,-0.246333,0.023462,0.13938,0.265731,0.197366,-0.013482,-0.017958,-0.039586,0.146979,0.239259,0.263348,0.353455,0.388185,0.423406,0.518574,0.529972,0.495456,0.461363,0.428014,0.371531,0.314737,0.239546,0.119933,0.035897,-0.020704,-0.07455,-0.11851,-0.013558,-0.059609,-0.085279,-0.048709,-0.060461,-0.035445,-0.054149,-0.039766,-0.015089,1
0.264077,0.164615,-0.181367,-0.527654,-0.652476,-0.695918,-0.546259,-0.279348,0.006069,0.038087,0.300602,0.279199,0.379296,0.377833,-0.14291,-0.044446,0.016701,0.04585,0.156639,0.238095,0.235826,0.286037,0.430499,0.495147,0.473445,0.426532,0.372132,0.266875,0.200935,0.141005,0.019226,-0.135937,-0.202276,-0.21364,-0.204197,-0.229213,-0.184783,-0.172148,-0.260438,-0.25779,-0.165204,-0.160969,1
-0.926481,-1.2686,-1.0508,-0.847806,-0.508993,-0.219028,0.028797,0.10232,0.288388,0.266108,0.225731,0.272178,0.365619,0.020548,0.377897,0.412836,0.504374,0.565558,0.666788,0.584179,0.579348,0.538783,0.491184,0.354813,0.345276,0.264317,0.127449,0.097108,-0.090419,-0.095131,-0.082888,-0.129918,-0.104727,-0.156369,-0.113821,-0.134318,-0.104674,-0.13308,-0.149305,-0.12023,-0.073764,-0.08524,1
-0.138275,-0.782395,-0.895953,-0.739926,-0.678511,-0.504015,-0.15827,0.087133,0.140099,0.132199,0.320539,0.376639,0.239118,-0.268421,0.266533,0.309458,0.444399,0.516486,0.533145,0.46499,0.498452,0.472435,0.364376,0.353305,0.267888,0.151192,0.040545,-0.058255,-0.076451,-0.129725,-0.040241,-0.071019,-0.070278,-0.004959,-0.084562,-0.086156,-0.067188,-0.056634,-0.063055,-0.047998,-0.039685,0.039722,1
-0.598874,-0.54013,-0.446665,-0.139426,0.05345,0.007382,0.090088,0.098943,0.126519,0.041641,-0.109126,-0.134389,-0.128284,-0.209374,-0.247454,-0.228591,-0.145338,-0.028034,-0.101967,-0.134443,-0.110732,-0.020148,0.075785,-0.012554,-0.10192,-0.070316,0.002358,0.207859,0.410422,0.514295,0.374291,0.392492,0.501276,0.415513,0.342427,0.272721,0.456246,0.629807,0.35863,-0.179018,-0.434814,-0.621132,1
-0.63328,-0.824879,-0.553881,-0.684458,-0.727111,-0.733672,-0.480878,-0.283608,-0.198786,-0.406998,-0.47887,-0.577971,-0.447352,-0.46643,0.330799,0.32318,0.333956,0.346134,0.39787,0.349603,0.394548,0.40129,0.452052,0.475697,0.654931,0.728034,0.761376,0.874061,0.86043,0.878233,0.809948,0.66784,0.549256,0.423594,0.237341,0.007828,-0.086161,-0.187061,-0.139841,-0.175243,-0.288461,-0.383669,1
-0.554521,-1.031953,-0.988298,-0.852533,-0.640388,-0.38942,-0.057182,0.106045,0.131096,0.229174,0.237956,0.350405,0.380954,-0.139929,0.346723,0.443825,0.519562,0.63246,0.648866,0.613688,0.620692,0.54957,0.486107,0.37885,0.255532,0.239174,0.10499,0.000832,-0.037862,-0.107252,-0.11187,-0.135878,-0.138808,-0.160459,-0.106988,-0.144467,-0.145658,-0.112251,-0.089232,-0.105531,-0.097154,-0.056,1
-0.032764,-0.202376,-0.315578,-0.366765,-0.327587,-0.255862,-0.148957,-0.007855,-0.042163,0.000507,0.105749,0.152333,0.20388,0.182989,-0.232299,-0.156159,-0.121175,-0.114065,-0.041295,0.046599,0.086102,0.103506,0.143446,0.168944,0.169335,0.204195,0.132394,0.088808,0.050178,0.004762,0.01687,0.016218,0.028059,0.032877,0.023455,0.050747,0.069282,0.101846,0.09749,0.136271,0.159482,0.140062,1
0.088382,-0.275682,-0.668532,-0.907835,-0.99931,-0.776542,-0.332265,-0.193861,-0.065225,0.370154,0.452704,0.396673,0.229925,0.29456,0.02234,-0.009296,0.071298,0.247989,0.306652,0.326448,0.385606,0.443148,0.546848,0.64849,0.658955,0.588194,0.529457,0.431498,0.365918,0.295237,0.056881,-0.146464,-0.23692,-0.250909,-0.207377,-0.251775,-0.261473,-0.245077,-0.271313,-0.331639,-0.27256,-0.257682,1
0.000315,-0.481437,-0.938153,-1.074891,-0.796047,-0.37688,-0.044601,0.150713,0.34876,0.459747,0.330887,0.154923,0.258531,0.171373,0.117166,0.172558,0.259733,0.296126,0.316116,0.369638,0.443033,0.522478,0.421662,0.391789,0.298787,0.2606,0.191677,0.157936,0.104159,-0.011539,-0.102721,-0.144463,-0.141458,-0.179028,-0.156287,-0.210929,-0.171125,-0.218836,-0.13174,-0.146938,-0.124227,-0.135153,1
-0.129968,-0.248159,-0.39756,-0.542727,-0.592925,-0.430721,-0.255061,-0.118141,-0.269581,-0.445272,-0.372663,-0.377006,-0.344371,-0.242406,0.003045,0.220767,0.00638,0.078233,0.217735,0.315642,0.484195,0.52936,0.559095,0.488621,0.533428,0.385369,0.30376,0.301312,0.250288,0.129609,0.104107,0.060402,0.017167,-0.019792,-0.047078,0.076483,0.254725,0.236222,0.172648,0.178101,0.320566,0.195024,1
-0.121031,-0.407688,-0.527131,-0.629956,-0.551512,-0.374348,-0.217668,-0.023251,-0.027273,0.065997,0.205959,0.255894,0.400068,0.339327,-0.000055,-0.008444,-0.009375,0.069256,0.106589,0.202637,0.24985,0.26963,0.265901,0.189336,0.143993,0.165636,0.119758,0.053905,-0.056212,-0.04473,0.001327,-0.026833,0.017649,0.052228,0.076639,0.004703,0.029377,0.043367,-0.030369,0.012899,0.089494,0.161996,1
-0.024764,-0.645127,-1.016102,-1.091799,-0.786609,-0.411203,-0.146702,-0.066213,0.081227,0.192161,0.194827,0.280787,0.39166,-0.244062,0.211765,0.287404,0.379494,0.43132,0.49549,0.517768,0.565711,0.597744,0.51705,0.498354,0.469972,0.420228,0.328716,0.25357,0.13187,-0.022,-0.07062,-0.142607,-0.141069,-0.130719,-0.14711,-0.204395,-0.145987,-0.199075,-0.141031,-0.135825,-0.143528,-0.093268,1
0.241602,-0.001697,-0.712989,-1.276998,-1.368047,-1.21495,-0.699819,-0.249615,-0.143151,0.13576,0.410981,0.299952,0.038426,0.171115,0.215104,0.221327,0.279824,0.284553,0.255275,0.270983,0.363751,0.378425,0.448433,0.57126,0.666649,0.638618,0.611191,0.499442,0.398883,0.321369,0.353295,0.292363,0.101746,0.019728,-0.095284,-0.161099,-0.164278,-0.121018,-0.177954,-0.21015,-0.232103,-0.204426,1
0.069406,-0.153716,-0.556069,-0.787431,-0.952115,-0.832471,-0.390204,-0.077223,-0.042745,0.201191,0.379602,0.275932,0.089566,0.120629,-0.039965,-0.012353,0.005666,0.065237,0.174469,0.247486,0.300231,0.376758,0.426271,0.571581,0.68804,0.605088,0.549607,0.501297,0.441911,0.417577,0.283526,0.096267,-0.119582,-0.225105,-0.228708,-0.208013,-0.302501,-0.230372,-0.273235,-0.192195,-0.188992,-0.189129,1
-0.103568,-0.236249,-0.442182,-0.902034,-0.897766,-0.802486,-0.470676,-0.161822,0.065117,0.207905,0.397818,0.468102,0.621503,0.689137,-0.054666,-0.158472,-0.188863,-0.183719,-0.140943,-0.157937,-0.105691,-0.084347,-0.048,-0.037738,0.007353,0.090714,0.187711,0.238595,0.338905,0.402694,0.396282,0.390972,0.355872,0.312463,0.225878,0.184864,0.035484,0.023166,0.004955,0.009573,0.022408,0.022086,1
0.008554,-0.277351,-0.331801,-0.445892,-0.427036,-0.311481,-0.042626,0.102325,0.097724,0.143112,0.167046,0.149661,0.186452,-0.014158,-0.091237,-0.0734,-0.0032,0.007789,0.092218,0.131156,0.121436,0.133147,0.118526,0.087307,0.075121,0.042861,0.032221,0.035479,-0.016506,-0.026459,-0.027195,-0.012309,0.010447,0.010333,0.026411,0.033733,0.046755,0.067295,0.077825,0.133435,0.119823,0.174281,1
0.083332,-0.466829,-0.994803,-1.066428,-0.750387,-0.489964,-0.164136,-0.049258,0.124631,0.286491,0.345638,0.531328,0.564953,0.169289,0.270244,0.399928,0.414626,0.514007,0.579357,0.606597,0.669989,0.597348,0.603611,0.466577,0.363582,0.269473,0.204841,0.059271,-0.038497,-0.137799,-0.198773,-0.218209,-0.266993,-0.315035,-0.346607,-0.339212,-0.354108,-0.321411,-0.309865,-0.26688,-0.227732,-0.176802,1
0.047782,-0.420512,-0.751138,-1.10316,-0.822673,-0.425827,-0.188566,0.000483,0.054076,0.148339,0.101159,0.042949,0.284012,0.270448,0.209728,0.254558,0.28474,0.372619,0.454264,0.556872,0.64986,0.716391,0.590462,0.562565,0.521089,0.395529,0.329576,0.243381,0.160768,0.041992,-0.132639,-0.230342,-0.212964,-0.198021,-0.200031,-0.233056,-0.233461,-0.234948,-0.248795,-0.30837,-0.232861,-0.195399,1
-0.489532,-0.83194,-0.746455,-0.639959,-0.5617,-0.455592,-0.382133,-0.240009,-0.185066,-0.197091,-0.049217,0.179467,0.405157,0.22788,0.502228,0.572891,0.582436,0.634182,0.573109,0.473693,0.393333,0.388225,0.364562,0.283975,0.189089,0.078698,0.053235,-0.010384,0.020501,0.032771,0.018081,-0.026062,-0.060792,0.000128,0.069169,0.049146,0.028003,0.0155,0.014587,0.033274,0.013054,0.001622,1
-0.248273,-0.75509,-0.957425,-0.945729,-0.6334,-0.392081,-0.153975,-0.011743,0.105673,0.226797,0.237839,0.341035,0.520869,0.128256,0.170782,0.268965,0.340845,0.347287,0.399823,0.455118,0.52089,0.492104,0.483831,0.406606,0.366646,0.354952,0.234276,0.167559,-0.002564,-0.104932,-0.109259,-0.153703,-0.178954,-0.146854,-0.127684,-0.123905,-0.174958,-0.130312,-0.067879,-0.143748,-0.096506,-0.065433,1
0.107023,-0.588075,-0.975166,-1.115447,-0.995067,-0.432725,-0.010697,0.023259,0.093232,0.204025,0.101732,-0.041694,0.103072,0.014349,0.180963,0.282664,0.345213,0.242255,0.270779,0.33934,0.369235,0.416131,0.53088,0.623127,0.548303,0.54794,0.548175,0.32655,0.234294,0.321837,0.235226,0.098127,-0.091031,-0.183115,-0.187349,-0.113888,-0.160317,-0.182505,-0.260022,-0.206214,-0.191208,-0.202484,1
0.142326,-0.249128,-0.74103,-1.00876,-1.154148,-0.902147,-0.30922,-0.027901,0.013583,0.355054,0.335657,0.231897,-0.018764,0.013391,0.084859,0.086224,0.084835,0.127833,0.181994,0.348332,0.367463,0.42613,0.421746,0.596021,0.73821,0.758622,0.719233,0.559431,0.515906,0.351099,0.253178,0.121964,-0.060485,-0.147768,-0.152002,-0.23554,-0.307925,-0.344098,-0.292744,-0.277416,-0.277247,-0.222265,1
-0.057258,-0.207883,-0.196268,-0.369455,-0.502968,-0.619785,-0.752283,-0.665101,-0.492586,-0.387738,-0.088825,0.002782,-0.067608,-0.295413,0.784824,0.78055,0.802007,0.79057,0.691799,0.653681,0.5799,0.398959,0.351481,0.251114,0.097842,0.04228,-0.005333,0.018334,-0.002851,-0.03467,-0.000301,0.027077,-0.052885,-0.091683,-0.042093,0.028486,-0.01644,0.009591,0.058151,0.070534,0.010701,0.065562,1
-0.305623,-0.793551,-0.915222,-0.986556,-0.631551,-0.325129,-0.111316,0.034068,0.141179,0.135677,0.110927,0.227466,0.217317,-0.295695,0.289302,0.304015,0.348143,0.408394,0.470785,0.562135,0.59606,0.608026,0.623028,0.527534,0.523534,0.4088,0.331015,0.196653,0.059638,-0.103497,-0.105735,-0.138727,-0.109078,-0.081352,-0.165447,-0.128316,-0.123372,-0.146457,-0.140341,-0.12552,-0.123214,-0.101994,1
-0.285134,-0.684041,-0.669634,-0.667386,-0.548313,-0.443113,-0.331241,-0.419326,-0.440845,-0.391556,-0.135011,0.008498,0.065885,-0.304851,0.396165,0.428484,0.528463,0.577138,0.524614,0.618199,0.691909,0.65541,0.58141,0.407747,0.316859,0.225536,0.157705,0.056787,0.01097,0.00489,-0.027298,0.027697,0.211436,0.21279,0.084413,-0.005602,-0.043172,0.121611,0.074348,0.010389,0.098395,0.047462,1
-0.252305,-0.86279,-1.08096,-0.951632,-0.720822,-0.446374,-0.156118,-0.038933,0.076313,0.190982,0.307523,0.45735,0.672729,0.335405,0.337558,0.433821,0.504985,0.532547,0.632276,0.594977,0.606023,0.561261,0.492695,0.474531,0.336919,0.255899,0.114646,-0.006106,-0.086873,-0.151173,-0.146793,-0.195953,-0.205957,-0.210344,-0.198548,-0.232322,-0.206561,-0.193526,-0.187427,-0.199354,-0.187429,-0.176931,1
-0.086396,-0.511376,-0.67897,-0.698097,-0.610516,-0.578754,-0.329638,-0.029248,0.019189,0.010823,0.209296,0.334193,0.461734,0.171161,0.185759,0.254699,0.358716,0.428969,0.468001,0.443347,0.426108,0.371707,0.358783,0.31614,0.209631,0.155494,0.069767,-0.032951,-0.101712,-0.084531,-0.101436,-0.09601,-0.068492,-0.076497,-0.06115,-0.088915,-0.086907,-0.052856,-0.043851,-0.032966,-0.0094,-0.020648,1
-0.337017,-0.65805,-0.645069,-0.574324,-0.490482,-0.391391,-0.03729,0.073931,-0.037006,-0.089051,-0.178122,-0.144822,0.104791,-0.154206,0.272571,0.398702,0.501267,0.536999,0.565013,0.55106,0.482579,0.405732,0.386077,0.288766,0.261381,0.23056,0.057437,-0.12433,-0.081104,-0.048851,-0.042252,-0.085986,-0.06577,0.007125,-0.008569,0.017112,0.056352,-0.01311,0.042839,0.010576,0.063851,0.078114,1
