@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute target {1,2}

@data
-0.064232,-0.078809,-0.092108,-0.104397,-0.116298,-0.127905,-0.139173,-0.14996,-0.1602,-0.169835,-0.178816,-0.187218,-0.195168,-0.202747,-0.209912,-0.216628,-0.22286,-0.228646,-0.23403,-0.238997,-0.243593,-0.247848,-0.251742,-0.25526,-0.25841,-0.261223,-0.263696,-0.265847,-0.267616,-0.269011,-0.270042,-0.270741,-0.271393,-0.272013,-0.272937,-0.274401,-0.277289,-0.282724,-0.291265,-0.300186,-0.304314,-0.302071,-0.294878,-0.284201,-0.271114,-0.256202,-0.239759,-0.222566,-0.204677,-0.186472,-0.16758,-0.147049,-0.125238,-0.103502,-0.082175,-0.061831,-0.042038,-0.02357,-0.00656,0.008861,0.022644,0.034887,0.045658,0.054572,0.062218,0.068621,0.073527,0.076918,0.079164,0.080325,0.080604,0.079864,0.078152,0.07577,0.072686,0.068953,0.064461,0.059406,0.05375,0.047591,0.040887,0.03376,0.026244,0.018367,0.010171,0.001687,-0.007107,-0.016145,-0.025408,-0.034863,-0.044486,-0.054283,-0.064245,1
-0.064932,-0.079481,-0.092781,-0.105082,-0.116984,-0.12858,-0.139835,-0.150628,-0.160874,-0.170506,-0.179475,-0.187872,-0.195826,-0.203397,-0.210551,-0.217273,-0.22351,-0.229302,-0.234692,-0.239674,-0.24428,-0.248535,-0.252433,-0.255971,-0.259129,-0.261936,-0.264409,-0.266552,-0.268319,-0.269717,-0.270728,-0.271408,-0.27205,-0.272654,-0.273567,-0.275018,-0.277863,-0.283244,-0.291726,-0.300591,-0.304669,-0.302383,-0.295137,-0.284385,-0.271218,-0.256243,-0.239731,-0.222457,-0.204491,-0.186247,-0.167335,-0.146758,-0.124903,-0.103131,-0.081776,-0.061407,-0.041585,-0.023079,-0.006026,0.00942,0.023217,0.035467,0.04625,0.055169,0.062819,0.06923,0.07414,0.077532,0.079774,0.080924,0.081193,0.080447,0.078743,0.076362,0.073268,0.069531,0.065032,0.059974,0.054318,0.04815,0.041445,0.034323,0.026817,0.018946,0.010758,0.002282,-0.006504,-0.015526,-0.024776,-0.034222,-0.043833,-0.053611,-0.063554,1
-0.057408,-0.071787,-0.084903,-0.097025,-0.108801,-0.120293,-0.131459,-0.142181,-0.152381,-0.161983,-0.17092,-0.179281,-0.18722,-0.194805,-0.201969,-0.208697,-0.214962,-0.220793,-0.226219,-0.23124,-0.235887,-0.240193,-0.24415,-0.24774,-0.250979,-0.253907,-0.256515,-0.258801,-0.260723,-0.262283,-0.263502,-0.264414,-0.265326,-0.266244,-0.267532,-0.269441,-0.272905,-0.279116,-0.288632,-0.298566,-0.303527,-0.301881,-0.295084,-0.284697,-0.271866,-0.257209,-0.241029,-0.224123,-0.206569,-0.188749,-0.170223,-0.149924,-0.128261,-0.106617,-0.085334,-0.065019,-0.045182,-0.02665,-0.009583,0.005872,0.019668,0.031923,0.042699,0.051595,0.059209,0.065572,0.070419,0.07373,0.075883,0.076946,0.077136,0.076307,0.074515,0.072062,0.068905,0.06511,0.060551,0.055432,0.049724,0.043519,0.03677,0.029606,0.022065,0.014163,0.005954,-0.002536,-0.01134,-0.020375,-0.029635,-0.039091,-0.048712,-0.058507,-0.06847,1
-0.057131,-0.071525,-0.084642,-0.096759,-0.108533,-0.120033,-0.131206,-0.141935,-0.152139,-0.161751,-0.170694,-0.179058,-0.186998,-0.194576,-0.201746,-0.208479,-0.214743,-0.220586,-0.226024,-0.231047,-0.235705,-0.240019,-0.24398,-0.247584,-0.25084,-0.253776,-0.256382,-0.258672,-0.260597,-0.262165,-0.263387,-0.264299,-0.265208,-0.266133,-0.267428,-0.269357,-0.272838,-0.279064,-0.288612,-0.298591,-0.303582,-0.301958,-0.295187,-0.284815,-0.271986,-0.257335,-0.241193,-0.224333,-0.2068,-0.189005,-0.170504,-0.150252,-0.128612,-0.106966,-0.085659,-0.065308,-0.045473,-0.02695,-0.009874,0.005594,0.019395,0.031651,0.042435,0.051343,0.058969,0.065341,0.070187,0.073499,0.075662,0.076729,0.076923,0.076102,0.074319,0.071875,0.068727,0.064929,0.060372,0.055258,0.049554,0.043347,0.036601,0.029444,0.021903,0.014008,0.005799,-0.002694,-0.011498,-0.020537,-0.029797,-0.03925,-0.048875,-0.058673,-0.068636,1
-0.057337,-0.071755,-0.084903,-0.097042,-0.108834,-0.120349,-0.131547,-0.142296,-0.152522,-0.162155,-0.171113,-0.179491,-0.187448,-0.195041,-0.202218,-0.208961,-0.215235,-0.221082,-0.226519,-0.231545,-0.23621,-0.240529,-0.24449,-0.248089,-0.251334,-0.254265,-0.25687,-0.259158,-0.261078,-0.262634,-0.263857,-0.26477,-0.265667,-0.26657,-0.26784,-0.269729,-0.273151,-0.279296,-0.288729,-0.298594,-0.303502,-0.301813,-0.294988,-0.284575,-0.271719,-0.257041,-0.240855,-0.223937,-0.20635,-0.188516,-0.169988,-0.149673,-0.127998,-0.106375,-0.085112,-0.0648,-0.044982,-0.026461,-0.009394,0.006054,0.019848,0.032095,0.042866,0.051761,0.059369,0.065716,0.070549,0.073844,0.075986,0.077032,0.077203,0.076367,0.07457,0.072102,0.06893,0.065121,0.060548,0.055421,0.049695,0.043468,0.036706,0.029535,0.021984,0.014071,0.005848,-0.002663,-0.011479,-0.020529,-0.029804,-0.039269,-0.048899,-0.05871,-0.068688,1
-0.064132,-0.078411,-0.091465,-0.103553,-0.115275,-0.126717,-0.137826,-0.148481,-0.158624,-0.168196,-0.177117,-0.185456,-0.193357,-0.200905,-0.208038,-0.214743,-0.220982,-0.226774,-0.232175,-0.237168,-0.241783,-0.246057,-0.249998,-0.253603,-0.256892,-0.259864,-0.26247,-0.264752,-0.266647,-0.268155,-0.269282,-0.270081,-0.270853,-0.271589,-0.272644,-0.27423,-0.27723,-0.282758,-0.291361,-0.300304,-0.304446,-0.302205,-0.294984,-0.284231,-0.271029,-0.255998,-0.239409,-0.222043,-0.203933,-0.185493,-0.166377,-0.145607,-0.123557,-0.101636,-0.08018,-0.059785,-0.039907,-0.021366,-0.004315,0.011122,0.024891,0.037114,0.047854,0.05669,0.064239,0.070541,0.075335,0.078596,0.080708,0.081725,0.08187,0.08101,0.079178,0.076672,0.073468,0.069634,0.065044,0.059895,0.054147,0.047901,0.041115,0.033913,0.026339,0.018406,0.010172,0.001657,-0.00716,-0.016204,-0.025465,-0.034908,-0.044512,-0.054286,-0.064227,1
-0.064008,-0.078338,-0.091435,-0.103555,-0.115331,-0.126813,-0.137961,-0.148647,-0.158814,-0.168399,-0.177331,-0.185697,-0.193628,-0.201199,-0.20836,-0.215091,-0.221348,-0.227164,-0.23259,-0.237614,-0.24227,-0.24658,-0.250551,-0.254178,-0.25748,-0.260469,-0.263098,-0.265389,-0.267295,-0.268813,-0.269957,-0.270775,-0.271558,-0.272306,-0.273375,-0.274984,-0.277996,-0.283536,-0.29215,-0.301116,-0.305288,-0.303074,-0.295881,-0.28517,-0.272017,-0.257008,-0.240446,-0.223117,-0.205037,-0.186608,-0.167481,-0.146719,-0.124675,-0.102772,-0.081312,-0.060887,-0.040983,-0.022422,-0.005341,0.01011,0.023871,0.036091,0.046827,0.055661,0.063219,0.069538,0.074345,0.077608,0.079727,0.080752,0.080903,0.080045,0.078215,0.075719,0.072525,0.068702,0.064118,0.058984,0.053256,0.047025,0.04026,0.033079,0.025528,0.017624,0.009413,0.000924,-0.007866,-0.016882,-0.026119,-0.035547,-0.04513,-0.054885,-0.064804,1
-0.061752,-0.07603,-0.089081,-0.101159,-0.112888,-0.124335,-0.135461,-0.146141,-0.156313,-0.165911,-0.174862,-0.183242,-0.191186,-0.19877,-0.205944,-0.212682,-0.218951,-0.224783,-0.230212,-0.235233,-0.239895,-0.244216,-0.248189,-0.251825,-0.255152,-0.258185,-0.260868,-0.263213,-0.265166,-0.266732,-0.267934,-0.268799,-0.269623,-0.270412,-0.27152,-0.273154,-0.276184,-0.28173,-0.290333,-0.299281,-0.303425,-0.301172,-0.293925,-0.283153,-0.269935,-0.254918,-0.238367,-0.221015,-0.202924,-0.184517,-0.165441,-0.144705,-0.122691,-0.100856,-0.07948,-0.059141,-0.039333,-0.02087,-0.00389,0.011468,0.025144,0.037273,0.047935,0.056699,0.064186,0.070441,0.075185,0.078385,0.080449,0.081421,0.081522,0.080617,0.078742,0.076195,0.072947,0.069062,0.06441,0.059196,0.053379,0.047057,0.040192,0.032914,0.025264,0.017263,0.008959,0.000374,-0.00851,-0.017619,-0.026945,-0.036458,-0.046129,-0.055969,-0.065971,1
-0.074975,-0.089294,-0.102413,-0.114565,-0.126353,-0.137813,-0.148904,-0.159517,-0.169603,-0.179099,-0.187948,-0.196225,-0.204081,-0.211562,-0.218627,-0.225261,-0.231436,-0.237205,-0.242561,-0.247508,-0.252088,-0.256316,-0.260183,-0.263706,-0.266891,-0.269773,-0.272294,-0.274453,-0.27623,-0.277629,-0.278674,-0.279347,-0.279952,-0.28047,-0.281233,-0.282411,-0.284808,-0.289492,-0.296997,-0.304791,-0.307992,-0.305061,-0.297329,-0.286161,-0.272576,-0.25715,-0.240101,-0.222212,-0.203532,-0.184514,-0.164857,-0.1436,-0.121177,-0.099023,-0.07736,-0.056794,-0.03675,-0.01806,-0.000866,0.014657,0.028439,0.040675,0.051415,0.060204,0.067719,0.07399,0.078717,0.081899,0.083964,0.084957,0.085103,0.084231,0.082414,0.079961,0.076828,0.073063,0.068547,0.063498,0.057875,0.051775,0.045147,0.038135,0.030756,0.023034,0.015016,0.006717,-0.00188,-0.010688,-0.019716,-0.028931,-0.03831,-0.047871,-0.057591,1
-0.072614,-0.087038,-0.100263,-0.112516,-0.124407,-0.135978,-0.147184,-0.157896,-0.168066,-0.177637,-0.186562,-0.194911,-0.202823,-0.210362,-0.217496,-0.224189,-0.23041,-0.236213,-0.241609,-0.246602,-0.25123,-0.2555,-0.259414,-0.262978,-0.266219,-0.269156,-0.271727,-0.273935,-0.275756,-0.277198,-0.278268,-0.27895,-0.279564,-0.280104,-0.280895,-0.282101,-0.284532,-0.289244,-0.296764,-0.304574,-0.307787,-0.304868,-0.297143,-0.285978,-0.272391,-0.256973,-0.239953,-0.222101,-0.203462,-0.184453,-0.164797,-0.143599,-0.121256,-0.099199,-0.07766,-0.05719,-0.037233,-0.018621,-0.001517,0.013909,0.027624,0.03979,0.050481,0.059245,0.066726,0.072972,0.077711,0.08093,0.083036,0.084063,0.084243,0.083396,0.08156,0.079035,0.075791,0.071905,0.067275,0.062111,0.056389,0.050205,0.043515,0.03645,0.029028,0.021272,0.013221,0.004887,-0.003735,-0.012568,-0.021614,-0.030847,-0.040248,-0.049825,-0.05956,1
-0.072364,-0.086722,-0.099873,-0.112046,-0.123852,-0.135335,-0.146453,-0.157101,-0.167233,-0.176779,-0.185681,-0.194007,-0.201904,-0.209439,-0.216561,-0.223247,-0.229463,-0.235262,-0.240668,-0.245667,-0.250298,-0.254578,-0.258491,-0.262045,-0.265279,-0.268218,-0.270807,-0.273042,-0.274891,-0.276363,-0.277475,-0.278219,-0.278897,-0.279492,-0.280332,-0.281599,-0.284092,-0.28886,-0.296458,-0.304361,-0.307642,-0.304772,-0.29709,-0.285963,-0.272414,-0.25704,-0.240061,-0.222238,-0.203616,-0.184648,-0.165047,-0.143872,-0.121515,-0.099456,-0.077923,-0.057476,-0.037531,-0.018923,-0.001829,0.013613,0.02733,0.039488,0.05017,0.058929,0.066405,0.07264,0.077352,0.080524,0.082572,0.083553,0.083693,0.082828,0.08101,0.078541,0.075388,0.07161,0.067081,0.06201,0.056349,0.050195,0.043512,0.036437,0.028998,0.021214,0.01313,0.00477,-0.003886,-0.01276,-0.021852,-0.031131,-0.040578,-0.050202,-0.059988,1
