@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute target {1,2,3,4,5}

@data
0.578745,-2.67213,-3.130634,-2.688098,-1.416754,-1.221543,-0.249024,-0.154722,-0.112108,-0.074783,-0.097053,-0.118634,-0.138964,-0.085556,-0.148926,-0.139013,-0.211453,-0.282376,-0.357477,-0.422651,-0.501065,-0.538425,-0.474678,-0.569196,-0.631389,-0.609705,-0.571177,-0.568619,-0.523737,-0.423587,-0.323784,-0.220809,-0.170173,-0.123264,-0.115332,-0.026019,0.005582,0.030933,0.011409,0.070493,0.075237,0.189241,0.148081,0.085641,0.174697,0.146317,0.279977,0.334332,0.430503,0.392735,0.448907,0.389045,0.432914,0.376409,0.373048,0.330111,0.323539,0.332756,0.238473,0.26564,0.26416,0.205542,0.156919,0.186004,0.194525,0.172185,0.21569,0.166117,0.216629,0.313209,0.495481,0.848461,0.949102,1.099722,1.387202,1.166889,1.098978,0.926498,0.750186,0.338724,-0.121401,-0.213266,-0.286116,-0.191475,-0.309514,-0.17512,-0.16925,-0.154587,-0.142721,-0.11432,-0.068004,-0.057109,0.342526,0.880816,0.830504,0.808341,0.689873,0.490597,0.456096,1
0.279092,-2.021701,-3.026006,-2.550127,-1.501455,-1.148788,-0.593403,-0.280681,-0.246847,-0.234939,-0.223397,-0.297224,-0.331616,-0.330384,-0.241327,-0.292531,-0.416287,-0.474046,-0.425556,-0.503161,-0.473278,-0.516993,-0.553474,-0.669408,-0.749766,-0.759799,-0.774024,-0.751796,-0.767394,-0.682715,-0.625998,-0.492431,-0.433168,-0.327216,-0.266213,-0.12543,-0.162342,-0.089326,-0.111784,-0.059812,-0.018027,-0.003625,-0.008108,-0.043178,0.047352,0.017794,0.098398,0.132252,0.117477,0.178799,0.26164,0.256318,0.306098,0.387179,0.383844,0.415181,0.365472,0.34548,0.33461,0.307303,0.300615,0.282807,0.293566,0.22085,0.272807,0.239424,0.266585,0.232228,0.390276,0.415865,0.511381,0.729844,0.850488,1.104808,1.218391,1.210994,1.149917,1.011688,0.769234,0.468925,0.160475,0.026757,0.079638,0.148142,0.124706,0.068683,0.125486,0.175203,0.147128,0.187863,0.162287,0.441587,1.174342,1.06847,1.162785,1.091911,0.872838,0.599273,0.612226,1
-0.324304,-2.511962,-2.999507,-2.559408,-1.549415,-1.05616,-0.670468,-0.090791,-0.111645,-0.132349,-0.112111,-0.09323,-0.115369,-0.079722,-0.158559,-0.174602,-0.205744,-0.241369,-0.295526,-0.269512,-0.322672,-0.360962,-0.423718,-0.481411,-0.438729,-0.443161,-0.373763,-0.3741,-0.299019,-0.302403,-0.190366,-0.108124,-0.007016,0.068764,0.169855,0.181211,0.124926,0.099995,0.158216,0.086702,0.098723,0.133926,0.105546,0.147634,0.106621,0.152874,0.215227,0.236427,0.294435,0.31259,0.365137,0.366678,0.411393,0.469619,0.379834,0.388181,0.310015,0.334626,0.314629,0.26306,0.252087,0.272903,0.277049,0.276275,0.178651,0.23906,0.294038,0.347151,0.53453,0.737134,1.026762,1.39099,1.520836,1.428204,1.217358,0.958878,0.639838,0.24727,-0.173416,-0.310304,-0.341416,-0.330275,-0.359619,-0.387214,-0.345163,-0.34788,-0.309544,-0.342074,-0.280825,-0.275842,-0.103441,0.437201,0.561759,0.682782,0.659549,0.402096,0.335462,0.730346,-0.160839,1
3.776765,1.148931,-1.264282,-2.420141,-2.936097,-1.239118,-0.335105,0.700081,1.165323,0.97249,0.874931,0.909897,0.929239,0.88859,0.652937,0.708456,0.57494,0.576791,0.451426,0.333472,0.158954,0.083455,0.069246,-0.135608,-0.178987,-0.393232,-0.397216,-0.409984,-0.516963,-0.435503,-0.424889,-0.288921,-0.27948,-0.034984,0.082639,0.089263,0.071623,0.014245,0.005529,0.150405,0.234164,0.111067,0.086644,-0.030685,0.210294,0.145251,0.284198,0.124899,0.136052,0.269979,0.315501,0.278043,0.333065,0.251373,0.399111,0.342071,0.26324,0.301894,0.237711,0.168744,0.174641,-0.093859,-0.204148,0.038329,-0.080658,-0.167931,-0.265704,-0.350763,-0.309641,-0.246209,-0.39939,-0.212688,-0.266111,-0.197543,-0.134908,0.299936,0.717576,0.589839,0.253824,0.061506,0.148109,0.077683,-0.352476,-0.853174,-0.853284,-0.898485,-0.827618,-0.916507,-0.800557,-0.72871,-0.926213,-0.750366,-0.628416,0.459758,0.77099,0.774948,0.730675,-0.489371,-1.304819,1
-0.236006,-2.365087,-3.074912,-2.741217,-1.982348,-1.094121,-0.792669,-0.377826,-0.340512,-0.365655,-0.335352,-0.342118,-0.353078,-0.288284,-0.290989,-0.320054,-0.313218,-0.27994,-0.311018,-0.318873,-0.327156,-0.402418,-0.400048,-0.406955,-0.399329,-0.420114,-0.375052,-0.4505,-0.399168,-0.379144,-0.239254,-0.198819,-0.121351,-0.064684,-0.039343,-0.001254,-0.020471,0.033752,0.016002,0.013678,0.032811,0.04742,0.077524,0.025257,0.183114,0.139729,0.154459,0.151294,0.250255,0.234322,0.280244,0.254206,0.370027,0.403349,0.45152,0.400597,0.464084,0.436138,0.395842,0.386804,0.379887,0.368212,0.376787,0.360322,0.348584,0.342631,0.335394,0.455553,0.580842,0.687576,0.75107,1.03562,1.203366,1.189922,1.140477,0.992223,0.80303,0.574417,0.274001,0.002933,-0.038565,-0.108635,-0.165771,-0.112512,-0.158593,-0.119153,-0.134586,-0.12024,-0.089332,-0.067775,-0.020368,0.301689,0.731713,0.799805,1.001017,0.872963,0.495677,0.519009,0.176724,1
0.264423,-2.234106,-2.872349,-2.498242,-1.523922,-1.107931,-0.646045,-0.241013,-0.254076,-0.176402,-0.332013,-0.291253,-0.289633,-0.274299,-0.299049,-0.347267,-0.377687,-0.389149,-0.400739,-0.490198,-0.489129,-0.463006,-0.563785,-0.608251,-0.697325,-0.60937,-0.571231,-0.549935,-0.450505,-0.381637,-0.312131,-0.189797,-0.071535,-0.003064,0.007088,0.030442,0.031881,0.0804,0.059004,0.102954,0.100926,0.134157,0.217109,0.214171,0.256168,0.262729,0.397081,0.363825,0.408388,0.417502,0.473659,0.474103,0.48128,0.459222,0.439923,0.460904,0.343444,0.451598,0.372389,0.350802,0.371988,0.229718,0.245448,0.224799,0.25175,0.249024,0.240497,0.222097,0.443722,0.59561,0.780635,0.934017,1.183569,1.356762,1.286502,1.223398,0.929228,0.686689,0.311059,-0.097706,-0.209747,-0.261368,-0.252619,-0.337317,-0.293301,-0.360684,-0.316434,-0.371485,-0.309993,-0.26343,-0.290413,-0.044065,0.615328,0.510543,0.750886,0.736931,0.612588,1.054398,0.71188,1
1.227507,-1.110876,-2.554278,-2.845299,-2.479175,-1.431771,-0.993877,-0.496898,-0.153888,-0.141991,-0.207974,-0.160618,-0.159159,-0.143644,-0.191168,-0.207451,-0.265724,-0.242512,-0.304253,-0.303747,-0.336801,-0.430494,-0.376213,-0.444217,-0.45628,-0.436533,-0.409644,-0.383651,-0.347148,-0.325069,-0.204385,-0.17488,-0.094588,-0.003199,-0.077,0.008152,-0.041684,0.103919,0.003485,0.03848,0.031216,0.087305,0.081313,0.114208,0.089883,0.150817,0.261514,0.192959,0.280134,0.2305,0.346698,0.425064,0.372143,0.391891,0.526273,0.533254,0.485127,0.445861,0.424643,0.374612,0.369818,0.331562,0.322893,0.250252,0.28322,0.263254,0.368376,0.537498,0.683508,0.865735,1.122038,1.254723,1.345059,1.264546,1.157278,0.990933,0.682099,0.336159,-0.02593,-0.239981,-0.332778,-0.239835,-0.282723,-0.307582,-0.278253,-0.345949,-0.300335,-0.389957,-0.31552,-0.232526,-0.175658,0.367107,0.506533,0.565798,0.647914,0.389802,0.380474,0.624989,-0.735412,1
-0.412656,-1.951623,-2.67842,-2.960495,-2.458457,-1.336157,-0.923663,-0.39614,-0.247499,-0.289625,-0.267992,-0.240915,-0.215533,-0.219262,-0.225947,-0.122828,-0.164076,-0.210456,-0.263303,-0.227602,-0.307653,-0.238099,-0.293145,-0.313401,-0.270946,-0.230903,-0.157936,-0.259889,-0.152049,-0.136729,-0.042005,0.05609,-0.035681,0.049419,0.130003,0.113708,0.135055,0.077013,0.065719,0.129161,0.132487,0.140204,0.075229,0.081945,0.117448,0.171659,0.233056,0.201251,0.258531,0.25533,0.356513,0.237707,0.337307,0.348317,0.389357,0.356121,0.458498,0.38747,0.313587,0.364256,0.342157,0.337151,0.264706,0.369494,0.297588,0.34555,0.376823,0.548919,0.757875,0.869605,1.039637,1.244255,1.347308,1.285384,1.220056,1.003497,0.830893,0.639089,0.402669,0.075092,-0.077973,-0.124073,-0.13907,-0.09076,-0.113475,-0.069385,-0.105257,-0.119135,-0.133723,-0.085548,0.006222,0.430511,1.069208,0.865643,0.19791,-0.629642,-0.947086,-0.708252,-0.545216,1
3.084622,-0.519083,-2.461015,-2.564088,-1.999914,-0.765906,-0.531342,0.252993,0.3057,0.221559,0.227901,0.168563,-0.020117,0.0883,-0.004859,0.096897,-0.009499,-0.198452,-0.098623,-0.190377,-0.135044,-0.199815,-0.392672,-0.430934,-0.484178,-0.462006,-0.384064,-0.439692,-0.378286,-0.339577,-0.314122,-0.209461,-0.057133,0.010079,-0.043639,0.071101,0.040708,0.055742,0.068114,0.105959,0.121947,0.128874,0.148223,0.181634,0.177143,0.234934,0.207749,0.248134,0.248464,0.350853,0.389969,0.394177,0.371375,0.261316,0.346986,0.308559,0.267982,0.265091,0.180545,0.164263,0.153357,0.104207,0.107251,0.011857,0.061823,0.05637,0.143189,0.242979,0.407088,0.647734,0.873937,1.198961,1.507729,1.289807,1.194348,0.865542,0.560925,0.250167,-0.077135,-0.529288,-0.603595,-0.583098,-0.647778,-0.665312,-0.593859,-0.767288,-0.645392,-0.74669,-0.752278,-0.741534,-0.627424,-0.086646,0.250898,0.275491,0.39884,0.370187,0.509128,1.145226,-0.722281,1
1.757531,1.092441,-0.568335,-2.545333,-2.665346,-1.381583,-1.068092,0.077095,0.177757,0.163462,0.079806,0.063711,0.005078,-0.046755,0.011927,-0.20441,-0.20069,-0.309886,-0.28737,-0.463457,-0.521923,-0.641481,-0.587709,-0.737369,-0.956333,-0.990966,-1.024411,-1.054255,-1.065124,-0.958138,-0.944845,-0.79093,-0.622428,-0.503254,-0.431397,-0.261722,-0.235541,-0.160132,-0.149932,-0.0865,-0.033897,0.079396,0.045079,0.036759,0.080104,0.147346,0.229548,0.169621,0.308738,0.282928,0.271301,0.437898,0.415781,0.394158,0.390576,0.414266,0.352974,0.400533,0.409238,0.337379,0.411607,0.302592,0.281664,0.322249,0.249875,0.135076,0.119639,0.113492,0.112607,0.135941,0.109761,0.25095,0.085657,0.134623,0.287474,0.449157,0.914791,1.000602,0.789783,0.646249,0.461095,0.605824,0.324124,-0.039813,-0.229091,-0.18547,-0.16024,-0.15738,-0.150525,-0.053456,-0.08599,-0.028154,0.127549,0.55465,0.536796,0.900788,1.564332,1.795985,1.232308,1
-0.46538,-2.512617,-2.952869,-2.503939,-1.6323,-1.034776,-0.750551,-0.288285,-0.345837,-0.296566,-0.32952,-0.277213,-0.294993,-0.348073,-0.362213,-0.255432,-0.326096,-0.287973,-0.316707,-0.358346,-0.348982,-0.44493,-0.419056,-0.481562,-0.474331,-0.450916,-0.458705,-0.38707,-0.353634,-0.309314,-0.267697,-0.150654,-0.037443,-0.028683,0.010118,0.008444,0.061668,0.03213,0.042609,-0.006947,0.02047,0.03966,0.07609,0.113591,0.025137,0.126561,0.079956,0.159797,0.194518,0.192792,0.238825,0.23353,0.316998,0.394482,0.312458,0.394987,0.458092,0.429868,0.424412,0.379249,0.376236,0.320068,0.280006,0.360783,0.344343,0.375571,0.433894,0.551439,0.698005,0.778855,0.97015,1.186841,1.272299,1.135431,1.033986,0.986504,0.683723,0.429588,0.11719,0.010625,-0.05203,-0.048676,-0.06477,-0.011084,-0.088613,-0.059338,-0.035602,0.013529,0.003325,-0.02491,0.225543,0.676121,0.756688,0.963244,0.870666,0.500743,0.578991,0.350055,-1.106247,1
