@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute attr136 numeric
@attribute attr137 numeric
@attribute attr138 numeric
@attribute attr139 numeric
@attribute attr140 numeric
@attribute attr141 numeric
@attribute attr142 numeric
@attribute target {1,2}

@data
-0.60835,-0.615527,-0.529137,-0.389618,-0.359593,-0.447049,-0.54672,-0.613238,-0.651065,-0.60824,-0.369115,-0.150382,0.154567,0.632757,1.19623,1.555949,1.649245,1.980761,2.585126,2.980633,3.492736,4.064256,4.193803,4.362908,4.773789,5.114134,4.939481,4.518322,4.333138,3.835238,2.791597,2.601451,2.896541,2.671413,2.046896,1.572209,1.300599,1.165983,1.054064,0.936306,0.695435,0.33537,-0.096518,-0.308319,-0.306354,-0.241827,-0.193871,-0.131052,-0.062544,0.020094,0.122019,0.264213,0.365727,0.413561,0.404093,0.371356,0.311973,0.248295,0.14296,0.076278,0.053991,0.012827,-0.042338,-0.021362,0.041467,0.123234,0.181082,0.272821,0.32014,0.374207,0.462417,0.492474,0.461142,0.420485,0.358616,0.27429,0.237885,0.244586,0.322182,0.387506,0.426653,0.361681,0.303083,0.237949,0.169737,0.125442,-0.051987,-0.311349,-0.554802,-0.840458,-1.15151,-1.269078,-1.419887,-1.500954,-1.528549,-1.608889,-1.575936,-1.575637,-1.601258,-1.573445,-1.620622,-1.650247,-1.623051,-1.607539,-1.469216,-1.368451,-1.289777,-1.167169,-1.13794,-1.146298,-1.170404,-1.273434,-1.441425,-1.579944,-1.630655,-1.647195,-1.617771,-1.633633,-1.580064,-1.492042,-1.524161,-1.471754,-1.432901,-1.425779,-1.331129,-1.286912,-1.131556,-0.982908,-0.930676,-0.819606,-0.920025,-1.095511,-1.268263,-1.48974,-1.65558,-1.809815,-1.944641,-2.031297,-2.040595,-2.063102,-2.091943,-2.086676,1
-0.53552,-0.493469,-0.365211,-0.164989,-0.095807,-0.17069,-0.281149,-0.363577,-0.420867,-0.391496,-0.166202,0.05098,0.421331,1.011689,1.712693,2.125066,2.19331,2.372985,2.848183,3.199234,3.697586,4.24947,4.412357,4.613443,5.032235,5.280073,4.990458,4.497406,4.223973,3.616758,2.589644,2.388301,2.586336,2.373234,1.877222,1.538694,1.363012,1.280306,1.166161,0.982425,0.716083,0.38062,-0.038233,-0.280405,-0.345962,-0.338994,-0.349802,-0.330996,-0.310675,-0.27957,-0.235959,-0.150676,-0.060654,-0.0037,0.019347,0.028877,0.019059,-0.006499,-0.083863,-0.144812,-0.185029,-0.225493,-0.257045,-0.227348,-0.154997,-0.069315,-0.005618,0.063075,0.1311,0.197426,0.239981,0.251599,0.251596,0.241236,0.199461,0.130492,0.069147,0.064788,0.112781,0.18622,0.247906,0.261816,0.225761,0.173023,0.105806,0.03858,-0.06351,-0.171397,-0.382531,-0.658741,-0.923032,-1.101028,-1.212025,-1.290303,-1.333615,-1.349516,-1.346168,-1.349053,-1.37353,-1.396985,-1.384748,-1.38714,-1.399342,-1.380539,-1.363681,-1.336331,-1.315164,-1.314824,-1.342585,-1.367659,-1.430134,-1.52894,-1.613368,-1.688066,-1.740258,-1.679095,-1.648855,-1.602961,-1.540195,-1.52694,-1.502101,-1.480573,-1.477648,-1.456277,-1.43617,-1.394685,-1.342201,-1.291114,-1.241261,-1.210174,-1.233141,-1.281615,-1.342479,-1.418041,-1.490773,-1.554624,-1.601234,-1.627457,-1.641948,-1.647666,-1.650763,-1.65152,1
-0.449378,-0.435114,-0.342763,-0.199959,-0.172438,-0.246426,-0.356701,-0.429173,-0.471192,-0.423419,-0.185917,0.008385,0.325563,0.817645,1.369832,1.696082,1.770981,2.066334,2.620427,3.021436,3.590614,4.201465,4.358884,4.502771,4.914017,5.264706,5.06504,4.617755,4.416637,3.893022,2.823031,2.572508,2.763675,2.500867,1.925544,1.526626,1.294999,1.174935,1.08524,0.978385,0.759221,0.425131,-0.000068,-0.226324,-0.27748,-0.27148,-0.29136,-0.278892,-0.270076,-0.241687,-0.189205,-0.088189,0.011798,0.079152,0.103798,0.122303,0.109841,0.084667,0.002872,-0.058791,-0.08927,-0.124285,-0.166311,-0.149138,-0.090536,-0.009816,0.049537,0.124599,0.191195,0.264935,0.321492,0.331702,0.320034,0.304191,0.254566,0.183588,0.124226,0.123109,0.173058,0.2341,0.284772,0.2786,0.248559,0.199533,0.129056,0.068713,-0.044859,-0.176999,-0.386975,-0.66524,-0.936689,-1.100235,-1.225916,-1.311694,-1.356101,-1.400585,-1.400315,-1.404276,-1.435206,-1.461775,-1.467195,-1.481964,-1.489943,-1.463059,-1.403289,-1.350828,-1.320326,-1.289722,-1.311851,-1.343418,-1.398669,-1.507665,-1.627654,-1.707362,-1.805523,-1.789595,-1.702581,-1.695818,-1.603158,-1.534064,-1.502099,-1.457576,-1.440278,-1.417563,-1.375723,-1.343518,-1.278696,-1.21868,-1.179141,-1.137668,-1.182649,-1.2649,-1.348099,-1.447714,-1.522086,-1.592913,-1.653556,-1.693729,-1.706421,-1.718625,-1.729534,-1.728654,1
-0.561435,-0.561821,-0.473335,-0.323122,-0.303162,-0.36929,-0.467847,-0.52674,-0.551051,-0.495297,-0.268029,-0.071131,0.235284,0.699914,1.246266,1.570744,1.66513,1.986449,2.555038,2.952464,3.500606,4.106282,4.266911,4.42123,4.832018,5.174294,4.989444,4.562215,4.391547,3.889378,2.846417,2.627453,2.860466,2.613849,2.00236,1.543336,1.273272,1.147349,1.061109,0.960987,0.729304,0.38924,-0.026572,-0.22644,-0.244173,-0.204567,-0.195833,-0.162703,-0.12988,-0.073253,0.013997,0.133748,0.240838,0.288863,0.286617,0.270562,0.23685,0.197816,0.118499,0.060506,0.031224,-0.016524,-0.064853,-0.055421,-0.001043,0.077286,0.138706,0.221155,0.282427,0.346888,0.416635,0.430081,0.408008,0.377622,0.313865,0.238331,0.186768,0.193518,0.25745,0.315111,0.35332,0.310189,0.261387,0.193488,0.117637,0.052634,-0.099325,-0.282299,-0.504735,-0.789111,-1.061918,-1.204009,-1.342657,-1.418554,-1.454211,-1.507163,-1.492898,-1.490637,-1.514875,-1.523039,-1.535129,-1.557871,-1.538095,-1.517449,-1.427742,-1.345078,-1.290051,-1.233291,-1.235147,-1.253758,-1.325733,-1.44551,-1.556928,-1.70666,-1.817263,-1.848771,-1.83174,-1.723402,-1.683133,-1.578544,-1.512291,-1.473201,-1.459342,-1.416828,-1.32953,-1.292091,-1.156937,-1.035605,-0.98078,-0.887934,-0.968973,-1.112657,-1.26459,-1.44933,-1.575194,-1.695203,-1.80471,-1.87444,-1.889974,-1.913168,-1.935126,-1.934231,1
-0.418016,-0.389996,-0.26794,-0.057597,0.023332,-0.06253,-0.195372,-0.280356,-0.350199,-0.344739,-0.145104,0.063226,0.43004,1.038467,1.785416,2.220159,2.281282,2.395426,2.820014,3.143538,3.602383,4.142428,4.323182,4.556887,4.994575,5.231002,4.918448,4.426861,4.154645,3.547433,2.531098,2.354564,2.599454,2.414943,1.928379,1.574677,1.39279,1.32448,1.196261,0.97554,0.685395,0.35311,-0.062938,-0.294255,-0.341684,-0.314447,-0.310623,-0.280192,-0.244523,-0.198701,-0.148983,-0.059893,0.027863,0.077714,0.083865,0.088547,0.071178,0.045064,-0.024234,-0.077719,-0.120153,-0.166013,-0.202824,-0.179252,-0.111142,-0.028132,0.03366,0.113145,0.16293,0.212351,0.266342,0.278804,0.268651,0.252344,0.206614,0.130882,0.072071,0.06439,0.109686,0.178934,0.237744,0.231547,0.206416,0.157287,0.084616,0.02189,-0.095561,-0.239646,-0.441933,-0.708833,-0.971145,-1.11991,-1.248872,-1.333987,-1.377111,-1.431613,-1.441092,-1.447055,-1.473403,-1.483549,-1.494961,-1.514571,-1.512951,-1.514876,-1.460761,-1.408688,-1.384135,-1.362276,-1.376511,-1.411512,-1.482011,-1.575537,-1.693887,-1.788681,-1.851342,-1.859543,-1.810515,-1.747904,-1.681277,-1.562992,-1.506188,-1.478666,-1.450333,-1.415754,-1.356168,-1.328754,-1.233728,-1.146206,-1.112341,-1.046472,-1.09543,-1.186811,-1.283288,-1.400449,-1.47809,-1.552542,-1.623619,-1.666935,-1.674989,-1.688772,-1.702443,-1.69979,1
-0.499981,-0.516932,-0.440613,-0.297107,-0.278403,-0.35991,-0.453238,-0.515894,-0.544595,-0.476756,-0.214825,-0.02496,0.267237,0.703028,1.17578,1.468028,1.571622,1.944076,2.563295,2.966796,3.51331,4.098584,4.238402,4.393593,4.821525,5.215932,5.060952,4.627232,4.443029,3.942243,2.874944,2.617606,2.829212,2.5499,1.924344,1.498485,1.262034,1.136514,1.05634,0.99209,0.801261,0.463481,0.036911,-0.161916,-0.182033,-0.185155,-0.20404,-0.173919,-0.143359,-0.090528,-0.018584,0.101723,0.216994,0.278977,0.290442,0.281204,0.242706,0.195894,0.095248,0.019626,-0.018677,-0.05735,-0.095917,-0.079547,-0.018933,0.05716,0.118578,0.217683,0.29404,0.366953,0.426403,0.418812,0.391611,0.361503,0.305034,0.230087,0.172544,0.168789,0.220684,0.284852,0.337834,0.305065,0.266795,0.215538,0.140669,0.091748,-0.051273,-0.222399,-0.440127,-0.711501,-0.981679,-1.124442,-1.26316,-1.340984,-1.381591,-1.446082,-1.433698,-1.440875,-1.475485,-1.491259,-1.5162,-1.534461,-1.522004,-1.505888,-1.421093,-1.346783,-1.304066,-1.256665,-1.261165,-1.280482,-1.349016,-1.467964,-1.586925,-1.742804,-1.858736,-1.850844,-1.859821,-1.808577,-1.741266,-1.607775,-1.567111,-1.557585,-1.504716,-1.470666,-1.392091,-1.37283,-1.262733,-1.153151,-1.117582,-1.026939,-1.092662,-1.206802,-1.315802,-1.460322,-1.553058,-1.647619,-1.736442,-1.790373,-1.796161,-1.811561,-1.830105,-1.826412,1
-0.473708,-0.497971,-0.417199,-0.286343,-0.293862,-0.377263,-0.447403,-0.495568,-0.512119,-0.434931,-0.154102,0.025721,0.308287,0.706875,1.102549,1.339213,1.421867,1.851351,2.503684,2.947551,3.585388,4.24697,4.36886,4.452244,4.850765,5.26798,5.162875,4.743302,4.609733,4.130532,2.987494,2.664791,2.834378,2.511423,1.885557,1.475577,1.233412,1.088838,1.011994,0.984093,0.81993,0.478638,0.045033,-0.176764,-0.223705,-0.224559,-0.244932,-0.232638,-0.237525,-0.214886,-0.150528,-0.031475,0.068797,0.129105,0.158611,0.166803,0.143474,0.099245,-0.002716,-0.073022,-0.102556,-0.120552,-0.150217,-0.127041,-0.06058,0.019626,0.076064,0.148156,0.239697,0.332157,0.371762,0.37145,0.361776,0.337262,0.283183,0.195605,0.121968,0.104798,0.130402,0.200452,0.263597,0.278802,0.242562,0.188483,0.121713,0.044579,-0.081449,-0.204056,-0.441401,-0.720653,-0.931001,-1.085491,-1.181931,-1.262624,-1.309102,-1.318302,-1.328449,-1.344309,-1.432882,-1.545995,-1.611683,-1.580714,-1.562645,-1.508112,-1.475442,-1.438103,-1.419476,-1.404225,-1.399112,-1.413409,-1.46247,-1.524658,-1.615802,-1.702213,-1.726463,-1.758866,-1.711493,-1.636136,-1.556302,-1.503409,-1.458113,-1.447827,-1.418197,-1.383105,-1.349208,-1.302065,-1.249009,-1.212684,-1.176398,-1.190516,-1.238986,-1.310339,-1.333215,-1.367344,-1.433359,-1.498141,-1.546862,-1.575961,-1.593221,-1.599703,-1.600196,-1.600045,1
-0.607403,-0.582761,-0.469314,-0.277226,-0.182183,-0.264546,-0.373944,-0.453062,-0.504779,-0.473695,-0.264633,-0.050982,0.314805,0.884729,1.588877,2.013505,2.085913,2.253183,2.741087,3.081156,3.53877,4.087918,4.269081,4.499153,4.94979,5.19231,4.923216,4.46642,4.219849,3.629655,2.605456,2.446717,2.724928,2.541032,1.995902,1.597406,1.379371,1.28607,1.161866,0.952562,0.652599,0.295098,-0.128824,-0.339837,-0.35248,-0.284241,-0.244186,-0.18718,-0.125434,-0.052732,0.027612,0.147932,0.236563,0.267733,0.254594,0.227763,0.183458,0.139995,0.0565,-0.005816,-0.03975,-0.084642,-0.12663,-0.100546,-0.028838,0.057082,0.119715,0.191042,0.259471,0.32171,0.360036,0.379417,0.365641,0.328957,0.269584,0.191661,0.129999,0.13297,0.179511,0.253307,0.291133,0.289966,0.228843,0.154754,0.075744,-0.008522,-0.164349,-0.328845,-0.59404,-0.890338,-1.103956,-1.256868,-1.348406,-1.425659,-1.470572,-1.465952,-1.47074,-1.480446,-1.561967,-1.671844,-1.720696,-1.706138,-1.685756,-1.609829,-1.53969,-1.477027,-1.414998,-1.369014,-1.327017,-1.327388,-1.354771,-1.428784,-1.553921,-1.647792,-1.694577,-1.745949,-1.707298,-1.636109,-1.593327,-1.543918,-1.468823,-1.408245,-1.386181,-1.342652,-1.274724,-1.183675,-1.065911,-0.970125,-0.881757,-0.86984,-0.938317,-1.083752,-1.207874,-1.354872,-1.512836,-1.646175,-1.740678,-1.802971,-1.843645,-1.856402,-1.863133,-1.866364,1
-0.54996,-0.484043,-0.357381,-0.142013,-0.050915,-0.123511,-0.2474,-0.340669,-0.398017,-0.375926,-0.158128,0.057348,0.445088,1.074063,1.825426,2.280787,2.358093,2.47467,2.918638,3.227905,3.65272,4.17452,4.337448,4.590301,5.040469,5.251391,4.928412,4.422499,4.117627,3.503722,2.50347,2.340959,2.58912,2.416924,1.929827,1.585977,1.409079,1.347558,1.228259,0.994777,0.680829,0.335135,-0.081997,-0.323169,-0.382009,-0.36201,-0.360154,-0.329871,-0.295775,-0.245527,-0.192528,-0.100406,-0.013725,0.045768,0.056522,0.057285,0.042149,0.007934,-0.06924,-0.132284,-0.178538,-0.220572,-0.252787,-0.217968,-0.144354,-0.054231,0.01148,0.085406,0.14791,0.204447,0.242605,0.253496,0.246208,0.232967,0.187823,0.112255,0.047153,0.042712,0.095834,0.172294,0.235676,0.246032,0.214193,0.161069,0.092379,0.03154,-0.083182,-0.200396,-0.414928,-0.698181,-0.957701,-1.129122,-1.245053,-1.323261,-1.365184,-1.385709,-1.385751,-1.386414,-1.421824,-1.452332,-1.458576,-1.451531,-1.462897,-1.455683,-1.43009,-1.394446,-1.372965,-1.364905,-1.378962,-1.399713,-1.449442,-1.536455,-1.618451,-1.689642,-1.746927,-1.732195,-1.710358,-1.65737,-1.571817,-1.513341,-1.480815,-1.457619,-1.443424,-1.424646,-1.389923,-1.343417,-1.272727,-1.207595,-1.151779,-1.114067,-1.136907,-1.20185,-1.277323,-1.370904,-1.464161,-1.549347,-1.614706,-1.65389,-1.671982,-1.681674,-1.688177,-1.689335,1
-0.631085,-0.625265,-0.516874,-0.350954,-0.290641,-0.36268,-0.453962,-0.52679,-0.554254,-0.504329,-0.259343,-0.06158,0.275647,0.782268,1.350314,1.707344,1.794151,2.100236,2.677214,3.063595,3.59622,4.182136,4.33356,4.507405,4.933831,5.256203,5.065408,4.62241,4.441301,3.889162,2.819922,2.590029,2.813476,2.568598,1.976302,1.550321,1.312995,1.204073,1.115035,0.987449,0.741698,0.387618,-0.051351,-0.286097,-0.340612,-0.327304,-0.334813,-0.319528,-0.298046,-0.258275,-0.194108,-0.079744,0.023972,0.08549,0.102961,0.110185,0.094591,0.059578,-0.025183,-0.091989,-0.124574,-0.164035,-0.195572,-0.165057,-0.096876,-0.014163,0.046613,0.119891,0.186157,0.26289,0.329308,0.347441,0.336393,0.30675,0.254128,0.181889,0.141208,0.162593,0.247771,0.329035,0.37924,0.364791,0.309415,0.229405,0.142526,0.073606,-0.065854,-0.210723,-0.42614,-0.716277,-0.982649,-1.139487,-1.259169,-1.332626,-1.369138,-1.400373,-1.392789,-1.39651,-1.428966,-1.459924,-1.481346,-1.466699,-1.454695,-1.41751,-1.335044,-1.264335,-1.197593,-1.154153,-1.144356,-1.168228,-1.221889,-1.323721,-1.435929,-1.550928,-1.63453,-1.627911,-1.619476,-1.566516,-1.499629,-1.46625,-1.443659,-1.417299,-1.408119,-1.413551,-1.413656,-1.379097,-1.309596,-1.24155,-1.192338,-1.14634,-1.189674,-1.273536,-1.369237,-1.481415,-1.577489,-1.670172,-1.744684,-1.790406,-1.807728,-1.82165,-1.832496,-1.833611,1
-0.757277,-0.727766,-0.632195,-0.487854,-0.435183,-0.492799,-0.581498,-0.629395,-0.643584,-0.571961,-0.3209,-0.116629,0.201304,0.656834,1.173584,1.511818,1.644124,2.02052,2.671933,3.078714,3.557824,4.084725,4.202398,4.385393,4.777423,5.079189,4.92938,4.536385,4.364029,3.854017,2.869989,2.697222,2.964401,2.726999,2.081399,1.573314,1.286357,1.165388,1.110132,1.017484,0.7582,0.380942,-0.055126,-0.263032,-0.274087,-0.216714,-0.190473,-0.147969,-0.093566,-0.017339,0.080322,0.220918,0.328916,0.376828,0.362924,0.3299,0.280057,0.222861,0.129437,0.06577,0.041374,-0.007166,-0.066347,-0.055488,0.004861,0.077708,0.131169,0.205479,0.262309,0.324589,0.393543,0.415872,0.400893,0.36695,0.299914,0.224766,0.173826,0.192392,0.272552,0.34495,0.372618,0.331957,0.258282,0.175311,0.100239,0.058407,-0.103025,-0.301495,-0.553862,-0.852841,-1.128185,-1.288058,-1.415252,-1.48916,-1.516898,-1.537182,-1.510253,-1.499222,-1.523958,-1.549685,-1.587488,-1.584034,-1.570539,-1.527081,-1.434354,-1.340893,-1.253286,-1.169631,-1.138895,-1.123935,-1.150028,-1.222952,-1.346828,-1.527387,-1.616665,-1.621984,-1.664514,-1.633689,-1.558822,-1.518173,-1.50014,-1.472485,-1.427738,-1.415877,-1.372171,-1.296336,-1.164387,-1.043942,-0.95476,-0.871962,-0.933901,-1.068476,-1.223922,-1.421167,-1.601652,-1.770577,-1.899111,-1.978753,-2.008404,-2.028635,-2.04424,-2.04608,1
-0.588192,-0.543549,-0.41641,-0.207092,-0.094165,-0.165873,-0.291844,-0.380254,-0.437471,-0.417098,-0.21402,-0.000176,0.379695,0.990662,1.739451,2.19758,2.27864,2.404051,2.858165,3.15036,3.541729,4.028839,4.208067,4.505658,4.975655,5.200985,4.901499,4.396293,4.112644,3.507416,2.528863,2.393271,2.679579,2.531408,2.01292,1.625892,1.429364,1.36657,1.250775,0.999012,0.673019,0.317448,-0.10433,-0.330181,-0.355073,-0.301572,-0.276574,-0.227517,-0.157773,-0.076387,0.001966,0.111793,0.204527,0.244344,0.232159,0.20681,0.170354,0.117741,0.037127,-0.025602,-0.072051,-0.123861,-0.168284,-0.144906,-0.077358,0.00375,0.070776,0.1444,0.20224,0.243168,0.282737,0.286638,0.274349,0.253291,0.203974,0.128268,0.069383,0.070937,0.134153,0.203708,0.254316,0.243694,0.203197,0.144526,0.071079,0.017424,-0.127928,-0.29355,-0.519772,-0.804996,-1.071076,-1.230073,-1.350377,-1.435571,-1.472939,-1.519578,-1.520596,-1.523023,-1.561285,-1.586925,-1.611479,-1.624551,-1.62532,-1.608232,-1.556348,-1.493205,-1.444381,-1.404136,-1.398514,-1.40894,-1.443398,-1.51736,-1.622774,-1.717148,-1.765702,-1.749674,-1.770853,-1.700915,-1.632938,-1.562855,-1.506206,-1.470399,-1.411031,-1.376243,-1.315253,-1.229772,-1.111876,-0.996632,-0.915882,-0.846473,-0.889397,-1.007187,-1.135403,-1.300682,-1.447584,-1.581906,-1.685156,-1.749317,-1.773789,-1.789978,-1.802159,-1.801993,1
-0.757024,-0.77458,-0.697801,-0.596441,-0.570732,-0.641038,-0.69417,-0.741424,-0.730915,-0.617069,-0.335905,-0.13189,0.140778,0.476272,0.798689,1.043981,1.211074,1.747177,2.553842,2.973584,3.439507,3.931634,4.019046,4.192406,4.597875,5.001322,4.933609,4.560127,4.46427,4.022447,2.993215,2.770762,3.059801,2.783209,2.029055,1.47413,1.15334,1.010188,0.97411,0.959639,0.772905,0.405491,-0.019173,-0.183406,-0.145474,-0.096619,-0.069518,0.011733,0.099116,0.210582,0.357898,0.535411,0.660046,0.707266,0.656475,0.57143,0.477956,0.375093,0.240829,0.13935,0.090324,0.043445,0.00765,0.030615,0.098702,0.177516,0.240626,0.336774,0.414031,0.470441,0.520646,0.508653,0.469686,0.428324,0.363435,0.271642,0.228026,0.251539,0.337374,0.398062,0.425978,0.362921,0.278777,0.176253,0.079791,0.028831,-0.181636,-0.417087,-0.660526,-0.958495,-1.238345,-1.3805,-1.504048,-1.57558,-1.598832,-1.645495,-1.619464,-1.609995,-1.643208,-1.655805,-1.658121,-1.643825,-1.612135,-1.574463,-1.455868,-1.344332,-1.261382,-1.188505,-1.173711,-1.192264,-1.257617,-1.377998,-1.520834,-1.6844,-1.7611,-1.783615,-1.786174,-1.719535,-1.630735,-1.543864,-1.502591,-1.464903,-1.405257,-1.350482,-1.253544,-1.141757,-0.942749,-0.755651,-0.643549,-0.535335,-0.623704,-0.827791,-1.048299,-1.330732,-1.584555,-1.80865,-1.981832,-2.086904,-2.123397,-2.149809,-2.175232,-2.177341,1
-0.690716,-0.717285,-0.665386,-0.59336,-0.634116,-0.710495,-0.728416,-0.7416,-0.705246,-0.573824,-0.258638,-0.080812,0.136788,0.395144,0.57774,0.682966,0.815318,1.52579,2.401289,2.951823,3.65623,4.29945,4.315343,4.228977,4.532843,5.041361,5.080175,4.807943,4.845668,4.452229,3.314824,2.980314,3.14746,2.738342,1.978236,1.446767,1.111506,0.903591,0.876931,1.007266,0.920985,0.562794,0.107105,-0.120843,-0.166056,-0.160922,-0.172065,-0.166435,-0.170921,-0.144066,-0.058002,0.094786,0.214621,0.283454,0.303687,0.30263,0.2671,0.206913,0.088125,0.00838,-0.010677,-0.031606,-0.076434,-0.063951,-0.011785,0.054616,0.091241,0.155342,0.2394,0.334206,0.410733,0.431895,0.419374,0.38991,0.332551,0.244237,0.177557,0.192435,0.263629,0.336654,0.368147,0.359387,0.30626,0.244993,0.18601,0.140879,0.016519,-0.131029,-0.384352,-0.678468,-0.960662,-1.141896,-1.260626,-1.355315,-1.401236,-1.419301,-1.416293,-1.415238,-1.459048,-1.491343,-1.490709,-1.520055,-1.519597,-1.45301,-1.397385,-1.327645,-1.258329,-1.209544,-1.183778,-1.180499,-1.196593,-1.261856,-1.375194,-1.485084,-1.501701,-1.512656,-1.566362,-1.567198,-1.529204,-1.569597,-1.562179,-1.502916,-1.492995,-1.456885,-1.443524,-1.363526,-1.276184,-1.20568,-1.134367,-1.096967,-1.119788,-1.199168,-1.289264,-1.398383,-1.519655,-1.630953,-1.705922,-1.74927,-1.770218,-1.769256,-1.771927,-1.775385,1
-0.457235,-0.439671,-0.322567,-0.134727,-0.090588,-0.174514,-0.264132,-0.346717,-0.366744,-0.283232,0.084322,0.276378,0.574515,0.966338,1.24467,1.526799,1.626714,1.829017,2.207792,2.46028,2.947214,3.575385,3.889119,4.369518,5.189106,5.879691,5.707316,4.884504,4.440662,4.097393,3.135062,2.730527,2.769909,2.325719,1.696229,1.364959,1.237167,1.211597,1.149734,1.041856,0.90556,0.668969,0.280944,0.046265,-0.017896,-0.054904,-0.163381,-0.26749,-0.324113,-0.312031,-0.264579,-0.168356,-0.05999,0.02889,0.073027,0.105097,0.109811,0.085195,-0.020346,-0.114416,-0.176778,-0.216226,-0.239527,-0.216494,-0.169045,-0.107219,-0.050259,0.025001,0.105361,0.190621,0.222976,0.188073,0.142762,0.120161,0.091306,0.054918,0.041688,0.094057,0.194676,0.295689,0.352918,0.356175,0.326227,0.261831,0.165617,0.075314,-0.017752,-0.091244,-0.298373,-0.588568,-0.864746,-1.031747,-1.152706,-1.237318,-1.281338,-1.325375,-1.341496,-1.355243,-1.376894,-1.37781,-1.392279,-1.397234,-1.391373,-1.408444,-1.402904,-1.397371,-1.412518,-1.42923,-1.475309,-1.536763,-1.61263,-1.684835,-1.754325,-1.796251,-1.784711,-1.744383,-1.687598,-1.612183,-1.539217,-1.495823,-1.463927,-1.451955,-1.452675,-1.467808,-1.471993,-1.480631,-1.451493,-1.409461,-1.379932,-1.334739,-1.340028,-1.358366,-1.380076,-1.421598,-1.460881,-1.491916,-1.514504,-1.522139,-1.51698,-1.518394,-1.520499,-1.519456,2
