@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute target {1,2,3,4,5,6,7}

@data
1.902437,1.681776,1.475091,1.270273,1.066224,0.862713,0.659741,0.457735,0.265873,0.092559,-0.080505,-0.26596,-0.455773,-0.635217,-0.816548,-0.980528,-1.102776,-1.129791,-1.109788,-1.038792,-0.923614,-0.777973,-0.599938,-0.398303,-0.178344,0.006252,0.086295,0.142317,0.140182,-0.000584,-0.142976,-0.284238,-0.406365,-0.515135,-0.594781,-0.434196,-0.201028,0.066883,0.318138,0.491471,0.590181,0.53606,0.497195,0.468716,0.466376,0.383543,0.198287,-0.028982,-0.242998,-0.412136,-0.425776,-0.283895,-0.400128,-0.377928,-0.268756,-0.033734,0.180135,0.371031,0.44288,0.448724,0.475625,0.50478,0.510457,0.370638,0.144497,-0.116403,-0.321367,-0.432086,-0.470053,-0.350794,-0.222854,-0.083005,0.07019,0.12071,0.057179,-0.029944,-0.199229,-0.398137,-0.58078,-0.739774,-0.887203,-0.987161,-1.053496,-1.092561,-1.084094,-1.020418,-0.849327,-0.675672,-0.497035,-0.319691,-0.141054,0.025064,0.179569,0.339793,0.525117,0.725796,0.924094,1.123515,1.320965,1.519931,1.71694,1.875672,6
1.995105,1.765497,1.537634,1.312319,1.089071,0.865695,0.643148,0.415616,0.302278,0.259615,0.052898,-0.161051,-0.359214,-0.565182,-0.770986,-0.937148,-0.976628,-0.929464,-0.779833,-0.833722,-0.771011,-0.619367,-0.437414,-0.231208,-0.00412,0.11003,0.161973,0.124912,0.080641,-0.120244,-0.326677,-0.537097,-0.726315,-0.896709,-1.055921,-0.889715,-0.649274,-0.423413,-0.205927,0.087318,0.37616,0.583621,0.632931,0.500826,0.369075,0.241422,0.081474,0.306862,0.500698,0.369171,0.159791,-0.051703,-0.225815,-0.311728,-0.268374,-0.235835,-0.073493,0.129028,0.323738,0.521166,0.391699,0.475783,0.508913,0.330834,0.075364,-0.189073,-0.463709,-0.624864,-0.832731,-0.99081,-0.882259,-0.72159,-0.540774,-0.32158,-0.099684,0.042321,0.08092,0.06235,-0.047748,-0.266083,-0.460257,-0.63207,-0.771517,-0.829723,-0.838373,-0.897699,-0.855414,-0.69478,-0.513254,-0.331433,-0.119688,0.096875,0.289063,0.334679,0.458781,0.6737,0.890646,1.11014,1.326121,1.54229,1.753839,1.955673,7
1.907635,1.691053,1.486066,1.282567,1.079273,0.875966,0.673962,0.472404,0.286512,0.118166,-0.051316,-0.234206,-0.426664,-0.608377,-0.784926,-0.96504,-1.094592,-1.152973,-1.135533,-1.073311,-0.982971,-0.841098,-0.683197,-0.502974,-0.305488,-0.09684,0.046826,0.109371,0.180463,0.143559,-0.005643,-0.143602,-0.278211,-0.397548,-0.495525,-0.581302,-0.471024,-0.215155,0.056531,0.309733,0.484466,0.593142,0.54767,0.508616,0.494474,0.489385,0.334176,0.139265,-0.101916,-0.282958,-0.358743,-0.379438,-0.389764,-0.445904,-0.300777,-0.247926,-0.028423,0.196206,0.404885,0.454181,0.463033,0.48956,0.527896,0.53542,0.335309,0.106253,-0.117883,-0.271204,-0.405784,-0.432688,-0.302157,-0.17076,-0.022833,0.121669,0.08418,0.029128,-0.12661,-0.319685,-0.501126,-0.683234,-0.822046,-0.952129,-1.03868,-1.072919,-1.080484,-1.050407,-0.887188,-0.718088,-0.53596,-0.360484,-0.180583,-0.001924,0.152592,0.317736,0.501421,0.700705,0.901009,1.100871,1.302277,1.503121,1.70357,1.875917,6
2.022891,1.795163,1.57804,1.360716,1.14403,0.927791,0.711511,0.497635,0.292407,0.266875,0.117864,-0.095303,-0.306982,-0.493058,-0.684952,-0.871154,-0.985539,-0.989136,-0.838948,-0.853407,-0.836016,-0.675982,-0.464638,-0.246345,0.00085,0.099383,0.115698,0.086675,-0.029689,-0.248895,-0.459252,-0.653223,-0.815135,-0.960012,-0.836714,-0.632034,-0.428573,-0.131921,0.159087,0.392268,0.483422,0.374102,0.243401,0.113752,0.177007,0.398512,0.606141,0.436543,0.2117,-0.007504,-0.233183,-0.213856,-0.268821,-0.24365,-0.192181,-0.183634,0.028434,0.253211,0.490404,0.514801,0.293398,0.220804,0.347271,0.358352,0.181174,-0.109905,-0.410591,-0.615208,-0.815433,-0.958724,-0.822082,-0.665048,-0.480526,-0.276611,-0.065568,0.034067,0.065887,0.024077,-0.158608,-0.376567,-0.57728,-0.7304,-0.82502,-0.782965,-0.893372,-0.93057,-0.858008,-0.678243,-0.487841,-0.303666,-0.096188,0.12077,0.266747,0.255946,0.451486,0.669726,0.889626,1.107995,1.326262,1.544131,1.763393,1.976738,7
1.849699,1.567665,1.303278,1.04142,0.78329,0.522938,0.263232,-0.00313,-0.110183,-0.150893,-0.372173,-0.581868,-0.771592,-0.929014,-1.04068,-0.95925,-0.76065,-0.545799,-0.321471,-0.083955,0.153883,0.401772,0.647319,0.892967,1.036212,1.064764,0.795235,0.538031,0.281517,0.026293,-0.223497,-0.472363,-0.721443,-0.963318,-1.196184,-1.379751,-1.178941,-0.835773,-0.479342,-0.116108,0.215526,0.404569,0.303022,0.132736,-0.039363,-0.158434,0.019623,0.254488,0.237625,-0.015359,-0.271013,-0.312157,-0.132845,-0.249043,-0.286389,-0.106622,0.149518,0.374421,0.230054,0.010059,0.130952,0.310379,0.359479,0.135425,-0.154291,-0.446836,-0.748949,-1.036154,-1.249576,-1.201054,-0.944889,-0.699764,-0.445557,-0.186372,0.066591,0.322396,0.578537,0.841573,0.958242,0.825928,0.573665,0.307821,0.046425,-0.208593,-0.454258,-0.682951,-0.876904,-0.873466,-0.787678,-0.656174,-0.492379,-0.309381,-0.073758,-0.045135,0.053104,0.293923,0.545841,0.796686,1.045365,1.30089,1.551278,1.797059,4
1.899056,1.694935,1.486078,1.279751,1.074072,0.869083,0.664413,0.458823,0.283865,0.104719,-0.064754,-0.251242,-0.437338,-0.617757,-0.792936,-0.965392,-1.080601,-1.106915,-1.068771,-0.990697,-0.868124,-0.715835,-0.537277,-0.338345,-0.122622,0.055716,0.128947,0.178609,0.154914,0.001227,-0.145479,-0.287468,-0.415748,-0.526149,-0.470669,-0.292332,-0.040218,0.228872,0.434781,0.599854,0.552765,0.509843,0.483263,0.474139,0.355565,0.164943,-0.06371,-0.255882,-0.303051,-0.495852,-0.415148,-0.303041,-0.362817,-0.213753,-0.015977,0.19146,0.395273,0.458053,0.45435,0.483324,0.516815,0.540312,0.42006,0.210464,-0.052335,-0.294944,-0.399976,-0.507175,-0.416622,-0.309926,-0.174845,-0.04133,0.102399,0.065033,0.00827,-0.119987,-0.299086,-0.499728,-0.663591,-0.825543,-0.960168,-1.05743,-1.122547,-1.139968,-1.129178,-1.025533,-0.858579,-0.682177,-0.499677,-0.322216,-0.136267,0.022605,0.172425,0.342179,0.503614,0.702421,0.902528,1.101294,1.300902,1.501064,1.700852,1.870802,6
1.762217,1.556144,1.36468,1.175556,0.98506,0.796852,0.608075,0.419694,0.231309,0.044724,-0.13813,-0.279937,-0.428571,-0.602308,-0.747087,-0.869242,-0.963022,-1.010935,-1.005654,-0.906054,-0.779219,-0.706692,-0.800853,-0.866247,-0.877679,-0.825957,-0.775394,-0.633996,-0.469723,-0.282769,-0.098904,0.088405,0.238322,0.37208,0.493451,0.467308,0.327335,0.194337,0.070709,-0.041527,-0.156698,-0.245826,-0.320633,-0.384626,-0.259946,-0.08019,0.094755,0.273244,0.460061,0.588541,0.59968,0.644811,0.841295,1.036588,1.134192,0.959495,0.772421,0.590731,0.427885,0.234197,0.041803,-0.151414,-0.343226,-0.388396,-0.35652,-0.296343,-0.226121,-0.128094,-0.01359,0.09785,0.207631,0.161589,0.031211,-0.100753,-0.286104,-0.439388,-0.579263,-0.703773,-0.838476,-0.92227,-0.979343,-0.945863,-0.830614,-0.747266,-0.905689,-0.908932,-0.836684,-0.742106,-0.576143,-0.404845,-0.249901,-0.091341,0.093977,0.280988,0.45667,0.636595,0.822201,1.00853,1.189561,1.377373,1.563931,1.726213,1
1.83222,1.522173,1.24377,0.980989,0.717162,0.443481,0.17124,-0.027627,-0.022572,-0.252729,-0.498559,-0.715208,-0.890923,-1.011507,-0.918309,-0.733221,-0.531208,-0.313659,-0.078059,0.150563,0.394647,0.636034,0.875415,1.044579,1.052574,0.78675,0.52708,0.267532,0.008385,-0.249729,-0.507096,-0.761531,-1.013271,-1.263454,-1.518523,-1.266991,-0.935603,-0.599349,-0.263634,0.058408,0.32475,0.347746,0.173029,0.011381,-0.124027,-0.269289,-0.117811,0.13956,0.290012,0.025962,-0.237733,-0.376724,-0.235436,-0.194786,-0.354136,-0.20566,0.057158,0.32322,0.303161,0.082599,0.077645,0.259856,0.359993,0.171456,-0.086504,-0.366406,-0.646253,-0.919983,-1.150323,-1.254536,-1.044699,-0.789222,-0.528603,-0.265593,-0.001049,0.264707,0.531884,0.803165,1.003906,0.910192,0.659381,0.376928,0.095944,-0.17423,-0.433441,-0.667307,-0.850768,-0.776846,-0.682802,-0.543308,-0.372541,-0.17941,0.051987,0.022258,0.182238,0.437257,0.60137,0.843104,1.078809,1.329739,1.576501,1.792288,4
1.807328,1.543687,1.294933,1.047954,0.800619,0.554006,0.305874,0.053088,-0.094258,-0.190156,-0.401761,-0.60676,-0.793366,-0.950318,-1.075239,-1.092296,-0.902949,-0.692947,-0.474673,-0.245265,-0.008009,0.232217,0.476415,0.723693,0.921766,1.045448,0.949309,0.71038,0.468116,0.226613,-0.018872,-0.258755,-0.500301,-0.737286,-0.969339,-1.196836,-1.439548,-1.308628,-1.02646,-0.708131,-0.394814,-0.087309,0.23079,0.456506,0.434016,0.279029,0.115989,-0.029282,-0.112274,-0.106656,0.150199,0.20167,-0.059916,-0.143068,-0.011109,-0.178456,-0.118108,-0.001742,0.286412,0.444497,0.296127,0.435167,0.445963,0.258796,-0.025361,-0.327413,-0.627154,-0.894487,-1.070892,-1.161448,-0.914166,-0.681325,-0.438063,-0.193529,0.046421,0.293583,0.537213,0.792469,0.854464,0.714755,0.476205,0.229383,-0.013702,-0.249758,-0.477421,-0.685218,-0.859836,-0.825494,-0.735444,-0.605215,-0.443377,-0.254463,-0.028947,-0.03525,0.07486,0.31189,0.55375,0.798166,1.037691,1.282241,1.525068,1.758079,4
2.058816,1.793819,1.546786,1.305019,1.066501,0.82922,0.59215,0.342984,0.319627,0.197863,-0.02474,-0.241191,-0.440276,-0.658291,-0.870618,-0.908412,-0.902684,-0.744138,-0.792423,-0.731612,-0.603467,-0.443803,-0.267112,-0.07227,0.080103,0.141887,0.120943,0.078486,-0.109004,-0.321272,-0.533708,-0.724262,-0.891865,-0.985087,-0.816629,-0.596159,-0.424818,-0.163162,0.085614,0.342153,0.495498,0.420883,0.296372,0.174435,0.091428,0.32106,0.563301,0.373219,0.14716,-0.077829,-0.285086,-0.213463,-0.297472,-0.240839,-0.205702,-0.122001,0.072158,0.296231,0.532706,0.472928,0.269997,0.269722,0.392198,0.32161,0.105968,-0.134152,-0.373084,-0.576757,-0.777583,-0.951301,-0.865847,-0.692504,-0.498449,-0.265421,-0.037457,0.039507,0.072264,-0.027365,-0.228318,-0.401926,-0.569197,-0.710634,-0.802379,-0.78283,-0.801227,-0.883517,-0.860228,-0.700069,-0.513185,-0.34062,-0.129256,0.103645,0.308396,0.330625,0.49825,0.726526,0.95804,1.182934,1.407254,1.624781,1.837425,2.024211,7
