@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute attr136 numeric
@attribute attr137 numeric
@attribute attr138 numeric
@attribute attr139 numeric
@attribute attr140 numeric
@attribute attr141 numeric
@attribute attr142 numeric
@attribute attr143 numeric
@attribute attr144 numeric
@attribute attr145 numeric
@attribute attr146 numeric
@attribute attr147 numeric
@attribute attr148 numeric
@attribute attr149 numeric
@attribute attr150 numeric
@attribute target {1,2}

@data
-0.027163,0.79201,-0.169602,0.778493,0.291245,0.277254,-0.001629,-0.53857,0.304306,-0.527435,-0.191718,0.70771,0.000929,-1.162908,0.599294,0.345486,0.013411,0.041238,0.170886,0.30883,0.218486,0.296933,-0.257591,-0.073002,0.986547,0.979568,-0.250359,0.840014,0.676893,-0.609215,0.338967,-0.110139,-0.060553,0.724427,0.301009,-0.947313,-0.524173,1.027903,-0.218107,-0.996727,-0.137906,-0.157867,-0.685292,0.0041,0.0529,-0.027257,-0.039523,0.607759,-0.089667,-0.32265,1.620992,-0.084902,0.152896,0.020869,-0.905062,0.220164,0.062794,0.000537,-0.531698,-0.468852,-1.116846,-1.012563,-0.125866,0.446649,-0.285191,-0.546714,1.381685,1.062649,0.43238,0.684049,0.150434,-0.323466,-0.123706,0.102887,-0.803108,-0.416651,0.099314,-1.006481,-0.861322,-1.021822,0.048066,0.015888,0.609635,-0.891082,0.046181,0.330167,0.623128,0.502748,-0.269811,1.009945,0.378634,0.771238,0.417974,0.090384,0.324585,0.935576,1.105646,0.452664,-0.145074,0.20924,-0.143732,-0.354906,0.136598,0.438635,-0.482955,0.635249,-1.162145,0.037402,-0.072533,-0.325841,0.102987,-1.073374,0.186509,-0.965541,-0.234843,-1.487109,-0.099779,-0.337771,-1.433247,-0.617157,0.86599,0.379577,0.184639,-0.288336,0.078789,-0.684307,-0.207231,-1.073757,-0.398335,-0.972034,-0.151519,-0.329533,-0.746874,0.625187,-0.399837,0.014172,0.450419,-0.098189,0.554284,0.150535,0.23831,-0.144595,0.618334,0.054207,0.155411,0.267399,0.175473,-0.385305,-0.46481,0.668731,2
-0.818699,0.14504,-0.324813,0.73622,-0.330698,-0.596327,-0.758805,0.148873,0.442714,-0.089653,0.335262,0.099635,-0.209056,-0.5895,-0.283572,0.720517,-0.16982,-0.485541,0.497845,0.331413,-0.263002,0.040854,0.661231,0.302765,-0.057451,-0.03299,-0.160893,0.5803,-0.294006,-0.316466,0.59984,0.506586,-0.136317,0.139725,0.271035,-0.801392,-0.124439,-0.423682,0.283866,-0.441896,-0.340128,-0.395912,-0.043566,0.26515,-0.123944,0.053199,0.068712,0.007602,-0.114524,-0.298207,0.20483,-0.171323,0.53613,-0.908783,0.409788,-1.102041,-0.08248,0.1668,-0.738241,-0.888611,-0.551382,0.233756,-1.048466,-0.310834,-0.225295,-0.225525,-0.148823,0.466837,-0.634093,0.300705,0.961459,0.30603,-0.070543,0.463166,0.052609,-0.344003,-0.185403,0.915652,0.878827,0.12275,-0.148638,1.080798,1.281499,0.784875,0.07028,0.335467,0.556812,0.183778,0.140713,-0.969074,0.098864,0.265925,-0.018193,-0.392004,0.433254,-0.849122,0.600491,-0.001647,-0.483004,-0.385096,-0.232673,0.463067,1.475186,-0.038363,-0.637833,0.051603,-0.561983,-0.365579,-0.617955,0.490567,0.101385,0.359556,0.129818,0.321499,0.022103,0.120559,-0.686403,0.267275,-0.654869,0.703798,0.227122,-0.927605,-0.211935,-0.324718,0.921411,0.238415,-0.052659,0.515764,-0.320288,-0.236272,-0.538696,0.570677,0.576845,0.180359,0.874264,0.150103,-0.469993,-0.089786,-0.151734,0.459221,1.426565,-0.610593,0.288756,0.090396,0.612668,0.233836,-0.242736,-0.887456,-0.72182,-0.877789,2
0.373631,-0.852351,-0.301635,0.804745,0.594536,0.267413,0.546136,-0.08512,-0.789762,-0.022532,0.23618,0.228757,-0.244511,0.626964,-0.249768,0.696629,0.380837,0.39557,-0.189454,0.243466,-0.745118,0.146899,-0.917446,0.001717,-0.066441,-1.000547,-0.364584,0.393043,0.186347,-0.176849,0.131888,0.055225,-0.352044,-0.533566,-0.200989,-0.921346,0.345534,0.798377,-0.067519,-0.193176,-0.429328,-0.468777,-0.74156,-0.281839,0.517042,0.4134,-0.078568,0.699799,-0.165912,0.061831,0.429477,-0.525836,0.014382,0.183079,0.551259,0.730089,-0.143901,1.272817,0.624717,0.207476,0.341569,0.431648,0.710999,1.203799,0.043605,0.517696,-0.30627,0.831383,-0.739912,-0.271176,0.318575,-0.05101,-0.227763,-0.3042,-0.12312,-0.585856,-0.333183,-1.290313,-0.693925,-0.410767,0.234714,-0.532321,1.262242,-1.427475,-0.006124,0.555549,-0.463433,0.594053,-0.249676,-0.346041,-0.060895,-0.07405,-0.411175,0.393401,0.785297,0.255908,-0.714381,0.004763,-0.355273,-1.125421,-0.254995,-1.341698,0.038542,0.463322,1.096908,0.40135,0.14093,-0.079346,-0.482227,0.127653,-0.515035,-0.874082,-0.400708,0.630299,0.170977,-0.289955,0.715979,-0.279756,-0.482736,0.305151,-0.093649,1.153069,-0.761066,0.164261,0.497217,-1.035056,0.357538,-0.093872,0.50626,-0.345562,0.038417,0.181308,0.180905,-1.139766,0.477711,-0.685737,0.59223,0.135315,0.310492,-1.347501,0.067286,0.653392,-0.055262,0.46071,0.545377,0.575508,0.463616,-0.024219,0.217013,-0.085137,2
0.263159,-0.420714,-0.362051,0.001128,-0.283907,-0.584915,-0.591858,-0.058673,-0.132882,-0.209219,0.228548,-0.057295,0.119733,-0.800088,-0.935279,-0.144383,0.147553,0.272721,-0.66177,-0.529416,-0.65176,-1.309356,-0.989365,-0.645632,-0.291749,0.767403,-0.640748,-0.510378,0.319084,-0.15366,-0.018139,-0.077812,0.059349,-0.116121,-0.021599,0.356321,0.532711,-0.328506,0.606995,0.950102,0.854941,0.087032,0.614576,0.846687,-0.143037,0.682146,0.458974,0.750867,-0.649272,0.931816,0.522574,-0.301696,-0.304427,0.03046,-0.726922,-0.387696,-1.245997,-0.90258,-0.822439,-0.283477,-1.057261,0.048423,-0.377406,0.399455,0.49702,0.587774,0.481666,-0.219554,0.213974,-0.122852,-0.186619,-0.470285,0.160017,-0.182433,-0.810137,0.88369,-0.38633,-0.415612,0.135236,0.217949,0.148919,-0.783684,-0.530969,-0.472175,0.169096,0.134835,-0.334815,0.119543,0.921743,-0.250987,0.149898,0.7487,0.378358,0.742863,1.183372,0.98112,-0.260419,0.082257,0.910724,-0.856544,-0.058292,-0.448449,0.572228,0.282822,0.779582,0.138453,0.479878,-0.55512,0.18729,-0.027816,0.860519,-0.266566,-0.314693,-0.414749,1.141877,-0.556334,-0.527385,0.594636,0.523903,0.504263,0.603376,-0.293625,0.830449,-0.691881,0.565024,0.833251,-0.324801,-0.884079,-0.37591,-0.227272,0.392872,-0.0561,-1.000585,-0.349504,0.457047,-0.119413,0.060366,0.336679,-0.076292,0.47325,-0.47394,0.775509,0.389735,0.435137,-0.26818,0.591654,-0.177995,1.220434,-0.462795,0.055508,2
-0.330408,-0.903031,-0.419239,-0.569971,0.114247,-0.258386,-0.380554,-0.81203,0.895249,0.197127,-0.076274,0.803545,-0.28327,0.230122,0.035341,-0.042719,0.202544,-0.03406,-0.179757,-0.102186,0.397595,-0.483841,0.005822,0.047822,0.67536,0.275133,-0.03245,0.326778,0.093419,-0.757911,0.286333,-0.234109,0.336102,0.092687,0.158251,1.070064,0.371871,-0.165109,0.806846,-0.127569,0.57756,0.030094,0.433499,-0.040562,0.267214,0.208204,-0.555998,0.344012,0.144744,-0.161268,-0.269701,0.451391,-0.976385,0.556466,-0.951303,-0.307019,0.015216,-0.001,-1.563124,0.670083,0.986404,0.274153,0.155243,-0.366367,0.065904,-0.609997,-0.855028,-0.400639,0.541688,1.070126,0.539434,-0.210278,-0.431904,-0.37098,0.36066,0.787617,0.484158,0.995093,-0.006908,-0.279641,-0.304696,-0.055793,0.798765,-0.238117,-0.271912,0.62716,0.32582,-0.820785,-0.378922,0.08965,-0.686287,0.167019,-0.150575,-1.066147,-0.597855,-0.566095,0.801311,0.063622,0.14042,0.379066,0.004888,-0.560118,0.312082,-0.446849,-0.478795,-0.98276,-0.303442,0.75629,1.244948,-0.514606,0.767555,0.050842,-0.2137,0.566464,-0.310656,0.204402,0.435752,-1.422319,0.302786,-0.00047,-0.333825,-0.588862,-0.437813,-0.329445,0.598809,-0.578648,-0.733426,-0.779421,0.024362,-1.109461,0.731061,-0.588735,0.886984,0.7066,-0.361434,-0.717373,1.050853,-0.199914,0.847645,-1.142422,0.62477,0.369099,-0.173929,-0.90874,-0.220441,0.135256,0.575637,0.574742,1.144363,-0.390107,2
-0.195488,0.358082,-0.267535,0.650175,0.005288,1.207546,0.313868,-0.320005,0.507792,0.093558,-0.275423,0.625434,-0.900273,0.410506,0.211252,-0.351641,-0.52837,-0.868735,-0.467852,0.89838,0.242325,-0.115489,-0.649277,0.148413,0.085372,-0.725209,-0.580559,0.189258,0.260343,0.320604,-0.034131,0.310984,-0.431659,-0.034405,-0.447463,-0.320297,0.248902,-0.870221,-0.659161,-0.850684,-0.781096,0.711402,0.51317,-0.102227,-0.685086,1.189909,0.751477,-0.589429,-0.949393,-0.31594,0.516154,-0.862668,-0.485587,-0.462985,0.420196,-1.232992,-0.26295,0.948767,0.776382,-0.397139,-0.292921,0.232057,0.13274,-0.325303,1.1696,-0.379506,0.247439,-0.541297,0.150333,0.686088,-0.30722,0.704626,-0.436522,-1.045416,0.041815,-0.754975,0.318657,-0.082722,0.402629,-0.104135,-0.210313,-0.266668,-0.351589,-0.579669,0.65952,-0.021031,0.50564,0.464202,1.191207,0.285204,-0.369072,1.437764,-0.417105,0.476012,-0.012759,-0.069302,-0.274459,0.824485,0.117067,0.594874,-0.690268,0.664712,0.502954,-0.08479,0.611996,-0.324808,-0.504527,-0.637806,-1.012627,-0.880094,-0.829215,0.127094,-0.259486,-0.567914,-0.211846,0.658312,-0.067112,0.008683,1.099289,0.142235,0.24175,0.839127,-0.634159,0.078726,0.461046,0.984733,0.010145,-0.264198,-0.750877,-0.070679,-0.636056,0.455717,-0.401901,0.907724,-0.309629,0.02672,1.231489,-0.017696,-0.080079,0.086087,-0.21018,0.386753,0.662116,-0.035935,0.169577,-0.870481,0.584418,0.156172,0.785578,-0.203934,2
-0.29617,-0.069004,-0.481621,0.163069,0.783358,0.399515,-0.292398,0.180767,-0.324357,-0.428891,-0.774904,-0.047528,0.655666,0.003096,0.382206,0.734012,-1.044427,-0.80605,-0.033672,0.600132,-0.666464,-0.601033,-0.706645,0.871384,0.086583,0.581767,0.245053,-0.197714,0.911079,0.424142,0.069823,0.011698,0.59777,-0.550304,0.075789,-0.239165,0.256275,0.305107,-0.241096,-0.312683,-0.13375,-0.467123,0.219278,-0.637397,0.723821,-0.904069,-0.079729,-0.016897,0.061739,0.15783,-0.396459,0.58915,-0.034235,0.898361,1.076475,1.2221,-0.077986,-0.846066,-0.38788,1.296901,0.006959,0.029657,0.19904,-0.047409,0.44837,-0.96288,-0.161826,-0.343894,0.297524,-0.370267,0.478583,-1.038589,0.487541,-0.47963,-0.858984,1.047071,1.110615,0.492385,-0.646057,-0.838241,0.659698,-0.267788,-0.159105,-0.243429,0.009101,-1.07153,0.066595,-0.432781,-0.235497,0.227899,0.261015,-0.698356,-0.302742,0.306787,-1.110648,-0.574849,0.47315,0.257752,-0.71198,0.199376,0.487684,0.289647,-0.352764,-0.030329,-0.545044,-0.277876,-0.544877,-1.099784,0.364301,0.822932,-0.366733,0.257601,0.766334,0.776113,0.477143,0.200337,-0.932176,-0.263288,-0.761645,-0.460788,-0.325632,-0.807051,0.007971,-0.382526,-0.543297,-0.338405,-0.519671,-0.100576,-0.41635,0.020333,-0.017394,-0.479998,0.087663,-0.097417,0.551027,-0.664298,0.281975,1.235564,0.328076,0.085674,0.41844,0.670187,0.728811,0.687032,0.643463,0.943651,0.517273,-0.130711,0.572714,0.529863,2
0.263788,0.030476,-0.036501,-0.07099,-0.317753,-0.334349,0.098604,0.015034,0.107443,-0.21122,-0.083731,0.4729,-0.593259,-0.586086,0.706704,-0.316574,-0.034653,-0.401434,-0.117069,-0.363244,0.304061,-0.526023,-0.633025,0.183898,-0.390047,0.581595,-0.435782,0.091488,0.007055,0.089506,-0.237352,0.30162,-0.225678,0.479855,-0.224105,-0.294259,0.158381,-0.816815,0.466956,-0.787241,-0.431527,0.405068,0.475743,-0.473398,0.629366,0.275125,-0.5563,0.71162,-0.420097,0.058106,0.971879,0.87833,0.521066,-0.135378,0.195653,0.232815,0.902042,0.510354,0.700074,-0.556028,0.125263,-0.346918,-0.371762,-0.944449,-1.197813,-0.418019,0.708238,0.287449,0.218843,0.3474,-0.569053,0.099051,0.016793,-0.09128,-0.420217,0.525531,-0.519214,-0.13805,0.938767,-0.417636,-0.011018,-0.158644,-0.448609,0.134431,0.413593,0.51631,0.564618,0.206708,-0.064273,-0.392563,1.165986,0.122657,0.321972,0.373,0.256058,-0.190913,-0.405841,0.895258,0.515974,0.915313,-0.296274,-1.121473,-0.456682,-0.744881,-0.114806,-0.808864,-0.550784,0.796298,0.228917,-0.122326,0.455819,-0.010292,-0.047636,0.897549,1.161343,-0.110048,-0.114531,-0.252128,0.795711,0.577322,0.265989,-0.216829,0.650094,0.568965,0.89821,1.133013,-0.419852,-0.132534,0.139797,-0.134223,-0.290326,0.510522,-0.627932,-0.416103,0.744512,-0.925319,-0.071759,0.101086,-0.59407,-0.904519,-0.122583,-0.730507,-0.158229,-1.416905,0.899024,-0.473484,-0.340955,-0.464457,-0.599214,0.1881,2
-0.031413,-0.221029,0.836584,-0.372964,0.193449,0.270172,-0.384952,-0.142165,0.061139,0.730108,-0.382803,0.736604,0.51146,0.955837,0.327651,0.392247,0.34963,-0.872929,-0.156168,-1.029105,-0.231256,0.015252,-0.44565,-0.757778,-0.565438,-0.651601,-0.663935,-0.309019,0.117171,-0.956399,0.485666,-0.157904,0.423189,-0.510831,0.230466,1.258534,-0.569321,-0.660141,1.177423,-0.268839,-0.124084,-0.553362,-0.523381,0.395044,-1.036633,0.512685,-0.045672,-0.263714,0.070437,0.191334,0.470114,-1.132053,-0.158514,-0.210827,-1.186254,-0.056211,0.916043,1.011433,-0.537914,-0.681565,-0.350605,-0.003503,0.419035,-0.28637,0.240463,0.430577,-0.116274,-0.166031,0.238311,-0.85452,-0.433238,0.436928,-0.301339,0.518119,-0.744505,0.109714,0.377143,0.84575,0.453448,0.092832,-0.451051,0.424721,0.088315,0.614696,1.255936,-1.100127,-0.502929,0.132221,-0.298186,-0.52024,-0.257081,0.10178,0.812156,0.009136,0.761282,0.185459,-0.68215,-0.129974,-0.191476,-0.36716,0.89933,-0.018217,0.005575,-0.087974,0.296694,-0.648278,-0.728102,0.499665,-0.452251,0.234509,0.39574,-0.170834,0.56398,0.838507,-0.135004,0.384858,0.083838,-0.720421,-0.437239,-0.430366,-0.421606,1.016174,-0.061926,-0.129967,0.73228,-0.589964,0.118666,-0.218344,0.240724,0.352869,0.071136,0.058877,0.492773,0.653078,1.143762,0.945852,0.299922,-0.291235,-0.496097,0.025153,-0.067979,-0.436242,0.018915,-0.052797,0.140392,-0.08028,-0.559767,0.414943,0.183751,0.425948,2
1.031235,-0.187113,-0.156591,0.128787,0.655987,-0.495121,0.099505,-0.451499,-0.555457,0.335763,0.167798,-0.481918,0.319274,0.380411,-0.638823,0.289016,-0.253743,0.523352,-0.171333,-0.089398,-0.222434,-0.904629,1.011522,-0.000686,0.079829,-0.467775,-0.760451,-0.226873,0.451424,0.189202,0.072553,-0.724825,0.506502,1.038631,-0.110143,-0.308323,-0.452358,0.788151,-0.581879,0.894183,0.051392,0.604985,0.673619,1.008135,0.961427,1.044936,-0.104412,0.536342,-0.144297,-0.55567,-0.739621,-0.056969,-0.64199,-0.069142,-0.363656,-0.31952,0.421739,0.163778,-0.72493,-0.59524,-0.463144,-1.190381,0.18737,-0.119039,-0.488065,0.181787,-0.190876,0.912197,0.255466,-1.005274,0.072516,0.284301,0.848064,-0.613664,0.6118,0.142183,0.751982,-0.724989,-0.850267,0.187821,1.158426,-0.922128,0.306678,0.718709,-0.470127,-1.201162,-0.15109,0.618225,-0.479768,0.642979,0.707793,1.011385,0.228214,-0.024855,-0.715185,0.581712,0.523054,0.109502,-0.039567,-0.86997,-0.032514,-1.23346,-0.173488,0.976292,-0.109636,-0.764625,0.900388,-0.59807,0.050112,1.034961,-1.293904,-0.018092,-0.482951,-0.398447,0.167737,0.418171,0.464814,-0.139494,-0.467311,-0.611129,0.372037,-0.7145,-0.611951,0.518685,0.145782,-0.102331,0.371258,0.306351,-0.253009,-0.290732,-0.051551,-0.988433,0.096101,-0.811421,-0.739302,-0.867214,0.335506,0.738549,1.054624,-0.813632,0.3475,-0.115236,0.471611,0.222938,0.926498,0.394366,-0.57971,0.184571,-1.028479,-0.202905,2
