@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute target {1,2,3,4,5,6,7}

@data
3.301518,2.674531,2.043241,1.414227,0.789045,0.220873,-0.321232,-0.902344,-1.460964,-1.93935,-1.982266,-1.768609,-1.337919,-0.752785,-0.093259,0.186086,0.224136,-0.227418,-0.649449,-0.980232,-0.699441,0.10092,0.788944,0.994447,0.86545,0.804278,0.466266,-0.23264,-0.634276,-0.681471,-0.656609,-0.273336,0.398643,0.79379,0.841128,0.940364,0.539065,-0.239748,-0.705428,-0.715999,-0.321586,0.131331,0.106391,-0.229779,-0.832381,-1.34016,-1.728669,-1.908625,-1.875129,-1.440918,-0.899945,-0.344167,0.155223,0.654097,1.260194,1.875866,2.491894,3.114185,6
3.482686,2.795965,2.099792,1.407559,0.714787,0.533196,-0.100863,-0.737,-1.370249,-1.679191,-1.404925,-1.481269,-1.078002,-0.482361,0.119293,0.264782,0.111718,-0.541241,-1.177876,-1.712114,-1.505353,-0.792598,-0.007714,0.846536,1.056976,0.63836,0.239107,0.723043,0.552424,-0.098311,-0.418375,-0.341955,0.025535,0.590811,0.737023,0.91019,0.425253,-0.391791,-1.042146,-1.690149,-1.45953,-0.916322,-0.230974,0.129687,0.059449,-0.524148,-1.085319,-1.429081,-1.549661,-1.473983,-0.928705,-0.349823,0.31221,0.559133,1.166701,1.836425,2.501877,3.160511,7
3.326011,2.703166,2.073704,1.446038,0.822641,0.268687,-0.26329,-0.849433,-1.403469,-1.907085,-2.018721,-1.846419,-1.448613,-0.929796,-0.306982,0.128878,0.328669,0.018934,-0.408866,-0.777039,-1.025451,-0.421942,0.398986,0.953684,0.938419,0.839342,0.705025,0.022342,-0.678916,-0.619631,-0.657322,-0.551585,0.083442,0.709361,0.807896,0.893325,0.841738,0.181429,-0.452798,-0.783082,-0.430466,0.004175,0.16188,-0.091881,-0.674981,-1.234931,-1.642899,-1.871168,-1.878966,-1.492379,-0.957584,-0.40893,0.126176,0.625121,1.22493,1.843568,2.465197,3.091862,6
3.543732,2.877142,2.20451,1.530927,0.858583,0.453788,0.013224,-0.627582,-1.214099,-1.703308,-1.55002,-1.506054,-1.141947,-0.485293,0.150768,0.214076,-0.080989,-0.748769,-1.311108,-1.663697,-1.014545,-0.268077,0.596591,0.809666,0.408219,0.317797,0.981734,0.582841,-0.066516,-0.40495,-0.588754,-0.509691,0.132088,0.851778,0.562115,0.481518,0.553961,-0.257346,-1.004333,-1.667215,-1.341504,-0.80011,-0.15117,0.110602,-0.045054,-0.699256,-1.247808,-1.392597,-1.652521,-1.46961,-0.890133,-0.298917,0.352192,0.506401,1.167997,1.843358,2.513794,3.183573,7
3.227385,2.408696,1.596059,0.791351,-0.015805,-0.144963,-0.839877,-1.43291,-1.805769,-1.387781,-0.720778,0.006056,0.76674,1.53899,1.925228,1.204472,0.423289,-0.355188,-1.123696,-1.871186,-2.409219,-1.509443,-0.406275,0.567868,0.468952,-0.037205,-0.152501,0.59895,-0.122264,-0.547961,-0.338002,-0.375007,0.402352,0.380722,0.181638,0.658757,0.085572,-0.825157,-1.746866,-2.228234,-1.503174,-0.731193,0.054325,0.840662,1.605219,1.398769,0.586165,-0.218374,-0.977734,-1.58425,-1.407026,-0.967317,-0.398704,-0.166681,0.505557,1.270997,2.043535,2.812235,4
3.318684,2.704161,2.068168,1.435337,0.807005,0.251187,-0.287422,-0.862627,-1.413112,-1.887361,-1.908675,-1.668306,-1.219478,-0.634801,0.011375,0.27215,0.255104,-0.215184,-0.635948,-0.938803,-0.448169,0.383456,0.97133,0.923047,0.83769,0.654912,0.020064,-0.559935,-0.677651,-0.645467,-0.505567,0.154796,0.734968,0.791784,0.886536,0.847863,0.229109,-0.534333,-0.91571,-0.645522,-0.239515,0.18779,0.039958,-0.391146,-0.992378,-1.485775,-1.843649,-1.997943,-1.93354,-1.458154,-0.898755,-0.342065,0.151918,0.637425,1.225194,1.841916,2.460328,3.083736,6
3.079994,2.484142,1.895375,1.308251,0.722433,0.136944,-0.440643,-0.838326,-1.315305,-1.666745,-1.796525,-1.510317,-1.213419,-1.484821,-1.47128,-1.279795,-0.780826,-0.200049,0.341159,0.762869,0.783189,0.36325,-0.006332,-0.337232,-0.565017,-0.474844,0.078381,0.640536,1.060451,1.147454,1.73794,1.835588,1.257067,0.734705,0.143652,-0.451962,-0.691034,-0.516784,-0.255506,0.081668,0.368039,0.028634,-0.46511,-0.928175,-1.322988,-1.623713,-1.658382,-1.319704,-1.669235,-1.461371,-1.052847,-0.532705,-0.017962,0.550763,1.101953,1.674317,2.235696,2.794506,1
3.186748,2.317648,1.506646,0.676433,-0.014389,-0.384467,-1.110652,-1.66701,-1.61809,-1.003007,-0.313608,0.400013,1.14912,1.786891,1.573221,0.755144,-0.051333,-0.851696,-1.64034,-2.423703,-2.106058,-1.090105,-0.065759,0.642402,0.233534,-0.2617,-0.313777,0.428343,-0.054957,-0.679638,-0.259047,-0.491081,0.215003,0.600182,0.050964,0.609753,0.188064,-0.671216,-1.530784,-2.201746,-1.666221,-0.86642,-0.052562,0.768916,1.590751,1.557465,0.717514,-0.143408,-0.94108,-1.483684,-1.203376,-0.755495,-0.156508,0.025534,0.743674,1.357601,2.109352,2.881999,4
3.156108,2.38958,1.622011,0.853257,0.077435,-0.181754,-0.880321,-1.467873,-1.891926,-1.619554,-0.980722,-0.273383,0.466691,1.230876,1.803621,1.53224,0.775404,0.02247,-0.719973,-1.451718,-2.145138,-2.332244,-1.422329,-0.44992,0.506367,0.781965,0.288166,-0.167484,-0.080035,0.372746,-0.279731,-0.165751,-0.21543,0.553993,0.488545,0.801483,0.281466,-0.639449,-1.541144,-2.107199,-1.44572,-0.71715,0.023262,0.774694,1.492962,1.214324,0.452002,-0.296254,-0.997213,-1.519536,-1.307564,-0.873861,-0.299186,-0.115818,0.538754,1.283273,2.02776,2.773927,4
3.593591,2.826871,2.076392,1.354336,0.632475,0.473115,-0.250285,-0.87657,-1.521019,-1.615157,-1.35872,-1.210909,-0.739138,-0.161,0.245511,0.207175,-0.242548,-0.893949,-1.464973,-1.648717,-0.957961,-0.322121,0.472143,0.881254,0.491727,0.227552,0.877834,0.465708,-0.20348,-0.423092,-0.60001,-0.424779,0.216119,0.896757,0.55788,0.602273,0.459668,-0.268495,-0.963287,-1.586666,-1.422312,-0.832765,-0.095974,0.128034,-0.169458,-0.735688,-1.211466,-1.379061,-1.502045,-1.483125,-0.915254,-0.370746,0.345652,0.60227,1.265277,1.972391,2.663722,3.315041,7
3.457671,2.816521,2.146493,1.478384,0.838093,0.275258,-0.339872,-0.951495,-1.539687,-1.766725,-1.703424,-1.416189,-0.975848,-0.397561,0.125426,0.334107,0.082062,-0.426469,-0.885474,-1.240445,-0.695024,0.240295,0.864095,0.962141,0.844549,0.7895,0.15634,-0.578895,-0.941548,-0.950153,-1.014872,-0.862682,-0.083154,0.607449,0.773463,0.870531,0.92734,0.412854,-0.475767,-0.941445,-0.849153,-0.382909,0.126402,0.12405,-0.208287,-0.788612,-1.312981,-1.644455,-1.779122,-1.661623,-1.154833,-0.562821,0.043832,0.585488,1.169602,1.829824,2.491293,3.158464,6
3.360846,2.705828,2.054069,1.406792,0.764012,0.20008,-0.371491,-0.960732,-1.534781,-1.904622,-1.885444,-1.639332,-1.206319,-0.639239,-0.015874,0.242465,0.236718,-0.25314,-0.685927,-1.034493,-0.712225,0.106289,0.815064,1.004434,0.881343,0.811312,0.194585,-0.472239,-0.634913,-0.675377,-0.665172,-0.267728,0.372074,0.791759,0.830965,0.931308,0.55421,-0.19233,-0.603224,-0.733698,-0.333867,0.113163,0.037563,-0.305074,-0.876875,-1.354414,-1.711956,-1.887386,-1.860015,-1.439458,-0.888265,-0.327905,0.183225,0.666976,1.269353,1.89142,2.511227,3.136433,6
3.438472,2.737959,2.045385,1.355331,0.664439,0.421927,-0.138139,-0.792799,-1.415446,-1.787078,-1.585574,-1.536106,-1.228916,-0.644,0.013105,0.283481,0.183251,-0.422054,-1.045756,-1.548078,-1.528032,-0.785406,-0.058984,0.804633,0.980207,0.563227,0.210992,0.710914,0.784512,0.107146,-0.285425,-0.395918,-0.163681,0.443077,0.94091,0.712657,0.451358,-0.337798,-1.013704,-1.6464,-1.269128,-0.718308,-0.052675,0.131105,-0.209946,-0.831497,-1.326627,-1.395758,-1.67553,-1.284909,-0.732592,-0.12111,0.486819,0.555226,1.237717,1.913609,2.57362,3.226293,7
3.547008,2.904002,2.233335,1.562773,0.898074,0.51204,-0.137337,-0.754063,-1.345532,-1.648394,-1.339667,-1.400494,-0.878943,-0.232187,0.207892,0.179792,-0.353787,-0.999814,-1.52992,-1.622337,-0.939824,-0.18738,0.652142,0.779281,0.371053,0.446402,0.878726,0.215749,-0.459502,-0.38216,-0.57659,-0.458711,0.207508,0.882055,0.458202,0.686059,0.460613,-0.405895,-1.003017,-1.666139,-1.37571,-0.842188,-0.185809,0.136649,0.035354,-0.57123,-1.159468,-1.372812,-1.565575,-1.430336,-0.859841,-0.260977,0.391576,0.548555,1.186644,1.85464,2.52155,3.187966,7
1.689055,1.198549,0.641812,0.786963,0.990928,0.572008,-0.089083,-0.697216,-1.307807,-1.893256,-2.155418,-1.620158,-1.017937,-0.417962,-0.013105,0.012532,-0.020996,-0.300158,-0.717073,-1.095798,-1.291741,-1.256566,-0.691891,-0.143734,0.436909,0.954559,1.186335,1.807158,2.398619,2.996037,2.930593,2.298156,1.677914,1.065654,0.903678,0.313162,-0.259842,-0.802265,-1.186915,-1.074531,-0.814413,-0.401144,-0.152544,-0.221329,-0.293746,-0.754839,-1.333863,-1.890382,-2.053505,-1.602678,-1.057707,-0.520686,-0.000649,0.532867,0.817736,0.678325,0.825268,1.436117,5
3.198764,2.402591,1.603942,0.838427,0.029837,-0.232028,-0.885879,-1.462758,-1.844706,-1.526822,-0.836562,-0.084923,0.699216,1.502626,1.939547,1.236317,0.45518,-0.322976,-1.084383,-1.825376,-2.365001,-1.554319,-0.530903,0.417703,0.769778,0.26115,-0.266257,0.295198,0.082463,-0.470375,-0.196001,-0.297947,0.507544,0.12353,0.495348,0.648493,-0.23822,-1.061198,-1.960429,-2.004392,-1.227939,-0.45755,0.314769,1.093989,1.71047,1.216504,0.407335,-0.36931,-1.094827,-1.619416,-1.366155,-0.887138,-0.255123,-0.284469,0.413589,1.204371,1.979271,2.765431,4
3.143344,2.515604,1.85644,1.218893,0.577073,-0.07611,-0.455235,-0.938681,-1.407024,-1.672165,-1.35877,-1.223622,-1.524376,-1.448486,-1.053152,-0.508778,0.090782,0.560231,0.94643,0.593258,0.14798,-0.252129,-0.578679,-0.802534,-0.429225,0.103224,0.695886,1.11258,1.167168,1.75652,1.740483,1.124387,0.500269,-0.107402,-0.705431,-0.755969,-0.542547,-0.229545,0.140396,0.523123,0.233995,-0.254749,-0.733507,-1.161912,-1.506018,-1.736461,-1.627522,-1.335826,-1.707546,-1.466427,-1.129606,-0.529945,-0.088534,0.535812,1.119872,1.724018,2.313652,2.90649,1
3.164355,2.407298,1.627218,1.098966,0.596479,0.011824,-0.070071,-0.785651,-1.376987,-1.893604,-2.043887,-1.544409,-1.619296,-1.600873,-0.954678,-0.592441,-0.176795,0.158196,0.56323,0.915952,1.120215,0.545125,0.472654,-0.158179,-0.607382,-0.926006,-0.498802,0.223364,0.576334,1.361623,2.052054,1.65142,0.887484,0.163131,-0.551009,-0.985492,-0.665799,-0.168559,0.215934,0.625939,0.615539,0.299324,-0.125524,-0.507142,-0.802583,-1.297974,-1.716665,-1.517566,-1.956806,-1.822371,-1.365771,-0.580315,0.064726,0.275864,0.836337,1.393485,2.121843,2.866722,2
3.265655,2.635111,2.00049,1.368064,0.740852,0.200664,-0.347103,-0.932044,-1.503807,-1.979801,-2.04378,-1.855634,-1.455041,-0.901185,-0.242071,0.131215,0.361843,0.070856,-0.354428,-0.740684,-1.041696,-0.708816,0.111886,0.80979,1.073143,0.940846,0.880327,0.353936,-0.334967,-0.596647,-0.633469,-0.584374,-0.249516,0.414866,0.740903,0.75832,0.826052,0.380679,-0.157403,-0.482874,-0.519024,-0.097382,-0.005994,-0.251134,-0.81008,-1.31282,-1.667815,-1.83821,-1.800954,-1.362936,-0.838167,-0.284512,0.21376,0.712356,1.32103,1.933568,2.545417,3.142739,6
3.49866,2.838789,2.153688,1.468327,0.778531,0.519676,0.010943,-0.639708,-1.231079,-1.69179,-1.502095,-1.509104,-1.093685,-0.421043,0.190063,0.256906,-0.053556,-0.731633,-1.301566,-1.708381,-1.084791,-0.399045,0.493966,0.963895,0.578219,0.361458,1.035411,0.629583,-0.030082,-0.354453,-0.528664,-0.290026,0.419089,0.972326,0.448335,0.685808,0.462004,-0.437989,-1.160003,-1.67215,-1.220169,-0.631831,0.004597,0.131887,-0.251669,-0.89974,-1.437134,-1.378831,-1.654745,-1.530044,-0.945719,-0.387616,0.291586,0.462131,1.105311,1.790773,2.472471,3.153907,7
3.381511,2.722847,2.07522,1.450774,0.883892,0.24971,0.03467,-0.303025,-0.850785,-1.312112,-1.663168,-1.856223,-1.795258,-1.544612,-1.147763,-0.633913,-0.06279,0.51958,0.866329,0.748454,0.587951,0.167002,-0.236312,-0.399628,0.189495,0.773614,0.590542,-0.043791,-0.639065,-0.507145,-0.558466,-0.567902,-0.035977,0.558724,0.847132,0.28137,-0.080563,0.314348,0.198355,0.29583,-0.073628,-0.557332,-1.01562,-1.405223,-1.696888,-1.855589,-1.848573,-1.64997,-1.379135,-0.988242,-0.544241,-0.023345,0.051011,0.671554,1.293358,1.908291,2.509531,3.105189,3
3.54519,2.911169,2.248133,1.576063,0.901948,0.484438,-0.139577,-0.7701,-1.339839,-1.700778,-1.435586,-1.456323,-1.056712,-0.468643,0.129682,0.22719,-0.092858,-0.784738,-1.354756,-1.626913,-0.971329,-0.332337,0.455202,0.883443,0.485272,0.398138,0.956871,0.349514,-0.332728,-0.355495,-0.476219,-0.266984,0.470927,0.831191,0.361505,0.733515,0.314502,-0.545454,-1.202134,-1.67936,-1.217887,-0.646286,-0.0239,0.155819,-0.064466,-0.68577,-1.224366,-1.38215,-1.635898,-1.464815,-0.874002,-0.278599,0.339519,0.486783,1.13246,1.812748,2.499448,3.196331,7
3.040705,2.532055,1.946122,1.366912,0.776373,0.188686,-0.400568,-0.740101,-1.282726,-1.632683,-1.780298,-1.498772,-1.391696,-1.637975,-1.483852,-1.123508,-0.652212,-0.119879,0.396946,0.791029,0.644547,0.238565,-0.095963,-0.38555,-0.583422,-0.225924,0.353973,0.941576,1.356216,1.963297,1.708193,1.138966,0.586141,0.013124,-0.544228,-0.515882,-0.286578,0.021155,0.390122,0.767538,0.41463,-0.045993,-0.614236,-1.114972,-1.503684,-1.568047,-1.279608,-1.547506,-1.744391,-1.543208,-1.156682,-0.628142,-0.216985,0.373736,0.962406,1.551609,2.142868,2.737782,1
3.186783,2.401483,1.684849,1.136431,0.605549,0.108624,-0.033167,-0.799968,-1.392926,-1.88331,-1.9844,-1.415348,-1.624653,-1.486989,-0.904929,-0.707917,-0.071933,0.233187,0.544242,0.913078,0.705132,0.457179,0.065873,-0.515941,-0.920659,-1.017433,-0.511693,0.165847,0.635736,1.414745,2.210615,1.859091,1.089895,0.31541,-0.378289,-0.982025,-0.904274,-0.481877,0.161013,0.287469,0.725836,0.365334,0.039561,-0.321001,-0.744703,-1.121971,-1.623649,-1.509361,-1.774274,-1.772291,-1.365298,-0.615385,0.102301,0.256466,0.830766,1.380102,2.118745,2.864322,2
3.372258,2.75068,2.111467,1.476058,0.843355,0.28517,-0.267029,-0.8515,-1.409452,-1.88988,-1.957709,-1.738021,-1.30128,-0.744351,-0.079071,0.217338,0.315155,-0.135234,-0.557399,-0.915423,-0.898123,-0.091538,0.651131,1.056357,0.924201,0.856765,0.508293,-0.171534,-0.623095,-0.663832,-0.718153,-0.473649,0.236551,0.74229,0.771559,0.869973,0.590936,-0.126696,-0.559293,-0.796197,-0.408811,0.031543,0.1068,-0.207106,-0.805371,-1.329194,-1.70116,-1.90758,-1.890979,-1.481741,-0.945074,-0.38566,0.130022,0.617889,1.213903,1.832161,2.450555,3.068723,6
3.534836,2.872295,2.192011,1.512804,0.831175,0.543345,0.013287,-0.63109,-1.227306,-1.666767,-1.508464,-1.500365,-1.122475,-0.508337,0.121242,0.220199,-0.028082,-0.697771,-1.283346,-1.74694,-1.28635,-0.570005,0.367057,0.919931,0.586866,0.227408,0.738092,0.780794,0.105191,-0.538798,-0.376251,-0.484486,-0.261845,0.433354,0.89827,0.451772,0.705807,0.096605,-0.741814,-1.448693,-1.573294,-1.046769,-0.408548,0.075434,0.073988,-0.496518,-1.115931,-1.411877,-1.584273,-1.4612,-0.901294,-0.301046,0.356682,0.537696,1.178633,1.851291,2.520075,3.183795,7
3.119705,2.279082,1.456005,0.937029,0.493624,0.014039,-0.133816,-0.898914,-1.495522,-1.931891,-2.053063,-1.554955,-1.581874,-1.568149,-1.003369,-0.576601,-0.056342,0.249249,0.672587,1.024343,1.066306,0.682389,0.290763,-0.316908,-0.71443,-0.685117,-0.09843,0.456596,0.95783,1.717499,1.947344,1.147112,0.427703,-0.310706,-0.92832,-0.61423,-0.158718,0.413839,0.593792,0.830548,0.442808,0.062286,-0.256944,-0.760219,-1.034313,-1.598107,-1.666556,-1.66542,-1.997009,-1.772152,-1.222651,-0.403546,0.03417,0.424323,0.874412,1.400682,2.150277,2.891929,2
3.02415,2.442489,1.856977,1.273066,0.686208,0.104027,-0.467902,-0.825625,-1.34135,-1.65439,-1.70731,-1.309085,-1.58318,-1.565292,-1.248604,-0.781229,-0.22978,0.27526,0.704823,0.535416,0.149772,-0.192321,-0.463578,-0.655185,-0.296523,0.269565,0.837727,1.407949,1.998634,1.88014,1.312983,0.761045,0.187292,-0.386416,-0.603828,-0.402787,-0.117097,0.235652,0.634303,0.535729,0.142839,-0.401181,-0.898076,-1.360982,-1.593038,-1.445334,-1.224626,-1.645457,-1.711502,-1.490788,-1.077808,-0.582012,-0.119228,0.464824,1.047851,1.630165,2.208837,2.773789,1
