@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute target {1,2}

@data
0.375283,0.376426,0.377619,0.378706,0.379804,0.380937,0.382081,0.383206,0.384315,0.385367,0.386343,0.387147,0.387824,0.388305,0.388261,0.387554,0.385867,0.382812,0.378435,0.373236,0.367913,0.362746,0.357937,0.353483,0.349189,0.344827,0.340531,0.336137,0.331705,0.327196,0.322678,0.318081,0.31334,0.308564,0.303618,0.298394,0.292784,0.286606,0.2794,0.271053,0.261383,0.250191,0.237217,0.222651,1
0.332828,0.345942,0.357763,0.36819,0.377297,0.384993,0.391535,0.396927,0.401476,0.405278,0.408507,0.411435,0.41414,0.416767,0.419431,0.422068,0.424587,0.426913,0.42884,0.43011,0.430768,0.430737,0.430205,0.42936,0.428173,0.42689,0.42529,0.42332,0.420651,0.417186,0.412776,0.407784,0.402511,0.397267,0.392319,0.387661,0.383217,0.378755,0.373786,0.367644,0.360222,0.351159,0.340356,0.327965,1
0.140259,0.160606,0.18157,0.203077,0.225141,0.247352,0.269276,0.290409,0.310216,0.328754,0.346338,0.362852,0.378278,0.392621,0.40572,0.417518,0.427983,0.437172,0.445017,0.451672,0.457102,0.461226,0.464203,0.465897,0.466296,0.465728,0.464511,0.463017,0.461373,0.459712,0.458083,0.456431,0.454842,0.453285,0.451619,0.449758,0.447888,0.445945,0.443855,0.441535,0.438968,0.436048,0.432607,0.427975,1
0.339392,0.351198,0.361755,0.37107,0.379175,0.385854,0.391702,0.39684,0.401393,0.405443,0.409079,0.412424,0.415682,0.418887,0.422038,0.425197,0.428344,0.431525,0.43466,0.437467,0.439916,0.441616,0.442131,0.441582,0.440382,0.438707,0.436936,0.435044,0.433004,0.430764,0.428302,0.425622,0.422399,0.418442,0.413402,0.407456,0.40011,0.391141,0.380729,0.368621,0.355637,0.341612,0.326366,0.310379,1
0.261145,0.25865,0.256273,0.254105,0.252219,0.250469,0.248766,0.24718,0.245738,0.24449,0.243458,0.242574,0.241814,0.241171,0.240569,0.239965,0.239381,0.23877,0.238224,0.237677,0.237196,0.236792,0.236482,0.236216,0.236004,0.235868,0.235808,0.235794,0.235845,0.235918,0.235988,0.236029,0.23611,0.236231,0.236388,0.236545,0.236728,0.236816,0.236829,0.236705,0.236533,0.236279,0.236017,0.235759,2
0.321223,0.3338,0.345063,0.355081,0.363974,0.371731,0.37837,0.384134,0.389169,0.393585,0.397645,0.401355,0.404858,0.408268,0.411638,0.415004,0.418165,0.420877,0.422779,0.42381,0.423945,0.423508,0.422894,0.422211,0.421489,0.420838,0.420095,0.419109,0.417869,0.416298,0.414253,0.411597,0.40834,0.404701,0.400774,0.39668,0.392535,0.388207,0.383407,0.377596,0.370473,0.362035,0.351996,0.340238,1
0.281048,0.283278,0.284475,0.285031,0.28534,0.28564,0.286065,0.286717,0.287463,0.288213,0.288937,0.28959,0.290199,0.29085,0.291538,0.292315,0.293232,0.294213,0.295206,0.296153,0.29707,0.297938,0.298752,0.299553,0.300326,0.301078,0.301781,0.302457,0.303134,0.303808,0.304473,0.305139,0.305807,0.306512,0.3072,0.307874,0.308569,0.309268,0.310006,0.310801,0.311646,0.312515,0.313428,0.31438,2
0.275542,0.272706,0.269634,0.266487,0.263375,0.260312,0.257432,0.254764,0.252384,0.250308,0.248554,0.247115,0.245931,0.245019,0.244333,0.243865,0.243593,0.243507,0.24356,0.243721,0.24392,0.244146,0.244385,0.244621,0.244883,0.245198,0.245593,0.246083,0.246671,0.247311,0.24796,0.248615,0.249246,0.249855,0.250392,0.250851,0.25127,0.251645,0.251975,0.252239,0.25241,0.252534,0.252543,0.252444,2
0.346073,0.354985,0.362732,0.369191,0.374569,0.379133,0.382811,0.385731,0.388326,0.39069,0.392925,0.395169,0.397365,0.399511,0.401664,0.403866,0.406121,0.408173,0.409888,0.411048,0.411742,0.412112,0.412386,0.412567,0.412697,0.41254,0.411697,0.40996,0.407404,0.403995,0.400023,0.395971,0.392113,0.388481,0.384978,0.381339,0.377292,0.372389,0.366331,0.358868,0.349748,0.339147,0.327172,0.314028,1
0.445645,0.450668,0.45445,0.457102,0.45869,0.459424,0.45928,0.458589,0.457625,0.456562,0.455513,0.45451,0.453591,0.452791,0.452169,0.451568,0.451018,0.450459,0.449942,0.449289,0.44811,0.445945,0.442194,0.436346,0.428346,0.417966,0.405401,0.390747,0.374288,0.356523,0.337929,0.318693,0.299021,0.279093,0.258965,0.238768,0.218659,0.198402,0.178206,0.157995,0.137768,0.117498,0.09721,0.076896,2
0.263062,0.272455,0.280543,0.287236,0.292683,0.297147,0.300919,0.304035,0.306776,0.309167,0.311387,0.313433,0.315346,0.317236,0.31908,0.320967,0.322968,0.32509,0.327247,0.329448,0.331621,0.333733,0.335584,0.337167,0.338301,0.339001,0.339266,0.339189,0.33889,0.338462,0.337993,0.337496,0.337009,0.336525,0.335907,0.334871,0.333393,0.331681,0.329992,0.328329,0.326868,0.325481,0.324178,0.322818,1
0.361281,0.364793,0.367293,0.368749,0.369375,0.36934,0.368662,0.367563,0.366202,0.364668,0.363105,0.361667,0.36047,0.359529,0.359064,0.359184,0.360234,0.362159,0.364627,0.367289,0.36999,0.372531,0.374841,0.377008,0.378952,0.380314,0.380579,0.379562,0.377114,0.373865,0.37006,0.366054,0.362039,0.358078,0.354054,0.350101,0.346076,0.341857,0.337272,0.331678,0.324293,0.315089,0.303801,0.29045,1
0.329386,0.342529,0.353812,0.36327,0.371225,0.37829,0.38418,0.389589,0.394504,0.398845,0.402777,0.406389,0.409752,0.41297,0.416104,0.419063,0.421927,0.424721,0.427384,0.429933,0.432201,0.434006,0.434963,0.435121,0.434476,0.433351,0.431865,0.430244,0.428535,0.426512,0.424135,0.421546,0.418705,0.415442,0.411596,0.406901,0.401415,0.394894,0.387139,0.37811,0.367704,0.356182,0.343104,0.329016,1
0.00182,0.024268,0.046626,0.06885,0.091051,0.113294,0.135454,0.157513,0.179615,0.201694,0.223751,0.245823,0.267822,0.289822,0.311913,0.333808,0.355744,0.377575,0.39934,0.420982,0.442391,0.463602,0.484712,0.50564,0.526122,0.545788,0.564149,0.580336,0.593623,0.603262,0.609031,0.610582,0.607629,0.600611,0.589719,0.575549,0.558483,0.539145,0.517927,0.495391,0.472147,0.448463,0.424417,0.400256,2
0.227555,0.229552,0.231601,0.233648,0.235777,0.23795,0.240175,0.242441,0.244783,0.247161,0.249438,0.251566,0.253435,0.254958,0.256046,0.256761,0.257237,0.257704,0.258182,0.258689,0.259233,0.259763,0.260267,0.260762,0.261282,0.26189,0.262611,0.263427,0.264426,0.265583,0.266827,0.268128,0.2693,0.270103,0.270496,0.27058,0.270548,0.270474,0.270507,0.270608,0.270764,0.270795,0.27054,0.269985,1
0.368661,0.369013,0.369498,0.370036,0.370579,0.371129,0.371739,0.372358,0.372988,0.373639,0.374283,0.374933,0.375588,0.376263,0.376941,0.377619,0.378271,0.378859,0.379252,0.379044,0.377749,0.374899,0.369861,0.362326,0.352202,0.339615,0.324722,0.307967,0.289806,0.270663,0.250886,0.230644,0.210356,0.19007,0.169852,0.149721,0.129673,0.109635,0.089581,0.069567,0.049501,0.029395,0.00933,-0.010785,2
0.356045,0.365188,0.373443,0.380866,0.387359,0.392893,0.397454,0.401115,0.40411,0.406555,0.40866,0.41062,0.412484,0.414283,0.416058,0.417782,0.419522,0.421287,0.422873,0.424017,0.42458,0.424473,0.423887,0.422972,0.421867,0.420703,0.419496,0.418204,0.416602,0.41447,0.411435,0.407473,0.402636,0.397434,0.392056,0.386475,0.380431,0.373262,0.364767,0.354655,0.342895,0.329764,0.315313,0.299681,1
0.348253,0.359031,0.368419,0.37646,0.383161,0.388569,0.392923,0.396432,0.399478,0.40208,0.404489,0.406798,0.409027,0.411239,0.413403,0.415497,0.417385,0.418965,0.420061,0.420533,0.420343,0.419768,0.418924,0.418022,0.417035,0.416071,0.41494,0.413598,0.412033,0.409989,0.407301,0.403904,0.399854,0.395302,0.390455,0.385549,0.380458,0.374834,0.368119,0.360025,0.350408,0.339235,0.326691,0.312697,1
0.458481,0.457676,0.456464,0.454996,0.453416,0.451785,0.45014,0.448538,0.446931,0.445429,0.444023,0.442675,0.44136,0.440051,0.43876,0.437473,0.436201,0.434876,0.433128,0.430266,0.425575,0.418626,0.409314,0.39741,0.383365,0.367199,0.349852,0.331358,0.312173,0.292505,0.272655,0.252813,0.232739,0.212654,0.192535,0.172457,0.152337,0.132226,0.112042,0.091861,0.071658,0.051542,0.031424,0.01133,2
0.025891,0.04819,0.071079,0.094401,0.117732,0.140925,0.163689,0.185948,0.207773,0.229298,0.25067,0.271971,0.293201,0.314271,0.335014,0.355354,0.374957,0.393835,0.411648,0.428335,0.443545,0.457462,0.469955,0.481015,0.490629,0.498687,0.504856,0.508934,0.511076,0.511617,0.511221,0.510065,0.508653,0.507173,0.505787,0.504335,0.502585,0.500669,0.498588,0.496089,0.493047,0.48918,0.48391,0.477442,1
0.343661,0.347101,0.350487,0.353862,0.357146,0.360373,0.363517,0.366523,0.369355,0.37198,0.374287,0.37617,0.377587,0.378401,0.378486,0.377955,0.377014,0.375698,0.373841,0.371356,0.368231,0.364872,0.361748,0.358782,0.356059,0.353319,0.35037,0.34723,0.343976,0.3405,0.336795,0.332897,0.328921,0.324746,0.32025,0.315501,0.310171,0.304031,0.296662,0.287855,0.277298,0.264667,0.250551,0.235043,1
0.182875,0.204105,0.225468,0.246956,0.268413,0.289688,0.310981,0.332142,0.353054,0.373727,0.393885,0.41357,0.432668,0.450985,0.46848,0.484849,0.500078,0.513948,0.526355,0.537352,0.546819,0.554814,0.561508,0.566865,0.570893,0.57306,0.572766,0.569537,0.563194,0.553701,0.541316,0.526665,0.510228,0.492476,0.473973,0.454827,0.435187,0.415382,0.395271,0.375078,0.354801,0.334449,0.314008,0.293503,2
0.399581,0.397772,0.396241,0.395046,0.394132,0.393516,0.393093,0.392824,0.39264,0.392514,0.392419,0.392335,0.392251,0.392166,0.392085,0.392035,0.392039,0.392057,0.392087,0.391957,0.391362,0.389671,0.38624,0.380571,0.372412,0.361883,0.348948,0.334008,0.31751,0.299991,0.281697,0.262833,0.24367,0.224403,0.205133,0.185823,0.166496,0.147303,0.128036,0.108736,0.089447,0.070135,0.0508,0.03148,2
0.269301,0.270713,0.271973,0.273174,0.274451,0.275631,0.276923,0.278227,0.279673,0.281237,0.282992,0.284982,0.287303,0.289955,0.292829,0.295858,0.298601,0.300897,0.302738,0.303965,0.304748,0.305095,0.305196,0.305204,0.305164,0.305096,0.305035,0.304972,0.304939,0.304966,0.305147,0.305354,0.305554,0.305741,0.30576,0.30546,0.3047,0.303486,0.301952,0.299989,0.298076,0.296442,0.294952,0.293483,1
0.256425,0.255755,0.255196,0.254769,0.254376,0.254061,0.2538,0.253554,0.253314,0.253062,0.252832,0.25264,0.252428,0.252235,0.252039,0.251811,0.251584,0.251341,0.251069,0.250788,0.250502,0.250189,0.249872,0.249536,0.249212,0.248886,0.248569,0.248254,0.247974,0.247688,0.247441,0.247235,0.247115,0.247023,0.246952,0.246928,0.246898,0.246905,0.246926,0.246993,0.247082,0.247193,0.247302,0.247463,2
0.255991,0.256326,0.256724,0.257241,0.257905,0.258755,0.259899,0.261386,0.263104,0.264946,0.266672,0.268123,0.26912,0.269642,0.269586,0.268955,0.267915,0.266579,0.265148,0.263733,0.262372,0.261062,0.259837,0.258717,0.257752,0.257013,0.256528,0.256303,0.25633,0.25651,0.256778,0.257058,0.257339,0.257553,0.257508,0.257065,0.256266,0.255327,0.254371,0.253468,0.252681,0.251952,0.251141,0.250175,1
0.314011,0.333294,0.352013,0.370422,0.387932,0.404453,0.419831,0.433978,0.446781,0.458022,0.467766,0.475965,0.482613,0.487865,0.492035,0.495187,0.497585,0.499227,0.500328,0.501123,0.501969,0.502624,0.503409,0.503729,0.503275,0.501932,0.499544,0.495225,0.488087,0.478496,0.466599,0.452767,0.43729,0.420425,0.402828,0.384669,0.365543,0.345739,0.326033,0.305392,0.285442,0.265622,0.245264,0.224077,2
0.275402,0.273634,0.27204,0.270626,0.269351,0.268148,0.267001,0.265838,0.264687,0.2635,0.262301,0.261078,0.259796,0.258509,0.25722,0.255935,0.254634,0.253363,0.252156,0.250993,0.249873,0.248793,0.247707,0.246634,0.24558,0.244511,0.243467,0.242408,0.241317,0.240227,0.239145,0.2381,0.237096,0.236124,0.235226,0.234378,0.233618,0.232885,0.232195,0.231507,0.230823,0.230134,0.229456,0.228752,2
0.052712,0.07444,0.096137,0.117837,0.139576,0.161302,0.183036,0.204799,0.226577,0.248251,0.269941,0.291669,0.313291,0.334975,0.356615,0.378111,0.399461,0.420653,0.441677,0.462468,0.483017,0.503202,0.52288,0.541955,0.559966,0.576342,0.590564,0.601742,0.609219,0.612505,0.611361,0.605735,0.595673,0.581897,0.565015,0.545698,0.524798,0.502655,0.479774,0.456535,0.433173,0.409972,0.386791,0.363906,2
0.387199,0.402172,0.415814,0.428032,0.438645,0.44757,0.454807,0.460402,0.464465,0.467163,0.468744,0.469482,0.469479,0.468992,0.468165,0.467247,0.466289,0.465335,0.464421,0.463559,0.462781,0.462073,0.461388,0.460744,0.459914,0.45848,0.455866,0.451483,0.444807,0.435666,0.424114,0.410304,0.394436,0.376985,0.358393,0.33911,0.319403,0.299339,0.279153,0.258935,0.238712,0.218488,0.198403,0.178361,2
0.295322,0.295701,0.295276,0.294354,0.293139,0.2918,0.290423,0.289133,0.28795,0.286973,0.286161,0.285479,0.28491,0.284419,0.283986,0.283599,0.283256,0.282976,0.282749,0.282593,0.282506,0.282483,0.28254,0.282612,0.282702,0.282799,0.282879,0.282897,0.282889,0.282814,0.282644,0.282431,0.282181,0.281887,0.281559,0.281247,0.280927,0.280614,0.280331,0.280049,0.279743,0.27945,0.27915,0.27886,2
0.245702,0.265547,0.284369,0.302129,0.318564,0.333655,0.347341,0.359595,0.370273,0.379664,0.387835,0.394939,0.400995,0.406132,0.410483,0.414173,0.417377,0.420233,0.422683,0.424535,0.425546,0.425802,0.425282,0.424336,0.423169,0.421848,0.420541,0.419316,0.418111,0.416705,0.415326,0.413867,0.412206,0.410347,0.408164,0.405399,0.401876,0.397469,0.392329,0.386937,0.381676,0.376829,0.372143,0.367395,1
0.371638,0.374872,0.377865,0.380413,0.382743,0.384956,0.387032,0.388874,0.390655,0.392339,0.393958,0.395537,0.397066,0.398548,0.399993,0.401316,0.402233,0.40258,0.401808,0.399624,0.396305,0.392109,0.387707,0.383258,0.379024,0.374912,0.37076,0.366748,0.362837,0.358925,0.354881,0.350586,0.346076,0.34138,0.336348,0.330948,0.325155,0.31836,0.310316,0.30084,0.289564,0.276283,0.261396,0.245174,1
0.340272,0.347755,0.354999,0.361589,0.367387,0.372136,0.375915,0.378975,0.381856,0.384765,0.38779,0.390855,0.393848,0.396678,0.399373,0.401862,0.404288,0.406697,0.409063,0.411408,0.413635,0.415462,0.41671,0.417033,0.416492,0.415379,0.413868,0.412091,0.410013,0.407653,0.404689,0.400875,0.396063,0.390336,0.3842,0.377997,0.371994,0.366308,0.360411,0.353415,0.345274,0.335557,0.324045,0.311038,1
0.46006,0.462839,0.464131,0.464145,0.46303,0.461481,0.459749,0.457904,0.456053,0.454227,0.452422,0.450775,0.449264,0.448039,0.446968,0.446008,0.445096,0.444266,0.443326,0.441981,0.439872,0.436212,0.430448,0.422265,0.411597,0.398328,0.383002,0.366032,0.347663,0.328336,0.308586,0.288459,0.268271,0.248155,0.228004,0.208183,0.188347,0.168366,0.148431,0.128434,0.108412,0.088315,0.068218,0.048142,2
0.281528,0.279807,0.278269,0.276938,0.27582,0.2748,0.273806,0.27282,0.27183,0.27085,0.269841,0.268795,0.267768,0.266768,0.265752,0.264725,0.263699,0.2627,0.261735,0.260802,0.259867,0.258921,0.257946,0.257006,0.256065,0.255193,0.25434,0.253592,0.252904,0.252269,0.251671,0.251073,0.250463,0.249832,0.249204,0.248533,0.247857,0.247163,0.246423,0.245684,0.244922,0.244144,0.243336,0.242415,2
0.292689,0.292723,0.292676,0.292566,0.29245,0.292353,0.292255,0.292117,0.291936,0.291734,0.291516,0.291338,0.291159,0.290963,0.290768,0.290515,0.290091,0.289426,0.28843,0.287079,0.285475,0.283702,0.281814,0.279847,0.277798,0.275711,0.273602,0.271465,0.269347,0.26726,0.265262,0.263245,0.261225,0.259125,0.256858,0.254373,0.251646,0.248892,0.246195,0.243708,0.241525,0.239562,0.237603,0.235394,1
0.219664,0.220043,0.220467,0.221087,0.222039,0.223299,0.224853,0.226594,0.228342,0.230124,0.231914,0.233652,0.2354,0.237173,0.239013,0.240867,0.242682,0.244526,0.2464,0.248258,0.25013,0.25201,0.253888,0.255746,0.257596,0.259439,0.261273,0.26312,0.264986,0.266891,0.26879,0.270722,0.27266,0.274609,0.276521,0.278411,0.280302,0.282158,0.283939,0.285723,0.287422,0.289127,0.29083,0.292518,2
0.246932,0.247818,0.248704,0.249596,0.250495,0.251483,0.252672,0.254125,0.255834,0.257862,0.260291,0.262976,0.265728,0.268302,0.2706,0.272441,0.273819,0.274705,0.275169,0.275267,0.275146,0.274912,0.274625,0.274331,0.274024,0.273749,0.273556,0.27346,0.273475,0.273619,0.273861,0.274207,0.27466,0.275121,0.275494,0.275594,0.275431,0.275048,0.274699,0.274384,0.274194,0.274127,0.274039,0.273735,1
0.25748,0.278254,0.298967,0.319627,0.340051,0.360265,0.380224,0.399839,0.419182,0.438207,0.45665,0.474632,0.491779,0.507838,0.522763,0.536352,0.548205,0.558632,0.56734,0.574382,0.579597,0.582305,0.582308,0.579104,0.572566,0.562613,0.549731,0.534876,0.517696,0.499128,0.479528,0.459338,0.438788,0.418191,0.397496,0.376947,0.356454,0.336015,0.315544,0.29488,0.274232,0.253603,0.232864,0.21215,2
