@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute target {1,2}

@data
5.23789,3.854579,2.87647,1.918538,1.221225,0.66872,0.310071,0.092038,-0.024619,0.226192,1.812779,6.085289,2.356294,-0.07168,1.391988,0.333245,-0.880841,-1.138781,-1.338199,-1.630495,-1.738684,-1.889823,-1.903759,-1.909669,-1.812066,-1.759708,-1.673274,-1.63361,-1.508829,-1.291463,-1.358121,-1.428946,-1.319103,-1.215464,-1.238372,-1.401202,-1.497556,-1.166839,-0.839126,-0.903283,-0.777902,-0.863348,-1.196376,-1.057658,-1.35035,-1.758874,-1.746467,-1.885958,-1.716913,-1.556835,-1.21589,-0.809666,-0.121867,0.844351,2.28206,4.323284,6.986212,9.45129,10.292295,8.968682,6.920855,4.240888,1.664394,-0.550248,-2.255475,-3.491148,-4.456232,-5.155881,-5.634098,-5.969625,-6.215306,1
5.235951,3.854638,2.877287,1.919412,1.225702,0.675304,0.314681,0.096636,-0.027822,0.224247,1.803439,6.062112,2.335112,-0.0998,1.368085,0.322551,-0.887286,-1.142506,-1.334846,-1.626787,-1.73402,-1.886031,-1.900026,-1.906546,-1.810932,-1.762139,-1.676428,-1.63824,-1.515752,-1.291161,-1.35562,-1.424597,-1.315687,-1.211558,-1.235929,-1.401596,-1.496753,-1.167636,-0.842488,-0.908147,-0.78185,-0.864243,-1.193941,-1.055982,-1.350182,-1.756714,-1.743434,-1.881809,-1.714826,-1.555764,-1.212727,-0.808594,-0.118642,0.847115,2.28558,4.326151,6.995113,9.453871,10.297589,8.976917,6.93206,4.248561,1.671148,-0.547606,-2.253568,-3.488515,-4.455817,-5.152759,-5.632154,-5.967477,-6.212328,1
5.192669,3.820751,2.850241,1.904083,1.210434,0.665505,0.30876,0.102399,-0.006073,0.272131,1.959862,6.45512,2.503011,-0.052434,1.493185,0.369714,-0.926407,-1.183807,-1.372194,-1.64588,-1.736959,-1.893664,-1.905561,-1.908572,-1.811913,-1.763987,-1.680984,-1.639889,-1.508254,-1.269658,-1.337435,-1.407925,-1.288888,-1.17848,-1.210796,-1.383289,-1.488406,-1.143993,-0.801371,-0.877393,-0.747379,-0.830136,-1.166417,-1.016997,-1.334644,-1.764213,-1.751945,-1.906092,-1.743406,-1.585241,-1.258287,-0.865112,-0.188197,0.768817,2.208142,4.235862,6.902897,9.378815,10.232923,8.920458,6.898535,4.208949,1.630649,-0.590546,-2.299177,-3.525487,-4.481927,-5.172128,-5.644132,-5.976848,-6.221388,1
5.196308,3.822867,2.854959,1.904233,1.214232,0.667424,0.309402,0.105203,-0.00495,0.274073,1.961986,6.465712,2.50968,-0.053369,1.497623,0.371714,-0.928847,-1.185079,-1.37387,-1.648053,-1.738678,-1.895551,-1.908139,-1.910141,-1.815277,-1.766212,-1.682782,-1.641372,-1.50957,-1.2701,-1.338538,-1.408272,-1.289136,-1.178755,-1.21065,-1.382368,-1.488064,-1.14217,-0.797758,-0.874191,-0.745122,-0.826226,-1.162902,-1.016038,-1.333294,-1.763981,-1.751182,-1.904769,-1.744423,-1.589483,-1.259375,-0.864997,-0.187764,0.765901,2.202597,4.232801,6.895148,9.366471,10.224885,8.92528,6.898832,4.211075,1.632345,-0.590905,-2.297047,-3.525816,-4.48287,-5.173367,-5.646459,-5.979161,-6.223674,1
5.204386,3.829519,2.864468,1.909814,1.219723,0.67395,0.315605,0.106356,-0.002464,0.273917,1.949588,6.426868,2.496001,-0.054647,1.482315,0.361673,-0.924571,-1.181656,-1.370074,-1.643673,-1.733427,-1.891072,-1.903875,-1.906876,-1.810618,-1.762666,-1.679898,-1.637967,-1.505846,-1.26987,-1.3364,-1.406484,-1.289781,-1.182006,-1.211797,-1.381068,-1.487049,-1.147672,-0.806242,-0.882334,-0.752862,-0.83411,-1.167192,-1.019135,-1.336166,-1.763888,-1.752284,-1.903401,-1.739817,-1.583318,-1.255066,-0.861119,-0.183959,0.773692,2.213121,4.245275,6.909324,9.37689,10.226716,8.914615,6.897967,4.209186,1.628486,-0.594675,-2.301798,-3.529488,-4.48774,-5.175978,-5.649651,-5.982006,-6.225773,1
5.123718,3.7795,2.82646,1.888518,1.204673,0.664067,0.308733,0.10624,-0.014826,0.240189,1.832706,6.098267,2.362549,-0.065851,1.376368,0.293035,-0.915017,-1.160373,-1.349113,-1.619636,-1.701401,-1.845686,-1.852725,-1.858348,-1.760962,-1.720857,-1.647134,-1.614585,-1.490766,-1.271796,-1.33546,-1.408466,-1.301952,-1.205219,-1.231707,-1.392484,-1.49004,-1.173609,-0.855529,-0.929991,-0.813901,-0.890852,-1.198683,-1.054445,-1.354183,-1.767355,-1.756864,-1.897413,-1.730833,-1.578372,-1.271588,-0.852713,-0.16049,0.806758,2.267194,4.340724,7.047143,9.535725,10.363122,8.983874,6.917088,4.215933,1.626948,-0.576561,-2.272095,-3.491923,-4.448076,-5.138876,-5.61154,-5.944121,-6.185116,1
5.137467,3.791538,2.834733,1.900203,1.216085,0.673534,0.318501,0.112248,-0.010023,0.246972,1.838169,6.100687,2.366702,-0.06464,1.377952,0.293304,-0.917638,-1.164981,-1.347678,-1.619669,-1.70184,-1.845973,-1.854817,-1.861841,-1.765399,-1.726344,-1.649858,-1.616763,-1.49386,-1.273922,-1.339946,-1.412014,-1.304395,-1.209329,-1.237767,-1.398526,-1.495441,-1.17937,-0.860298,-0.933488,-0.816303,-0.896146,-1.203542,-1.061662,-1.3613,-1.767978,-1.757207,-1.896581,-1.734946,-1.583765,-1.272253,-0.854301,-0.160613,0.805743,2.261755,4.330257,7.030624,9.528662,10.360618,8.98691,6.923936,4.213506,1.632732,-0.574317,-2.269845,-3.489991,-4.444116,-5.13318,-5.604557,-5.935929,-6.178488,1
5.128092,3.780145,2.831828,1.894067,1.207873,0.667926,0.312347,0.110705,-0.007292,0.247272,1.840701,6.10392,2.374854,-0.051108,1.390252,0.301061,-0.905832,-1.150722,-1.340874,-1.613045,-1.690481,-1.835412,-1.842613,-1.842978,-1.742854,-1.706596,-1.632716,-1.60083,-1.476468,-1.259213,-1.319985,-1.396051,-1.294256,-1.195601,-1.223998,-1.380526,-1.482757,-1.16741,-0.851285,-0.933028,-0.822232,-0.900815,-1.198836,-1.047484,-1.358619,-1.775222,-1.770059,-1.909644,-1.744146,-1.591233,-1.293076,-0.876142,-0.182298,0.795154,2.267828,4.361187,7.060028,9.537144,10.3509,8.958445,6.892524,4.182372,1.607715,-0.590243,-2.281019,-3.504808,-4.465475,-5.156777,-5.62902,-5.961246,-6.202014,1
5.108786,3.767978,2.81469,1.900415,1.229383,0.696405,0.339975,0.123255,0.004907,0.248452,1.706808,5.697468,2.180792,-0.12135,1.234449,0.217108,-0.928456,-1.174148,-1.336858,-1.593071,-1.682529,-1.852978,-1.864542,-1.868109,-1.777867,-1.74128,-1.666639,-1.62761,-1.505682,-1.3029,-1.360737,-1.431089,-1.328834,-1.245219,-1.279489,-1.422041,-1.507409,-1.218638,-0.918963,-0.98876,-0.879799,-0.957657,-1.236478,-1.096724,-1.375354,-1.746893,-1.720237,-1.842091,-1.683453,-1.516003,-1.207984,-0.783056,-0.086375,0.893227,2.364649,4.44302,7.165313,9.673123,10.475302,9.057544,6.960333,4.22772,1.631605,-0.580906,-2.273671,-3.4746,-4.404505,-5.0691,-5.530942,-5.85588,-6.095803,1
5.136629,3.795301,2.837002,1.915255,1.242791,0.710245,0.354987,0.135631,0.008124,0.241929,1.713046,5.704357,2.195699,-0.107371,1.246965,0.225769,-0.919065,-1.166905,-1.331976,-1.597722,-1.693318,-1.857179,-1.857011,-1.850864,-1.76164,-1.729164,-1.657046,-1.618868,-1.497377,-1.292057,-1.345351,-1.418066,-1.316384,-1.231951,-1.267066,-1.408666,-1.497326,-1.210174,-0.916025,-0.991022,-0.894104,-0.98269,-1.259638,-1.115669,-1.400241,-1.762116,-1.736493,-1.852876,-1.689849,-1.521338,-1.220877,-0.797391,-0.101157,0.886712,2.35946,4.457148,7.171217,9.676283,10.457568,9.016547,6.929227,4.20234,1.620355,-0.575061,-2.273106,-3.520469,-4.435758,-5.077338,-5.533388,-5.856812,-6.094622,1
5.122466,3.773217,2.823613,1.903892,1.233099,0.702146,0.34708,0.132,0.016366,0.260898,1.730868,5.733279,2.211972,-0.099532,1.255736,0.233307,-0.912623,-1.160606,-1.330773,-1.59159,-1.673788,-1.843828,-1.854631,-1.858352,-1.768551,-1.732844,-1.657592,-1.618722,-1.493533,-1.289271,-1.351476,-1.4257,-1.326973,-1.243344,-1.27609,-1.419477,-1.506648,-1.215319,-0.916649,-0.990681,-0.888934,-0.969216,-1.241091,-1.096375,-1.381024,-1.759007,-1.741005,-1.85961,-1.700426,-1.529689,-1.225609,-0.806315,-0.107564,0.876803,2.353826,4.448573,7.164453,9.665884,10.459118,9.019157,6.933752,4.203817,1.619261,-0.579091,-2.2656,-3.471313,-4.409506,-5.089234,-5.550961,-5.877152,-6.117273,1
5.082218,3.736541,2.78583,1.858828,1.187847,0.651317,0.309448,0.108241,0.001783,0.289263,1.972495,6.427545,2.519986,-0.006934,1.509951,0.386959,-0.894444,-1.157647,-1.349901,-1.623125,-1.709639,-1.864364,-1.87683,-1.874688,-1.778958,-1.734386,-1.656961,-1.615646,-1.483943,-1.251996,-1.313476,-1.392318,-1.282026,-1.178168,-1.209675,-1.376299,-1.479758,-1.146061,-0.805286,-0.886861,-0.768416,-0.859101,-1.178383,-1.027098,-1.349358,-1.783603,-1.779328,-1.933246,-1.768513,-1.618564,-1.321377,-0.912048,-0.22678,0.745273,2.203372,4.282101,6.982273,9.47951,10.318784,8.918915,6.858103,4.154616,1.575598,-0.62318,-2.313305,-3.526863,-4.473341,-5.156694,-5.627347,-5.954667,-6.196193,1
5.081953,3.734233,2.791297,1.863176,1.186087,0.64988,0.305836,0.104267,0.002317,0.288236,1.969391,6.426951,2.522007,-0.006633,1.510594,0.387722,-0.889851,-1.154257,-1.349037,-1.621608,-1.706437,-1.862649,-1.874057,-1.873445,-1.777015,-1.732289,-1.654284,-1.613251,-1.482867,-1.249503,-1.312522,-1.390023,-1.281509,-1.177764,-1.210115,-1.377861,-1.483067,-1.147444,-0.80676,-0.889178,-0.772121,-0.86424,-1.183601,-1.031072,-1.354793,-1.788433,-1.784771,-1.93702,-1.771802,-1.621579,-1.333627,-0.922477,-0.23672,0.732384,2.192136,4.273115,6.972643,9.476572,10.322472,8.931606,6.865189,4.166947,1.587719,-0.60928,-2.298846,-3.517761,-4.46973,-5.152876,-5.62426,-5.952744,-6.19355,1
5.078338,3.73328,2.787616,1.860511,1.184596,0.652211,0.306138,0.108745,0.004697,0.294937,1.979972,6.440063,2.53445,-0.004484,1.522036,0.392093,-0.89287,-1.1542,-1.349348,-1.624402,-1.710577,-1.864991,-1.878078,-1.878646,-1.781383,-1.737654,-1.657292,-1.618666,-1.485061,-1.253011,-1.316442,-1.392242,-1.280799,-1.178027,-1.209574,-1.378616,-1.482236,-1.144845,-0.80286,-0.883806,-0.764542,-0.856666,-1.17903,-1.029582,-1.349384,-1.78448,-1.782151,-1.935272,-1.769672,-1.623126,-1.324933,-0.918041,-0.226122,0.739306,2.198279,4.270435,6.967597,9.467448,10.306942,8.936449,6.862639,4.161537,1.578603,-0.619327,-2.309583,-3.524638,-4.474983,-5.157219,-5.628047,-5.955413,-6.196597,1
5.161044,3.817199,2.850113,1.90139,1.218905,0.678932,0.323816,0.110768,-0.027487,0.205923,1.774544,6.01415,2.313538,-0.134652,1.279011,0.228541,-0.955884,-1.195186,-1.400097,-1.673857,-1.735623,-1.869327,-1.868759,-1.865102,-1.773107,-1.745167,-1.674585,-1.643885,-1.517329,-1.292668,-1.344499,-1.409178,-1.298422,-1.198414,-1.223184,-1.381785,-1.481453,-1.169903,-0.84448,-0.912226,-0.790414,-0.87794,-1.186658,-1.042507,-1.346536,-1.752261,-1.745644,-1.894786,-1.738783,-1.56156,-1.232848,-0.801099,-0.100357,0.875757,2.326606,4.388972,7.068215,9.543395,10.393113,8.947975,6.927921,4.231303,1.650118,-0.55099,-2.268896,-3.490769,-4.450107,-5.117163,-5.578791,-5.91296,-6.153921,1
5.174895,3.827625,2.8609,1.911423,1.224046,0.684756,0.330119,0.117432,-0.017206,0.218893,1.793945,6.044192,2.333112,-0.121507,1.300798,0.245259,-0.941614,-1.1833,-1.39198,-1.664568,-1.73445,-1.87079,-1.874979,-1.8752,-1.782383,-1.750317,-1.67828,-1.650004,-1.525605,-1.299958,-1.353105,-1.41778,-1.30487,-1.201307,-1.228309,-1.384444,-1.483418,-1.169501,-0.845716,-0.913117,-0.783382,-0.870782,-1.185786,-1.045729,-1.341921,-1.746934,-1.742665,-1.889156,-1.730971,-1.557684,-1.23729,-0.802637,-0.092592,0.882512,2.334248,4.382081,7.053001,9.513541,10.353934,8.924818,6.934672,4.227173,1.643443,-0.559636,-2.27631,-3.50223,-4.459964,-5.131152,-5.594919,-5.929464,-6.171903,1
5.142593,3.792672,2.835805,1.893176,1.209813,0.668538,0.313178,0.099176,-0.035785,0.202061,1.769842,5.999383,2.311301,-0.136117,1.27847,0.231859,-0.95316,-1.190548,-1.397366,-1.672617,-1.738536,-1.874258,-1.87426,-1.877436,-1.784367,-1.750612,-1.677851,-1.648703,-1.524398,-1.299572,-1.355814,-1.41975,-1.306991,-1.205232,-1.229645,-1.386495,-1.484239,-1.173883,-0.845444,-0.911771,-0.787624,-0.874455,-1.187199,-1.048707,-1.34166,-1.749198,-1.737504,-1.884304,-1.720776,-1.546807,-1.214333,-0.789938,-0.082583,0.893386,2.335266,4.385171,7.057789,9.541292,10.417128,8.975006,6.94676,4.241155,1.652262,-0.54968,-2.270879,-3.487209,-4.441459,-5.107548,-5.569444,-5.902715,-6.144213,1
5.162674,3.795017,2.828172,1.872291,1.193033,0.647179,0.295002,0.082217,-0.034385,0.221508,1.833268,6.1841,2.390958,-0.082748,1.406134,0.339201,-0.895328,-1.152908,-1.361851,-1.645139,-1.729863,-1.873516,-1.878406,-1.87312,-1.768362,-1.72621,-1.649165,-1.606826,-1.464947,-1.223433,-1.283976,-1.372833,-1.276555,-1.176481,-1.196528,-1.357252,-1.461256,-1.137296,-0.810971,-0.897342,-0.780509,-0.870433,-1.178987,-1.025399,-1.342165,-1.771826,-1.768415,-1.912087,-1.741807,-1.572326,-1.272346,-0.867983,-0.179207,0.790198,2.262509,4.349235,7.035145,9.488722,10.30523,8.902484,6.905105,4.201893,1.634698,-0.55481,-2.267616,-3.506078,-4.482921,-5.18591,-5.662144,-6.000451,-6.245855,1
5.135637,3.769682,2.804473,1.859065,1.182011,0.641275,0.293185,0.083993,-0.035406,0.224114,1.816343,6.142554,2.384287,-0.087188,1.390897,0.329342,-0.900004,-1.155772,-1.365266,-1.648407,-1.732439,-1.874837,-1.881244,-1.875359,-1.770329,-1.72976,-1.652907,-1.611831,-1.469866,-1.234318,-1.294039,-1.381102,-1.282208,-1.186081,-1.208216,-1.368075,-1.466541,-1.14654,-0.81904,-0.90212,-0.785983,-0.874497,-1.184763,-1.036384,-1.347585,-1.772613,-1.764186,-1.907762,-1.735404,-1.568181,-1.255724,-0.853058,-0.165825,0.803236,2.267244,4.353152,7.042767,9.514984,10.356918,8.943248,6.902141,4.212818,1.640393,-0.550614,-2.265378,-3.490809,-4.463787,-5.162686,-5.637719,-5.974202,-6.217704,1
5.137046,3.778431,2.816931,1.869906,1.190816,0.651863,0.301359,0.089079,-0.029994,0.226265,1.814783,6.135952,2.37756,-0.086677,1.38637,0.323315,-0.899887,-1.159426,-1.365345,-1.650146,-1.733995,-1.878615,-1.884775,-1.881715,-1.778831,-1.736253,-1.657794,-1.620694,-1.479,-1.243169,-1.304246,-1.38987,-1.291383,-1.195004,-1.21541,-1.377155,-1.473762,-1.151441,-0.825822,-0.903797,-0.787933,-0.876312,-1.190171,-1.047213,-1.349591,-1.772527,-1.759981,-1.906714,-1.732341,-1.563343,-1.249951,-0.840634,-0.154212,0.810659,2.273602,4.346876,7.037205,9.508608,10.354142,8.937633,6.919525,4.225948,1.648055,-0.550335,-2.262547,-3.487251,-4.457256,-5.153225,-5.630193,-5.966094,-6.209896,1
