@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute target {1,2}

@data
0.42541,0.471106,0.508508,0.467034,0.428577,0.445748,0.419485,0.410393,0.321133,0.343712,0.277074,0.307065,0.222372,0.058029,-0.094356,-0.233902,-0.402629,-0.577328,-0.696953,-0.787611,-0.878231,-0.881751,-0.832607,-0.678067,-0.482269,-0.291943,-0.14197,-0.045515,0.054237,0.141386,0.22959,0.318238,0.344268,0.192065,0.02973,0.013455,0.042401,0.097585,0.177085,0.279444,1
0.289682,0.372081,0.426545,0.423817,0.411748,0.369409,0.307658,0.314438,0.25958,0.158529,0.67726,0.634415,0.525515,0.330558,0.139061,-0.083493,-0.241231,-0.419463,-0.645419,-0.647152,-0.673765,-0.677985,-0.650246,-0.668814,-0.540305,-0.352325,-0.324699,-0.309227,-0.341663,-0.302531,-0.303769,-0.270103,-0.179227,-0.089511,0.024816,0.066058,0.194004,0.418275,0.623415,0.754062,2
0.316818,0.376624,0.479279,0.388119,0.243867,0.263214,0.217805,0.242871,0.183264,0.147926,0.637245,0.682911,0.597469,0.469861,0.259003,0.040918,-0.258654,-0.471102,-0.597165,-0.645374,-0.663783,-0.690556,-0.739038,-0.690442,-0.486697,-0.28537,-0.226105,-0.17987,-0.16516,-0.116905,-0.118214,-0.369816,-0.337864,-0.228927,-0.02805,0.128095,0.18315,0.316562,0.478995,0.645098,2
0.382887,0.500936,0.491172,0.443666,0.273384,0.19198,0.12898,0.141036,0.010215,-0.022919,0.508981,0.627364,0.655653,0.538941,0.351853,0.117737,-0.095969,-0.356154,-0.476272,-0.539565,-0.567902,-0.537488,-0.535077,-0.523428,-0.491749,-0.5457,-0.548876,-0.504712,-0.51512,-0.47024,-0.413448,-0.320465,-0.174795,-0.013729,0.107209,0.169444,0.263167,0.407237,0.620799,0.720968,2
0.58958,0.650717,0.639658,0.609326,0.582436,0.502787,0.430353,0.308434,0.2093,0.21146,0.261537,0.198857,0.072192,-0.089931,-0.286586,-0.406252,-0.602039,-0.757901,-0.790218,-0.853091,-0.847122,-0.816363,-0.703012,-0.490242,-0.30581,-0.123443,-0.027275,0.031109,0.041576,0.126162,0.155703,0.100848,0.044381,-0.008112,-0.033514,-0.013153,0.04853,0.274875,0.479766,0.584477,1
0.308459,0.403567,0.435936,0.464259,0.440732,0.423911,0.382949,0.334054,0.300117,0.246789,0.579938,0.646405,0.551002,0.485876,0.316733,0.139907,-0.053445,-0.301534,-0.454591,-0.673716,-0.670829,-0.682374,-0.758296,-0.754318,-0.670213,-0.528824,-0.45047,-0.396983,-0.386572,-0.308149,-0.298738,-0.265346,-0.207143,-0.071599,-0.001277,0.068508,0.164706,0.277113,0.451711,0.511745,2
0.3465,0.475337,0.550497,0.5221,0.480302,0.384574,0.317799,0.254216,0.193648,0.198258,0.59731,0.500872,0.347437,0.150305,-0.048144,-0.285561,-0.535996,-0.569401,-0.604488,-0.558275,-0.556857,-0.537731,-0.489018,-0.439089,-0.283856,-0.310683,-0.289936,-0.321955,-0.321727,-0.294521,-0.306655,-0.313702,-0.13676,0.038668,0.083303,0.069902,0.176676,0.390527,0.481772,0.644351,1
0.276492,0.342932,0.416763,0.356216,0.325229,0.311257,0.246979,0.241324,0.186171,0.146155,0.643553,0.6705,0.592558,0.413935,0.262116,0.058328,-0.173119,-0.392809,-0.518734,-0.569503,-0.623373,-0.63965,-0.661963,-0.618882,-0.571,-0.449977,-0.388361,-0.357636,-0.343283,-0.317834,-0.307853,-0.275013,-0.168985,-0.044873,-0.002979,0.106661,0.245886,0.363867,0.549049,0.669858,2
0.278606,0.364582,0.412229,0.37144,0.344681,0.306921,0.28031,0.225805,0.147676,0.117762,0.60528,0.626422,0.518463,0.348489,0.209375,0.136295,-0.017818,-0.21678,-0.46705,-0.596327,-0.632816,-0.679454,-0.708463,-0.759624,-0.704992,-0.587714,-0.474034,-0.402173,-0.348636,-0.284622,-0.252247,-0.218336,-0.094453,0.052823,0.133097,0.221703,0.29512,0.379034,0.481376,0.588051,2
0.476326,0.508817,0.4516,0.422916,0.409266,0.385514,0.365072,0.374331,0.328709,0.289165,0.485346,0.482426,0.342943,0.174883,0.00226,-0.126343,-0.224855,-0.410278,-0.522572,-0.566834,-0.596364,-0.672725,-0.745668,-0.719082,-0.698986,-0.501053,-0.33029,-0.263057,-0.249667,-0.165562,-0.107934,-0.044768,0.023299,0.100378,0.035666,0.01157,0.085392,0.234977,0.408639,0.546543,1
0.283609,0.324341,0.34874,0.344037,0.359808,0.324362,0.182967,0.17779,0.102778,0.07059,0.628682,0.745655,0.740067,0.518375,0.325117,0.095141,-0.128946,-0.448489,-0.536648,-0.519842,-0.548729,-0.47005,-0.408154,-0.429836,-0.460428,-0.461959,-0.521093,-0.501979,-0.517533,-0.495917,-0.458831,-0.398705,-0.279978,-0.085928,0.058918,0.148751,0.256685,0.398986,0.536799,0.700846,2
0.256379,0.169917,0.189645,0.383045,0.307481,0.160912,0.147261,0.142659,0.079183,0.078127,0.605728,0.702649,0.680411,0.52127,0.320317,0.095102,-0.170735,-0.370199,-0.538418,-0.586819,-0.560773,-0.618392,-0.638868,-0.666324,-0.629026,-0.496746,-0.415458,-0.320189,-0.274129,-0.216223,-0.186236,-0.158538,-0.079275,-0.009071,0.118837,0.106573,0.156839,0.395353,0.569356,0.748379,2
0.349614,0.298302,0.238012,0.217666,0.218889,0.212356,0.115334,0.0757,0.062945,0.112396,0.608164,0.708178,0.673526,0.508751,0.252245,0.067945,-0.16732,-0.397179,-0.624277,-0.689884,-0.717319,-0.747263,-0.775419,-0.75927,-0.654274,-0.488824,-0.439008,-0.347934,-0.302808,-0.264452,-0.191042,-0.091173,0.02822,0.121192,0.255986,0.302846,0.391711,0.535173,0.599551,0.702741,2
0.212129,0.373446,0.432682,0.516576,0.448425,0.443645,0.451373,0.445334,0.427003,0.407198,0.506044,0.57024,0.600505,0.525562,0.342786,0.194782,-0.04241,-0.27146,-0.480375,-0.563391,-0.459563,-0.379584,-0.313123,-0.253024,-0.158851,-0.212479,-0.399066,-0.608189,-0.620086,-0.605097,-0.544388,-0.465476,-0.336986,-0.180777,-0.053046,-0.078207,-0.053682,-0.035832,0.038231,0.179132,1
0.275443,0.250176,0.189558,0.233663,0.236651,0.398006,0.363501,0.359999,0.268953,0.197498,0.571466,0.468948,0.428073,0.243232,0.043418,-0.130646,-0.278473,-0.520538,-0.555345,-0.636185,-0.676565,-0.688579,-0.738571,-0.663222,-0.447589,-0.305162,-0.265405,-0.198055,-0.167203,-0.078903,-0.023086,0.013085,0.046648,0.071146,0.041326,0.088166,0.201905,0.371048,0.484555,0.52706,2
0.343186,0.345016,0.472081,0.516946,0.465179,0.308178,0.2887,0.280151,0.309146,0.27819,0.440053,0.468499,0.372678,0.276124,0.136536,-0.065956,-0.27217,-0.35587,-0.384695,-0.370833,-0.331432,-0.378886,-0.429345,-0.447882,-0.400272,-0.381657,-0.4049,-0.40286,-0.369787,-0.370676,-0.306752,-0.257573,-0.267351,-0.182811,-0.052586,0.020427,0.140171,0.199441,0.298086,0.475506,2
0.474353,0.555216,0.514702,0.398836,0.361775,0.344108,0.295127,0.275284,0.212301,0.21074,0.385473,0.406404,0.317619,0.224836,0.101308,-0.080892,-0.232123,-0.37416,-0.38754,-0.410923,-0.459573,-0.503446,-0.535918,-0.583409,-0.534334,-0.555785,-0.518771,-0.477311,-0.405862,-0.32947,-0.260338,-0.203978,-0.078621,0.032637,0.146464,0.175666,0.205159,0.302553,0.41305,0.578843,2
0.347401,0.343711,0.405286,0.364599,0.312897,0.285321,0.208486,0.202673,0.121671,0.180565,0.614216,0.707613,0.694369,0.530506,0.325876,0.096908,-0.188167,-0.457742,-0.649957,-0.658497,-0.60953,-0.58559,-0.617996,-0.563428,-0.506949,-0.467271,-0.466926,-0.416365,-0.43083,-0.374086,-0.362567,-0.292712,-0.143234,-0.062841,0.077692,0.146433,0.229055,0.399049,0.559621,0.700739,2
0.316552,0.218665,0.207646,0.244773,0.225132,0.229577,0.204612,0.249404,0.172436,0.201898,0.699692,0.774744,0.618598,0.416143,0.187207,-0.073055,-0.307394,-0.509929,-0.666983,-0.711546,-0.773118,-0.738706,-0.772133,-0.677174,-0.550622,-0.35019,-0.307501,-0.242216,-0.198462,-0.131021,-0.134454,-0.11114,-0.087368,-0.036186,0.184199,0.244188,0.313252,0.396023,0.56851,0.705946,2
0.244387,0.234666,0.347231,0.334791,0.310232,0.32676,0.244241,0.212506,0.139365,0.097836,0.62236,0.739797,0.728607,0.510335,0.342945,0.067497,-0.20058,-0.422305,-0.646307,-0.719179,-0.737984,-0.763695,-0.785831,-0.780836,-0.668321,-0.529776,-0.318727,-0.184493,-0.105622,-0.058314,-0.059171,-0.046854,-0.039704,-0.034589,0.005091,0.036571,0.141128,0.323503,0.479457,0.612982,2
0.34996,0.449505,0.460141,0.433223,0.407925,0.376093,0.351251,0.314026,0.243298,0.233397,0.686632,0.778531,0.749206,0.547684,0.26966,-0.053415,-0.287933,-0.416272,-0.637359,-0.770291,-0.711668,-0.752641,-0.718404,-0.747652,-0.587406,-0.492014,-0.408371,-0.321791,-0.305736,-0.251417,-0.242301,-0.167623,-0.144933,-0.127283,-0.08912,0.000093,0.144639,0.295135,0.495644,0.647584,2
0.266075,0.249465,0.197864,0.237735,0.218659,0.192809,0.206605,0.197142,0.165614,0.173708,0.699798,0.793013,0.77436,0.550102,0.305473,0.130525,-0.155146,-0.47391,-0.644501,-0.780328,-0.860817,-0.86891,-0.817958,-0.740856,-0.576292,-0.447739,-0.351437,-0.313309,-0.291892,-0.220319,-0.194618,-0.119085,0.009871,0.052168,0.15635,0.261543,0.327886,0.481517,0.558594,0.65024,2
0.022083,0.114946,0.283662,0.281218,0.335949,0.303115,0.309309,0.343208,0.364209,0.387727,0.800989,0.942799,0.905925,0.788504,0.560775,0.352789,0.102751,-0.125999,-0.297418,-0.340125,-0.324761,-0.361708,-0.296089,-0.247238,-0.253941,-0.389001,-0.56725,-0.710681,-0.766331,-0.765025,-0.739377,-0.664081,-0.510235,-0.304098,-0.199597,-0.047987,0.058643,0.110155,0.206696,0.335489,2
0.344226,0.394111,0.309946,0.273403,0.248984,0.230675,0.235277,0.232818,0.213657,0.202215,0.661724,0.675431,0.694956,0.477326,0.322923,0.051098,-0.216661,-0.411131,-0.591287,-0.652878,-0.675829,-0.691581,-0.668915,-0.646833,-0.51159,-0.438649,-0.435995,-0.363858,-0.366877,-0.357577,-0.333157,-0.245876,-0.097292,0.017963,0.148556,0.187266,0.219257,0.364384,0.528063,0.67173,2
0.384888,0.380323,0.408786,0.371544,0.361877,0.332505,0.293486,0.286876,0.275681,0.257855,0.505558,0.571119,0.448817,0.276962,0.102008,-0.047931,-0.161434,-0.343436,-0.489593,-0.609415,-0.627984,-0.713436,-0.750865,-0.702943,-0.772388,-0.662995,-0.505847,-0.384474,-0.331079,-0.221398,-0.120577,-0.05671,0.085318,0.163108,0.260582,0.238831,0.238191,0.331988,0.383834,0.542366,1
0.67496,0.639101,0.59965,0.52677,0.494531,0.4489,0.471651,0.433595,0.428813,0.412137,0.341481,0.298591,0.241326,0.112785,-0.0042,-0.106759,-0.2956,-0.470592,-0.580229,-0.645397,-0.715811,-0.753522,-0.797579,-0.775216,-0.67351,-0.525656,-0.384292,-0.316014,-0.200813,-0.143344,-0.056369,-0.101614,0.005497,-0.034875,0.011415,0.072945,0.093757,0.236259,0.471341,0.565886,1
0.341627,0.374961,0.49462,0.561321,0.531819,0.445329,0.354148,0.311927,0.267658,0.2927,0.595778,0.584281,0.497032,0.337696,0.148859,-0.083884,-0.208631,-0.421915,-0.603894,-0.66077,-0.650099,-0.637975,-0.645606,-0.601667,-0.535363,-0.395288,-0.411244,-0.384749,-0.39912,-0.328851,-0.301662,-0.25802,-0.132151,-0.072001,-0.004365,0.107299,0.126592,0.32719,0.480414,0.556002,2
0.375255,0.368715,0.41424,0.3173,0.107422,0.115746,0.095248,0.121238,0.124975,0.069257,0.673919,0.798068,0.713471,0.531481,0.319536,0.143888,-0.067802,-0.287108,-0.446165,-0.560886,-0.575155,-0.68696,-0.718188,-0.701541,-0.625919,-0.46018,-0.411992,-0.389456,-0.385181,-0.39812,-0.340363,-0.288608,-0.159845,0.003375,0.00915,0.145785,0.244198,0.447847,0.569731,0.793623,2
0.20209,0.375136,0.461526,0.464766,0.430398,0.384969,0.288546,0.262759,0.186872,0.15827,0.71638,0.6878,0.538842,0.355897,0.230961,0.115455,-0.154193,-0.401853,-0.588988,-0.606273,-0.613446,-0.613602,-0.681266,-0.642272,-0.576776,-0.512286,-0.454768,-0.42726,-0.409405,-0.379887,-0.329385,-0.282079,-0.211019,-0.101144,0.056506,0.14703,0.253776,0.401795,0.625276,0.640851,2
0.341356,0.410256,0.343895,0.315293,0.300081,0.274864,0.241076,0.219115,0.219267,0.2077,0.660792,0.663982,0.551984,0.361169,0.188669,-0.046091,-0.259844,-0.470125,-0.54176,-0.641974,-0.722159,-0.754862,-0.799175,-0.831487,-0.684594,-0.467217,-0.349186,-0.249645,-0.216573,-0.230548,-0.162841,-0.09329,-0.008115,0.038803,0.095529,0.178643,0.269135,0.368807,0.58,0.699072,2
0.253226,0.41,0.509802,0.531981,0.447286,0.438315,0.391248,0.292972,0.143176,0.094707,0.638386,0.660845,0.589638,0.405577,0.15414,-0.01173,-0.224604,-0.48845,-0.659186,-0.615944,-0.630697,-0.675115,-0.664836,-0.663154,-0.52672,-0.42994,-0.374369,-0.348297,-0.293973,-0.243605,-0.241455,-0.209577,-0.099499,-0.034391,0.037262,0.026584,0.138628,0.291384,0.432832,0.547555,2
0.361301,0.49847,0.433475,0.418972,0.39274,0.322825,0.310696,0.244901,0.142546,0.094544,0.32231,0.276911,0.167777,-0.021971,-0.16981,-0.426926,-0.69517,-0.876679,-0.979606,-1.023717,-0.953259,-0.769862,-0.585778,-0.497556,-0.330436,-0.097835,0.045942,0.1519,0.24799,0.587064,0.802472,0.652259,0.340904,0.078124,-0.135081,-0.203995,-0.04929,0.101496,0.283691,0.537661,1
0.545406,0.659035,0.613628,0.55851,0.503244,0.463783,0.327463,0.244328,0.206997,0.149972,0.418376,0.30326,0.133399,-0.078723,-0.256783,-0.42221,-0.613102,-0.720922,-0.749125,-0.733271,-0.763542,-0.784227,-0.681795,-0.451515,-0.210484,-0.142956,-0.071613,-0.018527,0.041446,0.028243,0.104161,0.108011,0.076335,0.060966,-0.010575,0.01769,0.128371,0.154778,0.293649,0.56832,1
0.374175,0.465735,0.465666,0.433311,0.381973,0.353175,0.339699,0.224095,0.189551,0.146046,0.526444,0.402631,0.272423,0.039813,-0.18818,-0.424962,-0.698567,-0.937084,-1.089838,-0.938534,-0.932354,-0.919357,-0.757306,-0.592041,-0.348281,-0.120596,0.039197,0.134109,0.169919,0.20761,0.277382,0.33238,0.297996,0.236528,0.157093,0.182984,0.139,0.185276,0.374243,0.598645,1
0.320166,0.426505,0.555051,0.551767,0.531497,0.541285,0.442123,0.277963,0.225551,0.221888,0.260429,0.360327,0.337173,0.160489,0.02285,-0.134533,-0.279327,-0.478818,-0.681537,-0.728446,-0.795148,-0.867626,-0.856154,-0.738575,-0.545198,-0.299915,-0.129776,-0.026342,0.047729,0.125779,0.191936,0.271206,0.296381,0.173743,-0.019238,-0.108254,-0.04255,0.024357,0.154195,0.211048,1
0.354384,0.424642,0.648753,0.763701,0.819695,0.750144,0.745772,0.550939,0.317643,0.126299,-0.016239,0.04622,0.18803,0.242435,0.1852,0.160881,0.043774,0.034619,-0.031819,-0.186281,-0.249531,-0.327813,-0.484862,-0.636652,-0.712872,-0.795879,-0.737367,-0.675645,-0.584747,-0.472016,-0.275545,-0.16723,0.020444,0.113524,0.096871,-0.061362,-0.090344,-0.130882,-0.001265,0.004379,1
0.696538,0.653304,0.639518,0.724391,0.820424,0.825769,0.658087,0.520227,0.531012,0.618323,-0.117866,-0.045654,0.185894,0.227346,0.157103,-0.060941,-0.211648,-0.425275,-0.671556,-0.777474,-0.81674,-0.706546,-0.390303,-0.183232,0.100927,0.312781,0.161886,-0.001014,-0.211555,-0.496455,-0.602523,-0.251318,-0.333565,-0.590256,-0.375739,-0.446019,-0.270309,-0.140834,0.194522,0.09877,1
0.605522,0.625018,0.675187,0.692163,0.620244,0.587948,0.527766,0.426634,0.334786,0.31655,0.204655,0.146446,0.120825,0.050065,-0.100346,-0.282553,-0.489296,-0.651773,-0.868149,-0.855699,-0.791644,-0.695741,-0.761739,-0.672096,-0.547485,-0.355785,-0.261945,-0.105094,-0.003289,-0.029477,0.029454,0.097256,0.254216,0.21748,0.132354,0.101424,0.118391,0.091188,0.195258,0.301284,1
0.335268,0.388527,0.529212,0.521533,0.418044,0.362672,0.406808,0.32065,0.258796,0.176618,0.485463,0.537243,0.481765,0.406702,0.235478,0.068304,-0.090173,-0.282113,-0.372212,-0.405214,-0.378676,-0.449737,-0.542975,-0.606872,-0.573162,-0.584117,-0.672635,-0.62459,-0.565906,-0.493098,-0.443851,-0.364794,-0.275212,-0.083149,0.141584,0.222441,0.257317,0.383454,0.383313,0.487295,2
0.356248,0.506128,0.672822,0.449264,0.361768,0.337774,0.330739,0.286612,0.227908,0.176853,0.436672,0.504504,0.435265,0.359603,0.248727,0.058183,-0.189549,-0.407135,-0.48315,-0.500097,-0.580991,-0.601268,-0.698326,-0.813497,-0.739242,-0.593439,-0.521169,-0.481841,-0.373201,-0.241,-0.174034,-0.004381,0.1744,0.263989,0.134097,0.086723,0.096645,0.171405,0.339975,0.386015,2
0.412844,0.50651,0.584988,0.68755,0.610978,0.514199,0.466794,0.453958,0.347202,0.316923,0.266468,0.243402,0.220208,0.129243,0.007141,-0.160586,-0.343014,-0.458787,-0.504419,-0.515161,-0.515942,-0.566003,-0.543921,-0.612868,-0.580047,-0.525906,-0.406759,-0.33597,-0.276079,-0.190738,-0.079439,-0.017311,0.055823,0.183333,0.179189,0.090805,0.048185,0.029595,0.094388,0.183224,1
0.555744,0.690918,0.695014,0.679205,0.607522,0.497981,0.461724,0.38092,0.328278,0.247314,0.326678,0.301717,0.182,0.04849,-0.154079,-0.335143,-0.513077,-0.65331,-0.704938,-0.701267,-0.706519,-0.711255,-0.660853,-0.594194,-0.411786,-0.291269,-0.234562,-0.128574,-0.053274,0.04401,0.134286,0.145524,0.025855,-0.028934,-0.080616,-0.140347,-0.101501,0.064939,0.281812,0.505566,2
0.667013,0.508444,0.444446,0.41826,0.440959,0.482083,0.615687,0.571918,0.510187,0.526027,-0.038847,-0.039835,-0.025623,-0.053901,-0.101449,-0.158413,-0.233425,-0.333316,-0.385252,-0.460002,-0.475435,-0.509032,-0.530452,-0.646879,-0.681058,-0.600436,-0.54539,-0.462066,-0.352352,-0.241563,-0.120776,0.002016,0.126233,0.251495,0.299973,0.223914,0.218508,0.225484,0.244607,0.218247,1
0.253218,0.37387,0.551283,0.538666,0.49728,0.431839,0.435747,0.414796,0.349211,0.33326,0.291989,0.39508,0.49682,0.553956,0.546253,0.407065,0.24931,0.029016,-0.276319,-0.55645,-0.829013,-1.028105,-1.041889,-0.988041,-0.952001,-0.737369,-0.543919,-0.395016,-0.202486,-0.066631,0.076121,0.117047,0.071236,0.054724,-0.007452,-0.087577,-0.069672,0.097217,0.092015,0.124922,1
0.30044,0.418332,0.495948,0.446764,0.422837,0.422155,0.295627,0.303921,0.267297,0.195484,0.58889,0.558205,0.509225,0.35372,0.136503,-0.064159,-0.313913,-0.529167,-0.633201,-0.611828,-0.649045,-0.678262,-0.622559,-0.609896,-0.482822,-0.453878,-0.419337,-0.405377,-0.295062,-0.200619,-0.164678,-0.132208,-0.121443,-0.046895,0.009894,0.111621,0.163502,0.295491,0.528271,0.610222,2
0.467653,0.585563,0.628744,0.592232,0.541482,0.582058,0.533572,0.467404,0.373969,0.332464,0.138335,0.170379,0.205216,0.146741,0.070988,-0.034514,-0.222308,-0.258426,-0.295483,-0.363707,-0.43585,-0.547792,-0.570183,-0.707264,-0.750321,-0.738316,-0.653039,-0.498524,-0.399971,-0.300595,-0.146366,0.003732,0.152486,0.190689,0.117765,0.060308,0.048911,0.142048,0.161569,0.208349,1
0.241728,0.349361,0.485966,0.499275,0.528943,0.500931,0.454234,0.410123,0.344159,0.287146,0.634165,0.63742,0.491022,0.285199,0.099776,-0.122116,-0.38963,-0.7172,-0.917577,-0.989029,-0.95889,-0.811155,-0.607716,-0.595162,-0.445859,-0.244163,-0.08896,-0.033167,0.028466,0.05212,0.094284,-0.048571,-0.284313,-0.38016,-0.246778,-0.019161,0.195088,0.311788,0.429185,0.53923,2
0.146756,0.023921,0.079363,0.049912,0.133288,0.421246,0.396885,0.415899,0.279798,0.234278,0.797155,0.75724,0.573932,0.339385,0.093716,-0.18981,-0.418029,-0.62524,-0.768021,-0.714659,-0.723008,-0.566377,-0.627536,-0.663906,-0.583046,-0.437337,-0.37632,-0.305954,-0.238103,-0.182719,-0.060885,-0.163267,-0.018656,0.129397,0.149443,0.286088,0.338098,0.534445,0.684843,0.797784,1
0.249107,0.292948,0.453014,0.487706,0.462011,0.411561,0.405945,0.298311,0.26123,0.209281,0.736267,0.748848,0.651787,0.456191,0.258028,0.047106,-0.163815,-0.41827,-0.573497,-0.638954,-0.625916,-0.642868,-0.656338,-0.559429,-0.495713,-0.415274,-0.449534,-0.470578,-0.446128,-0.484099,-0.448466,-0.386834,-0.313791,-0.197061,0.00906,0.108383,0.186611,0.344313,0.581259,0.7276,2
