@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute target {1,2}

@data
-0.597079,-0.544349,-0.208174,0.095595,1.221383,1.412605,1.461633,1.304947,0.898547,-0.019257,-0.500525,-0.586498,-0.063989,0.434564,1.320486,1.435094,1.51073,1.373006,1.395494,1.560317,1.515235,-0.128033,-0.559679,-0.750447,-1.377109,-1.385269,-1.297645,-0.69681,-0.633361,-1.333525,-1.33546,-1.20371,-0.670585,2
-0.638708,-0.571098,-0.391508,0.586939,0.920891,1.28362,1.32613,1.189642,0.272509,-0.342913,-0.663132,-0.417876,0.318949,1.49617,1.44056,1.503354,1.450575,1.272126,1.357146,1.514763,1.378908,0.401222,-0.135983,-0.558294,-0.425778,-0.513925,-1.41432,-1.4965,-1.453187,-0.667865,-1.384977,-1.381491,-0.546166,2
-0.431546,-0.237638,1.048177,1.274906,1.311208,1.199219,0.45339,-0.091005,-0.286671,-0.462179,-0.464467,-0.412119,-0.038392,1.264463,1.387458,1.337763,1.393989,1.29967,1.354604,1.563862,1.45668,0.012032,-0.375088,-0.735156,-0.926445,-1.372563,-1.419839,-0.778287,-0.756406,-1.43478,-1.42261,-0.840348,-0.699484,1
-0.530718,-0.48632,-0.3113,0.923459,1.325469,1.292432,1.187621,0.47528,-0.360874,-0.525923,-0.580986,-0.534817,-0.212952,0.282439,1.153576,1.54572,1.548951,1.21847,1.467208,1.617423,0.726345,-0.249637,-0.592832,-0.609438,-0.996475,-1.244275,-1.324124,-0.835074,-0.844384,-1.333869,-1.296246,-1.058034,-0.685762,2
-0.666638,-0.610883,-0.196301,0.407038,1.209489,1.358181,1.465493,1.410962,1.287815,0.830834,-0.492372,-0.636398,-0.63459,-0.481845,-0.012967,1.367221,1.478032,1.269532,1.444789,1.320476,1.52119,-0.174547,-0.615519,-0.592015,-1.182845,-1.436892,-0.615782,-0.580293,-0.771968,-1.297349,-1.331061,-1.187423,-0.6704,2
-0.555451,-0.562472,-0.400475,0.600334,0.924058,1.163931,1.324207,1.252981,1.113601,-0.241719,-0.559704,-0.545425,-0.163505,1.480094,1.647593,1.60695,1.500719,1.26304,1.183746,1.24012,1.636183,0.373458,-0.751947,-1.247275,-1.303169,-1.236568,-0.750934,-0.82054,-1.078945,-1.058421,-1.312621,-1.217438,-0.769568,1
-0.722762,-0.462273,0.947738,1.336051,1.442343,1.389563,0.931143,-0.251283,-0.669218,-0.660236,-0.538146,0.479061,1.333503,1.428391,1.2927,1.375835,1.355099,1.57488,1.543665,0.038765,-0.662466,-0.531075,-0.616184,-1.261674,-1.44178,-1.38384,-0.570253,-0.562991,-1.248678,-1.376215,-1.337036,-0.721934,-0.532508,2
-0.473583,-0.478527,0.003998,0.346924,1.110828,1.35221,1.342116,1.124501,-0.311241,-0.564761,-0.534721,-0.400442,0.279478,1.38849,1.48226,1.317668,1.365883,1.527884,1.569859,1.473054,1.032163,0.42934,-0.335382,-0.829807,-1.135566,-1.443239,-1.384702,-0.707974,-0.641823,-0.704871,-1.406859,-1.386598,-0.609396,2
-0.583064,-0.385728,0.971386,1.198854,1.288245,1.236107,1.106263,0.788937,-0.190658,-0.613196,-0.662494,-0.376882,1.355234,1.518266,1.557676,1.274905,1.296156,1.578028,1.47242,1.286483,-0.397882,-0.545056,-0.33136,-0.3826,-1.322066,-1.448076,-0.731065,-1.096539,-1.439036,-1.466374,-1.30664,-0.932536,-0.377278,2
-0.623384,-0.562809,-0.381585,1.237991,1.33048,1.41951,1.18176,0.82602,0.256022,-0.515767,-0.612865,-0.570728,-0.441658,0.002344,1.394158,1.567551,1.421874,1.299631,1.529433,1.405918,1.200257,0.311603,-0.422097,-0.718266,-1.341665,-1.329441,-0.68458,-0.77364,-0.746219,-1.077078,-1.34665,-1.096049,-0.705116,1
-0.689904,-0.633493,-0.445788,0.611311,0.928994,1.379833,1.486231,1.409934,0.504785,-0.332259,-0.524462,-0.625237,-0.164599,0.911486,1.235785,1.401196,1.488833,1.285772,1.370228,1.274046,1.517456,-0.417679,-0.577917,-0.558674,-1.150124,-1.411791,-1.263621,-0.497188,-0.559606,-1.214438,-1.359328,-1.100716,-0.658904,2
-0.448783,-0.373688,-0.215063,0.219517,1.237259,1.327373,1.350615,1.284986,0.675306,0.17443,0.041382,-0.401754,-0.417228,-0.362128,0.00294,1.262048,1.315965,1.220207,1.269998,1.442094,1.386327,1.302827,0.749582,0.025332,-0.344045,-0.7924,-1.14129,-1.245452,-1.13149,-1.016835,-1.238652,-1.229841,-0.820314,1
-0.720473,-0.440128,0.077638,1.004488,1.380368,1.438165,1.269335,1.010778,0.6432,0.43921,-0.424857,-0.616664,-0.796799,-0.122839,1.333337,1.491996,1.367052,1.432499,1.620623,1.548943,-0.181769,-0.616976,-0.433952,-0.463417,-1.362823,-1.443535,-0.654998,-0.605672,-1.239655,-1.325283,-1.294619,-0.97631,-0.545098,2
-0.673902,-0.678385,-0.500467,0.750007,1.114866,1.337192,1.502624,1.398484,-0.116909,-0.585312,-0.700206,-0.678811,-0.471467,0.552283,1.437075,1.503475,1.356771,1.403876,1.548877,1.485882,1.262847,-0.213245,-0.617121,-0.474418,-0.553701,-1.354075,-1.396168,-1.325188,-0.719105,-0.617717,-1.186628,-1.366986,-0.615901,2
-0.643303,-0.669685,-0.490667,1.220911,1.347873,1.501697,1.43242,1.052242,0.522057,-0.389352,-0.690751,-0.554967,0.722142,1.3261,1.471442,1.308569,1.432985,1.52545,1.486428,1.282554,0.364331,-0.400182,-0.569247,-0.812595,-1.46695,-1.515422,-0.565656,-0.35525,-0.363648,-0.873361,-1.423371,-1.386212,-0.748464,2
-0.887523,-0.797086,-0.349075,1.254175,1.476651,1.42888,1.264548,-0.501315,-0.71784,-0.744783,-0.537484,0.267034,1.526606,1.555269,1.257451,1.24544,1.56182,1.333884,0.322967,-0.573463,-0.760261,-0.412816,-0.896531,-1.153758,-1.571784,-0.318857,-0.263087,-0.61501,-1.290492,-1.499481,-1.429001,-0.406264,-0.274361,2
-0.673919,-0.673824,-0.454571,0.076445,1.315514,1.492029,1.409829,1.564963,1.495592,1.330956,0.164394,-0.622746,-0.691024,-0.667766,-0.380473,1.27679,1.446178,1.383697,1.430023,1.613189,1.509609,0.342286,-0.62574,-0.600914,-0.664725,-1.276645,-1.32782,-1.259742,-0.76802,-0.699054,-1.208997,-1.255583,-0.693875,1
-0.573837,-0.356884,0.039582,1.154989,1.238735,1.237014,1.396788,1.270208,1.111352,0.482067,-0.310578,-0.584395,-0.529913,-0.139959,1.451586,1.546836,1.199,1.324489,1.575526,1.380722,-0.053746,-0.48223,-0.638246,-1.344072,-1.402075,-1.353795,-0.718606,-0.678039,-1.06541,-1.355092,-1.374381,-1.272523,-0.713815,1
