@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute target {1,2}

@data
-0.465798,-0.422706,-0.25168,-0.374262,-0.026321,0.098938,0.838984,1.11921,1.537008,1.839717,2.505892,2.637307,3.053498,3.098731,3.023789,2.717868,2.594483,2.399903,1.616499,1.446543,1.557349,0.909107,0.75628,0.487562,-0.030871,-0.033279,0.354809,0.054509,-0.015079,0.285221,0.034971,0.151397,-0.18905,-0.77493,-0.881186,-1.040437,-1.262049,-1.038563,-0.982625,-0.943013,-1.039634,-0.881454,-0.727289,-0.398083,-0.301997,-0.471686,-1.022772,-1.136522,2
-0.582667,-0.580101,-0.451785,-0.527812,-0.170132,0.516358,0.694075,0.83811,1.335334,1.65067,2.316629,2.429868,2.935432,2.599886,2.523538,2.342292,1.571756,1.394359,1.517863,0.95199,0.723267,0.402798,-0.003321,-0.03123,0.806993,0.857678,0.240479,0.144563,0.125957,0.418517,0.11505,0.162206,-0.190342,-0.887738,-1.080533,-1.177732,-1.185752,-1.001939,-1.041717,-0.81524,-0.481298,0.110238,0.243366,0.094199,-0.715795,-1.15656,-1.302519,-1.362186,2
-0.546347,-0.509174,-0.35065,-0.460634,-0.360174,0.006642,0.678832,0.971916,2.331348,2.484957,2.927963,2.985105,2.917824,2.604771,2.497245,2.314759,1.549483,1.388809,1.53658,0.879137,0.462551,-0.010254,0.712318,0.157178,0.084983,0.364242,0.070543,0.176226,-0.076306,-0.286135,-0.928217,-1.0382,-1.135281,-1.153714,-1.419763,-1.130058,-1.079367,-1.019153,-1.093192,-0.824685,-0.569081,-0.048964,0.097271,-0.196428,-0.918693,-1.113161,-1.248951,-1.303942,2
-0.690797,-0.694468,-0.56434,-0.590699,-0.44856,-0.097549,0.393265,0.579447,1.282803,2.251419,2.344843,2.797954,2.505,2.458288,2.302468,1.584765,1.435286,1.59611,0.982842,0.706238,0.509378,0.417622,0.042254,0.072284,0.892754,0.949476,0.421626,0.208417,0.177053,0.449987,0.141018,0.189065,-0.134252,-1.045144,-1.155586,-1.254016,-0.954055,-1.003103,-0.860297,-0.598707,0.08563,0.374913,0.241783,-0.028815,-0.767206,-1.174271,-1.348108,-1.415507,2
-1.040609,-0.85717,-0.891836,-0.542773,0.08265,0.298347,0.993101,1.857814,2.025845,2.472164,2.208802,2.0374,1.334461,1.196761,1.416791,0.576634,0.260311,-0.073345,0.02006,1.223242,1.354682,0.515006,0.27957,0.296902,0.730703,0.678705,0.308939,0.319531,0.630558,0.589152,-0.092122,-1.089237,-1.250528,-1.036276,-0.355483,-0.272671,-0.777247,-0.890873,-0.581291,-0.322744,0.257422,0.620447,0.342642,-0.083455,-0.915909,-1.691069,-1.903876,-2.045909,2
-0.461859,-0.450954,-0.318847,-0.445346,-0.10386,0.668533,0.85392,0.986962,1.462425,1.778984,2.432356,2.562906,2.962033,3.010638,2.954243,2.686289,2.587832,2.397148,1.623197,1.449027,1.568983,1.019054,0.782881,0.460089,-0.018177,0.510876,0.10209,0.040399,0.409614,0.131378,0.229524,-0.030329,-0.403595,-0.741342,-0.956328,-1.009296,-0.818301,-0.813939,-1.193125,-0.95072,-0.870022,-0.662513,-0.362156,-0.185181,-0.464975,-1.004622,-1.228021,-1.324921,2
-0.552835,-0.521913,-0.349036,-0.500831,-0.185645,0.297498,0.721611,1.043472,1.469342,1.952837,2.404005,2.616588,3.070919,3.107462,2.729029,2.583207,2.381517,1.597243,1.426473,1.546996,0.862162,0.416615,-0.076718,0.330528,0.029749,-0.019795,0.454213,0.211762,0.416264,-0.029282,-0.313547,-0.6716,-0.862749,-0.828666,-0.539482,-0.492398,-0.620299,-0.984677,-1.101686,-1.078846,-0.943215,-0.847289,-0.61046,-0.461125,-0.709549,-1.203936,-1.414763,-1.496634,2
-0.548762,-0.504022,-0.340664,-0.434853,-0.337426,0.049629,0.795484,1.115136,1.572833,1.876002,2.52708,2.673366,3.070724,3.106044,3.031871,2.732528,2.608612,2.404046,1.626108,1.467165,1.59844,1.586667,0.897914,0.676277,0.452874,-0.06634,0.032263,0.337198,0.010188,-0.036612,0.318361,0.295108,0.092603,0.193561,-0.203502,-0.849282,-0.96378,-0.941704,-0.78335,-0.976142,-0.900202,-0.819553,-0.406302,-0.365977,-0.428966,-1.13067,-1.219266,-1.249877,2
-0.949242,-0.954774,-0.775466,-0.822483,-0.484611,0.248751,0.6341,1.099192,1.945946,2.684378,2.720332,2.200387,2.026611,1.362391,1.231944,1.431994,0.612896,0.257048,-0.067457,-0.003846,1.086286,1.202444,0.518403,0.190211,0.201274,0.45848,0.641936,0.280556,0.518403,-0.108481,-1.112416,-1.225348,-1.07001,-1.059408,-0.446353,-0.485994,-0.865811,-0.803584,-0.893468,-0.434829,0.219711,0.54606,0.535919,0.339557,-1.099971,-1.643885,-1.902474,-1.955022,2
-0.951662,-0.788863,-0.442419,0.084196,0.306555,1.16671,1.825351,2.006018,2.433862,2.198101,2.030339,1.352837,1.220314,1.446149,0.587979,0.241039,-0.096471,-0.006634,1.20195,1.341421,1.202943,0.607337,0.28968,0.294147,0.723976,0.349241,0.339314,0.630664,0.653992,-0.091012,-1.099571,-1.26783,-1.017675,-0.41115,-0.262248,-0.295007,-0.659815,-0.879197,-0.771492,-0.314364,0.276279,0.63811,0.559192,-0.084063,-0.958611,-1.40879,-1.884282,-2.10962,2
-0.443994,-0.445568,-0.306733,-0.436753,-0.092971,0.679594,0.985283,1.443659,1.965629,2.429986,2.564099,2.97116,3.024364,2.698527,2.606914,2.411727,1.628458,1.454993,1.562976,1.018339,0.781911,0.437814,-0.037248,0.503611,0.098124,0.039568,0.404128,0.143458,0.249867,-0.044803,-0.412197,-0.738979,-0.953685,-1.02263,-0.99776,-0.81422,-0.810442,-1.195466,-1.20554,-0.95337,-0.863962,-0.646737,-0.356789,-0.180805,-0.489957,-1.027038,-1.239855,-1.338708,2
-0.52923,-0.505658,-0.332568,-0.494401,-0.407855,-0.153144,0.149765,0.757694,1.069399,1.484536,1.958073,2.403817,2.622292,3.069443,3.106383,3.028281,2.72502,2.583592,2.378135,1.591838,1.430708,1.554898,0.871681,0.383719,-0.116907,0.020651,0.283805,-0.035287,0.454785,0.231033,0.441416,0.025224,-0.322717,-0.65553,-0.841638,-0.80716,-0.502844,-0.453239,-0.581298,-1.049558,-1.128715,-1.092127,-0.943663,-0.860636,-0.643217,-0.498974,-1.417552,-1.497061,2
-0.509504,-0.486054,-0.320711,-0.429059,-0.338819,-0.082345,0.777021,1.107706,1.560394,1.870596,2.507922,2.656048,3.055897,3.087957,3.012855,2.717198,2.590445,2.38859,1.615607,1.45442,1.586219,1.574939,1.032901,0.794831,0.452866,-0.044942,0.059547,0.357282,0.020364,-0.019117,0.339768,0.10259,0.19283,-0.22483,-0.860672,-0.954474,-0.950022,-1.049465,-0.800709,-0.986534,-0.947053,-0.792694,-0.403531,-0.327835,-0.536814,-1.131097,-1.227572,-1.260225,2
-0.892482,-0.910346,-0.724116,-0.80093,-0.462411,0.276702,0.608522,1.900073,2.193039,2.706622,2.752621,2.247076,2.068439,1.387829,1.244472,1.417304,0.634871,0.306177,-0.114961,-0.024749,1.071194,1.185522,0.504465,0.206587,0.228023,0.47633,0.665686,0.295459,0.49866,0.480796,-0.263677,-1.030926,-1.217602,-1.104167,-1.3163,-1.1524,-0.557983,-0.446781,-0.804503,-0.770561,-0.361928,0.242314,0.529028,0.261071,-1.07112,-1.58247,-1.80934,-1.892407,2
-0.549122,-0.475012,0.369167,0.473792,0.68612,1.277199,1.695955,2.328065,2.560393,2.615783,2.514235,2.547572,3.137882,3.148396,2.889142,2.884013,2.750667,1.914181,1.68416,1.729805,1.664927,0.9823,0.833569,0.499179,0.547132,0.490973,0.02093,0.161456,0.431224,0.052985,0.021187,0.315316,0.073499,0.204793,-0.162933,-0.761449,-0.903257,-1.041731,-0.914796,-0.987367,-0.91018,-0.752987,-0.355514,-0.26089,-0.328076,-0.958133,-1.064041,-1.088658,2
-1.247108,-0.923454,-0.019426,0.33265,1.199546,1.864272,1.894071,2.317662,2.324539,2.26265,2.132455,1.484691,1.366874,1.602966,0.728736,0.369325,0.336776,0.000287,0.064926,1.188085,1.351287,0.632006,0.34136,0.304686,0.705814,0.343653,0.301477,0.598999,0.614128,-0.10011,-1.05044,-1.22602,-1.098575,-0.994511,-0.272022,-0.147328,-0.217469,-0.94225,-0.912452,-0.445768,0.389954,0.638425,0.431672,0.008539,-1.058692,-1.617521,-1.854072,-1.944841,2
-0.906577,-0.724288,-0.688907,-0.300485,0.329835,0.546736,0.736717,1.331657,2.352322,2.519613,2.915726,2.684211,2.659983,2.487308,1.713156,1.544327,1.672776,0.997844,0.689799,0.474821,0.410596,-0.075123,0.59827,0.258304,0.056786,0.0764,0.565196,0.265996,0.51674,0.47059,0.124856,-0.235492,-0.886579,-1.011182,-0.939266,-0.307407,-0.245875,-0.293563,-0.645065,-0.930805,-0.97234,-0.790435,-0.372401,-0.239337,-0.353556,-1.459982,-1.590354,-1.634195,2
-0.64272,-0.46303,-0.482895,-0.367014,0.009523,0.608491,0.789987,0.945899,1.452163,1.80131,2.485758,2.555588,3.054025,3.010382,2.753338,2.697956,2.523081,1.720645,1.53674,1.668273,1.652922,1.045527,0.783967,0.595849,0.496222,-0.031111,0.092897,0.454384,0.073934,0.005911,0.363787,0.110655,0.256033,-0.216219,-0.82843,-0.928359,-1.035812,-0.998188,-0.713152,-0.952739,-0.94401,-0.746862,-0.370927,-0.264678,-0.497644,-1.148381,-1.243795,-1.277205,2
-0.769957,-0.731059,-0.549214,-0.561856,-0.167047,0.589184,0.792748,0.945096,1.45368,1.787874,2.446213,2.54994,2.972625,3.039075,2.708447,2.626438,2.446537,1.673126,1.498736,1.659188,1.654974,1.05174,0.77492,0.582053,0.461147,-0.066886,0.075414,0.531162,0.091946,0.026468,0.406691,0.384325,0.136353,0.308475,-0.238683,-0.874008,-1.033811,-1.005286,-0.606263,-0.840621,-0.973196,-0.818903,-0.325878,-0.20173,-0.288277,-1.227002,-1.338508,-1.377405,2
-1.111161,-0.854903,-0.477194,-0.036047,0.317037,0.970619,1.986051,2.084964,2.531537,2.557413,2.399652,2.445979,2.319937,1.596656,1.419696,1.550747,0.861689,0.448505,0.309108,0.350009,0.029061,0.091664,1.175125,1.241485,0.589154,0.256938,0.261529,0.658019,0.62296,0.321211,0.546167,-0.076948,-1.105735,-1.271426,-1.099475,-0.456744,-0.330702,-0.377863,-0.894969,-0.897473,-0.447145,0.318289,0.527803,0.32455,-1.006404,-1.496799,-1.726346,-1.770586,2
-1.288942,-1.031003,-0.589229,-0.156005,0.260118,1.00876,1.240097,1.617268,1.712274,2.091819,2.102745,1.993489,1.38023,1.2857,1.576891,0.623038,0.3765,0.243017,0.251568,-0.0781,0.049207,1.322752,1.486161,1.342703,0.684792,0.391226,0.367474,0.824449,0.804023,0.365099,0.621138,-0.047224,-1.182061,-1.290842,-1.066155,-0.273336,-0.0686,-0.781614,-0.910821,-0.738387,-0.465247,0.309046,0.728019,0.516632,-1.277067,-1.656613,-1.913602,-2.013357,2
-0.587811,-0.373995,-0.435005,-0.325019,0.063991,0.749096,1.058625,1.505847,1.797184,2.397211,2.526508,2.980446,3.036419,2.961695,2.650208,2.511675,2.327525,1.583369,1.433642,1.586447,1.577772,0.898263,0.738462,0.463916,-0.034241,0.581738,0.134517,0.049998,0.327063,0.052517,0.130598,-0.090214,-0.266807,-0.884186,-0.988295,-1.092404,-1.119551,-1.000889,-1.076172,-0.952192,-0.841646,-0.637346,-0.22119,-0.011572,-0.095531,-1.033353,-1.145858,-1.190076,2
-0.787372,-0.593787,0.293309,0.466856,0.662139,1.244253,1.602896,2.285538,2.390821,2.846935,2.831312,2.601727,2.57252,2.425802,1.674216,1.505084,1.657575,1.642292,0.998027,0.710706,0.484517,0.430177,-0.00556,-0.042239,0.917536,0.849272,0.291271,0.185308,0.163233,0.46312,0.149308,0.314705,-0.102692,-1.045825,-1.170127,-1.182014,-1.136844,-0.777523,-0.97858,-0.950391,-0.60941,0.023648,0.299082,0.150667,-0.866165,-1.225146,-1.377977,-1.441486,2
-0.587992,-0.467989,-0.51666,-0.453825,0.460365,0.520367,0.627752,0.859003,1.512843,2.594162,2.624807,2.513301,2.56017,3.009024,2.994088,2.768502,2.776485,2.626609,1.832423,1.64701,1.783237,1.751562,1.039266,0.73488,0.515989,0.538651,0.059409,-0.036645,0.134089,0.417102,0.055289,0.015631,0.317442,0.075118,0.187396,-0.17519,-0.764392,-0.864052,-0.98457,-0.869975,-1.025773,-0.98251,-0.817956,-0.399231,-0.284893,-0.462323,-0.996416,-1.094788,2
-1.272933,-0.975203,-0.021338,0.292384,1.127722,1.785268,1.876515,2.193529,2.272077,2.225513,2.08582,1.4231,1.285288,1.506822,0.687476,0.456535,0.318724,0.292854,-0.053321,0.047333,1.344552,1.408049,1.264593,0.645145,0.317783,0.326249,0.747681,0.298499,0.643263,0.659255,-0.103178,-1.068802,-1.248004,-1.149702,-0.840683,-0.251808,-0.098004,-0.258393,-0.672769,-0.877841,-0.395734,0.437251,0.685124,0.469235,-1.076328,-1.652033,-1.901317,-1.997739,2
-0.937708,-0.710335,-0.140825,0.114969,0.211746,1.019782,2.00914,2.095484,2.51749,2.516771,2.349479,2.390493,2.273209,1.576341,1.410848,1.570944,0.74528,0.53014,0.390191,0.404581,0.08295,0.148787,1.235642,1.297522,1.186354,0.659296,0.350616,0.291974,0.534817,0.188362,0.271468,-0.156295,-1.21149,-1.351799,-1.332731,-1.233436,-0.819704,-0.929433,-0.85784,-0.367838,0.509993,0.736646,0.555323,0.182245,-0.762861,-1.240991,-1.476278,-1.525207,2
-0.66082,-0.625523,-0.458085,-0.492176,-0.104506,0.61472,0.794224,0.950499,1.457939,1.796434,2.487603,2.644782,2.971511,3.053269,3.014049,2.754295,2.700293,2.522598,1.72071,1.545429,1.651623,1.050961,0.787285,0.60054,0.498871,-0.032101,0.124174,0.458445,0.073792,0.004705,0.358586,0.103961,0.249676,-0.226992,-0.842135,-0.940485,-1.049093,-0.983929,-0.716331,-0.89312,-0.929926,-0.763394,-0.441191,-0.26591,-0.486746,-1.153478,-1.250621,-1.28079,2
-0.771452,-0.543508,-0.577086,-0.440513,-0.044032,0.584267,0.795422,0.946524,1.457945,1.986479,2.455605,2.553756,2.983815,3.052263,2.998022,2.708087,2.615747,2.439462,1.661675,1.492815,1.644563,1.042093,0.769916,0.452215,-0.065019,-0.040158,0.529703,0.088666,0.02603,0.411533,0.380861,0.130316,0.301758,-0.245178,-0.931917,-1.022965,-1.036849,-0.995199,-0.62713,-0.884455,-0.95258,-0.751111,-0.383043,-0.187708,-0.280371,-1.225726,-1.351644,-1.370693,2
-1.105899,-1.148523,-0.862156,-0.271628,-0.037817,0.325108,0.96364,1.980821,2.081795,2.534105,2.552728,2.323882,1.605068,1.425468,1.55334,0.87384,0.466222,0.307313,0.347868,0.028395,0.095849,1.226005,1.192485,0.592853,0.267172,0.271724,0.661134,0.325936,0.56223,0.457532,-0.075475,-1.100933,-1.261911,-1.136522,-0.451641,-0.332874,-0.358945,-0.742974,-0.958991,-0.958163,-0.577444,0.311866,0.515054,0.316004,-1.009891,-1.486204,-1.686909,-1.755604,2
-1.274403,-1.046438,-0.579948,-0.164331,0.253686,0.994213,1.224099,1.594123,1.712185,2.108125,2.106685,1.988623,1.388234,1.286489,1.554289,0.62323,0.381346,0.238328,0.252726,-0.068826,1.436227,1.490458,1.343121,0.680821,0.389025,0.35687,0.638107,0.81904,0.35831,0.62275,0.609792,-0.061147,-1.189456,-1.309438,-1.058436,-0.230561,-0.100981,-0.82999,-0.827591,-0.457087,0.311757,0.700498,0.721135,0.515246,-1.285921,-1.670343,-1.938623,-2.034608,2
-0.573024,-0.527727,-0.366111,-0.430981,-0.314103,0.067847,0.748423,1.04677,1.492472,1.78243,2.380241,2.505507,2.96547,3.024188,2.95792,2.638882,2.518369,2.332986,1.588099,1.432355,1.577474,0.896898,0.737798,0.470209,-0.031695,0.596874,0.144461,0.060018,0.333479,0.055264,0.139707,-0.090134,-0.263494,-0.7928,-0.984055,-1.091705,-1.123581,-1.002509,-1.099255,-0.948823,-0.716745,-0.218756,-0.007648,-0.09293,-0.773506,-1.031029,-1.143993,-1.187892,2
-0.850064,-0.686991,-0.72021,-0.600421,0.299839,0.489085,0.6837,1.267879,2.281552,2.389597,2.82446,2.807347,2.578843,2.556697,2.408723,1.674892,1.509469,1.671201,1.658786,1.007498,0.710543,0.494118,0.437747,-0.02463,0.917908,0.848787,0.293128,0.190788,0.167636,0.461571,0.154885,0.305879,-0.173947,-1.047363,-1.164803,-1.162119,-1.120512,-0.782956,-0.986295,-0.957774,-0.631291,0.010937,0.297155,0.160589,-0.841005,-1.207081,-1.362438,-1.424513,2
-0.561526,-0.439909,-0.495189,-0.441527,0.464804,0.529253,0.636847,0.868756,1.516751,2.59863,2.625057,2.51935,2.565192,3.015526,3.005549,2.779033,2.79791,2.645551,1.843849,1.654547,1.794501,1.764299,1.041339,0.736622,0.5155,0.536533,-0.020586,0.124492,0.407096,0.041166,0.003953,0.308131,0.060312,0.171413,-0.188854,-0.78103,-0.883501,-0.981927,-1.001343,-0.855995,-0.946332,-0.921793,-0.810692,-0.411055,-0.304,-0.482785,-1.041252,-1.14642,2
-0.683883,-0.551064,0.272293,0.327326,0.432475,0.666753,1.313325,2.429375,2.488714,2.440136,2.862883,2.864113,2.680256,2.712539,2.572033,1.783111,1.583268,1.702867,1.672429,0.991115,0.696884,0.453074,0.480438,0.050312,0.743309,0.151156,0.154538,0.447233,0.133939,0.17852,-0.150146,-0.284195,-0.914779,-1.024847,-1.125077,-1.159819,-1.114931,-0.837916,-0.979037,-0.939991,-0.632846,-0.089578,0.060151,-0.037619,-0.935379,-1.122002,-1.256359,-1.303399,2
-1.12169,-0.902498,-0.325519,-0.092254,0.235682,0.843365,1.950842,2.060864,2.526542,2.551275,2.40799,2.475368,2.35639,1.618641,1.421198,1.528235,0.861276,0.447625,0.270224,0.333338,0.005829,0.071928,1.106482,1.267251,0.527797,0.271077,0.276194,0.668523,0.318412,0.6101,-0.08671,-1.105912,-1.241095,-1.223184,-1.067105,-0.446202,-0.308034,-0.406117,-0.802283,-0.896101,-0.391191,0.364468,0.563192,0.351675,-0.849619,-1.421054,-1.733638,-1.812104,2
-0.833376,-0.646674,-0.076776,0.14909,0.251051,1.105898,2.167029,2.230501,2.674131,2.680545,2.492155,2.534019,2.410789,1.666005,1.484705,1.614012,1.579575,0.915482,0.634584,0.40568,0.425599,0.085281,0.138287,0.985706,1.109274,0.554906,0.27806,0.250713,0.538026,0.180489,0.257128,-0.206421,-0.954243,-1.160865,-1.261475,-1.279369,-0.848231,-0.959307,-0.776319,-0.469087,0.16192,0.482319,0.337143,0.030249,-0.771255,-1.186862,-1.388757,-1.429608,2
