@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute target {1,2}

@data
-2.091004,-1.089625,-1.199324,-1.270426,-0.173615,2.043422,3.598567,5.934719,7.267974,6.81889,4.04199,3.544639,1.782935,1.218902,-0.036707,-0.012652,0.337598,0.791151,0.577992,0.223698,-0.02723,0.179878,0.593263,0.976234,0.984356,0.567073,0.856926,0.811156,0.14503,-0.599115,-1.848331,-2.185545,-2.045764,-2.119168,-2.063658,-1.612216,-1.238811,-1.904104,-2.652129,-2.633022,-2.351198,-2.190451,-1.561943,-1.227109,-2.23825,-3.341784,-3.583207,2
-1.901804,-1.03243,-1.038104,-1.037952,0.10361,2.198494,3.853118,6.255444,7.307026,6.841367,4.119329,3.626412,1.843763,1.300357,0.006814,-0.036202,0.331907,0.798905,0.640548,0.252383,-0.04627,0.044119,0.442967,0.761829,0.679671,0.280351,0.388451,0.406981,-0.058736,-0.723694,-1.969749,-2.387459,-2.307591,-2.392458,-2.350572,-2.124889,-1.963252,-2.232698,-2.398129,-2.308412,-2.280167,-2.038974,-1.265323,-0.942494,-1.830147,-2.787735,-3.028605,2
-3.134579,-2.194039,-2.117737,-2.088829,-0.997786,0.833819,2.662998,4.777729,6.316137,5.879218,3.441414,3.263373,1.337109,0.797237,-0.15389,0.754955,1.9561,3.009675,2.08071,0.920525,0.446924,0.724918,1.25022,1.536771,1.333637,0.707532,1.285005,0.891302,-0.111378,-1.37012,-2.787657,-3.059933,-2.692689,-2.745279,-2.539758,-1.781814,-1.146313,-1.491699,-2.124434,-2.091643,-1.926015,-1.273993,0.561369,1.214476,-1.396677,-4.036216,-4.720677,2
-3.249057,-2.262375,-2.242073,-2.163398,-1.140049,0.370663,2.364968,4.49175,5.620883,5.605554,3.417397,3.312041,1.261277,0.751664,-0.236121,0.784736,2.135012,3.341706,2.383805,1.129413,0.686143,0.968457,1.389086,1.652277,1.427193,0.802174,1.566655,1.068282,-0.080156,-1.572667,-2.884552,-3.136925,-2.911984,-2.803174,-2.607208,-1.579967,-0.640628,-1.073519,-1.685906,-2.156567,-1.9034,-1.253955,0.625575,1.390803,-1.614427,-4.324983,-5.024427,2
-1.784248,-0.94748,-1.016384,-1.046807,0.018973,1.869614,3.532779,6.009058,7.013691,6.752185,4.118294,3.5686,1.781001,1.246502,0.040367,0.182049,0.660285,1.220317,0.942636,0.417424,0.135299,0.250468,0.663435,0.956827,0.808437,0.393429,0.527955,0.459435,-0.028935,-0.833491,-2.018643,-2.465078,-2.49005,-2.494369,-2.475694,-2.169319,-2.030115,-2.533708,-2.985596,-2.717031,-2.329127,-1.854072,-0.925508,-0.541812,-1.785296,-2.90317,-3.193128,2
-2.044408,-1.047402,-1.126694,-1.20981,-0.095033,2.139696,3.633407,5.939042,7.286231,6.814327,4.034451,3.564823,1.783682,1.15416,-0.137239,-0.122627,0.220538,0.668916,0.486107,0.170395,-0.062975,0.157665,0.585561,0.962108,1.006466,0.601461,0.937061,0.8565,0.138327,-0.619059,-1.806472,-2.118859,-2.014534,-2.046135,-2.018168,-1.535165,-1.130725,-1.811377,-2.712098,-2.659896,-2.343421,-2.202663,-1.647359,-1.330439,-2.359884,-3.352193,-3.586285,2
-1.842329,-0.998827,-1.046673,-1.029608,0.088757,2.154219,3.829457,6.205264,7.260838,6.799355,4.094061,3.602556,1.827213,1.29794,0.056415,0.036868,0.386822,0.847547,0.664187,0.285845,-0.008469,0.103989,0.493553,0.816188,0.730833,0.327781,0.380438,0.400095,-0.064843,-0.777544,-2.009975,-2.417026,-2.35739,-2.60564,-2.454566,-2.181978,-1.999596,-2.247266,-2.444066,-2.333588,-2.328089,-1.975697,-1.130709,-0.855451,-1.749535,-2.786514,-3.044846,2
-2.995637,-2.099157,-2.039563,-1.972485,-0.897983,0.902505,2.516957,4.675232,6.347342,5.983324,3.504592,3.236699,1.413974,0.763092,-0.271736,0.732967,1.940846,2.961682,2.040391,0.9024,0.48905,0.786656,1.297144,1.59017,1.367905,0.74573,1.245502,0.886226,-0.203624,-1.623785,-2.84341,-3.037708,-2.739235,-3.254575,-2.865168,-1.958007,-1.166524,-1.397571,-1.934804,-1.944983,-1.790116,-1.088895,0.632862,1.052232,-1.433485,-3.890703,-4.566329,2
-1.785873,-1.262329,-1.317384,-1.062983,-0.00302,0.907332,3.118693,6.344977,6.798507,7.239112,4.859974,3.684828,1.630986,1.375755,0.254602,0.189936,0.411621,0.986236,0.913882,0.469474,0.081763,0.126249,0.411704,0.763457,0.626604,0.224966,0.393622,0.45271,0.021052,-0.616653,-1.884844,-2.380373,-2.485847,-2.559497,-2.58661,-2.434129,-2.279563,-2.36527,-2.403948,-2.254406,-2.286422,-1.880053,-1.023396,-0.69118,-1.616714,-2.463456,-2.644095,2
-3.645299,-2.898307,-2.615744,-2.189456,-1.173758,-0.229064,2.377709,4.57814,5.20208,5.58278,3.753144,3.637547,1.161184,0.886905,0.008467,0.896336,2.138916,3.346532,2.404947,1.211488,0.782591,1.027534,1.3608,1.643959,1.417113,0.740271,1.486065,1.032965,-0.104794,-1.480178,-2.842975,-3.090964,-2.846798,-2.905511,-2.641167,-1.454179,-0.431762,-0.73422,-1.611317,-2.308027,-2.18525,-1.353408,0.607265,1.456166,-1.288644,-4.007268,-4.702811,2
-2.817506,-1.985342,-1.920871,-1.617853,-0.510784,0.945407,3.253222,5.800154,6.658944,6.715325,4.333454,3.764967,1.520361,1.127428,-0.074104,0.193618,0.75655,1.448055,1.039486,0.46985,0.140492,0.377502,0.813646,1.241102,1.231591,0.68795,1.162691,0.983493,0.059147,-0.850491,-2.208935,-2.526444,-2.362358,-2.492964,-2.251698,-1.354789,-0.608727,-1.039622,-1.809054,-2.28219,-2.434482,-2.064955,-1.125361,-0.671992,-2.129541,-3.614324,-3.970049,2
-2.097869,-1.29901,-1.264387,-1.130232,0.009551,1.673872,3.565535,6.15021,6.973774,6.892168,4.360044,3.753707,1.783617,1.366481,0.09687,0.091726,0.494278,1.083378,0.876115,0.393037,0.047143,0.15318,0.518806,0.873144,0.762304,0.326303,0.513497,0.507234,-0.033096,-0.761559,-2.058037,-2.50509,-2.501951,-2.58386,-2.48883,-2.057326,-1.779773,-2.055395,-2.392682,-2.411322,-2.392074,-2.001477,-1.083114,-0.708962,-1.720337,-2.838694,-3.100895,2
-2.376645,-1.568277,-1.490457,-1.312002,-0.161342,1.635916,3.56052,6.043305,7.004512,6.7731,4.230362,3.771363,1.75087,1.286632,0.001254,0.100772,0.609725,1.278628,0.99044,0.442559,0.083872,0.237508,0.623984,0.970632,0.860729,0.385449,0.64175,0.60119,-0.043909,-0.843582,-2.161424,-2.571177,-2.49359,-2.555615,-2.45697,-1.956044,-1.502555,-1.787312,-2.101029,-2.341555,-2.396202,-2.038616,-1.01122,-0.557627,-1.778286,-3.034939,-3.344693,2
-3.2674,-2.603407,-2.405259,-2.004151,-0.943462,-0.237484,2.337788,4.900786,5.532107,6.017287,4.041163,3.458122,1.141518,0.891429,0.081392,0.928142,1.941894,3.077652,2.24711,1.102495,0.620457,0.851598,1.27176,1.573143,1.400502,0.800651,1.365111,0.941595,-0.026792,-1.352719,-2.759388,-3.164981,-3.062928,-3.073629,-2.621526,-1.558153,-0.8257,-1.192727,-1.832891,-2.302051,-2.25188,-1.356446,0.475744,1.166647,-1.318814,-3.704952,-4.299351,2
-3.792007,-3.015555,-2.870121,-2.300536,-1.211083,-0.602682,2.426604,4.180698,4.718403,5.06677,3.494753,3.537588,0.949358,0.696921,-0.18567,1.003075,2.388522,3.688558,2.645712,1.330995,0.920606,1.230047,1.743451,2.018184,1.652428,0.904992,1.549313,1.038675,-0.017666,-1.481502,-2.949044,-3.222927,-2.952024,-2.947367,-2.505278,-1.246367,-0.222533,-0.647734,-1.48126,-2.191779,-2.202166,-1.45041,0.753878,1.671114,-1.135695,-4.107938,-4.871303,2
-1.92055,-1.105611,-1.087033,-1.016997,0.136579,2.067383,3.689721,5.929548,7.018559,6.623246,4.01318,3.60737,1.860846,1.333816,0.070787,0.240119,0.793518,1.412467,1.119607,0.545189,0.193651,0.218556,0.585309,0.81665,0.584847,0.177148,0.267837,0.272883,-0.127336,-0.909087,-2.197306,-2.68417,-2.750251,-2.78155,-2.750333,-2.575563,-2.505986,-2.660816,-2.586267,-2.444733,-2.326481,-1.793321,-0.557921,-0.073975,-1.297918,-2.55268,-2.87293,2
-2.46892,-1.801469,-1.78018,-1.490285,-0.368656,0.809514,3.029685,5.653164,6.353405,6.510493,4.242753,3.707737,1.557456,1.16631,-0.000394,0.471186,1.310249,2.24365,1.748946,0.869538,0.427698,0.530911,0.854281,1.135801,0.879878,0.403472,0.739605,0.585158,-0.118203,-1.130534,-2.471212,-2.901017,-2.89694,-2.94574,-2.842874,-2.310708,-1.941448,-2.156322,-2.30827,-2.405863,-2.296696,-1.535648,0.047888,0.650008,-1.256104,-3.025608,-3.475695,2
-1.855138,-1.273674,-1.326979,-1.001653,0.136029,1.187729,3.702122,6.425577,6.748458,6.938381,4.64297,3.927387,1.62428,1.395613,0.160044,0.07238,0.340088,0.951595,0.868919,0.444307,0.078148,0.151765,0.45938,0.764861,0.667291,0.245475,0.358497,0.412802,0.030599,-0.65605,-1.89921,-2.373015,-2.413084,-2.463379,-2.439696,-2.272978,-2.181994,-2.455923,-2.563251,-2.511371,-2.4533,-2.039973,-1.147798,-0.727514,-1.547351,-2.46488,-2.666484,2
-3.736986,-2.928533,-2.649415,-2.308685,-1.24327,-0.242039,2.202164,4.394778,5.141693,5.476184,3.588462,3.420759,1.148474,0.8028,-0.125026,0.911244,2.235915,3.500147,2.501055,1.232047,0.760607,1.032893,1.407905,1.721235,1.504503,0.738343,1.602068,1.149421,-0.100855,-1.493986,-2.882464,-3.122569,-2.895448,-3.023811,-2.755731,-1.501407,-0.302724,-0.543741,-1.391182,-1.972261,-2.071485,-1.225785,0.706068,1.554655,-1.292529,-4.094303,-4.829184,2
-2.793244,-2.152092,-1.99864,-1.656451,-0.625559,0.161151,2.478569,4.952236,5.554343,5.880401,3.990803,3.551286,1.339916,1.051964,0.217492,1.078431,2.103993,3.222633,2.430289,1.273079,0.777685,0.830371,1.118516,1.330293,1.006723,0.471684,0.738352,0.43322,-0.256473,-1.425706,-2.857978,-3.361093,-3.298988,-3.271273,-3.006073,-2.436362,-2.0423,-2.090455,-2.227362,-2.271566,-2.220977,-1.22294,0.941051,1.71926,-0.693034,-3.069497,-3.675677,2
-2.121143,-1.323006,-1.28905,-1.140794,0.006605,1.670963,3.572914,6.152097,6.984632,6.901812,4.365467,3.751278,1.791345,1.371554,0.100744,0.092073,0.491952,1.089162,0.886541,0.395045,0.046613,0.144465,0.495033,0.850597,0.73829,0.30767,0.495721,0.490404,-0.047688,-0.781577,-2.091077,-2.532089,-2.522499,-2.610303,-2.522555,-2.072973,-1.781822,-2.029201,-2.244348,-2.266042,-2.353244,-2.018865,-1.096569,-0.705961,-1.683284,-2.849526,-3.109362,2
-2.375161,-1.547371,-1.48826,-1.314306,-0.140296,1.646954,3.570382,6.059157,7.027722,6.775549,4.211513,3.767102,1.745101,1.267667,0.007627,0.117656,0.615436,1.283422,0.979773,0.434265,0.080754,0.225396,0.636188,0.984054,0.860721,0.375816,0.635522,0.586363,-0.050562,-0.853041,-2.173406,-2.555422,-2.4787,-2.581014,-2.478404,-1.973405,-1.563218,-1.860022,-2.17212,-2.266256,-2.38196,-2.008978,-0.959472,-0.525869,-1.775283,-3.030283,-3.34133,2
-3.288071,-2.568071,-2.422014,-2.025405,-0.943898,-0.23936,2.331572,4.896527,5.536991,6.020427,4.062339,3.460596,1.179857,0.894369,0.088272,0.933694,1.95595,3.06453,2.251687,1.111327,0.647879,0.864996,1.28585,1.590715,1.414188,0.808945,1.371682,0.9569,-0.029499,-1.350314,-2.739209,-3.148395,-3.033832,-3.030204,-2.602021,-1.544569,-0.82346,-1.197459,-1.90017,-2.333368,-2.313626,-1.46458,0.441802,1.135893,-1.348881,-3.688406,-4.272175,2
-3.762625,-3.022111,-2.898741,-2.326941,-1.21276,-0.621752,2.400596,4.161051,4.729935,5.105387,3.506905,3.48412,0.958273,0.690808,-0.17401,1.058207,2.434859,3.722957,2.651782,1.318659,0.906236,1.228283,1.713568,2.010427,1.663143,0.89406,1.541188,1.000463,-0.050997,-1.480873,-2.961873,-3.252723,-2.921798,-2.931571,-2.513409,-1.30294,-0.286491,-0.694461,-1.395166,-2.039902,-2.142913,-1.424842,0.772237,1.6698,-1.152811,-4.134727,-4.916508,2
-1.883127,-1.109005,-1.06434,-0.979784,0.153262,2.05984,3.653098,5.88603,6.976842,6.608419,4.024818,3.60818,1.863467,1.351233,0.074713,0.25905,0.812616,1.449161,1.146624,0.565949,0.219599,0.236881,0.602685,0.834223,0.597691,0.184914,0.291499,0.29259,-0.126737,-0.900092,-2.190487,-2.679231,-2.755909,-2.792107,-2.762417,-2.577481,-2.520399,-2.68392,-2.744333,-2.522125,-2.373039,-1.786311,-0.543235,-0.06071,-1.293937,-2.541455,-2.863205,2
-2.551586,-1.8587,-1.823932,-1.510875,-0.359299,0.830717,3.091071,5.6395,6.339687,6.460543,4.237255,3.74951,1.565128,1.191646,0.045007,0.501806,1.322102,2.250443,1.744498,0.884438,0.443177,0.550227,0.877789,1.140031,0.899396,0.393448,0.705935,0.574038,-0.124335,-1.121745,-2.472466,-2.888047,-2.851172,-2.902379,-2.792398,-2.330075,-1.961723,-2.188408,-2.445271,-2.415652,-2.325664,-1.585475,0.015577,0.655674,-1.181529,-2.979323,-3.438589,2
-1.837728,-1.205291,-1.279585,-0.965556,0.149371,1.200484,3.707098,6.429567,6.764387,6.967728,4.668321,3.947009,1.627724,1.390711,0.148775,0.052127,0.315074,0.925618,0.847125,0.414265,0.0416,0.115971,0.429861,0.742129,0.636833,0.210101,0.31492,0.373326,-0.002169,-0.688054,-1.942849,-2.422562,-2.466134,-2.510525,-2.464732,-2.264686,-2.14428,-2.325619,-2.366718,-2.285329,-2.31751,-2.01826,-1.168006,-0.778162,-1.613036,-2.571881,-2.781454,2
-2.173801,-1.567838,-1.584796,-1.263203,-0.189012,0.701506,3.207737,6.020632,6.409009,6.714141,4.51331,3.744241,1.519189,1.232192,0.225222,0.522127,1.085939,1.81466,1.416864,0.729788,0.3551,0.454518,0.803858,1.103725,0.882165,0.378459,0.479959,0.357859,-0.136211,-0.967508,-2.280836,-2.781269,-2.780011,-2.895094,-2.775586,-2.36963,-2.089533,-2.238561,-2.421284,-2.437817,-2.401319,-1.776206,-0.428487,0.099332,-1.291316,-2.770612,-3.151605,2
-3.348983,-2.697112,-2.479037,-2.147036,-1.091258,-0.366098,2.025785,4.809118,5.49475,6.030574,4.095256,3.41528,1.143077,0.842273,0.024945,0.882964,1.94452,3.123299,2.298884,1.136318,0.650521,0.864682,1.22979,1.560339,1.391296,0.787277,1.483272,1.076967,-0.036158,-1.312171,-2.762287,-3.123494,-2.99767,-3.017404,-2.663917,-1.600965,-0.772544,-1.031078,-1.622916,-2.119344,-2.116571,-1.188682,0.576279,1.249466,-1.452277,-3.80648,-4.383447,2
-2.552608,-1.954692,-1.86604,-1.490474,-0.479326,0.242114,2.687904,5.357511,5.897387,6.24839,4.225906,3.524693,1.375696,1.105429,0.228574,0.957675,1.828468,2.75025,2.061872,1.05542,0.635621,0.740128,1.079965,1.345998,0.999728,0.450157,0.677029,0.431797,-0.203734,-1.209973,-2.614462,-3.122365,-3.126762,-3.203993,-3.028036,-2.476487,-2.117904,-2.19005,-2.260074,-2.369058,-2.414037,-1.446072,0.392058,1.105529,-0.88544,-2.937934,-3.45578,2
-1.805937,-1.212156,-1.229573,-0.993099,0.064666,1.225748,3.438699,6.395826,6.772562,6.975805,4.566153,3.716428,1.668467,1.356745,0.162941,0.200257,0.566221,1.17353,0.980119,0.468545,0.111893,0.159541,0.474075,0.78529,0.619994,0.211126,0.314558,0.337771,-0.079815,-0.780043,-2.021272,-2.533102,-2.642418,-2.716753,-2.679147,-2.48104,-2.399642,-2.50556,-2.45828,-2.329312,-2.295662,-1.745764,-0.80265,-0.432639,-1.463141,-2.448868,-2.691084,2
