@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute attr136 numeric
@attribute attr137 numeric
@attribute attr138 numeric
@attribute attr139 numeric
@attribute attr140 numeric
@attribute attr141 numeric
@attribute attr142 numeric
@attribute attr143 numeric
@attribute attr144 numeric
@attribute attr145 numeric
@attribute attr146 numeric
@attribute attr147 numeric
@attribute attr148 numeric
@attribute attr149 numeric
@attribute attr150 numeric
@attribute attr151 numeric
@attribute attr152 numeric
@attribute attr153 numeric
@attribute attr154 numeric
@attribute attr155 numeric
@attribute attr156 numeric
@attribute attr157 numeric
@attribute attr158 numeric
@attribute attr159 numeric
@attribute attr160 numeric
@attribute attr161 numeric
@attribute attr162 numeric
@attribute attr163 numeric
@attribute attr164 numeric
@attribute attr165 numeric
@attribute attr166 numeric
@attribute attr167 numeric
@attribute attr168 numeric
@attribute attr169 numeric
@attribute attr170 numeric
@attribute attr171 numeric
@attribute attr172 numeric
@attribute attr173 numeric
@attribute attr174 numeric
@attribute attr175 numeric
@attribute attr176 numeric
@attribute attr177 numeric
@attribute attr178 numeric
@attribute attr179 numeric
@attribute attr180 numeric
@attribute target {1,2,3,4,5}

@data
1.8428,3.337504,3.707979,3.577633,5.5005,5.637755,3.585071,0.761828,-2.007646,-3.763369,-5.812197,-5.373662,-4.586103,-4.466139,-4.222154,-3.865188,-3.381986,-2.104036,-1.178988,-1.791219,-2.928834,-4.642485,-5.644035,-6.03817,-6.313926,-6.36641,-5.430714,-4.517187,-2.914941,-1.888943,-0.067019,1.254465,2.946026,4.003438,3.44318,2.43573,1.078799,-0.459155,-2.554691,-4.090359,-5.382358,-6.066752,-5.386724,-5.116764,-4.661,-3.869699,-4.664527,-5.90854,-3.616167,-0.844666,0.321242,1.060469,3.378454,5.475962,8.18873,10.315893,10.600933,11.05542,10.442766,8.373641,6.348915,3.276516,-0.11506,-3.502149,-7.246776,-7.92167,-6.817089,-6.664856,-6.438556,-5.848746,-4.613952,-5.6132,-4.27181,-4.403305,-3.680567,-2.309443,-0.828123,-0.693368,2.027766,3.636323,5.368604,6.532648,7.498217,7.434949,6.802637,5.328558,3.459126,0.768076,-0.884723,-2.953235,-5.298216,-5.295754,-4.444388,-3.028818,-0.794107,0.91315,2.911931,4.371813,4.075446,4.906544,5.912229,7.884104,7.824524,8.686245,9.205056,8.538252,6.683547,4.157411,1.534462,-0.644118,-2.584472,-4.506635,-5.514802,-5.785364,-5.899437,-5.33307,-5.085551,-3.887426,-2.190311,-0.899786,1.448246,2.718795,3.927301,4.405092,4.762438,4.316013,4.452422,3.399721,1.178632,-1.276972,-3.324043,-5.536353,-6.229391,-6.608431,-7.505124,-6.949337,-5.10972,-2.536135,0.103325,1.748915,4.946722,5.729667,5.855919,6.390871,6.837171,6.102677,5.590854,3.254458,0.869849,-1.256542,-5.133578,-6.966157,-7.13081,-6.06896,-4.021808,-2.435197,0.747391,3.250402,4.741435,6.395676,6.366738,6.065607,5.030296,5.505996,4.097355,-0.401954,-3.899568,-7.60867,-9.390307,-8.117083,-5.946055,-3.518411,-0.638762,1.306974,2.496181,1.684467,2.881545,5.36586,6.265458,6.881266,1
-2.847833,-1.568981,-0.793187,-0.256659,-1.221323,-1.690219,-1.75546,-1.763596,-1.889189,-1.802031,-1.688923,-1.460339,-1.433893,-1.215796,-1.365196,-1.393757,-1.571462,-1.460998,-1.549459,-1.443048,-1.431192,-1.528891,-1.844393,-1.862317,-1.735778,-1.487829,-1.459775,-1.464203,-1.536211,-1.688073,-1.840361,-1.712647,-1.506527,-1.67535,-1.519917,-1.518235,-1.439366,-1.411962,-1.524258,-1.451608,-1.514505,-1.263161,-1.138424,-1.274746,-1.531102,-1.622243,-1.655171,-1.675928,-1.660996,-1.582173,-1.582146,-1.580078,-1.697206,-1.507483,-1.611001,-1.610886,-1.655813,-1.497444,-1.659911,-1.594919,-1.497498,-1.476742,-1.452156,-1.581701,-1.575411,-1.713082,-1.706729,-1.77666,-1.806477,-1.881993,-1.881527,-2.120371,-2.128726,-2.340492,-2.282368,-2.440176,-2.281203,-2.402234,-2.038086,-2.068907,-2.275002,-2.204339,-2.162061,-2.032225,-2.125668,-1.998444,-1.891625,-1.825442,-1.776919,-1.893315,-1.926744,-1.881586,-1.91103,-2.051145,-2.152786,-2.958629,-3.318686,-3.259506,-3.431599,-3.690299,-4.554652,-5.214626,-5.091609,-4.534168,-4.264903,-3.645427,-3.34006,-4.664544,-6.250019,-7.850285,-8.564019,-9.909141,-10.270989,-8.464093,-5.856838,-4.285512,-1.765728,-0.45484,0.645551,1.786513,3.162946,3.358704,3.455474,4.647221,5.925478,6.802139,7.654067,7.371554,6.668925,6.482834,6.590079,7.030728,7.055347,7.719555,8.770417,9.933761,10.336924,9.634975,8.825691,8.77696,8.727452,8.974739,9.255871,9.725724,9.758559,9.073153,8.818528,8.601941,8.609739,9.159255,10.070972,10.37787,11.184443,11.273078,10.100888,8.824903,8.252138,7.61951,7.724281,6.856197,5.871418,4.402535,4.242691,4.906516,4.506618,2.34719,1.512466,1.423076,-0.055264,-2.414755,-4.534014,-6.674027,-8.059361,-8.453583,-8.067522,-8.2257,-8.843785,-8.165103,-7.588017,-6.829837,1
12.167113,12.368447,12.144777,12.063083,11.362247,10.7599,11.955095,12.851669,13.678573,14.141219,12.852734,12.14044,12.021482,11.564788,11.474211,11.645053,13.343883,13.637523,12.743194,12.626391,10.967645,8.843557,7.549563,5.44858,2.544236,3.236182,3.897671,4.242026,3.765995,3.669415,3.701815,3.551356,3.026523,0.45491,-0.977544,-1.131451,-2.069428,-4.467387,-5.833552,-5.380545,-4.219293,-3.810645,-3.616111,-3.812366,-5.184412,-5.190958,-4.62029,-4.86718,-4.607984,-3.802124,-3.284875,-3.06121,-3.627068,-4.179848,-4.077038,-5.178298,-5.135579,-5.086009,-5.120438,-4.712438,-5.042635,-4.127349,-3.281922,-3.018986,-2.628363,-2.316751,-3.331499,-4.24389,-3.957749,-3.289822,-2.531053,-2.446152,-3.436434,-3.619976,-3.821251,-4.110466,-3.907336,-3.407396,-2.675319,-2.297681,-1.633885,-1.9581,-2.803669,-3.635678,-3.699117,-3.072552,-2.974341,-2.650331,-2.35048,-1.969085,-1.473971,-2.132205,-2.738311,-2.997573,-2.816523,-2.607831,-2.590105,-2.228082,-2.18652,-2.024962,-1.825938,-2.046031,-1.325623,-1.980791,-2.158968,-2.15812,-2.022545,-1.988647,-1.797232,-1.161679,-1.487388,-0.897506,-1.015593,-2.120322,-1.433396,-0.868,-0.902511,-1.004664,-0.573281,-0.157552,0.40916,0.446101,-0.601036,-1.39646,-1.282312,-1.001374,-0.765764,0.235666,0.69011,0.648825,1.453687,1.797062,-0.281359,-1.31554,-1.989829,-1.198195,-0.864951,-0.786438,-0.656548,-1.358231,-1.605986,-1.413015,-2.113723,-2.571755,-2.586849,-1.552783,-1.346409,-0.900527,-0.817953,-0.959317,-0.802324,-0.837577,-0.961951,-1.170556,-1.636193,-1.865745,-1.675377,-1.484231,-1.023088,-0.851144,-1.113919,-1.284251,-1.691478,-1.555233,-1.220136,-1.061474,-0.579221,-0.625634,-0.842524,-0.993804,-1.02348,-1.238052,-1.461988,-1.894456,-1.295642,-1.052845,-1.145539,-0.728257,-0.801207,-0.823015,1
-10.683405,-12.174395,-8.776614,-3.162314,1.175372,0.44892,-1.996669,-5.434832,-7.364745,-6.190127,-3.917945,1.92168,5.968273,9.179864,11.541072,8.027557,3.217316,0.807661,-2.158257,-4.387414,-1.029521,-0.290467,0.078453,-0.543596,-0.320146,-0.839897,-0.692553,-1.151204,-1.054436,-1.47018,-1.41063,-1.793242,-1.766272,-2.125792,-2.117389,-2.453703,-2.466297,-2.782943,-2.814261,-3.11285,-3.16174,-3.443497,-3.516067,-3.775537,-3.865264,-4.102041,-4.219068,-4.421272,-4.585999,-4.713462,-5.013088,-3.141465,1.93066,6.57926,9.063247,5.245274,3.746452,3.564639,3.352434,3.082238,2.886491,2.615941,2.40917,2.16747,1.926863,1.611257,-1.247546,-2.454514,-0.005716,1.728405,4.12677,4.958427,2.994021,0.556635,-1.615689,-4.964905,-9.799198,-13.110115,-16.702243,-17.395934,-12.969367,-10.345905,-6.369034,-3.45299,-2.442551,-4.00031,-5.124133,-5.247313,-4.48447,-5.597911,-4.771926,-0.163979,2.351137,-1.820384,-1.13454,-1.570551,-3.877714,-0.815206,1.979739,5.113505,6.942653,9.828206,11.21285,7.712792,2.958863,1.553235,1.697948,1.47491,1.475046,1.303472,1.271142,1.131073,1.075182,0.947836,0.888674,0.761483,0.697868,0.582872,0.502072,0.402657,0.313095,0.215997,0.124532,0.036572,-0.075593,-0.132065,-0.284246,-0.2897,-0.554379,0.162669,1.974953,3.341885,6.433557,5.691812,2.842857,-0.970175,-3.711399,-5.349434,-4.890588,-2.489665,1.922145,6.468843,7.999246,6.576816,3.336336,-2.143903,-5.592157,-8.840201,-7.277199,-3.189362,2.045758,6.132111,7.72111,7.663775,4.988833,0.116769,-2.967897,-2.136556,-1.741002,-0.967305,-0.531957,0.218947,0.670245,1.414739,1.859621,2.618667,3.048062,3.824507,4.224844,5.042196,5.385544,6.296283,6.481916,7.704129,5.700798,4.864882,8.451883,8.42684,8.507467,8.431247,1
-2.425526,2.190439,4.781938,5.899596,4.986544,2.758941,-0.367973,-3.418047,-5.544652,-6.061559,-5.385975,-3.080712,-0.28624,2.771156,5.797976,6.850353,6.948009,5.087952,1.999153,-0.776001,-4.046312,-7.217004,-9.54416,-9.786679,-6.611709,-2.446325,1.354882,3.940246,5.103082,4.622221,2.782565,-0.765698,-3.419724,-5.677797,-6.344508,-4.932343,-3.22938,0.646099,4.081785,7.025521,6.616685,6.240778,4.781573,2.592113,-2.35549,-3.840293,-6.00155,-8.578341,-7.654184,-4.956322,-0.901754,2.97265,5.103034,5.693471,6.052656,4.64994,2.242097,-1.721412,-3.569705,-5.468852,-6.033879,-4.021596,-1.076392,3.707603,5.900244,7.430833,5.995703,4.243802,0.642404,-2.496297,-5.904321,-8.235067,-6.303328,-3.417771,0.541188,3.590408,5.476984,5.724244,4.413562,3.955866,1.309444,-1.986959,-4.25159,-6.873976,-8.500109,-6.884713,-4.009408,0.133561,3.921072,6.872046,6.748053,5.247046,2.942595,-1.020766,-2.062019,-3.6933,-4.822518,-4.503248,-3.592273,-2.110792,-0.132999,2.530995,3.984284,5.646236,7.469735,8.003441,6.694128,4.806707,2.610261,-0.385661,-3.062777,-6.711109,-8.509716,-7.284884,-4.922574,-1.558679,1.739986,4.299199,5.399668,4.954433,5.38608,5.142564,2.736578,0.661349,-1.82629,-3.671298,-5.2219,-7.499999,-9.10169,-10.007679,-6.577711,-2.729314,-3.506749,-4.773604,-3.128927,-2.211002,1.510926,1.39778,5.173158,8.77402,10.440884,11.345685,12.420047,12.57954,10.394418,7.071409,3.065326,1.258146,-0.383548,-1.282011,-1.600798,-3.49753,-4.869716,-4.443842,-2.486622,0.304984,1.692285,-1.143671,-1.926972,1.118769,4.065472,4.042662,1.506245,-1.45526,-3.028857,-4.746828,-3.143242,-0.348462,0.76322,-0.501515,-1.691363,-4.053954,-6.344192,-5.91123,-5.487861,-3.793138,-1.024587,1.472274,3.168856,3.204452,1
6.925316,4.64981,3.090384,1.491613,-0.441862,-1.998359,-2.596672,-2.179863,-2.979592,-5.472134,-7.163581,-6.716041,-5.036189,-2.812401,-0.224266,2.02927,3.69416,5.076579,5.868865,6.433015,6.611125,6.233107,5.968263,5.206743,4.482772,3.931974,4.010493,2.363258,0.600267,0.035196,-0.408274,-0.587552,-1.556436,-2.013581,-2.101777,-1.21312,-1.51658,-1.221503,-1.086537,-0.947553,-1.017826,-0.859323,-0.126404,-0.224333,-0.089795,-0.009898,0.826073,2.041768,1.424232,0.294467,-0.324921,1.162748,1.768294,1.73627,1.276512,2.151965,3.849225,4.72554,5.878867,5.954581,5.561723,5.466048,5.14091,3.61941,2.646744,3.287885,3.007539,1.605792,0.094574,-2.842785,-4.778525,-4.92061,-5.42851,-6.615042,-6.636316,-6.299847,-5.864095,-5.627029,-5.975375,-5.479783,-5.070025,-5.428149,-4.923828,-5.119325,-4.915661,-5.205813,-5.001534,-5.414017,-5.138144,-5.465113,-5.727909,-5.084361,-3.628253,-2.013034,-0.058092,2.202653,4.137798,5.137857,5.770686,6.559043,7.081999,7.518061,8.63248,7.897809,7.223257,7.388937,5.158646,3.765234,2.273192,1.798859,0.050572,-2.117594,-3.414841,-4.227185,-4.947525,-6.457827,-7.791109,-9.670348,-11.288447,-12.158798,-13.326252,-14.750821,-14.339872,-12.941294,-10.254745,-7.416568,-4.872257,-2.20528,-0.203139,0.698379,1.084142,0.409349,-0.443325,-0.912436,-1.18517,-0.939746,-0.707754,-0.746187,-0.693194,0.345586,2.037485,3.39531,4.914056,6.721073,9.448431,11.387711,10.441111,9.301685,7.887481,6.149171,4.307492,2.536913,0.530227,-2.614677,-2.618456,-2.158903,-1.883208,-1.334798,0.468377,2.099767,3.000779,3.935627,4.932739,5.896226,6.374065,6.693534,6.067568,4.32125,2.531246,0.992572,-0.63497,-1.246065,-1.386943,-2.394242,-2.94747,-2.738899,-2.050617,-1.38492,-0.180729,1.444349,1
3.13078,4.395183,4.60195,4.954581,4.689589,4.134406,4.30147,5.701517,6.832735,6.63542,6.275282,6.626309,6.708797,6.685787,6.89385,6.350967,6.414137,6.075377,5.243343,4.327659,4.689644,4.692195,4.334081,4.097734,3.688207,3.621403,3.371876,2.945161,3.319971,2.440436,2.50738,2.966197,3.239452,3.632874,3.490646,3.3357,2.963369,1.477755,-0.636569,-1.126141,-0.594579,-0.242609,0.292576,0.565499,0.686469,0.86847,1.160501,0.681416,0.234688,0.333233,0.935108,0.300077,-0.057895,-0.210622,-0.720839,-1.319993,-1.502103,-1.334635,-0.990158,-0.646251,-0.729818,-0.7325,-0.931331,-1.19794,-1.308909,-1.050174,-1.101503,-1.231626,-1.321887,-1.126879,-0.529798,0.023187,2.102994,4.150426,5.546469,6.396335,7.729982,7.955025,7.427605,7.679362,7.071385,6.973119,8.102186,9.095891,9.764852,10.799218,10.826594,9.469284,7.399603,3.725525,0.113043,-2.552879,-3.626962,-4.518046,-6.093152,-6.905865,-9.53081,-10.472157,-10.523606,-9.762877,-9.181181,-8.127147,-7.198505,-6.552954,-6.19997,-6.197971,-5.672581,-5.448941,-5.589153,-5.632071,-5.372933,-5.098739,-4.55562,-4.970705,-5.660254,-6.290435,-6.796184,-6.206981,-5.918912,-6.074463,-6.184917,-6.0057,-5.405485,-4.934372,-4.523104,-4.327028,-4.534869,-5.100506,-5.629773,-5.523317,-4.985454,-4.454898,-5.261853,-5.411696,-5.389795,-5.606467,-5.539805,-5.34634,-4.302168,-3.098201,-1.644744,0.156093,0.924545,1.051268,2.300042,2.402693,1.67575,2.431404,3.319631,4.087164,4.180026,3.9921,3.631712,3.296992,3.207269,2.956215,2.479998,2.17136,2.495499,2.930439,3.513969,3.645947,3.917305,3.56112,2.441664,1.727529,0.701386,-1.001005,-2.13437,-2.035706,-3.429494,-5.150168,-7.374993,-9.332382,-9.25915,-9.471755,-8.63932,-6.216157,-3.743984,-1.026675,1
-3.767916,-3.086876,-2.353082,-1.352458,-0.896171,-0.742777,0.363203,1.584309,1.831898,2.644311,3.752301,5.157474,5.077101,5.137043,4.937456,5.447571,6.078667,8.232328,9.034164,8.876503,9.070702,8.851865,8.171295,8.370097,7.716039,7.155267,6.903461,6.63224,5.500637,4.701379,3.567966,1.455194,0.465681,-0.356937,-1.823194,-3.103234,-3.416075,-4.535826,-4.396355,-5.079674,-5.580005,-4.97389,-4.31774,-3.615879,-2.837889,-2.235821,-2.431369,-0.574361,1.357957,2.21239,2.711491,3.850057,5.825209,6.562909,6.85755,7.538241,7.026208,6.814927,6.330459,6.704902,6.479901,5.679778,5.73362,4.87218,3.584418,3.698171,3.292097,2.523137,2.174236,1.416933,-0.166476,-1.319199,-2.561175,-3.590586,-4.564902,-4.732829,-6.069298,-8.852218,-9.212083,-9.205482,-8.614749,-8.166939,-7.286549,-6.815068,-6.594393,-6.884524,-6.886135,-5.95157,-5.461831,-5.398743,-5.424154,-5.168823,-4.275423,-3.658734,-2.321176,-2.491942,-2.31188,-0.494426,0.903691,1.756527,1.259254,1.965161,2.814779,4.279456,6.141309,5.588431,4.989556,5.046394,5.199302,5.256944,4.756127,4.837043,4.878564,4.895666,4.684479,3.917713,3.491898,3.954286,3.676368,4.005095,3.405245,2.238481,1.694075,1.586758,1.843155,-0.347401,-1.368991,-2.943956,-4.719581,-5.217566,-5.453693,-6.068867,-6.638045,-6.228341,-5.436138,-4.66033,-3.86628,-2.843434,-1.870371,-2.688764,-1.745355,0.242331,0.566179,1.942262,3.065652,4.143018,5.910473,7.038031,6.416375,6.191653,4.888829,2.549771,-0.429045,-2.524717,-3.875235,-3.824305,-2.48413,-2.788679,-4.659805,-7.43629,-7.775749,-8.9656,-10.139672,-10.18783,-9.6803,-8.637079,-7.041125,-5.581265,-4.409011,-2.926754,-0.812171,-0.647633,-1.067601,-0.437556,-1.477594,-1.379578,-1.855184,-2.841392,-3.479517,-6.562482,1
-0.465489,1.990067,4.878385,5.263444,4.534258,4.419205,3.435098,2.732507,1.40268,-0.621482,-3.073184,-4.972576,-7.096398,-8.312447,-8.956672,-9.227169,-9.234405,-6.816402,-4.146691,-1.269844,1.250605,4.596444,6.204759,5.80097,5.614595,4.875212,3.206188,0.89509,-2.006513,-3.642159,-5.497669,-7.950868,-8.730489,-8.088292,-6.686106,-5.193003,-2.56096,-0.13816,2.625745,4.298517,6.741079,7.437551,6.242761,4.44307,1.639179,-1.38495,-4.241555,-7.906735,-9.068623,-8.60835,-7.738167,-6.796679,-5.813469,-3.371957,-0.075976,1.608375,3.731195,4.41747,5.565325,5.193964,3.262375,0.762486,-1.271205,-3.184249,-5.107468,-5.728181,-5.181195,-5.109916,-4.484311,-2.341609,-0.344462,2.921013,4.913797,5.128421,7.399064,7.217831,5.801143,3.145928,0.283376,-1.839408,-2.615069,-3.248193,-3.346103,-2.521004,-1.090375,0.704438,2.526952,4.279962,6.068676,7.33904,7.081231,5.545937,3.135626,-0.25012,-3.37162,-5.806117,-6.295254,-5.653012,-4.485034,-2.894764,-0.239493,3.128032,5.032332,5.787666,7.941488,9.807885,8.87444,6.958237,3.947907,0.770041,-2.637543,-5.641239,-5.707889,-5.421606,-5.503274,-5.827981,-5.064826,-3.707763,-2.149253,0.270513,1.422129,2.38194,3.96308,4.009259,4.632462,2.710784,2.144376,0.436054,-2.740869,-5.387039,-6.470768,-6.066966,-5.634588,-4.709982,-3.497141,-1.663723,1.027791,3.765951,6.191507,6.688619,7.917839,7.737179,6.865189,4.251297,0.920305,-2.09371,-6.139723,-7.862424,-7.437291,-6.780956,-4.700993,-1.848098,1.790463,3.923462,6.349873,7.156015,5.823069,4.070008,1.527278,-0.963072,-2.76931,-3.503748,-3.240628,-3.414472,-3.370455,-3.207955,-2.844086,-3.010038,-3.366341,-2.288375,1.41377,4.049699,5.188008,6.571548,8.898213,9.957277,7.960837,5.145461,2.150259,-1.344853,1
-3.932099,-2.573275,-1.623401,-1.814703,-2.520054,-2.822117,-2.881169,-2.638796,-2.286579,-2.670657,-3.0042,-3.061355,-3.138441,-3.057181,-3.010998,-2.835932,-2.911394,-2.997178,-3.36121,-3.277951,-3.069591,-2.822815,-2.659843,-2.560594,-2.613941,-3.035173,-3.250169,-3.283015,-3.193873,-3.265761,-3.153189,-3.122943,-2.707382,-2.663251,-2.553299,-2.518935,-2.850661,-2.991071,-3.202402,-3.461178,-3.695655,-3.0283,-1.27835,3.485953,6.115503,7.255347,8.85608,9.8893,10.50534,10.722267,10.582518,9.781734,8.81993,8.308185,7.93722,7.579653,6.784764,6.308,6.36975,7.483409,8.433012,9.546215,9.737807,8.946911,8.98874,8.426141,6.514512,5.895514,5.443843,3.388534,2.784478,2.696596,1.193713,-0.30648,0.13427,0.396691,0.344647,0.425065,-0.154789,-1.311941,-3.490326,-4.62158,-4.625963,-4.653184,-5.49279,-6.511606,-8.160895,-8.807725,-8.481387,-8.022874,-7.679388,-7.607202,-7.76589,-8.220952,-8.742713,-9.245974,-10.342612,-11.1655,-10.638381,-9.498641,-8.935801,-8.284428,-7.217555,-6.020918,-4.835041,-3.596183,-3.002089,-1.335901,-0.043788,0.941779,2.538295,4.077679,4.768789,5.324382,5.044964,3.950605,3.406043,4.1858,4.767832,5.103598,4.988833,5.132682,4.653162,4.796178,4.925364,4.5938,4.232098,4.400529,4.694193,5.091341,5.301829,4.872905,4.242158,3.501214,2.976616,2.783484,2.862642,2.962204,3.197055,3.147082,2.911842,2.394789,2.119026,2.604823,2.350284,2.116695,0.733807,0.169561,0.188901,0.458369,1.201676,1.940514,1.599329,0.663351,-0.354717,-1.413259,-1.612482,-0.544653,0.103098,0.41527,0.757597,1.043161,1.247415,1.009088,0.183227,-0.953237,-1.790269,-2.817236,-3.659482,-4.023097,-5.169468,-5.486211,-4.336172,-3.930043,-3.672685,-3.253485,-2.607777,-2.335335,-1.92214,-1.656272,1
-5.357642,-4.302148,-3.689534,-3.575139,-2.961429,-2.112823,-0.833852,0.053677,0.014566,0.302188,0.697839,0.988497,0.760941,0.785042,0.94722,0.646538,0.489435,0.404221,-0.314479,-1.349487,-1.264903,-1.45786,-1.157292,-1.27549,-1.441019,-2.404277,-3.939475,-3.112549,-2.639188,-1.393562,-0.8246,-1.020199,-0.967514,-1.135992,-1.194936,-1.059056,-0.978743,-0.925245,0.177769,1.253912,1.115086,1.467798,1.761554,2.168341,2.550518,3.454392,3.678447,3.779112,3.35165,3.799264,4.503068,5.600649,6.13972,5.817602,5.455017,4.958089,4.413245,4.029232,3.517264,2.692569,2.00703,1.660749,0.887258,-0.038731,-1.306194,-3.340458,-4.393998,-5.279608,-5.931086,-6.347784,-7.048642,-7.616761,-7.639644,-7.345569,-6.75024,-6.180132,-5.980951,-5.988837,-6.008818,-6.565108,-7.540118,-7.735706,-6.347257,-4.143668,-2.160318,-0.71732,0.048838,0.358683,0.697332,0.889663,1.25546,1.72234,2.536372,2.655529,2.8544,3.539731,4.241356,5.090916,4.735363,4.529652,4.857103,6.352136,7.510771,8.038419,8.010255,7.816156,7.996741,8.033988,8.010905,7.289309,6.656817,6.38162,6.074947,5.577619,5.2862,5.429302,5.311451,5.263405,4.96032,4.757749,4.523119,4.783841,4.83543,4.739588,4.713531,5.093632,5.733153,6.011093,6.349432,6.764139,6.599915,5.839272,5.099307,4.686246,5.097509,5.377306,5.59106,5.729092,5.474079,4.685374,3.90077,3.607636,3.821956,4.017123,3.932887,3.1742,1.772831,0.213599,-0.196825,-0.697028,-1.73372,-2.453067,-2.650849,-3.983361,-5.163076,-5.79881,-6.354953,-6.328095,-5.917089,-5.769873,-5.832621,-6.515007,-7.165242,-7.668761,-7.931505,-7.419626,-6.748694,-6.545062,-6.625341,-7.15748,-7.741472,-7.834264,-8.629571,-9.600966,-9.788543,-9.815518,-9.592312,-9.575177,-9.553554,-9.384629,1
