@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute target {1,2}

@data
-0.242896,-0.213955,-0.184056,-0.153168,-0.121314,-0.088808,-0.056071,-0.023447,0.008444,0.039889,0.071447,0.103105,0.134845,0.166714,0.198448,0.230156,0.261643,0.292922,0.324177,0.355514,0.386695,0.417387,0.447457,0.476398,0.504101,0.530668,0.556311,0.581637,0.606643,0.631531,0.656387,0.681155,0.705943,0.730646,0.754994,0.778884,0.802404,0.825171,0.846789,0.867053,0.88567,0.902482,0.917063,0.928489,0.936466,0.940711,0.940868,0.937126,0.9296,0.918388,0.90377,0.886183,0.86586,0.843463,0.819356,0.793963,0.767704,0.740946,0.713661,0.686223,0.658768,0.631268,0.603777,0.57633,0.548958,0.521331,0.493702,0.466088,0.438481,0.410845,0.383161,0.355392,0.327523,0.299567,0.271462,1
0.062441,0.093684,0.125037,0.156549,0.188114,0.21916,0.250177,0.281076,0.311989,0.342911,0.373817,0.404834,0.435741,0.466528,0.497335,0.528035,0.558818,0.589277,0.619684,0.649623,0.678714,0.706589,0.732398,0.756165,0.778226,0.798817,0.818128,0.835899,0.851959,0.866369,0.878927,0.889945,0.898905,0.905646,0.910145,0.91269,0.912959,0.910907,0.905763,0.897335,0.886341,0.872279,0.855005,0.836093,0.815874,0.794406,0.771464,0.747314,0.722292,0.696411,0.670117,0.643521,0.616776,0.589871,0.562908,0.535906,0.508879,0.481754,0.454536,0.427121,0.399599,0.371916,0.34387,0.315379,0.28635,0.256297,0.225239,0.19281,0.159498,0.126316,0.093063,0.06054,0.028958,-0.001524,-0.031338,1
-0.035645,-0.001169,0.033401,0.068001,0.102663,0.137331,0.171843,0.206228,0.240504,0.274651,0.308503,0.341521,0.373335,0.403248,0.430864,0.456303,0.479851,0.501457,0.521485,0.539819,0.55628,0.570536,0.584471,0.5959,0.603718,0.608708,0.611733,0.613011,0.612461,0.610486,0.607571,0.6041,0.600571,0.59725,0.594285,0.591679,0.589349,0.587174,0.58525,0.583537,0.582084,0.580831,0.579652,0.578541,0.577455,0.576323,0.575165,0.57392,0.572619,0.571353,0.569913,0.568367,0.566604,0.564492,0.561567,0.557796,0.553373,0.544943,0.534062,0.520824,0.505642,0.488382,0.468693,0.446185,0.420443,0.391376,0.359929,0.327161,0.293884,0.260161,0.226198,0.191981,0.157509,0.123119,0.088721,2
-0.000446,0.031139,0.06279,0.094333,0.125982,0.157514,0.189055,0.220585,0.251989,0.283335,0.314688,0.346078,0.377354,0.408827,0.440262,0.471634,0.502748,0.533198,0.56247,0.590522,0.617383,0.643212,0.668655,0.693563,0.717873,0.741588,0.764331,0.785795,0.80573,0.824081,0.840398,0.854637,0.866586,0.876548,0.884664,0.891062,0.895835,0.898757,0.899719,0.89819,0.893977,0.887342,0.877941,0.865822,0.851564,0.835524,0.8177,0.798234,0.777391,0.755046,0.731548,0.707088,0.681907,0.65604,0.629691,0.603041,0.576327,0.549441,0.522121,0.494504,0.466368,0.437553,0.407823,0.377153,0.346089,0.314822,0.283323,0.251884,0.220501,0.189094,0.157922,0.126663,0.09545,0.064315,0.033223,1
-0.056182,-0.024106,0.008039,0.040113,0.072227,0.104285,0.136368,0.16842,0.20036,0.232257,0.264137,0.295973,0.327824,0.359596,0.391192,0.422336,0.452854,0.482362,0.510353,0.536514,0.560981,0.583773,0.604983,0.624665,0.642886,0.659529,0.674518,0.687295,0.697934,0.706399,0.712773,0.717198,0.719855,0.721038,0.721294,0.721224,0.721141,0.72126,0.721728,0.722397,0.723128,0.723828,0.724454,0.725027,0.725598,0.725975,0.725943,0.725171,0.722895,0.718303,0.710857,0.699265,0.684617,0.668613,0.651234,0.632456,0.612463,0.591051,0.567936,0.542977,0.516053,0.48771,0.458526,0.429024,0.399542,0.369925,0.34018,0.310307,0.280309,0.250198,0.219931,0.18973,0.159474,0.129279,0.099125,2
-0.044825,-0.012134,0.020516,0.053154,0.085777,0.118305,0.150836,0.183367,0.215835,0.248194,0.280459,0.31267,0.3447,0.376404,0.407404,0.437195,0.465192,0.49108,0.514841,0.536492,0.55627,0.574377,0.59038,0.605965,0.618167,0.629964,0.638366,0.642881,0.645563,0.646194,0.644757,0.641815,0.63808,0.634087,0.630055,0.626112,0.622278,0.618706,0.615447,0.612584,0.610137,0.608103,0.606464,0.605136,0.604146,0.603438,0.603022,0.602675,0.602127,0.601267,0.600009,0.597941,0.59543,0.5916,0.586352,0.576625,0.565441,0.553284,0.539977,0.52522,0.508262,0.488545,0.466128,0.440548,0.413081,0.383283,0.352515,0.320976,0.289203,0.257008,0.224672,0.192156,0.159559,0.126752,0.093829,2
0.049561,0.079803,0.110034,0.140248,0.170442,0.200668,0.230926,0.261203,0.291472,0.321758,0.352036,0.38246,0.412869,0.443252,0.473664,0.504173,0.534672,0.565048,0.594757,0.623621,0.651783,0.679501,0.706391,0.732524,0.757412,0.780602,0.801477,0.820189,0.836864,0.85171,0.86396,0.874405,0.88269,0.889229,0.89385,0.896615,0.897538,0.896066,0.891955,0.885373,0.876146,0.864689,0.851227,0.836038,0.819347,0.801151,0.781644,0.760708,0.738294,0.714646,0.689939,0.664385,0.637897,0.61139,0.584551,0.5576,0.530202,0.502308,0.473227,0.443225,0.412161,0.380539,0.348889,0.31753,0.286684,0.256162,0.225798,0.195543,0.165229,0.13484,0.104486,0.074154,0.043786,0.013433,-0.016885,1
0.328164,0.355478,0.382741,0.410092,0.437337,0.464689,0.491996,0.519383,0.54676,0.574065,0.601428,0.628815,0.656268,0.683754,0.711169,0.738565,0.766026,0.793237,0.820281,0.846804,0.871749,0.894641,0.914278,0.929887,0.941158,0.947502,0.949065,0.945914,0.93829,0.926828,0.912313,0.894968,0.875168,0.853254,0.829478,0.804103,0.777638,0.749732,0.72115,0.692193,0.663093,0.633913,0.604803,0.575777,0.546869,0.518212,0.489517,0.460865,0.432262,0.403675,0.375141,0.346675,0.318212,0.289766,0.261661,0.233516,0.205296,0.177074,0.148876,0.120708,0.092516,0.064281,0.036052,0.007826,-0.020332,-0.048626,-0.07685,-0.105015,-0.133194,-0.161376,-0.189533,-0.217677,-0.245795,-0.27396,-0.302094,2
-0.183645,-0.152229,-0.120814,-0.089397,-0.057978,-0.026641,0.004616,0.03581,0.066993,0.098132,0.129191,0.160061,0.190818,0.221478,0.252111,0.282722,0.313247,0.343832,0.374504,0.405233,0.436032,0.466725,0.497324,0.527758,0.557548,0.586036,0.612872,0.63749,0.659634,0.679078,0.696525,0.711454,0.724414,0.73556,0.744554,0.751205,0.75576,0.758956,0.76111,0.762666,0.763771,0.764675,0.765362,0.765749,0.765992,0.766026,0.765858,0.765656,0.765299,0.764731,0.763817,0.762508,0.760507,0.756675,0.750499,0.740554,0.728262,0.713077,0.69512,0.674126,0.650269,0.623892,0.595155,0.565068,0.534178,0.503206,0.471989,0.440831,0.409668,0.378513,0.347423,0.316488,0.285626,0.254843,0.224088,1
0.130647,0.158229,0.185797,0.21328,0.240492,0.267453,0.294164,0.320534,0.346691,0.372594,0.39836,0.424173,0.450116,0.476285,0.502974,0.530315,0.558737,0.588015,0.617589,0.646732,0.674995,0.702085,0.727674,0.751986,0.774896,0.795803,0.814164,0.829524,0.841616,0.851004,0.858022,0.863108,0.866419,0.868225,0.868293,0.867191,0.865109,0.86197,0.857942,0.852306,0.844086,0.833233,0.819429,0.80271,0.783641,0.762481,0.739662,0.715322,0.689774,0.663174,0.635838,0.607905,0.57957,0.550936,0.522049,0.492793,0.463026,0.432658,0.401809,0.370561,0.339013,0.307343,0.275623,0.243884,0.212269,0.180921,0.149877,0.118982,0.088184,0.057428,0.026685,-0.004016,-0.034675,-0.06522,-0.095764,1
0.023676,0.055862,0.087304,0.118347,0.14911,0.179851,0.21065,0.241604,0.272481,0.303225,0.33383,0.364466,0.394998,0.425516,0.455929,0.486404,0.516806,0.547084,0.577273,0.607372,0.636994,0.665833,0.693247,0.719467,0.743589,0.766444,0.787862,0.807846,0.826452,0.842883,0.857388,0.869848,0.880431,0.888972,0.895355,0.899778,0.902745,0.903472,0.902589,0.899291,0.893409,0.884987,0.873246,0.859316,0.843276,0.825567,0.806119,0.784787,0.762158,0.738091,0.712786,0.686819,0.660626,0.633923,0.606896,0.579715,0.552545,0.525331,0.497858,0.470313,0.442507,0.414593,0.38654,0.358161,0.329322,0.299749,0.269179,0.237679,0.205264,0.171954,0.138562,0.105103,0.072082,0.039855,0.008066,1
-0.266154,-0.234216,-0.202437,-0.170863,-0.139354,-0.107858,-0.076419,-0.045067,-0.013624,0.017731,0.049052,0.080434,0.111771,0.143083,0.174372,0.205614,0.236833,0.268145,0.299343,0.330544,0.361772,0.39297,0.424144,0.455366,0.486383,0.516685,0.545691,0.572388,0.596206,0.61644,0.632965,0.645837,0.654984,0.661215,0.665106,0.667518,0.668893,0.669513,0.669625,0.669467,0.669245,0.668918,0.668433,0.667755,0.667091,0.666456,0.665583,0.664815,0.66381,0.66274,0.661411,0.659776,0.657827,0.655777,0.653543,0.650872,0.647775,0.644085,0.639672,0.634112,0.627059,0.618217,0.607098,0.593339,0.576788,0.557125,0.534358,0.508579,0.480296,0.449736,0.417739,0.384845,0.351376,0.317588,0.283786,2
0.145635,0.181773,0.217749,0.253304,0.288188,0.322109,0.354351,0.384382,0.412449,0.437995,0.461237,0.482142,0.500808,0.5172,0.53157,0.543952,0.554343,0.563201,0.570374,0.576338,0.581097,0.58501,0.588141,0.590747,0.593137,0.595385,0.597524,0.599644,0.601845,0.604107,0.606444,0.608881,0.61117,0.613062,0.614428,0.615526,0.616596,0.617733,0.619135,0.620785,0.622555,0.62398,0.624794,0.624764,0.62394,0.622246,0.619708,0.616425,0.612257,0.607171,0.600886,0.591982,0.580326,0.565941,0.548571,0.528052,0.504413,0.477964,0.449002,0.418203,0.38616,0.352963,0.319153,0.285162,0.251158,0.217069,0.18287,0.148618,0.114269,0.079896,0.045407,0.010995,-0.023414,-0.057841,-0.09216,1
0.532937,0.560464,0.587436,0.614098,0.640199,0.665938,0.691219,0.716169,0.740493,0.764106,0.786974,0.808852,0.829274,0.848055,0.864906,0.879535,0.89173,0.901535,0.908754,0.913052,0.913904,0.911001,0.903693,0.892052,0.876354,0.857093,0.834575,0.809569,0.782869,0.755039,0.726655,0.697803,0.6691,0.640579,0.612216,0.583994,0.55587,0.527822,0.499764,0.471766,0.443707,0.415608,0.387599,0.359545,0.331434,0.30337,0.27532,0.247379,0.219472,0.191614,0.163763,0.135902,0.108063,0.080188,0.052327,0.024418,-0.003483,-0.031364,-0.059253,-0.087075,-0.114902,-0.142732,-0.170505,-0.198292,-0.226106,-0.253815,-0.281547,-0.309301,-0.337079,-0.36481,-0.392509,-0.420265,-0.448016,-0.475673,-0.50315,2
0.081939,0.110415,0.139442,0.168967,0.198831,0.228861,0.25892,0.288965,0.31884,0.348591,0.378298,0.407988,0.437617,0.467183,0.496702,0.526146,0.555573,0.584961,0.613989,0.6423,0.669822,0.696182,0.721458,0.745554,0.768529,0.790314,0.810771,0.829677,0.846833,0.862009,0.875176,0.886623,0.896205,0.904006,0.90978,0.913197,0.913903,0.911256,0.905334,0.896235,0.884172,0.869756,0.853263,0.83497,0.81488,0.79307,0.769765,0.745235,0.71974,0.693426,0.666544,0.639441,0.612179,0.584852,0.5574,0.529833,0.502218,0.474476,0.446631,0.41847,0.389664,0.359757,0.328577,0.296143,0.263274,0.230514,0.198225,0.166627,0.135369,0.104264,0.073225,0.042184,0.011187,-0.019691,-0.050528,1
0.053993,0.084359,0.114791,0.145181,0.175648,0.206173,0.236702,0.267129,0.297656,0.328203,0.358859,0.389396,0.419861,0.450348,0.480841,0.511232,0.541111,0.570418,0.598962,0.626504,0.652941,0.678361,0.703104,0.72727,0.750555,0.772546,0.793114,0.812303,0.829876,0.845733,0.85973,0.871754,0.881799,0.8899,0.895997,0.900135,0.902223,0.902045,0.899093,0.893569,0.885252,0.874342,0.861172,0.84575,0.828241,0.808991,0.788174,0.76588,0.742451,0.717727,0.692068,0.665448,0.638527,0.611373,0.58411,0.556767,0.52934,0.501811,0.474071,0.446174,0.417764,0.388574,0.358542,0.327542,0.295897,0.263889,0.231997,0.200124,0.168189,0.136325,0.10447,0.072611,0.040916,0.009476,-0.021832,1
0.420936,0.447281,0.473656,0.49999,0.526463,0.552925,0.579399,0.605892,0.632241,0.658678,0.685027,0.71132,0.73758,0.76391,0.790033,0.815879,0.841195,0.865857,0.889246,0.910478,0.928061,0.941274,0.949887,0.953116,0.951218,0.94404,0.932687,0.917049,0.898021,0.875778,0.85121,0.824821,0.796851,0.768239,0.739243,0.710108,0.680878,0.651656,0.622375,0.59312,0.563928,0.534994,0.506125,0.477341,0.448596,0.419868,0.391136,0.362427,0.333773,0.305211,0.276745,0.248224,0.219816,0.19145,0.163073,0.134799,0.106592,0.078466,0.050333,0.022196,-0.005773,-0.03373,-0.061635,-0.089411,-0.117135,-0.144964,-0.172797,-0.2006,-0.228436,-0.256265,-0.284033,-0.311746,-0.339454,-0.367131,-0.394891,2
-0.352692,-0.321079,-0.288725,-0.255646,-0.222461,-0.189478,-0.157034,-0.125351,-0.094238,-0.063536,-0.032954,-0.00241,0.028109,0.058515,0.088779,0.118955,0.148954,0.178986,0.208933,0.23888,0.268724,0.298514,0.328208,0.357888,0.38737,0.416501,0.444766,0.471931,0.498025,0.523319,0.548278,0.572956,0.59781,0.622893,0.648257,0.673478,0.698411,0.723157,0.74767,0.771643,0.794892,0.816934,0.837014,0.855333,0.871716,0.885866,0.897235,0.905776,0.911612,0.914515,0.914307,0.910772,0.904152,0.894575,0.882013,0.866952,0.849702,0.830505,0.809307,0.786469,0.762111,0.736719,0.710483,0.683697,0.656482,0.629071,0.601544,0.573845,0.546041,0.518204,0.490283,0.4623,0.434229,0.40611,0.377987,1
0.268403,0.300089,0.331764,0.363473,0.395076,0.426641,0.458089,0.489527,0.520768,0.551612,0.581782,0.611304,0.639901,0.66728,0.693245,0.717434,0.739511,0.758713,0.774885,0.787634,0.796878,0.803713,0.808409,0.811678,0.813861,0.815138,0.81546,0.815357,0.814917,0.814096,0.812944,0.811488,0.809874,0.807886,0.805411,0.802436,0.798528,0.793402,0.786326,0.77698,0.764878,0.749491,0.73142,0.710791,0.687551,0.661706,0.633467,0.603442,0.572363,0.540624,0.508601,0.47664,0.444964,0.413923,0.383059,0.352295,0.321533,0.29077,0.259914,0.229093,0.198371,0.167606,0.13688,0.10638,0.075774,0.045208,0.0147,-0.015846,-0.046458,-0.077003,-0.107594,-0.138156,-0.168853,-0.199546,-0.230354,1
