@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute attr136 numeric
@attribute target {1,2}

@data
-0.900174,-0.898088,-0.899788,-0.898033,-0.902408,-0.897085,-0.894617,-0.895221,-0.897678,-0.894731,-0.891993,-0.872849,-0.831749,-0.782695,-0.715749,-0.668086,-0.628932,-0.624772,-0.648342,-0.683296,-0.719547,-0.719866,-0.699816,-0.686069,-0.659533,-0.639779,-0.621082,-0.605939,-0.580171,-0.569031,-0.54606,-0.505749,-0.444728,-0.350811,-0.20403,-0.044047,0.148311,0.372939,0.586441,0.778141,0.945348,1.091596,1.214094,1.309292,1.400823,1.464201,1.53429,1.541974,1.546623,1.565524,1.574603,1.573087,1.580143,1.600056,1.591197,1.583921,1.585843,1.556814,1.563448,1.555584,1.55483,1.562537,1.558801,1.551994,1.549227,1.55998,1.555479,1.560393,1.560437,1.563651,1.55934,1.542821,1.5547,1.540081,1.551034,1.545222,1.5377,1.547481,1.530657,1.468168,1.394427,1.311965,1.166625,1.015631,0.826298,0.646229,0.453777,0.246487,0.062791,-0.121575,-0.28039,-0.43205,-0.562732,-0.654166,-0.716149,-0.739709,-0.749241,-0.763162,-0.759719,-0.771905,-0.767233,-0.767098,-0.763785,-0.7624,-0.769523,-0.780453,-0.799267,-0.812595,-0.824957,-0.857211,-0.904081,-0.989285,-1.124472,-1.220922,-1.255272,-1.25938,-1.252473,-1.239706,-1.22972,-1.21175,-1.196911,-1.181516,-1.168214,-1.155054,-1.145431,-1.138975,-1.133367,-1.133289,-1.132869,-1.124977,-1.129033,-1.128388,-1.127522,-1.127176,-1.127067,-1.128344,1
-1.254067,-1.258548,-1.254788,-1.242049,-1.235747,-1.230187,-1.225929,-1.230932,-1.22912,-1.230099,-1.228961,-1.231973,-1.232528,-1.226871,-1.207118,-1.17234,-1.103377,-1.029885,-0.938992,-0.873855,-0.834078,-0.802726,-0.793263,-0.771437,-0.759017,-0.754885,-0.751234,-0.738696,-0.723853,-0.723097,-0.723748,-0.724984,-0.71801,-0.692357,-0.581927,-0.415533,-0.211064,0.030261,0.237727,0.442816,0.621374,0.782477,0.927608,1.046403,1.154622,1.251123,1.31399,1.331527,1.346305,1.346133,1.340854,1.33864,1.347488,1.354139,1.344973,1.350069,1.343748,1.342296,1.342242,1.338896,1.333732,1.332546,1.327027,1.326137,1.331357,1.331863,1.332187,1.332261,1.332894,1.331646,1.324549,1.319638,1.318288,1.321462,1.322391,1.324462,1.320696,1.325566,1.326409,1.325035,1.325143,1.322969,1.326688,1.325119,1.320388,1.312239,1.299741,1.286209,1.272718,1.246206,1.181867,1.118862,1.038199,0.913507,0.78042,0.628048,0.451298,0.28975,0.111949,-0.060506,-0.226801,-0.390936,-0.534047,-0.659649,-0.75961,-0.842471,-0.88208,-0.91244,-0.92009,-0.919164,-0.918554,-0.921125,-0.919679,-0.930783,-0.936342,-0.936591,-0.934908,-0.94106,-0.943988,-0.955258,-0.974979,-1.030161,-1.125342,-1.240587,-1.320043,-1.344024,-1.341641,-1.303091,-1.267338,-1.239893,-1.234782,-1.239586,-1.237752,-1.229049,-1.218068,-1.217484,1
-1.232735,-1.321941,-1.416673,-1.502918,-1.539716,-1.552959,-1.498441,-1.444018,-1.446589,-1.455373,-1.469862,-1.476887,-1.467306,-1.457798,-1.435224,-1.426952,-1.434664,-1.433488,-1.391853,-1.332556,-1.227345,-1.111966,-1.009351,-0.948687,-0.921706,-0.905843,-0.903305,-0.89805,-0.90507,-0.906259,-0.892951,-0.877799,-0.877184,-0.866984,-0.846835,-0.822939,-0.790386,-0.739731,-0.61143,-0.44305,-0.246539,-0.032189,0.173902,0.362383,0.517723,0.652872,0.776938,0.888532,0.978007,1.050602,1.103416,1.148895,1.186641,1.197014,1.206766,1.21311,1.207077,1.205803,1.221273,1.218328,1.214307,1.212968,1.210131,1.210405,1.20991,1.20893,1.204422,1.198629,1.19605,1.196301,1.197746,1.192789,1.192647,1.196284,1.192067,1.198311,1.193633,1.198396,1.196473,1.193103,1.192161,1.192382,1.195137,1.193324,1.192109,1.189867,1.185601,1.18516,1.187686,1.186316,1.190647,1.187262,1.186633,1.187383,1.180447,1.182567,1.177735,1.172312,1.162155,1.140091,1.11486,1.072211,0.992001,0.895758,0.775475,0.644254,0.498613,0.342831,0.191921,0.037336,-0.125119,-0.272369,-0.434505,-0.607378,-0.759287,-0.890598,-0.980519,-1.045304,-1.091325,-1.105994,-1.109395,-1.108822,-1.102852,-1.096304,-1.092172,-1.09425,-1.089016,-1.09424,-1.098148,-1.099928,-1.102284,-1.10838,-1.114313,-1.124276,-1.13323,-1.15146,1
-1.325387,-1.332627,-1.33081,-1.319869,-1.292173,-1.283425,-1.287765,-1.285359,-1.283139,-1.281626,-1.276423,-1.277151,-1.277408,-1.283738,-1.280206,-1.279267,-1.257859,-1.211114,-1.119229,-0.976015,-0.852915,-0.779883,-0.737598,-0.73667,-0.734222,-0.72523,-0.714052,-0.705829,-0.683951,-0.650617,-0.603464,-0.577609,-0.504988,-0.351855,-0.132051,0.061781,0.265161,0.533272,0.690236,0.801709,0.913978,1.044837,1.142762,1.23175,1.281438,1.307296,1.334807,1.336585,1.335552,1.3266,1.326002,1.326849,1.322589,1.325932,1.316884,1.327053,1.329077,1.313641,1.317012,1.316605,1.314807,1.307105,1.309751,1.311892,1.312409,1.319348,1.306697,1.311946,1.294637,1.293814,1.297508,1.317886,1.309294,1.30504,1.313723,1.298538,1.310768,1.304291,1.322127,1.308038,1.307929,1.297015,1.296644,1.284236,1.270815,1.26762,1.240483,1.22804,1.180722,1.115478,1.033447,0.9447,0.818641,0.665231,0.522795,0.365473,0.226105,0.065271,-0.110348,-0.261913,-0.425044,-0.55627,-0.638034,-0.730253,-0.7921,-0.849417,-0.884654,-0.893574,-0.899179,-0.906722,-0.90997,-0.909187,-0.902042,-0.91402,-0.912111,-0.907109,-0.916385,-0.92761,-0.935682,-0.943083,-0.948326,-0.968219,-0.977583,-0.999622,-1.014408,-1.058964,-1.120493,-1.213982,-1.307863,-1.442623,-1.481175,-1.477276,-1.443807,-1.353994,-1.250885,-1.194224,1
-0.665623,-0.670149,-0.669101,-0.670277,-0.662734,-0.653339,-0.64763,-0.644563,-0.642794,-0.642076,-0.639249,-0.639284,-0.63469,-0.631208,-0.627312,-0.625141,-0.621696,-0.619915,-0.619131,-0.619965,-0.618931,-0.61878,-0.6198,-0.624442,-0.629497,-0.640518,-0.645655,-0.655689,-0.662384,-0.673603,-0.674939,-0.67638,-0.676971,-0.677263,-0.674218,-0.671749,-0.661786,-0.649999,-0.635395,-0.624437,-0.609847,-0.605144,-0.58854,-0.590157,-0.569524,-0.556583,-0.521467,-0.490892,-0.397719,-0.336272,-0.203713,0.155978,0.358507,0.570673,0.732635,0.94563,1.181678,1.481871,1.779355,2.003141,2.098047,2.135876,2.154876,2.168087,2.193266,2.204625,2.213087,2.225404,2.223488,2.225786,2.228001,2.232965,2.237036,2.23798,2.232167,2.228286,2.219597,2.195345,2.1196,2.002409,1.814883,1.60571,1.423167,1.248518,1.0909,0.947113,0.773076,0.581979,0.532887,0.27633,-0.049153,-0.276423,-0.446893,-0.620152,-0.779294,-0.879425,-0.945386,-0.959129,-0.948517,-0.916365,-0.885021,-0.867071,-0.847904,-0.823861,-0.798161,-0.767896,-0.746786,-0.728184,-0.713203,-0.70651,-0.700787,-0.698597,-0.69306,-0.68572,-0.679445,-0.667334,-0.657088,-0.649651,-0.64222,-0.632834,-0.629016,-0.627586,-0.631417,-0.637788,-0.649155,-0.654915,-0.657173,-0.658444,-0.654794,-0.659901,-0.66901,-0.682816,-0.689627,-0.690324,-0.68048,-0.66727,2
-1.28161,-1.280845,-1.282778,-1.283375,-1.278878,-1.27709,-1.281234,-1.278215,-1.280877,-1.277837,-1.27297,-1.274001,-1.276819,-1.271675,-1.231815,-1.149205,-1.045938,-0.938957,-0.856526,-0.835895,-0.824948,-0.81798,-0.82628,-0.822012,-0.813736,-0.811867,-0.812981,-0.809477,-0.79952,-0.786813,-0.778387,-0.769927,-0.759603,-0.716978,-0.621136,-0.456783,-0.286751,-0.080736,0.148552,0.334075,0.490462,0.654987,0.793816,0.926934,1.040165,1.124572,1.194146,1.254876,1.300809,1.333518,1.336913,1.346287,1.357498,1.358129,1.361393,1.366105,1.385013,1.388524,1.3774,1.387253,1.377876,1.386564,1.378354,1.370235,1.377262,1.372347,1.374941,1.380979,1.365618,1.367838,1.369484,1.363544,1.367541,1.362288,1.368375,1.352843,1.349907,1.347228,1.352699,1.350796,1.365751,1.35507,1.353529,1.353677,1.347108,1.333787,1.332882,1.311998,1.29454,1.251814,1.206267,1.13022,1.03332,0.905929,0.764993,0.585775,0.395361,0.197901,0.026517,-0.133288,-0.279615,-0.424508,-0.554593,-0.657436,-0.742636,-0.796331,-0.838716,-0.860339,-0.87341,-0.877964,-0.880899,-0.879798,-0.882576,-0.893469,-0.902448,-0.904919,-0.90757,-0.907357,-0.901361,-0.903475,-0.920552,-0.94526,-0.980093,-1.036534,-1.108939,-1.17905,-1.217386,-1.24545,-1.254895,-1.253304,-1.247147,-1.24475,-1.244412,-1.242705,-1.237621,-1.231324,1
-0.891261,-0.892705,-0.891317,-0.887723,-0.885093,-0.8824,-0.878308,-0.873708,-0.872239,-0.869329,-0.868298,-0.869935,-0.86736,-0.864767,-0.863494,-0.863552,-0.861516,-0.862251,-0.862719,-0.862004,-0.862685,-0.861017,-0.861611,-0.859425,-0.858751,-0.857923,-0.857632,-0.854765,-0.851388,-0.849788,-0.848309,-0.845219,-0.844027,-0.843025,-0.844368,-0.845268,-0.846162,-0.844073,-0.845183,-0.839117,-0.813808,-0.751352,-0.650824,-0.465973,-0.235951,0.104726,0.431886,0.564344,0.688279,0.813369,0.923932,1.057526,1.219573,1.398627,1.558764,1.652356,1.699532,1.703,1.716696,1.727466,1.746406,1.755751,1.778243,1.785954,1.789791,1.795157,1.794421,1.802518,1.796701,1.799222,1.800024,1.798417,1.8032,1.802116,1.807463,1.800811,1.800956,1.799617,1.800359,1.800226,1.790974,1.769094,1.722235,1.649737,1.524809,1.362767,1.200389,1.048435,0.899817,0.762876,0.623514,0.480042,0.303741,0.098168,-0.097332,-0.295529,-0.472211,-0.634197,-0.764121,-0.837514,-0.852852,-0.846029,-0.816672,-0.792279,-0.78491,-0.786249,-0.791831,-0.796429,-0.792041,-0.784759,-0.766247,-0.750768,-0.746052,-0.747854,-0.753451,-0.759435,-0.765812,-0.768462,-0.770303,-0.774219,-0.778646,-0.778788,-0.778269,-0.778767,-0.776467,-0.772411,-0.766982,-0.767245,-0.765553,-0.761385,-0.759698,-0.753072,-0.748034,-0.743514,-0.73825,-0.731771,2
-0.686159,-0.681793,-0.675681,-0.672807,-0.669079,-0.67052,-0.668956,-0.668764,-0.671,-0.674903,-0.677513,-0.682969,-0.686112,-0.687791,-0.688963,-0.690272,-0.691299,-0.690572,-0.693044,-0.694243,-0.692845,-0.696494,-0.696581,-0.698218,-0.699506,-0.703558,-0.704206,-0.705616,-0.707723,-0.710717,-0.70993,-0.711006,-0.709512,-0.711415,-0.710719,-0.708866,-0.70822,-0.707378,-0.705934,-0.706551,-0.707774,-0.705137,-0.679752,-0.632585,-0.589852,-0.515825,-0.462949,-0.366153,-0.212851,0.164651,0.297824,0.396401,0.524992,0.689432,0.936432,1.181908,1.465444,1.657409,1.846759,1.935316,1.9863,2.0067,2.031443,2.033517,2.039541,2.041503,2.043841,2.050665,2.056332,2.051851,2.056913,2.058858,2.060506,2.054439,2.059423,2.051846,2.047406,2.030682,2.026943,2.000029,1.964805,1.874146,1.745593,1.547711,1.361798,1.14949,0.992279,0.806115,0.661724,0.548371,0.300982,0.219773,-0.195829,-0.418663,-0.604162,-0.794689,-0.949076,-1.019513,-1.049567,-1.043965,-1.041303,-1.02046,-0.998653,-0.961134,-0.923642,-0.882202,-0.84715,-0.813905,-0.786786,-0.758942,-0.734925,-0.709469,-0.690924,-0.675096,-0.668069,-0.666311,-0.666422,-0.664499,-0.664833,-0.656636,-0.647366,-0.635397,-0.629653,-0.627635,-0.628377,-0.632724,-0.639251,-0.647732,-0.658217,-0.661508,-0.669625,-0.675162,-0.685269,-0.692022,-0.703621,-0.7174,2
-1.162379,-1.158277,-1.155038,-1.155985,-1.156353,-1.155543,-1.15561,-1.15526,-1.152718,-1.15583,-1.155977,-1.152675,-1.156081,-1.158404,-1.151189,-1.113826,-1.044548,-0.979753,-0.945126,-0.927715,-0.9253,-0.938702,-0.912542,-0.873378,-0.858993,-0.840235,-0.828588,-0.812346,-0.80634,-0.791859,-0.778617,-0.741056,-0.667176,-0.54228,-0.379384,-0.16861,0.030615,0.215105,0.371365,0.508426,0.643267,0.770627,0.910366,1.035907,1.150581,1.229883,1.309308,1.329197,1.342758,1.340821,1.351674,1.359341,1.365802,1.363999,1.36108,1.359996,1.36874,1.36396,1.364811,1.362782,1.363753,1.364084,1.366916,1.364267,1.365142,1.367697,1.367205,1.366474,1.372598,1.37243,1.37631,1.376497,1.375894,1.378886,1.382292,1.381634,1.383333,1.385793,1.394,1.392987,1.393916,1.396145,1.399699,1.403812,1.404467,1.393373,1.392548,1.376438,1.32366,1.243045,1.110093,0.955845,0.782395,0.600921,0.451013,0.238411,0.068608,-0.112056,-0.266923,-0.426239,-0.556985,-0.661938,-0.77762,-0.839358,-0.869852,-0.888291,-0.890943,-0.897551,-0.899318,-0.901563,-0.89395,-0.89351,-0.893402,-0.885864,-0.889817,-0.897206,-0.897277,-0.902843,-0.928003,-0.950044,-1.016734,-1.112863,-1.204696,-1.284388,-1.292499,-1.263865,-1.220305,-1.192303,-1.179197,-1.172857,-1.180088,-1.179865,-1.178077,-1.179682,-1.176835,-1.174487,1
-1.193929,-1.194188,-1.195963,-1.194486,-1.196931,-1.195517,-1.194907,-1.19467,-1.19633,-1.195559,-1.194032,-1.195714,-1.19643,-1.198238,-1.198505,-1.196311,-1.192566,-1.135001,-1.017269,-0.81502,-0.54334,-0.256018,0.049847,0.325161,0.585988,0.782934,0.908211,0.993428,1.058028,1.087901,1.115118,1.11479,1.114759,1.124901,1.117308,1.119245,1.1234,1.126949,1.129793,1.133742,1.132373,1.138574,1.135567,1.137007,1.134492,1.12863,1.127758,1.124765,1.097424,1.099666,1.106913,1.102995,1.101104,1.098483,1.102418,1.10201,1.104176,1.097565,1.106557,1.100698,1.096931,1.097163,1.09745,1.090823,1.091513,1.090909,1.093587,1.088237,1.097498,1.092581,1.09487,1.092447,1.093104,1.094348,1.096874,1.101914,1.094051,1.096941,1.100899,1.107853,1.107525,1.098676,1.102699,1.093127,1.073232,1.048856,0.979965,0.913747,0.819539,0.716694,0.590292,0.436904,0.276225,0.103172,-0.081172,-0.261109,-0.435298,-0.607924,-0.765677,-0.91635,-1.042293,-1.158334,-1.254191,-1.299733,-1.319008,-1.320747,-1.313942,-1.302335,-1.285714,-1.268153,-1.267256,-1.263087,-1.260271,-1.25942,-1.258957,-1.257694,-1.260744,-1.259656,-1.259689,-1.259647,-1.261855,-1.261794,-1.262579,-1.264048,-1.263838,-1.26252,-1.263022,-1.26505,-1.263788,-1.264436,-1.264789,-1.264798,-1.268313,-1.266485,-1.268047,-1.266634,2
-0.939455,-0.937186,-0.937613,-0.934579,-0.929515,-0.922134,-0.920269,-0.920548,-0.919412,-0.917892,-0.918296,-0.9191,-0.918322,-0.918495,-0.919505,-0.918592,-0.919769,-0.919615,-0.920883,-0.920601,-0.920709,-0.91821,-0.919992,-0.919973,-0.918752,-0.919391,-0.918232,-0.918134,-0.91714,-0.917231,-0.896479,-0.834791,-0.769653,-0.7405,-0.728485,-0.729645,-0.732367,-0.734555,-0.725004,-0.716414,-0.699424,-0.677815,-0.656418,-0.627993,-0.598866,-0.562216,-0.519279,-0.399291,-0.212665,0.063232,0.227657,0.442503,0.66351,0.925114,1.154616,1.383696,1.530584,1.611173,1.622862,1.645647,1.651058,1.668961,1.680376,1.686753,1.690243,1.692102,1.692395,1.696383,1.693253,1.694779,1.695395,1.69715,1.696361,1.694419,1.694008,1.694094,1.689989,1.684671,1.66835,1.658868,1.648704,1.650553,1.642317,1.641709,1.649948,1.655777,1.660569,1.65343,1.641755,1.625795,1.546803,1.416232,1.23544,1.019733,0.768011,0.571345,0.349949,0.161636,-0.004588,-0.186207,-0.336168,-0.441409,-0.521514,-0.584823,-0.627778,-0.65707,-0.674159,-0.694007,-0.695917,-0.701636,-0.690531,-0.676456,-0.664226,-0.6626,-0.660557,-0.671771,-0.69972,-0.739975,-0.793576,-0.85412,-0.905987,-0.943525,-0.964433,-0.973768,-0.975047,-0.976335,-0.972883,-0.976128,-0.969371,-0.959429,-0.941525,-0.928777,-0.910444,-0.897351,-0.889613,-0.885075,1
-0.848675,-0.852411,-0.842911,-0.824873,-0.806191,-0.782609,-0.760836,-0.743848,-0.737532,-0.754464,-0.783167,-0.829428,-0.901344,-1.005497,-1.137181,-1.235824,-1.279911,-1.284923,-1.264671,-1.238235,-1.233136,-1.231043,-1.180367,-1.076258,-0.933077,-0.819007,-0.756552,-0.717813,-0.714304,-0.705392,-0.679375,-0.659,-0.635599,-0.59355,-0.513556,-0.308518,-0.068541,0.197947,0.469032,0.682263,0.85961,0.998803,1.122463,1.221956,1.298657,1.360108,1.407336,1.432612,1.444107,1.449108,1.454111,1.458899,1.459268,1.459649,1.465533,1.465232,1.474707,1.473805,1.472649,1.470779,1.471184,1.470959,1.473294,1.470561,1.470244,1.463926,1.462008,1.461314,1.463167,1.463165,1.45765,1.455831,1.446622,1.445519,1.438904,1.436951,1.43197,1.420905,1.408588,1.389356,1.370118,1.345691,1.316561,1.28217,1.234869,1.173077,1.092658,1.008085,0.895183,0.782296,0.644218,0.494947,0.348794,0.194695,0.031012,-0.129881,-0.282537,-0.438721,-0.574326,-0.698914,-0.777933,-0.84681,-0.893532,-0.912502,-0.920889,-0.923367,-0.923579,-0.92356,-0.930525,-0.93957,-0.951888,-0.958338,-0.964814,-0.969842,-0.965686,-0.962313,-0.965113,-0.979823,-1.009723,-1.056268,-1.103838,-1.14444,-1.175998,-1.187496,-1.192369,-1.185342,-1.176355,-1.151507,-1.127662,-1.115707,-1.108147,-1.104583,-1.104283,-1.101214,-1.098746,-1.097373,1
-1.363461,-1.300823,-1.257774,-1.238857,-1.244243,-1.248122,-1.257503,-1.251233,-1.244133,-1.24199,-1.241136,-1.239706,-1.231481,-1.225429,-1.226108,-1.217417,-1.206041,-1.180162,-1.128902,-1.023547,-0.91858,-0.82626,-0.781502,-0.753,-0.762388,-0.748682,-0.723467,-0.70756,-0.701375,-0.693623,-0.68295,-0.670709,-0.644056,-0.584293,-0.472201,-0.294441,-0.123422,0.136103,0.320489,0.492941,0.641227,0.794821,0.942314,1.055117,1.183417,1.261112,1.282205,1.322448,1.354598,1.362392,1.348907,1.349979,1.352049,1.34818,1.348408,1.336346,1.344516,1.337255,1.341528,1.33359,1.3381,1.334926,1.337262,1.329821,1.336611,1.327112,1.326402,1.327209,1.333763,1.329778,1.329221,1.337104,1.337053,1.333984,1.34193,1.334001,1.327371,1.322934,1.324619,1.318455,1.316113,1.319571,1.328749,1.315102,1.317166,1.3197,1.314279,1.290771,1.278984,1.251513,1.161182,1.093318,0.974653,0.846815,0.683985,0.517954,0.352686,0.176351,0.002487,-0.195414,-0.335332,-0.474303,-0.594656,-0.650501,-0.726912,-0.772067,-0.816244,-0.84435,-0.86286,-0.865369,-0.883634,-0.889661,-0.898125,-0.89928,-0.904643,-0.908952,-0.910533,-0.911384,-0.917509,-0.928219,-0.939432,-0.955329,-0.971776,-0.992801,-1.010343,-1.032484,-1.080993,-1.147245,-1.248576,-1.325178,-1.420599,-1.464733,-1.471806,-1.448235,-1.382829,-1.340092,1
-1.936365,-1.923601,-1.908818,-1.903864,-1.903205,-1.899636,-1.899833,-1.896629,-1.897107,-1.897741,-1.895812,-1.8983,-1.897449,-1.89503,-1.893753,-1.892752,-1.892454,-1.894119,-1.894295,-1.894335,-1.892295,-1.868754,-1.794252,-1.636596,-1.400856,-1.096604,-0.749485,-0.414242,-0.072896,0.198496,0.407032,0.537843,0.630549,0.676302,0.71238,0.727411,0.731233,0.744949,0.757902,0.753479,0.764312,0.758159,0.763648,0.765639,0.770556,0.770185,0.77194,0.768961,0.765197,0.762583,0.760533,0.767141,0.757895,0.752265,0.752634,0.755299,0.751038,0.749662,0.747794,0.750287,0.752319,0.750917,0.750037,0.74169,0.743932,0.741975,0.740681,0.736704,0.741337,0.73965,0.73735,0.735046,0.737291,0.735125,0.729973,0.733677,0.734271,0.727198,0.733628,0.729673,0.72627,0.724055,0.721913,0.728111,0.727031,0.720533,0.724617,0.719883,0.719821,0.724685,0.721137,0.719283,0.72267,0.7157,0.719212,0.716887,0.718997,0.711908,0.713192,0.710797,0.719097,0.718817,0.707721,0.705237,0.711892,0.704257,0.708759,0.697839,0.702947,0.702997,0.68874,0.69214,0.676699,0.66953,0.637249,0.612202,0.595597,0.575573,0.530553,0.48873,0.434637,0.344245,0.21099,0.059433,-0.139841,-0.382914,-0.644981,-0.931568,-1.218832,-1.48087,-1.707331,-1.886614,-1.990946,-2.052175,-2.087078,-2.094136,2
-0.790556,-0.785519,-0.783647,-0.784079,-0.783582,-0.783242,-0.780869,-0.781579,-0.781759,-0.780795,-0.78211,-0.78218,-0.781998,-0.781907,-0.781632,-0.783438,-0.782669,-0.782492,-0.781139,-0.78013,-0.779184,-0.777857,-0.775648,-0.773348,-0.772953,-0.772593,-0.770009,-0.768558,-0.748814,-0.701632,-0.650212,-0.622023,-0.615006,-0.622742,-0.639083,-0.648068,-0.639691,-0.602362,-0.561138,-0.531316,-0.507946,-0.476757,-0.42825,-0.337928,-0.252822,-0.050747,0.212928,0.457829,0.734298,1.028628,1.329907,1.597587,1.830434,1.992178,2.120787,2.208438,2.238868,2.242061,2.24774,2.250972,2.251954,2.252958,2.256216,2.257995,2.252607,2.259018,2.252662,2.244985,2.237878,2.238715,2.222889,2.179385,2.106233,1.990626,1.793382,1.611251,1.388029,1.169087,0.957115,0.746892,0.540381,0.360197,0.169109,0.011968,-0.140138,-0.266282,-0.372048,-0.455822,-0.522252,-0.567336,-0.58008,-0.592403,-0.595148,-0.59221,-0.583048,-0.576267,-0.563255,-0.554761,-0.543636,-0.540621,-0.530046,-0.524984,-0.517578,-0.508522,-0.500101,-0.511046,-0.528862,-0.563754,-0.610922,-0.666636,-0.710902,-0.72842,-0.726626,-0.725084,-0.718249,-0.718736,-0.72024,-0.721001,-0.71487,-0.699841,-0.683975,-0.667214,-0.641399,-0.626515,-0.6149,-0.609081,-0.607961,-0.610779,-0.616273,-0.622234,-0.626761,-0.62983,-0.631396,-0.629325,-0.628009,-0.624798,1
-1.069355,-1.072329,-1.073062,-1.073865,-1.075552,-1.078136,-1.077299,-1.079999,-1.079119,-1.078818,-1.080603,-1.08324,-1.081671,-1.08146,-1.077991,-1.064091,-1.008231,-0.883828,-0.69086,-0.412507,-0.086029,0.245549,0.561988,0.843841,1.052635,1.206715,1.297799,1.365634,1.379084,1.375438,1.366599,1.353533,1.346513,1.346572,1.345419,1.345137,1.353346,1.345966,1.348683,1.352246,1.350948,1.347125,1.336225,1.333269,1.32894,1.329003,1.326573,1.327986,1.326163,1.327775,1.325016,1.324508,1.318966,1.315681,1.316487,1.312075,1.312481,1.313535,1.305022,1.304931,1.309449,1.30793,1.30403,1.304496,1.308201,1.298214,1.282518,1.257045,1.241664,1.229819,1.182072,1.145679,1.098124,1.061107,1.021277,0.977675,0.904258,0.84156,0.744422,0.608332,0.445989,0.262608,0.043709,-0.173382,-0.388747,-0.587256,-0.768185,-0.915371,-1.036181,-1.106099,-1.138345,-1.142188,-1.140963,-1.120295,-1.095583,-1.067514,-1.04666,-1.027684,-1.013265,-1.009271,-1.009982,-1.007678,-1.004571,-1.004089,-1.003264,-1.003123,-1.002111,-1.003185,-1.003312,-1.001716,-1.001909,-1.004354,-1.004353,-1.005111,-1.006853,-1.007081,-1.008306,-1.009612,-1.012109,-1.013054,-1.013303,-1.017096,-1.015279,-1.017764,-1.016477,-1.0166,-1.017477,-1.018639,-1.019174,-1.018182,-1.01945,-1.018883,-1.018964,-1.020325,-1.021636,-1.025521,2
