@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute target {1,2}

@data
1.446155,2.396079,1.442346,0.671957,0.195752,-0.049886,-0.051535,1.77734,2.667854,0.228531,0.60566,-0.774901,-1.020022,-1.285515,-1.40493,-1.438993,-1.376759,-1.315745,-1.260272,-1.108102,-1.026148,-1.054875,-0.926141,-0.981532,-1.118665,-0.731504,-0.70858,-0.604607,-0.89633,-0.783803,-1.295497,-1.388783,-1.319107,-1.062782,-0.593019,0.277892,1.80532,4.386041,7.271897,7.354725,5.165429,2.065978,-0.509787,-2.240819,-3.333726,-3.933537,-4.163052,1
1.436319,2.37253,1.428662,0.662346,0.18361,-0.0633,-0.063755,1.756548,2.645791,0.214395,0.593515,-0.783175,-1.02372,-1.291487,-1.408039,-1.43763,-1.377449,-1.315365,-1.259409,-1.107329,-1.027504,-1.054967,-0.928704,-0.982948,-1.119462,-0.73376,-0.706483,-0.608251,-0.897823,-0.784777,-1.296797,-1.384093,-1.311764,-1.050928,-0.583467,0.288832,1.806003,4.388002,7.295044,7.403482,5.171166,2.071149,-0.503541,-2.232298,-3.31944,-3.91532,-4.144408,1
1.426565,2.369718,1.411648,0.64662,0.166585,-0.07617,-0.052746,1.818606,2.72771,0.271505,0.687501,-0.744003,-0.997407,-1.275849,-1.406868,-1.439882,-1.366506,-1.295414,-1.229182,-1.056755,-0.970697,-1.025395,-0.907512,-0.958032,-1.102134,-0.703461,-0.694901,-0.603993,-0.892525,-0.771854,-1.313413,-1.408053,-1.328228,-1.080738,-0.641393,0.210443,1.752686,4.370373,7.255271,7.329817,5.14048,2.053033,-0.505671,-2.239017,-3.353096,-3.982405,-4.215261,1
1.417493,2.351446,1.399891,0.638754,0.164133,-0.074929,-0.050309,1.802457,2.719027,0.266399,0.678582,-0.747224,-0.999279,-1.277022,-1.407373,-1.442794,-1.368648,-1.298743,-1.233969,-1.063123,-0.979357,-1.030833,-0.914256,-0.967524,-1.107463,-0.712305,-0.698876,-0.607757,-0.896744,-0.779201,-1.314139,-1.404015,-1.32227,-1.072817,-0.629745,0.222302,1.756893,4.376029,7.279935,7.372553,5.134475,2.057093,-0.503872,-2.231866,-3.338906,-3.964861,-4.197243,1
1.419785,2.360162,1.41085,0.647777,0.172546,-0.071401,-0.048847,1.79991,2.71292,0.266553,0.6721,-0.748412,-1.000084,-1.278647,-1.410015,-1.445733,-1.374852,-1.302238,-1.239259,-1.068967,-0.987129,-1.037603,-0.920898,-0.97226,-1.111762,-0.715447,-0.699272,-0.608889,-0.899556,-0.783608,-1.313201,-1.400591,-1.319926,-1.070587,-0.622035,0.227118,1.75993,4.367366,7.269887,7.364249,5.149226,2.065617,-0.503076,-2.228323,-3.333291,-3.958916,-4.191173,1
1.562626,2.502989,1.504808,0.690097,0.173286,-0.092423,-0.092457,1.712692,2.603908,0.192731,0.60037,-0.806215,-1.024764,-1.287714,-1.417635,-1.462494,-1.40132,-1.333715,-1.271625,-1.12034,-1.043359,-1.065357,-0.924209,-0.971193,-1.109189,-0.72171,-0.718838,-0.600092,-0.870924,-0.742544,-1.257395,-1.331315,-1.244721,-0.999826,-0.545715,0.300406,1.800082,4.314719,7.141082,7.316056,5.183939,2.154311,-0.473508,-2.250571,-3.362661,-3.989729,-4.220543,2
1.564423,2.499283,1.505632,0.685994,0.168576,-0.097742,-0.095984,1.716949,2.621313,0.189101,0.601412,-0.812321,-1.029378,-1.292025,-1.422157,-1.466055,-1.404685,-1.337639,-1.274174,-1.121683,-1.040963,-1.063984,-0.921567,-0.968856,-1.108172,-0.715491,-0.710553,-0.593158,-0.865861,-0.735403,-1.255414,-1.329343,-1.24525,-0.998572,-0.54724,0.298922,1.79512,4.301358,7.13564,7.316394,5.186106,2.157925,-0.473524,-2.250428,-3.361472,-3.987686,-4.217367,2
1.568085,2.502358,1.510885,0.691323,0.1737,-0.096323,-0.096883,1.70902,2.607998,0.183765,0.598328,-0.820626,-1.034689,-1.292481,-1.421756,-1.466904,-1.408377,-1.340158,-1.277205,-1.124204,-1.044903,-1.068798,-0.926183,-0.975232,-1.114497,-0.724478,-0.717125,-0.599101,-0.872067,-0.7404,-1.252081,-1.3242,-1.237018,-0.991134,-0.539215,0.302769,1.792644,4.297179,7.139709,7.325883,5.195687,2.166575,-0.470125,-2.248694,-3.356643,-3.978141,-4.206266,2
1.385873,2.345533,1.392026,0.62029,0.180778,-0.002879,0.098808,2.348235,3.295323,0.585216,0.985822,-0.623745,-0.970435,-1.253436,-1.413869,-1.468244,-1.396866,-1.323444,-1.249059,-1.06668,-0.984829,-1.017532,-0.865589,-0.923587,-1.08104,-0.632241,-0.626273,-0.513993,-0.838043,-0.719977,-1.345189,-1.474679,-1.417503,-1.198128,-0.78116,0.039348,1.534643,4.07942,6.963543,7.145023,4.993776,1.954617,-0.616959,-2.342288,-3.445986,-4.064883,-4.289739,2
1.387499,2.345333,1.391207,0.618071,0.177675,-0.004391,0.099978,2.363335,3.31219,0.584629,0.988192,-0.633586,-0.975411,-1.261315,-1.419441,-1.477643,-1.407364,-1.331747,-1.256929,-1.070802,-0.988334,-1.018926,-0.866258,-0.927208,-1.085614,-0.632767,-0.624059,-0.507094,-0.836503,-0.716498,-1.342073,-1.47292,-1.419389,-1.196198,-0.769161,0.048232,1.537392,4.065837,6.949127,7.145698,5.005192,1.961396,-0.616775,-2.342261,-3.440447,-4.058403,-4.281464,2
1.391417,2.353219,1.393965,0.62133,0.182967,-0.00329,0.100438,2.352577,3.300361,0.581621,0.987095,-0.632406,-0.974481,-1.258729,-1.418061,-1.477099,-1.407424,-1.332437,-1.257236,-1.071221,-0.990783,-1.020473,-0.868592,-0.927269,-1.085184,-0.633187,-0.626075,-0.509201,-0.83651,-0.720464,-1.342968,-1.472907,-1.419263,-1.193414,-0.770221,0.048533,1.544056,4.070416,6.959971,7.142776,5.0011,1.957771,-0.617197,-2.341946,-3.440474,-4.058366,-4.282734,2
1.463905,2.416155,1.460069,0.683128,0.211425,-0.030899,0.005857,1.775797,2.592902,0.328944,0.628048,-0.693742,-0.95002,-1.22325,-1.377799,-1.424709,-1.372317,-1.301306,-1.236519,-1.101658,-1.042159,-1.077352,-0.962824,-1.016315,-1.139362,-0.782602,-0.76578,-0.661754,-0.926601,-0.817265,-1.307729,-1.388329,-1.302956,-1.053298,-0.60063,0.255674,1.783446,4.364731,7.269685,7.378435,5.148016,2.070566,-0.522551,-2.250738,-3.348721,-3.964872,-4.192726,2
1.469999,2.421091,1.459012,0.682009,0.213489,-0.0282,0.006926,1.777509,2.601166,0.331435,0.63205,-0.692548,-0.951075,-1.222893,-1.379572,-1.427121,-1.374494,-1.301988,-1.238199,-1.102633,-1.044213,-1.076939,-0.96115,-1.015471,-1.138076,-0.779666,-0.765393,-0.661172,-0.926145,-0.814872,-1.309466,-1.388903,-1.302815,-1.050654,-0.602963,0.254066,1.779004,4.35708,7.266636,7.36475,5.145705,2.070235,-0.523715,-2.249604,-3.347251,-3.963662,-4.191307,2
1.473393,2.426341,1.467291,0.689966,0.218907,-0.022628,0.006806,1.773718,2.596155,0.330914,0.629548,-0.694137,-0.950218,-1.221287,-1.376092,-1.423877,-1.371164,-1.299628,-1.236221,-1.101678,-1.043074,-1.079149,-0.965577,-1.018241,-1.13979,-0.784599,-0.769299,-0.667918,-0.930622,-0.820417,-1.312481,-1.392178,-1.305457,-1.052356,-0.605565,0.250009,1.779632,4.359199,7.267175,7.370545,5.142339,2.069029,-0.520997,-2.24692,-3.343314,-3.964188,-4.191895,2
1.484185,2.43007,1.47755,0.69459,0.201189,-0.052954,-0.0432,1.720193,2.585649,0.234085,0.590986,-0.778084,-0.990304,-1.255404,-1.390719,-1.435387,-1.373019,-1.299448,-1.240535,-1.097868,-1.035344,-1.06897,-0.951611,-1.009978,-1.142962,-0.766579,-0.75196,-0.649656,-0.923873,-0.806722,-1.295214,-1.370896,-1.286919,-1.038166,-0.588669,0.257031,1.778284,4.359326,7.272745,7.385187,5.185906,2.108814,-0.489076,-2.216486,-3.313941,-3.936586,-4.165261,2
1.478485,2.424881,1.475777,0.691563,0.200178,-0.053066,-0.043558,1.722722,2.589494,0.239187,0.596242,-0.775456,-0.990411,-1.253678,-1.390856,-1.432623,-1.37273,-1.298812,-1.240446,-1.096363,-1.033901,-1.06713,-0.950699,-1.009112,-1.142053,-0.764869,-0.751974,-0.650124,-0.923404,-0.806167,-1.297179,-1.372045,-1.291257,-1.039905,-0.589945,0.252621,1.771868,4.352063,7.277747,7.398188,5.179237,2.108932,-0.488163,-2.215861,-3.315257,-3.936401,-4.165739,2
1.478531,2.426585,1.47363,0.69288,0.199913,-0.055606,-0.046947,1.715061,2.579058,0.232485,0.588704,-0.778972,-0.991162,-1.25611,-1.391252,-1.433719,-1.372741,-1.298345,-1.239111,-1.099145,-1.034959,-1.068071,-0.950645,-1.008537,-1.141164,-0.765121,-0.751539,-0.650903,-0.923455,-0.805174,-1.297325,-1.368792,-1.284504,-1.033902,-0.587047,0.257657,1.778667,4.364193,7.278966,7.393944,5.185848,2.107328,-0.489084,-2.215761,-3.313597,-3.936158,-4.164607,2
1.454929,2.399799,1.453337,0.675691,0.190788,-0.054347,-0.041167,1.762605,2.631968,0.248301,0.614857,-0.766352,-0.990152,-1.254316,-1.388007,-1.429493,-1.36463,-1.298654,-1.238492,-1.091364,-1.021219,-1.056036,-0.935853,-0.996931,-1.1304,-0.749972,-0.738982,-0.640406,-0.909939,-0.78822,-1.297978,-1.378221,-1.295172,-1.063711,-0.611125,0.24352,1.773197,4.366789,7.282429,7.378524,5.157571,2.082844,-0.506114,-2.234772,-3.326891,-3.945112,-4.173121,2
1.460033,2.403835,1.452985,0.6791,0.193697,-0.052365,-0.041001,1.758303,2.619002,0.242993,0.610323,-0.766606,-0.991966,-1.255399,-1.389117,-1.430116,-1.367897,-1.300176,-1.240335,-1.0935,-1.024763,-1.06,-0.939965,-1.000198,-1.133998,-0.755484,-0.740941,-0.643411,-0.912943,-0.793799,-1.298555,-1.377601,-1.298935,-1.064537,-0.609881,0.247985,1.773159,4.367313,7.285109,7.3891,5.168812,2.087744,-0.501849,-2.228436,-3.319826,-3.938946,-4.166945,2
1.455515,2.398447,1.448454,0.677611,0.19462,-0.052166,-0.039572,1.766045,2.634023,0.253376,0.618772,-0.764495,-0.98973,-1.253489,-1.387754,-1.428192,-1.364761,-1.297384,-1.23683,-1.090663,-1.020315,-1.058053,-0.936888,-0.998068,-1.130364,-0.751427,-0.740198,-0.642356,-0.911129,-0.791771,-1.299978,-1.381682,-1.300457,-1.070918,-0.616028,0.242461,1.775573,4.373388,7.288297,7.376585,5.156358,2.075814,-0.508636,-2.233418,-3.325857,-3.943356,-4.169402,2
1.433387,2.372523,1.426989,0.665357,0.190209,-0.056406,-0.024049,1.85427,2.754113,0.289607,0.672017,-0.768902,-0.992815,-1.261754,-1.397743,-1.437725,-1.375303,-1.310679,-1.248267,-1.092878,-1.020891,-1.051653,-0.923257,-0.988539,-1.122903,-0.728769,-0.718182,-0.621988,-0.903339,-0.780901,-1.305839,-1.389506,-1.312075,-1.083054,-0.632575,0.219712,1.744901,4.328428,7.256011,7.359529,5.138269,2.061292,-0.524709,-2.247044,-3.331297,-3.943396,-4.170177,2
1.406156,2.344028,1.412966,0.658922,0.18847,-0.051144,-0.015578,1.855568,2.748469,0.29828,0.66907,-0.75773,-0.985052,-1.252535,-1.388483,-1.428873,-1.365982,-1.301337,-1.239485,-1.086178,-1.017286,-1.04749,-0.921876,-0.991296,-1.123069,-0.731184,-0.717788,-0.628188,-0.911331,-0.790149,-1.311045,-1.393993,-1.31832,-1.092777,-0.640373,0.214848,1.747231,4.344952,7.280651,7.3835,5.138391,2.0419,-0.537829,-2.251097,-3.331645,-3.940408,-4.163883,2
