@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute target {1,2,3,4,5,6}

@data
-1.782286,4.82264,7.267892,2.933936,-2.390085,0.662743,6.690196,7.874635,5.731407,-0.857428,-5.166125,-5.130513,-5.179156,-5.151576,-5.166401,-5.15988,6
-1.663338,4.897408,7.295906,2.830211,-2.38794,0.546366,6.561766,7.875113,5.801653,-0.720768,-5.176113,-5.141452,-5.19795,-5.163599,-5.183052,-5.174209,6
-3.170683,4.620636,7.593064,3.424523,-4.092367,-0.36689,6.650743,7.516178,6.206171,-2.025119,-5.038834,-6.248344,-2.48339,-4.399959,-6.005119,-2.18061,4
-3.044431,4.718639,8.224604,5.989505,-1.853218,-3.167619,4.318286,8.005371,5.310885,-1.75445,-4.054746,-6.038846,-3.414934,-3.191123,-6.538921,-3.509,4
-1.7366,4.937965,7.79131,5.084005,-1.455693,-1.076427,5.469126,7.429265,5.482148,-0.847649,-5.219801,-5.125324,-5.210143,-5.159056,-5.188249,-5.174877,6
-1.652639,4.874581,7.354791,4.082118,-2.131807,-0.240792,6.131577,7.633419,5.825244,-0.751776,-5.199654,-5.153306,-5.211102,-5.177138,-5.195996,-5.18752,6
-1.396325,4.778194,7.326104,3.130641,-2.12256,0.559996,6.641045,7.57971,5.691643,-0.596577,-5.253673,-5.236291,-5.29577,-5.257043,-5.279843,-5.269252,6
-1.874928,4.738588,7.6257,4.050542,-2.142773,-0.154693,6.421907,7.646667,5.484176,-1.032679,-5.125049,-5.109325,-5.140906,-5.12511,-5.132527,-5.129588,6
-1.647659,4.76442,7.666014,3.698995,-2.114882,0.088053,6.189665,7.493462,5.805541,-0.693071,-5.197476,-5.186733,-5.230351,-5.204828,-5.218599,-5.212553,6
-3.170733,4.633241,7.755091,3.397879,-3.524174,-1.08391,6.624983,8.291034,5.498301,-1.755057,-3.680438,-6.366549,-3.653884,-3.239371,-6.524256,-3.202156,4
-1.73482,5.00506,7.396981,3.038515,-2.521312,0.540128,6.666868,7.643821,5.67486,-0.779561,-5.176459,-5.110869,-5.185087,-5.13897,-5.165776,-5.153378,6
-1.595334,4.747045,7.363041,3.2142,-2.305567,0.818406,6.672372,7.484837,5.707718,-0.690884,-5.211398,-5.22025,-5.258925,-5.23473,-5.248327,-5.242203,6
-3.224242,4.413057,8.130245,4.09206,-3.007955,-2.085228,5.404589,8.465366,5.903398,-1.487626,-3.744652,-6.258794,-3.484989,-3.542862,-6.436302,-3.136064,4
-3.170574,4.85252,7.739062,2.488486,-4.212219,0.171339,6.893881,7.854168,5.636298,-1.795011,-3.610385,-6.537205,-3.510195,-3.215662,-6.637324,-2.947179,4
-1.591364,4.686523,7.172921,3.692056,-2.181016,0.249122,6.541253,7.556863,5.89094,-0.613777,-5.232284,-5.206209,-5.257446,-5.227277,-5.243838,-5.236466,6
-1.80321,4.752004,7.214274,3.217259,-2.547246,0.678766,6.640013,7.783126,5.804935,-0.784994,-5.171708,-5.126553,-5.181078,-5.149577,-5.166867,-5.159147,6
-3.1021,4.973952,7.971463,3.014404,-3.972497,-0.551449,6.289089,7.935344,5.417903,-1.682592,-3.794804,-6.669569,-2.673222,-3.430229,-7.017349,-2.708344,4
-1.587155,5.046594,7.636658,4.516699,-1.787131,-0.957971,5.532259,7.624999,5.714537,-0.642456,-5.198615,-5.139953,-5.213873,-5.167861,-5.19451,-5.182224,6
-1.707523,4.823167,7.758296,3.687765,-2.182075,-0.18348,6.035272,7.713651,5.729759,-0.68468,-5.172935,-5.131527,-5.189907,-5.155342,-5.174521,-5.165918,6
-1.904526,4.742456,7.778995,3.678501,-2.204013,-0.35733,5.849354,7.850497,5.92304,-0.602116,-5.177915,-5.061903,-5.160241,-5.100689,-5.134927,-5.119182,6
-3.016353,4.972054,8.165454,3.7636,-3.419586,-1.352802,6.055038,8.055279,5.480527,-1.69465,-4.145986,-6.047169,-3.499914,-4.030904,-6.276225,-3.008362,3
-2.91578,4.580963,8.079814,3.890016,-3.411838,-1.191193,6.041937,7.902849,5.778761,-1.619388,-3.96329,-6.481681,-3.600314,-4.056096,-6.46345,-2.571312,3
-1.906967,4.554443,7.45672,3.24296,-2.549737,0.423707,6.612375,7.832032,5.839955,-0.844977,-5.148738,-5.05922,-5.138205,-5.09092,-5.11789,-5.10554,6
-1.906568,4.550978,7.673641,3.682246,-2.27723,-0.467661,6.238472,8.065083,5.735412,-0.887909,-5.088805,-5.031977,-5.088605,-5.056799,-5.073908,-5.066371,6
-3.018297,4.368848,8.111671,3.952499,-3.556827,-1.364508,6.041184,8.08297,5.625705,-1.679988,-3.735034,-6.496431,-3.368667,-3.335452,-6.722258,-2.905415,3
-1.811638,4.592445,7.530372,4.550997,-1.706287,-0.747657,5.758247,7.668386,5.902493,-0.632801,-5.227201,-5.12395,-5.219344,-5.160494,-5.194695,-5.178872,5
-1.545107,5.074088,7.368705,4.087722,-2.130991,-0.104676,6.119352,7.356499,5.844983,-0.731439,-5.219842,-5.19742,-5.245695,-5.21735,-5.232857,-5.22597,6
-1.765132,4.789838,7.434497,3.687403,-2.305411,0.039806,6.397793,7.803296,5.65695,-0.84834,-5.17788,-5.103415,-5.175047,-5.132327,-5.156534,-5.1455,6
-1.814935,4.70904,7.422953,3.717649,-2.23387,-0.117144,6.348326,7.94124,5.6641,-0.80305,-5.156925,-5.101072,-5.16388,-5.126777,-5.147503,-5.138151,6
-2.745431,4.631492,8.119869,3.234872,-3.474911,-0.298988,6.22736,7.954115,5.662925,-1.294794,-4.524005,-6.094997,-3.668979,-3.323166,-6.546788,-3.858574,3
-3.265679,4.450033,7.665274,2.981196,-3.771016,-0.009464,6.998354,8.037425,5.631493,-2.131852,-3.975512,-6.330805,-3.367942,-4.623748,-6.132991,-2.154765,3
-1.93256,4.744823,7.22782,2.420909,-2.648427,1.381718,7.084173,7.815935,5.548449,-0.884544,-5.135144,-5.095936,-5.148206,-5.117567,-5.134524,-5.126918,5
-1.564018,4.729936,7.139884,3.362712,-2.365332,1.095382,7.046536,7.140855,5.649157,-0.625335,-5.236673,-5.259199,-5.287401,-5.271109,-5.279451,-5.275944,6
-1.879882,4.490514,7.250936,2.446306,-2.590034,1.167386,6.999422,8.063263,5.645848,-0.921803,-5.141394,-5.065826,-5.140172,-5.094722,-5.120975,-5.108865,6
-3.092089,4.876173,8.161934,3.26008,-3.896515,-1.213678,6.127422,8.118119,5.669878,-1.689315,-4.054251,-6.272227,-3.204699,-3.921174,-6.267697,-2.601961,3
-1.838552,4.47841,7.869206,4.542109,-1.804641,-0.993179,5.31199,8.012491,5.886907,-0.858056,-5.130504,-5.058628,-5.124803,-5.086724,-5.107713,-5.098311,6
-1.903296,4.634532,7.858683,3.785799,-2.109229,-0.141514,6.162769,8.063775,5.337004,-1.132947,-5.077429,-5.081929,-5.105878,-5.093809,-5.099327,-5.097205,6
-1.624235,4.76914,7.298881,4.450113,-1.837505,-0.357849,6.283248,7.303423,5.772384,-0.618832,-5.254937,-5.198998,-5.268704,-5.226274,-5.250443,-5.239412,6
-1.852453,4.529,7.670812,3.871741,-2.035006,-0.234099,6.194332,7.945142,5.648145,-0.978652,-5.126936,-5.105725,-5.14198,-5.123284,-5.132369,-5.128668,6
-2.894616,4.400956,7.931981,2.825139,-3.757722,-0.062915,6.418306,8.14994,6.059804,-1.304419,-4.195496,-5.991394,-4.113811,-3.652956,-6.133077,-3.679719,2
-2.490829,4.233538,7.663784,2.939441,-2.931325,0.228405,6.668022,8.004479,6.060581,-1.260961,-4.138464,-6.198407,-4.534972,-4.463251,-6.190183,-3.589858,2
-1.518303,4.737843,7.549295,4.255219,-1.927083,-0.476119,5.856639,7.533001,5.861504,-0.482326,-5.246719,-5.185112,-5.266562,-5.21495,-5.245172,-5.231154,6
-1.698921,4.83824,7.381625,4.034981,-2.0229,-0.294779,6.14997,7.78898,5.709143,-0.82112,-5.197701,-5.138088,-5.202799,-5.16444,-5.18597,-5.176221,6
-3.190468,4.912834,7.809198,2.66983,-4.171368,0.133801,6.67171,7.980826,5.74985,-1.97343,-4.315344,-6.049579,-3.48661,-4.084429,-6.127829,-2.528993,3
-1.716883,4.745369,7.531356,3.882076,-2.186396,0.073822,6.238428,7.597198,5.721159,-0.720891,-5.212786,-5.150102,-5.2253,-5.178347,-5.20567,-5.19303,6
-2.829017,4.753038,7.759938,2.653814,-3.645036,-0.408128,6.548049,8.32723,5.759176,-1.436604,-3.854582,-6.098385,-4.011861,-3.592313,-6.495386,-3.429932,3
-1.808956,4.598144,7.141767,2.68097,-2.617301,0.917218,6.825831,7.945981,5.896701,-0.762839,-5.164299,-5.089444,-5.165622,-5.118825,-5.145918,-5.133406,6
-3.135512,4.793843,7.688584,2.307511,-4.105219,0.669797,6.895318,8.15234,5.435122,-2.145483,-4.069789,-6.383017,-3.184397,-4.034636,-6.349662,-2.5348,3
-1.841816,4.624169,7.392849,3.234264,-2.455487,0.85668,6.776726,7.586138,5.704092,-0.859853,-5.16089,-5.153256,-5.18513,-5.168569,-5.176585,-5.173332,6
-1.889215,4.995066,7.35558,3.622015,-2.48187,0.39935,6.596695,7.453208,5.700648,-0.839041,-5.182806,-5.108473,-5.176361,-5.136945,-5.158866,-5.148984,6
-2.607946,4.583107,7.884292,3.68286,-3.318619,-1.084332,6.164208,8.314132,5.704041,-1.56977,-3.999398,-6.023638,-4.069175,-3.609777,-6.382511,-3.667474,2
-1.755274,4.8827,7.284574,3.532296,-2.330747,0.259595,6.43719,7.762017,5.756756,-0.825288,-5.182712,-5.131422,-5.19131,-5.155912,-5.175699,-5.166764,5
-3.045907,4.655834,7.276289,1.764193,-4.197324,1.387818,7.478837,7.789022,5.806803,-1.73341,-3.670334,-6.223226,-3.713457,-3.783618,-6.504172,-3.287346,2
-1.60668,4.45113,7.319052,3.27257,-2.311615,0.831322,6.731415,7.490779,5.866372,-0.593528,-5.255397,-5.198008,-5.274934,-5.226206,-5.25477,-5.241505,6
-2.852147,4.414932,7.716209,3.307988,-3.485333,0.244335,6.705114,7.942768,5.545538,-1.56936,-4.228084,-6.41652,-4.085126,-2.858285,-6.486132,-3.895897,2
-2.89261,4.185097,8.106751,4.496409,-2.773629,-1.115379,6.033046,8.072817,5.368394,-1.417312,-4.135337,-6.228811,-3.822731,-3.317424,-6.52935,-4.029931,2
-1.705619,4.742322,7.342431,4.567961,-1.663533,-0.303845,6.260916,7.335951,5.656536,-0.760388,-5.22996,-5.229241,-5.263997,-5.244631,-5.254547,-5.250356,6
-1.890926,4.271843,7.761572,3.905739,-2.210134,-0.188622,6.298642,7.866733,5.698692,-0.824188,-5.118898,-5.087925,-5.135105,-5.108361,-5.12266,-5.1164,6
-1.704682,4.619673,7.474039,3.14995,-2.287147,0.771128,6.899845,7.761489,5.340648,-0.964558,-5.142985,-5.175811,-5.188842,-5.183243,-5.184897,-5.184606,6
-2.481012,4.586863,8.006779,2.899247,-3.293427,0.424185,6.398666,8.245636,5.467053,-1.523162,-4.221949,-6.016195,-4.52386,-4.050618,-6.070971,-3.847235,1
-1.564029,4.781197,6.940267,2.656938,-2.408187,1.350806,7.216365,7.42705,5.7457,-0.718702,-5.222746,-5.220866,-5.257119,-5.23665,-5.247286,-5.242739,6
-1.615061,4.65994,7.443032,3.179704,-2.419133,0.222784,6.280742,8.02376,5.872836,-0.730614,-5.140631,-5.13399,-5.173302,-5.150155,-5.162734,-5.157177,6
-3.002448,4.299614,8.269987,3.776288,-3.089987,-1.179026,5.987251,8.445293,5.479472,-1.492616,-4.075863,-6.041756,-4.01442,-3.563011,-6.241279,-3.5575,3
-1.866197,4.996401,7.26823,2.682381,-2.797785,0.744475,6.980208,7.888013,5.521624,-0.964029,-5.099199,-5.039897,-5.095219,-5.064398,-5.080952,-5.073657,6
-2.398381,4.507733,6.769766,2.171077,-3.343596,0.82324,7.023064,8.178643,6.173511,-1.136109,-4.013055,-6.464944,-4.307644,-2.894991,-6.626385,-4.461932,2
-2.835466,4.025558,7.59935,3.324085,-3.331159,0.056954,6.668388,8.032232,6.114317,-1.297438,-4.409366,-6.046091,-4.113737,-3.658961,-6.352625,-3.776042,2
-3.063247,4.190804,7.772474,3.47806,-3.567325,-0.512761,6.527249,8.082324,5.85695,-1.590122,-3.791189,-6.40943,-3.777824,-3.48683,-6.680975,-3.028158,3
-2.612203,4.41841,7.215658,2.442093,-3.404504,0.819694,7.14348,8.000928,5.97714,-1.314287,-4.302123,-6.116014,-4.059168,-3.853856,-6.463226,-3.892021,2
-2.360692,4.287615,7.512562,2.889913,-3.124876,-0.03477,6.858787,8.260219,5.78411,-1.307101,-4.158105,-5.979969,-4.091917,-3.665638,-6.520632,-4.349506,2
-3.29329,4.773259,6.657269,0.366164,-4.316045,3.186482,7.541394,7.465883,6.08873,-1.845488,-4.481791,-6.25167,-3.116941,-3.785478,-6.467809,-2.520672,3
-1.621441,4.664074,6.841872,2.326791,-2.558049,2.100708,7.376758,7.276357,5.751372,-0.704067,-5.199906,-5.244092,-5.255771,-5.250643,-5.252084,-5.251879,6
-2.717669,4.501917,7.648502,1.92144,-3.723021,0.416664,7.153124,8.419427,5.639948,-1.733214,-4.17891,-5.94282,-3.906651,-4.355276,-6.042843,-3.100619,2
-2.851279,4.41563,8.11085,3.896804,-2.921488,-1.192074,6.097256,8.112169,5.475119,-1.417846,-3.763968,-6.497903,-3.717625,-3.470925,-6.719722,-3.554996,3
-3.277271,4.276413,7.54896,2.634444,-3.957759,0.043691,6.909234,8.242052,6.173556,-1.579944,-4.153863,-5.857518,-3.987496,-3.47628,-6.017055,-3.521165,3
-1.696741,4.758329,7.446168,3.997141,-1.991743,-0.087735,6.319987,7.340219,5.838835,-0.530971,-5.240615,-5.191824,-5.264293,-5.218634,-5.245197,-5.232926,6
-2.579411,4.767174,7.607482,2.81514,-3.302434,0.015999,6.792241,8.06987,5.662326,-1.46219,-3.605641,-6.09466,-4.612238,-4.01195,-6.474815,-3.586893,2
-2.714772,4.534073,7.131349,1.621275,-3.653123,1.563009,7.700144,8.152477,5.444478,-1.623941,-4.46119,-5.791869,-3.878326,-3.562462,-6.257009,-4.204114,2
-1.823568,4.956661,7.2686,2.569097,-2.721577,1.134927,7.020735,7.920562,5.346604,-1.071968,-5.099631,-5.079803,-5.115924,-5.096242,-5.106414,-5.102058,6
-1.924181,4.393144,7.696879,4.003381,-2.13349,-0.314488,5.984275,7.928522,5.860621,-0.755474,-5.145941,-5.082965,-5.147798,-5.109993,-5.130954,-5.121537,6
-2.959653,4.463974,7.860797,3.176742,-3.433607,-0.552776,6.718792,8.258902,5.789083,-1.51189,-4.572257,-5.51309,-4.114552,-3.936653,-5.796037,-3.877775,2
-2.660823,4.387765,7.118715,1.32972,-4.061888,1.393534,7.568066,8.21253,5.925293,-1.661663,-4.580556,-5.834254,-3.751641,-3.790036,-6.198923,-3.395839,2
-2.858641,4.452926,7.565032,2.264637,-3.973265,0.366374,6.809234,8.239013,5.936894,-1.567563,-3.9311,-6.227522,-3.851705,-3.152438,-6.591283,-3.480592,3
-3.093946,4.080488,8.050528,4.189104,-2.991896,-1.332282,6.094481,8.124692,5.692898,-1.329952,-4.025291,-6.253156,-3.530208,-3.628491,-6.64499,-3.40198,3
-1.542708,4.861522,7.289074,3.98107,-2.060289,0.042094,6.282332,7.466241,5.803525,-0.64354,-5.254569,-5.210254,-5.274394,-5.235238,-5.257508,-5.247358,6
-3.454148,4.706705,8.431347,4.916565,-2.896182,-2.775068,5.023481,7.933142,5.908392,-1.839231,-3.80771,-5.793166,-3.585238,-3.044851,-6.076292,-3.647746,5
-3.035787,4.327806,8.160163,4.145496,-3.158931,-1.924081,5.508609,7.959856,6.277314,-1.165585,-4.422959,-6.346594,-3.298842,-4.258493,-6.130187,-2.637786,2
-2.719788,4.441678,7.638996,2.68628,-3.265027,-0.117856,6.884004,8.259711,5.736491,-1.393072,-4.446954,-6.144095,-3.900361,-3.711117,-6.313086,-3.635802,2
-2.902461,4.447665,7.97731,3.627966,-3.178469,-0.845492,6.401077,8.016193,5.575759,-1.426503,-4.030541,-6.378057,-3.650685,-3.897905,-6.649481,-3.086377,3
-2.853264,4.608728,7.612411,2.853809,-3.366571,0.165203,6.920091,8.416423,5.311448,-1.839763,-4.548693,-5.955807,-3.668918,-3.764513,-6.299081,-3.591503,2
-2.917941,4.092191,7.726725,2.762424,-3.485978,-0.425512,6.67726,8.295962,6.18071,-1.190019,-4.300888,-5.955196,-3.79125,-3.616083,-6.369565,-3.682839,2
-2.529303,4.545898,7.451956,3.160561,-3.205295,-0.164685,6.603458,8.026565,6.108676,-1.362005,-3.772601,-6.108277,-4.842364,-3.404003,-6.265472,-4.24311,2
-1.761536,4.357488,7.560616,4.447225,-1.609417,-0.635141,5.944704,7.853212,5.723419,-0.747763,-5.171197,-5.171716,-5.20959,-5.187101,-5.19928,-5.193925,6
-1.69491,4.948171,7.171146,2.729943,-2.576067,0.98358,6.9961,7.857617,5.416164,-0.929684,-5.157426,-5.121119,-5.171862,-5.141968,-5.158579,-5.151107,6
-2.946153,4.276093,7.706335,4.715943,-2.851786,-1.509018,5.627779,7.706656,6.11292,-1.277257,-3.850407,-6.739614,-3.60905,-3.068859,-7.097171,-3.19641,3
-1.655431,5.015451,7.212205,2.765233,-2.465725,0.959046,6.983086,7.823429,5.362746,-1.051788,-5.130673,-5.155752,-5.168534,-5.163719,-5.164784,-5.16479,6
-2.490014,4.409265,7.42357,2.240316,-3.628099,0.65609,6.958146,8.085975,6.143355,-1.280256,-4.19734,-6.15645,-4.2764,-4.198391,-6.081974,-3.607793,2
-2.882908,4.826611,7.212073,1.208345,-4.208521,1.453157,7.460856,7.588478,6.157607,-1.520192,-4.272149,-6.212859,-3.698651,-3.889147,-6.403412,-2.819286,2
-2.698968,4.057963,7.427251,2.20519,-3.383082,1.190654,7.382386,7.67592,6.157951,-1.323665,-4.338321,-6.061433,-4.384113,-4.057959,-6.411746,-3.438028,2
-2.945061,4.594249,8.258122,4.295387,-3.15095,-1.782233,5.713201,8.015747,5.520855,-1.647763,-3.446725,-6.479499,-3.770313,-3.043023,-6.633104,-3.49889,4
-1.970897,4.522658,7.973313,4.462323,-1.979539,-0.998035,5.694496,8.248059,5.30274,-1.090038,-5.048082,-4.99315,-5.047855,-5.016354,-5.033705,-5.025935,6
-3.127335,4.760524,7.874127,3.850926,-3.725833,-1.603441,5.962423,8.055094,5.894498,-1.551272,-3.805042,-6.202813,-3.130891,-3.088531,-6.595745,-3.566689,5
-2.440766,4.441649,7.311766,3.044151,-2.989567,0.434311,6.824101,7.91428,5.936924,-1.221187,-4.482167,-6.424614,-3.833297,-4.539982,-6.437395,-3.538206,2
-1.755137,4.846581,7.746795,3.401451,-2.25932,0.091246,6.473335,7.841598,5.356648,-0.975745,-5.12577,-5.106262,-5.145888,-5.123801,-5.135352,-5.130379,6
-1.776039,4.335006,7.731213,3.742644,-2.131764,-0.01692,6.305889,7.778101,5.739989,-0.77458,-5.114412,-5.157991,-5.167768,-5.16401,-5.16456,-5.164798,6
-2.764892,4.201282,7.05264,1.014129,-3.933416,1.715353,7.503506,7.737136,6.555311,-1.258572,-4.622178,-6.138015,-3.483696,-4.373586,-6.229899,-2.975103,2
-1.637044,4.737602,7.286028,3.917098,-2.043984,-0.043238,6.398863,7.600273,5.808886,-0.75475,-5.217745,-5.179711,-5.235894,-5.202535,-5.221095,-5.212752,6
-2.961262,4.213425,7.639141,2.458075,-4.010228,-0.285743,6.783586,8.305033,6.268582,-1.322333,-4.106122,-6.145299,-3.847985,-3.969772,-6.035784,-2.983313,2
-2.464031,4.180848,7.484425,2.62356,-3.355519,0.085147,6.70099,8.235433,6.325758,-1.212347,-4.077172,-5.922556,-4.437101,-3.854882,-6.297808,-4.014745,1
-2.704643,4.761657,7.74531,3.490782,-3.47702,-0.622933,6.486463,7.933755,5.824964,-1.675317,-4.452462,-6.159116,-3.752442,-3.984717,-6.299893,-3.114386,2
-3.407818,4.112808,7.615336,3.37115,-3.880319,-1.379072,6.920327,8.380292,5.899064,-1.832526,-3.218204,-5.702841,-4.296299,-3.330049,-6.33198,-2.91987,4
-1.720991,4.665927,7.326925,3.472073,-2.303799,0.510287,6.598909,7.580704,5.810659,-0.739503,-5.197849,-5.175787,-5.220794,-5.195093,-5.208842,-5.202825,6
-2.802299,4.653395,7.739128,3.358607,-3.450909,-0.662177,6.466786,8.33155,5.602256,-1.880911,-4.536478,-6.226455,-3.162328,-4.598059,-6.026318,-2.805789,3
-2.671269,4.560942,7.892457,3.057598,-3.391097,-0.326364,6.702046,8.120882,5.503379,-1.859744,-4.054271,-6.286801,-3.898578,-4.341568,-6.405825,-2.601786,2
-1.800591,4.589275,7.129139,3.025658,-2.49568,0.62693,6.715371,7.866846,5.970569,-0.662362,-5.210596,-5.097384,-5.196564,-5.135168,-5.17106,-5.154384,6
-1.839992,4.974889,7.117634,2.239335,-2.869985,1.239184,6.98856,7.895926,5.686974,-0.846687,-5.136893,-5.047524,-5.12485,-5.07863,-5.105019,-5.09292,6
-1.780185,4.858432,7.478568,3.737165,-2.140296,-0.296255,6.108674,7.746627,5.912617,-0.659216,-5.221548,-5.088755,-5.200192,-5.131256,-5.171545,-5.152834,6
-2.406147,4.643623,7.861156,3.590627,-3.136658,-0.755871,6.212944,8.083896,5.695657,-1.435561,-3.998763,-6.227713,-4.160786,-3.937523,-6.549899,-3.478982,2
-2.603989,4.240277,7.416357,2.07884,-3.969044,0.689339,7.358904,8.005682,6.087304,-1.644664,-3.748791,-6.042865,-4.08278,-4.485147,-6.21708,-3.082343,2
-3.226433,4.356709,8.127368,3.981523,-3.538714,-1.391275,5.941426,8.056788,5.967301,-1.493162,-3.884581,-6.064603,-3.596908,-3.769247,-6.371614,-3.094578,3
-1.566061,5.066571,7.176991,3.772387,-2.142449,0.161451,6.380098,7.601048,5.717287,-0.863296,-5.19218,-5.209482,-5.232277,-5.220418,-5.225893,-5.223777,6
-1.649662,4.900991,7.275597,2.821928,-2.441119,0.726192,6.719266,7.86098,5.635402,-0.841395,-5.158077,-5.147814,-5.188673,-5.164188,-5.177753,-5.171678,6
-2.601484,3.950361,7.37553,3.053674,-3.416768,0.484554,7.018121,8.199329,5.952733,-1.590092,-4.537173,-6.139063,-3.822098,-4.031718,-6.198275,-3.697631,2
-2.271903,4.15027,7.668502,3.378269,-2.905876,-0.232774,6.657805,8.495572,5.530507,-1.647549,-4.266573,-5.896836,-4.378492,-4.000919,-6.17284,-4.107163,2
-3.034569,4.038539,7.497121,2.487376,-3.664919,0.508385,7.154988,8.069854,6.025743,-1.407848,-4.395245,-6.12543,-3.468836,-4.318334,-6.399945,-2.966881,3
-1.695784,4.753049,7.384737,4.459469,-1.999389,-0.252969,6.055694,7.29323,5.926419,-0.545836,-5.290337,-5.151681,-5.275411,-5.196296,-5.243566,-5.22133,6
-1.741598,4.586816,7.721426,4.366316,-1.847264,-0.531266,5.97917,7.744355,5.575274,-0.879904,-5.136508,-5.154977,-5.176733,-5.165734,-5.170578,-5.168796,6
-2.723841,4.660085,7.579017,2.563387,-3.804007,-0.040073,6.751737,8.386142,5.713257,-1.614686,-4.023764,-6.107585,-4.114824,-3.454114,-6.372964,-3.397765,3
-2.279082,3.941299,7.821313,4.943919,-1.640122,-0.969035,5.917692,7.988607,5.589254,-1.01814,-5.086507,-5.004025,-5.071977,-5.033522,-5.054509,-5.045164,6
-1.784431,4.866246,7.431778,2.540894,-2.659222,0.623681,6.650664,7.938571,5.800809,-0.786184,-5.124793,-5.062717,-5.130726,-5.089333,-5.113064,-5.102174,6
-1.842519,4.569204,7.556334,3.584635,-2.377271,0.288885,6.599189,7.543266,5.759922,-0.749025,-5.182847,-5.109479,-5.183728,-5.139179,-5.164453,-5.152933,6
-2.977187,4.615232,8.08349,3.846031,-3.291538,-1.341119,6.191801,8.320424,5.355137,-1.795515,-3.97682,-6.187279,-3.66317,-4.191952,-6.192727,-2.794808,3
-3.069841,3.888779,7.396247,2.181176,-3.633506,0.502342,7.238949,8.304315,6.36442,-1.439306,-4.264795,-5.616758,-4.440844,-4.161407,-5.812177,-3.437593,2
-3.037619,4.474963,7.489216,2.487961,-4.004335,-0.047883,6.694733,8.260331,6.135819,-1.372905,-4.33151,-6.076552,-3.540738,-3.441448,-6.485194,-3.204839,3
