@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute attr122 numeric
@attribute attr123 numeric
@attribute attr124 numeric
@attribute attr125 numeric
@attribute attr126 numeric
@attribute attr127 numeric
@attribute attr128 numeric
@attribute attr129 numeric
@attribute attr130 numeric
@attribute attr131 numeric
@attribute attr132 numeric
@attribute attr133 numeric
@attribute attr134 numeric
@attribute attr135 numeric
@attribute attr136 numeric
@attribute attr137 numeric
@attribute attr138 numeric
@attribute attr139 numeric
@attribute attr140 numeric
@attribute attr141 numeric
@attribute attr142 numeric
@attribute attr143 numeric
@attribute attr144 numeric
@attribute attr145 numeric
@attribute attr146 numeric
@attribute attr147 numeric
@attribute attr148 numeric
@attribute attr149 numeric
@attribute attr150 numeric
@attribute attr151 numeric
@attribute attr152 numeric
@attribute attr153 numeric
@attribute target {1,2}

@data
0.051618,0.043984,0.036228,0.028353,0.020397,0.012494,0.004805,-0.002679,-0.009985,-0.017116,-0.024159,-0.031204,-0.038234,-0.045218,-0.052194,-0.059176,-0.066043,-0.07278,-0.079401,-0.085918,-0.092427,-0.09891,-0.105235,-0.111297,-0.117133,-0.122876,-0.128519,-0.134025,-0.139368,-0.144549,-0.14961,-0.154569,-0.159422,-0.164128,-0.168705,-0.173092,-0.177339,-0.181498,-0.185586,-0.189583,-0.193471,-0.19725,-0.20094,-0.204626,-0.208177,-0.211459,-0.21444,-0.21713,-0.219573,-0.221838,-0.223937,-0.225982,-0.228007,-0.229976,-0.231891,-0.233685,-0.235382,-0.237075,-0.238745,-0.240365,-0.241993,-0.243627,-0.245242,-0.246907,-0.248667,-0.250502,-0.252303,-0.254076,-0.255831,-0.25749,-0.259074,-0.260599,-0.262041,-0.263379,-0.264686,-0.265976,-0.267224,-0.268455,-0.26968,-0.270837,-0.271782,-0.272553,-0.27313,-0.273494,-0.273642,-0.273542,-0.273252,-0.272774,-0.272146,-0.271331,-0.270317,-0.269065,-0.267539,-0.265757,-0.263771,-0.261668,-0.259373,-0.256762,-0.253889,-0.250724,-0.247293,-0.243649,-0.239825,-0.2358,-0.231494,-0.22685,-0.221949,-0.216782,-0.211394,-0.205909,-0.200384,-0.194848,-0.189274,-0.183656,-0.177926,-0.17202,-0.166002,-0.159881,-0.15357,-0.147077,-0.140409,-0.13358,-0.126579,-0.119373,-0.111943,-0.104254,-0.096281,-0.088001,-0.07942,-0.070618,-0.061591,-0.052431,-0.043271,-0.034185,-0.025302,-0.016702,-0.008319,-0.000072,0.008114,0.016338,0.024576,0.03283,0.041062,0.049247,0.057384,0.065456,0.073462,0.081459,0.089568,0.09777,0.106071,0.114451,0.122972,1
0.136562,0.127914,0.119167,0.11033,0.101454,0.092536,0.083665,0.074948,0.066405,0.057978,0.049647,0.041384,0.033191,0.025081,0.017024,0.008989,0.000978,-0.00704,-0.01505,-0.023035,-0.030958,-0.03877,-0.046361,-0.05369,-0.060775,-0.067595,-0.074153,-0.08048,-0.086594,-0.092509,-0.098224,-0.103765,-0.109161,-0.11443,-0.119633,-0.12479,-0.12992,-0.135024,-0.140145,-0.145256,-0.150272,-0.155085,-0.159605,-0.16382,-0.167716,-0.171303,-0.17461,-0.177636,-0.180378,-0.182899,-0.185237,-0.187446,-0.189461,-0.191252,-0.192892,-0.19443,-0.195819,-0.196942,-0.197828,-0.198476,-0.198954,-0.199259,-0.199427,-0.199552,-0.199565,-0.199479,-0.199219,-0.198793,-0.198287,-0.19776,-0.197213,-0.196651,-0.196129,-0.195726,-0.195427,-0.195246,-0.195263,-0.195403,-0.195544,-0.195674,-0.195797,-0.195898,-0.195998,-0.196068,-0.196126,-0.196176,-0.196304,-0.196538,-0.196855,-0.197204,-0.197483,-0.197565,-0.197449,-0.197108,-0.19652,-0.195693,-0.194659,-0.193467,-0.192096,-0.190583,-0.188973,-0.187296,-0.185437,-0.183386,-0.181163,-0.178763,-0.176171,-0.173415,-0.170585,-0.167655,-0.164605,-0.161444,-0.158172,-0.154728,-0.151053,-0.147136,-0.14299,-0.138589,-0.133995,-0.129244,-0.124473,-0.119638,-0.114741,-0.109829,-0.104806,-0.09958,-0.094152,-0.088469,-0.082545,-0.076369,-0.069965,-0.063353,-0.05653,-0.049532,-0.0424,-0.035213,-0.027991,-0.020754,-0.013507,-0.006211,0.001124,0.008496,0.015849,0.023157,0.030405,0.037621,0.044807,0.05195,0.059128,0.066346,0.073591,0.080831,0.088053,1
0.095574,0.088173,0.080704,0.073303,0.065996,0.058761,0.051536,0.044394,0.037314,0.030272,0.023244,0.016217,0.009206,0.002208,-0.004778,-0.011751,-0.018708,-0.025587,-0.032348,-0.038944,-0.045398,-0.051697,-0.057875,-0.063985,-0.070073,-0.076099,-0.08205,-0.087981,-0.093876,-0.099693,-0.105414,-0.111082,-0.116676,-0.122183,-0.127536,-0.132695,-0.137643,-0.142425,-0.147052,-0.1516,-0.156033,-0.160362,-0.164566,-0.168675,-0.17274,-0.176815,-0.180862,-0.184844,-0.188653,-0.192267,-0.19562,-0.198661,-0.20147,-0.204077,-0.206441,-0.208632,-0.21063,-0.212406,-0.214026,-0.215562,-0.216939,-0.218095,-0.218989,-0.219618,-0.21999,-0.220093,-0.21998,-0.219735,-0.219359,-0.218901,-0.218427,-0.217926,-0.217396,-0.216791,-0.216146,-0.215497,-0.214882,-0.214258,-0.213627,-0.212965,-0.212306,-0.211626,-0.210963,-0.210313,-0.20973,-0.209157,-0.208598,-0.208009,-0.20739,-0.206746,-0.206092,-0.205302,-0.204343,-0.203247,-0.202065,-0.200848,-0.199563,-0.198134,-0.196545,-0.194778,-0.192868,-0.190855,-0.188737,-0.186472,-0.184025,-0.181357,-0.178469,-0.175363,-0.172079,-0.168646,-0.165074,-0.161349,-0.157412,-0.153204,-0.148719,-0.143956,-0.138941,-0.133768,-0.128422,-0.122897,-0.117116,-0.111077,-0.104822,-0.098332,-0.091617,-0.084709,-0.077667,-0.070469,-0.063118,-0.055681,-0.048133,-0.040433,-0.032626,-0.024659,-0.016542,-0.008342,-0.00017,0.007892,0.015827,0.023711,0.031585,0.039484,0.047403,0.055342,0.063314,0.071351,0.079431,0.087521,0.095653,0.103788,0.111907,0.120039,0.128175,1
0.104215,0.097188,0.090013,0.082699,0.075319,0.067933,0.060601,0.053312,0.046,0.038632,0.03123,0.023796,0.016381,0.009089,0.002045,-0.004852,-0.011577,-0.018105,-0.024575,-0.031022,-0.037398,-0.043693,-0.049877,-0.055999,-0.061996,-0.067895,-0.073747,-0.079535,-0.085224,-0.090811,-0.09631,-0.101777,-0.10718,-0.112469,-0.117634,-0.122628,-0.12745,-0.13206,-0.136474,-0.140725,-0.14487,-0.148958,-0.152914,-0.156708,-0.160351,-0.163876,-0.167283,-0.170634,-0.173914,-0.177117,-0.180188,-0.183019,-0.185548,-0.187768,-0.189689,-0.191303,-0.192666,-0.19385,-0.194869,-0.195725,-0.196402,-0.196809,-0.196925,-0.196765,-0.196364,-0.195758,-0.195036,-0.19415,-0.193102,-0.192029,-0.190935,-0.189836,-0.18873,-0.187669,-0.186585,-0.185477,-0.184423,-0.183433,-0.182517,-0.181675,-0.180889,-0.180025,-0.179145,-0.178234,-0.177318,-0.176363,-0.1754,-0.174433,-0.173486,-0.172624,-0.171851,-0.171141,-0.170438,-0.169712,-0.168985,-0.168223,-0.167449,-0.166588,-0.165639,-0.16459,-0.163381,-0.161969,-0.160259,-0.158253,-0.156029,-0.153636,-0.151111,-0.148448,-0.145665,-0.142651,-0.13946,-0.136149,-0.132747,-0.129233,-0.125582,-0.121721,-0.117654,-0.113329,-0.108818,-0.10418,-0.099316,-0.094223,-0.088925,-0.083456,-0.077828,-0.071998,-0.065922,-0.059607,-0.053209,-0.046777,-0.040321,-0.033903,-0.027419,-0.020756,-0.013871,-0.006791,0.000516,0.008023,0.01565,0.023357,0.03105,0.038687,0.046266,0.053866,0.061467,0.069147,0.076884,0.084679,0.092482,0.100251,0.107972,0.115621,0.123237,2
0.088038,0.080954,0.073903,0.066932,0.060149,0.053436,0.046801,0.040258,0.03374,0.027222,0.02073,0.014279,0.007871,0.00151,-0.004763,-0.010992,-0.017177,-0.023369,-0.029543,-0.035682,-0.04177,-0.047762,-0.053619,-0.059371,-0.065057,-0.07065,-0.076158,-0.08157,-0.086856,-0.092008,-0.097045,-0.102015,-0.106941,-0.111748,-0.116429,-0.120979,-0.12542,-0.129808,-0.134115,-0.138335,-0.142554,-0.146684,-0.150784,-0.154824,-0.158744,-0.162531,-0.166191,-0.169648,-0.172898,-0.175893,-0.17863,-0.181131,-0.183375,-0.185378,-0.187099,-0.188506,-0.189628,-0.190548,-0.191286,-0.19179,-0.192086,-0.192165,-0.191956,-0.191498,-0.190768,-0.18986,-0.188712,-0.187286,-0.185671,-0.183842,-0.181827,-0.179655,-0.177311,-0.174896,-0.17245,-0.169988,-0.167516,-0.165054,-0.162565,-0.160067,-0.157575,-0.155204,-0.152951,-0.150725,-0.148541,-0.146448,-0.144428,-0.142534,-0.140763,-0.139076,-0.137517,-0.136076,-0.134656,-0.133216,-0.131771,-0.130322,-0.128839,-0.127357,-0.12583,-0.124317,-0.122786,-0.12132,-0.1199,-0.118371,-0.116723,-0.114902,-0.112918,-0.110853,-0.10868,-0.106442,-0.10407,-0.101506,-0.09874,-0.09582,-0.092705,-0.089457,-0.08605,-0.082475,-0.078794,-0.074995,-0.070986,-0.066771,-0.06236,-0.057745,-0.052928,-0.04798,-0.042941,-0.037841,-0.032669,-0.027398,-0.021972,-0.01629,-0.010326,-0.004134,0.002257,0.008795,0.015469,0.022321,0.029361,0.036553,0.043884,0.051402,0.059101,0.066955,0.074964,0.083108,0.091214,0.099278,0.107303,0.115284,0.123249,0.13125,0.13923,2
0.125521,0.118632,0.111663,0.104642,0.097615,0.090591,0.083569,0.076521,0.06947,0.062425,0.055382,0.048341,0.041281,0.034204,0.02711,0.020062,0.013188,0.006578,0.000141,-0.006179,-0.012365,-0.018462,-0.024494,-0.03046,-0.036366,-0.04218,-0.047943,-0.053666,-0.059364,-0.065016,-0.070641,-0.076267,-0.081862,-0.087286,-0.09249,-0.097562,-0.10243,-0.107117,-0.111574,-0.115853,-0.119978,-0.124012,-0.127885,-0.131614,-0.135246,-0.138825,-0.142308,-0.145708,-0.149061,-0.152327,-0.155644,-0.158934,-0.16196,-0.164723,-0.167236,-0.169527,-0.171539,-0.173313,-0.174795,-0.176001,-0.176983,-0.177773,-0.178359,-0.178698,-0.178772,-0.178622,-0.178231,-0.177599,-0.176696,-0.175583,-0.174186,-0.172492,-0.170532,-0.168353,-0.166116,-0.163928,-0.161829,-0.15988,-0.158072,-0.156339,-0.154585,-0.152805,-0.150966,-0.149088,-0.147225,-0.145345,-0.143424,-0.141497,-0.139613,-0.137783,-0.136052,-0.134424,-0.132926,-0.131469,-0.129987,-0.128527,-0.127042,-0.125546,-0.124062,-0.122645,-0.121301,-0.119967,-0.118515,-0.116941,-0.11523,-0.113354,-0.111342,-0.109234,-0.106934,-0.104485,-0.101885,-0.099153,-0.096345,-0.093521,-0.090639,-0.087574,-0.084244,-0.080689,-0.076956,-0.073083,-0.069131,-0.065012,-0.060699,-0.056194,-0.051499,-0.046655,-0.041654,-0.036492,-0.031166,-0.025682,-0.020082,-0.014281,-0.008302,-0.002177,0.004044,0.010311,0.01667,0.023133,0.029728,0.036473,0.043348,0.050381,0.057553,0.064823,0.072161,0.079517,0.086909,0.094338,0.101884,0.109591,0.117416,0.125245,0.133057,1
0.122543,0.115052,0.107465,0.099815,0.092144,0.084438,0.076699,0.069058,0.061579,0.054276,0.047111,0.040103,0.033206,0.026381,0.019558,0.012736,0.00594,-0.000803,-0.007515,-0.014179,-0.020801,-0.027372,-0.033831,-0.040143,-0.046296,-0.052331,-0.058295,-0.064164,-0.069887,-0.075535,-0.081139,-0.086673,-0.092212,-0.097763,-0.103248,-0.108656,-0.113888,-0.118973,-0.124055,-0.129066,-0.133949,-0.138715,-0.143415,-0.148043,-0.152652,-0.157205,-0.161645,-0.165892,-0.169896,-0.173624,-0.177108,-0.180331,-0.183327,-0.186155,-0.188862,-0.191397,-0.193766,-0.195952,-0.198005,-0.199995,-0.201876,-0.203553,-0.204994,-0.206163,-0.207049,-0.207665,-0.208019,-0.208206,-0.208197,-0.20804,-0.207804,-0.207435,-0.20695,-0.206235,-0.20528,-0.204045,-0.202538,-0.200797,-0.198927,-0.197034,-0.195138,-0.193215,-0.191362,-0.189505,-0.187607,-0.185681,-0.18375,-0.1819,-0.18008,-0.17829,-0.176498,-0.174701,-0.172875,-0.171076,-0.169263,-0.16748,-0.165776,-0.164158,-0.162593,-0.161038,-0.159439,-0.157821,-0.156112,-0.154248,-0.152266,-0.150191,-0.147996,-0.145664,-0.143171,-0.140487,-0.137589,-0.134557,-0.131372,-0.128118,-0.12474,-0.121185,-0.117438,-0.113477,-0.109279,-0.10491,-0.100357,-0.095658,-0.090877,-0.08596,-0.080927,-0.075826,-0.070566,-0.065176,-0.059616,-0.05385,-0.047963,-0.041997,-0.035995,-0.029889,-0.023629,-0.01723,-0.010723,-0.004053,0.002751,0.009696,0.01679,0.024022,0.031386,0.038892,0.046523,0.054289,0.062207,0.070291,0.078504,0.086813,0.09521,0.10369,0.112184,2
0.059743,0.050921,0.042026,0.03308,0.024097,0.015075,0.006016,-0.003093,-0.012144,-0.020987,-0.029568,-0.037953,-0.046058,-0.053869,-0.061438,-0.068769,-0.075865,-0.082794,-0.089581,-0.096292,-0.102914,-0.109437,-0.115905,-0.122306,-0.128606,-0.134832,-0.140998,-0.147121,-0.153202,-0.159266,-0.1653,-0.1713,-0.177294,-0.183279,-0.189188,-0.194978,-0.200567,-0.205889,-0.210982,-0.215845,-0.220489,-0.224883,-0.229011,-0.232888,-0.236498,-0.239883,-0.243056,-0.246037,-0.248863,-0.251493,-0.253933,-0.25619,-0.25823,-0.2601,-0.261772,-0.263239,-0.264601,-0.265859,-0.267001,-0.267952,-0.268669,-0.269126,-0.269309,-0.269247,-0.268957,-0.268389,-0.267574,-0.266482,-0.265217,-0.263865,-0.262402,-0.260778,-0.258893,-0.256785,-0.254566,-0.252361,-0.250228,-0.248169,-0.24619,-0.244214,-0.242203,-0.240148,-0.238064,-0.235961,-0.233856,-0.231819,-0.229874,-0.228021,-0.226205,-0.224373,-0.222532,-0.220682,-0.218832,-0.21696,-0.215077,-0.213176,-0.211344,-0.209584,-0.20787,-0.206119,-0.20424,-0.202227,-0.200067,-0.197793,-0.195295,-0.192547,-0.189543,-0.186272,-0.182817,-0.179188,-0.17544,-0.171493,-0.167256,-0.162781,-0.158058,-0.153105,-0.147929,-0.142604,-0.137139,-0.131445,-0.125527,-0.119359,-0.112987,-0.106445,-0.099743,-0.092828,-0.085736,-0.078513,-0.071215,-0.063832,-0.056305,-0.048602,-0.040818,-0.033045,-0.025387,-0.017877,-0.010451,-0.00309,0.004267,0.011567,0.018784,0.025892,0.033002,0.040166,0.047363,0.054587,0.061899,0.069335,0.076867,0.084493,0.092159,0.099814,0.107392,1
0.126698,0.118304,0.109879,0.101347,0.092734,0.08406,0.075373,0.066642,0.057883,0.049092,0.040288,0.031479,0.022705,0.01411,0.005795,-0.002252,-0.010091,-0.017722,-0.025162,-0.032479,-0.039745,-0.046963,-0.054143,-0.061301,-0.06842,-0.075428,-0.082205,-0.088716,-0.094953,-0.100937,-0.106727,-0.112394,-0.117953,-0.123421,-0.128758,-0.133975,-0.139152,-0.144243,-0.149153,-0.153769,-0.158112,-0.162192,-0.166098,-0.169851,-0.173405,-0.176749,-0.179927,-0.182944,-0.185786,-0.188394,-0.190708,-0.192708,-0.194477,-0.195977,-0.197255,-0.198273,-0.199033,-0.199566,-0.199922,-0.200082,-0.199939,-0.199483,-0.198766,-0.197997,-0.197371,-0.196992,-0.196873,-0.196846,-0.196798,-0.196743,-0.196681,-0.196624,-0.196552,-0.196466,-0.1964,-0.19639,-0.196449,-0.196536,-0.196636,-0.196799,-0.1971,-0.197552,-0.198147,-0.198795,-0.199433,-0.20005,-0.200673,-0.201253,-0.201839,-0.202381,-0.202912,-0.20346,-0.203973,-0.204411,-0.204648,-0.204684,-0.204522,-0.204159,-0.203558,-0.202727,-0.201704,-0.200554,-0.199256,-0.197773,-0.196105,-0.194254,-0.192118,-0.18971,-0.187053,-0.184155,-0.181089,-0.177942,-0.174624,-0.171022,-0.167164,-0.163077,-0.158729,-0.154199,-0.149469,-0.144529,-0.139385,-0.134105,-0.128695,-0.123179,-0.117572,-0.111824,-0.105889,-0.099808,-0.093549,-0.087131,-0.08054,-0.073868,-0.067203,-0.060563,-0.053884,-0.04715,-0.040372,-0.033598,-0.026773,-0.019705,-0.012496,-0.005305,0.00191,0.009179,0.016486,0.023788,0.031106,0.038437,0.045742,0.053012,0.060245,0.067479,0.074733,2
0.131504,0.123645,0.11577,0.107853,0.0999,0.091963,0.084007,0.076066,0.06823,0.060584,0.0531,0.045753,0.038546,0.031399,0.024303,0.017208,0.010152,0.003087,-0.004011,-0.011116,-0.018219,-0.025254,-0.032053,-0.038496,-0.044648,-0.050566,-0.056265,-0.061822,-0.06729,-0.072662,-0.077897,-0.082969,-0.087949,-0.092865,-0.09777,-0.102679,-0.107594,-0.112549,-0.117496,-0.122339,-0.126933,-0.131315,-0.135444,-0.139282,-0.142826,-0.146075,-0.149084,-0.151907,-0.154638,-0.157357,-0.160072,-0.162776,-0.165339,-0.167665,-0.169727,-0.17151,-0.172962,-0.174109,-0.175026,-0.175845,-0.176514,-0.177006,-0.177198,-0.177102,-0.176685,-0.176012,-0.175131,-0.174082,-0.172929,-0.171754,-0.170697,-0.169809,-0.169069,-0.168386,-0.167672,-0.166966,-0.166189,-0.165387,-0.164574,-0.163823,-0.163159,-0.162592,-0.162027,-0.161435,-0.160823,-0.160179,-0.15956,-0.158921,-0.158286,-0.157675,-0.157138,-0.156681,-0.15623,-0.155743,-0.155262,-0.15474,-0.154235,-0.153705,-0.153017,-0.152151,-0.151062,-0.149858,-0.148499,-0.14701,-0.145333,-0.143437,-0.14134,-0.139022,-0.136537,-0.133905,-0.131111,-0.128133,-0.124963,-0.121622,-0.118073,-0.114328,-0.110419,-0.106345,-0.102081,-0.097654,-0.092994,-0.088118,-0.082979,-0.077617,-0.07206,-0.06638,-0.060578,-0.054649,-0.048611,-0.042451,-0.036213,-0.029909,-0.023531,-0.017098,-0.010525,-0.003826,0.00292,0.009686,0.01647,0.023291,0.030175,0.037144,0.044198,0.051405,0.058743,0.066156,0.073482,0.08079,0.088035,0.095238,0.10242,0.109555,0.116662,2
0.115001,0.106963,0.098803,0.090562,0.082234,0.073847,0.065392,0.056943,0.048615,0.040405,0.032388,0.024606,0.016996,0.009569,0.002272,-0.004913,-0.012008,-0.018975,-0.025765,-0.03241,-0.038885,-0.045372,-0.051821,-0.058228,-0.064518,-0.070588,-0.076557,-0.082487,-0.088356,-0.094149,-0.09986,-0.105486,-0.111041,-0.116521,-0.121925,-0.127263,-0.132572,-0.137833,-0.143061,-0.148257,-0.153417,-0.158524,-0.163552,-0.168404,-0.172997,-0.177294,-0.181298,-0.185053,-0.188503,-0.191638,-0.194491,-0.197165,-0.199702,-0.202012,-0.204089,-0.205958,-0.207607,-0.209028,-0.210164,-0.211064,-0.211881,-0.212732,-0.213643,-0.214575,-0.21547,-0.216309,-0.217157,-0.218076,-0.219119,-0.220219,-0.221418,-0.222717,-0.224096,-0.225553,-0.227007,-0.228449,-0.229858,-0.231236,-0.232558,-0.233835,-0.235047,-0.236169,-0.237198,-0.23816,-0.239007,-0.239766,-0.240446,-0.241023,-0.241389,-0.241527,-0.241524,-0.241254,-0.240778,-0.240122,-0.239232,-0.238233,-0.237078,-0.235714,-0.234142,-0.232411,-0.230546,-0.2284,-0.22598,-0.223327,-0.220384,-0.217149,-0.213636,-0.209927,-0.206023,-0.201869,-0.19748,-0.192874,-0.188046,-0.182969,-0.177701,-0.172151,-0.166345,-0.16031,-0.154078,-0.147753,-0.141329,-0.134825,-0.12818,-0.12138,-0.114482,-0.107501,-0.100428,-0.093246,-0.085965,-0.078576,-0.071083,-0.063478,-0.05578,-0.04804,-0.040279,-0.032515,-0.024711,-0.016851,-0.008941,-0.000957,0.007112,0.015239,0.023409,0.031578,0.039761,0.04801,0.056283,0.064566,0.072806,0.081035,0.089213,0.097392,0.105558,1
0.105475,0.09779,0.090109,0.082439,0.074708,0.066962,0.059223,0.051471,0.04373,0.035986,0.028241,0.020577,0.013098,0.005811,-0.001295,-0.008251,-0.015045,-0.021709,-0.028284,-0.034821,-0.041313,-0.047781,-0.054232,-0.060662,-0.067083,-0.07341,-0.07957,-0.08557,-0.091444,-0.097186,-0.102843,-0.108411,-0.113912,-0.11937,-0.124752,-0.130064,-0.135219,-0.140159,-0.144969,-0.149666,-0.154223,-0.158634,-0.162975,-0.167273,-0.171526,-0.1757,-0.179709,-0.183468,-0.187008,-0.190343,-0.193499,-0.196519,-0.199403,-0.202185,-0.204878,-0.207498,-0.209983,-0.21224,-0.214244,-0.215999,-0.217516,-0.218834,-0.219947,-0.22081,-0.221439,-0.221905,-0.222242,-0.222454,-0.222521,-0.222404,-0.222018,-0.22138,-0.220451,-0.219247,-0.217811,-0.216262,-0.214642,-0.213014,-0.211369,-0.209727,-0.208137,-0.206661,-0.205164,-0.203663,-0.202146,-0.200609,-0.19916,-0.197792,-0.196533,-0.195338,-0.194117,-0.192865,-0.191605,-0.190327,-0.189039,-0.187743,-0.186432,-0.185166,-0.183966,-0.182802,-0.181604,-0.180377,-0.17912,-0.177816,-0.176424,-0.174931,-0.173276,-0.171395,-0.169305,-0.167026,-0.164581,-0.161941,-0.15909,-0.156017,-0.152764,-0.149341,-0.145736,-0.141923,-0.13789,-0.133682,-0.129267,-0.124674,-0.119831,-0.114751,-0.109441,-0.103924,-0.098226,-0.09237,-0.086376,-0.080272,-0.07398,-0.067518,-0.060867,-0.054031,-0.047011,-0.039811,-0.0324,-0.024831,-0.017176,-0.009459,-0.001681,0.006158,0.014088,0.022107,0.030123,0.038127,0.0461,0.05408,0.062044,0.070063,0.078179,0.086372,0.094658,2
0.095041,0.088776,0.082501,0.076186,0.069865,0.063572,0.057308,0.05111,0.045019,0.039007,0.03304,0.027109,0.021244,0.01544,0.009716,0.004125,-0.001307,-0.006668,-0.011932,-0.017074,-0.022134,-0.027114,-0.03203,-0.0369,-0.0417,-0.046369,-0.050858,-0.055164,-0.059364,-0.063477,-0.06754,-0.07159,-0.075574,-0.079536,-0.083394,-0.087007,-0.090464,-0.093711,-0.096805,-0.099791,-0.102662,-0.105438,-0.108115,-0.110689,-0.113207,-0.115672,-0.118046,-0.120391,-0.122698,-0.124999,-0.127261,-0.129485,-0.131513,-0.133337,-0.134951,-0.136354,-0.137546,-0.138528,-0.139207,-0.139555,-0.139627,-0.139452,-0.13908,-0.138577,-0.138033,-0.137596,-0.137325,-0.137109,-0.136925,-0.136658,-0.136434,-0.136211,-0.135988,-0.135788,-0.135605,-0.135452,-0.135345,-0.135316,-0.135376,-0.135479,-0.135622,-0.135733,-0.135866,-0.135988,-0.136134,-0.136256,-0.136357,-0.136462,-0.13644,-0.136268,-0.135932,-0.135451,-0.134851,-0.134248,-0.133574,-0.132691,-0.131606,-0.1303,-0.128857,-0.127282,-0.125615,-0.123724,-0.121635,-0.119362,-0.116883,-0.114156,-0.111267,-0.108252,-0.105173,-0.102075,-0.098936,-0.095668,-0.092138,-0.088391,-0.084477,-0.080398,-0.076112,-0.071644,-0.06699,-0.062153,-0.057129,-0.051924,-0.046513,-0.040943,-0.035305,-0.02958,-0.023718,-0.017637,-0.011422,-0.005126,0.001277,0.007784,0.014395,0.021195,0.028271,0.035532,0.042931,0.050335,0.057742,0.065178,0.07279,0.080531,0.088441,0.096402,0.104483,0.112757,0.121133,0.129468,0.137747,0.145971,0.154139,0.16224,0.170248,1
