@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute target {1,2}

@data
-0.03279,-0.041037,-0.049358,-0.057819,-0.066424,-0.075173,-0.083705,-0.091836,-0.099732,-0.10736,-0.114677,-0.121627,-0.12815,-0.134365,-0.140186,-0.145613,-0.150691,-0.155425,-0.159811,-0.163807,-0.167374,-0.170552,-0.173301,-0.175657,-0.177633,-0.179174,-0.18033,-0.181142,-0.181471,-0.181372,-0.18079,-0.179781,-0.178291,-0.176374,-0.174104,-0.171374,-0.168199,-0.164491,-0.160362,-0.1557,-0.150596,-0.144982,-0.138926,-0.132456,-0.125543,-0.118276,-0.110592,-0.102724,-0.094801,-0.086994,2
0.029083,0.028765,0.02857,0.028716,0.029202,0.029947,0.031112,0.032633,0.034594,0.036887,0.039335,0.041814,0.044101,0.0461,0.047828,0.049313,0.050506,0.051423,0.052051,0.052433,0.052611,0.052602,0.052352,0.052,0.051686,0.051373,0.05109,0.050694,0.050211,0.049708,0.049157,0.048622,0.04825,0.048007,0.048227,0.048731,0.049499,0.050328,0.051427,0.052614,0.053971,0.055366,0.056878,0.05852,0.060246,0.061982,0.063719,0.065534,0.067426,0.069315,2
-0.109239,-0.110669,-0.111687,-0.112197,-0.112093,-0.111462,-0.110324,-0.108871,-0.107136,-0.105424,-0.103556,-0.101667,-0.099701,-0.09777,-0.095837,-0.093873,-0.091842,-0.089777,-0.087677,-0.085525,-0.083275,-0.080976,-0.078719,-0.076591,-0.074648,-0.072845,-0.071082,-0.069338,-0.067573,-0.065808,-0.063886,-0.061337,-0.058354,-0.055015,-0.051571,-0.048197,-0.044709,-0.041247,-0.037779,-0.034203,-0.03061,-0.026839,-0.023025,-0.019199,-0.015261,-0.011372,-0.00753,-0.003738,0.000073,0.003973,2
0.065735,0.061072,0.056264,0.0514,0.046376,0.041203,0.035807,0.030338,0.024783,0.019158,0.013523,0.008113,0.002941,-0.001948,-0.006604,-0.011038,-0.015163,-0.019132,-0.022962,-0.026603,-0.029992,-0.033154,-0.036089,-0.038899,-0.041443,-0.043645,-0.045611,-0.047401,-0.048939,-0.050127,-0.050895,-0.051299,-0.051283,-0.050849,-0.049994,-0.04872,-0.047027,-0.04498,-0.042513,-0.039716,-0.036646,-0.03342,-0.03003,-0.026303,-0.022216,-0.017709,-0.012864,-0.0076,-0.001918,0.00396,2
-0.098679,-0.101144,-0.103708,-0.106296,-0.108987,-0.111711,-0.114523,-0.117317,-0.120071,-0.122863,-0.125771,-0.128691,-0.131255,-0.133217,-0.134755,-0.135729,-0.13615,-0.13608,-0.135518,-0.134536,-0.133063,-0.131134,-0.128766,-0.125956,-0.122752,-0.119289,-0.115596,-0.111755,-0.107923,-0.10423,-0.100477,-0.096498,-0.091929,-0.086916,-0.081729,-0.076608,-0.071538,-0.066507,-0.061597,-0.056808,-0.052101,-0.047448,-0.042881,-0.038227,-0.033662,-0.02911,-0.02465,-0.020338,-0.016115,-0.011737,2
-0.10466,-0.107918,-0.11088,-0.113494,-0.115607,-0.117391,-0.118882,-0.120078,-0.121038,-0.122117,-0.123154,-0.124179,-0.125204,-0.126191,-0.127103,-0.127977,-0.128707,-0.129112,-0.128943,-0.128214,-0.127002,-0.125252,-0.123104,-0.120596,-0.117758,-0.114615,-0.111347,-0.107962,-0.104466,-0.100935,-0.097411,-0.094131,-0.090939,-0.087639,-0.084232,-0.080789,-0.077332,-0.073964,-0.07063,-0.067277,-0.06385,-0.060151,-0.056074,-0.051508,-0.046444,-0.040949,-0.035024,-0.028653,-0.02189,-0.01463,2
-0.011037,-0.015201,-0.019142,-0.022546,-0.025343,-0.0275,-0.029084,-0.030079,-0.030414,-0.030089,-0.029256,-0.027762,-0.025823,-0.023688,-0.021614,-0.019586,-0.017692,-0.015732,-0.013769,-0.011743,-0.009725,-0.00798,-0.006808,-0.006212,-0.005976,-0.006276,-0.006931,-0.007975,-0.009576,-0.011629,-0.013802,-0.01611,-0.018384,-0.020532,-0.022661,-0.024745,-0.026738,-0.028808,-0.030821,-0.032799,-0.034795,-0.036738,-0.038617,-0.040559,-0.042391,-0.044114,-0.045775,-0.047332,-0.048901,-0.05029,2
0.016898,0.013162,0.009115,0.005012,0.000958,-0.003052,-0.00702,-0.010947,-0.014829,-0.018728,-0.022694,-0.026596,-0.030432,-0.0343,-0.038097,-0.041931,-0.045766,-0.049576,-0.053322,-0.056627,-0.059412,-0.061689,-0.063386,-0.064583,-0.065189,-0.065549,-0.065917,-0.066257,-0.066567,-0.066838,-0.067026,-0.067248,-0.067388,-0.067547,-0.067701,-0.067873,-0.0681,-0.068435,-0.06882,-0.069191,-0.069428,-0.069641,-0.06992,-0.070147,-0.070299,-0.069841,-0.068834,-0.06725,-0.065081,-0.062286,2
-0.075686,-0.078121,-0.080223,-0.081917,-0.083107,-0.083691,-0.083767,-0.083261,-0.082162,-0.080855,-0.079496,-0.077895,-0.076313,-0.074838,-0.073286,-0.071757,-0.070275,-0.068996,-0.067757,-0.066645,-0.065664,-0.064818,-0.064133,-0.063983,-0.064397,-0.065429,-0.067035,-0.069302,-0.07208,-0.075201,-0.078475,-0.081726,-0.084734,-0.087724,-0.090534,-0.093306,-0.095776,-0.097658,-0.099075,-0.099915,-0.1001,-0.099708,-0.098905,-0.097538,-0.095617,-0.093174,-0.090208,-0.086721,-0.082771,-0.078233,2
-0.031482,-0.035658,-0.039534,-0.042922,-0.04578,-0.04806,-0.049799,-0.051032,-0.051762,-0.051865,-0.051538,-0.050633,-0.04938,-0.047551,-0.045267,-0.042381,-0.038938,-0.03529,-0.031613,-0.028037,-0.024526,-0.021003,-0.017367,-0.01362,-0.009858,-0.006324,-0.003148,-0.000475,0.001746,0.003407,0.004581,0.005381,0.005599,0.005481,0.00531,0.004977,0.004557,0.004093,0.003631,0.003002,0.002356,0.001778,0.001102,0.000452,-0.000173,-0.000704,-0.0012,-0.00158,-0.001599,-0.001025,2
