@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute target {1,2}

@data
0.636073,0.56465,0.503783,0.450777,0.409226,0.382948,0.360937,0.33129,0.294231,0.246615,0.198102,0.156101,0.12331,0.096582,0.071427,0.046496,0.02179,-0.00606,-0.034809,-0.063783,-0.094778,-0.125548,-0.153174,-0.165302,-0.160586,-0.144639,-0.142168,-0.178554,-0.212244,-0.233581,-0.235827,-0.219431,-0.180126,-0.113644,-0.016617,0.133641,0.369921,0.658982,0.767464,0.523548,0.17946,-0.055697,-0.168896,-0.210222,-0.20865,-0.172939,-0.108478,-0.029643,0.031673,0.031897,-0.037055,-0.117013,-0.167099,-0.181923,-0.170693,-0.156543,-0.120607,-0.086243,-0.036831,0.009662,0.06424,0.124208,0.192037,0.270872,0.363632,0.467622,0.587559,0.703453,0.819122,0.946246,1.046194,1.155574,1.21981,1.248559,1.279329,1.269447,1.189264,1.11582,1.022611,0.972749,0.873251,0.764769,0.645506,0.52265,0.406306,0.292658,0.150486,0.050314,-0.045365,-0.156094,-0.265923,-0.349026,-0.428759,-0.492321,-0.560824,-0.621691,-0.65875,-0.70075,-0.747467,-0.809681,-0.857297,-0.903564,-0.938602,-0.972966,-0.996998,-1.017212,-1.033833,-1.047084,-1.059213,-1.073812,-1.083694,-1.094475,-1.10548,-1.118058,-1.135352,-1.153545,-0.420224,-0.435048,1
0.634772,0.564966,0.504362,0.450941,0.408968,0.382257,0.361158,0.331081,0.293821,0.246236,0.197529,0.155779,0.122784,0.095625,0.071383,0.047142,0.022452,-0.005606,-0.033887,-0.063067,-0.094267,-0.124568,-0.151503,-0.163848,-0.159584,-0.144321,-0.142525,-0.178438,-0.212107,-0.234104,-0.236573,-0.219738,-0.180009,-0.11357,-0.017277,0.131762,0.367668,0.655871,0.76406,0.520972,0.177327,-0.058129,-0.173051,-0.214576,-0.212107,-0.176643,-0.112897,-0.03299,0.028961,0.029634,-0.038377,-0.118059,-0.168562,-0.182703,-0.171256,-0.156666,-0.120528,-0.086859,-0.037254,0.010555,0.065547,0.125253,0.193039,0.271824,0.364301,0.468898,0.589432,0.705477,0.820623,0.947891,1.048224,1.15731,1.219485,1.24844,1.28166,1.271783,1.190979,1.116683,1.023982,0.974601,0.875391,0.766978,0.646893,0.523441,0.406723,0.293821,0.150841,0.050733,-0.044661,-0.155768,-0.265977,-0.349699,-0.429606,-0.493128,-0.561812,-0.621518,-0.658329,-0.700527,-0.746765,-0.809165,-0.856974,-0.902763,-0.938003,-0.972121,-0.995689,-1.01589,-1.033173,-1.046192,-1.058313,-1.073127,-1.083003,-1.093328,-1.104326,-1.117345,-1.134853,-1.153034,-0.419955,-0.435218,1
0.630032,0.559905,0.499442,0.447071,0.405713,0.380314,0.360759,0.333113,0.2967,0.248825,0.1996,0.158018,0.125651,0.098454,0.07373,0.050129,0.025854,-0.002017,-0.030113,-0.059108,-0.090801,-0.12092,-0.148342,-0.159355,-0.153062,-0.136654,-0.134181,-0.171718,-0.206332,-0.228359,-0.230832,-0.212625,-0.170594,-0.099342,0.003153,0.162289,0.411782,0.714321,0.825132,0.567322,0.204545,-0.044498,-0.166098,-0.209703,-0.207456,-0.170144,-0.103613,-0.021797,0.040689,0.038441,-0.035508,-0.121819,-0.177786,-0.196667,-0.187451,-0.17464,-0.138677,-0.104736,-0.054613,-0.007187,0.047432,0.107895,0.176449,0.255568,0.348397,0.453589,0.573615,0.69027,0.806925,0.934594,1.034616,1.144303,1.207463,1.236908,1.271972,1.261857,1.180716,1.107441,1.013713,0.968534,0.87076,0.761522,0.641271,0.517199,0.400768,0.287485,0.143858,0.043611,-0.051241,-0.162277,-0.273088,-0.356253,-0.435821,-0.498756,-0.56731,-0.626649,-0.661713,-0.702621,-0.748474,-0.810735,-0.858611,-0.904239,-0.939078,-0.973018,-0.995944,-1.01505,-1.031458,-1.044045,-1.055283,-1.069668,-1.079333,-1.090122,-1.101361,-1.114622,-1.132604,-1.151259,-0.414692,-0.429977,1
0.6314,0.560122,0.499412,0.447246,0.406547,0.381139,0.362026,0.33392,0.297719,0.249825,0.200807,0.158535,0.125706,0.099398,0.074889,0.050605,0.026996,-0.000886,-0.029442,-0.058448,-0.090153,-0.120283,-0.14749,-0.158508,-0.152662,-0.136247,-0.133324,-0.171549,-0.206177,-0.227987,-0.230011,-0.212248,-0.17065,-0.099371,0.004061,0.163032,0.412618,0.715945,0.827472,0.569116,0.205754,-0.043833,-0.165703,-0.210449,-0.2082,-0.17065,-0.103869,-0.021797,0.041386,0.039363,-0.034839,-0.121632,-0.17852,-0.197182,-0.187064,-0.174247,-0.13962,-0.105667,-0.0553,-0.007856,0.046783,0.106819,0.174949,0.254772,0.347636,0.452192,0.572938,0.689862,0.805886,0.931579,1.031413,1.143165,1.206349,1.23513,1.268858,1.260314,1.180041,1.108313,1.016348,0.96778,0.868845,0.761365,0.641519,0.517175,0.400476,0.287375,0.144144,0.04386,-0.051478,-0.16278,-0.273183,-0.356153,-0.436201,-0.498935,-0.567065,-0.626427,-0.661728,-0.702427,-0.748746,-0.811256,-0.858924,-0.904569,-0.938972,-0.973374,-0.996309,-1.015422,-1.031611,-1.044203,-1.055895,-1.070286,-1.07973,-1.090298,-1.101541,-1.115032,-1.133245,-1.151458,-0.413941,-0.42968,1
0.632883,0.562013,0.500592,0.447946,0.406774,0.3818,0.362002,0.334104,0.298331,0.249735,0.200013,0.158166,0.125768,0.09877,0.074472,0.050398,0.02655,-0.001123,-0.029696,-0.058494,-0.089767,-0.120365,-0.147363,-0.158612,-0.152763,-0.136789,-0.133639,-0.171436,-0.206309,-0.228132,-0.229932,-0.212383,-0.171211,-0.100116,0.002477,0.159741,0.408124,0.709828,0.821195,0.564938,0.203388,-0.044545,-0.165362,-0.209684,-0.208109,-0.170536,-0.104166,-0.022722,0.039374,0.037124,-0.036671,-0.122165,-0.177286,-0.196409,-0.18651,-0.173011,-0.137914,-0.103941,-0.053544,-0.006298,0.049049,0.109119,0.177065,0.256709,0.350528,0.45537,0.575737,0.692279,0.808146,0.935037,1.03493,1.145173,1.207268,1.235616,1.271614,1.26194,1.17892,1.10625,1.014457,0.967885,0.870242,0.762024,0.641208,0.517466,0.401374,0.287307,0.143992,0.043874,-0.051744,-0.162887,-0.273354,-0.356148,-0.436018,-0.499014,-0.567409,-0.626805,-0.662127,-0.703299,-0.749196,-0.811517,-0.858989,-0.90511,-0.939758,-0.973506,-0.996229,-1.015353,-1.032227,-1.045051,-1.05675,-1.071149,-1.080598,-1.091173,-1.102197,-1.115696,-1.133695,-1.151468,-0.413744,-0.429493,1
0.617728,0.548668,0.490113,0.438038,0.396692,0.370543,0.349535,0.321151,0.285168,0.237787,0.189065,0.147942,0.115535,0.088046,0.063238,0.0391,0.014963,-0.011633,-0.03957,-0.068177,-0.098126,-0.12651,-0.152658,-0.162716,-0.157128,-0.142825,-0.14059,-0.177019,-0.211214,-0.232446,-0.234905,-0.218366,-0.179701,-0.112653,-0.014762,0.135873,0.371437,0.658851,0.765905,0.52319,0.179902,-0.056109,-0.171209,-0.212555,-0.210097,-0.175008,-0.113994,-0.03957,0.018762,0.018315,-0.050298,-0.129191,-0.179478,-0.193335,-0.181489,-0.167186,-0.130532,-0.096338,-0.04471,0.002894,0.058544,0.120005,0.190406,0.271982,0.367638,0.474915,0.597837,0.717184,0.834518,0.964145,1.064718,1.176242,1.240162,1.266757,1.29827,1.28866,1.203955,1.126626,1.029182,0.982472,0.882346,0.771269,0.650806,0.525648,0.408761,0.294331,0.148613,0.047593,-0.047392,-0.157128,-0.267311,-0.350004,-0.430239,-0.492818,-0.560313,-0.620433,-0.657086,-0.698433,-0.743802,-0.805487,-0.853091,-0.898908,-0.933326,-0.967744,-0.991435,-1.010879,-1.028311,-1.041498,-1.053343,-1.068093,-1.078374,-1.089102,-1.1005,-1.112792,-1.129554,-1.147658,-0.417723,-0.432027,1
0.619403,0.549984,0.490387,0.439271,0.397754,0.371861,0.350433,0.321415,0.285255,0.238381,0.190613,0.148873,0.116507,0.089722,0.065168,0.040392,0.015615,-0.011393,-0.038625,-0.066973,-0.09733,-0.126124,-0.152017,-0.162731,-0.157151,-0.142642,-0.140856,-0.178132,-0.211614,-0.23215,-0.234382,-0.218087,-0.178579,-0.110946,-0.013625,0.135703,0.371415,0.659358,0.767169,0.524315,0.179453,-0.056482,-0.17099,-0.212953,-0.210945,-0.1759,-0.114294,-0.039072,0.01874,0.018071,-0.050232,-0.129472,-0.179472,-0.193757,-0.182373,-0.167865,-0.131035,-0.09666,-0.045768,0.002223,0.057802,0.119632,0.190167,0.270969,0.365611,0.472976,0.595742,0.714045,0.833016,0.962256,1.062255,1.17453,1.239262,1.267386,1.29752,1.287699,1.202209,1.126317,1.030336,0.982792,0.882346,0.77208,0.650429,0.524315,0.407798,0.293291,0.148203,0.048204,-0.046214,-0.156927,-0.26764,-0.350229,-0.429915,-0.492638,-0.560717,-0.620984,-0.656922,-0.698216,-0.743751,-0.806027,-0.853125,-0.89866,-0.933704,-0.967632,-0.990846,-1.010266,-1.027453,-1.040846,-1.053122,-1.067631,-1.077452,-1.08839,-1.099997,-1.11272,-1.13013,-1.147541,-0.418978,-0.43371,1
0.6205,0.551033,0.490978,0.438541,0.397757,0.372211,0.351371,0.322464,0.286162,0.239103,0.1907,0.148572,0.115183,0.088068,0.062971,0.038321,0.013895,-0.013443,-0.040334,-0.067897,-0.098373,-0.127056,-0.152154,-0.161565,-0.155067,-0.140277,-0.138932,-0.176803,-0.210864,-0.231929,-0.234394,-0.218932,-0.17994,-0.112714,-0.015236,0.134903,0.36997,0.657475,0.765485,0.523022,0.179048,-0.056468,-0.170529,-0.212433,-0.209968,-0.174562,-0.114059,-0.04011,0.017033,0.01636,-0.052435,-0.131537,-0.181285,-0.196299,-0.18375,-0.168512,-0.131313,-0.097028,-0.045712,0.003139,0.059385,0.121457,0.192493,0.274733,0.371091,0.479325,0.602797,0.721788,0.837865,0.966043,1.067555,1.17803,1.240775,1.267441,1.299037,1.288729,1.201335,1.124697,1.028788,0.981505,0.881338,0.770863,0.648735,0.522574,0.4056,0.291764,0.146779,0.046612,-0.047281,-0.157532,-0.268231,-0.350023,-0.42935,-0.491646,-0.559769,-0.620272,-0.656799,-0.698031,-0.743745,-0.806041,-0.853099,-0.899037,-0.933995,-0.968729,-0.992258,-1.012202,-1.02968,-1.042902,-1.055002,-1.069344,-1.079428,-1.090184,-1.101612,-1.114385,-1.131416,-1.148447,-0.41344,-0.428678,1
0.611717,0.544335,0.48444,0.432473,0.390855,0.362448,0.339327,0.30916,0.273267,0.227685,0.181443,0.140925,0.108996,0.081691,0.057249,0.033247,0.009245,-0.01806,-0.044705,-0.07179,-0.101517,-0.129042,-0.153264,-0.164274,-0.160311,-0.146658,-0.145337,-0.180789,-0.210737,-0.229454,-0.230995,-0.216462,-0.179688,-0.116711,-0.025988,0.112519,0.333382,0.60401,0.707945,0.479376,0.152596,-0.068707,-0.175945,-0.214701,-0.212278,-0.178147,-0.120014,-0.048448,0.006382,0.006822,-0.054834,-0.127721,-0.172862,-0.186515,-0.171981,-0.157228,-0.121115,-0.086543,-0.033695,0.017392,0.074865,0.137402,0.208087,0.290442,0.387331,0.49501,0.618323,0.736792,0.853939,0.984519,1.084931,1.195692,1.258009,1.282892,1.315482,1.304032,1.21485,1.137779,1.037367,0.989583,0.88741,0.776648,0.652674,0.523856,0.40803,0.293525,0.144889,0.046018,-0.047788,-0.160091,-0.271072,-0.352547,-0.43204,-0.494357,-0.564161,-0.624496,-0.659728,-0.700466,-0.745387,-0.805943,-0.850864,-0.894904,-0.928375,-0.962286,-0.983866,-1.003243,-1.020199,-1.033411,-1.046183,-1.060936,-1.070625,-1.082296,-1.093967,-1.106738,-1.123914,-1.139769,-0.426535,-0.439747,1
0.618096,0.550055,0.48994,0.437973,0.396575,0.36817,0.344168,0.31356,0.276787,0.231206,0.184523,0.142685,0.109876,0.083452,0.058129,0.032806,0.008364,-0.019381,-0.046246,-0.07355,-0.103057,-0.130362,-0.154804,-0.164713,-0.16119,-0.148418,-0.147097,-0.18343,-0.214038,-0.233635,-0.235397,-0.219983,-0.182109,-0.118691,-0.027529,0.111858,0.332057,0.602462,0.707277,0.479591,0.153695,-0.067165,-0.174182,-0.213377,-0.211175,-0.177485,-0.118911,-0.047787,0.006382,0.006162,-0.055934,-0.1286,-0.174182,-0.187173,-0.1722,-0.158107,-0.121994,-0.086762,-0.033474,0.017392,0.074644,0.137181,0.208525,0.2911,0.387767,0.495665,0.618757,0.737664,0.85393,0.982967,1.083598,1.194799,1.259317,1.28508,1.313706,1.301595,1.211754,1.132923,1.034934,0.987371,0.885418,0.773557,0.649144,0.522089,0.405824,0.291761,0.145108,0.044697,-0.048888,-0.158988,-0.269088,-0.349901,-0.429613,-0.491929,-0.562173,-0.62471,-0.663024,-0.705743,-0.750884,-0.810118,-0.854158,-0.897096,-0.929246,-0.961835,-0.983415,-1.002352,-1.018647,-1.031859,-1.04463,-1.059163,-1.068852,-1.080302,-1.092193,-1.104745,-1.1217,-1.137554,-0.422567,-0.435779,1
0.614805,0.546518,0.485965,0.43381,0.392043,0.363534,0.340993,0.311379,0.274915,0.22917,0.182319,0.140993,0.108727,0.081766,0.057236,0.032484,0.007954,-0.019228,-0.045748,-0.072488,-0.100996,-0.128621,-0.153593,-0.163317,-0.158676,-0.145416,-0.143648,-0.179229,-0.209947,-0.228952,-0.23072,-0.216356,-0.17945,-0.116245,-0.024753,0.114031,0.3337,0.605965,0.711822,0.48265,0.155136,-0.067184,-0.174588,-0.213483,-0.211052,-0.17724,-0.118455,-0.047295,0.006849,0.006186,-0.055914,-0.128621,-0.174146,-0.186963,-0.17282,-0.158676,-0.12177,-0.086853,-0.034256,0.016573,0.074031,0.136352,0.207291,0.290606,0.387844,0.496352,0.620551,0.739446,0.854805,0.984087,1.085082,1.196463,1.258783,1.283093,1.313811,1.303424,1.211711,1.132374,1.033148,0.986297,0.885302,0.772595,0.649943,0.52265,0.405081,0.291048,0.144308,0.04486,-0.048621,-0.159118,-0.269615,-0.350941,-0.429836,-0.491494,-0.560665,-0.620997,-0.65724,-0.698124,-0.742986,-0.80398,-0.849726,-0.894809,-0.929284,-0.963759,-0.986522,-1.005969,-1.022765,-1.036246,-1.049063,-1.063649,-1.073815,-1.085085,-1.096798,-1.109395,-1.126411,-1.142765,-0.425858,-0.439118,1
0.614325,0.544698,0.484251,0.432534,0.392908,0.368729,0.349475,0.321266,0.286117,0.239774,0.190968,0.149998,0.118207,0.092013,0.06761,0.043431,0.019028,-0.008509,-0.036047,-0.064256,-0.094703,-0.124031,-0.149554,-0.158957,-0.152464,-0.137464,-0.135897,-0.173509,-0.207091,-0.228584,-0.230151,-0.212464,-0.171718,-0.100972,0.001789,0.158953,0.40634,0.706564,0.814922,0.559698,0.202162,-0.043435,-0.163882,-0.207763,-0.2053,-0.169703,-0.105673,-0.027315,0.032013,0.030446,-0.04142,-0.125823,-0.180225,-0.198584,-0.188957,-0.1753,-0.139255,-0.104778,-0.054405,-0.006494,0.048804,0.110147,0.180893,0.262386,0.357982,0.464997,0.587683,0.70634,0.823653,0.95216,1.053354,1.162384,1.227757,1.260219,1.288652,1.275891,1.191488,1.115593,1.018653,0.969399,0.869548,0.759399,0.639624,0.514922,0.397609,0.282983,0.138132,0.037834,-0.055524,-0.165002,-0.274703,-0.357315,-0.436344,-0.498359,-0.565523,-0.624627,-0.66,-0.700523,-0.745523,-0.806866,-0.853881,-0.899328,-0.933806,-0.968283,-0.991791,-1.011044,-1.027835,-1.040597,-1.052238,-1.066119,-1.07597,-1.086716,-1.098134,-1.110671,-1.128358,-1.146716,-0.412613,-0.427837,1
0.613974,0.544161,0.483298,0.431834,0.392452,0.367838,0.349266,0.322639,0.286613,0.239624,0.191963,0.150791,0.118346,0.091047,0.066657,0.042939,0.018325,-0.009645,-0.036943,-0.065585,-0.09624,-0.124881,-0.150837,-0.160459,-0.15397,-0.138754,-0.136516,-0.174108,-0.207896,-0.228929,-0.231167,-0.213937,-0.172542,-0.102057,0.000425,0.158175,0.40543,0.704597,0.814463,0.560048,0.201808,-0.043656,-0.163815,-0.208343,-0.20633,-0.169857,-0.105861,-0.028664,0.029737,0.028395,-0.043209,-0.127342,-0.181268,-0.199169,-0.189548,-0.176122,-0.140544,-0.106309,-0.05641,-0.007855,0.047862,0.108948,0.178314,0.260434,0.357322,0.464726,0.587123,0.704597,0.822518,0.95118,1.052543,1.162857,1.228419,1.260416,1.289058,1.276974,1.193065,1.118105,1.021441,0.970647,0.870403,0.761432,0.641497,0.516191,0.399165,0.286166,0.140946,0.039583,-0.053725,-0.162473,-0.272115,-0.354906,-0.433893,-0.496099,-0.563003,-0.622299,-0.657877,-0.698601,-0.744248,-0.805782,-0.852772,-0.898419,-0.933549,-0.96756,-0.990832,-1.009851,-1.027081,-1.040059,-1.051918,-1.066015,-1.075637,-1.086153,-1.097565,-1.110319,-1.128444,-1.146568,-0.412412,-0.428076,1
0.61295,0.543327,0.483553,0.432063,0.392438,0.36826,0.349455,0.321919,0.286548,0.240207,0.192746,0.150883,0.118198,0.091557,0.067827,0.044097,0.019695,-0.008065,-0.035825,-0.064256,-0.094927,-0.12403,-0.149999,-0.159625,-0.153357,-0.13791,-0.135223,-0.172833,-0.207085,-0.227681,-0.229472,-0.212458,-0.170595,-0.099628,0.002457,0.159837,0.407438,0.706976,0.816224,0.563251,0.204835,-0.041869,-0.163207,-0.207757,-0.205966,-0.169028,-0.104777,-0.026646,0.033351,0.03156,-0.041422,-0.126045,-0.180445,-0.199026,-0.188952,-0.174624,-0.138581,-0.104777,-0.055302,-0.007393,0.04835,0.109467,0.179762,0.261251,0.355947,0.463181,0.585414,0.70317,0.821373,0.950546,1.051064,1.160984,1.22613,1.257024,1.286127,1.274262,1.19143,1.118001,1.021737,0.970694,0.869505,0.760033,0.640262,0.514895,0.397587,0.283861,0.139465,0.0385,-0.055525,-0.165222,-0.274918,-0.357078,-0.435433,-0.497893,-0.565501,-0.624379,-0.659751,-0.699823,-0.745493,-0.807281,-0.854741,-0.900187,-0.934215,-0.968243,-0.99175,-1.011002,-1.027569,-1.040553,-1.052418,-1.066298,-1.075925,-1.086671,-1.098088,-1.110849,-1.128758,-1.146892,-0.412598,-0.428269,1
0.625306,0.55637,0.496106,0.444293,0.40382,0.376691,0.355343,0.326434,0.289964,0.241931,0.193898,0.152536,0.119847,0.093162,0.068923,0.045574,0.02089,-0.008241,-0.035593,-0.063168,-0.093189,-0.122987,-0.149672,-0.159456,-0.153897,-0.14011,-0.139443,-0.179025,-0.211937,-0.23373,-0.237288,-0.222611,-0.18414,-0.116983,-0.020249,0.126741,0.360012,0.646654,0.753617,0.513674,0.170549,-0.065169,-0.179025,-0.22061,-0.219498,-0.184585,-0.123432,-0.048491,0.009549,0.011328,-0.053606,-0.129881,-0.178358,-0.192813,-0.178803,-0.163237,-0.125433,-0.091632,-0.040263,0.00688,0.061362,0.121626,0.189895,0.270395,0.366906,0.475203,0.598399,0.71648,0.832115,0.960871,1.061384,1.174351,1.240174,1.268638,1.299326,1.292655,1.201036,1.121648,1.020467,0.977326,0.879481,0.772519,0.652436,0.522346,0.408046,0.295079,0.143641,0.044684,-0.044711,-0.155009,-0.26931,-0.352034,-0.432756,-0.49302,-0.563513,-0.625555,-0.660468,-0.700496,-0.745638,-0.809015,-0.854824,-0.899299,-0.932656,-0.966901,-0.988027,-1.00604,-1.02294,-1.035615,-1.047624,-1.06319,-1.07253,-1.082981,-1.094323,-1.106331,-1.124121,-1.141689,-0.414299,-0.428531,1
0.62723,0.558081,0.498078,0.445436,0.405063,0.378965,0.357105,0.327661,0.291302,0.243568,0.195387,0.153675,0.120885,0.094564,0.07092,0.047052,0.022739,-0.005813,-0.033695,-0.061355,-0.091914,-0.121135,-0.148348,-0.159278,-0.153924,-0.139872,-0.137418,-0.176676,-0.210135,-0.231995,-0.234449,-0.218835,-0.181138,-0.11422,-0.016966,0.130253,0.364466,0.652212,0.759504,0.519046,0.174419,-0.061801,-0.175115,-0.217273,-0.216827,-0.181807,-0.120912,-0.045517,0.012701,0.013147,-0.051317,-0.127826,-0.176007,-0.190283,-0.175338,-0.159501,-0.122696,-0.088791,-0.037264,0.009578,0.063559,0.123339,0.192264,0.273011,0.367589,0.474211,0.596448,0.714892,0.829991,0.958696,1.056173,1.16971,1.236405,1.258711,1.292616,1.287932,1.195585,1.113722,1.013346,0.976318,0.880402,0.771772,0.651097,0.521946,0.407739,0.292864,0.140737,0.043929,-0.044848,-0.157047,-0.273038,-0.354901,-0.43431,-0.494313,-0.566361,-0.628818,-0.663169,-0.702651,-0.748155,-0.812619,-0.8579,-0.901843,-0.935302,-0.969876,-0.991959,-1.009803,-1.02631,-1.038578,-1.050846,-1.066237,-1.075383,-1.08609,-1.097689,-1.109734,-1.127579,-1.144977,-0.414681,-0.429849,1
0.622567,0.553047,0.492189,0.439993,0.399569,0.373138,0.351371,0.323385,0.287403,0.240538,0.192784,0.150805,0.118821,0.09239,0.06818,0.043748,0.01976,-0.008448,-0.036878,-0.06442,-0.094627,-0.124167,-0.151265,-0.162148,-0.157039,-0.143047,-0.140825,-0.179473,-0.213011,-0.234556,-0.237221,-0.222118,-0.183693,-0.116838,-0.020442,0.126817,0.359589,0.645889,0.754279,0.513511,0.170573,-0.062198,-0.175253,-0.21812,-0.217453,-0.182804,-0.121946,-0.046207,0.013319,0.014207,-0.050871,-0.127721,-0.176585,-0.190356,-0.175919,-0.160149,-0.121502,-0.087741,-0.036656,0.009543,0.063072,0.122597,0.191451,0.272522,0.366696,0.473087,0.59658,0.714521,0.830462,0.959508,1.058792,1.173845,1.239589,1.268908,1.302891,1.29645,1.20383,1.123204,1.022588,0.978388,0.881103,0.774491,0.653218,0.52395,0.408675,0.295177,0.14392,0.044414,-0.044652,-0.154818,-0.270094,-0.353163,-0.433789,-0.493759,-0.565056,-0.627025,-0.66123,-0.700987,-0.746298,-0.809599,-0.855354,-0.899776,-0.93287,-0.966853,-0.988398,-1.005945,-1.022825,-1.035707,-1.047257,-1.062583,-1.072133,-1.082351,-1.0939,-1.105894,-1.123441,-1.14121,-0.415576,-0.429791,1
0.630102,0.559916,0.49808,0.44482,0.404423,0.378922,0.358159,0.32837,0.291359,0.242838,0.193188,0.151212,0.117812,0.090505,0.066809,0.042887,0.017385,-0.011051,-0.039035,-0.066793,-0.09726,-0.126372,-0.152325,-0.162029,-0.156613,-0.141493,-0.139236,-0.178504,-0.211904,-0.234246,-0.23718,-0.22206,-0.183017,-0.114863,-0.016692,0.134512,0.376214,0.671852,0.780178,0.532157,0.182356,-0.056638,-0.172185,-0.213935,-0.211679,-0.175119,-0.111929,-0.035424,0.023704,0.02393,-0.043097,-0.12389,-0.176473,-0.194527,-0.181663,-0.166994,-0.129983,-0.098388,-0.048062,0.00091,0.055976,0.116909,0.187095,0.268565,0.365155,0.472578,0.594445,0.71112,0.827796,0.956884,1.054152,1.164057,1.228827,1.254554,1.285246,1.278476,1.18843,1.111248,1.014206,0.972907,0.876768,0.770474,0.64951,0.521325,0.407583,0.292938,0.142862,0.046949,-0.041066,-0.1521,-0.265841,-0.346634,-0.42517,-0.484298,-0.555387,-0.616997,-0.6513,-0.691697,-0.737961,-0.802505,-0.849671,-0.896613,-0.932721,-0.969958,-0.993654,-1.01374,-1.031568,-1.044883,-1.057521,-1.072867,-1.08212,-1.092727,-1.104237,-1.116423,-1.134026,-1.151404,-0.405988,-0.421785,1
0.624655,0.554323,0.493428,0.440623,0.399502,0.373436,0.352539,0.323327,0.286251,0.238614,0.190528,0.148283,0.115027,0.088287,0.064019,0.040201,0.015933,-0.013054,-0.040692,-0.067882,-0.098217,-0.127428,-0.153494,-0.163156,-0.157763,-0.142933,-0.140461,-0.180458,-0.213265,-0.234162,-0.236634,-0.222028,-0.183829,-0.116193,-0.017997,0.132779,0.371414,0.663978,0.774083,0.52983,0.182438,-0.056422,-0.171919,-0.213714,-0.211692,-0.17529,-0.112598,-0.036423,0.024022,0.02582,-0.042715,-0.123833,-0.17529,-0.192143,-0.180683,-0.166302,-0.129001,-0.09552,-0.045636,0.000878,0.056155,0.117499,0.187382,0.268724,0.364673,0.472531,0.595219,0.712514,0.828686,0.956542,1.056535,1.169561,1.235175,1.260341,1.289778,1.285733,1.197649,1.119677,1.019234,0.974743,0.876323,0.768915,0.649372,0.52264,0.407816,0.294116,0.144688,0.046717,-0.041591,-0.151696,-0.265621,-0.346514,-0.42561,-0.485381,-0.555488,-0.617282,-0.651662,-0.691209,-0.736824,-0.801314,-0.848727,-0.89524,-0.930744,-0.967595,-0.991638,-1.011187,-1.02849,-1.042197,-1.05478,-1.070284,-1.079722,-1.090283,-1.101968,-1.113652,-1.131629,-1.149155,-0.409206,-0.424486,1
